Date,Adj Close_GREENPOWER.NS,Close_GREENPOWER.NS,High_GREENPOWER.NS,Low_GREENPOWER.NS,Open_GREENPOWER.NS,Volume_GREENPOWER.NS,Date
2024-12-16,17.34000015258789,17.34000015258789,18.5,17.25,18.350000381469727,23186916,2024-12-16
2024-12-23,17.0,17.0,17.489999771118164,16.950000762939453,17.489999771118164,10023058,2024-12-23
2024-12-30,16.899999618530273,16.899999618530273,17.149999618530273,16.65999984741211,17.049999237060547,14585302,2024-12-30
2025-01-06,15.539999961853027,15.539999961853027,16.940000534057617,15.239999771118164,16.899999618530273,16945385,2025-01-06
2025-01-13,16.440000534057617,16.440000534057617,17.299999237060547,14.510000228881836,15.539999961853027,27947078,2025-01-13
2025-01-20,15.8100004196167,15.8100004196167,16.950000762939453,15.619999885559082,16.610000610351562,12979750,2025-01-20
2025-01-27,15.40999984741211,15.40999984741211,16.420000076293945,14.020000457763672,15.359999656677246,26323925,2025-01-27
2025-02-03,14.8100004196167,14.8100004196167,15.5600004196167,14.5600004196167,15.100000381469727,10409560,2025-02-03
2025-02-10,13.039999961853027,13.039999961853027,14.880000114440918,12.90999984741211,14.770000457763672,14786306,2025-02-10
2025-02-17,12.989999771118164,12.989999771118164,13.729999542236328,12.0600004196167,13.039999961853027,19683753,2025-02-17
2025-02-24,11.979999542236328,11.979999542236328,12.920000076293945,11.8100004196167,12.800000190734863,10928158,2025-02-24
2025-03-03,13.100000381469727,13.100000381469727,13.319999694824219,11.199999809265137,12.0,21633663,2025-03-03
2025-03-10,12.010000228881836,12.010000228881836,13.5,11.979999542236328,13.300000190734863,13997941,2025-03-10
2025-03-17,13.239999771118164,13.239999771118164,13.829999923706055,11.5,12.149999618530273,49455612,2025-03-17
2025-03-24,11.75,11.75,13.949999809265137,11.680000305175781,13.5,40521738,2025-03-24
2025-03-31,12.149999618530273,12.149999618530273,12.75,11.65999984741211,11.75,17808484,2025-03-31
2025-04-07,12.069999694824219,12.069999694824219,12.300000190734863,11.069999694824219,11.5,12036523,2025-04-07
2025-04-14,12.869999885559082,12.869999885559082,13.029999732971191,12.069999694824219,12.069999694824219,10049791,2025-04-14
2025-04-21,12.600000381469727,12.600000381469727,13.699999809265137,12.420000076293945,12.979999542236328,26717435,2025-04-21
2025-04-28,12.100000381469727,12.100000381469727,12.859999656677246,12.0600004196167,12.59000015258789,11146854,2025-04-28
2025-05-05,11.130000114440918,11.130000114440918,12.329999923706055,10.960000038146973,12.119999885559082,17860593,2025-05-05
2025-05-12,13.1899995803833,13.1899995803833,13.25,11.630000114440918,11.739999771118164,21434366,2025-05-12
2025-05-19,13.039999961853027,13.039999961853027,13.899999618530273,12.720000267028809,13.59000015258789,24925496,2025-05-19
2025-05-26,13.050000190734863,13.050000190734863,13.789999961853027,12.880000114440918,13.789999961853027,20889132,2025-05-26
2025-06-02,13.279999732971191,13.279999732971191,13.640000343322754,12.9399995803833,13.050000190734863,21127427,2025-06-02
2025-06-09,14.539999961853027,14.539999961853027,15.8100004196167,13.300000190734863,13.329999923706055,109459038,2025-06-09
2025-06-16,13.399999618530273,13.399999618530273,14.800000190734863,13.109999656677246,14.539999961853027,28964315,2025-06-16
2025-06-23,14.149999618530273,14.149999618530273,14.479999542236328,13.109999656677246,13.210000038146973,26423549,2025-06-23
2025-06-30,14.329999923706055,14.329999923706055,15.239999771118164,14.15999984741211,14.199999809265137,34881502,2025-06-30
2025-07-07,15.170000076293945,15.170000076293945,15.6899995803833,14.220000267028809,14.380000114440918,59991571,2025-07-07
2025-07-14,15.140000343322754,15.140000343322754,15.649999618530273,14.8100004196167,15.300000190734863,17600744,2025-07-14
