Date,Adj Close_VIKASECO.NS,Close_VIKASECO.NS,High_VIKASECO.NS,Low_VIKASECO.NS,Open_VIKASECO.NS,Volume_VIKASECO.NS,Date
2025-02-17,2.509999990463257,2.509999990463257,2.609999895095825,2.2200000286102295,2.4100000858306885,36252754,2025-02-17
2025-02-24,2.369999885559082,2.369999885559082,2.5799999237060547,2.3499999046325684,2.5199999809265137,18267218,2025-02-24
2025-03-03,2.549999952316284,2.549999952316284,2.640000104904175,2.259999990463257,2.4200000762939453,29988959,2025-03-03
2025-03-10,2.509999990463257,2.509999990463257,2.5899999141693115,2.390000104904175,2.569999933242798,17306538,2025-03-10
2025-03-17,2.4200000762939453,2.4200000762939453,2.5899999141693115,2.1600000858306885,2.509999990463257,36976260,2025-03-17
2025-03-24,2.2100000381469727,2.2100000381469727,2.509999990463257,2.200000047683716,2.450000047683716,35423104,2025-03-24
2025-03-31,2.390000104904175,2.390000104904175,2.5399999618530273,2.2100000381469727,2.2100000381469727,43013938,2025-03-31
2025-04-07,2.380000114440918,2.380000114440918,2.450000047683716,2.25,2.319999933242798,31129212,2025-04-07
2025-04-14,2.4200000762939453,2.4200000762939453,2.5,2.369999885559082,2.380000114440918,24579667,2025-04-14
2025-04-21,2.430000066757202,2.430000066757202,2.5999999046325684,2.4000000953674316,2.430000066757202,50110807,2025-04-21
2025-04-28,2.2699999809265137,2.2699999809265137,2.440000057220459,2.25,2.4200000762939453,30150245,2025-04-28
2025-05-05,2.1700000762939453,2.1700000762939453,2.3299999237060547,2.119999885559082,2.25,26301091,2025-05-05
2025-05-12,2.369999885559082,2.369999885559082,2.430000066757202,2.2100000381469727,2.2300000190734863,28526812,2025-05-12
2025-05-19,2.3299999237060547,2.3299999237060547,2.440000057220459,2.309999942779541,2.380000114440918,18805772,2025-05-19
2025-05-26,2.4100000858306885,2.4100000858306885,2.5299999713897705,2.309999942779541,2.3499999046325684,27750243,2025-05-26
2025-06-02,2.369999885559082,2.369999885559082,2.4700000286102295,2.359999895095825,2.4600000381469727,17057561,2025-06-02
2025-06-09,2.569999933242798,2.569999933242798,2.7799999713897705,2.369999885559082,2.369999885559082,55317063,2025-06-09
2025-06-16,2.4600000381469727,2.4600000381469727,2.630000114440918,2.4100000858306885,2.569999933242798,34773003,2025-06-16
2025-06-23,2.5199999809265137,2.5199999809265137,2.549999952316284,2.4200000762939453,2.4600000381469727,18211444,2025-06-23
2025-06-30,2.5,2.5,2.630000114440918,2.4800000190734863,2.559999942779541,24049099,2025-06-30
2025-07-07,2.390000104904175,2.390000104904175,2.5299999713897705,2.380000114440918,2.5,15785427,2025-07-07
2025-07-14,2.4000000953674316,2.4000000953674316,2.440000057220459,2.380000114440918,2.4000000953674316,5259379,2025-07-14
