Date,Adj Close_GINNIFILA.NS,Close_GINNIFILA.NS,High_GINNIFILA.NS,Low_GINNIFILA.NS,Open_GINNIFILA.NS,Volume_GINNIFILA.NS,Date
2021-02-15,19.350000381469727,19.350000381469727,20.399999618530273,18.5,19.0,262214,2021-02-15
2021-02-22,19.049999237060547,19.049999237060547,19.649999618530273,18.200000762939453,19.100000381469727,201716,2021-02-22
2021-03-01,19.5,19.5,20.200000762939453,18.399999618530273,19.049999237060547,340332,2021-03-01
2021-03-08,19.75,19.75,20.5,19.200000762939453,20.5,303600,2021-03-08
2021-03-15,20.799999237060547,20.799999237060547,21.799999237060547,19.450000762939453,19.899999618530273,755168,2021-03-15
2021-03-22,20.799999237060547,20.799999237060547,22.299999237060547,19.899999618530273,21.25,649766,2021-03-22
2021-03-29,20.399999618530273,20.399999618530273,21.049999237060547,19.25,20.799999237060547,182741,2021-03-29
2021-04-05,20.649999618530273,20.649999618530273,21.399999618530273,19.5,20.899999618530273,475241,2021-04-05
2021-04-12,19.950000762939453,19.950000762939453,20.5,19.100000381469727,20.5,642903,2021-04-12
2021-04-19,19.25,19.25,19.75,18.600000381469727,19.5,317448,2021-04-19
2021-04-26,21.799999237060547,21.799999237060547,22.299999237060547,19.200000762939453,19.299999237060547,868156,2021-04-26
2021-05-03,27.399999618530273,27.399999618530273,28.899999618530273,22.200000762939453,22.299999237060547,3331584,2021-05-03
2021-05-10,26.75,26.75,29.399999618530273,26.100000381469727,28.899999618530273,1105074,2021-05-10
2021-05-17,32.20000076293945,32.20000076293945,33.95000076293945,26.399999618530273,29.0,5179330,2021-05-17
2021-05-24,29.299999237060547,29.299999237060547,33.25,28.5,32.79999923706055,1703419,2021-05-24
2021-05-31,30.0,30.0,31.450000762939453,27.149999618530273,29.5,1037185,2021-05-31
2021-06-07,30.100000381469727,30.100000381469727,34.400001525878906,28.899999618530273,30.0,1996596,2021-06-07
2021-06-14,29.600000381469727,29.600000381469727,31.75,27.950000762939453,30.700000762939453,903048,2021-06-14
2021-06-21,35.849998474121094,35.849998474121094,35.849998474121094,28.200000762939453,29.0,2084794,2021-06-21
2021-06-28,33.650001525878906,33.650001525878906,38.400001525878906,33.349998474121094,37.400001525878906,2224550,2021-06-28
2021-07-05,35.650001525878906,35.650001525878906,37.70000076293945,33.70000076293945,34.0,1773221,2021-07-05
2021-07-12,37.54999923706055,37.54999923706055,38.70000076293945,34.5,36.650001525878906,1794790,2021-07-12
2021-07-19,40.04999923706055,40.04999923706055,42.29999923706055,37.04999923706055,38.900001525878906,3026223,2021-07-19
2021-07-26,37.849998474121094,37.849998474121094,40.650001525878906,36.0,38.5,1266685,2021-07-26
2021-08-02,35.650001525878906,35.650001525878906,38.5,33.54999923706055,37.25,1134819,2021-08-02
2021-08-09,32.599998474121094,32.599998474121094,36.54999923706055,29.100000381469727,36.54999923706055,847897,2021-08-09
2021-08-16,30.799999237060547,30.799999237060547,32.599998474121094,29.850000381469727,32.599998474121094,782935,2021-08-16
2021-08-23,29.899999618530273,29.899999618530273,31.899999618530273,28.100000381469727,31.700000762939453,594248,2021-08-23
2021-08-30,31.100000381469727,31.100000381469727,32.349998474121094,29.649999618530273,29.899999618530273,408661,2021-08-30
2021-09-06,32.349998474121094,32.349998474121094,33.400001525878906,30.75,32.79999923706055,515300,2021-09-06
2021-09-13,33.150001525878906,33.150001525878906,38.5,32.5,32.95000076293945,1361429,2021-09-13
2021-09-20,31.799999237060547,31.799999237060547,34.5,30.549999237060547,31.700000762939453,578856,2021-09-20
2021-09-27,32.75,32.75,34.5,31.149999618530273,32.20000076293945,408725,2021-09-27
2021-10-04,34.099998474121094,34.099998474121094,36.70000076293945,32.849998474121094,33.5,658807,2021-10-04
2021-10-11,34.150001525878906,34.150001525878906,35.95000076293945,33.45000076293945,34.599998474121094,395631,2021-10-11
2021-10-18,31.75,31.75,35.54999923706055,31.200000762939453,34.650001525878906,530845,2021-10-18
2021-10-25,31.299999237060547,31.299999237060547,34.0,31.100000381469727,32.70000076293945,601778,2021-10-25
2021-11-01,35.95000076293945,35.95000076293945,37.099998474121094,31.299999237060547,31.299999237060547,712466,2021-11-01
2021-11-08,33.0,33.0,38.70000076293945,32.54999923706055,36.70000076293945,1155495,2021-11-08
2021-11-15,32.599998474121094,32.599998474121094,35.29999923706055,32.04999923706055,33.5,391613,2021-11-15
2021-11-22,32.25,32.25,35.20000076293945,30.450000762939453,33.0,482123,2021-11-22
2021-11-29,33.150001525878906,33.150001525878906,33.79999923706055,30.450000762939453,32.54999923706055,359593,2021-11-29
2021-12-06,34.70000076293945,34.70000076293945,35.849998474121094,32.599998474121094,32.599998474121094,546231,2021-12-06
2021-12-13,40.45000076293945,40.45000076293945,45.29999923706055,34.599998474121094,35.20000076293945,6296003,2021-12-13
2021-12-20,45.29999923706055,45.29999923706055,48.75,38.5,40.0,4252434,2021-12-20
2021-12-27,48.900001525878906,48.900001525878906,51.900001525878906,42.70000076293945,45.099998474121094,4751146,2021-12-27
2022-01-03,53.099998474121094,53.099998474121094,55.95000076293945,45.0,51.599998474121094,5908545,2022-01-03
2022-01-10,53.099998474121094,53.099998474121094,58.29999923706055,50.45000076293945,53.95000076293945,4723667,2022-01-10
2022-01-17,56.79999923706055,56.79999923706055,63.70000076293945,52.0,53.599998474121094,8400922,2022-01-17
2022-01-24,55.79999923706055,55.79999923706055,58.54999923706055,49.25,56.849998474121094,2347755,2022-01-24
2022-01-31,55.650001525878906,55.650001525878906,59.20000076293945,52.04999923706055,56.25,1893234,2022-01-31
2022-02-07,48.900001525878906,48.900001525878906,57.45000076293945,48.45000076293945,55.599998474121094,1686666,2022-02-07
2022-02-14,48.099998474121094,48.099998474121094,49.79999923706055,43.0,46.5,2329544,2022-02-14
2022-02-21,43.04999923706055,43.04999923706055,48.45000076293945,40.0,48.099998474121094,1460982,2022-02-21
2022-02-28,43.400001525878906,43.400001525878906,45.400001525878906,41.650001525878906,43.0,577154,2022-02-28
2022-03-07,44.900001525878906,44.900001525878906,46.5,40.5,42.900001525878906,837046,2022-03-07
2022-03-14,46.20000076293945,46.20000076293945,46.849998474121094,43.099998474121094,44.5,593340,2022-03-14
2022-03-21,45.5,45.5,47.900001525878906,44.900001525878906,46.5,510737,2022-03-21
2022-03-28,45.45000076293945,45.45000076293945,46.20000076293945,40.54999923706055,46.0,1013939,2022-03-28
2022-04-04,48.400001525878906,48.400001525878906,51.95000076293945,46.04999923706055,46.5,1427118,2022-04-04
2022-04-11,49.349998474121094,49.349998474121094,50.400001525878906,46.25,48.79999923706055,564864,2022-04-11
2022-04-18,53.150001525878906,53.150001525878906,57.5,51.099998474121094,55.75,3855830,2022-04-18
2022-04-25,50.349998474121094,50.349998474121094,57.0,48.75,52.0,2441465,2022-04-25
2022-05-02,46.650001525878906,46.650001525878906,50.900001525878906,45.54999923706055,50.349998474121094,814480,2022-05-02
2022-05-09,38.95000076293945,38.95000076293945,45.599998474121094,38.0,45.599998474121094,937991,2022-05-09
2022-05-16,40.29999923706055,40.29999923706055,42.45000076293945,38.70000076293945,39.20000076293945,675902,2022-05-16
2022-05-23,36.75,36.75,40.849998474121094,34.70000076293945,39.599998474121094,567890,2022-05-23
2022-05-30,39.5,39.5,42.150001525878906,36.75,37.650001525878906,552796,2022-05-30
2022-06-06,36.75,36.75,39.849998474121094,36.5,39.849998474121094,324898,2022-06-06
2022-06-13,32.95000076293945,32.95000076293945,36.25,31.549999237060547,36.0,421259,2022-06-13
2022-06-20,36.45000076293945,36.45000076293945,36.95000076293945,30.549999237060547,32.95000076293945,434431,2022-06-20
2022-06-27,38.900001525878906,38.900001525878906,40.29999923706055,35.099998474121094,37.70000076293945,606193,2022-06-27
2022-07-04,40.400001525878906,40.400001525878906,41.849998474121094,38.79999923706055,39.45000076293945,521017,2022-07-04
2022-07-11,38.900001525878906,38.900001525878906,41.54999923706055,38.400001525878906,41.349998474121094,268658,2022-07-11
2022-07-18,42.54999923706055,42.54999923706055,43.79999923706055,38.150001525878906,38.150001525878906,742737,2022-07-18
2022-07-25,39.54999923706055,39.54999923706055,42.900001525878906,38.900001525878906,42.400001525878906,349322,2022-07-25
2022-08-01,35.150001525878906,35.150001525878906,38.75,34.900001525878906,38.0,746719,2022-08-01
2022-08-08,34.650001525878906,34.650001525878906,35.849998474121094,34.099998474121094,35.70000076293945,238676,2022-08-08
2022-08-15,36.20000076293945,36.20000076293945,37.45000076293945,34.20000076293945,34.650001525878906,661242,2022-08-15
2022-08-22,36.900001525878906,36.900001525878906,37.45000076293945,33.20000076293945,37.0,984219,2022-08-22
2022-08-29,37.900001525878906,37.900001525878906,39.5,35.650001525878906,36.400001525878906,980314,2022-08-29
2022-09-05,39.900001525878906,39.900001525878906,43.29999923706055,36.25,37.900001525878906,2275047,2022-09-05
2022-09-12,37.599998474121094,37.599998474121094,41.400001525878906,37.0,39.95000076293945,867640,2022-09-12
2022-09-19,36.400001525878906,36.400001525878906,38.849998474121094,36.150001525878906,38.0,429925,2022-09-19
2022-09-26,34.75,34.75,36.54999923706055,33.70000076293945,36.099998474121094,316201,2022-09-26
2022-10-03,35.099998474121094,35.099998474121094,35.849998474121094,34.5,34.79999923706055,202754,2022-10-03
2022-10-10,33.650001525878906,33.650001525878906,35.45000076293945,33.20000076293945,35.099998474121094,227238,2022-10-10
2022-10-17,33.599998474121094,33.599998474121094,34.849998474121094,33.0,33.099998474121094,287879,2022-10-17
2022-10-24,34.400001525878906,34.400001525878906,39.04999923706055,33.0,33.70000076293945,394505,2022-10-24
2022-10-31,34.0,34.0,35.0,33.400001525878906,34.79999923706055,236660,2022-10-31
2022-11-07,32.099998474121094,32.099998474121094,34.75,30.399999618530273,34.0,613584,2022-11-07
2022-11-14,32.849998474121094,32.849998474121094,33.95000076293945,32.20000076293945,32.20000076293945,376857,2022-11-14
2022-11-21,33.45000076293945,33.45000076293945,33.900001525878906,31.5,33.400001525878906,306108,2022-11-21
2022-11-28,34.04999923706055,34.04999923706055,34.79999923706055,31.399999618530273,33.0,473624,2022-11-28
2022-12-05,34.70000076293945,34.70000076293945,35.849998474121094,33.849998474121094,34.95000076293945,259839,2022-12-05
2022-12-12,33.599998474121094,33.599998474121094,35.25,33.29999923706055,34.70000076293945,218234,2022-12-12
2022-12-19,30.799999237060547,30.799999237060547,35.150001525878906,30.5,33.70000076293945,309853,2022-12-19
2022-12-26,32.75,32.75,33.349998474121094,30.0,30.100000381469727,261181,2022-12-26
2023-01-02,32.54999923706055,32.54999923706055,34.599998474121094,32.29999923706055,33.349998474121094,269409,2023-01-02
2023-01-09,32.45000076293945,32.45000076293945,33.400001525878906,32.150001525878906,33.0,221160,2023-01-09
2023-01-16,34.70000076293945,34.70000076293945,37.849998474121094,32.150001525878906,33.0,952784,2023-01-16
2023-01-23,31.700000762939453,31.700000762939453,34.95000076293945,30.850000381469727,34.95000076293945,130181,2023-01-23
2023-01-30,30.399999618530273,30.399999618530273,32.29999923706055,30.25,31.299999237060547,232023,2023-01-30
2023-02-06,29.100000381469727,29.100000381469727,30.649999618530273,28.5,30.0,215077,2023-02-06
2023-02-13,25.649999618530273,25.649999618530273,29.600000381469727,25.100000381469727,29.399999618530273,354831,2023-02-13
2023-02-20,20.450000762939453,20.450000762939453,26.299999237060547,20.049999237060547,26.200000762939453,537090,2023-02-20
2023-02-27,22.549999237060547,22.549999237060547,23.950000762939453,20.149999618530273,20.850000381469727,504279,2023-02-27
2023-03-06,23.0,23.0,23.649999618530273,22.100000381469727,23.0,190429,2023-03-06
2023-03-13,21.450000762939453,21.450000762939453,23.649999618530273,20.350000381469727,23.5,209180,2023-03-13
2023-03-20,19.799999237060547,19.799999237060547,21.700000762939453,19.600000381469727,21.299999237060547,284676,2023-03-20
2023-03-27,16.899999618530273,16.899999618530273,20.0,16.049999237060547,20.0,565141,2023-03-27
2023-04-03,21.350000381469727,21.350000381469727,21.799999237060547,17.100000381469727,17.200000762939453,521782,2023-04-03
2023-04-10,22.25,22.25,23.649999618530273,21.399999618530273,21.649999618530273,326842,2023-04-10
2023-04-17,21.450000762939453,21.450000762939453,23.0,21.149999618530273,22.700000762939453,201107,2023-04-17
2023-04-24,22.299999237060547,22.299999237060547,22.899999618530273,21.0,21.600000381469727,141033,2023-04-24
2023-05-01,22.950000762939453,22.950000762939453,23.350000381469727,22.049999237060547,22.299999237060547,98151,2023-05-01
2023-05-08,23.25,23.25,25.200000762939453,22.25,23.5,208484,2023-05-08
2023-05-15,22.399999618530273,22.399999618530273,24.25,22.149999618530273,23.850000381469727,117527,2023-05-15
2023-05-22,21.850000381469727,21.850000381469727,23.0,21.450000762939453,23.0,137392,2023-05-22
2023-05-29,22.149999618530273,22.149999618530273,22.5,20.899999618530273,21.399999618530273,173044,2023-05-29
2023-06-05,27.049999237060547,27.049999237060547,27.799999237060547,22.100000381469727,22.149999618530273,896708,2023-06-05
2023-06-12,29.799999237060547,29.799999237060547,30.0,25.350000381469727,27.200000762939453,838147,2023-06-12
2023-06-19,28.200000762939453,28.200000762939453,32.45000076293945,27.649999618530273,29.850000381469727,779209,2023-06-19
2023-06-26,29.75,29.75,30.0,26.799999237060547,28.100000381469727,181716,2023-06-26
2023-07-03,29.299999237060547,29.299999237060547,30.700000762939453,28.350000381469727,29.75,223927,2023-07-03
2023-07-10,28.200000762939453,28.200000762939453,29.5,28.0,29.299999237060547,159486,2023-07-10
2023-07-17,27.600000381469727,27.600000381469727,28.700000762939453,27.100000381469727,28.0,153721,2023-07-17
2023-07-24,27.899999618530273,27.899999618530273,29.200000762939453,27.200000762939453,28.200000762939453,124685,2023-07-24
2023-07-31,29.75,29.75,29.75,27.0,28.0,251275,2023-07-31
2023-08-07,27.899999618530273,27.899999618530273,30.600000381469727,27.649999618530273,30.350000381469727,193637,2023-08-07
2023-08-14,26.149999618530273,26.149999618530273,27.799999237060547,26.049999237060547,27.799999237060547,168432,2023-08-14
2023-08-21,26.799999237060547,26.799999237060547,28.149999618530273,25.649999618530273,26.700000762939453,177088,2023-08-21
2023-08-28,28.149999618530273,28.149999618530273,28.549999237060547,26.100000381469727,26.549999237060547,280325,2023-08-28
2023-09-04,30.899999618530273,30.899999618530273,32.54999923706055,28.399999618530273,28.600000381469727,604888,2023-09-04
2023-09-11,30.049999237060547,30.049999237060547,31.0,29.299999237060547,30.5,250420,2023-09-11
2023-09-18,28.0,28.0,29.899999618530273,28.0,29.549999237060547,51611,2023-09-18
2023-09-25,27.200000762939453,27.200000762939453,28.100000381469727,27.049999237060547,28.100000381469727,149180,2023-09-25
2023-10-02,27.0,27.0,27.200000762939453,26.25,27.200000762939453,103134,2023-10-02
2023-10-09,24.5,24.5,26.5,24.5,26.5,282844,2023-10-09
2023-10-16,26.450000762939453,26.450000762939453,26.950000762939453,24.450000762939453,24.700000762939453,322950,2023-10-16
2023-10-23,25.649999618530273,25.649999618530273,27.75,24.399999618530273,27.25,167708,2023-10-23
2023-10-30,27.100000381469727,27.100000381469727,29.0,25.25,27.950000762939453,580574,2023-10-30
2023-11-06,24.850000381469727,24.850000381469727,27.649999618530273,24.450000762939453,27.649999618530273,516354,2023-11-06
2023-11-13,25.399999618530273,25.399999618530273,27.100000381469727,25.25,26.200000762939453,385175,2023-11-13
2023-11-20,32.5,32.5,34.650001525878906,25.200000762939453,25.200000762939453,3828123,2023-11-20
2023-11-27,35.0,35.0,35.25,31.25,32.5,1454805,2023-11-27
2023-12-04,30.299999237060547,30.299999237060547,36.75,30.299999237060547,36.75,1432434,2023-12-04
2023-12-11,30.799999237060547,30.799999237060547,31.600000381469727,28.799999237060547,29.950000762939453,1448787,2023-12-11
2023-12-18,29.850000381469727,29.850000381469727,32.70000076293945,29.0,30.200000762939453,687947,2023-12-18
2023-12-25,28.799999237060547,28.799999237060547,31.399999618530273,28.549999237060547,29.850000381469727,375085,2023-12-25
2024-01-01,30.350000381469727,30.350000381469727,30.350000381469727,28.399999618530273,28.799999237060547,708980,2024-01-01
2024-01-08,35.099998474121094,35.099998474121094,35.099998474121094,30.600000381469727,31.799999237060547,1258872,2024-01-08
2024-01-15,37.79999923706055,37.79999923706055,38.45000076293945,33.75,36.45000076293945,1956833,2024-01-15
2024-01-22,37.349998474121094,37.349998474121094,41.0,37.349998474121094,37.79999923706055,1082490,2024-01-22
2024-01-29,40.75,40.75,45.150001525878906,36.099998474121094,36.5,3168993,2024-01-29
2024-02-05,41.650001525878906,41.650001525878906,45.20000076293945,38.75,40.0,1358001,2024-02-05
2024-02-12,39.150001525878906,39.150001525878906,43.0,36.79999923706055,41.650001525878906,710510,2024-02-12
2024-02-19,38.54999923706055,38.54999923706055,41.95000076293945,37.900001525878906,39.20000076293945,595486,2024-02-19
2024-02-26,36.849998474121094,36.849998474121094,39.0,35.54999923706055,39.0,639009,2024-02-26
2024-03-04,34.849998474121094,34.849998474121094,37.0,33.650001525878906,37.0,432668,2024-03-04
2024-03-11,31.100000381469727,31.100000381469727,35.349998474121094,29.149999618530273,34.400001525878906,864181,2024-03-11
2024-03-18,32.5,32.5,33.25,29.399999618530273,32.0,739435,2024-03-18
2024-03-25,30.299999237060547,30.299999237060547,33.150001525878906,30.0,33.0,779937,2024-03-25
2024-04-01,37.25,37.25,38.400001525878906,30.049999237060547,30.049999237060547,769641,2024-04-01
2024-04-08,34.75,34.75,37.79999923706055,34.0,36.849998474121094,391980,2024-04-08
2024-04-15,34.04999923706055,34.04999923706055,34.75,31.399999618530273,32.400001525878906,378692,2024-04-15
2024-04-22,35.650001525878906,35.650001525878906,36.349998474121094,33.599998474121094,33.599998474121094,627824,2024-04-22
2024-04-29,36.900001525878906,36.900001525878906,39.400001525878906,34.5,36.25,983346,2024-04-29
2024-05-06,36.849998474121094,36.849998474121094,40.0,35.54999923706055,36.400001525878906,1122980,2024-05-06
2024-05-13,36.75,36.75,40.54999923706055,35.099998474121094,36.849998474121094,653474,2024-05-13
2024-05-20,33.54999923706055,33.54999923706055,38.0,32.650001525878906,36.25,712767,2024-05-20
2024-05-27,30.649999618530273,30.649999618530273,35.20000076293945,30.200000762939453,33.599998474121094,617187,2024-05-27
2024-06-03,29.850000381469727,29.850000381469727,32.900001525878906,26.0,31.5,1222139,2024-06-03
2024-06-10,32.83000183105469,32.83000183105469,33.59000015258789,29.850000381469727,30.049999237060547,694346,2024-06-10
2024-06-17,33.779998779296875,33.779998779296875,34.349998474121094,30.799999237060547,32.83000183105469,536321,2024-06-17
2024-06-24,31.700000762939453,31.700000762939453,34.900001525878906,31.09000015258789,34.18000030517578,649116,2024-06-24
2024-07-01,33.27000045776367,33.27000045776367,34.02000045776367,31.229999542236328,32.349998474121094,733151,2024-07-01
2024-07-08,30.84000015258789,30.84000015258789,33.84000015258789,30.559999465942383,33.25,586974,2024-07-08
2024-07-15,30.06999969482422,30.06999969482422,31.75,29.5,31.399999618530273,494171,2024-07-15
2024-07-22,31.860000610351562,31.860000610351562,32.95000076293945,29.399999618530273,29.709999084472656,593915,2024-07-22
2024-07-29,30.780000686645508,30.780000686645508,32.88999938964844,30.190000534057617,31.549999237060547,685046,2024-07-29
2024-08-05,30.639999389648438,30.639999389648438,31.3799991607666,29.350000381469727,30.040000915527344,360980,2024-08-05
2024-08-12,30.290000915527344,30.290000915527344,34.75,29.799999237060547,30.889999389648438,668380,2024-08-12
2024-08-19,30.81999969482422,30.81999969482422,32.5,29.940000534057617,30.5,731416,2024-08-19
2024-08-26,30.579999923706055,30.579999923706055,31.59000015258789,30.3700008392334,31.360000610351562,404460,2024-08-26
2024-09-02,33.470001220703125,33.470001220703125,33.529998779296875,30.309999465942383,30.950000762939453,2130013,2024-09-02
2024-09-09,31.610000610351562,31.610000610351562,35.43000030517578,30.809999465942383,34.0,1721972,2024-09-09
2024-09-16,31.190000534057617,31.190000534057617,32.279998779296875,30.110000610351562,31.610000610351562,611761,2024-09-16
2024-09-23,30.139999389648438,30.139999389648438,31.559999465942383,29.920000076293945,31.450000762939453,465937,2024-09-23
2024-09-30,30.389999389648438,30.389999389648438,30.829999923706055,29.600000381469727,30.0,316504,2024-09-30
2024-10-07,30.709999084472656,30.709999084472656,31.950000762939453,28.5,30.389999389648438,665044,2024-10-07
2024-10-14,32.16999816894531,32.16999816894531,33.0,29.959999084472656,30.989999771118164,950889,2024-10-14
2024-10-21,28.25,28.25,32.70000076293945,27.40999984741211,32.70000076293945,455803,2024-10-21
2024-10-28,30.84000015258789,30.84000015258789,31.389999389648438,28.209999084472656,28.799999237060547,371303,2024-10-28
2024-11-04,30.729999542236328,30.729999542236328,32.150001525878906,29.600000381469727,31.43000030517578,552547,2024-11-04
2024-11-11,28.479999542236328,28.479999542236328,30.700000762939453,27.459999084472656,30.149999618530273,385389,2024-11-11
2024-11-18,27.440000534057617,27.440000534057617,28.8799991607666,26.989999771118164,28.309999465942383,303751,2024-11-18
2024-11-25,31.889999389648438,31.889999389648438,33.400001525878906,26.40999984741211,28.079999923706055,926863,2024-11-25
2024-12-02,31.979999542236328,31.979999542236328,32.59000015258789,30.780000686645508,31.860000610351562,587591,2024-12-02
2024-12-09,32.2599983215332,32.2599983215332,33.279998779296875,31.110000610351562,31.799999237060547,553062,2024-12-09
2024-12-16,32.400001525878906,32.400001525878906,32.9900016784668,30.309999465942383,32.0099983215332,688400,2024-12-16
2024-12-23,32.0099983215332,32.0099983215332,33.79999923706055,31.010000228881836,32.400001525878906,339277,2024-12-23
2024-12-30,33.33000183105469,33.33000183105469,35.45000076293945,31.3700008392334,32.0,1357378,2024-12-30
2025-01-06,29.309999465942383,29.309999465942383,33.349998474121094,29.059999465942383,33.02000045776367,493972,2025-01-06
2025-01-13,30.299999237060547,30.299999237060547,31.489999771118164,26.700000762939453,29.649999618530273,436981,2025-01-13
2025-01-20,29.850000381469727,29.850000381469727,31.709999084472656,29.010000228881836,30.969999313354492,246480,2025-01-20
2025-01-27,29.719999313354492,29.719999313354492,31.010000228881836,28.0,29.25,309797,2025-01-27
2025-02-03,29.56999969482422,29.56999969482422,30.889999389648438,28.829999923706055,29.149999618530273,128011,2025-02-03
2025-02-10,24.40999984741211,24.40999984741211,29.979999542236328,23.510000228881836,29.979999542236328,419693,2025-02-10
2025-02-17,23.06999969482422,23.06999969482422,24.950000762939453,21.219999313354492,24.3700008392334,517845,2025-02-17
2025-02-24,22.079999923706055,22.079999923706055,23.950000762939453,21.729999542236328,23.06999969482422,110326,2025-02-24
2025-03-03,24.440000534057617,24.440000534057617,24.6200008392334,19.600000381469727,22.649999618530273,404243,2025-03-03
2025-03-10,20.780000686645508,20.780000686645508,24.600000381469727,20.25,24.5,553535,2025-03-10
2025-03-17,21.950000762939453,21.950000762939453,22.229999542236328,19.100000381469727,20.799999237060547,468955,2025-03-17
2025-03-24,19.139999389648438,19.139999389648438,22.559999465942383,19.010000228881836,21.959999084472656,711794,2025-03-24
2025-03-31,21.65999984741211,21.65999984741211,21.899999618530273,19.139999389648438,19.139999389648438,307297,2025-03-31
2025-04-07,21.540000915527344,21.540000915527344,21.940000534057617,19.899999618530273,20.270000457763672,186305,2025-04-07
2025-04-14,23.059999465942383,23.059999465942383,23.850000381469727,21.110000610351562,21.540000915527344,198999,2025-04-14
2025-04-21,24.809999465942383,24.809999465942383,26.479999542236328,23.030000686645508,23.1200008392334,575715,2025-04-21
2025-04-28,23.649999618530273,23.649999618530273,26.110000610351562,23.40999984741211,24.75,113647,2025-04-28
2025-05-05,27.6200008392334,27.6200008392334,30.450000762939453,23.229999542236328,24.489999771118164,3158190,2025-05-05
2025-05-12,37.41999816894531,37.41999816894531,40.09000015258789,29.010000228881836,29.799999237060547,5770074,2025-05-12
2025-05-19,37.029998779296875,37.029998779296875,40.2400016784668,37.0,37.38999938964844,959302,2025-05-19
2025-05-26,38.540000915527344,38.540000915527344,39.0,35.68000030517578,36.849998474121094,895570,2025-05-26
2025-06-02,43.20000076293945,43.20000076293945,44.150001525878906,37.04999923706055,38.849998474121094,960911,2025-06-02
2025-06-09,42.95000076293945,42.95000076293945,45.349998474121094,39.939998626708984,43.95000076293945,777008,2025-06-09
2025-06-16,48.66999816894531,48.66999816894531,50.400001525878906,42.04999923706055,43.099998474121094,1329881,2025-06-16
2025-06-23,44.650001525878906,44.650001525878906,47.720001220703125,44.5,47.689998626708984,278842,2025-06-23
2025-06-30,46.41999816894531,46.41999816894531,46.41999816894531,43.5,43.75,217077,2025-06-30
