Date,Adj Close_UNIVASTU.NS,Close_UNIVASTU.NS,High_UNIVASTU.NS,Low_UNIVASTU.NS,Open_UNIVASTU.NS,Volume_UNIVASTU.NS,Date
2021-03-01,29.549999237060547,29.549999237060547,32.0,29.0,30.200000762939453,22833,2021-03-01
2021-03-08,33.54999923706055,33.54999923706055,33.70000076293945,29.549999237060547,30.75,47824,2021-03-08
2021-03-15,31.899999618530273,31.899999618530273,34.5,30.200000762939453,32.04999923706055,46609,2021-03-15
2021-03-22,34.5,34.5,35.5,31.0,31.899999618530273,72840,2021-03-22
2021-03-29,37.79999923706055,37.79999923706055,38.099998474121094,34.5,34.5,40833,2021-03-29
2021-04-05,36.849998474121094,36.849998474121094,40.0,36.29999923706055,37.79999923706055,72187,2021-04-05
2021-04-12,38.150001525878906,38.150001525878906,38.900001525878906,35.04999923706055,36.849998474121094,8028,2021-04-12
2021-04-19,37.0,37.0,38.150001525878906,35.95000076293945,38.150001525878906,13020,2021-04-19
2021-04-26,41.650001525878906,41.650001525878906,42.349998474121094,36.04999923706055,36.04999923706055,85192,2021-04-26
2021-05-03,39.349998474121094,39.349998474121094,42.75,39.20000076293945,40.45000076293945,21124,2021-05-03
2021-05-10,40.0,40.0,41.25,37.150001525878906,39.29999923706055,31582,2021-05-10
2021-05-17,43.150001525878906,43.150001525878906,46.20000076293945,38.95000076293945,41.349998474121094,121170,2021-05-17
2021-05-24,39.79999923706055,39.79999923706055,44.95000076293945,39.5,44.95000076293945,30555,2021-05-24
2021-05-31,45.20000076293945,45.20000076293945,45.29999923706055,38.0,39.79999923706055,44622,2021-05-31
2021-06-07,43.599998474121094,43.599998474121094,49.54999923706055,41.75,49.54999923706055,85101,2021-06-07
2021-06-14,40.54999923706055,40.54999923706055,45.95000076293945,38.0,44.5,54391,2021-06-14
2021-06-21,45.150001525878906,45.150001525878906,45.25,39.29999923706055,42.29999923706055,204266,2021-06-21
2021-06-28,56.25,56.25,56.25,42.849998474121094,46.79999923706055,314163,2021-06-28
2021-07-05,56.79999923706055,56.79999923706055,62.5,55.29999923706055,58.54999923706055,337238,2021-07-05
2021-07-12,53.349998474121094,53.349998474121094,56.5,51.5,56.5,125356,2021-07-12
2021-07-19,53.45000076293945,53.45000076293945,55.70000076293945,51.0,54.900001525878906,55267,2021-07-19
2021-07-26,46.20000076293945,46.20000076293945,55.04999923706055,45.650001525878906,52.04999923706055,77845,2021-07-26
2021-08-02,51.349998474121094,51.349998474121094,53.599998474121094,44.400001525878906,44.400001525878906,64467,2021-08-02
2021-08-09,45.099998474121094,45.099998474121094,54.5,40.70000076293945,52.150001525878906,107346,2021-08-09
2021-08-16,43.150001525878906,43.150001525878906,48.900001525878906,42.29999923706055,45.099998474121094,39293,2021-08-16
2021-08-23,51.0,51.0,51.70000076293945,40.25,45.0,107563,2021-08-23
2021-08-30,49.20000076293945,49.20000076293945,55.0,47.650001525878906,55.0,50952,2021-08-30
2021-09-06,48.25,48.25,51.79999923706055,47.20000076293945,51.79999923706055,16574,2021-09-06
2021-09-13,47.900001525878906,47.900001525878906,51.0,46.400001525878906,47.150001525878906,161965,2021-09-13
2021-09-20,47.79999923706055,47.79999923706055,50.900001525878906,45.5,47.900001525878906,56881,2021-09-20
2021-09-27,44.75,44.75,50.900001525878906,43.400001525878906,49.5,212817,2021-09-27
2021-10-04,46.400001525878906,46.400001525878906,48.45000076293945,43.650001525878906,44.75,478245,2021-10-04
2021-10-11,64.25,64.25,64.25,46.099998474121094,46.349998474121094,576124,2021-10-11
2021-10-18,61.95000076293945,61.95000076293945,76.69999694824219,49.5,69.8499984741211,1399719,2021-10-18
2021-10-25,63.650001525878906,63.650001525878906,72.0,55.04999923706055,64.0,900014,2021-10-25
2021-11-01,74.8499984741211,74.8499984741211,76.0,63.54999923706055,65.0,748995,2021-11-01
2021-11-08,70.30000305175781,70.30000305175781,75.8499984741211,64.30000305175781,75.8499984741211,421281,2021-11-08
2021-11-15,69.3499984741211,69.3499984741211,72.25,64.05000305175781,69.9000015258789,183130,2021-11-15
2021-11-22,65.6500015258789,65.6500015258789,72.30000305175781,63.04999923706055,69.3499984741211,122597,2021-11-22
2021-11-29,60.599998474121094,60.599998474121094,65.44999694824219,58.349998474121094,63.599998474121094,68338,2021-11-29
2021-12-06,64.25,64.25,66.75,60.150001525878906,60.599998474121094,162087,2021-12-06
2021-12-13,64.19999694824219,64.19999694824219,74.9000015258789,63.0,66.94999694824219,146242,2021-12-13
2021-12-20,62.75,62.75,65.6500015258789,60.0,64.19999694824219,41878,2021-12-20
2021-12-27,63.150001525878906,63.150001525878906,67.0,62.099998474121094,62.849998474121094,23094,2021-12-27
2022-01-03,69.3499984741211,69.3499984741211,74.9000015258789,63.5,65.4000015258789,434940,2022-01-03
2022-01-10,91.94999694824219,91.94999694824219,98.0,66.55000305175781,70.0,2229965,2022-01-10
2022-01-17,77.3499984741211,77.3499984741211,91.9000015258789,76.3499984741211,91.9000015258789,308822,2022-01-17
2022-01-24,77.0,77.0,81.5999984741211,72.0,78.0,181666,2022-01-24
2022-01-31,88.0,88.0,88.0,72.19999694824219,79.80000305175781,494527,2022-01-31
2022-02-07,81.80000305175781,81.80000305175781,99.5,76.8499984741211,96.5,966865,2022-02-07
2022-02-14,101.0,101.0,112.80000305175781,73.0999984741211,81.0,3935801,2022-02-14
2022-02-21,90.5999984741211,90.5999984741211,121.75,78.25,103.9000015258789,4650172,2022-02-21
2022-02-28,87.69999694824219,87.69999694824219,94.5999984741211,84.5,86.5,331891,2022-02-28
2022-03-07,88.1500015258789,88.1500015258789,92.44999694824219,77.55000305175781,85.94999694824219,566272,2022-03-07
2022-03-14,91.05000305175781,91.05000305175781,95.0,82.55000305175781,88.1500015258789,503166,2022-03-14
2022-03-21,87.6500015258789,87.6500015258789,93.6500015258789,86.25,92.94999694824219,185979,2022-03-21
2022-03-28,85.44999694824219,85.44999694824219,89.8499984741211,83.05000305175781,88.0,214292,2022-03-28
2022-04-04,91.25,91.25,97.5999984741211,81.6500015258789,88.25,411659,2022-04-04
2022-04-11,89.30000305175781,89.30000305175781,94.8499984741211,87.0,94.8499984741211,130776,2022-04-11
2022-04-18,86.3499984741211,86.3499984741211,91.44999694824219,85.0999984741211,90.0,100144,2022-04-18
2022-04-25,84.19999694824219,84.19999694824219,91.6500015258789,82.5,86.3499984741211,179202,2022-04-25
2022-05-02,78.0,78.0,84.80000305175781,75.25,84.0,74677,2022-05-02
2022-05-09,72.19999694824219,72.19999694824219,77.6500015258789,66.5,77.5,139449,2022-05-09
2022-05-16,73.9000015258789,73.9000015258789,79.05000305175781,60.95000076293945,72.19999694824219,336398,2022-05-16
2022-05-23,73.5999984741211,73.5999984741211,80.0,70.3499984741211,75.94999694824219,316268,2022-05-23
2022-05-30,71.25,71.25,76.5999984741211,70.5,74.0,61403,2022-05-30
2022-06-06,68.6500015258789,68.6500015258789,74.0,68.30000305175781,72.4000015258789,52242,2022-06-06
2022-06-13,69.9000015258789,69.9000015258789,72.19999694824219,65.19999694824219,68.30000305175781,66590,2022-06-13
2022-06-20,62.900001525878906,62.900001525878906,71.30000305175781,61.54999923706055,71.30000305175781,73623,2022-06-20
2022-06-27,64.44999694824219,64.44999694824219,74.5,60.900001525878906,64.0,508047,2022-06-27
2022-07-04,62.79999923706055,62.79999923706055,66.3499984741211,57.349998474121094,65.5999984741211,95819,2022-07-04
2022-07-11,62.099998474121094,62.099998474121094,66.69999694824219,61.5,66.69999694824219,218667,2022-07-11
2022-07-18,68.75,68.75,73.75,61.54999923706055,62.099998474121094,412909,2022-07-18
2022-07-25,66.6500015258789,66.6500015258789,69.25,65.4000015258789,66.75,56217,2022-07-25
2022-08-01,80.9000015258789,80.9000015258789,91.5999984741211,66.05000305175781,66.05000305175781,1620592,2022-08-01
2022-08-08,83.0,83.0,85.9000015258789,77.5,79.1500015258789,276729,2022-08-08
2022-08-15,84.5,84.5,91.25,78.6500015258789,83.0,582105,2022-08-15
2022-08-22,82.55000305175781,82.55000305175781,85.6500015258789,81.05000305175781,84.5,115522,2022-08-22
2022-08-29,80.6500015258789,80.6500015258789,84.0,79.5999984741211,82.0,62781,2022-08-29
2022-09-05,79.44999694824219,79.44999694824219,83.94999694824219,75.55000305175781,81.05000305175781,156146,2022-09-05
2022-09-12,79.0999984741211,79.0999984741211,82.0,77.1500015258789,80.9000015258789,103727,2022-09-12
2022-09-19,76.44999694824219,76.44999694824219,79.69999694824219,75.0,78.0,32152,2022-09-19
2022-09-26,74.55000305175781,74.55000305175781,75.4000015258789,69.0,74.30000305175781,40799,2022-09-26
2022-10-03,75.1500015258789,75.1500015258789,75.5,70.55000305175781,75.0,23847,2022-10-03
2022-10-10,76.5999984741211,76.5999984741211,79.9000015258789,73.55000305175781,74.94999694824219,69132,2022-10-10
2022-10-17,73.19999694824219,73.19999694824219,77.4000015258789,72.19999694824219,77.4000015258789,29397,2022-10-17
2022-10-24,69.6500015258789,69.6500015258789,76.4000015258789,68.6500015258789,72.55000305175781,40707,2022-10-24
2022-10-31,78.19999694824219,78.19999694824219,86.80000305175781,65.55000305175781,69.4000015258789,464171,2022-10-31
2022-11-07,79.4000015258789,79.4000015258789,82.8499984741211,76.55000305175781,79.0,205309,2022-11-07
2022-11-14,76.05000305175781,76.05000305175781,80.94999694824219,75.5,79.80000305175781,34137,2022-11-14
2022-11-21,77.80000305175781,77.80000305175781,88.1500015258789,72.0999984741211,76.05000305175781,405950,2022-11-21
2022-11-28,77.80000305175781,77.80000305175781,83.5,77.0,77.80000305175781,82784,2022-11-28
2022-12-05,97.5999984741211,97.5999984741211,102.69999694824219,77.0,80.75,3656864,2022-12-05
2022-12-12,107.9000015258789,107.9000015258789,120.69999694824219,98.1500015258789,98.5,2203816,2022-12-12
2022-12-19,84.3499984741211,84.3499984741211,111.0,75.0,108.94999694824219,1883361,2022-12-19
2022-12-26,94.5,94.5,95.5999984741211,82.19999694824219,82.19999694824219,340331,2022-12-26
2023-01-02,102.5999984741211,102.5999984741211,120.0,95.5,96.4000015258789,1062363,2023-01-02
2023-01-09,96.80000305175781,96.80000305175781,103.8499984741211,92.25,102.5,470616,2023-01-09
2023-01-16,92.8499984741211,92.8499984741211,98.8499984741211,91.0999984741211,97.80000305175781,187635,2023-01-16
2023-01-23,86.6500015258789,86.6500015258789,94.4000015258789,86.05000305175781,94.4000015258789,70485,2023-01-23
2023-01-30,81.75,81.75,94.19999694824219,81.05000305175781,86.6500015258789,113736,2023-01-30
2023-02-06,86.75,86.75,92.05000305175781,82.8499984741211,83.94999694824219,227791,2023-02-06
2023-02-13,90.44999694824219,90.44999694824219,107.80000305175781,82.25,88.94999694824219,906171,2023-02-13
2023-02-20,93.19999694824219,93.19999694824219,99.9000015258789,88.0,93.94999694824219,406648,2023-02-20
2023-02-27,89.30000305175781,89.30000305175781,93.19999694824219,86.44999694824219,91.19999694824219,119506,2023-02-27
2023-03-06,89.0,89.0,93.0,86.0999984741211,91.5,77814,2023-03-06
2023-03-13,83.75,83.75,90.30000305175781,81.25,89.0,96452,2023-03-13
2023-03-20,84.19999694824219,84.19999694824219,90.69999694824219,79.6500015258789,83.75,173061,2023-03-20
2023-03-27,85.75,85.75,89.80000305175781,76.5,86.80000305175781,200920,2023-03-27
2023-04-03,84.69999694824219,84.69999694824219,86.5,82.1500015258789,86.5,36723,2023-04-03
2023-04-10,84.69999694824219,84.69999694824219,87.4000015258789,84.0,87.0,48941,2023-04-10
2023-04-17,89.19999694824219,89.19999694824219,93.5999984741211,84.5,84.5,220535,2023-04-17
2023-04-24,90.3499984741211,90.3499984741211,95.80000305175781,88.0,88.0,180523,2023-04-24
2023-05-01,88.30000305175781,88.30000305175781,93.0,88.0,90.3499984741211,126130,2023-05-01
2023-05-08,89.94999694824219,89.94999694824219,91.44999694824219,88.4000015258789,90.0,67011,2023-05-08
2023-05-15,89.5999984741211,89.5999984741211,94.94999694824219,88.05000305175781,90.5,142073,2023-05-15
2023-05-22,86.5,86.5,92.0999984741211,81.5999984741211,88.5999984741211,336580,2023-05-22
2023-05-29,93.05000305175781,93.05000305175781,96.69999694824219,86.19999694824219,87.30000305175781,803093,2023-05-29
2023-06-05,93.75,93.75,96.0,90.19999694824219,95.0,505616,2023-06-05
2023-06-12,91.44999694824219,91.44999694824219,95.69999694824219,91.0,95.4000015258789,95084,2023-06-12
2023-06-19,89.9000015258789,89.9000015258789,94.0,89.0,91.6500015258789,100591,2023-06-19
2023-06-26,104.80000305175781,104.80000305175781,115.05000305175781,90.05000305175781,91.69999694824219,2667323,2023-06-26
2023-07-03,106.0999984741211,106.0999984741211,109.0,102.0999984741211,107.69999694824219,451518,2023-07-03
2023-07-10,102.19999694824219,102.19999694824219,107.0,100.19999694824219,106.1500015258789,163543,2023-07-10
2023-07-17,100.5,100.5,106.55000305175781,100.0,102.9000015258789,202505,2023-07-17
2023-07-24,98.4000015258789,98.4000015258789,105.5999984741211,97.4000015258789,102.3499984741211,161683,2023-07-24
2023-07-31,100.5,100.5,104.5,98.3499984741211,100.0,147787,2023-07-31
2023-08-07,99.44999694824219,99.44999694824219,105.80000305175781,99.0,100.5,173560,2023-08-07
2023-08-14,95.69999694824219,95.69999694824219,103.9000015258789,95.0,99.44999694824219,130116,2023-08-14
2023-08-21,94.6500015258789,94.6500015258789,99.80000305175781,93.0,95.55000305175781,74644,2023-08-21
2023-08-28,93.5,93.5,96.5,90.0,96.5,138870,2023-08-28
2023-09-04,102.4000015258789,102.4000015258789,105.5999984741211,95.0,96.69999694824219,324686,2023-09-04
2023-09-11,95.75,95.75,103.9000015258789,91.19999694824219,103.9000015258789,176131,2023-09-11
2023-09-18,93.69999694824219,93.69999694824219,99.0,93.0999984741211,96.4000015258789,50184,2023-09-18
2023-09-25,95.25,95.25,96.6500015258789,92.0999984741211,94.5,52652,2023-09-25
2023-10-02,110.5999984741211,110.5999984741211,113.0,93.0999984741211,95.25,1881021,2023-10-02
2023-10-09,117.25,117.25,124.8499984741211,104.19999694824219,108.19999694824219,2786237,2023-10-09
2023-10-16,109.9000015258789,109.9000015258789,118.94999694824219,106.0999984741211,118.94999694824219,229926,2023-10-16
2023-10-23,127.1500015258789,127.1500015258789,142.0500030517578,102.05000305175781,110.0,3007842,2023-10-23
2023-10-30,121.5999984741211,121.5999984741211,147.0,113.0,125.5999984741211,1815206,2023-10-30
2023-11-06,108.05000305175781,108.05000305175781,124.69999694824219,106.75,123.5,264218,2023-11-06
2023-11-13,110.5999984741211,110.5999984741211,116.69999694824219,106.69999694824219,112.1500015258789,61438,2023-11-13
2023-11-20,107.5,107.5,112.94999694824219,103.5999984741211,106.0999984741211,155024,2023-11-20
2023-11-27,101.5,101.5,107.5,99.5,107.5,98658,2023-11-27
2023-12-04,102.6500015258789,102.6500015258789,106.4000015258789,98.0,105.94999694824219,127665,2023-12-04
2023-12-11,107.1500015258789,107.1500015258789,111.19999694824219,100.5999984741211,105.0,103348,2023-12-11
2023-12-18,103.0,103.0,108.8499984741211,99.80000305175781,107.0,46113,2023-12-18
2023-12-25,103.0,103.0,104.94999694824219,100.25,103.0,20985,2023-12-25
2024-01-01,103.1500015258789,103.1500015258789,106.94999694824219,101.5,102.5,60599,2024-01-01
2024-01-08,102.1500015258789,102.1500015258789,105.75,98.0,103.1500015258789,54273,2024-01-08
2024-01-15,117.0,117.0,119.5,100.0,102.1500015258789,265216,2024-01-15
2024-01-22,117.6500015258789,117.6500015258789,121.25,110.05000305175781,117.0,76374,2024-01-22
2024-01-29,123.3499984741211,123.3499984741211,125.0,114.0,120.0,270675,2024-01-29
2024-02-05,133.89999389648438,133.89999389648438,133.89999389648438,118.5,125.8499984741211,576831,2024-02-05
2024-02-12,139.0500030517578,139.0500030517578,140.0,127.19999694824219,135.0500030517578,460473,2024-02-12
2024-02-19,142.85000610351562,142.85000610351562,152.25,135.1999969482422,140.0,336266,2024-02-19
2024-02-26,143.89999389648438,143.89999389648438,149.0,134.0,147.60000610351562,310651,2024-02-26
2024-03-04,139.0500030517578,139.0500030517578,146.85000610351562,134.1999969482422,144.89999389648438,174624,2024-03-04
2024-03-11,143.4499969482422,143.4499969482422,145.0,130.85000610351562,139.0500030517578,268343,2024-03-11
2024-03-18,144.14999389648438,144.14999389648438,150.39999389648438,136.5500030517578,145.0,394491,2024-03-18
2024-03-25,138.9499969482422,138.9499969482422,151.35000610351562,137.89999389648438,144.14999389648438,154406,2024-03-25
2024-04-01,141.14999389648438,141.14999389648438,145.85000610351562,137.10000610351562,137.10000610351562,43944,2024-04-01
2024-04-08,143.6999969482422,143.6999969482422,149.0,137.14999389648438,141.3000030517578,47440,2024-04-08
2024-04-15,168.3000030517578,168.3000030517578,171.3000030517578,138.10000610351562,140.64999389648438,612826,2024-04-15
2024-04-22,163.85000610351562,163.85000610351562,177.0,160.35000610351562,170.0,227682,2024-04-22
2024-04-29,210.0500030517578,210.0500030517578,210.9499969482422,160.39999389648438,163.89999389648438,727211,2024-04-29
2024-05-06,208.35000610351562,208.35000610351562,223.0,189.60000610351562,208.0,184092,2024-05-06
2024-05-13,216.8000030517578,216.8000030517578,218.0,198.10000610351562,217.89999389648438,88862,2024-05-13
2024-05-20,213.14999389648438,213.14999389648438,222.0,205.0,211.5500030517578,53131,2024-05-20
2024-05-27,201.89999389648438,201.89999389648438,215.8000030517578,184.60000610351562,215.8000030517578,76772,2024-05-27
2024-06-03,189.0,189.0,209.85000610351562,176.0,206.9499969482422,32556,2024-06-03
2024-06-10,199.69000244140625,199.69000244140625,208.0,191.14999389648438,192.0,41024,2024-06-10
2024-06-17,199.16000366210938,199.16000366210938,203.4499969482422,187.10000610351562,199.69000244140625,46328,2024-06-17
2024-06-24,195.0,195.0,202.9499969482422,186.0,202.9499969482422,32913,2024-06-24
2024-07-01,180.0,180.0,198.9499969482422,172.47999572753906,195.0,51940,2024-07-01
2024-07-08,176.0500030517578,176.0500030517578,184.0,167.5,180.0,29712,2024-07-08
2024-07-15,177.97999572753906,177.97999572753906,183.97000122070312,170.0,183.97000122070312,9882,2024-07-15
2024-07-22,176.0,176.0,180.67999267578125,164.0,177.97999572753906,17593,2024-07-22
2024-07-29,182.44000244140625,182.44000244140625,187.99000549316406,171.10000610351562,171.10000610351562,17265,2024-07-29
2024-08-05,189.7899932861328,189.7899932861328,195.0,174.14999389648438,182.0,49504,2024-08-05
2024-08-12,228.13999938964844,228.13999938964844,238.25,190.0,190.8000030517578,1108741,2024-08-12
2024-08-19,209.1999969482422,209.1999969482422,239.5399932861328,206.97999572753906,229.3000030517578,1880351,2024-08-19
2024-08-26,191.58999633789062,191.58999633789062,218.97000122070312,190.5,209.1999969482422,130955,2024-08-26
2024-09-02,179.5800018310547,179.5800018310547,199.4499969482422,176.00999450683594,192.4499969482422,77783,2024-09-02
2024-09-09,203.52999877929688,203.52999877929688,203.52999877929688,175.0,180.5,110359,2024-09-09
2024-09-16,211.5399932861328,211.5399932861328,219.0,196.1999969482422,208.8000030517578,166191,2024-09-16
2024-09-23,216.89999389648438,216.89999389648438,239.72999572753906,199.11000061035156,213.0,500261,2024-09-23
2024-09-30,211.4199981689453,211.4199981689453,226.6999969482422,206.0500030517578,215.0,931878,2024-09-30
2024-10-07,212.08999633789062,212.08999633789062,218.0,201.10000610351562,211.5,122320,2024-10-07
2024-10-14,250.42999267578125,250.42999267578125,250.5,214.10000610351562,218.99000549316406,634062,2024-10-14
2024-10-21,238.60000610351562,238.60000610351562,276.0899963378906,234.0,255.99000549316406,670907,2024-10-21
2024-10-28,234.63999938964844,234.63999938964844,238.80999755859375,223.0,232.77999877929688,99543,2024-10-28
2024-11-04,238.85000610351562,238.85000610351562,248.0,228.2100067138672,239.0,94309,2024-11-04
2024-11-11,231.88999938964844,231.88999938964844,244.89999389648438,219.33999633789062,243.99000549316406,88620,2024-11-11
2024-11-18,239.75999450683594,239.75999450683594,253.9499969482422,231.0500030517578,243.0,114732,2024-11-18
2024-11-25,263.94000244140625,263.94000244140625,276.7099914550781,240.07000732421875,244.9499969482422,246236,2024-11-25
2024-12-02,248.75,248.75,266.8500061035156,235.14999389648438,257.5,268287,2024-12-02
2024-12-09,242.60000610351562,242.60000610351562,255.0,236.0,252.0,74410,2024-12-09
2024-12-16,237.39999389648438,237.39999389648438,247.6999969482422,234.14999389648438,243.0500030517578,47165,2024-12-16
2024-12-23,257.79998779296875,257.79998779296875,264.0,232.85000610351562,235.39999389648438,298093,2024-12-23
2024-12-30,272.1499938964844,272.1499938964844,299.75,252.10000610351562,258.0,1270913,2024-12-30
2025-01-06,284.1499938964844,284.1499938964844,294.0,269.1499938964844,283.5,303373,2025-01-06
2025-01-13,325.5,325.5,345.3500061035156,277.0,277.0,1357898,2025-01-13
2025-01-20,275.8999938964844,275.8999938964844,339.0,275.8999938964844,339.0,72130,2025-01-20
2025-01-27,265.45001220703125,265.45001220703125,287.6499938964844,249.0,285.0,69483,2025-01-27
2025-02-03,266.6000061035156,266.6000061035156,277.95001220703125,255.5,255.5,25288,2025-02-03
2025-02-10,240.3000030517578,240.3000030517578,274.20001220703125,237.0,272.20001220703125,29382,2025-02-10
2025-02-17,241.89999389648438,241.89999389648438,253.89999389648438,225.4499969482422,240.0,21644,2025-02-17
2025-02-24,242.3000030517578,242.3000030517578,255.0,234.5,240.0,22835,2025-02-24
2025-03-03,247.80999755859375,247.80999755859375,248.0,220.0,235.0500030517578,16828,2025-03-03
2025-03-10,237.3699951171875,237.3699951171875,259.8999938964844,223.0,253.0,160725,2025-03-10
2025-03-17,219.1999969482422,219.1999969482422,247.63999938964844,214.89999389648438,235.0,34506,2025-03-17
2025-03-24,212.6699981689453,212.6699981689453,229.0,208.77000427246094,223.60000610351562,42695,2025-03-24
2025-03-31,230.5399932861328,230.5399932861328,243.0,208.5,212.6699981689453,19830,2025-03-31
2025-04-07,233.94000244140625,233.94000244140625,235.8000030517578,216.00999450683594,225.0500030517578,100978,2025-04-07
2025-04-14,238.07000732421875,238.07000732421875,245.6300048828125,234.00999450683594,245.6300048828125,23760,2025-04-14
2025-04-21,266.2300109863281,266.2300109863281,286.4599914550781,242.1999969482422,242.22000122070312,160731,2025-04-21
2025-04-28,253.0,253.0,273.9100036621094,251.64999389648438,269.4100036621094,30203,2025-04-28
2025-05-05,246.9499969482422,246.9499969482422,268.79998779296875,239.89999389648438,257.0,45369,2025-05-05
2025-05-12,272.04998779296875,272.04998779296875,285.0,247.14999389648438,261.25,117905,2025-05-12
2025-05-19,235.8000030517578,235.8000030517578,279.8999938964844,233.1999969482422,277.70001220703125,135607,2025-05-19
2025-05-26,223.64999389648438,223.64999389648438,237.0,214.3000030517578,235.75,164577,2025-05-26
2025-06-02,250.14999389648438,250.14999389648438,263.0,215.0,225.0,428839,2025-06-02
2025-06-09,237.97000122070312,237.97000122070312,264.989990234375,234.10000610351562,254.4499969482422,356610,2025-06-09
2025-06-16,232.58999633789062,232.58999633789062,250.0,222.75,239.1999969482422,74927,2025-06-16
2025-06-23,245.50999450683594,245.50999450683594,249.89999389648438,222.22999572753906,234.0,122403,2025-06-23
2025-06-30,237.25,237.25,256.0199890136719,235.0,249.10000610351562,100500,2025-06-30
2025-07-07,290.6700134277344,290.6700134277344,310.0,234.99000549316406,240.0,1314107,2025-07-07
2025-07-14,305.2200012207031,305.2200012207031,320.0,280.5,310.0,1065265,2025-07-14
