Date,Adj Close_NETWEB.NS,Close_NETWEB.NS,High_NETWEB.NS,Low_NETWEB.NS,Open_NETWEB.NS,Volume_NETWEB.NS,Date
2024-01-08,1449.81982421875,1451.0999755859375,1462.199951171875,1182.199951171875,1208.0,842911,2024-01-08
2024-01-15,1414.900634765625,1416.1500244140625,1451.0999755859375,1343.050048828125,1451.0999755859375,317565,2024-01-15
2024-01-22,1498.9764404296875,1500.300048828125,1500.300048828125,1342.8499755859375,1416.1500244140625,372649,2024-01-22
2024-01-29,1372.8876953125,1374.0999755859375,1532.75,1353.5,1496.550048828125,382896,2024-01-29
2024-02-05,1370.689697265625,1371.9000244140625,1437.0,1325.0,1374.949951171875,214323,2024-02-05
2024-02-12,1456.3140869140625,1457.5999755859375,1470.0,1295.0,1394.9000244140625,379769,2024-02-12
2024-02-19,1649.34375,1650.800048828125,1650.800048828125,1471.300048828125,1495.8499755859375,743259,2024-02-19
2024-02-26,1715.1854248046875,1716.699951171875,1758.0,1610.4000244140625,1679.9000244140625,1066886,2024-02-26
2024-03-04,1667.27783203125,1668.75,1892.5999755859375,1644.9000244140625,1868.949951171875,450112,2024-03-04
2024-03-11,1505.071044921875,1506.4000244140625,1720.0,1359.5999755859375,1720.0,805159,2024-03-11
2024-03-18,1629.6610107421875,1631.0999755859375,1665.0,1481.4000244140625,1513.699951171875,439353,2024-03-18
2024-03-25,1606.231689453125,1607.6500244140625,1664.9000244140625,1585.0,1631.0999755859375,237982,2024-03-25
2024-04-01,1646.895751953125,1648.3499755859375,1740.0,1611.550048828125,1649.949951171875,428795,2024-04-01
2024-04-08,1614.774169921875,1616.199951171875,1682.949951171875,1564.1500244140625,1664.5999755859375,434334,2024-04-08
2024-04-15,1667.527587890625,1669.0,1740.0,1542.5,1546.0,446185,2024-04-15
2024-04-22,1696.00244140625,1697.5,1798.0,1645.0,1700.949951171875,374977,2024-04-22
2024-04-29,1851.015625,1852.6500244140625,1852.6500244140625,1627.0,1730.0,660369,2024-04-29
2024-05-06,1958.470703125,1960.199951171875,2050.0,1881.0,1945.25,2120874,2024-05-06
2024-05-13,2161.441650390625,2163.35009765625,2364.0,1881.0,1977.0,1667595,2024-05-13
2024-05-20,2126.822021484375,2128.699951171875,2248.800048828125,2055.199951171875,2191.35009765625,819383,2024-05-20
2024-05-27,2341.032958984375,2343.10009765625,2346.050048828125,2074.75,2138.0,848823,2024-05-27
2024-06-03,2492.3994140625,2494.60009765625,2507.050048828125,2169.89990234375,2460.25,1457724,2024-06-03
2024-06-10,2593.709716796875,2596.0,2629.0,2390.0,2530.0,993384,2024-06-10
2024-06-17,2553.1455078125,2555.39990234375,2712.0,2500.0,2596.0,924011,2024-06-17
2024-06-24,2592.1611328125,2594.449951171875,2649.699951171875,2499.550048828125,2555.39990234375,561521,2024-06-24
2024-07-01,2639.269775390625,2641.60009765625,2771.949951171875,2593.14990234375,2600.10009765625,740151,2024-07-01
2024-07-08,2469.819091796875,2472.0,2760.0,2413.949951171875,2670.0,775426,2024-07-08
2024-07-15,2384.894287109375,2387.0,2550.0,2361.050048828125,2510.0,663812,2024-07-15
2024-07-22,2385.893310546875,2388.0,2489.800048828125,2291.14990234375,2381.0,895779,2024-07-22
2024-07-29,2343.980224609375,2346.050048828125,2421.0,2210.0,2407.949951171875,665793,2024-07-29
2024-08-05,2284.233154296875,2286.25,2335.0,2108.0,2316.949951171875,1058325,2024-08-05
2024-08-12,2310.0,2310.0,2449.0,2199.0,2286.0,633280,2024-08-12
2024-08-19,2525.39990234375,2525.39990234375,2664.800048828125,2328.449951171875,2328.449951171875,798020,2024-08-19
2024-08-26,2721.449951171875,2721.449951171875,2744.800048828125,2486.0,2552.0,1054006,2024-08-26
2024-09-02,2610.39990234375,2610.39990234375,2925.0,2600.0,2805.0,774477,2024-09-02
2024-09-09,2709.800048828125,2709.800048828125,2818.75,2541.89990234375,2609.949951171875,673437,2024-09-09
2024-09-16,2682.35009765625,2682.35009765625,2870.0,2570.0,2725.0,810470,2024-09-16
2024-09-23,2548.14990234375,2548.14990234375,2705.85009765625,2481.050048828125,2673.0,604592,2024-09-23
2024-09-30,2513.64990234375,2513.64990234375,2635.800048828125,2356.0,2548.0,828523,2024-09-30
2024-10-07,2615.10009765625,2615.10009765625,2692.64990234375,2415.0,2540.0,1152905,2024-10-07
2024-10-14,2681.64990234375,2681.64990234375,2699.5,2489.949951171875,2623.949951171875,855709,2024-10-14
2024-10-21,2511.949951171875,2511.949951171875,2949.800048828125,2475.0,2878.699951171875,1828411,2024-10-21
2024-10-28,2716.550048828125,2716.550048828125,2745.0,2499.050048828125,2519.949951171875,468419,2024-10-28
2024-11-04,2838.0,2838.0,2980.0,2620.0,2715.050048828125,1282566,2024-11-04
2024-11-11,2670.85009765625,2670.85009765625,2937.949951171875,2648.050048828125,2846.0,815503,2024-11-11
2024-11-18,2795.449951171875,2795.449951171875,2930.0,2606.0,2675.0,771887,2024-11-18
2024-11-25,2750.14990234375,2750.14990234375,3060.0,2697.0,2858.0,1542898,2024-11-25
2024-12-02,2897.85009765625,2897.85009765625,3030.0,2730.0,2750.0,1573660,2024-12-02
2024-12-09,2789.699951171875,2789.699951171875,2995.0,2710.050048828125,2910.0,882064,2024-12-09
2024-12-16,2759.449951171875,2759.449951171875,3057.449951171875,2730.35009765625,2780.0,1861693,2024-12-16
2024-12-23,2740.199951171875,2740.199951171875,2801.949951171875,2645.0,2798.0,731973,2024-12-23
2024-12-30,2839.39990234375,2839.39990234375,2941.0,2633.85009765625,2700.0,860305,2024-12-30
2025-01-06,2599.25,2599.25,2866.800048828125,2521.0,2839.39990234375,721130,2025-01-06
2025-01-13,2338.35009765625,2338.35009765625,2594.050048828125,2328.449951171875,2530.0,1164004,2025-01-13
2025-01-20,1845.800048828125,1845.800048828125,2325.0,1825.0,2325.0,4031593,2025-01-20
2025-01-27,1787.4000244140625,1787.4000244140625,1877.0,1461.5,1802.5,5827710,2025-01-27
2025-02-03,1785.4000244140625,1785.4000244140625,1877.9000244140625,1646.75,1759.949951171875,1323102,2025-02-03
2025-02-10,1409.0999755859375,1409.0999755859375,1773.25,1390.0,1759.949951171875,1565033,2025-02-10
2025-02-17,1599.5,1599.5,1669.9000244140625,1305.050048828125,1401.0,2731492,2025-02-17
2025-02-24,1453.9000244140625,1453.9000244140625,1597.0,1412.199951171875,1568.949951171875,921779,2025-02-24
2025-03-03,1594.199951171875,1594.199951171875,1623.0,1366.050048828125,1465.0,1087499,2025-03-03
2025-03-10,1460.300048828125,1460.300048828125,1619.0,1451.199951171875,1600.050048828125,502269,2025-03-10
2025-03-17,1606.550048828125,1606.550048828125,1624.6500244140625,1395.0,1460.949951171875,1361372,2025-03-17
2025-03-24,1514.6500244140625,1514.6500244140625,1681.949951171875,1505.0999755859375,1630.0,1283121,2025-03-24
2025-03-31,1499.0,1499.0,1556.25,1455.75,1514.6500244140625,732354,2025-03-31
2025-04-07,1469.300048828125,1469.300048828125,1554.449951171875,1251.550048828125,1260.0,1187604,2025-04-07
2025-04-14,1497.0,1497.0,1574.9000244140625,1469.300048828125,1469.300048828125,679683,2025-04-14
2025-04-21,1459.5,1459.5,1555.9000244140625,1416.5999755859375,1504.5,1466063,2025-04-21
2025-04-28,1418.0,1418.0,1495.9000244140625,1397.0999755859375,1459.5,764286,2025-04-28
2025-05-05,1575.0999755859375,1575.0999755859375,1725.0,1495.5,1574.0,11439063,2025-05-05
2025-05-12,1831.800048828125,1831.800048828125,1867.0,1649.0999755859375,1654.9000244140625,7925055,2025-05-12
2025-05-19,1798.0,1798.0,1892.0,1762.0999755859375,1831.800048828125,2149801,2025-05-19
2025-05-26,1999.0999755859375,1999.0999755859375,2084.0,1811.0,1811.0,5497029,2025-05-26
2025-06-02,1976.5999755859375,1976.5999755859375,2065.0,1934.699951171875,2000.0,1708569,2025-06-02
2025-06-09,1781.800048828125,1781.800048828125,1986.0,1750.0,1970.0,1760445,2025-06-09
2025-06-16,1764.0999755859375,1764.0999755859375,1829.0,1700.0999755859375,1773.0999755859375,1429909,2025-06-16
2025-06-23,1809.5,1809.5,1867.0,1734.4000244140625,1750.0,1205815,2025-06-23
2025-06-30,1823.800048828125,1823.800048828125,1888.5999755859375,1813.0,1825.9000244140625,916187,2025-06-30
2025-07-07,1947.4000244140625,1947.4000244140625,1988.0,1775.0,1810.0,4405760,2025-07-07
2025-07-14,1962.5999755859375,1962.5999755859375,2008.5999755859375,1935.0999755859375,1960.0,1201177,2025-07-14
