Date,Adj Close_ARVEE.NS,Close_ARVEE.NS,High_ARVEE.NS,Low_ARVEE.NS,Open_ARVEE.NS,Volume_ARVEE.NS,Date
2022-02-28,77.69999694824219,77.69999694824219,80.0,71.6500015258789,74.05000305175781,2111,2022-02-28
2022-03-07,133.6999969482422,133.6999969482422,133.6999969482422,74.75,77.9000015258789,128151,2022-03-07
2022-03-14,132.9499969482422,132.9499969482422,154.85000610351562,119.30000305175781,144.9499969482422,205139,2022-03-14
2022-03-21,127.94999694824219,127.94999694824219,144.89999389648438,123.05000305175781,144.89999389648438,59168,2022-03-21
2022-03-28,114.25,114.25,134.9499969482422,109.0,123.0,17538,2022-03-28
2022-04-04,115.9000015258789,115.9000015258789,118.0,107.1500015258789,110.0,10955,2022-04-04
2022-04-11,111.5,111.5,121.0,110.0999984741211,115.9000015258789,5405,2022-04-11
2022-04-18,112.4000015258789,112.4000015258789,119.0,103.3499984741211,107.0,10571,2022-04-18
2022-04-25,105.0,105.0,116.80000305175781,104.75,107.0999984741211,7824,2022-04-25
2022-05-02,88.80000305175781,88.80000305175781,101.8499984741211,87.69999694824219,101.8499984741211,5623,2022-05-02
2022-05-09,85.30000305175781,85.30000305175781,94.80000305175781,82.80000305175781,88.80000305175781,2550,2022-05-09
2022-05-16,90.1500015258789,90.1500015258789,95.4000015258789,80.05000305175781,81.5,2744,2022-05-16
2022-05-23,86.0,86.0,93.44999694824219,84.69999694824219,91.0,1167,2022-05-23
2022-05-30,87.5,87.5,93.69999694824219,86.0,88.0,1858,2022-05-30
2022-06-06,87.94999694824219,87.94999694824219,91.9000015258789,82.5,87.5,3558,2022-06-06
2022-06-13,77.0,77.0,87.94999694824219,76.94999694824219,84.5,3308,2022-06-13
2022-06-20,64.44999694824219,64.44999694824219,75.80000305175781,62.900001525878906,75.0,7218,2022-06-20
2022-06-27,79.1500015258789,79.1500015258789,79.4000015258789,64.19999694824219,64.19999694824219,7368,2022-06-27
2022-07-04,87.80000305175781,87.80000305175781,90.94999694824219,75.25,83.0999984741211,8417,2022-07-04
2022-07-11,81.3499984741211,81.3499984741211,88.4000015258789,78.69999694824219,83.6500015258789,2139,2022-07-11
2022-07-18,83.6500015258789,83.6500015258789,89.44999694824219,81.1500015258789,83.80000305175781,2007,2022-07-18
2022-07-25,83.80000305175781,83.80000305175781,86.8499984741211,77.05000305175781,86.8499984741211,1342,2022-07-25
2022-08-01,89.5,89.5,91.75,79.69999694824219,79.69999694824219,6397,2022-08-01
2022-08-08,85.25,85.25,85.5,77.25,85.5,807,2022-08-08
2022-08-15,85.0,85.0,88.5999984741211,80.1500015258789,85.25,1629,2022-08-15
2022-08-22,86.8499984741211,86.8499984741211,88.5,80.0,85.94999694824219,2796,2022-08-22
2022-08-29,86.75,86.75,90.0,82.0999984741211,82.55000305175781,3149,2022-08-29
2022-09-05,87.94999694824219,87.94999694824219,89.94999694824219,82.55000305175781,87.0,1725,2022-09-05
2022-09-12,96.19999694824219,96.19999694824219,98.75,83.69999694824219,87.0,9087,2022-09-12
2022-09-19,92.19999694824219,92.19999694824219,111.3499984741211,91.30000305175781,98.44999694824219,10381,2022-09-19
2022-09-26,88.3499984741211,88.3499984741211,98.5999984741211,84.9000015258789,87.5999984741211,6277,2022-09-26
2022-10-03,93.0999984741211,93.0999984741211,97.8499984741211,84.5999984741211,84.5999984741211,6712,2022-10-03
2022-10-10,91.5999984741211,91.5999984741211,100.94999694824219,85.0,99.0,8276,2022-10-10
2022-10-17,87.6500015258789,87.6500015258789,94.0,83.19999694824219,91.0999984741211,5699,2022-10-17
2022-10-24,91.44999694824219,91.44999694824219,94.5,84.0999984741211,94.5,2053,2022-10-24
2022-10-31,91.0,91.0,93.94999694824219,86.0999984741211,91.44999694824219,3849,2022-10-31
2022-11-07,89.3499984741211,89.3499984741211,93.8499984741211,86.4000015258789,93.80000305175781,3920,2022-11-07
2022-11-14,98.6500015258789,98.6500015258789,103.1500015258789,89.3499984741211,91.4000015258789,10641,2022-11-14
2022-11-21,95.94999694824219,95.94999694824219,106.0,91.6500015258789,93.80000305175781,12689,2022-11-21
2022-11-28,104.25,104.25,112.0,94.1500015258789,98.69999694824219,18761,2022-11-28
2022-12-05,125.75,125.75,136.8000030517578,104.05000305175781,105.5999984741211,61710,2022-12-05
2022-12-12,145.10000610351562,145.10000610351562,145.10000610351562,118.3499984741211,123.25,35433,2022-12-12
2022-12-19,167.4499969482422,167.4499969482422,185.0500030517578,152.35000610351562,152.35000610351562,22317,2022-12-19
2022-12-26,129.64999389648438,129.64999389648438,160.0,129.64999389648438,160.0,5080,2022-12-26
2023-01-02,125.0,125.0,135.4499969482422,111.19999694824219,123.19999694824219,18664,2023-01-02
2023-01-09,112.0999984741211,112.0999984741211,124.0,111.0,123.0,14487,2023-01-09
2023-01-16,111.5999984741211,111.5999984741211,120.0,103.4000015258789,111.0,5983,2023-01-16
2023-01-23,102.5999984741211,102.5999984741211,115.0,102.5999984741211,115.0,1911,2023-01-23
2023-01-30,105.80000305175781,105.80000305175781,110.0,96.69999694824219,102.5999984741211,2671,2023-01-30
2023-02-06,104.25,104.25,110.0,101.0,102.5999984741211,8546,2023-02-06
2023-02-13,101.0,101.0,105.0,100.0,104.30000305175781,479,2023-02-13
2023-02-20,98.5,98.5,106.05000305175781,98.0,101.0,785,2023-02-20
2023-02-27,99.80000305175781,99.80000305175781,108.44999694824219,93.5999984741211,97.25,2447,2023-02-27
2023-03-06,91.69999694824219,91.69999694824219,104.3499984741211,89.6500015258789,100.0,7249,2023-03-06
2023-03-13,97.9000015258789,97.9000015258789,98.69999694824219,86.0,90.30000305175781,2624,2023-03-13
2023-03-20,91.05000305175781,91.05000305175781,97.4000015258789,90.1500015258789,95.0,696,2023-03-20
2023-03-27,88.0,88.0,90.0,84.0999984741211,89.0,3485,2023-03-27
2023-04-03,96.75,96.75,96.80000305175781,89.0,91.94999694824219,742,2023-04-03
2023-04-10,124.8499984741211,124.8499984741211,124.8499984741211,99.94999694824219,101.55000305175781,11530,2023-04-10
2023-04-17,118.69999694824219,118.69999694824219,142.9499969482422,112.4000015258789,132.0,29949,2023-04-17
2023-04-24,116.4000015258789,116.4000015258789,118.75,101.8499984741211,118.6500015258789,11949,2023-04-24
2023-05-01,115.25,115.25,122.19999694824219,113.25,116.4000015258789,9159,2023-05-01
2023-05-08,117.80000305175781,117.80000305175781,122.5,112.69999694824219,113.30000305175781,8141,2023-05-08
2023-05-15,106.6500015258789,106.6500015258789,119.0,105.0999984741211,119.0,2133,2023-05-15
2023-05-22,108.6500015258789,108.6500015258789,117.0999984741211,107.1500015258789,111.94999694824219,3635,2023-05-22
2023-05-29,106.80000305175781,106.80000305175781,110.5,105.6500015258789,107.05000305175781,2302,2023-05-29
2023-06-05,102.0999984741211,102.0999984741211,109.30000305175781,98.0999984741211,106.0,6088,2023-06-05
2023-06-12,112.3499984741211,112.3499984741211,113.94999694824219,103.1500015258789,103.25,4149,2023-06-12
2023-06-19,128.6999969482422,128.6999969482422,149.0,113.25,116.0,43166,2023-06-19
2023-06-26,119.80000305175781,119.80000305175781,122.30000305175781,110.4000015258789,122.30000305175781,2906,2023-06-26
2023-07-03,118.0,118.0,119.80000305175781,108.0,119.80000305175781,1975,2023-07-03
2023-07-10,116.1500015258789,116.1500015258789,122.5,107.5,122.5,2028,2023-07-10
2023-07-17,118.6500015258789,118.6500015258789,121.5,111.0,116.0,2081,2023-07-17
2023-07-24,118.5,118.5,124.55000305175781,113.75,121.55000305175781,3126,2023-07-24
2023-07-31,109.25,109.25,120.0,108.0,115.0,3840,2023-07-31
2023-08-07,108.8499984741211,108.8499984741211,111.0,103.5999984741211,109.25,3129,2023-08-07
2023-08-14,112.0,112.0,117.5999984741211,110.25,113.5,1224,2023-08-14
2023-08-21,105.5,105.5,111.0,104.30000305175781,106.4000015258789,2590,2023-08-21
2023-08-28,111.0,111.0,115.5999984741211,104.0,105.55000305175781,1534,2023-08-28
2023-09-04,112.6500015258789,112.6500015258789,115.0,105.44999694824219,112.0,6057,2023-09-04
2023-09-11,111.0,111.0,118.0,110.19999694824219,118.0,1594,2023-09-11
2023-09-18,114.05000305175781,114.05000305175781,124.94999694824219,109.0999984741211,116.5,6401,2023-09-18
2023-09-25,113.8499984741211,113.8499984741211,122.0,112.0,114.05000305175781,2455,2023-09-25
2023-10-02,112.6500015258789,112.6500015258789,116.6500015258789,105.30000305175781,113.8499984741211,6037,2023-10-02
2023-10-09,127.05000305175781,127.05000305175781,136.25,105.25,105.25,86283,2023-10-09
2023-10-16,115.05000305175781,115.05000305175781,131.0500030517578,112.30000305175781,127.19999694824219,15443,2023-10-16
2023-10-23,113.8499984741211,113.8499984741211,120.30000305175781,108.05000305175781,115.94999694824219,10991,2023-10-23
2023-10-30,116.0999984741211,116.0999984741211,117.6500015258789,109.6500015258789,114.25,4964,2023-10-30
2023-11-06,121.69999694824219,121.69999694824219,124.80000305175781,110.4000015258789,116.05000305175781,14281,2023-11-06
2023-11-13,116.55000305175781,116.55000305175781,126.9000015258789,113.80000305175781,126.9000015258789,7934,2023-11-13
2023-11-20,117.9000015258789,117.9000015258789,121.4000015258789,111.0,116.55000305175781,15078,2023-11-20
2023-11-27,134.9499969482422,134.9499969482422,144.9499969482422,116.5999984741211,117.9000015258789,56572,2023-11-27
2023-12-04,158.5,158.5,158.5,121.5,133.6999969482422,80911,2023-12-04
2023-12-11,171.1999969482422,171.1999969482422,209.1999969482422,171.1999969482422,190.1999969482422,257121,2023-12-11
2023-12-18,182.25,182.25,182.6999969482422,154.85000610351562,163.39999389648438,35211,2023-12-18
2023-12-25,172.9499969482422,172.9499969482422,191.35000610351562,171.0,182.25,13826,2023-12-25
2024-01-01,168.5,168.5,178.0,167.0,172.9499969482422,10075,2024-01-01
2024-01-08,165.0,165.0,174.9499969482422,162.0,171.89999389648438,8142,2024-01-08
2024-01-15,155.3000030517578,155.3000030517578,165.0,149.0,165.0,3913,2024-01-15
2024-01-22,165.0,165.0,171.1999969482422,155.3000030517578,155.3000030517578,4591,2024-01-22
2024-01-29,161.0,161.0,165.0,155.14999389648438,160.0500030517578,6017,2024-01-29
2024-02-05,143.25,143.25,161.0,142.3000030517578,161.0,8677,2024-02-05
2024-02-12,136.64999389648438,136.64999389648438,145.35000610351562,133.0,143.75,4422,2024-02-12
2024-02-19,142.0,142.0,149.5500030517578,135.0,135.0,5677,2024-02-19
2024-02-26,138.8000030517578,138.8000030517578,149.0,137.0,142.0,1924,2024-02-26
2024-03-04,143.0,143.0,151.8000030517578,132.10000610351562,132.10000610351562,5602,2024-03-04
2024-03-11,130.64999389648438,130.64999389648438,142.5,127.69999694824219,142.5,4031,2024-03-11
2024-03-18,135.85000610351562,135.85000610351562,139.9499969482422,117.05000305175781,130.35000610351562,16635,2024-03-18
2024-03-25,143.39999389648438,143.39999389648438,146.0,132.0,135.85000610351562,9699,2024-03-25
2024-04-01,211.25,211.25,211.25,137.60000610351562,149.0,263210,2024-04-01
2024-04-08,291.3999938964844,291.3999938964844,315.0,253.5,253.5,211646,2024-04-08
2024-04-15,237.35000610351562,237.35000610351562,276.8500061035156,237.35000610351562,276.8500061035156,10938,2024-04-15
2024-04-22,224.35000610351562,224.35000610351562,225.60000610351562,193.39999389648438,225.5,34638,2024-04-22
2024-04-29,213.75,213.75,235.5500030517578,204.0500030517578,228.85000610351562,26522,2024-04-29
2024-05-06,196.85000610351562,196.85000610351562,218.0500030517578,195.0,213.75,10891,2024-05-06
2024-05-13,187.3000030517578,187.3000030517578,207.0,182.0,190.10000610351562,17776,2024-05-13
2024-05-20,184.85000610351562,184.85000610351562,194.89999389648438,180.0500030517578,184.0,5971,2024-05-20
2024-05-27,193.0500030517578,193.0500030517578,203.4499969482422,181.14999389648438,181.14999389648438,10363,2024-05-27
2024-06-03,191.35000610351562,191.35000610351562,198.0,173.0,193.0500030517578,5743,2024-06-03
2024-06-10,196.88999938964844,196.88999938964844,200.91000366210938,187.25,195.0,4763,2024-06-10
2024-06-17,190.0,190.0,202.0,180.0,198.9499969482422,3934,2024-06-17
2024-06-24,192.1999969482422,192.1999969482422,198.0,184.60000610351562,190.10000610351562,4820,2024-06-24
2024-07-01,186.5,186.5,196.0399932861328,181.0,196.0399932861328,3810,2024-07-01
2024-07-08,190.0,190.0,190.0,180.0,180.85000610351562,3839,2024-07-08
2024-07-15,184.0,184.0,190.0,175.0,190.0,1289,2024-07-15
2024-07-22,177.50999450683594,177.50999450683594,188.5,175.0,184.0,1442,2024-07-22
2024-07-29,184.91000366210938,184.91000366210938,193.0,170.02000427246094,180.5,4547,2024-07-29
2024-08-05,178.57000732421875,178.57000732421875,184.39999389648438,170.00999450683594,176.00999450683594,4386,2024-08-05
2024-08-12,191.92999267578125,191.92999267578125,198.9499969482422,170.02000427246094,178.5800018310547,25947,2024-08-12
2024-08-19,182.61000061035156,182.61000061035156,196.0,178.08999633789062,191.92999267578125,11650,2024-08-19
2024-08-26,182.3699951171875,182.3699951171875,196.0,180.0,184.99000549316406,3896,2024-08-26
2024-09-02,185.7100067138672,185.7100067138672,188.0,177.0,182.9499969482422,8984,2024-09-02
2024-09-09,177.0,177.0,186.0,174.0,181.0,2131,2024-09-09
2024-09-16,181.5,181.5,184.39999389648438,171.0399932861328,177.0,3851,2024-09-16
2024-09-23,178.0,178.0,190.0,175.4499969482422,182.0,1749,2024-09-23
2024-09-30,183.2100067138672,183.2100067138672,185.1999969482422,172.1999969482422,172.4499969482422,5174,2024-09-30
2024-10-07,182.35000610351562,182.35000610351562,192.25,173.0,192.25,8845,2024-10-07
2024-10-14,194.8800048828125,194.8800048828125,194.8800048828125,165.0,183.3000030517578,49494,2024-10-14
2024-10-21,170.91000366210938,170.91000366210938,235.7899932861328,169.02000427246094,202.1999969482422,183157,2024-10-21
2024-10-28,171.89999389648438,171.89999389648438,184.99000549316406,153.80999755859375,161.39999389648438,25410,2024-10-28
2024-11-04,170.58999633789062,170.58999633789062,180.49000549316406,165.55999755859375,175.0,12977,2024-11-04
2024-11-11,165.24000549316406,165.24000549316406,175.17999267578125,160.10000610351562,166.3300018310547,3824,2024-11-11
2024-11-18,154.44000244140625,154.44000244140625,172.32000732421875,153.0,168.86000061035156,5805,2024-11-18
2024-11-25,161.00999450683594,161.00999450683594,162.35000610351562,149.89999389648438,157.92999267578125,7150,2024-11-25
2024-12-02,170.67999267578125,170.67999267578125,184.0,155.72000122070312,162.0,10631,2024-12-02
2024-12-09,215.02999877929688,215.02999877929688,232.99000549316406,162.1999969482422,162.1999969482422,53827,2024-12-09
2024-12-16,178.1199951171875,178.1199951171875,204.27000427246094,176.5500030517578,204.27000427246094,18863,2024-12-16
2024-12-23,183.33999633789062,183.33999633789062,195.0,167.5,180.0,15054,2024-12-23
2024-12-30,174.61000061035156,174.61000061035156,187.1300048828125,170.39999389648438,187.08999633789062,9292,2024-12-30
2025-01-06,162.22999572753906,162.22999572753906,172.8300018310547,156.0,172.8300018310547,7610,2025-01-06
2025-01-13,161.19000244140625,161.19000244140625,164.32000732421875,154.00999450683594,163.57000732421875,3925,2025-01-13
2025-01-20,155.27999877929688,155.27999877929688,163.7899932861328,153.00999450683594,156.10000610351562,3195,2025-01-20
2025-01-27,154.8000030517578,154.8000030517578,159.55999755859375,149.0,155.3300018310547,2503,2025-01-27
2025-02-03,149.0,149.0,158.99000549316406,144.00999450683594,154.8300018310547,3332,2025-02-03
2025-02-10,139.17999267578125,139.17999267578125,151.0,138.00999450683594,148.0,1653,2025-02-10
2025-02-17,145.10000610351562,145.10000610351562,146.02999877929688,126.54000091552734,132.3000030517578,4306,2025-02-17
2025-02-24,141.39999389648438,141.39999389648438,153.0,140.60000610351562,148.0,463,2025-02-24
2025-03-03,146.0,146.0,146.16000366210938,134.3300018310547,135.1999969482422,2392,2025-03-03
2025-03-10,147.1999969482422,147.1999969482422,153.2899932861328,138.00999450683594,146.0,379,2025-03-10
2025-03-17,154.9499969482422,154.9499969482422,157.9499969482422,139.83999633789062,147.58999633789062,1762,2025-03-17
2025-03-24,141.99000549316406,141.99000549316406,158.0,138.39999389648438,150.39999389648438,3002,2025-03-24
2025-03-31,142.24000549316406,142.24000549316406,153.0,137.74000549316406,141.99000549316406,1497,2025-03-31
2025-04-07,142.60000610351562,142.60000610351562,156.4499969482422,134.64999389648438,134.64999389648438,6148,2025-04-07
2025-04-14,153.89999389648438,153.89999389648438,155.99000549316406,143.10000610351562,151.0,703,2025-04-14
2025-04-21,148.38999938964844,148.38999938964844,155.88999938964844,143.0,144.0399932861328,2787,2025-04-21
2025-04-28,140.1199951171875,140.1199951171875,153.0,136.0,148.67999267578125,4520,2025-04-28
2025-05-05,150.1999969482422,150.1999969482422,155.6699981689453,140.0,142.69000244140625,8279,2025-05-05
2025-05-12,151.02999877929688,151.02999877929688,158.0,136.10000610351562,150.2100067138672,7284,2025-05-12
2025-05-19,170.6999969482422,170.6999969482422,170.6999969482422,145.5,150.0,11607,2025-05-19
2025-05-26,184.00999450683594,184.00999450683594,187.69000244140625,158.5,174.99000549316406,11295,2025-05-26
2025-06-02,177.69000244140625,177.69000244140625,206.58999633789062,172.0,193.00999450683594,16576,2025-06-02
2025-06-09,165.36000061035156,165.36000061035156,189.39999389648438,163.0,177.6699981689453,1760,2025-06-09
2025-06-16,160.97999572753906,160.97999572753906,177.38999938964844,160.3000030517578,166.00999450683594,2576,2025-06-16
2025-06-23,161.1699981689453,161.1699981689453,174.89999389648438,158.3000030517578,169.0,1691,2025-06-23
2025-06-30,192.55999755859375,192.55999755859375,214.5,171.0,172.0,85761,2025-06-30
2025-07-07,193.5,193.5,197.0,183.5,192.0,6287,2025-07-07
2025-07-14,190.5399932861328,190.5399932861328,195.3000030517578,185.0,193.99000549316406,1712,2025-07-14
