Date,Adj Close_MEDANTA.NS,Close_MEDANTA.NS,High_MEDANTA.NS,Low_MEDANTA.NS,Open_MEDANTA.NS,Volume_MEDANTA.NS,Date
2023-04-10,489.29998779296875,489.29998779296875,497.8999938964844,478.04998779296875,483.8999938964844,1760227,2023-04-10
2023-04-17,490.75,490.75,503.8500061035156,483.1000061035156,488.0,1516964,2023-04-17
2023-04-24,515.9500122070312,515.9500122070312,521.4000244140625,485.04998779296875,488.20001220703125,1452326,2023-04-24
2023-05-01,506.3500061035156,506.3500061035156,524.4000244140625,498.04998779296875,515.9500122070312,750707,2023-05-01
2023-05-08,543.2000122070312,543.2000122070312,562.4500122070312,506.0,508.04998779296875,3809124,2023-05-08
2023-05-15,559.4000244140625,559.4000244140625,580.0,543.4500122070312,547.4000244140625,2239477,2023-05-15
2023-05-22,589.7999877929688,589.7999877929688,604.0,557.6500244140625,559.9500122070312,1914318,2023-05-22
2023-05-29,582.1500244140625,582.1500244140625,617.0,577.0,605.0,3807211,2023-05-29
2023-06-05,607.0,607.0,615.4500122070312,588.1500244140625,589.0,2114182,2023-06-05
2023-06-12,648.5999755859375,648.5999755859375,682.9000244140625,607.8499755859375,609.8499755859375,12779830,2023-06-12
2023-06-19,661.0,661.0,667.0,629.0,651.0,3366276,2023-06-19
2023-06-26,659.25,659.25,678.0,646.8499755859375,661.7999877929688,2089403,2023-06-26
2023-07-03,690.7999877929688,690.7999877929688,695.7999877929688,650.1500244140625,659.25,2127022,2023-07-03
2023-07-10,702.5999755859375,702.5999755859375,716.7000122070312,681.3499755859375,694.2999877929688,1891592,2023-07-10
2023-07-17,708.7999877929688,708.7999877929688,729.0,693.0,702.9500122070312,1318278,2023-07-17
2023-07-24,703.9000244140625,703.9000244140625,728.9500122070312,691.0,728.9500122070312,868263,2023-07-24
2023-07-31,666.5,666.5,709.75,655.6500244140625,708.0,1144514,2023-07-31
2023-08-07,677.4500122070312,677.4500122070312,709.5499877929688,661.4500122070312,661.4500122070312,2918822,2023-08-07
2023-08-14,683.2999877929688,683.2999877929688,697.9000244140625,665.8499755859375,680.0,793532,2023-08-14
2023-08-21,704.0,704.0,731.7999877929688,666.9000244140625,683.0,3680563,2023-08-21
2023-08-28,706.75,706.75,716.9000244140625,694.0,707.0,2026308,2023-08-28
2023-09-04,695.25,695.25,716.4500122070312,690.0,710.0,1679351,2023-09-04
2023-09-11,701.9500122070312,701.9500122070312,718.9500122070312,675.0,698.9500122070312,2011361,2023-09-11
2023-09-18,694.0,694.0,705.9500122070312,676.0,705.9500122070312,650665,2023-09-18
2023-09-25,716.0499877929688,716.0499877929688,725.0,683.9500122070312,695.1500244140625,1848053,2023-09-25
2023-10-02,748.4000244140625,748.4000244140625,759.0,712.0,716.0499877929688,2266217,2023-10-02
2023-10-09,778.1500244140625,778.1500244140625,780.9500122070312,728.8499755859375,730.6500244140625,1268188,2023-10-09
2023-10-16,768.6500244140625,768.6500244140625,793.4000244140625,763.3499755859375,779.9000244140625,1132362,2023-10-16
2023-10-23,756.9500122070312,756.9500122070312,770.9000244140625,708.0,769.75,1412932,2023-10-23
2023-10-30,806.25,806.25,842.5,748.0,760.0,1672094,2023-10-30
2023-11-06,902.7999877929688,902.7999877929688,934.9500122070312,815.0,815.0,3176613,2023-11-06
2023-11-13,902.5,902.5,947.0499877929688,881.2999877929688,947.0499877929688,1710227,2023-11-13
2023-11-20,903.1500244140625,903.1500244140625,908.2999877929688,888.9500122070312,907.0,774978,2023-11-20
2023-11-27,970.0,970.0,978.7999877929688,901.0,903.1500244140625,1909260,2023-11-27
2023-12-04,934.75,934.75,1028.0,931.0,996.5999755859375,2913183,2023-12-04
2023-12-11,925.0499877929688,925.0499877929688,948.6500244140625,908.5,934.6500244140625,1559758,2023-12-11
2023-12-18,973.8499755859375,973.8499755859375,977.7000122070312,908.0,924.0,1922806,2023-12-18
2023-12-25,959.1500244140625,959.1500244140625,977.0,930.0,973.8499755859375,1378987,2023-12-25
2024-01-01,1001.8499755859375,1001.8499755859375,1022.7999877929688,938.4500122070312,965.4000244140625,1096862,2024-01-01
2024-01-08,1020.2999877929688,1020.2999877929688,1074.449951171875,978.25,1012.0,1507659,2024-01-08
2024-01-15,1093.6500244140625,1093.6500244140625,1098.0,991.7000122070312,1020.2999877929688,1765633,2024-01-15
2024-01-22,1107.5,1107.5,1165.699951171875,1093.6500244140625,1093.6500244140625,1342619,2024-01-22
2024-01-29,1249.0,1249.0,1305.0999755859375,1081.0999755859375,1126.6500244140625,2132742,2024-01-29
2024-02-05,1269.5,1269.5,1308.8499755859375,1198.1500244140625,1257.0,2865097,2024-02-05
2024-02-12,1435.6500244140625,1435.6500244140625,1513.9000244140625,1270.0999755859375,1272.6500244140625,5420734,2024-02-12
2024-02-19,1487.050048828125,1487.050048828125,1510.0,1351.0,1471.449951171875,2491979,2024-02-19
2024-02-26,1298.6500244140625,1298.6500244140625,1495.0,1292.0,1491.0,2854102,2024-02-26
2024-03-04,1254.949951171875,1254.949951171875,1340.949951171875,1185.300048828125,1327.5,3080985,2024-03-04
2024-03-11,1120.9000244140625,1120.9000244140625,1295.0,1061.25,1266.25,2084305,2024-03-11
2024-03-18,1280.550048828125,1280.550048828125,1290.0,1112.0,1127.9000244140625,2025215,2024-03-18
2024-03-25,1321.1500244140625,1321.1500244140625,1353.9000244140625,1278.25,1280.550048828125,1613780,2024-03-25
2024-04-01,1365.949951171875,1365.949951171875,1384.0999755859375,1301.75,1338.949951171875,2591170,2024-04-01
2024-04-08,1398.300048828125,1398.300048828125,1448.0,1358.0,1369.949951171875,912706,2024-04-08
2024-04-15,1403.699951171875,1403.699951171875,1425.0,1325.0,1325.0,560638,2024-04-15
2024-04-22,1447.25,1447.25,1465.949951171875,1390.0,1415.0,1161601,2024-04-22
2024-04-29,1409.0,1409.0,1511.0,1385.4000244140625,1447.5,972839,2024-04-29
2024-05-06,1412.050048828125,1412.050048828125,1449.800048828125,1385.449951171875,1411.050048828125,965753,2024-05-06
2024-05-13,1404.0999755859375,1404.0999755859375,1430.0,1353.5,1412.0,608224,2024-05-13
2024-05-20,1184.449951171875,1184.449951171875,1421.199951171875,1157.4000244140625,1421.199951171875,5065154,2024-05-20
2024-05-27,1191.8499755859375,1191.8499755859375,1257.699951171875,1136.050048828125,1198.4000244140625,4063386,2024-05-27
2024-06-03,1227.4000244140625,1227.4000244140625,1232.0,1026.050048828125,1215.0,3139874,2024-06-03
2024-06-10,1356.199951171875,1356.199951171875,1375.0,1202.0,1225.0,3732940,2024-06-10
2024-06-17,1328.699951171875,1328.699951171875,1388.949951171875,1296.0,1356.199951171875,1681646,2024-06-17
2024-06-24,1308.300048828125,1308.300048828125,1324.699951171875,1260.0999755859375,1312.550048828125,2148557,2024-06-24
2024-07-01,1266.75,1266.75,1290.699951171875,1244.0,1280.0,4233380,2024-07-01
2024-07-08,1212.3499755859375,1212.3499755859375,1292.199951171875,1205.0,1255.0,1653817,2024-07-08
2024-07-15,1204.300048828125,1204.300048828125,1223.449951171875,1185.0,1214.0,1133282,2024-07-15
2024-07-22,1203.949951171875,1203.949951171875,1215.0,1166.199951171875,1207.0,949816,2024-07-22
2024-07-29,1210.050048828125,1210.050048828125,1274.300048828125,1204.3499755859375,1214.949951171875,1405138,2024-07-29
2024-08-05,1133.5999755859375,1133.5999755859375,1203.3499755859375,1128.0,1196.050048828125,1098575,2024-08-05
2024-08-12,1125.75,1125.75,1134.449951171875,1060.0,1121.699951171875,1801667,2024-08-12
2024-08-19,1075.3499755859375,1075.3499755859375,1122.199951171875,1064.0,1119.9000244140625,2037420,2024-08-19
2024-08-26,1134.699951171875,1134.699951171875,1139.0,1054.0,1080.4000244140625,3195720,2024-08-26
2024-09-02,1110.949951171875,1110.949951171875,1199.0,1107.0999755859375,1146.300048828125,3826009,2024-09-02
2024-09-09,1123.300048828125,1123.300048828125,1142.199951171875,1088.75,1112.5,2068328,2024-09-09
2024-09-16,1112.1500244140625,1112.1500244140625,1139.1500244140625,1080.0,1138.800048828125,2608780,2024-09-16
2024-09-23,1032.300048828125,1032.300048828125,1136.0,1025.0,1127.699951171875,3242800,2024-09-23
2024-09-30,967.0999755859375,967.0999755859375,1058.300048828125,959.2999877929688,1058.300048828125,4606789,2024-09-30
2024-10-07,1024.699951171875,1024.699951171875,1043.199951171875,935.5,978.0499877929688,4113413,2024-10-07
2024-10-14,1067.75,1067.75,1117.949951171875,1032.0,1044.0,3545427,2024-10-14
2024-10-21,1060.1500244140625,1060.1500244140625,1076.949951171875,1010.0499877929688,1073.6500244140625,2104098,2024-10-21
2024-10-28,1115.699951171875,1115.699951171875,1124.0,1042.5,1060.949951171875,681768,2024-10-28
2024-11-04,1067.75,1067.75,1115.699951171875,1050.25,1109.3499755859375,1049484,2024-11-04
2024-11-11,1071.949951171875,1071.949951171875,1085.949951171875,1016.5999755859375,1063.0,934111,2024-11-11
2024-11-18,1113.6500244140625,1113.6500244140625,1130.0,1053.949951171875,1075.050048828125,870355,2024-11-18
2024-11-25,1075.1500244140625,1075.1500244140625,1134.25,1055.050048828125,1127.5,1027205,2024-11-25
2024-12-02,1175.300048828125,1175.300048828125,1183.0,1075.300048828125,1079.9000244140625,2516473,2024-12-02
2024-12-09,1114.550048828125,1114.550048828125,1193.199951171875,1094.0,1182.199951171875,2748513,2024-12-09
2024-12-16,1098.5999755859375,1098.5999755859375,1142.8499755859375,1090.4000244140625,1119.6500244140625,2141863,2024-12-16
2024-12-23,1090.4000244140625,1090.4000244140625,1126.949951171875,1085.0,1101.050048828125,645809,2024-12-23
2024-12-30,1089.0999755859375,1089.0999755859375,1117.199951171875,1074.550048828125,1087.050048828125,705450,2024-12-30
2025-01-06,1072.5999755859375,1072.5999755859375,1098.9000244140625,1056.4000244140625,1088.050048828125,1091686,2025-01-06
2025-01-13,1020.75,1020.75,1065.699951171875,1010.0,1057.0,1530875,2025-01-13
2025-01-20,1047.1500244140625,1047.1500244140625,1084.4000244140625,996.4500122070312,1025.0,3456561,2025-01-20
2025-01-27,1073.800048828125,1073.800048828125,1119.0,1001.0,1039.699951171875,1617127,2025-01-27
2025-02-03,1168.800048828125,1168.800048828125,1175.0,1026.300048828125,1069.699951171875,2992105,2025-02-03
2025-02-10,1110.199951171875,1110.199951171875,1164.8499755859375,1070.75,1160.0,1943405,2025-02-10
2025-02-17,1235.550048828125,1235.550048828125,1239.9000244140625,1083.300048828125,1110.199951171875,2709092,2025-02-17
2025-02-24,1149.6500244140625,1149.6500244140625,1239.699951171875,1144.0,1235.0,1170694,2025-02-24
2025-03-03,1226.199951171875,1226.199951171875,1260.199951171875,1130.5999755859375,1147.0,2244034,2025-03-03
2025-03-10,1178.050048828125,1178.050048828125,1247.949951171875,1156.5,1231.800048828125,550537,2025-03-10
2025-03-17,1265.1500244140625,1265.1500244140625,1269.9000244140625,1173.550048828125,1179.949951171875,843067,2025-03-17
2025-03-24,1198.300048828125,1198.300048828125,1277.9000244140625,1189.0,1269.75,1287195,2025-03-24
2025-03-31,1234.199951171875,1234.199951171875,1258.0,1192.050048828125,1198.300048828125,562515,2025-03-31
2025-04-07,1269.949951171875,1269.949951171875,1285.0,1010.0,1010.0,964728,2025-04-07
2025-04-14,1269.0999755859375,1269.0999755859375,1298.800048828125,1252.4000244140625,1282.9000244140625,863999,2025-04-14
2025-04-21,1215.0999755859375,1215.0999755859375,1295.0,1206.0,1282.0,901485,2025-04-21
2025-04-28,1206.0999755859375,1206.0999755859375,1228.800048828125,1171.5,1209.0,708000,2025-04-28
2025-05-05,1170.4000244140625,1170.4000244140625,1226.9000244140625,1151.0,1195.0,616795,2025-05-05
2025-05-12,1201.0999755859375,1201.0999755859375,1252.9000244140625,1179.0,1205.0,1014037,2025-05-12
2025-05-19,1219.9000244140625,1219.9000244140625,1225.0,1173.5999755859375,1201.0999755859375,964250,2025-05-19
2025-05-26,1188.199951171875,1188.199951171875,1221.0,1164.9000244140625,1211.0999755859375,795077,2025-05-26
2025-06-02,1216.0999755859375,1216.0999755859375,1226.9000244140625,1184.5999755859375,1188.199951171875,573668,2025-06-02
2025-06-09,1186.0,1186.0,1225.9000244140625,1168.0999755859375,1220.0,488296,2025-06-09
2025-06-16,1131.5,1131.5,1224.699951171875,1120.0,1198.800048828125,1881818,2025-06-16
2025-06-23,1134.5999755859375,1134.5999755859375,1165.5999755859375,1094.199951171875,1097.9000244140625,931684,2025-06-23
2025-06-30,1183.800048828125,1183.800048828125,1200.0,1110.4000244140625,1130.0,1350074,2025-06-30
2025-07-07,1303.300048828125,1303.300048828125,1328.800048828125,1172.4000244140625,1175.0,7155532,2025-07-07
2025-07-14,1326.199951171875,1326.199951171875,1346.5,1296.5999755859375,1304.9000244140625,545424,2025-07-14
