Date,Adj Close_BHARATRAS.NS,Close_BHARATRAS.NS,High_BHARATRAS.NS,Low_BHARATRAS.NS,Open_BHARATRAS.NS,Volume_BHARATRAS.NS,Date
2023-11-13,9028.4111328125,9029.400390625,9184.650390625,8911.650390625,9120.0,2909,2023-11-13
2023-11-20,9099.4033203125,9100.400390625,9300.0,8975.0,9015.0498046875,5068,2023-11-20
2023-11-27,9065.0556640625,9066.0498046875,9128.9501953125,8993.25,9100.400390625,2569,2023-11-27
2023-12-04,9353.474609375,9354.5,9693.0,9009.0,9121.7998046875,8402,2023-12-04
2023-12-11,9082.75390625,9083.75,9380.099609375,8982.0,9354.5,5437,2023-12-11
2023-12-18,8986.2646484375,8987.25,9157.4501953125,8925.25,9083.75,4322,2023-12-18
2023-12-25,9002.962890625,9003.9501953125,9094.9501953125,8900.0,8987.25,3505,2023-12-25
2024-01-01,9263.634765625,9264.650390625,9391.849609375,8960.0,9034.2001953125,7238,2024-01-01
2024-01-08,9340.076171875,9341.099609375,9380.0,8991.099609375,9300.0,8051,2024-01-08
2024-01-15,9337.9267578125,9338.9501953125,10073.0,9280.0,9338.599609375,30890,2024-01-15
2024-01-22,9133.0986328125,9134.099609375,9614.2001953125,9050.0,9338.9501953125,2708,2024-01-22
2024-01-29,9020.2607421875,9021.25,9269.900390625,8998.0498046875,9105.0,4045,2024-01-29
2024-02-05,8951.6689453125,8952.650390625,9119.0,8857.0498046875,9075.9501953125,5113,2024-02-05
2024-02-12,8877.576171875,8878.5498046875,9073.849609375,8751.0,9019.7998046875,3026,2024-02-12
2024-02-19,8882.076171875,8883.0498046875,8955.0,8765.0,8852.0,3168,2024-02-19
2024-02-26,9326.02734375,9327.0498046875,9380.0,8840.099609375,8920.75,24101,2024-02-26
2024-03-04,9081.2548828125,9082.25,9330.0,8738.0498046875,9280.0,3546,2024-03-04
2024-03-11,8628.0537109375,8629.0,9111.0498046875,8332.75,9085.0,6982,2024-03-11
2024-03-18,8746.890625,8747.849609375,8890.5,8520.0,8629.0498046875,4095,2024-03-18
2024-03-25,8479.419921875,8480.349609375,8783.4501953125,8461.0,8747.849609375,5156,2024-03-25
2024-04-01,8948.0693359375,8949.0498046875,9005.4501953125,8511.0,8580.349609375,4387,2024-04-01
2024-04-08,9324.02734375,9325.0498046875,9690.0,8747.0,9008.9501953125,10919,2024-04-08
2024-04-15,9524.5556640625,9525.599609375,9700.099609375,9090.25,9090.25,8316,2024-04-15
2024-04-22,9582.048828125,9583.099609375,9899.9501953125,9442.5498046875,9597.0498046875,7439,2024-04-22
2024-04-29,9445.865234375,9446.900390625,10126.25,9366.2998046875,9592.2998046875,10562,2024-04-29
2024-05-06,9182.6435546875,9183.650390625,9594.7998046875,9015.5498046875,9366.0498046875,5108,2024-05-06
2024-05-13,9792.9267578125,9794.0,9960.7998046875,9065.0,9065.0,10745,2024-05-13
2024-05-20,9272.1337890625,9273.150390625,9794.0,9208.599609375,9752.2001953125,6294,2024-05-20
2024-05-27,10702.52734375,10703.7001953125,10847.9501953125,9181.0,9273.150390625,101868,2024-05-27
2024-06-03,10427.40625,10428.5498046875,11349.9501953125,9300.0498046875,10800.0,63894,2024-06-03
2024-06-10,11949.1904296875,11950.5,13276.900390625,10328.0,10585.0,139292,2024-06-10
2024-06-17,11965.7880859375,11967.099609375,12887.349609375,11550.0498046875,11950.5,97890,2024-06-17
2024-06-24,11620.4765625,11621.75,12500.2998046875,11175.0498046875,11987.099609375,41328,2024-06-24
2024-07-01,11404.349609375,11405.599609375,12196.099609375,11201.099609375,11900.0,31733,2024-07-01
2024-07-08,10899.6044921875,10900.7998046875,11698.9501953125,10800.0,11698.9501953125,30732,2024-07-08
2024-07-15,10737.1728515625,10738.349609375,11167.900390625,10651.0498046875,10910.0,30133,2024-07-15
2024-07-22,11090.833984375,11092.0498046875,11690.0,10304.4501953125,10578.0,81577,2024-07-22
2024-07-29,10788.2177734375,10789.400390625,11732.0,10655.5498046875,11195.7998046875,62170,2024-07-29
2024-08-05,12813.74609375,12815.150390625,12815.150390625,10271.0,10600.0,98656,2024-08-05
2024-08-12,13069.8671875,13071.2998046875,13289.9501953125,11845.7001953125,12808.0,117643,2024-08-12
2024-08-19,12485.48046875,12486.849609375,13071.2998046875,12151.0,13071.2998046875,48632,2024-08-19
2024-08-26,12854.041015625,12855.4501953125,13722.2998046875,12512.099609375,12690.0,63376,2024-08-26
2024-09-02,13711.796875,13713.2998046875,14032.0,12300.0,13199.9501953125,99809,2024-09-02
2024-09-09,13741.443359375,13742.9501953125,14284.5,13210.0498046875,13402.7001953125,91096,2024-09-09
2024-09-16,11914.4501953125,11914.4501953125,14000.0,11725.5,14000.0,46028,2024-09-16
2024-09-23,11159.400390625,11159.400390625,12312.0,11054.9501953125,12297.9501953125,48599,2024-09-23
2024-09-30,11303.2998046875,11303.2998046875,11846.0,11060.25,11160.0,21326,2024-09-30
2024-10-07,11594.7998046875,11594.7998046875,11683.0,10700.0,11480.9501953125,15958,2024-10-07
2024-10-14,11345.5,11345.5,11828.5498046875,11083.0,11575.0498046875,19452,2024-10-14
2024-10-21,10366.400390625,10366.400390625,11505.9501953125,10200.0,11250.0498046875,11202,2024-10-21
2024-10-28,11372.2998046875,11372.2998046875,11797.2998046875,10200.0498046875,10240.0,21205,2024-10-28
2024-11-04,11795.9501953125,11795.9501953125,12300.0,11066.150390625,11372.2998046875,16490,2024-11-04
2024-11-11,10863.25,10863.25,12000.0498046875,10511.599609375,11798.0,36488,2024-11-11
2024-11-18,11767.900390625,11767.900390625,11874.25,10800.0,10933.599609375,24346,2024-11-18
2024-11-25,11838.0498046875,11838.0498046875,12200.0,11559.0,11900.0,20162,2024-11-25
2024-12-02,11545.349609375,11545.349609375,11938.25,11067.150390625,11751.0,17160,2024-12-02
2024-12-09,10969.2001953125,10969.2001953125,11619.0,10772.7001953125,11619.0,12840,2024-12-09
2024-12-16,10440.9501953125,10440.9501953125,11075.75,10380.0,11026.849609375,18639,2024-12-16
2024-12-23,10223.5498046875,10223.5498046875,10705.0498046875,10000.0,10450.0,13117,2024-12-23
2024-12-30,10068.900390625,10068.900390625,10349.5498046875,9856.849609375,10111.0,13898,2024-12-30
2025-01-06,9612.400390625,9612.400390625,10260.0,9510.0,10070.9501953125,18780,2025-01-06
2025-01-13,9984.349609375,9984.349609375,10249.2998046875,9223.2001953125,9551.25,16018,2025-01-13
2025-01-20,10411.2998046875,10411.2998046875,10624.150390625,9850.4501953125,9975.0,14628,2025-01-20
2025-01-27,10213.349609375,10213.349609375,10538.650390625,9650.0,10385.0,9767,2025-01-27
2025-02-03,10061.2998046875,10061.2998046875,10298.0,9856.150390625,10192.9501953125,7315,2025-02-03
2025-02-10,10032.75,10032.75,10349.9501953125,9366.0,10061.2998046875,16381,2025-02-10
2025-02-17,10256.0498046875,10256.0498046875,10509.099609375,9720.0498046875,9925.0,13007,2025-02-17
2025-02-24,9773.25,9773.25,10449.9501953125,9675.0498046875,10275.0498046875,6244,2025-02-24
2025-03-03,11140.150390625,11140.150390625,11296.849609375,9600.0,9670.0,14008,2025-03-03
2025-03-10,9986.849609375,9986.849609375,11212.5498046875,9916.0,11212.5498046875,8817,2025-03-10
2025-03-17,10224.2001953125,10224.2001953125,10428.650390625,9911.0498046875,10081.7001953125,10015,2025-03-17
2025-03-24,10578.5498046875,10578.5498046875,11219.9501953125,10360.150390625,10386.0,24261,2025-03-24
2025-03-31,10469.650390625,10469.650390625,10947.900390625,10110.0,10578.5498046875,9441,2025-03-31
2025-04-07,9582.150390625,9582.150390625,10299.9501953125,9180.0498046875,9999.0,23695,2025-04-07
2025-04-14,10032.0,10032.0,10199.0,9423.0,9582.150390625,15440,2025-04-14
2025-04-21,9876.0,9876.0,10185.0,9646.0,10040.0,20360,2025-04-21
2025-04-28,9393.0,9393.0,9910.0,9350.5,9876.0,11132,2025-04-28
2025-05-05,9007.5,9007.5,9534.0,8915.0,9402.0,16205,2025-05-05
2025-05-12,9535.0,9535.0,9845.0,9075.0,9300.0,15993,2025-05-12
2025-05-19,9695.5,9695.5,9992.5,9479.5,9533.0,16949,2025-05-19
2025-05-26,9051.0,9051.0,10090.5,8798.5,9758.5,56917,2025-05-26
2025-06-02,8921.5,8921.5,9139.5,8899.5,9109.0,15987,2025-06-02
2025-06-09,8988.0,8988.0,9117.0,8856.0,8979.5,11822,2025-06-09
2025-06-16,10002.5,10002.5,10585.5,9215.0,9260.0,156712,2025-06-16
2025-06-23,10300.0,10300.0,10725.0,9829.5,9829.5,34618,2025-06-23
2025-06-30,11385.0,11385.0,11750.0,10294.0,10298.5,56566,2025-06-30
2025-07-07,11231.0,11231.0,11614.0,11170.0,11400.0,16595,2025-07-07
2025-07-14,11429.0,11429.0,11570.0,11021.0,11120.0,6083,2025-07-14
