Date,Adj Close_VPRPL.NS,Close_VPRPL.NS,High_VPRPL.NS,Low_VPRPL.NS,Open_VPRPL.NS,Volume_VPRPL.NS,Date
2024-01-15,214.8000030517578,214.8000030517578,219.89999389648438,206.5,216.0500030517578,4973963,2024-01-15
2024-01-22,213.5500030517578,213.5500030517578,220.85000610351562,209.0,214.8000030517578,2087928,2024-01-22
2024-01-29,215.9499969482422,215.9499969482422,221.10000610351562,211.5,214.9499969482422,3564056,2024-01-29
2024-02-05,216.60000610351562,216.60000610351562,226.89999389648438,210.35000610351562,216.8000030517578,7773018,2024-02-05
2024-02-12,190.35000610351562,190.35000610351562,196.35000610351562,180.10000610351562,196.35000610351562,6688910,2024-02-12
2024-02-19,183.60000610351562,183.60000610351562,192.35000610351562,179.60000610351562,190.39999389648438,2357944,2024-02-19
2024-02-26,179.39999389648438,179.39999389648438,184.5,170.5,184.0,2935767,2024-02-26
2024-03-04,165.64999389648438,165.64999389648438,179.14999389648438,163.6999969482422,178.64999389648438,2651468,2024-03-04
2024-03-11,160.39999389648438,160.39999389648438,165.85000610351562,141.0,165.64999389648438,6851393,2024-03-11
2024-03-18,158.3000030517578,158.3000030517578,168.6999969482422,152.3000030517578,161.5,3870318,2024-03-18
2024-03-25,149.85000610351562,149.85000610351562,159.1999969482422,148.8000030517578,158.3000030517578,2962289,2024-03-25
2024-04-01,168.0500030517578,168.0500030517578,173.0,152.0,152.0,3568088,2024-04-01
2024-04-08,164.6999969482422,164.6999969482422,169.89999389648438,164.0,169.39999389648438,1304056,2024-04-08
2024-04-15,166.89999389648438,166.89999389648438,169.8000030517578,155.0500030517578,158.0,2389388,2024-04-15
2024-04-22,164.25,164.25,169.6999969482422,162.0,169.0,2050129,2024-04-22
2024-04-29,159.89999389648438,159.89999389648438,167.5,159.39999389648438,164.39999389648438,1530550,2024-04-29
2024-05-06,149.85000610351562,149.85000610351562,160.4499969482422,147.25,159.89999389648438,1617003,2024-05-06
2024-05-13,151.64999389648438,151.64999389648438,154.39999389648438,147.25,150.0,2013023,2024-05-13
2024-05-20,160.35000610351562,160.35000610351562,164.85000610351562,150.60000610351562,152.39999389648438,2525526,2024-05-20
2024-05-27,176.89999389648438,176.89999389648438,189.8000030517578,159.85000610351562,161.85000610351562,14774524,2024-05-27
2024-06-03,179.1999969482422,179.1999969482422,185.5,150.5500030517578,185.5,7788452,2024-06-03
2024-06-10,187.6999969482422,187.6999969482422,195.39999389648438,179.10000610351562,185.0,11381369,2024-06-10
2024-06-17,195.8800048828125,195.8800048828125,203.00999450683594,185.5500030517578,187.6999969482422,13347711,2024-06-17
2024-06-24,199.25,199.25,212.0,191.33999633789062,193.0,13719339,2024-06-24
2024-07-01,204.99000549316406,204.99000549316406,216.8000030517578,197.10000610351562,199.6999969482422,9836303,2024-07-01
2024-07-08,198.74000549316406,198.74000549316406,209.9499969482422,194.0800018310547,206.63999938964844,4107866,2024-07-08
2024-07-15,199.6300048828125,199.6300048828125,212.0,198.0,199.89999389648438,4914050,2024-07-15
2024-07-22,236.3300018310547,236.3300018310547,241.99000549316406,187.5800018310547,198.0,16553705,2024-07-22
2024-07-29,277.0,277.0,283.95001220703125,244.88999938964844,245.0,20534608,2024-07-29
2024-08-05,278.3999938964844,278.3999938964844,291.70001220703125,251.0,265.95001220703125,13276519,2024-08-05
2024-08-12,237.75,237.75,297.0,225.5500030517578,274.95001220703125,20551451,2024-08-12
2024-08-19,259.1499938964844,259.1499938964844,265.0,230.0,238.0,8731828,2024-08-19
2024-08-26,247.0500030517578,247.0500030517578,263.0,246.0,260.3500061035156,3770954,2024-08-26
2024-09-02,237.89999389648438,237.89999389648438,247.0,234.0,245.0,2688133,2024-09-02
2024-09-09,238.39999389648438,238.39999389648438,243.85000610351562,231.99000549316406,236.0,2645991,2024-09-09
2024-09-16,231.00999450683594,231.00999450683594,242.97999572753906,223.07000732421875,239.61000061035156,2817322,2024-09-16
2024-09-23,239.83999633789062,239.83999633789062,247.75,223.64999389648438,232.5,3769833,2024-09-23
2024-09-30,263.6499938964844,263.6499938964844,274.5,239.25,239.7899932861328,10238843,2024-09-30
2024-10-07,277.3500061035156,277.3500061035156,283.5,242.64999389648438,265.20001220703125,8492207,2024-10-07
2024-10-14,312.8999938964844,312.8999938964844,324.8500061035156,273.0,280.1000061035156,20634004,2024-10-14
2024-10-21,276.6000061035156,276.6000061035156,336.0,272.0,322.6000061035156,13188210,2024-10-21
2024-10-28,303.45001220703125,303.45001220703125,306.75,278.95001220703125,279.79998779296875,5227773,2024-10-28
2024-11-04,298.3500061035156,298.3500061035156,326.79998779296875,290.1000061035156,304.5,7304314,2024-11-04
2024-11-11,272.95001220703125,272.95001220703125,321.8999938964844,270.5,298.3500061035156,8413453,2024-11-11
2024-11-18,266.70001220703125,266.70001220703125,283.6000061035156,262.1000061035156,275.95001220703125,3270774,2024-11-18
2024-11-25,294.75,294.75,301.3999938964844,271.1499938964844,274.70001220703125,4695616,2024-11-25
2024-12-02,306.20001220703125,306.20001220703125,311.8999938964844,290.75,294.70001220703125,5534573,2024-12-02
2024-12-09,312.04998779296875,312.04998779296875,338.45001220703125,304.79998779296875,311.20001220703125,13849689,2024-12-09
2024-12-16,310.04998779296875,310.04998779296875,345.75,307.95001220703125,313.0,11167311,2024-12-16
2024-12-23,288.29998779296875,288.29998779296875,315.70001220703125,287.04998779296875,312.8500061035156,4180618,2024-12-23
2024-12-30,300.54998779296875,300.54998779296875,308.5,281.0,289.20001220703125,4537088,2024-12-30
2025-01-06,259.25,259.25,301.8999938964844,255.5,301.8999938964844,4551274,2025-01-06
2025-01-13,262.04998779296875,262.04998779296875,266.20001220703125,240.35000610351562,241.0,3851408,2025-01-13
2025-01-20,247.3000030517578,247.3000030517578,269.45001220703125,243.60000610351562,263.0,2537349,2025-01-20
2025-01-27,254.25,254.25,265.0,218.4499969482422,243.60000610351562,3956802,2025-01-27
2025-02-03,205.85000610351562,205.85000610351562,250.0,204.0,246.60000610351562,7118560,2025-02-03
2025-02-10,172.10000610351562,172.10000610351562,206.8000030517578,169.85000610351562,205.0500030517578,4918725,2025-02-10
2025-02-17,175.89999389648438,175.89999389648438,183.6999969482422,161.60000610351562,170.3000030517578,4219094,2025-02-17
2025-02-24,160.0,160.0,174.1999969482422,157.75,172.0,2015010,2025-02-24
2025-03-03,172.27000427246094,172.27000427246094,174.72000122070312,151.47999572753906,165.0,3427359,2025-03-03
2025-03-10,156.88999938964844,156.88999938964844,173.89999389648438,156.5,172.0,1983635,2025-03-10
2025-03-17,174.92999267578125,174.92999267578125,176.0,151.14999389648438,157.9600067138672,2839642,2025-03-17
2025-03-24,162.85000610351562,162.85000610351562,180.39999389648438,158.0,176.27000427246094,6164995,2025-03-24
2025-03-31,162.5500030517578,162.5500030517578,171.89999389648438,160.00999450683594,162.85000610351562,2136983,2025-03-31
2025-04-07,162.80999755859375,162.80999755859375,164.61000061035156,147.99000549316406,149.5399932861328,1400428,2025-04-07
2025-04-14,171.77999877929688,171.77999877929688,176.0,162.80999755859375,162.80999755859375,1696034,2025-04-14
2025-04-21,183.39999389648438,183.39999389648438,194.4499969482422,171.25,172.97000122070312,5771422,2025-04-21
2025-04-28,170.35000610351562,170.35000610351562,183.25,170.0500030517578,178.10000610351562,1683152,2025-04-28
2025-05-05,162.3699951171875,162.3699951171875,174.38999938964844,159.0,171.0,1729052,2025-05-05
2025-05-12,181.41000366210938,181.41000366210938,185.1999969482422,168.60000610351562,171.99000549316406,2434041,2025-05-12
2025-05-19,178.57000732421875,178.57000732421875,186.14999389648438,172.1699981689453,181.85000610351562,2507750,2025-05-19
2025-05-26,172.3300018310547,172.3300018310547,195.0,171.25,179.74000549316406,6405759,2025-05-26
2025-06-02,169.5,169.5,173.99000549316406,167.5,170.0,2391683,2025-06-02
2025-06-09,166.47999572753906,166.47999572753906,176.5800018310547,163.97000122070312,170.60000610351562,3612260,2025-06-09
2025-06-16,161.77999877929688,161.77999877929688,169.32000732421875,160.10000610351562,167.0,1309616,2025-06-16
2025-06-23,169.94000244140625,169.94000244140625,172.6699981689453,159.2100067138672,160.0,3554188,2025-06-23
2025-06-30,163.4199981689453,163.4199981689453,172.3800048828125,163.0,171.1999969482422,1659779,2025-06-30
2025-07-07,161.13999938964844,161.13999938964844,165.39999389648438,160.0,163.0,1271815,2025-07-07
2025-07-14,178.0800018310547,178.0800018310547,179.99000549316406,165.1300048828125,167.8699951171875,8873930,2025-07-14
