Date,Adj Close_ATGL.NS,Close_ATGL.NS,High_ATGL.NS,Low_ATGL.NS,Open_ATGL.NS,Volume_ATGL.NS,Date
2021-02-08,382.0511779785156,382.54998779296875,390.0,376.20001220703125,385.75,4710212,2021-02-08
2021-02-15,497.0010986328125,497.6499938964844,542.7999877929688,386.1000061035156,387.0,25790772,2021-02-15
2021-02-22,511.53216552734375,512.2000122070312,518.9500122070312,474.1000061035156,502.5,6202101,2021-02-22
2021-03-01,699.436767578125,700.3499755859375,724.7000122070312,516.5,523.2999877929688,19140910,2021-03-01
2021-03-08,737.0377807617188,738.0,749.4500122070312,680.8499755859375,717.9000244140625,7756391,2021-03-08
2021-03-15,738.2361450195312,739.2000122070312,778.9500122070312,671.0,754.0,12468208,2021-03-15
2021-03-22,904.2693481445312,905.4500122070312,965.0,745.4500122070312,745.4500122070312,15649040,2021-03-22
2021-03-29,1059.26708984375,1060.6500244140625,1087.800048828125,885.0,905.4500122070312,7404157,2021-03-29
2021-04-05,1091.1253662109375,1092.550048828125,1249.949951171875,990.0,1064.0,20340728,2021-04-05
2021-04-12,1133.2203369140625,1134.699951171875,1167.0,950.0,1070.0,10932978,2021-04-12
2021-04-19,1152.99462890625,1154.5,1214.0,1025.0999755859375,1056.0,9073656,2021-04-19
2021-04-26,1149.2496337890625,1150.75,1180.0,1129.0,1151.0999755859375,6471964,2021-04-26
2021-05-03,1308.591552734375,1310.300048828125,1337.9000244140625,1120.199951171875,1135.0,7027452,2021-05-03
2021-05-10,1191.544189453125,1193.0999755859375,1390.0,1182.1500244140625,1301.25,7529132,2021-05-10
2021-05-17,1336.954345703125,1338.699951171875,1400.0,1206.0,1214.0,19363175,2021-05-17
2021-05-24,1339.9505615234375,1341.699951171875,1394.949951171875,1227.3499755859375,1350.75,40830251,2021-05-24
2021-05-31,1635.3648681640625,1637.5,1679.0,1318.6500244140625,1339.9000244140625,10415758,2021-05-31
2021-06-07,1624.0794677734375,1626.199951171875,1677.0,1555.5,1634.0,5666572,2021-06-07
2021-06-14,1256.80908203125,1258.449951171875,1544.9000244140625,1258.449951171875,1544.9000244140625,1713565,2021-06-14
2021-06-21,1187.84912109375,1189.4000244140625,1416.0,1189.4000244140625,1195.550048828125,3046844,2021-06-21
2021-06-28,919.47412109375,920.5,1129.949951171875,920.5,1129.949951171875,494930,2021-06-28
2021-07-05,916.1278686523438,917.1500244140625,938.4000244140625,830.7999877929688,874.5,2979359,2021-07-05
2021-07-12,895.55078125,896.5499877929688,933.0,839.0,927.0,1573572,2021-07-12
2021-07-19,879.6185913085938,880.5999755859375,906.0,774.9500122070312,898.7999877929688,1972620,2021-07-19
2021-07-26,891.5552368164062,892.5499877929688,941.0,855.0,879.0,1097125,2021-07-26
2021-08-02,923.919189453125,924.9500122070312,935.0,859.5499877929688,892.5499877929688,746550,2021-08-02
2021-08-09,916.1778564453125,917.2000122070312,926.0,843.0,924.0,691033,2021-08-09
2021-08-16,1071.654296875,1072.8499755859375,1072.8499755859375,896.25,896.7000122070312,807752,2021-08-16
2021-08-23,1319.2281494140625,1320.699951171875,1369.0,1084.0,1126.0,1755858,2021-08-23
2021-08-30,1475.7535400390625,1477.4000244140625,1525.0999755859375,1257.550048828125,1319.4000244140625,3028573,2021-08-30
2021-09-06,1390.1988525390625,1391.75,1467.8499755859375,1267.550048828125,1467.699951171875,1022890,2021-09-06
2021-09-13,1406.830322265625,1408.4000244140625,1450.0,1333.9000244140625,1348.0,2128709,2021-09-13
2021-09-20,1401.13671875,1402.699951171875,1446.0,1341.0,1350.0,2392085,2021-09-20
2021-09-27,1422.013427734375,1423.5999755859375,1455.0,1350.0,1380.0,2707423,2021-09-27
2021-10-04,1392.5462646484375,1394.0999755859375,1445.0,1358.0,1430.0,1540782,2021-10-04
2021-10-11,1450.3818359375,1452.0,1460.550048828125,1345.0,1367.0999755859375,516798,2021-10-11
2021-10-18,1428.2564697265625,1429.8499755859375,1480.0,1390.0,1466.5,2879703,2021-10-18
2021-10-25,1437.8458251953125,1439.449951171875,1483.699951171875,1360.0,1429.0,2590864,2021-10-25
2021-11-01,1432.3519287109375,1433.949951171875,1465.0,1374.550048828125,1374.550048828125,909561,2021-11-01
2021-11-08,1661.3963623046875,1663.25,1715.0,1415.0,1415.0,1669318,2021-11-08
2021-11-15,1655.253173828125,1657.0999755859375,1710.0,1595.550048828125,1680.0,2414098,2021-11-15
2021-11-22,1643.7659912109375,1645.5999755859375,1685.0,1591.25,1635.0,1996881,2021-11-22
2021-11-29,1590.974853515625,1592.75,1671.199951171875,1556.0,1590.3499755859375,3067363,2021-11-29
2021-12-06,1822.966064453125,1825.0,1840.0,1513.1500244140625,1592.75,871168,2021-12-06
2021-12-13,1859.5252685546875,1861.5999755859375,1987.0999755859375,1760.0,1870.0,1021392,2021-12-13
2021-12-20,1710.49169921875,1712.4000244140625,1818.0,1620.0999755859375,1768.550048828125,399335,2021-12-20
2021-12-27,1719.8809814453125,1721.800048828125,1798.0,1662.0,1705.0,1047354,2021-12-27
2022-01-03,1785.8076171875,1787.800048828125,1820.0,1685.050048828125,1685.050048828125,1457648,2022-01-03
2022-01-10,1803.83740234375,1805.8499755859375,1833.0,1740.25,1790.0999755859375,613829,2022-01-10
2022-01-17,1825.2635498046875,1827.300048828125,1890.0,1745.0,1840.0,666806,2022-01-17
2022-01-24,1828.8594970703125,1830.9000244140625,1864.949951171875,1700.0,1844.9000244140625,994095,2022-01-24
2022-01-31,1849.036865234375,1851.0999755859375,1888.0,1783.25,1847.0,1303978,2022-01-31
2022-02-07,1788.3048095703125,1790.300048828125,1879.0,1676.75,1876.0,1053728,2022-02-07
2022-02-14,1663.34423828125,1665.199951171875,1760.0,1626.699951171875,1713.300048828125,551224,2022-02-14
2022-02-21,1571.4466552734375,1573.199951171875,1675.0,1511.550048828125,1675.0,485222,2022-02-21
2022-02-28,1803.188232421875,1805.199951171875,1838.0,1510.300048828125,1524.699951171875,870397,2022-02-28
2022-03-07,1659.997802734375,1661.8499755859375,1789.800048828125,1601.0,1769.0999755859375,1089103,2022-03-07
2022-03-14,1764.8310546875,1766.800048828125,1769.3499755859375,1610.0,1664.9000244140625,1535494,2022-03-14
2022-03-21,2052.31005859375,2054.60009765625,2069.0,1790.6500244140625,1810.199951171875,1402878,2022-03-21
2022-03-28,2246.9931640625,2249.5,2281.0,2070.0,2095.0,1325409,2022-03-28
2022-04-04,2424.395263671875,2427.10009765625,2600.0,2268.0,2280.0,1552046,2022-04-04
2022-04-11,2498.062744140625,2500.85009765625,2740.0,2454.050048828125,2469.0,1571251,2022-04-11
2022-04-18,2410.310791015625,2413.0,2552.0,2300.0,2482.5,1489081,2022-04-18
2022-04-25,2448.218505859375,2450.949951171875,2628.0,2373.699951171875,2419.0,2441674,2022-04-25
2022-05-02,2434.933349609375,2437.64990234375,2520.0,2361.050048828125,2451.0,1391819,2022-05-02
2022-05-09,2366.4599609375,2369.10009765625,2490.0,2166.050048828125,2400.0,2441193,2022-05-09
2022-05-16,2377.697509765625,2380.35009765625,2561.949951171875,2312.35009765625,2340.0,1592755,2022-05-16
2022-05-23,2453.712158203125,2456.449951171875,2485.75,2145.0,2400.0,1566854,2022-05-23
2022-05-30,2387.785888671875,2390.449951171875,2624.0,2276.0,2468.0,3462626,2022-05-30
2022-06-06,2395.627197265625,2398.300048828125,2585.60009765625,2284.0,2379.0,1566402,2022-06-06
2022-06-13,2146.655029296875,2149.050048828125,2419.949951171875,2062.25,2335.10009765625,2446832,2022-06-13
2022-06-20,2289.04638671875,2291.60009765625,2458.800048828125,1948.0,2152.0,4264783,2022-06-20
2022-06-27,2386.33740234375,2389.0,2464.0,2230.0,2301.949951171875,2273787,2022-06-27
2022-07-04,2537.96826171875,2540.800048828125,2564.0,2362.449951171875,2405.60009765625,1327566,2022-07-04
2022-07-11,2804.57080078125,2807.699951171875,2867.5,2502.14990234375,2550.0,3786150,2022-07-11
2022-07-18,2871.265380859375,2874.199951171875,2893.0,2728.10009765625,2832.0,2337471,2022-07-18
2022-07-25,3124.007080078125,3127.199951171875,3158.0,2836.85009765625,2860.0,1620518,2022-07-25
2022-08-01,3343.982421875,3347.39990234375,3389.0,2811.0,3144.0,2507437,2022-08-01
2022-08-08,3421.902587890625,3425.39990234375,3474.0,3271.0,3363.949951171875,1993334,2022-08-08
2022-08-15,3387.437744140625,3390.89990234375,3533.449951171875,3328.0,3425.39990234375,1601436,2022-08-15
2022-08-22,3456.11767578125,3459.64990234375,3472.0,3239.300048828125,3390.89990234375,1992735,2022-08-22
2022-08-29,3619.151123046875,3622.85009765625,3816.0,3301.0,3301.0,2831253,2022-08-29
2022-09-05,3629.590576171875,3633.300048828125,3764.949951171875,3505.0,3588.050048828125,1401825,2022-09-05
2022-09-12,3525.197265625,3528.800048828125,3704.699951171875,3469.199951171875,3653.75,1526500,2022-09-12
2022-09-19,3541.63037109375,3545.25,3740.0,3489.64990234375,3546.449951171875,1408131,2022-09-19
2022-09-26,3336.440185546875,3339.85009765625,3574.800048828125,3251.10009765625,3500.0,4110132,2022-09-26
2022-10-03,3184.345703125,3187.60009765625,3424.64990234375,2965.64990234375,3329.89990234375,1955531,2022-10-03
2022-10-10,3044.0390625,3047.14990234375,3240.0,3006.0,3164.199951171875,1444682,2022-10-10
2022-10-17,3258.419677734375,3261.75,3325.14990234375,2976.0,3047.0,1554321,2022-10-17
2022-10-24,3440.53369140625,3444.050048828125,3549.0,3240.050048828125,3280.0,1243054,2022-10-24
2022-10-31,3755.411865234375,3759.25,3800.0,3423.0,3460.0,1540753,2022-10-31
2022-11-07,3796.7197265625,3800.60009765625,3891.25,3663.39990234375,3759.0,1452305,2022-11-07
2022-11-14,3640.928955078125,3644.64990234375,3912.39990234375,3608.0,3805.0,1238270,2022-11-14
2022-11-21,3661.00830078125,3664.75,3794.75,3560.0,3615.0,855856,2022-11-21
2022-11-28,3575.9951171875,3579.64990234375,3768.199951171875,3525.300048828125,3626.0,1529682,2022-11-28
2022-12-05,3617.602783203125,3621.300048828125,3786.0,3382.199951171875,3597.550048828125,1197160,2022-12-05
2022-12-12,3581.14013671875,3584.800048828125,3687.25,3461.800048828125,3634.949951171875,1484970,2022-12-12
2022-12-19,3229.2998046875,3232.60009765625,3673.64990234375,3176.0,3584.949951171875,1365166,2022-12-19
2022-12-26,3689.079833984375,3692.85009765625,3999.0,3100.10009765625,3239.949951171875,2586578,2022-12-26
2023-01-02,3551.769775390625,3555.39990234375,3730.0,3450.0,3700.0,1757583,2023-01-02
2023-01-09,3711.306884765625,3715.10009765625,3742.0,3490.0,3591.0,2239394,2023-01-09
2023-01-16,3914.898681640625,3918.89990234375,3935.0,3652.0,3693.699951171875,2308660,2023-01-16
2023-01-23,2925.010498046875,2928.0,4000.0,2928.0,3939.0,2667913,2023-01-23
2023-01-30,1620.693603515625,1622.3499755859375,2538.0,1622.3499755859375,2501.0,4117015,2023-01-30
2023-02-06,1254.1182861328125,1255.4000244140625,1541.25,1255.4000244140625,1541.25,4311312,2023-02-06
2023-02-13,970.508056640625,971.5,1192.6500244140625,971.5,1192.6500244140625,7395251,2023-02-13
2023-02-20,751.032470703125,751.7999877929688,922.9500122070312,751.7999877929688,922.9500122070312,447210,2023-02-20
2023-02-27,780.5022583007812,781.2999877929688,781.2999877929688,650.0,714.25,16111740,2023-02-27
2023-03-06,948.6304931640625,949.5999755859375,949.5999755859375,796.9500122070312,802.7999877929688,8352497,2023-03-06
2023-03-13,896.8334350585938,897.75,997.0499877929688,880.0,997.0499877929688,11639326,2023-03-13
2023-03-20,1006.4214477539062,1007.4500122070312,1031.1500244140625,816.75,879.0,11819656,2023-03-20
2023-03-27,866.8640747070312,867.75,1040.0,858.5499877929688,1027.5999755859375,6565487,2023-03-27
2023-04-03,862.118896484375,863.0,884.2000122070312,805.0,872.9500122070312,2903002,2023-04-03
2023-04-10,913.2166748046875,914.1500244140625,994.0,869.4000244140625,869.4000244140625,5668186,2023-04-10
2023-04-17,916.8629150390625,917.7999877929688,972.0,908.0,926.5999755859375,2954535,2023-04-17
2023-04-24,944.0352172851562,945.0,952.8499755859375,889.0,919.0,2977786,2023-04-24
2023-05-01,917.8619384765625,918.7999877929688,990.0,911.7000122070312,945.0,2620654,2023-05-01
2023-05-08,817.5144653320312,818.3499755859375,887.7999877929688,812.2999877929688,880.0,6109175,2023-05-08
2023-05-15,687.3973999023438,688.0999755859375,837.25,633.3499755859375,832.0499877929688,19615403,2023-05-15
2023-05-22,759.9232788085938,760.7000122070312,823.4000244140625,711.5999755859375,722.4500122070312,13861012,2023-05-22
2023-05-29,673.7114868164062,674.4000244140625,766.4500122070312,650.5499877929688,732.2000122070312,59282136,2023-05-29
2023-06-05,668.4168090820312,669.0999755859375,698.0,667.0,681.5499877929688,8804374,2023-06-05
2023-06-12,670.564697265625,671.25,683.0,653.0999755859375,674.4000244140625,5548930,2023-06-12
2023-06-19,633.6524047851562,634.2999877929688,675.9000244140625,630.0,674.0499877929688,5467139,2023-06-19
2023-06-26,653.931640625,654.5999755859375,669.6500244140625,620.0499877929688,632.0,4345880,2023-06-26
2023-07-03,642.5932006835938,643.25,664.0,642.0,664.0,2696472,2023-07-03
2023-07-10,633.4969482421875,633.9000244140625,651.9500122070312,625.0,640.0,2955743,2023-07-10
2023-07-17,635.7954711914062,636.2000122070312,660.9500122070312,635.0,643.5,2993601,2023-07-17
2023-07-24,657.431640625,657.8499755859375,678.4000244140625,628.0,640.9500122070312,5658588,2023-07-24
2023-07-31,649.2368774414062,649.6500244140625,670.7999877929688,644.0,665.0,3162564,2023-07-31
2023-08-07,648.6372680664062,649.0499877929688,664.0,643.8499755859375,655.0,2669524,2023-08-07
2023-08-14,654.0838012695312,654.5,676.7999877929688,628.7999877929688,643.5,4308697,2023-08-14
2023-08-21,653.3342895507812,653.75,686.0,647.0499877929688,659.0,5711565,2023-08-21
2023-08-28,633.4469604492188,633.8499755859375,664.5,621.0,657.9000244140625,3422180,2023-08-28
2023-09-04,644.3899536132812,644.7999877929688,655.3499755859375,630.1500244140625,640.0,3108396,2023-09-04
2023-09-11,635.9453125,636.3499755859375,673.0499877929688,632.3499755859375,649.9500122070312,3636814,2023-09-11
2023-09-18,636.2452392578125,636.6500244140625,649.0499877929688,635.0,648.4500122070312,1628374,2023-09-18
2023-09-25,612.8600463867188,613.25,639.9000244140625,611.0499877929688,639.9000244140625,2161035,2023-09-25
2023-10-02,604.2155151367188,604.5999755859375,629.75,600.5499877929688,613.25,2836394,2023-10-02
2023-10-09,601.2674560546875,601.6500244140625,626.0,587.75,600.0,4607724,2023-10-09
2023-10-16,590.42431640625,590.7999877929688,604.5,586.0,602.0,4626610,2023-10-16
2023-10-23,559.893798828125,560.25,594.0,522.0,590.0499877929688,7249242,2023-10-23
2023-10-30,552.8482666015625,553.2000122070312,575.5499877929688,551.0,568.0,2764945,2023-10-30
2023-11-06,539.1569213867188,539.5,559.7999877929688,532.0,554.7999877929688,1942474,2023-11-06
2023-11-13,533.7103881835938,534.0499877929688,549.7999877929688,532.0499877929688,546.75,1173707,2023-11-13
2023-11-20,536.6085205078125,536.9500122070312,549.0,527.0,535.0999755859375,2256234,2023-11-20
2023-11-27,701.0039672851562,701.4500122070312,760.0,536.9500122070312,536.9500122070312,37336870,2023-11-27
2023-12-04,1156.064453125,1156.800048828125,1259.4000244140625,712.0,770.0,86841860,2023-12-04
2023-12-11,1046.2841796875,1046.949951171875,1225.0,1002.7999877929688,1179.949951171875,34164033,2023-12-11
2023-12-18,995.6664428710938,996.2999877929688,1059.5,923.0,1047.0,16681821,2023-12-18
2023-12-25,987.32177734375,987.9500122070312,1020.0,968.0,996.2999877929688,7031377,2023-12-25
2024-01-01,1089.8565673828125,1090.550048828125,1159.800048828125,983.5,992.4000244140625,30768916,2024-01-01
2024-01-08,1057.826904296875,1058.5,1100.0,1055.0999755859375,1092.9000244140625,7745409,2024-01-08
2024-01-15,989.8701782226562,990.5,1058.5,972.4500122070312,1058.5,6260459,2024-01-15
2024-01-22,1002.312255859375,1002.9500122070312,1068.0,982.0,990.5,3617728,2024-01-22
2024-01-29,998.6145629882812,999.25,1053.0,996.0,1010.0,12402552,2024-01-29
2024-02-05,1023.0989990234375,1023.75,1072.199951171875,985.0,1003.0,17887689,2024-02-05
2024-02-12,1005.5601806640625,1006.2000122070312,1061.9000244140625,983.0,1033.699951171875,13501772,2024-02-12
2024-02-19,1028.7454833984375,1029.4000244140625,1046.0,1004.0,1015.5499877929688,15675793,2024-02-19
2024-02-26,1038.4892578125,1039.1500244140625,1096.0,1005.25,1038.0,26698206,2024-02-26
2024-03-04,1008.5582885742188,1009.2000122070312,1047.699951171875,995.3499755859375,1047.699951171875,12499037,2024-03-04
2024-03-11,988.3711547851562,989.0,1022.9000244140625,846.5499877929688,1010.0,22095696,2024-03-11
2024-03-18,938.2529907226562,938.8499755859375,974.9500122070312,912.5999755859375,947.6500244140625,10810577,2024-03-18
2024-03-25,925.9608154296875,926.5499877929688,968.9000244140625,910.0,938.8499755859375,10407176,2024-03-25
2024-04-01,978.3775024414062,979.0,1000.0,945.0,947.9500122070312,15356162,2024-04-01
2024-04-08,947.4471435546875,948.0499877929688,988.0,942.8499755859375,986.9500122070312,3087441,2024-04-08
2024-04-15,911.81982421875,912.4000244140625,955.7000122070312,898.0,920.0,3905513,2024-04-15
2024-04-22,918.5655517578125,919.1500244140625,931.3499755859375,912.0499877929688,930.0,2746560,2024-04-22
2024-04-29,929.808349609375,930.4000244140625,969.8499755859375,918.0,926.0,6573054,2024-04-29
2024-05-06,866.4986572265625,867.0499877929688,930.5499877929688,858.5499877929688,930.4000244140625,10238919,2024-05-06
2024-05-13,912.2196044921875,912.7999877929688,932.7999877929688,849.0999755859375,875.0,6100271,2024-05-13
2024-05-20,979.1270141601562,979.75,1002.7000122070312,905.1500244140625,913.6500244140625,10749256,2024-05-20
2024-05-27,1038.63916015625,1039.300048828125,1060.0,945.0,990.0,13757770,2024-05-27
2024-06-03,977.47802734375,978.0999755859375,1190.0,824.25,1190.0,35099099,2024-06-03
2024-06-10,945.8981323242188,946.5,1013.9500122070312,942.2000122070312,996.0,6193032,2024-06-10
2024-06-17,922.6069946289062,922.9500122070312,957.8499755859375,918.4000244140625,946.5,4323528,2024-06-17
2024-06-24,895.6669921875,896.0,923.9000244140625,886.25,920.5499877929688,5159568,2024-06-24
2024-07-01,890.7188720703125,891.0499877929688,938.0,883.0,896.5499877929688,7609672,2024-07-01
2024-07-08,892.8680419921875,893.2000122070312,917.4000244140625,880.75,894.0499877929688,6851733,2024-07-08
2024-07-15,888.1697998046875,888.5,915.7999877929688,883.9500122070312,893.5,11768315,2024-07-15
2024-07-22,888.1198120117188,888.4500122070312,916.8499755859375,857.0,881.5499877929688,14637362,2024-07-22
2024-07-29,908.562255859375,908.9000244140625,941.9000244140625,883.0,900.0,13896579,2024-07-29
2024-08-05,869.5267333984375,869.8499755859375,896.4500122070312,851.0,890.0,14967918,2024-08-05
2024-08-12,847.8348388671875,848.1500244140625,867.75,752.3499755859375,839.9500122070312,20521989,2024-08-12
2024-08-19,857.9810180664062,858.2999877929688,868.8499755859375,846.0499877929688,846.5,23568301,2024-08-19
2024-08-26,830.0413818359375,830.3499755859375,865.0,826.0,859.0499877929688,14450961,2024-08-26
2024-09-02,826.4427490234375,826.75,858.9500122070312,823.5999755859375,832.0,12382453,2024-09-02
2024-09-09,800.452392578125,800.75,830.4000244140625,798.0,826.0499877929688,2625880,2024-09-09
2024-09-16,788.4069213867188,788.7000122070312,825.0,773.0499877929688,802.0,3511351,2024-09-16
2024-09-23,783.458740234375,783.75,855.0,780.0,845.0,9706957,2024-09-23
2024-09-30,763.1163330078125,763.4000244140625,794.3499755859375,758.1500244140625,784.5499877929688,2034822,2024-09-30
2024-10-07,757.0685424804688,757.3499755859375,773.0,728.0499877929688,758.5499877929688,2904296,2024-10-07
2024-10-14,732.3276977539062,732.5999755859375,763.0499877929688,716.9500122070312,755.0,1768320,2024-10-14
2024-10-21,723.8809204101562,724.1500244140625,773.7999877929688,682.25,730.0,6266249,2024-10-21
2024-10-28,722.6813354492188,722.9500122070312,727.7000122070312,700.0499877929688,719.0999755859375,2057911,2024-10-28
2024-11-04,712.3351440429688,712.5999755859375,752.0,706.3499755859375,718.0,1941766,2024-11-04
2024-11-11,683.6458740234375,683.9000244140625,713.25,673.5499877929688,708.75,1238816,2024-11-11
2024-11-18,608.8735961914062,609.0999755859375,683.7000122070312,545.75,665.0,14114113,2024-11-18
2024-11-25,812.048095703125,812.3499755859375,862.0,572.5499877929688,636.3499755859375,55855126,2024-11-25
2024-12-02,730.7783203125,731.0499877929688,815.2999877929688,728.0,812.0,11038067,2024-12-02
2024-12-09,717.5831909179688,717.8499755859375,755.6500244140625,708.0499877929688,731.0499877929688,8615638,2024-12-09
2024-12-16,674.099365234375,674.3499755859375,723.6500244140625,666.1500244140625,717.75,3948961,2024-12-16
2024-12-23,679.0475463867188,679.2999877929688,686.3499755859375,665.25,680.0,2798327,2024-12-23
2024-12-30,727.3795776367188,727.6500244140625,781.1500244140625,674.5999755859375,676.0,14804853,2024-12-30
2025-01-06,680.996826171875,681.25,726.0,669.0,725.0499877929688,4298022,2025-01-06
2025-01-13,672.8998413085938,673.1500244140625,711.0,620.5999755859375,675.0,18763723,2025-01-13
2025-01-20,641.2615966796875,641.5,680.0,638.0,675.2000122070312,3036870,2025-01-20
2025-01-27,634.5140991210938,634.75,654.4000244140625,607.4000244140625,640.9500122070312,6180598,2025-01-27
2025-02-03,629.216064453125,629.4500122070312,647.4500122070312,618.4500122070312,629.9500122070312,2080817,2025-02-03
2025-02-10,573.5368041992188,573.75,645.0,569.3499755859375,634.75,3932056,2025-02-10
2025-02-17,581.5338134765625,581.75,600.0,560.8499755859375,573.7000122070312,2870623,2025-02-17
2025-02-24,556.9429931640625,557.1500244140625,596.5999755859375,555.0,581.7000122070312,4073234,2025-02-24
2025-03-03,606.974365234375,607.2000122070312,609.5,532.5999755859375,559.4000244140625,6327481,2025-03-03
2025-03-10,604.1253662109375,604.3499755859375,625.7999877929688,580.9000244140625,607.9000244140625,3647253,2025-03-10
2025-03-17,630.4656372070312,630.7000122070312,638.0,598.2000122070312,602.0,3734686,2025-03-17
2025-03-24,602.3760375976562,602.5999755859375,641.9000244140625,595.5999755859375,635.6500244140625,11261136,2025-03-24
2025-03-31,591.0802612304688,591.2999877929688,610.0,578.0999755859375,602.5999755859375,4846278,2025-03-31
2025-04-07,591.8299560546875,592.0499877929688,601.2000122070312,545.5,545.5,2400584,2025-04-07
2025-04-14,608.02392578125,608.25,622.25,592.0499877929688,592.0499877929688,2206322,2025-04-14
2025-04-21,599.7770385742188,600.0,634.0,594.0,614.0,3623697,2025-04-21
2025-04-28,599.5770874023438,599.7999877929688,625.0,595.1500244140625,600.0,2494471,2025-04-28
2025-05-05,600.8765869140625,601.0999755859375,684.4000244140625,587.0999755859375,607.0,24508633,2025-05-05
2025-05-12,681.3466796875,681.5999755859375,689.5,622.1500244140625,630.0,7877660,2025-05-12
2025-05-19,658.2552490234375,658.5,686.9500122070312,651.7000122070312,685.6500244140625,3285296,2025-05-19
2025-05-26,683.4959106445312,683.75,693.0,662.0499877929688,664.5999755859375,4026741,2025-05-26
2025-06-02,679.6973266601562,679.9500122070312,695.0,673.0999755859375,685.0,4098846,2025-06-02
2025-06-09,658.55517578125,658.7999877929688,721.0,654.5,686.0,7171324,2025-06-09
2025-06-16,617.0999755859375,617.0999755859375,664.5,613.9500122070312,658.7999877929688,8069357,2025-06-16
2025-06-23,682.4500122070312,682.4500122070312,693.9000244140625,608.1500244140625,614.5499877929688,17344112,2025-06-23
2025-06-30,660.0999755859375,660.0999755859375,687.2000122070312,656.75,684.0,4214641,2025-06-30
2025-07-07,644.75,644.75,665.0,641.0999755859375,663.0499877929688,2402002,2025-07-07
2025-07-14,647.75,647.75,656.0,640.0,649.9000244140625,1143215,2025-07-14
