Date,Adj Close_ENTERO.NS,Close_ENTERO.NS,High_ENTERO.NS,Low_ENTERO.NS,Open_ENTERO.NS,Volume_ENTERO.NS,Date
2024-06-24,1040.199951171875,1040.199951171875,1081.0,1031.5999755859375,1041.0,210615,2024-06-24
2024-07-01,1128.0999755859375,1128.0999755859375,1142.0,1038.449951171875,1045.0,435778,2024-07-01
2024-07-08,1147.800048828125,1147.800048828125,1155.0,1064.0,1128.0999755859375,156138,2024-07-08
2024-07-15,1111.300048828125,1111.300048828125,1159.949951171875,1106.699951171875,1151.0,134893,2024-07-15
2024-07-22,1201.699951171875,1201.699951171875,1215.0,1094.6500244140625,1094.6500244140625,336752,2024-07-22
2024-07-29,1245.0,1245.0,1265.0,1147.0,1209.949951171875,325476,2024-07-29
2024-08-05,1230.699951171875,1230.699951171875,1265.0,1190.050048828125,1203.050048828125,307827,2024-08-05
2024-08-12,1238.8499755859375,1238.8499755859375,1257.699951171875,1200.050048828125,1231.0,143434,2024-08-12
2024-08-19,1288.8499755859375,1288.8499755859375,1325.949951171875,1258.949951171875,1259.0,438305,2024-08-19
2024-08-26,1368.050048828125,1368.050048828125,1375.9000244140625,1288.0,1290.0,239491,2024-08-26
2024-09-02,1400.5,1400.5,1431.9000244140625,1324.0,1368.949951171875,551830,2024-09-02
2024-09-09,1432.1500244140625,1432.1500244140625,1510.9000244140625,1378.050048828125,1400.5,354379,2024-09-09
2024-09-16,1366.5999755859375,1366.5999755859375,1450.0,1329.75,1412.1500244140625,159752,2024-09-16
2024-09-23,1435.300048828125,1435.300048828125,1450.0,1284.0,1351.25,527960,2024-09-23
2024-09-30,1336.5999755859375,1336.5999755859375,1434.9000244140625,1323.949951171875,1434.0,277224,2024-09-30
2024-10-07,1303.8499755859375,1303.8499755859375,1361.6500244140625,1282.75,1327.300048828125,280421,2024-10-07
2024-10-14,1387.300048828125,1387.300048828125,1434.949951171875,1275.0,1316.9000244140625,282839,2024-10-14
2024-10-21,1354.3499755859375,1354.3499755859375,1409.0,1326.5999755859375,1408.050048828125,298133,2024-10-21
2024-10-28,1428.9000244140625,1428.9000244140625,1450.0,1328.300048828125,1341.5999755859375,97841,2024-10-28
2024-11-04,1503.550048828125,1503.550048828125,1584.25,1370.0999755859375,1443.199951171875,794728,2024-11-04
2024-11-11,1381.449951171875,1381.449951171875,1508.0,1342.0,1505.800048828125,237693,2024-11-11
2024-11-18,1302.8499755859375,1302.8499755859375,1398.949951171875,1283.0999755859375,1360.75,458626,2024-11-18
2024-11-25,1352.800048828125,1352.800048828125,1399.0,1268.0,1339.0,591590,2024-11-25
2024-12-02,1457.300048828125,1457.300048828125,1475.0,1334.199951171875,1350.0,271510,2024-12-02
2024-12-09,1463.699951171875,1463.699951171875,1492.5999755859375,1429.449951171875,1470.0,241410,2024-12-09
2024-12-16,1423.4000244140625,1423.4000244140625,1510.0,1339.0,1462.75,270171,2024-12-16
2024-12-23,1426.550048828125,1426.550048828125,1440.75,1376.0,1423.4000244140625,79390,2024-12-23
2024-12-30,1402.1500244140625,1402.1500244140625,1460.949951171875,1350.0,1405.1500244140625,102884,2024-12-30
2025-01-06,1410.949951171875,1410.949951171875,1486.9000244140625,1370.550048828125,1405.300048828125,175570,2025-01-06
2025-01-13,1292.9000244140625,1292.9000244140625,1439.3499755859375,1281.050048828125,1418.0,520257,2025-01-13
2025-01-20,1305.949951171875,1305.949951171875,1349.9000244140625,1282.0,1294.0,399463,2025-01-20
2025-01-27,1372.25,1372.25,1381.949951171875,1283.0,1291.3499755859375,280271,2025-01-27
2025-02-03,1431.449951171875,1431.449951171875,1563.9000244140625,1350.0,1350.0,972514,2025-02-03
2025-02-10,1230.6500244140625,1230.6500244140625,1458.8499755859375,1202.199951171875,1435.050048828125,507590,2025-02-10
2025-02-17,1315.6500244140625,1315.6500244140625,1349.050048828125,1197.949951171875,1205.1500244140625,269621,2025-02-17
2025-02-24,1264.8499755859375,1264.8499755859375,1333.0,1226.0,1333.0,206111,2025-02-24
2025-03-03,1287.300048828125,1287.300048828125,1324.800048828125,1203.0,1240.0,259887,2025-03-03
2025-03-10,1174.0,1174.0,1300.0,1159.050048828125,1274.449951171875,197069,2025-03-10
2025-03-17,1169.5,1169.5,1186.3499755859375,1128.8499755859375,1179.9000244140625,199737,2025-03-17
2025-03-24,1137.0,1137.0,1176.0,1105.1500244140625,1173.0,525533,2025-03-24
2025-03-31,1190.0,1190.0,1222.050048828125,1137.0,1137.0,198557,2025-03-31
2025-04-07,1160.550048828125,1160.550048828125,1199.0,1080.0,1080.0,348106,2025-04-07
2025-04-14,1312.300048828125,1312.300048828125,1392.699951171875,1172.0,1172.0,292514,2025-04-14
2025-04-21,1322.5999755859375,1322.5999755859375,1425.0,1292.199951171875,1315.0999755859375,236347,2025-04-21
2025-04-28,1291.300048828125,1291.300048828125,1384.4000244140625,1276.0999755859375,1330.0,219061,2025-04-28
2025-05-05,1358.5999755859375,1358.5999755859375,1366.0999755859375,1266.0,1288.5999755859375,188323,2025-05-05
2025-05-12,1479.5,1479.5,1500.0,1364.0999755859375,1366.0999755859375,267370,2025-05-12
2025-05-19,1427.199951171875,1427.199951171875,1495.0,1385.199951171875,1495.0,206469,2025-05-19
2025-05-26,1200.699951171875,1200.699951171875,1510.800048828125,1190.0,1450.0,846694,2025-05-26
2025-06-02,1214.300048828125,1214.300048828125,1256.199951171875,1171.0,1219.5999755859375,357912,2025-06-02
2025-06-09,1193.4000244140625,1193.4000244140625,1230.0,1185.0,1219.800048828125,258792,2025-06-09
2025-06-16,1118.5999755859375,1118.5999755859375,1205.0,1113.0999755859375,1194.9000244140625,468141,2025-06-16
2025-06-23,1131.4000244140625,1131.4000244140625,1169.9000244140625,1102.199951171875,1115.0999755859375,273234,2025-06-23
2025-06-30,1232.800048828125,1232.800048828125,1246.9000244140625,1130.4000244140625,1131.5,311877,2025-06-30
2025-07-07,1271.5,1271.5,1276.699951171875,1180.0,1238.9000244140625,454985,2025-07-07
2025-07-14,1247.199951171875,1247.199951171875,1271.5,1235.0,1271.0,68439,2025-07-14
