Date,Adj Close_GARFIBRES.NS,Close_GARFIBRES.NS,High_GARFIBRES.NS,Low_GARFIBRES.NS,Open_GARFIBRES.NS,Volume_GARFIBRES.NS,Date
2021-02-01,450.0151062011719,450.8399963378906,468.6000061035156,436.3999938964844,450.260009765625,465625,2021-02-01
2021-02-08,451.02325439453125,451.8500061035156,473.5199890136719,444.44000244140625,459.3999938964844,350805,2021-02-08
2021-02-15,488.7042236328125,489.6000061035156,509.760009765625,443.0,451.8500061035156,787495,2021-02-15
2021-02-22,516.1239013671875,517.0700073242188,559.5900268554688,469.17999267578125,492.0,852575,2021-02-22
2021-03-01,508.42803955078125,509.3599853515625,535.9500122070312,505.0,530.0,753475,2021-03-01
2021-03-08,506.60137939453125,507.5299987792969,527.7999877929688,505.2099914550781,514.0,376755,2021-03-08
2021-03-15,479.620849609375,480.5,513.4000244140625,456.6199951171875,513.4000244140625,756700,2021-03-15
2021-03-22,480.7088317871094,481.5899963378906,494.05999755859375,464.0,484.3500061035156,319075,2021-03-22
2021-03-29,522.2826538085938,523.239990234375,525.5,480.0,481.5899963378906,212375,2021-03-29
2021-04-05,538.5528564453125,539.5399780273438,543.4000244140625,501.0,525.5,327790,2021-04-05
2021-04-12,517.8707885742188,518.8200073242188,546.989990234375,513.0499877929688,534.6400146484375,367275,2021-04-12
2021-04-19,508.4380187988281,509.3699951171875,539.7999877929688,501.7300109863281,514.4000244140625,388125,2021-04-19
2021-04-26,523.2409057617188,524.2000122070312,534.02001953125,497.239990234375,511.9200134277344,768415,2021-04-26
2021-05-03,535.648193359375,536.6300048828125,556.7999877929688,514.0,525.2000122070312,333770,2021-05-03
2021-05-10,522.5022583007812,523.4600219726562,546.0900268554688,520.1900024414062,537.0,247385,2021-05-10
2021-05-17,577.5413208007812,578.5999755859375,587.780029296875,522.9199829101562,526.0800170898438,842090,2021-05-17
2021-05-24,571.3826293945312,572.4299926757812,589.1799926757812,545.989990234375,587.7999877929688,582220,2021-05-24
2021-05-31,577.50146484375,578.5599975585938,584.8499755859375,565.5599975585938,575.2899780273438,412480,2021-05-31
2021-06-07,595.2489624023438,596.3400268554688,603.8499755859375,575.6900024414062,592.0,325685,2021-06-07
2021-06-14,611.8385620117188,612.9600219726562,618.4000244140625,585.2000122070312,599.7999877929688,479495,2021-06-14
2021-06-21,648.8107299804688,650.0,679.1500244140625,605.3499755859375,611.5999755859375,752620,2021-06-21
2021-06-28,663.6334838867188,664.8499755859375,710.0,647.4099731445312,653.5999755859375,569625,2021-06-28
2021-07-05,676.919189453125,678.1599731445312,728.9400024414062,655.4099731445312,672.8499755859375,1239460,2021-07-05
2021-07-12,665.47021484375,666.6900024414062,719.97998046875,664.2100219726562,680.0,470810,2021-07-12
2021-07-19,698.9688110351562,700.25,720.0,650.8900146484375,666.0,526305,2021-07-19
2021-07-26,690.3146362304688,691.5800170898438,717.6900024414062,681.9299926757812,710.0,373300,2021-07-26
2021-08-02,689.0170288085938,690.280029296875,705.2000122070312,682.4099731445312,701.0,289005,2021-08-02
2021-08-09,657.295166015625,658.5,718.4000244140625,630.0,698.0,942890,2021-08-09
2021-08-16,661.9465942382812,663.1599731445312,675.1099853515625,641.1099853515625,661.97998046875,290305,2021-08-16
2021-08-23,625.3237915039062,626.469970703125,670.3099975585938,617.4099731445312,668.4000244140625,442220,2021-08-23
2021-08-30,652.4041137695312,653.5999755859375,658.0,620.010009765625,626.5,748225,2021-08-30
2021-09-06,688.0587768554688,689.3200073242188,700.1199951171875,641.3900146484375,660.2000122070312,482425,2021-09-06
2021-09-13,688.0386962890625,688.780029296875,696.0,661.2000122070312,693.0,388865,2021-09-13
2021-09-20,672.7451171875,673.469970703125,708.0599975585938,665.0,686.0,321060,2021-09-20
2021-09-27,665.0933837890625,665.8099975585938,688.4400024414062,632.239990234375,673.469970703125,311055,2021-09-27
2021-10-04,698.8370361328125,699.5900268554688,707.4000244140625,656.0999755859375,660.6099853515625,322895,2021-10-04
2021-10-11,767.7327880859375,768.5599975585938,782.2999877929688,691.8300170898438,707.7000122070312,671355,2021-10-11
2021-10-18,699.7160034179688,700.469970703125,806.0,691.8499755859375,806.0,484205,2021-10-18
2021-10-25,680.0972290039062,680.8300170898438,704.5499877929688,660.0,701.0,318030,2021-10-25
2021-11-01,706.3388671875,707.0999755859375,727.0,673.75,684.239990234375,142725,2021-11-01
2021-11-08,695.4805908203125,696.22998046875,768.6799926757812,682.0999755859375,716.0,432920,2021-11-08
2021-11-15,690.1962890625,690.9400024414062,718.5599975585938,676.22998046875,687.719970703125,328230,2021-11-15
2021-11-22,684.292724609375,685.030029296875,711.0,645.47998046875,690.0,271030,2021-11-22
2021-11-29,645.9039916992188,646.5999755859375,676.2000122070312,626.72998046875,675.030029296875,538290,2021-11-29
2021-12-06,657.661376953125,658.3699951171875,670.5499877929688,635.0,646.5999755859375,398860,2021-12-06
2021-12-13,634.2266235351562,634.9099731445312,672.0,630.2000122070312,661.6699829101562,215780,2021-12-13
2021-12-20,644.10595703125,644.7999877929688,655.6199951171875,619.7999877929688,630.0,186485,2021-12-20
2021-12-27,635.5152587890625,636.2000122070312,654.9299926757812,630.3300170898438,648.0,387590,2021-12-27
2022-01-03,630.7303466796875,631.4099731445312,669.9400024414062,626.5999755859375,636.2000122070312,549850,2022-01-03
2022-01-10,663.73486328125,664.4500122070312,683.7899780273438,621.3300170898438,633.739990234375,467255,2022-01-10
2022-01-17,643.2368774414062,643.9299926757812,672.0,634.25,669.0,245710,2022-01-17
2022-01-24,626.17529296875,626.8499755859375,640.0,581.9299926757812,640.0,497620,2022-01-24
2022-01-31,621.3505249023438,622.02001953125,646.8499755859375,620.02001953125,629.0,149505,2022-01-31
2022-02-07,609.3933715820312,610.0499877929688,623.9600219726562,601.0499877929688,620.02001953125,238570,2022-02-07
2022-02-14,590.7135009765625,591.3499755859375,609.9199829101562,570.0,600.0499877929688,365850,2022-02-14
2022-02-21,593.390625,594.030029296875,600.0,540.530029296875,582.4400024414062,422240,2022-02-21
2022-02-28,570.2855224609375,570.9000244140625,593.97998046875,558.6300048828125,584.030029296875,550420,2022-02-28
2022-03-07,568.5873413085938,569.2000122070312,577.9600219726562,548.0,560.0,337085,2022-03-07
2022-03-14,544.9228515625,545.510009765625,572.0499877929688,523.9600219726562,572.0499877929688,437365,2022-03-14
2022-03-21,548.468994140625,549.0599975585938,551.4500122070312,532.4500122070312,545.510009765625,245060,2022-03-21
2022-03-28,574.8206176757812,575.4400024414062,600.0,533.5499877929688,547.7999877929688,291230,2022-03-28
2022-04-04,613.7286987304688,614.3900146484375,618.0,568.4000244140625,580.0,357845,2022-04-04
2022-04-11,640.18017578125,640.8699951171875,654.6300048828125,620.0,621.4000244140625,291665,2022-04-11
2022-04-18,612.5799560546875,613.239990234375,659.3200073242188,606.530029296875,640.0,417110,2022-04-18
2022-04-25,609.4033813476562,610.0599975585938,620.0,594.010009765625,607.2100219726562,415675,2022-04-25
2022-05-02,581.513427734375,582.1400146484375,618.0,580.010009765625,610.0599975585938,186455,2022-05-02
2022-05-09,580.41455078125,581.0399780273438,616.219970703125,570.0,581.7999877929688,350615,2022-05-09
2022-05-16,585.7388916015625,586.3699951171875,605.97998046875,562.510009765625,583.9500122070312,198795,2022-05-16
2022-05-23,575.2501831054688,575.8699951171875,591.97998046875,552.1400146484375,589.3099975585938,247500,2022-05-23
2022-05-30,621.5003051757812,622.1699829101562,644.0,566.27001953125,566.27001953125,271625,2022-05-30
2022-06-06,588.8355102539062,589.469970703125,655.6599731445312,579.5999755859375,642.1699829101562,482660,2022-06-06
2022-06-13,579.7553100585938,580.3800048828125,621.0,564.8300170898438,584.0,193290,2022-06-13
2022-06-20,585.569091796875,586.2000122070312,595.989990234375,564.0,578.0,127290,2022-06-20
2022-06-27,604.0391235351562,604.6900024414062,618.75,568.7999877929688,597.9099731445312,202370,2022-06-27
2022-07-04,633.1378173828125,633.8200073242188,643.5999755859375,607.3900146484375,607.5900268554688,356395,2022-07-04
2022-07-11,608.2545776367188,608.9099731445312,644.1799926757812,604.0,639.530029296875,257555,2022-07-11
2022-07-18,669.6085205078125,670.3300170898438,686.5499877929688,612.22998046875,621.0700073242188,582110,2022-07-18
2022-07-25,659.0299072265625,659.739990234375,684.0,645.1099853515625,680.2000122070312,196445,2022-07-25
2022-08-01,603.3998413085938,604.0499877929688,671.2000122070312,596.0,668.7999877929688,381645,2022-08-01
2022-08-08,619.3426513671875,620.010009765625,631.4000244140625,600.4099731445312,604.0,366745,2022-08-08
2022-08-15,611.5010986328125,612.1599731445312,624.0,605.52001953125,620.010009765625,336880,2022-08-15
2022-08-22,663.0556030273438,663.77001953125,670.0,601.6500244140625,615.22998046875,841720,2022-08-22
2022-08-29,685.581298828125,686.3200073242188,713.989990234375,646.9400024414062,659.7999877929688,580165,2022-08-29
2022-09-05,738.1246337890625,738.9199829101562,750.969970703125,677.9000244140625,690.0,908600,2022-09-05
2022-09-12,697.7182006835938,698.469970703125,750.9500122070312,680.469970703125,743.0,1925365,2022-09-12
2022-09-19,684.0629272460938,684.7999877929688,708.4600219726562,670.530029296875,696.0,321215,2022-09-19
2022-09-26,687.7689208984375,688.510009765625,695.97998046875,660.0,674.9000244140625,192320,2022-09-26
2022-10-03,694.1820068359375,694.9299926757812,707.0700073242188,680.969970703125,691.9600219726562,234385,2022-10-03
2022-10-10,689.726806640625,690.469970703125,698.0,670.2100219726562,698.0,120980,2022-10-10
2022-10-17,690.466064453125,691.2100219726562,710.0,680.02001953125,709.739990234375,303645,2022-10-17
2022-10-24,704.5508422851562,705.3099975585938,727.1699829101562,692.2999877929688,700.0499877929688,220035,2022-10-24
2022-10-31,697.2687377929688,698.02001953125,710.1699829101562,683.1599731445312,705.2000122070312,190685,2022-10-31
2022-11-07,683.7432250976562,684.47998046875,707.7999877929688,670.030029296875,700.7000122070312,168255,2022-11-07
2022-11-14,650.7687377929688,651.469970703125,684.47998046875,648.0,684.47998046875,258350,2022-11-14
2022-11-21,664.1543579101562,664.8699951171875,724.5499877929688,619.0,654.72998046875,235660,2022-11-21
2022-11-28,685.0518188476562,685.7899780273438,691.219970703125,656.0,671.5999755859375,141240,2022-11-28
2022-12-05,685.581298828125,686.3200073242188,692.5700073242188,673.8200073242188,691.1300048828125,179235,2022-12-05
2022-12-12,653.4259643554688,654.1300048828125,691.1900024414062,646.22998046875,691.0,223915,2022-12-12
2022-12-19,624.86669921875,625.5399780273438,664.1300048828125,620.0,649.6500244140625,195800,2022-12-19
2022-12-26,622.4892578125,623.1599731445312,637.489990234375,601.3400268554688,625.010009765625,192100,2022-12-26
2023-01-02,613.7786254882812,614.4400024414062,629.7999877929688,608.5,623.2000122070312,213915,2023-01-02
2023-01-09,602.9602661132812,603.6099853515625,619.6900024414062,599.0,617.52001953125,125370,2023-01-09
2023-01-16,591.1730346679688,591.8099975585938,609.0,580.0,606.6300048828125,156095,2023-01-16
2023-01-23,572.1834716796875,572.7999877929688,594.0,567.8200073242188,593.0,116985,2023-01-23
2023-01-30,588.865478515625,589.5,597.9400024414062,569.2000122070312,572.7999877929688,121365,2023-01-30
2023-02-06,590.0042724609375,590.6400146484375,638.9400024414062,582.6300048828125,592.3599853515625,349025,2023-02-06
2023-02-13,586.4680786132812,587.0999755859375,596.7899780273438,552.4099731445312,590.239990234375,530665,2023-02-13
2023-02-20,593.4406127929688,594.0800170898438,600.469970703125,569.010009765625,589.7999877929688,282710,2023-02-20
2023-02-27,583.5213012695312,584.1500244140625,598.7100219726562,577.9099731445312,596.97998046875,267955,2023-02-27
2023-03-06,580.0050659179688,580.6300048828125,590.9600219726562,570.2000122070312,580.219970703125,109945,2023-03-06
2023-03-13,565.2809448242188,565.8900146484375,583.530029296875,560.2000122070312,583.0,228110,2023-03-13
2023-03-20,547.9595336914062,548.5499877929688,572.1199951171875,545.0,568.719970703125,194625,2023-03-20
2023-03-27,581.403564453125,582.030029296875,587.1900024414062,530.0,551.2999877929688,183260,2023-03-27
2023-04-03,582.9619140625,583.5900268554688,588.3400268554688,571.010009765625,587.739990234375,151365,2023-04-03
2023-04-10,580.0250244140625,580.6500244140625,588.489990234375,572.010009765625,583.5900268554688,177260,2023-04-10
2023-04-17,572.2333984375,572.8499755859375,586.489990234375,560.02001953125,580.6599731445312,219430,2023-04-17
2023-04-24,582.9019775390625,583.530029296875,586.0,570.0,570.2000122070312,170600,2023-04-24
2023-05-01,581.972900390625,582.5999755859375,595.4099731445312,573.77001953125,583.530029296875,224180,2023-05-01
2023-05-08,578.9362182617188,579.5599975585938,589.1799926757812,570.75,584.0,191435,2023-05-08
2023-05-15,598.625,599.27001953125,615.2999877929688,576.3300170898438,584.469970703125,1736735,2023-05-15
2023-05-22,603.3998413085938,604.0499877929688,629.9400024414062,591.0,599.7999877929688,556685,2023-05-22
2023-05-29,614.3779907226562,615.0399780273438,618.2000122070312,598.8099975585938,604.6199951171875,236345,2023-05-29
2023-06-05,616.5956420898438,617.260009765625,638.5800170898438,612.030029296875,622.4099731445312,343405,2023-06-05
2023-06-12,622.4892578125,623.1599731445312,633.0,615.2000122070312,615.2000122070312,381020,2023-06-12
2023-06-19,625.2462768554688,625.9199829101562,646.9199829101562,622.0,622.0,400005,2023-06-19
2023-06-26,620.5114135742188,621.1799926757812,631.8800048828125,612.52001953125,620.0,373895,2023-06-26
2023-07-03,632.5484008789062,633.22998046875,639.280029296875,621.010009765625,624.2899780273438,231325,2023-07-03
2023-07-10,624.5770263671875,625.25,643.22998046875,615.4000244140625,633.4000244140625,272230,2023-07-10
2023-07-17,617.49462890625,618.1599731445312,632.010009765625,602.0,628.989990234375,235025,2023-07-17
2023-07-24,622.5491943359375,623.219970703125,624.3900146484375,601.4000244140625,614.1599731445312,283155,2023-07-24
2023-07-31,659.3395385742188,660.0499877929688,674.9400024414062,623.4000244140625,623.4000244140625,844985,2023-07-31
2023-08-07,634.1067504882812,634.7899780273438,663.3599853515625,621.1300048828125,663.3499755859375,308620,2023-08-07
2023-08-14,633.5073852539062,634.1900024414062,647.0,628.0,628.5999755859375,178490,2023-08-14
2023-08-21,637.593017578125,638.280029296875,656.0,628.9400024414062,628.9400024414062,276065,2023-08-21
2023-08-28,636.763916015625,637.4500122070312,653.1599731445312,631.0,636.0499877929688,171800,2023-08-28
2023-09-04,649.6400146484375,650.3400268554688,656.0,635.010009765625,639.989990234375,372795,2023-09-04
2023-09-11,627.0543212890625,627.72998046875,651.5999755859375,626.0,651.5999755859375,268375,2023-09-11
2023-09-18,638.9099731445312,638.9099731445312,643.1199951171875,616.0,633.1500244140625,302370,2023-09-18
2023-09-25,635.0599975585938,635.0599975585938,644.4000244140625,626.760009765625,640.0,509745,2023-09-25
2023-10-02,634.8699951171875,634.8699951171875,643.8200073242188,630.0,635.0599975585938,193730,2023-10-02
2023-10-09,631.530029296875,631.530029296875,657.7999877929688,626.5999755859375,640.989990234375,182175,2023-10-09
2023-10-16,635.719970703125,635.719970703125,649.5800170898438,628.010009765625,631.52001953125,324110,2023-10-16
2023-10-23,636.239990234375,636.239990234375,639.989990234375,605.3099975585938,635.719970703125,220855,2023-10-23
2023-10-30,635.5,635.5,647.1400146484375,620.469970703125,633.75,223720,2023-10-30
2023-11-06,624.239990234375,624.239990234375,640.3599853515625,615.6799926757812,635.4000244140625,321330,2023-11-06
2023-11-13,634.1300048828125,634.1300048828125,638.0,622.6699829101562,628.5399780273438,170360,2023-11-13
2023-11-20,666.4299926757812,666.4299926757812,673.6300048828125,630.5399780273438,634.530029296875,345420,2023-11-20
2023-11-27,670.5800170898438,670.5800170898438,684.5999755859375,658.780029296875,666.4299926757812,333750,2023-11-27
2023-12-04,677.7100219726562,677.7100219726562,692.77001953125,652.469970703125,674.739990234375,362045,2023-12-04
2023-12-11,672.469970703125,672.469970703125,684.0,660.4299926757812,675.280029296875,336765,2023-12-11
2023-12-18,674.9500122070312,674.9500122070312,677.5999755859375,645.4000244140625,663.1599731445312,481050,2023-12-18
2023-12-25,673.2000122070312,673.2000122070312,688.4099731445312,660.5599975585938,674.9500122070312,316420,2023-12-25
2024-01-01,676.969970703125,676.969970703125,684.489990234375,664.4199829101562,673.7999877929688,289210,2024-01-01
2024-01-08,692.5800170898438,692.5800170898438,769.3699951171875,672.4000244140625,686.969970703125,1523720,2024-01-08
2024-01-15,688.1400146484375,688.1400146484375,699.47998046875,681.1099853515625,693.989990234375,174090,2024-01-15
2024-01-22,734.0700073242188,734.0700073242188,741.4000244140625,688.1400146484375,688.1400146484375,379900,2024-01-22
2024-01-29,690.3900146484375,690.3900146484375,761.97998046875,681.0,740.010009765625,687060,2024-01-29
2024-02-05,682.1099853515625,682.1099853515625,697.7999877929688,680.030029296875,692.0,321795,2024-02-05
2024-02-12,697.1199951171875,697.1199951171875,717.4099731445312,680.010009765625,685.3400268554688,277245,2024-02-12
2024-02-19,705.7000122070312,705.7000122070312,726.010009765625,688.47998046875,700.6099853515625,247305,2024-02-19
2024-02-26,702.52001953125,702.52001953125,730.0,697.7999877929688,708.6500244140625,395275,2024-02-26
2024-03-04,660.1400146484375,660.1400146484375,710.0,651.47998046875,708.0499877929688,290990,2024-03-04
2024-03-11,646.8800048828125,646.8800048828125,668.9400024414062,626.4099731445312,664.4000244140625,488120,2024-03-11
2024-03-18,696.5800170898438,696.5800170898438,702.030029296875,638.0499877929688,656.2000122070312,586650,2024-03-18
2024-03-25,665.030029296875,665.030029296875,696.5800170898438,645.2899780273438,696.5800170898438,252815,2024-03-25
2024-04-01,669.8099975585938,669.8099975585938,675.0,654.0,675.0,199255,2024-04-01
2024-04-08,675.1099853515625,675.1099853515625,682.3900146484375,660.6900024414062,672.0,128785,2024-04-08
2024-04-15,650.4099731445312,650.4099731445312,674.0,645.010009765625,669.6900024414062,274070,2024-04-15
2024-04-22,651.0800170898438,651.0800170898438,671.530029296875,646.4099731445312,648.0,299330,2024-04-22
2024-04-29,639.969970703125,639.969970703125,656.0,636.0,649.22998046875,140160,2024-04-29
2024-05-06,637.8900146484375,637.8900146484375,656.0,630.469970703125,640.3900146484375,591515,2024-05-06
2024-05-13,646.0700073242188,646.0700073242188,668.1300048828125,633.510009765625,639.7999877929688,169640,2024-05-13
2024-05-20,648.2899780273438,648.2899780273438,657.4500122070312,640.260009765625,650.1300048828125,125305,2024-05-20
2024-05-27,693.9099731445312,693.9099731445312,747.4000244140625,637.0,648.2000122070312,2014550,2024-05-27
2024-06-03,812.5599975585938,812.5599975585938,820.0,640.2100219726562,697.3800048828125,1034420,2024-06-03
2024-06-10,827.9400024414062,827.9400024414062,853.0,800.0,820.1799926757812,650690,2024-06-10
2024-06-17,810.2100219726562,810.2100219726562,857.760009765625,797.02001953125,827.9400024414062,353535,2024-06-17
2024-06-24,769.22998046875,769.22998046875,812.8200073242188,762.6099853515625,812.8200073242188,290880,2024-06-24
2024-07-01,797.8200073242188,797.8200073242188,838.5800170898438,771.6900024414062,771.7000122070312,437185,2024-07-01
2024-07-08,757.9099731445312,757.9099731445312,816.0,753.0,800.4400024414062,229045,2024-07-08
2024-07-15,750.4199829101562,750.4199829101562,782.1099853515625,741.1099853515625,752.010009765625,203030,2024-07-15
2024-07-22,769.969970703125,769.969970703125,773.989990234375,741.1099853515625,746.0,178620,2024-07-22
2024-07-29,745.6500244140625,745.6500244140625,811.1900024414062,740.6500244140625,775.97998046875,244775,2024-07-29
2024-08-05,757.1099853515625,757.1099853515625,782.02001953125,709.1199951171875,726.0,634985,2024-08-05
2024-08-12,740.6500244140625,740.6500244140625,762.4000244140625,726.4000244140625,760.0,413460,2024-08-12
2024-08-19,738.780029296875,738.780029296875,755.97998046875,721.2100219726562,741.0,179340,2024-08-19
2024-08-26,766.6699829101562,766.6699829101562,796.97998046875,736.010009765625,740.0,387615,2024-08-26
2024-09-02,764.4299926757812,764.4299926757812,776.0,726.2000122070312,766.6699829101562,324140,2024-09-02
2024-09-09,784.260009765625,784.260009765625,810.9600219726562,750.010009765625,760.1400146484375,453940,2024-09-09
2024-09-16,818.739990234375,818.739990234375,866.989990234375,736.5999755859375,784.260009765625,3616090,2024-09-16
2024-09-23,815.4500122070312,815.4500122070312,846.25,797.02001953125,833.989990234375,572125,2024-09-23
2024-09-30,789.7999877929688,789.7999877929688,832.1400146484375,778.4099731445312,819.530029296875,416075,2024-09-30
2024-10-07,802.27001953125,802.27001953125,812.4000244140625,741.8599853515625,789.7999877929688,516505,2024-10-07
2024-10-14,844.8900146484375,844.8900146484375,861.6799926757812,790.97998046875,805.75,461435,2024-10-14
2024-10-21,766.219970703125,766.219970703125,895.5999755859375,750.469970703125,866.0,808030,2024-10-21
2024-10-28,802.9500122070312,802.9500122070312,817.0,734.4000244140625,762.4000244140625,313715,2024-10-28
2024-11-04,812.2899780273438,812.2899780273438,870.7999877929688,794.010009765625,807.9099731445312,619380,2024-11-04
2024-11-11,790.4099731445312,790.4099731445312,822.0,759.6599731445312,822.0,240795,2024-11-11
2024-11-18,920.1099853515625,920.1099853515625,957.0,842.4500122070312,846.3900146484375,3359350,2024-11-18
2024-11-25,930.6400146484375,930.6400146484375,956.0,896.989990234375,956.0,749605,2024-11-25
2024-12-02,960.1500244140625,960.1500244140625,984.0,909.6099853515625,936.0,1084150,2024-12-02
2024-12-09,915.1500244140625,915.1500244140625,986.3900146484375,903.5999755859375,967.219970703125,461805,2024-12-09
2024-12-16,863.02001953125,863.02001953125,976.8900146484375,860.2000122070312,924.5700073242188,781045,2024-12-16
2024-12-23,932.1900024414062,932.1900024414062,939.5999755859375,845.5900268554688,869.989990234375,1074025,2024-12-23
2024-12-30,911.4000244140625,911.4000244140625,960.8200073242188,882.5499877929688,949.7999877929688,1449841,2024-12-30
2025-01-06,781.6500244140625,781.6500244140625,899.0,777.7999877929688,890.0,511205,2025-01-06
2025-01-13,812.75,812.75,825.0,740.6500244140625,762.3499755859375,968956,2025-01-13
2025-01-20,769.7000122070312,769.7000122070312,822.0999755859375,760.6500244140625,822.0,303994,2025-01-20
2025-01-27,801.3499755859375,801.3499755859375,840.0,714.5499877929688,766.0999755859375,442983,2025-01-27
2025-02-03,843.9000244140625,843.9000244140625,858.5499877929688,792.0499877929688,801.3499755859375,293936,2025-02-03
2025-02-10,735.0999755859375,735.0999755859375,849.4000244140625,722.3499755859375,849.4000244140625,345420,2025-02-10
2025-02-17,766.4000244140625,766.4000244140625,790.0,690.5,722.0,385334,2025-02-17
2025-02-24,752.9000244140625,752.9000244140625,775.4500122070312,735.9000244140625,750.0,275520,2025-02-24
2025-03-03,781.9000244140625,781.9000244140625,799.0,737.7999877929688,752.0,289400,2025-03-03
2025-03-10,775.3499755859375,775.3499755859375,790.5,748.8499755859375,774.0999755859375,131766,2025-03-10
2025-03-17,827.25,827.25,889.9500122070312,770.0,782.0,624449,2025-03-17
2025-03-24,864.7000122070312,864.7000122070312,985.5499877929688,798.5999755859375,824.0999755859375,1153631,2025-03-24
2025-03-31,842.75,842.75,891.0,826.5,864.7000122070312,283309,2025-03-31
2025-04-07,843.9500122070312,843.9500122070312,857.0,674.2000122070312,674.2000122070312,330922,2025-04-07
2025-04-14,885.2000122070312,885.2000122070312,896.1500244140625,850.0499877929688,855.8499755859375,182344,2025-04-14
2025-04-21,856.9000244140625,856.9000244140625,901.25,848.5499877929688,890.0,304571,2025-04-21
2025-04-28,870.5499877929688,870.5499877929688,876.0,837.5999755859375,856.9000244140625,288388,2025-04-28
2025-05-05,887.5,887.5,910.2000122070312,851.8499755859375,872.7000122070312,314331,2025-05-05
2025-05-12,886.2999877929688,886.2999877929688,943.9500122070312,862.0999755859375,926.0499877929688,402851,2025-05-12
2025-05-19,884.9000244140625,884.9000244140625,912.0,841.0,899.5999755859375,366579,2025-05-19
2025-05-26,859.7999877929688,859.7999877929688,902.0,857.75,884.9000244140625,229972,2025-05-26
2025-06-02,900.3499755859375,900.3499755859375,941.1500244140625,852.3499755859375,860.0499877929688,354419,2025-06-02
2025-06-09,879.5499877929688,879.5499877929688,913.5999755859375,874.75,906.2000122070312,188856,2025-06-09
2025-06-16,853.3499755859375,853.3499755859375,883.9500122070312,843.3499755859375,880.0,226028,2025-06-16
2025-06-23,905.0,905.0,928.4500122070312,839.0,853.3499755859375,734643,2025-06-23
2025-06-30,906.5,906.5,934.0,899.5999755859375,909.8499755859375,219776,2025-06-30
2025-07-07,911.75,911.75,947.0,902.0,906.5999755859375,366307,2025-07-07
2025-07-14,925.0499877929688,925.0499877929688,936.0,910.1500244140625,911.75,82512,2025-07-14
