Date,Adj Close_PRINCEPIPE.NS,Close_PRINCEPIPE.NS,High_PRINCEPIPE.NS,Low_PRINCEPIPE.NS,Open_PRINCEPIPE.NS,Volume_PRINCEPIPE.NS,Date
2024-05-13,652.082275390625,653.2000122070312,683.0,615.0499877929688,638.75,3054129,2024-05-13
2024-05-20,629.5709228515625,630.6500244140625,668.5999755859375,627.3499755859375,668.5999755859375,833111,2024-05-20
2024-05-27,609.006103515625,610.0499877929688,633.5,601.0,626.4000244140625,407106,2024-05-27
2024-06-03,649.287109375,650.4000244140625,682.9500122070312,578.7999877929688,625.0499877929688,874507,2024-06-03
2024-06-10,686.9725341796875,688.1500244140625,710.1500244140625,642.0999755859375,665.0,1701023,2024-06-10
2024-06-17,690.9656372070312,692.1500244140625,697.2999877929688,671.0499877929688,688.1500244140625,608143,2024-06-17
2024-06-24,673.1461791992188,674.2999877929688,720.7999877929688,663.9000244140625,698.9500122070312,2124310,2024-06-24
2024-07-01,692.16357421875,693.3499755859375,710.7999877929688,678.75,683.0,1369603,2024-07-01
2024-07-08,666.2579956054688,667.4000244140625,700.0,655.2999877929688,693.3499755859375,781977,2024-07-08
2024-07-15,670.2012329101562,671.3499755859375,705.0,665.2000122070312,672.9500122070312,1078384,2024-07-15
2024-07-22,670.7503051757812,671.9000244140625,689.0,661.0,667.0,430192,2024-07-22
2024-07-29,633.5140991210938,634.5999755859375,680.2999877929688,632.0,675.9500122070312,751772,2024-07-29
2024-08-05,593.6325073242188,594.6500244140625,631.1500244140625,577.5,625.0,1266806,2024-08-05
2024-08-12,598.1248168945312,599.1500244140625,605.5,580.0,594.6500244140625,355112,2024-08-12
2024-08-19,581.004150390625,582.0,617.5,579.7000122070312,601.0,596127,2024-08-19
2024-08-26,586.0454711914062,587.0499877929688,597.7000122070312,582.0499877929688,582.0499877929688,600246,2024-08-26
2024-09-02,557.59423828125,558.5499877929688,596.0,556.7999877929688,596.0,1367651,2024-09-02
2024-09-09,579.2999877929688,579.2999877929688,581.9500122070312,544.5,561.0,1934030,2024-09-09
2024-09-16,577.8499755859375,577.8499755859375,586.0,563.75,585.0,647023,2024-09-16
2024-09-23,559.8499755859375,559.8499755859375,584.9500122070312,556.1500244140625,578.0,739401,2024-09-23
2024-09-30,554.8499755859375,554.8499755859375,566.9500122070312,550.7000122070312,563.6500244140625,558422,2024-09-30
2024-10-07,546.9500122070312,546.9500122070312,558.9500122070312,541.75,558.9500122070312,434586,2024-10-07
2024-10-14,538.7999877929688,538.7999877929688,554.0,530.5,554.0,556423,2024-10-14
2024-10-21,501.3500061035156,501.3500061035156,540.7000122070312,496.8500061035156,540.0,632071,2024-10-21
2024-10-28,482.6499938964844,482.6499938964844,505.95001220703125,470.3500061035156,505.95001220703125,1082675,2024-10-28
2024-11-04,464.54998779296875,464.54998779296875,506.6000061035156,460.5,482.70001220703125,2166281,2024-11-04
2024-11-11,442.1499938964844,442.1499938964844,475.0,438.54998779296875,464.0,633433,2024-11-11
2024-11-18,422.79998779296875,422.79998779296875,449.0,418.6499938964844,442.1499938964844,510245,2024-11-18
2024-11-25,427.5,427.5,435.8999938964844,421.0,429.1499938964844,883464,2024-11-25
2024-12-02,436.25,436.25,461.8500061035156,427.04998779296875,432.0,1671399,2024-12-02
2024-12-09,423.20001220703125,423.20001220703125,439.8500061035156,419.0,437.1499938964844,1068657,2024-12-09
2024-12-16,407.3999938964844,407.3999938964844,427.6499938964844,404.0,424.25,702694,2024-12-16
2024-12-23,420.45001220703125,420.45001220703125,423.1000061035156,394.3999938964844,416.95001220703125,1266965,2024-12-23
2024-12-30,426.3999938964844,426.3999938964844,435.0,418.45001220703125,421.0,684194,2024-12-30
2025-01-06,398.04998779296875,398.04998779296875,427.0,393.70001220703125,426.95001220703125,619858,2025-01-06
2025-01-13,398.3999938964844,398.3999938964844,411.25,392.29998779296875,399.0,583624,2025-01-13
2025-01-20,382.54998779296875,382.54998779296875,405.6000061035156,380.25,402.8999938964844,663039,2025-01-20
2025-01-27,381.6000061035156,381.6000061035156,407.75,352.0,382.54998779296875,1074197,2025-01-27
2025-02-03,376.04998779296875,376.04998779296875,392.70001220703125,363.25,381.45001220703125,578322,2025-02-03
2025-02-10,278.8500061035156,278.8500061035156,377.0,271.95001220703125,376.04998779296875,3233381,2025-02-10
2025-02-17,276.1000061035156,276.1000061035156,287.04998779296875,263.1000061035156,278.8500061035156,1507926,2025-02-17
2025-02-24,286.70001220703125,286.70001220703125,293.75,265.3500061035156,276.1000061035156,1114176,2025-02-24
2025-03-03,278.1000061035156,278.1000061035156,288.1000061035156,268.3999938964844,286.20001220703125,1295988,2025-03-03
2025-03-10,248.6999969482422,248.6999969482422,279.95001220703125,248.0,278.0,923279,2025-03-10
2025-03-17,256.70001220703125,256.70001220703125,262.54998779296875,237.85000610351562,249.9499969482422,2129078,2025-03-17
2025-03-24,245.25,245.25,266.79998779296875,240.4499969482422,258.25,1828201,2025-03-24
2025-03-31,244.91000366210938,244.91000366210938,265.5,242.0,245.25,1656063,2025-03-31
2025-04-07,247.4199981689453,247.4199981689453,251.5,229.0500030517578,238.0,724391,2025-04-07
2025-04-14,258.260009765625,258.260009765625,265.3999938964844,247.4199981689453,247.4199981689453,534960,2025-04-14
2025-04-21,252.88999938964844,252.88999938964844,269.0,251.4499969482422,258.0,1465728,2025-04-21
2025-04-28,249.5,249.5,259.4200134277344,244.5,253.0,683352,2025-04-28
2025-05-05,246.3000030517578,246.3000030517578,255.6999969482422,236.5500030517578,251.6999969482422,547844,2025-05-05
2025-05-12,285.1000061035156,285.1000061035156,287.75,252.0500030517578,254.0,1660306,2025-05-12
2025-05-19,321.1000061035156,321.1000061035156,334.0,281.29998779296875,285.1000061035156,8680471,2025-05-19
2025-05-26,334.8500061035156,334.8500061035156,339.8500061035156,319.54998779296875,323.0,6019947,2025-05-26
2025-06-02,334.29998779296875,334.29998779296875,337.45001220703125,319.6499938964844,334.0,1553372,2025-06-02
2025-06-09,363.75,363.75,367.0,332.04998779296875,335.95001220703125,5268845,2025-06-09
2025-06-16,340.29998779296875,340.29998779296875,387.70001220703125,329.1000061035156,361.95001220703125,5199082,2025-06-16
2025-06-23,358.45001220703125,358.45001220703125,364.54998779296875,332.95001220703125,337.0,2921954,2025-06-23
2025-06-30,364.75,364.75,374.0,361.0,361.0,2399187,2025-06-30
2025-07-07,367.20001220703125,367.20001220703125,376.20001220703125,358.0,364.79998779296875,1315140,2025-07-07
2025-07-14,356.1000061035156,356.1000061035156,368.3500061035156,353.0,367.20001220703125,429418,2025-07-14
