Date,Adj Close_RHFL.NS,Close_RHFL.NS,High_RHFL.NS,Low_RHFL.NS,Open_RHFL.NS,Volume_RHFL.NS,Date
2025-03-31,3.4200000762939453,3.4200000762939453,3.690000057220459,3.0899999141693115,3.359999895095825,9433741,2025-03-31
2025-04-07,3.390000104904175,3.390000104904175,3.559999942779541,3.130000114440918,3.299999952316284,6001311,2025-04-07
2025-04-14,3.369999885559082,3.369999885559082,3.490000009536743,3.319999933242798,3.4700000286102295,6593045,2025-04-14
2025-04-21,3.319999933242798,3.319999933242798,3.700000047683716,3.1500000953674316,3.390000104904175,17628357,2025-04-21
2025-04-28,3.2699999809265137,3.2699999809265137,3.4800000190734863,3.240000009536743,3.3499999046325684,6796107,2025-04-28
2025-05-05,2.9700000286102295,2.9700000286102295,3.2899999618530273,2.869999885559082,3.2899999618530273,14590834,2025-05-05
2025-05-12,3.299999952316284,3.299999952316284,3.440000057220459,2.9700000286102295,2.9700000286102295,15482670,2025-05-12
2025-05-19,3.619999885559082,3.619999885559082,3.630000114440918,3.2699999809265137,3.3499999046325684,29262699,2025-05-19
2025-05-26,5.039999961853027,5.039999961853027,5.039999961853027,3.759999990463257,3.799999952316284,32938371,2025-05-26
2025-06-02,6.409999847412109,6.409999847412109,6.409999847412109,5.179999828338623,5.179999828338623,15908717,2025-06-02
2025-06-09,7.619999885559082,7.619999885559082,7.78000020980835,6.730000019073486,6.730000019073486,21948815,2025-06-09
2025-06-16,6.860000133514404,6.860000133514404,7.460000038146973,6.860000133514404,7.460000038146973,7434836,2025-06-16
2025-06-23,6.179999828338623,6.179999828338623,6.71999979019165,6.179999828338623,6.71999979019165,3209006,2025-06-23
2025-06-30,5.559999942779541,5.559999942779541,6.050000190734863,5.559999942779541,6.050000190734863,5126188,2025-06-30
2025-07-07,5.420000076293945,5.420000076293945,5.440000057220459,5.21999979019165,5.440000057220459,6089701,2025-07-07
2025-07-14,5.400000095367432,5.400000095367432,5.519999980926514,5.400000095367432,5.519999980926514,4000317,2025-07-14
