Date,Adj Close_INVENTURE.NS,Close_INVENTURE.NS,High_INVENTURE.NS,Low_INVENTURE.NS,Open_INVENTURE.NS,Volume_INVENTURE.NS,Date
2025-02-10,1.75,1.75,1.8899999856948853,1.7000000476837158,1.8899999856948853,10190298,2025-02-10
2025-02-17,1.690000057220459,1.690000057220459,1.75,1.5199999809265137,1.75,10804175,2025-02-17
2025-02-24,1.5,1.5,1.690000057220459,1.4800000190734863,1.690000057220459,9254440,2025-02-24
2025-03-03,1.6200000047683716,1.6200000047683716,1.7400000095367432,1.3899999856948853,1.5,12552174,2025-03-03
2025-03-10,1.4700000286102295,1.4700000286102295,1.6399999856948853,1.4700000286102295,1.6299999952316284,7010732,2025-03-10
2025-03-17,1.5299999713897705,1.5299999713897705,1.6299999952316284,1.4299999475479126,1.4700000286102295,13258813,2025-03-17
2025-03-24,1.340000033378601,1.340000033378601,1.5700000524520874,1.3200000524520874,1.5299999713897705,16157800,2025-03-24
2025-03-31,1.4500000476837158,1.4500000476837158,1.5299999713897705,1.340000033378601,1.340000033378601,8766956,2025-03-31
2025-04-07,1.4600000381469727,1.4600000381469727,1.4900000095367432,1.3600000143051147,1.399999976158142,5156921,2025-04-07
2025-04-14,1.5099999904632568,1.5099999904632568,1.5499999523162842,1.4600000381469727,1.4600000381469727,4051387,2025-04-14
2025-04-21,1.559999942779541,1.559999942779541,1.8300000429153442,1.5,1.5,22972174,2025-04-21
2025-04-28,1.4900000095367432,1.4900000095367432,1.559999942779541,1.4700000286102295,1.5499999523162842,4228383,2025-04-28
2025-05-05,1.3899999856948853,1.3899999856948853,1.5199999809265137,1.3700000047683716,1.4800000190734863,6084915,2025-05-05
2025-05-12,1.6399999856948853,1.6399999856948853,1.659999966621399,1.4299999475479126,1.4700000286102295,14769451,2025-05-12
2025-05-19,1.5700000524520874,1.5700000524520874,1.7300000190734863,1.5399999618530273,1.649999976158142,11279301,2025-05-19
2025-05-26,1.6200000047683716,1.6200000047683716,1.659999966621399,1.5499999523162842,1.5700000524520874,4673567,2025-05-26
2025-06-02,1.600000023841858,1.600000023841858,1.649999976158142,1.590000033378601,1.6299999952316284,4225465,2025-06-02
2025-06-09,1.690000057220459,1.690000057220459,1.7999999523162842,1.590000033378601,1.6200000047683716,13165409,2025-06-09
2025-06-16,1.590000033378601,1.590000033378601,1.7300000190734863,1.5499999523162842,1.7000000476837158,8633453,2025-06-16
2025-06-23,1.659999966621399,1.659999966621399,1.7100000381469727,1.5199999809265137,1.559999942779541,8773833,2025-06-23
2025-06-30,1.659999966621399,1.659999966621399,1.7300000190734863,1.600000023841858,1.6799999475479126,8186979,2025-06-30
2025-07-07,1.6799999475479126,1.6799999475479126,1.7799999713897705,1.649999976158142,1.6799999475479126,8360715,2025-07-07
2025-07-14,1.690000057220459,1.690000057220459,1.7400000095367432,1.649999976158142,1.6799999475479126,3418556,2025-07-14
