Date,Adj Close_ANURAS.NS,Close_ANURAS.NS,High_ANURAS.NS,Low_ANURAS.NS,Open_ANURAS.NS,Volume_ANURAS.NS,Date
2022-06-06,619.0797729492188,622.5499877929688,686.0999755859375,618.4500122070312,684.5,1165484,2022-06-06
2022-06-13,557.4254150390625,560.5499877929688,617.9000244140625,556.0,617.9000244140625,556586,2022-06-13
2022-06-20,613.7099609375,617.1500244140625,627.5499877929688,546.75,564.4000244140625,418640,2022-06-20
2022-06-27,618.1849365234375,621.6500244140625,636.0,596.5,629.0,804803,2022-06-27
2022-07-04,618.4334716796875,621.9000244140625,653.0,611.0,632.0,318037,2022-07-04
2022-07-11,729.0634155273438,733.1500244140625,749.9500122070312,618.4500122070312,624.0,1408322,2022-07-11
2022-07-18,788.828369140625,793.25,810.5999755859375,728.0999755859375,737.7000122070312,488499,2022-07-18
2022-07-25,792.3088989257812,796.75,817.7000122070312,734.0,788.2000122070312,722819,2022-07-25
2022-08-01,763.02294921875,767.2999877929688,846.25,755.2000122070312,805.0,551421,2022-08-01
2022-08-08,746.89111328125,750.7000122070312,799.0,747.0,767.2999877929688,303064,2022-08-08
2022-08-15,747.7865600585938,751.5999755859375,774.2000122070312,745.0,750.7000122070312,159286,2022-08-15
2022-08-22,760.9693603515625,764.8499755859375,781.9000244140625,742.0,752.0,210051,2022-08-22
2022-08-29,760.4718627929688,764.3499755859375,794.5,745.5,753.7000122070312,152773,2022-08-29
2022-09-05,783.5852661132812,786.5499877929688,794.0,757.0999755859375,763.5,202641,2022-09-05
2022-09-12,753.2001953125,756.0499877929688,799.9500122070312,748.0,765.0,675714,2022-09-12
2022-09-19,768.7413940429688,771.6500244140625,823.9000244140625,735.0999755859375,756.8499755859375,2598131,2022-09-19
2022-09-26,748.3187255859375,751.1500244140625,787.0,740.0,756.25,1114501,2022-09-26
2022-10-03,732.1300048828125,734.9000244140625,752.9500122070312,722.1500244140625,752.9500122070312,344972,2022-10-03
2022-10-10,722.7653198242188,725.5,754.0,710.4500122070312,734.9000244140625,550341,2022-10-10
2022-10-17,749.4642944335938,752.2999877929688,794.7999877929688,719.8499755859375,723.0,1059024,2022-10-17
2022-10-24,777.1595458984375,780.0999755859375,823.0,761.0,764.7999877929688,1327489,2022-10-24
2022-10-31,746.1767578125,749.0,785.0,742.7999877929688,782.0,986840,2022-10-31
2022-11-07,742.3910522460938,745.2000122070312,756.8499755859375,736.8499755859375,751.0,238114,2022-11-07
2022-11-14,731.8309936523438,734.5999755859375,748.5,730.0499877929688,748.5,291395,2022-11-14
2022-11-21,723.9608764648438,726.7000122070312,738.0,723.0,734.25,250893,2022-11-21
2022-11-28,716.8876342773438,719.5999755859375,740.5,713.5999755859375,728.0,315370,2022-11-28
2022-12-05,713.1018676757812,715.7999877929688,726.9500122070312,712.2999877929688,720.9000244140625,182959,2022-12-05
2022-12-12,688.943359375,691.5499877929688,725.0,687.2999877929688,714.9000244140625,313426,2022-12-12
2022-12-19,657.4126586914062,659.9000244140625,692.9000244140625,646.5999755859375,692.2000122070312,312929,2022-12-19
2022-12-26,676.8889770507812,679.4500122070312,691.7000122070312,653.9000244140625,661.5,188181,2022-12-26
2023-01-02,686.8512573242188,689.4500122070312,700.7000122070312,673.2999877929688,673.2999877929688,128441,2023-01-02
2023-01-09,671.31005859375,673.8499755859375,692.6500244140625,667.7999877929688,692.6500244140625,129371,2023-01-09
2023-01-16,647.0518188476562,649.5,677.0,640.2000122070312,674.9000244140625,376224,2023-01-16
2023-01-23,594.2516479492188,596.5,652.9000244140625,590.0,649.5,518397,2023-01-23
2023-01-30,574.8748779296875,577.0499877929688,607.5499877929688,570.0,595.0,191748,2023-01-30
2023-02-06,615.2222290039062,617.5499877929688,627.0499877929688,573.9500122070312,579.9500122070312,746037,2023-02-06
2023-02-13,622.8009033203125,624.5499877929688,630.75,607.0,623.0,463884,2023-02-13
2023-02-20,647.2821655273438,649.0999755859375,664.6500244140625,620.1500244140625,627.7999877929688,1319399,2023-02-20
2023-02-27,733.9887084960938,736.0499877929688,740.0,638.0999755859375,645.3499755859375,1491119,2023-02-27
2023-03-06,745.0576171875,747.1500244140625,763.4000244140625,731.0,747.7000122070312,1096459,2023-03-06
2023-03-13,747.052001953125,749.1500244140625,750.0,727.8499755859375,750.0,2171335,2023-03-13
2023-03-20,852.6055908203125,855.0,859.4000244140625,741.1500244140625,755.9000244140625,5522358,2023-03-20
2023-03-27,862.9266357421875,865.3499755859375,870.0,815.0,867.0,1164002,2023-03-27
2023-04-03,946.5418090820312,949.2000122070312,954.75,842.0,868.9500122070312,1997392,2023-04-03
2023-04-10,986.2802124023438,989.0499877929688,993.75,910.75,944.0,2820963,2023-04-10
2023-04-17,1056.83203125,1059.800048828125,1076.800048828125,987.5499877929688,995.2000122070312,4233167,2023-04-17
2023-04-24,1126.137451171875,1129.300048828125,1180.0,1058.0999755859375,1065.4000244140625,4347803,2023-04-24
2023-05-01,1129.37841796875,1132.550048828125,1224.199951171875,1060.699951171875,1129.300048828125,4746959,2023-05-01
2023-05-08,1163.681884765625,1166.949951171875,1199.0999755859375,1105.0,1152.0,1872992,2023-05-08
2023-05-15,1194.3458251953125,1197.699951171875,1200.0,1150.050048828125,1169.800048828125,746608,2023-05-15
2023-05-22,1217.9495849609375,1219.800048828125,1234.0,1170.050048828125,1206.550048828125,1069604,2023-05-22
2023-05-29,1116.6533203125,1118.3499755859375,1223.0,1092.0999755859375,1220.0,1327730,2023-05-29
2023-06-05,1082.9046630859375,1084.550048828125,1133.3499755859375,1062.0,1106.0,844407,2023-06-05
2023-06-12,1081.9560546875,1083.5999755859375,1150.0,1055.6500244140625,1060.0,1342691,2023-06-12
2023-06-19,1035.9759521484375,1037.550048828125,1090.9000244140625,1032.5,1084.199951171875,635572,2023-06-19
2023-06-26,1028.4375,1030.0,1057.6500244140625,1025.0,1031.0,194717,2023-06-26
2023-07-03,991.34375,992.8499755859375,1035.0,966.0,1022.2999877929688,795229,2023-07-03
2023-07-10,1017.154541015625,1018.7000122070312,1070.0,978.0,1010.0,1775984,2023-07-10
2023-07-17,978.2137451171875,979.7000122070312,1030.0,973.75,1024.0,348711,2023-07-17
2023-07-24,975.2681884765625,976.75,985.9500122070312,968.0,979.7000122070312,223829,2023-07-24
2023-07-31,928.7388916015625,930.1500244140625,982.7999877929688,920.0,973.4500122070312,328061,2023-07-31
2023-08-07,949.1578979492188,950.5999755859375,959.8499755859375,921.0,930.5,864723,2023-08-07
2023-08-14,941.8689575195312,943.2999877929688,959.9500122070312,937.0,950.5999755859375,1442296,2023-08-14
2023-08-21,1013.3103637695312,1014.8499755859375,1021.0,943.2999877929688,943.5999755859375,1733270,2023-08-21
2023-08-28,1003.6251220703125,1005.1500244140625,1030.0,994.0,1019.75,1153550,2023-08-28
2023-09-04,982.8067626953125,984.2999877929688,1017.9000244140625,981.0499877929688,1005.4000244140625,477303,2023-09-04
2023-09-11,938.9733276367188,940.4000244140625,997.8499755859375,937.0,987.0,562749,2023-09-11
2023-09-18,877.6165771484375,878.9500122070312,956.8499755859375,867.7999877929688,956.8499755859375,664194,2023-09-18
2023-09-25,883.507568359375,884.8499755859375,902.0,876.5,883.5,1188158,2023-09-25
2023-10-02,889.6982421875,891.0499877929688,904.7000122070312,870.2999877929688,884.8499755859375,444963,2023-10-02
2023-10-09,882.8086547851562,884.1500244140625,893.4500122070312,873.5499877929688,885.4000244140625,607687,2023-10-09
2023-10-16,849.9585571289062,851.25,891.3499755859375,846.5499877929688,888.7999877929688,1217229,2023-10-16
2023-10-23,850.5077514648438,851.7999877929688,858.9500122070312,840.0,858.9500122070312,564593,2023-10-23
2023-10-30,904.5756225585938,905.9500122070312,917.9500122070312,849.5499877929688,851.7999877929688,1108699,2023-10-30
2023-11-06,904.925048828125,906.2999877929688,931.7999877929688,889.3499755859375,905.0,1428741,2023-11-06
2023-11-13,930.1867065429688,931.5999755859375,944.75,910.0499877929688,923.9000244140625,995276,2023-11-13
2023-11-20,948.5088500976562,949.9500122070312,952.0,924.0,931.1500244140625,920998,2023-11-20
2023-11-27,1012.8056030273438,1013.7999877929688,1019.6500244140625,946.5499877929688,949.9500122070312,3023081,2023-11-27
2023-12-04,1035.083740234375,1036.0999755859375,1059.449951171875,1005.4500122070312,1020.5,1400475,2023-12-04
2023-12-11,1039.6292724609375,1040.6500244140625,1079.949951171875,1027.0,1039.300048828125,1313863,2023-12-11
2023-12-18,1007.5108032226562,1008.5,1050.0,1001.5,1049.0,913917,2023-12-18
2023-12-25,1051.0181884765625,1052.050048828125,1055.0,990.0499877929688,1008.5,1173493,2023-12-25
2024-01-01,1069.749755859375,1070.800048828125,1106.300048828125,1044.75,1050.0,1547016,2024-01-01
2024-01-08,958.708740234375,959.6500244140625,1076.9000244140625,945.0,1070.050048828125,1060724,2024-01-08
2024-01-15,941.8253173828125,942.75,961.9500122070312,913.0499877929688,959.6500244140625,249365,2024-01-15
2024-01-22,963.553955078125,964.5,970.0,927.7000122070312,942.75,223287,2024-01-22
2024-01-29,949.3678588867188,950.2999877929688,967.5,918.0999755859375,967.5,1327829,2024-01-29
2024-02-05,921.5951538085938,922.5,952.9000244140625,900.2000122070312,950.0,452198,2024-02-05
2024-02-12,905.26123046875,906.1500244140625,926.8499755859375,781.9500122070312,923.0,1129757,2024-02-12
2024-02-19,939.527587890625,940.4500122070312,945.0,880.0,906.0,567264,2024-02-19
2024-02-26,957.3101196289062,958.25,963.0,937.4000244140625,946.6500244140625,375769,2024-02-26
2024-03-04,935.7313232421875,936.6500244140625,966.0,917.1500244140625,945.0,512961,2024-03-04
2024-03-11,909.1573486328125,910.0499877929688,954.4000244140625,892.0,936.6500244140625,493494,2024-03-11
2024-03-18,886.92919921875,887.7999877929688,920.0,885.0,906.7999877929688,309012,2024-03-18
2024-03-25,869.5962524414062,870.4500122070312,889.9500122070312,850.0,887.7999877929688,205397,2024-03-25
2024-04-01,892.3239135742188,893.2000122070312,945.0999755859375,865.25,865.25,1229502,2024-04-01
2024-04-08,865.2005004882812,866.0499877929688,899.6500244140625,832.7999877929688,893.2000122070312,496066,2024-04-08
2024-04-15,879.2367553710938,880.0999755859375,888.7999877929688,826.5999755859375,866.0499877929688,770739,2024-04-15
2024-04-22,839.7255249023438,840.5499877929688,910.2000122070312,833.9500122070312,890.0,837429,2024-04-22
2024-04-29,833.8313598632812,834.6500244140625,845.2000122070312,825.0499877929688,845.0,556120,2024-04-29
2024-05-06,787.9763793945312,788.75,840.0499877929688,782.25,839.9500122070312,526698,2024-05-06
2024-05-13,783.5806274414062,784.3499755859375,800.7999877929688,776.0,788.75,434559,2024-05-13
2024-05-20,762.1517333984375,762.9000244140625,793.9500122070312,759.0,790.2999877929688,378951,2024-05-20
2024-05-27,761.9019775390625,762.6500244140625,770.9000244140625,753.75,770.9000244140625,303809,2024-05-27
2024-06-03,769.0948486328125,769.8499755859375,778.7999877929688,720.4000244140625,770.3499755859375,2055488,2024-06-03
2024-06-10,787.3269653320312,788.0999755859375,794.9000244140625,761.2999877929688,773.5999755859375,925050,2024-06-10
2024-06-17,777.9861450195312,778.75,795.0,776.3499755859375,788.0999755859375,660522,2024-06-17
2024-06-24,763.9998779296875,764.75,779.3499755859375,761.5,772.0,557800,2024-06-24
2024-07-01,762.0018310546875,762.75,772.0,760.4500122070312,766.6500244140625,261494,2024-07-01
2024-07-08,750.7129516601562,751.4500122070312,765.7999877929688,731.7999877929688,763.9500122070312,407963,2024-07-08
2024-07-15,784.130126953125,784.9000244140625,795.5999755859375,746.0499877929688,748.0499877929688,1166239,2024-07-15
2024-07-22,782.1321411132812,782.9000244140625,805.0,755.0499877929688,772.7000122070312,1187965,2024-07-22
2024-07-29,788.3259887695312,789.0999755859375,819.9000244140625,778.0,780.0499877929688,2595962,2024-07-29
2024-08-05,778.6854858398438,779.4500122070312,785.0,760.0499877929688,778.0499877929688,577755,2024-08-05
2024-08-12,803.7608642578125,804.5499877929688,808.0,733.3499755859375,772.25,747569,2024-08-12
2024-08-19,780.5835571289062,781.3499755859375,809.9500122070312,775.0499877929688,809.9500122070312,505415,2024-08-19
2024-08-26,778.0360717773438,778.7999877929688,797.0,769.0,782.2999877929688,302144,2024-08-26
2024-09-02,762.0518188476562,762.7999877929688,785.5,760.25,785.5,238545,2024-09-02
2024-09-09,768.54541015625,769.2999877929688,780.0,756.3499755859375,762.8499755859375,300009,2024-09-09
2024-09-16,747.1664428710938,747.9000244140625,770.7000122070312,740.7999877929688,769.7999877929688,241594,2024-09-16
2024-09-23,728.25,728.25,754.7999877929688,721.5499877929688,750.7999877929688,344644,2024-09-23
2024-09-30,746.25,746.25,784.0999755859375,725.0,728.9500122070312,619175,2024-09-30
2024-10-07,735.2999877929688,735.2999877929688,752.0,715.75,746.0499877929688,226197,2024-10-07
2024-10-14,726.4500122070312,726.4500122070312,738.4000244140625,712.6500244140625,736.0,186548,2024-10-14
2024-10-21,688.75,688.75,751.0,677.0,728.5499877929688,329953,2024-10-21
2024-10-28,735.0499877929688,735.0499877929688,741.5999755859375,672.7999877929688,693.7000122070312,639837,2024-10-28
2024-11-04,736.2000122070312,736.2000122070312,744.7999877929688,721.1500244140625,735.5999755859375,361902,2024-11-04
2024-11-11,734.8499755859375,734.8499755859375,743.2999877929688,702.0,735.0999755859375,427253,2024-11-11
2024-11-18,733.2000122070312,733.2000122070312,738.9000244140625,710.25,728.0,306685,2024-11-18
2024-11-25,732.8499755859375,732.8499755859375,744.0499877929688,721.9000244140625,733.2000122070312,225277,2024-11-25
2024-12-02,734.2999877929688,734.2999877929688,745.0,725.0999755859375,730.0,411085,2024-12-02
2024-12-09,755.0999755859375,755.0999755859375,783.0,730.5499877929688,732.0,1103204,2024-12-09
2024-12-16,718.7000122070312,718.7000122070312,765.7999877929688,712.5499877929688,755.5999755859375,315779,2024-12-16
2024-12-23,714.5,714.5,738.5,711.2999877929688,718.9500122070312,442444,2024-12-23
2024-12-30,728.25,728.25,748.0,709.75,712.5999755859375,707846,2024-12-30
2025-01-06,690.9000244140625,690.9000244140625,731.9500122070312,686.0499877929688,729.9500122070312,345643,2025-01-06
2025-01-13,690.5499877929688,690.5499877929688,701.0,666.7000122070312,690.0,449039,2025-01-13
2025-01-20,686.5499877929688,686.5499877929688,706.4000244140625,682.0999755859375,690.5499877929688,275589,2025-01-20
2025-01-27,694.25,694.25,701.0499877929688,630.0999755859375,675.0,417417,2025-01-27
2025-02-03,730.1500244140625,730.1500244140625,754.0,684.0,684.25,432910,2025-02-03
2025-02-10,674.0999755859375,674.0999755859375,759.0,658.1500244140625,741.0999755859375,1584969,2025-02-10
2025-02-17,640.0499877929688,640.0499877929688,668.0,601.2999877929688,664.7000122070312,758322,2025-02-17
2025-02-24,632.4000244140625,632.4000244140625,646.2000122070312,601.0,635.0,395671,2025-02-24
2025-03-03,781.4500122070312,781.4500122070312,786.0,601.5499877929688,639.0,2737420,2025-03-03
2025-03-10,788.0999755859375,788.0999755859375,809.6500244140625,763.4000244140625,784.9500122070312,1746067,2025-03-10
2025-03-17,770.6500244140625,770.6500244140625,793.7999877929688,756.0,785.7000122070312,1328886,2025-03-17
2025-03-24,759.4000244140625,759.4000244140625,785.0,730.0,770.0,1661273,2025-03-24
2025-03-31,763.5499877929688,763.5499877929688,776.9000244140625,735.2999877929688,759.4000244140625,293423,2025-03-31
2025-04-07,702.5,702.5,740.0,686.0999755859375,701.0999755859375,2768288,2025-04-07
2025-04-14,802.7000122070312,802.7000122070312,812.5,696.2999877929688,702.5,1794081,2025-04-14
2025-04-21,856.2999877929688,856.2999877929688,868.0999755859375,791.25,813.0,2679641,2025-04-21
2025-04-28,871.6500244140625,871.6500244140625,879.0999755859375,842.9500122070312,863.4500122070312,1279062,2025-04-28
2025-05-05,893.6500244140625,893.6500244140625,928.0,860.0499877929688,870.0,2010947,2025-05-05
2025-05-12,946.7999877929688,946.7999877929688,974.0,885.0,915.0,1781697,2025-05-12
2025-05-19,938.7000122070312,938.7000122070312,971.0,931.5,938.0,1007069,2025-05-19
2025-05-26,1004.75,1004.75,1011.0,946.2999877929688,979.0999755859375,1837985,2025-05-26
2025-06-02,1041.9000244140625,1041.9000244140625,1056.0,991.2999877929688,1004.0,866011,2025-06-02
2025-06-09,1117.4000244140625,1117.4000244140625,1152.4000244140625,1044.5,1050.0,3187617,2025-06-09
2025-06-16,1133.5,1133.5,1141.800048828125,1100.5,1111.5,903163,2025-06-16
2025-06-23,1135.0,1135.0,1155.0,1105.0,1133.699951171875,1216019,2025-06-23
2025-06-30,1136.9000244140625,1136.9000244140625,1166.0,1125.300048828125,1140.5999755859375,626232,2025-06-30
2025-07-07,1139.5999755859375,1139.5999755859375,1164.9000244140625,1115.0,1137.300048828125,597577,2025-07-07
2025-07-14,1164.199951171875,1164.199951171875,1172.0,1132.699951171875,1147.0,291529,2025-07-14
