Date,Adj Close_REMSONSIND.NS,Close_REMSONSIND.NS,High_REMSONSIND.NS,Low_REMSONSIND.NS,Open_REMSONSIND.NS,Volume_REMSONSIND.NS,Date
2022-04-11,45.93833923339844,46.380001068115234,52.9900016784668,39.56999969482422,39.790000915527344,730135,2022-04-11
2022-04-18,44.32386016845703,44.75,47.79999923706055,43.41999816894531,46.810001373291016,132255,2022-04-18
2022-04-25,41.094905853271484,41.4900016784668,47.599998474121094,41.0,47.599998474121094,67000,2022-04-25
2022-05-02,40.074710845947266,40.459999084472656,44.400001525878906,38.599998474121094,41.29999923706055,78175,2022-05-02
2022-05-09,38.509761810302734,38.880001068115234,43.0099983215332,36.810001373291016,40.59000015258789,93675,2022-05-09
2022-05-16,43.85833740234375,44.279998779296875,45.599998474121094,37.7599983215332,39.33000183105469,286120,2022-05-16
2022-05-23,40.45109558105469,40.84000015258789,49.099998474121094,38.02000045776367,46.31999969482422,261770,2022-05-23
2022-05-30,40.22328567504883,40.61000061035156,41.880001068115234,39.22999954223633,41.849998474121094,35710,2022-05-30
2022-06-06,40.37185287475586,40.7599983215332,46.0,38.66999816894531,40.97999954223633,211025,2022-06-06
2022-06-13,40.589759826660156,40.97999954223633,42.58000183105469,38.81999969482422,39.79999923706055,99165,2022-06-13
2022-06-20,41.76842498779297,42.16999816894531,42.7400016784668,39.0,41.36000061035156,87460,2022-06-20
2022-06-27,42.88766860961914,43.29999923706055,44.84000015258789,40.33000183105469,42.97999954223633,82120,2022-06-27
2022-07-04,45.42329025268555,45.86000061035156,47.720001220703125,43.0,45.400001525878906,286115,2022-07-04
2022-07-11,41.53071212768555,41.93000030517578,46.7599983215332,41.400001525878906,46.7599983215332,67175,2022-07-11
2022-07-18,43.93757247924805,44.36000061035156,44.9900016784668,41.349998474121094,42.5099983215332,57405,2022-07-18
2022-07-25,44.413002014160156,44.84000015258789,46.0099983215332,42.31999969482422,44.9900016784668,64760,2022-07-25
2022-08-01,43.08576583862305,43.5,49.0,42.91999816894531,43.95000076293945,76995,2022-08-01
2022-08-08,41.590145111083984,41.9900016784668,44.06999969482422,41.599998474121094,42.43000030517578,33255,2022-08-08
2022-08-15,43.74938201904297,44.16999816894531,46.0,41.72999954223633,41.9900016784668,56630,2022-08-15
2022-08-22,43.37300109863281,43.790000915527344,47.400001525878906,42.689998626708984,44.79999923706055,106035,2022-08-22
2022-08-29,42.94710159301758,43.36000061035156,44.689998626708984,42.61000061035156,43.68000030517578,23140,2022-08-29
2022-09-05,43.987098693847656,44.40999984741211,45.130001068115234,42.709999084472656,43.04999923706055,78455,2022-09-05
2022-09-12,44.83890914916992,45.27000045776367,47.79999923706055,43.47999954223633,44.31999969482422,144475,2022-09-12
2022-09-19,49.00881576538086,49.47999954223633,60.400001525878906,44.650001525878906,45.849998474121094,2317465,2022-09-19
2022-09-26,46.192073822021484,46.43000030517578,50.880001068115234,45.02000045776367,48.400001525878906,541280,2022-09-26
2022-10-03,44.32170486450195,44.54999923706055,47.59000015258789,42.349998474121094,47.59000015258789,263565,2022-10-03
2022-10-10,44.18242645263672,44.40999984741211,46.189998626708984,42.81999969482422,44.369998931884766,94400,2022-10-10
2022-10-17,44.19236755371094,44.41999816894531,45.939998626708984,43.0,43.810001373291016,127415,2022-10-17
2022-10-24,44.51073455810547,44.7400016784668,45.58000183105469,43.599998474121094,45.0,66890,2022-10-24
2022-10-31,52.14142608642578,52.40999984741211,53.099998474121094,43.59000015258789,45.220001220703125,590445,2022-10-31
2022-11-07,48.95782470703125,49.209999084472656,53.400001525878906,47.22999954223633,52.959999084472656,312825,2022-11-07
2022-11-14,48.30120849609375,48.54999923706055,52.41999816894531,47.209999084472656,49.0,142305,2022-11-14
2022-11-21,48.6295166015625,48.880001068115234,50.7599983215332,46.70000076293945,47.959999084472656,91350,2022-11-21
2022-11-28,51.80316925048828,52.06999969482422,56.599998474121094,48.0099983215332,48.54999923706055,400430,2022-11-28
2022-12-05,52.19116973876953,52.459999084472656,53.97999954223633,49.810001373291016,53.189998626708984,151390,2022-12-05
2022-12-12,49.206546783447266,49.459999084472656,52.70000076293945,48.52000045776367,52.619998931884766,89825,2022-12-12
2022-12-19,46.788997650146484,47.029998779296875,50.959999084472656,44.310001373291016,50.0099983215332,170295,2022-12-19
2022-12-26,47.853515625,48.099998474121094,50.18000030517578,45.869998931884766,45.869998931884766,68920,2022-12-26
2023-01-02,46.818843841552734,47.060001373291016,49.56999969482422,45.81999969482422,48.400001525878906,102000,2023-01-02
2023-01-09,46.281612396240234,46.52000045776367,47.959999084472656,45.65999984741211,47.349998474121094,50480,2023-01-09
2023-01-16,46.540279388427734,46.779998779296875,47.560001373291016,45.310001373291016,46.97999954223633,69395,2023-01-16
2023-01-23,50.002445220947266,50.2599983215332,53.0,45.40999984741211,46.47999954223633,140480,2023-01-23
2023-01-30,47.067562103271484,47.310001373291016,51.540000915527344,47.0,49.20000076293945,138895,2023-01-30
2023-02-06,45.804073333740234,46.040000915527344,49.31999969482422,43.869998931884766,48.4900016784668,202225,2023-02-06
2023-02-13,43.6352424621582,43.86000061035156,47.79999923706055,42.709999084472656,45.27000045776367,93405,2023-02-13
2023-02-20,43.22734451293945,43.45000076293945,45.0,41.310001373291016,44.95000076293945,106395,2023-02-20
2023-02-27,43.49596405029297,43.720001220703125,45.0,42.130001068115234,43.619998931884766,65645,2023-02-27
2023-03-06,42.89903259277344,43.119998931884766,43.77000045776367,42.130001068115234,43.599998474121094,55705,2023-03-06
2023-03-13,39.78507614135742,39.9900016784668,43.310001373291016,37.61000061035156,43.029998779296875,133290,2023-03-13
2023-03-20,37.90475845336914,38.099998474121094,40.869998931884766,37.310001373291016,39.060001373291016,81375,2023-03-20
2023-03-27,38.024147033691406,38.220001220703125,38.83000183105469,36.400001525878906,38.61000061035156,79660,2023-03-27
2023-04-03,46.92827606201172,47.16999816894531,47.16999816894531,37.220001220703125,38.11000061035156,218515,2023-04-03
2023-04-10,42.94877624511719,43.16999816894531,49.9900016784668,42.79999923706055,48.380001068115234,219525,2023-04-10
2023-04-17,43.7944221496582,44.02000045776367,45.0,42.40999984741211,43.0,67950,2023-04-17
2023-04-24,43.67504119873047,43.900001525878906,44.88999938964844,42.72999954223633,44.45000076293945,81155,2023-04-24
2023-05-01,43.81432342529297,44.040000915527344,44.900001525878906,42.95000076293945,43.900001525878906,45100,2023-05-01
2023-05-08,45.3862190246582,45.619998931884766,46.95000076293945,42.810001373291016,45.119998931884766,107090,2023-05-08
2023-05-15,48.81854248046875,49.06999969482422,56.939998626708984,43.81999969482422,45.20000076293945,879930,2023-05-15
2023-05-22,49.713932037353516,49.970001220703125,51.599998474121094,48.02000045776367,49.79999923706055,180430,2023-05-22
2023-05-29,47.485408782958984,47.72999954223633,50.9900016784668,45.25,50.9900016784668,117060,2023-05-29
2023-06-05,48.1121826171875,48.36000061035156,51.79999923706055,47.2400016784668,48.189998626708984,160110,2023-06-05
2023-06-12,49.2662353515625,49.52000045776367,51.18000030517578,48.02000045776367,49.380001068115234,115410,2023-06-12
2023-06-19,46.798946380615234,47.040000915527344,50.61000061035156,46.400001525878906,50.380001068115234,130665,2023-06-19
2023-06-26,45.993099212646484,46.22999954223633,48.540000915527344,45.599998474121094,46.599998474121094,65790,2023-06-26
2023-07-03,49.325931549072266,49.58000183105469,52.06999969482422,45.400001525878906,47.13999938964844,274020,2023-07-03
2023-07-10,49.365726470947266,49.619998931884766,53.400001525878906,48.2599983215332,49.65999984741211,185080,2023-07-10
2023-07-17,48.3509521484375,48.599998474121094,50.59000015258789,47.060001373291016,50.20000076293945,377705,2023-07-17
2023-07-24,57.384422302246094,57.68000030517578,62.400001525878906,47.540000915527344,49.16999816894531,5635620,2023-07-24
2023-07-31,69.99944305419922,70.36000061035156,76.12999725341797,59.400001525878906,59.400001525878906,3617335,2023-07-31
2023-08-07,77.05310821533203,77.44999694824219,78.5999984741211,68.0,71.4000015258789,568705,2023-08-07
2023-08-14,75.13300323486328,75.5199966430664,77.88999938964844,72.5999984741211,75.5999984741211,139160,2023-08-14
2023-08-21,81.50020599365234,81.91999816894531,82.33999633789062,72.25,76.19999694824219,293785,2023-08-21
2023-08-28,84.76338958740234,85.19999694824219,86.0,79.36000061035156,82.4000015258789,533405,2023-08-28
2023-09-04,83.01241302490234,83.44000244140625,86.5199966430664,80.52999877929688,85.19999694824219,103550,2023-09-04
2023-09-11,86.86481475830078,87.0,87.55999755859375,79.81999969482422,83.80000305175781,97265,2023-09-11
2023-09-18,86.69507598876953,86.83000183105469,88.0,82.0,87.19999694824219,39590,2023-09-18
2023-09-25,88.721923828125,88.86000061035156,91.75,83.95999908447266,86.80000305175781,152410,2023-09-25
2023-10-02,91.07825469970703,91.22000122070312,92.87000274658203,85.12000274658203,88.86000061035156,48740,2023-10-02
2023-10-09,92.286376953125,92.43000030517578,93.98999786376953,86.66000366210938,89.94000244140625,194095,2023-10-09
2023-10-16,89.61053466796875,89.75,95.0,86.51000213623047,92.4000015258789,104310,2023-10-16
2023-10-23,88.85171508789062,88.98999786376953,90.0,87.0,89.75,107280,2023-10-23
2023-10-30,89.2610855102539,89.4000015258789,92.0,88.4000015258789,90.0,263975,2023-10-30
2023-11-06,91.4776382446289,91.62000274658203,94.68000030517578,89.0999984741211,89.4000015258789,264770,2023-11-06
2023-11-13,101.98128509521484,102.13999938964844,106.38999938964844,93.0,100.91000366210938,194555,2023-11-13
2023-11-20,121.0316390991211,121.22000122070312,121.22000122070312,103.01000213623047,103.01000213623047,181150,2023-11-20
2023-11-27,130.99612426757812,131.1999969482422,131.1999969482422,121.22000122070312,121.22000122070312,237095,2023-11-27
2023-12-04,140.9805908203125,141.1999969482422,141.99000549316406,133.82000732421875,133.82000732421875,242985,2023-12-04
2023-12-11,134.89007568359375,135.10000610351562,141.60000610351562,132.57000732421875,139.0399932861328,97570,2023-12-11
2023-12-18,128.77957153320312,128.97999572753906,134.39999389648438,124.66000366210938,133.0,215680,2023-12-18
2023-12-25,134.4307861328125,134.63999938964844,134.63999938964844,126.4000015258789,128.97999572753906,94935,2023-12-25
2024-01-01,162.95639038085938,163.2100067138672,164.24000549316406,134.0500030517578,141.1999969482422,879315,2024-01-01
2024-01-08,164.7436065673828,165.0,169.0,162.0,167.0,319025,2024-01-08
2024-01-15,163.34579467773438,163.60000610351562,167.17999267578125,159.6300048828125,167.17999267578125,124430,2024-01-15
2024-01-22,160.4702606201172,160.72000122070312,164.0,160.72000122070312,163.60000610351562,18045,2024-01-22
2024-01-29,166.74049377441406,167.0,167.0,159.8000030517578,162.1999969482422,169810,2024-01-29
2024-02-05,162.14764404296875,162.39999389648438,167.0,159.0,166.0,156035,2024-02-05
2024-02-12,177.9730224609375,178.25,178.25,165.60000610351562,165.63999938964844,70465,2024-02-12
2024-02-19,195.30604553222656,195.61000061035156,196.1999969482422,180.0,187.16000366210938,172220,2024-02-19
2024-02-26,209.79348754882812,210.1199951171875,213.66000366210938,197.0,203.75999450683594,218815,2024-02-26
2024-03-04,197.55255126953125,197.86000061035156,217.0,186.86000061035156,215.1999969482422,167360,2024-03-04
2024-03-11,176.74493408203125,177.02000427246094,198.0,171.0399932861328,198.0,389815,2024-03-11
2024-03-18,172.57142639160156,172.83999633789062,180.0,166.0399932861328,172.02999877929688,496820,2024-03-18
2024-03-25,184.3131561279297,184.60000610351562,187.1999969482422,164.60000610351562,172.83999633789062,112795,2024-03-25
2024-04-01,193.9880828857422,194.2899932861328,198.0,181.39999389648438,187.8000030517578,65675,2024-04-01
2024-04-08,185.97056579589844,186.25999450683594,192.1199951171875,181.00999450683594,192.1199951171875,51870,2024-04-08
2024-04-15,190.5135040283203,190.80999755859375,198.0,177.00999450683594,186.25999450683594,72970,2024-04-15
2024-04-22,195.40589904785156,195.7100067138672,199.39999389648438,187.00999450683594,194.1999969482422,389170,2024-04-22
2024-04-29,196.39434814453125,196.6999969482422,201.0,187.25,188.39999389648438,319560,2024-04-29
2024-05-06,184.75245666503906,185.0399932861328,198.0,177.1999969482422,190.61000061035156,225760,2024-05-06
2024-05-13,195.39590454101562,195.6999969482422,201.0,178.92999267578125,187.97999572753906,346305,2024-05-13
2024-05-20,185.35153198242188,185.63999938964844,198.8000030517578,182.4199981689453,192.32000732421875,308570,2024-05-20
2024-05-27,177.33401489257812,177.61000061035156,187.9600067138672,171.13999938964844,187.4600067138672,264185,2024-05-27
2024-06-03,172.66128540039062,172.92999267578125,186.35000610351562,160.27999877929688,182.8000030517578,264835,2024-06-03
2024-06-10,183.54434204101562,183.8300018310547,187.1999969482422,165.3300018310547,178.75999450683594,275540,2024-06-10
2024-06-17,204.68145751953125,205.0,212.74000549316406,183.8300018310547,183.8300018310547,782100,2024-06-17
2024-06-24,199.49951171875,199.80999755859375,214.24000549316406,193.9199981689453,209.89999389648438,436195,2024-06-24
2024-07-01,207.2274932861328,207.5500030517578,214.8800048828125,202.0,202.0,797280,2024-07-01
2024-07-08,195.2960662841797,195.60000610351562,211.0,193.25,200.0,304355,2024-07-08
2024-07-15,192.60025024414062,192.89999389648438,201.25,183.25,196.89999389648438,131003,2024-07-15
2024-07-22,188.50662231445312,188.8000030517578,200.5500030517578,184.0,184.0,88059,2024-07-22
2024-07-29,180.36927795410156,180.64999389648438,193.39999389648438,177.0,188.9499969482422,114650,2024-07-29
2024-08-05,181.81704711914062,182.10000610351562,189.0,172.6999969482422,176.0,77433,2024-08-05
2024-08-12,176.4354248046875,176.7100067138672,185.58999633789062,170.10000610351562,183.5500030517578,56804,2024-08-12
2024-08-19,181.01828002929688,181.3000030517578,190.0,174.0,181.60000610351562,212525,2024-08-19
2024-08-26,174.55833435058594,174.8300018310547,185.0,172.5,181.8800048828125,84791,2024-08-26
2024-09-02,177.6035919189453,177.8800048828125,181.77000427246094,168.25,174.8300018310547,170751,2024-09-02
2024-09-09,193.53878784179688,193.83999633789062,195.0,178.07000732421875,180.0,137992,2024-09-09
2024-09-16,198.72000122070312,198.72000122070312,208.75999450683594,188.13999938964844,195.0,1744561,2024-09-16
2024-09-23,225.4600067138672,225.4600067138672,226.80999755859375,192.0800018310547,199.47999572753906,895878,2024-09-23
2024-09-30,215.72999572753906,215.72999572753906,234.8000030517578,209.5,231.0,532117,2024-09-30
2024-10-07,217.39999389648438,217.39999389648438,222.89999389648438,202.5500030517578,220.38999938964844,312770,2024-10-07
2024-10-14,203.02000427246094,203.02000427246094,220.0,192.22000122070312,220.0,435307,2024-10-14
2024-10-21,173.30999755859375,173.30999755859375,208.99000549316406,170.0500030517578,208.99000549316406,300874,2024-10-21
2024-10-28,165.97999572753906,165.97999572753906,179.0,157.0,171.35000610351562,508945,2024-10-28
2024-11-04,176.0800018310547,176.0800018310547,186.52000427246094,155.41000366210938,166.4499969482422,558729,2024-11-04
2024-11-11,155.00999450683594,155.00999450683594,183.8000030517578,149.1300048828125,174.82000732421875,267822,2024-11-11
2024-11-18,150.25999450683594,150.25999450683594,160.4499969482422,144.7899932861328,153.7899932861328,112629,2024-11-18
2024-11-25,159.8800048828125,159.8800048828125,164.4199981689453,141.74000549316406,152.10000610351562,413359,2024-11-25
2024-12-02,173.52000427246094,173.52000427246094,175.0,154.5500030517578,162.69000244140625,466684,2024-12-02
2024-12-09,162.2100067138672,162.2100067138672,175.67999267578125,158.8699951171875,175.67999267578125,378582,2024-12-09
2024-12-16,147.4600067138672,147.4600067138672,164.38999938964844,146.1199951171875,162.2100067138672,432205,2024-12-16
2024-12-23,152.3699951171875,152.3699951171875,155.30999755859375,145.1999969482422,147.1999969482422,110022,2024-12-23
2024-12-30,141.6300048828125,141.6300048828125,154.64999389648438,140.0500030517578,154.64999389648438,210954,2024-12-30
2025-01-06,132.38999938964844,132.38999938964844,143.50999450683594,131.1999969482422,140.25,245140,2025-01-06
2025-01-13,144.25,144.25,145.8000030517578,123.75,131.9199981689453,485576,2025-01-13
2025-01-20,132.63999938964844,132.63999938964844,146.50999450683594,129.97999572753906,146.39999389648438,455561,2025-01-20
2025-01-27,113.83000183105469,113.83000183105469,132.0,110.81999969482422,132.0,390374,2025-01-27
2025-02-03,120.4800033569336,120.4800033569336,125.6500015258789,107.5,112.98999786376953,444545,2025-02-03
2025-02-10,108.73999786376953,108.73999786376953,129.0,107.12000274658203,121.0,506544,2025-02-10
2025-02-17,127.6500015258789,127.6500015258789,133.2100067138672,103.1500015258789,108.5,621633,2025-02-17
2025-02-24,120.79000091552734,120.79000091552734,127.94999694824219,113.22000122070312,127.0,500065,2025-02-24
2025-03-03,129.64999389648438,129.64999389648438,132.58999633789062,111.48999786376953,120.5,448400,2025-03-03
2025-03-10,120.79000091552734,120.79000091552734,133.0,117.11000061035156,129.64999389648438,274141,2025-03-10
2025-03-17,116.33000183105469,116.33000183105469,121.69000244140625,114.05000305175781,120.05000305175781,434558,2025-03-17
2025-03-24,118.81999969482422,118.81999969482422,121.0,109.55999755859375,116.61000061035156,991336,2025-03-24
2025-03-31,124.12000274658203,124.12000274658203,135.6999969482422,117.5999984741211,118.81999969482422,453710,2025-03-31
2025-04-07,123.93000030517578,123.93000030517578,128.3000030517578,110.01000213623047,110.01000213623047,382591,2025-04-07
2025-04-14,120.73999786376953,120.73999786376953,130.6999969482422,119.37999725341797,123.93000030517578,151779,2025-04-14
2025-04-21,116.26000213623047,116.26000213623047,127.0,115.01000213623047,120.73999786376953,1466746,2025-04-21
2025-04-28,116.5999984741211,116.5999984741211,123.0,110.79000091552734,115.37000274658203,388478,2025-04-28
