Date,Adj Close_CEATLTD.NS,Close_CEATLTD.NS,High_CEATLTD.NS,Low_CEATLTD.NS,Open_CEATLTD.NS,Volume_CEATLTD.NS,Date
2021-09-20,1290.8299560546875,1317.4000244140625,1398.800048828125,1287.449951171875,1310.0,1209090,2021-09-20
2021-09-27,1287.498291015625,1314.0,1343.699951171875,1306.0,1318.0,473950,2021-09-27
2021-10-04,1337.6656494140625,1365.199951171875,1374.949951171875,1319.449951171875,1323.8499755859375,850360,2021-10-04
2021-10-11,1328.602294921875,1355.949951171875,1421.4000244140625,1350.0,1372.050048828125,1072089,2021-10-11
2021-10-18,1299.746337890625,1326.5,1382.050048828125,1300.0,1367.9000244140625,741586,2021-10-18
2021-10-25,1222.045654296875,1247.199951171875,1334.4000244140625,1191.0,1327.0,1136468,2021-10-25
2021-11-01,1243.5531005859375,1269.1500244140625,1275.0,1232.75,1258.0,242435,2021-11-01
2021-11-08,1233.70556640625,1259.0999755859375,1284.0,1250.25,1275.0,279673,2021-11-08
2021-11-15,1194.3165283203125,1218.9000244140625,1263.5999755859375,1217.0,1259.4000244140625,220870,2021-11-15
2021-11-22,1170.310546875,1194.4000244140625,1229.75,1159.5999755859375,1221.0999755859375,315176,2021-11-22
2021-11-29,1115.5869140625,1138.550048828125,1190.0,1120.0,1178.199951171875,420493,2021-11-29
2021-12-06,1149.587158203125,1173.25,1185.300048828125,1118.0,1138.550048828125,344656,2021-12-06
2021-12-13,1095.598388671875,1118.1500244140625,1188.050048828125,1112.1500244140625,1184.0,219624,2021-12-13
2021-12-20,1058.5118408203125,1080.300048828125,1117.75,1060.0,1112.0,274259,2021-12-20
2021-12-27,1190.739990234375,1215.25,1248.9000244140625,1069.050048828125,1082.0,1582697,2021-12-27
2022-01-03,1125.5814208984375,1148.75,1243.0,1142.449951171875,1210.0,528827,2022-01-03
2022-01-10,1116.61572265625,1139.5999755859375,1182.0,1101.0,1155.6500244140625,617778,2022-01-10
2022-01-17,1089.08251953125,1111.5,1176.75,1048.949951171875,1146.0999755859375,1250864,2022-01-17
2022-01-24,1065.517578125,1087.449951171875,1110.0,1054.0,1110.0,397216,2022-01-24
2022-01-31,1055.5233154296875,1077.25,1110.8499755859375,1062.050048828125,1095.300048828125,413625,2022-01-31
2022-02-07,1040.48291015625,1061.9000244140625,1090.25,1055.0,1078.0,198486,2022-02-07
2022-02-14,1006.8746948242188,1027.5999755859375,1075.0,1015.1500244140625,1050.0,288626,2022-02-14
2022-02-21,954.0128173828125,973.6500244140625,1033.949951171875,936.0499877929688,1033.800048828125,320443,2022-02-21
2022-02-28,1037.641357421875,1059.0,1084.0,958.7000122070312,965.0,470536,2022-02-28
2022-03-07,987.4739990234375,1007.7999877929688,1047.949951171875,975.7000122070312,1032.0,684187,2022-03-07
2022-03-14,979.58642578125,999.75,1019.0,990.5999755859375,1013.0999755859375,342997,2022-03-14
2022-03-21,931.8685913085938,951.0499877929688,1009.75,949.0,1006.4500122070312,444616,2022-03-21
2022-03-28,930.7908325195312,949.9500122070312,961.0,919.2000122070312,952.0499877929688,697110,2022-03-28
2022-04-04,1101.7713623046875,1124.449951171875,1149.0,952.9500122070312,954.7999877929688,1702141,2022-04-04
2022-04-11,1088.2496337890625,1110.6500244140625,1154.949951171875,1082.0,1123.0,1452205,2022-04-11
2022-04-18,1161.3941650390625,1185.300048828125,1211.0,1080.0,1100.5999755859375,1588563,2022-04-18
2022-04-25,1102.0654296875,1124.75,1209.949951171875,1115.0,1176.9000244140625,578787,2022-04-25
2022-05-02,1069.534912109375,1091.550048828125,1139.0,1030.0,1119.949951171875,378781,2022-05-02
2022-05-09,1008.344482421875,1029.0999755859375,1124.5,991.1500244140625,1080.0,607212,2022-05-09
2022-05-16,1025.8343505859375,1046.949951171875,1154.949951171875,1012.6500244140625,1036.8499755859375,252018,2022-05-16
2022-05-23,990.3645629882812,1010.75,1074.5,997.9500122070312,1055.0,310991,2022-05-23
2022-05-30,994.9207763671875,1015.4000244140625,1041.25,1000.0,1018.4500122070312,309431,2022-05-30
2022-06-06,955.1885986328125,974.8499755859375,1019.7999877929688,966.0499877929688,1011.8499755859375,251340,2022-06-06
2022-06-13,883.8197631835938,899.25,967.8499755859375,895.25,960.2000122070312,279024,2022-06-13
2022-06-20,911.2410888671875,927.1500244140625,946.0,890.0,903.0,545470,2022-06-20
2022-06-27,921.167724609375,937.25,952.0,917.75,934.25,342441,2022-06-27
2022-07-04,1101.5682373046875,1120.800048828125,1148.4000244140625,934.2999877929688,943.8499755859375,1374813,2022-07-04
2022-07-11,1213.6611328125,1234.8499755859375,1241.0,1105.75,1113.300048828125,1233212,2022-07-11
2022-07-18,1200.835205078125,1221.800048828125,1258.699951171875,1161.0,1239.800048828125,550419,2022-07-18
2022-07-25,1238.9202880859375,1260.550048828125,1273.800048828125,1200.0,1230.0,563505,2022-07-25
2022-08-01,1303.6893310546875,1326.449951171875,1349.6500244140625,1250.0,1268.0,1283541,2022-08-01
2022-08-08,1324.9189453125,1348.050048828125,1365.0,1319.0,1324.949951171875,423052,2022-08-08
2022-08-15,1347.03271484375,1370.550048828125,1398.0,1347.949951171875,1348.050048828125,514142,2022-08-15
2022-08-22,1356.5662841796875,1380.25,1406.0,1350.199951171875,1370.550048828125,555663,2022-08-22
2022-08-29,1392.636474609375,1416.949951171875,1435.0,1342.050048828125,1345.5,746113,2022-08-29
2022-09-05,1356.8612060546875,1380.550048828125,1459.0,1366.0,1416.75,662429,2022-09-05
2022-09-12,1569.8427734375,1597.25,1785.0,1371.0,1380.550048828125,5846229,2022-09-12
2022-09-19,1518.5875244140625,1545.0999755859375,1748.0,1530.0,1590.0,4215157,2022-09-19
2022-09-26,1546.5985107421875,1573.5999755859375,1615.800048828125,1487.75,1525.0,951164,2022-09-26
2022-10-03,1543.4534912109375,1570.4000244140625,1630.0,1544.050048828125,1565.0,498248,2022-10-03
2022-10-10,1470.821533203125,1496.5,1624.75,1472.449951171875,1562.0,580777,2022-10-10
2022-10-17,1485.22021484375,1511.1500244140625,1568.800048828125,1480.949951171875,1485.0,608118,2022-10-17
2022-10-24,1496.0313720703125,1522.1500244140625,1544.4000244140625,1485.0,1521.6500244140625,252352,2022-10-24
2022-10-31,1555.1494140625,1582.300048828125,1591.4000244140625,1504.050048828125,1530.0,560159,2022-10-31
2022-11-07,1693.14013671875,1722.699951171875,1747.949951171875,1495.050048828125,1590.0,2639544,2022-11-07
2022-11-14,1680.314208984375,1709.6500244140625,1789.0,1671.050048828125,1726.699951171875,961573,2022-11-14
2022-11-21,1768.5731201171875,1799.449951171875,1844.0999755859375,1676.0,1709.6500244140625,1023889,2022-11-21
2022-11-28,1904.3037109375,1937.550048828125,1981.0,1776.050048828125,1789.0,2507635,2022-11-28
2022-12-05,1787.099853515625,1818.300048828125,1947.25,1805.0,1940.0,608037,2022-12-05
2022-12-12,1790.9820556640625,1822.25,1920.0,1803.0,1826.0,684347,2022-12-12
2022-12-19,1526.8927001953125,1553.550048828125,1820.0,1511.300048828125,1819.0,788211,2022-12-19
2022-12-26,1614.3162841796875,1642.5,1673.449951171875,1556.0999755859375,1560.0,731856,2022-12-26
2023-01-02,1710.634765625,1740.5,1765.0,1601.25,1644.949951171875,1601845,2023-01-02
2023-01-09,1645.472412109375,1674.199951171875,1767.0999755859375,1596.199951171875,1760.699951171875,824481,2023-01-09
2023-01-16,1586.4036865234375,1614.0999755859375,1684.800048828125,1600.0,1674.800048828125,246100,2023-01-16
2023-01-23,1516.9659423828125,1543.449951171875,1642.800048828125,1500.050048828125,1611.0,368988,2023-01-23
2023-01-30,1521.5361328125,1548.0999755859375,1613.0,1491.0999755859375,1543.449951171875,468489,2023-01-30
2023-02-06,1488.5618896484375,1514.550048828125,1598.3499755859375,1499.0,1549.949951171875,321852,2023-02-06
2023-02-13,1491.8543701171875,1517.9000244140625,1538.0,1481.0999755859375,1509.0,275081,2023-02-13
2023-02-20,1437.552490234375,1462.6500244140625,1554.75,1454.0,1527.75,252402,2023-02-20
2023-02-27,1408.2637939453125,1432.8499755859375,1464.0,1371.5,1464.0,450802,2023-02-27
2023-03-06,1419.320556640625,1444.0999755859375,1479.800048828125,1413.0999755859375,1442.199951171875,230647,2023-03-06
2023-03-13,1373.9134521484375,1397.9000244140625,1452.949951171875,1375.949951171875,1443.949951171875,314997,2023-03-13
2023-03-20,1361.6279296875,1385.4000244140625,1440.0,1357.0,1440.0,322133,2023-03-20
2023-03-27,1425.6600341796875,1450.550048828125,1456.800048828125,1360.0,1385.4000244140625,235748,2023-03-27
2023-04-03,1407.919677734375,1432.5,1465.0,1409.5999755859375,1450.0,229308,2023-04-03
2023-04-10,1407.7232666015625,1432.300048828125,1477.949951171875,1421.4000244140625,1433.0,355518,2023-04-10
2023-04-17,1373.47119140625,1397.449951171875,1497.0,1381.75,1442.0,1085503,2023-04-17
2023-04-24,1530.47998046875,1557.199951171875,1594.0,1390.0,1399.5,2311624,2023-04-24
2023-05-01,1687.1448974609375,1716.5999755859375,1748.800048828125,1511.949951171875,1557.199951171875,4614890,2023-05-01
2023-05-08,1833.735595703125,1865.75,1879.9000244140625,1691.199951171875,1719.0,2503415,2023-05-08
2023-05-15,1838.1092529296875,1870.199951171875,1912.050048828125,1765.0,1865.0,2043237,2023-05-15
2023-05-22,2070.452880859375,2106.60009765625,2185.0,1870.0,1871.0,2480412,2023-05-22
2023-05-29,1895.802001953125,1928.9000244140625,2120.949951171875,1898.949951171875,2118.0,1484586,2023-05-29
2023-06-05,1907.6944580078125,1941.0,1995.0,1885.449951171875,1944.0,1437283,2023-06-05
2023-06-12,2040.820068359375,2076.449951171875,2100.550048828125,1942.0,1949.949951171875,1505920,2023-06-12
2023-06-19,1965.8294677734375,2000.1500244140625,2116.85009765625,1992.4000244140625,2078.949951171875,754337,2023-06-19
2023-06-26,2053.795654296875,2077.39990234375,2108.800048828125,2003.050048828125,2009.550048828125,1084679,2023-06-26
2023-07-03,2385.533203125,2412.949951171875,2512.199951171875,2025.0999755859375,2110.0,8221409,2023-07-03
2023-07-10,2397.149658203125,2424.699951171875,2642.0,2370.0,2408.0,5796227,2023-07-10
2023-07-17,2401.796142578125,2429.39990234375,2554.699951171875,2363.0,2448.89990234375,2751992,2023-07-17
2023-07-24,2406.591064453125,2434.25,2598.0,2402.300048828125,2439.449951171875,2704641,2023-07-24
2023-07-31,2433.976318359375,2461.949951171875,2498.75,2373.0,2452.10009765625,853030,2023-07-31
2023-08-07,2297.050048828125,2323.449951171875,2480.199951171875,2310.14990234375,2470.800048828125,523947,2023-08-07
2023-08-14,2266.45166015625,2292.5,2388.199951171875,2202.050048828125,2324.0,553042,2023-08-14
2023-08-21,2273.6689453125,2299.800048828125,2422.699951171875,2260.85009765625,2304.0,721440,2023-08-21
2023-08-28,2230.416015625,2256.050048828125,2339.85009765625,2239.0,2339.85009765625,852889,2023-08-28
2023-09-04,2183.554443359375,2208.64990234375,2280.0,2205.050048828125,2273.89990234375,472389,2023-09-04
2023-09-11,2115.48681640625,2139.800048828125,2230.0,2121.0,2220.0,693057,2023-09-11
2023-09-18,2111.581787109375,2135.85009765625,2160.85009765625,2102.0,2160.85009765625,363867,2023-09-18
2023-09-25,2097.9384765625,2122.050048828125,2179.699951171875,2106.050048828125,2110.0,463226,2023-09-25
2023-10-02,2101.10205078125,2125.25,2215.35009765625,2074.85009765625,2122.050048828125,425261,2023-10-02
2023-10-09,2112.471435546875,2136.75,2185.0,2056.35009765625,2080.14990234375,711248,2023-10-09
2023-10-16,2178.01806640625,2203.050048828125,2337.0,2091.0,2159.699951171875,4553917,2023-10-16
2023-10-23,2087.360107421875,2111.35009765625,2215.449951171875,2060.0,2210.0,1103494,2023-10-23
2023-10-30,2104.068115234375,2128.25,2213.60009765625,2091.5,2123.699951171875,870737,2023-10-30
2023-11-06,2083.158447265625,2107.10009765625,2239.89990234375,2090.699951171875,2124.949951171875,2126814,2023-11-06
2023-11-13,2089.18896484375,2113.199951171875,2153.89990234375,2101.5,2133.0,785970,2023-11-13
2023-11-20,2075.100830078125,2098.949951171875,2131.0,2061.0,2120.949951171875,852005,2023-11-20
2023-11-27,2147.221923828125,2171.89990234375,2189.300048828125,2081.550048828125,2098.949951171875,1859659,2023-11-27
2023-12-04,2296.45703125,2322.85009765625,2334.800048828125,2155.0,2210.0,2995006,2023-12-04
2023-12-11,2338.375244140625,2365.25,2413.949951171875,2282.5,2336.0,1553568,2023-12-11
2023-12-18,2372.63134765625,2399.89990234375,2456.0,2261.35009765625,2365.25,1263308,2023-12-18
2023-12-25,2399.423583984375,2427.0,2456.0,2366.60009765625,2399.89990234375,469002,2023-12-25
2024-01-01,2415.291259765625,2443.050048828125,2471.64990234375,2381.0,2458.0,535231,2024-01-01
2024-01-08,2462.44921875,2490.75,2518.0,2389.25,2443.0,754737,2024-01-08
2024-01-15,2565.267578125,2594.75,2641.0,2380.10009765625,2491.35009765625,1554169,2024-01-15
2024-01-22,2801.65087890625,2833.85009765625,2949.0,2594.75,2594.75,1579232,2024-01-22
2024-01-29,2577.62548828125,2607.25,2833.85009765625,2526.10009765625,2820.0,1767192,2024-01-29
2024-02-05,2768.531494140625,2800.35009765625,2835.0,2582.0,2630.0,1134296,2024-02-05
2024-02-12,2855.580810546875,2888.39990234375,2914.949951171875,2631.14990234375,2808.0,1007872,2024-02-12
2024-02-19,2883.21337890625,2916.35009765625,2993.75,2828.0,2889.39990234375,785956,2024-02-19
2024-02-26,2811.04296875,2843.35009765625,2982.89990234375,2775.699951171875,2926.60009765625,569375,2024-02-26
2024-03-04,2741.788818359375,2773.300048828125,2969.949951171875,2751.050048828125,2854.0,512835,2024-03-04
2024-03-11,2471.693115234375,2500.10009765625,2787.10009765625,2428.199951171875,2785.949951171875,834186,2024-03-11
2024-03-18,2563.537353515625,2593.0,2602.0,2450.0,2514.0,722570,2024-03-18
2024-03-25,2651.92138671875,2682.39990234375,2699.0,2578.75,2593.0,305921,2024-03-25
2024-04-01,2655.480712890625,2686.0,2728.0,2601.10009765625,2728.0,677460,2024-04-01
2024-04-08,2558.1494140625,2587.550048828125,2727.0,2582.0,2687.10009765625,396859,2024-04-08
2024-04-15,2446.433349609375,2474.550048828125,2623.25,2448.449951171875,2534.0,500070,2024-04-15
2024-04-22,2494.87646484375,2523.550048828125,2635.85009765625,2491.89990234375,2491.89990234375,536621,2024-04-22
2024-04-29,2516.033203125,2544.949951171875,2694.0,2363.300048828125,2535.0,2039529,2024-04-29
2024-05-06,2210.494873046875,2235.89990234375,2559.35009765625,2225.050048828125,2550.0,967768,2024-05-06
2024-05-13,2412.078125,2439.800048828125,2466.0,2210.14990234375,2256.550048828125,1244178,2024-05-13
2024-05-20,2345.987548828125,2372.949951171875,2430.0,2361.550048828125,2392.449951171875,553566,2024-05-20
2024-05-27,2331.4052734375,2358.199951171875,2410.050048828125,2343.949951171875,2397.949951171875,304469,2024-05-27
2024-06-03,2428.1435546875,2456.050048828125,2467.800048828125,2275.0,2419.949951171875,587397,2024-06-03
2024-06-10,2518.010498046875,2546.949951171875,2605.0,2478.050048828125,2588.949951171875,624282,2024-06-10
2024-06-17,2490.22998046875,2518.85009765625,2570.0,2465.39990234375,2546.949951171875,350953,2024-06-17
2024-06-24,2789.787109375,2821.85009765625,2920.0,2407.550048828125,2539.89990234375,3566743,2024-06-24
2024-07-01,2662.994384765625,2693.60009765625,2907.35009765625,2650.050048828125,2819.949951171875,1827475,2024-07-01
2024-07-08,2592.89990234375,2622.699951171875,2770.0,2609.64990234375,2692.85009765625,958402,2024-07-08
2024-07-15,2645.495361328125,2675.89990234375,2875.0,2642.10009765625,2670.0,3281525,2024-07-15
2024-07-22,2579.8994140625,2609.550048828125,2697.949951171875,2498.60009765625,2645.949951171875,938575,2024-07-22
2024-07-29,2645.099853515625,2675.5,2784.0,2601.0,2627.800048828125,1041274,2024-07-29
2024-08-05,2752.663818359375,2784.300048828125,2795.0,2512.25,2600.0,1588946,2024-08-05
2024-08-12,2630.14990234375,2630.14990234375,2779.0,2578.550048828125,2779.0,739864,2024-08-12
2024-08-19,2848.800048828125,2848.800048828125,2898.0,2660.0,2660.0,1458383,2024-08-19
2024-08-26,2756.300048828125,2756.300048828125,2955.0,2740.0,2857.699951171875,854334,2024-08-26
2024-09-02,2856.39990234375,2856.39990234375,3032.89990234375,2757.050048828125,2760.0,1722944,2024-09-02
2024-09-09,3002.800048828125,3002.800048828125,3030.0,2791.449951171875,2860.0,1007378,2024-09-09
2024-09-16,2852.39990234375,2852.39990234375,3073.0,2777.0,3041.449951171875,888872,2024-09-16
2024-09-23,3250.25,3250.25,3263.0,2856.0,2869.85009765625,1976676,2024-09-23
2024-09-30,3054.89990234375,3054.89990234375,3236.699951171875,2985.75,3210.14990234375,845110,2024-09-30
2024-10-07,3010.699951171875,3010.699951171875,3089.89990234375,2890.050048828125,3059.949951171875,463876,2024-10-07
2024-10-14,2972.85009765625,2972.85009765625,3054.85009765625,2688.0,3015.0,1057641,2024-10-14
2024-10-21,2747.949951171875,2747.949951171875,3018.449951171875,2680.25,2965.60009765625,662078,2024-10-21
2024-10-28,2809.550048828125,2809.550048828125,2844.300048828125,2692.949951171875,2747.89990234375,273507,2024-10-28
2024-11-04,2865.550048828125,2865.550048828125,2916.699951171875,2701.050048828125,2790.0,395069,2024-11-04
2024-11-11,2773.949951171875,2773.949951171875,2869.89990234375,2660.0,2831.0,309168,2024-11-11
2024-11-18,2844.550048828125,2844.550048828125,2861.0,2736.60009765625,2770.949951171875,229299,2024-11-18
2024-11-25,3078.14990234375,3078.14990234375,3090.0,2861.0,2879.949951171875,375991,2024-11-25
2024-12-02,3095.699951171875,3095.699951171875,3249.699951171875,3053.199951171875,3083.25,549336,2024-12-02
2024-12-09,3178.39990234375,3178.39990234375,3578.800048828125,3092.0,3270.0,10101471,2024-12-09
2024-12-16,3010.949951171875,3010.949951171875,3200.35009765625,2955.050048828125,3181.0,900857,2024-12-16
2024-12-23,3253.449951171875,3253.449951171875,3269.0,2967.0,3000.050048828125,690464,2024-12-23
2024-12-30,3185.25,3185.25,3271.699951171875,3137.300048828125,3253.449951171875,579014,2024-12-30
2025-01-06,3084.199951171875,3084.199951171875,3203.39990234375,3051.050048828125,3186.949951171875,424937,2025-01-06
2025-01-13,3024.550048828125,3024.550048828125,3099.449951171875,2825.0,3030.25,1310866,2025-01-13
2025-01-20,2949.89990234375,2949.89990234375,3064.0,2833.85009765625,3064.0,368595,2025-01-20
2025-01-27,2922.699951171875,2922.699951171875,2965.0,2776.10009765625,2938.050048828125,508644,2025-01-27
2025-02-03,2872.14990234375,2872.14990234375,3098.0,2860.199951171875,2917.0,671521,2025-02-03
2025-02-10,2599.10009765625,2599.10009765625,2924.89990234375,2555.300048828125,2889.0,422495,2025-02-10
2025-02-17,2733.89990234375,2733.89990234375,2765.300048828125,2552.0,2600.050048828125,341335,2025-02-17
2025-02-24,2532.5,2532.5,2750.0,2496.0,2719.0,249113,2025-02-24
2025-03-03,2597.60009765625,2597.60009765625,2655.0,2343.050048828125,2569.550048828125,854797,2025-03-03
2025-03-10,2640.699951171875,2640.699951171875,2699.85009765625,2525.0,2601.0,363447,2025-03-10
2025-03-17,2840.199951171875,2840.199951171875,2894.0,2630.0,2640.699951171875,489474,2025-03-17
2025-03-24,2879.5,2879.5,2959.85009765625,2818.0,2841.199951171875,470954,2025-03-24
2025-03-31,2867.35009765625,2867.35009765625,2920.0,2836.60009765625,2879.5,197895,2025-03-31
2025-04-07,2832.5,2832.5,2864.0,2504.0,2536.0,628110,2025-04-07
2025-04-14,3020.0,3020.0,3062.0,2850.39990234375,2880.0,385206,2025-04-14
2025-04-21,3034.5,3034.5,3117.39990234375,2987.0,3021.0,412057,2025-04-21
2025-04-28,3360.0,3360.0,3455.800048828125,2984.5,3025.699951171875,3145045,2025-04-28
2025-05-05,3765.89990234375,3765.89990234375,3808.699951171875,3390.0,3400.0,3117841,2025-05-05
2025-05-12,3831.5,3831.5,3960.0,3704.10009765625,3825.89990234375,1262054,2025-05-12
2025-05-19,3787.199951171875,3787.199951171875,4044.0,3760.800048828125,3849.89990234375,748887,2025-05-19
2025-05-26,3778.699951171875,3778.699951171875,3838.39990234375,3702.0,3800.0,481059,2025-05-26
2025-06-02,3798.89990234375,3798.89990234375,3822.699951171875,3605.0,3800.0,709654,2025-06-02
2025-06-09,3708.800048828125,3708.800048828125,3896.0,3675.699951171875,3800.0,588486,2025-06-09
2025-06-16,3529.699951171875,3529.699951171875,3724.89990234375,3511.300048828125,3710.0,312009,2025-06-16
2025-06-23,3645.300048828125,3645.300048828125,3722.0,3454.10009765625,3511.0,745952,2025-06-23
2025-06-30,3609.800048828125,3609.800048828125,3755.0,3600.0,3650.5,578381,2025-06-30
2025-07-07,3723.5,3723.5,3880.0,3596.300048828125,3609.800048828125,1115976,2025-07-07
2025-07-14,3888.5,3888.5,4044.0,3729.10009765625,3730.0,683269,2025-07-14
