Date,Adj Close_SULA.NS,Close_SULA.NS,High_SULA.NS,Low_SULA.NS,Open_SULA.NS,Volume_SULA.NS,Date
2024-11-04,419.4524230957031,424.45001220703125,439.0,415.6000061035156,425.0,1076468,2024-11-04
2024-11-11,390.7938537597656,395.45001220703125,425.0,382.3500061035156,425.0,1960760,2024-11-11
2024-11-18,391.9797058105469,396.6499938964844,401.8999938964844,385.5,396.04998779296875,772050,2024-11-18
2024-11-25,427.60528564453125,432.70001220703125,435.0,395.6000061035156,402.0,1735042,2024-11-25
2024-12-02,427.9511413574219,433.04998779296875,441.8500061035156,428.45001220703125,432.54998779296875,1050329,2024-12-02
2024-12-09,424.146484375,429.20001220703125,456.0,418.1499938964844,433.04998779296875,1505810,2024-12-09
2024-12-16,409.5701599121094,414.45001220703125,439.8500061035156,412.54998779296875,429.0,875665,2024-12-16
2024-12-23,403.83843994140625,408.6499938964844,418.20001220703125,403.0,415.04998779296875,819701,2024-12-23
2024-12-30,420.68768310546875,425.70001220703125,430.8500061035156,403.79998779296875,408.0,913062,2024-12-30
2025-01-06,391.13970947265625,395.79998779296875,432.79998779296875,391.70001220703125,432.75,778107,2025-01-06
2025-01-13,377.40338134765625,381.8999938964844,394.6499938964844,370.04998779296875,393.04998779296875,1845192,2025-01-13
2025-01-20,355.3165283203125,359.54998779296875,388.04998779296875,357.0,387.45001220703125,1016117,2025-01-20
2025-01-27,352.5989074707031,356.79998779296875,366.0,338.04998779296875,358.6499938964844,1582158,2025-01-27
2025-02-03,340.34490966796875,344.3999938964844,371.95001220703125,342.8999938964844,356.79998779296875,2119222,2025-02-03
2025-02-10,309.31463623046875,313.0,347.25,307.6499938964844,346.1000061035156,1442691,2025-02-10
2025-02-17,282.08905029296875,285.45001220703125,309.29998779296875,285.0,306.0,3275761,2025-02-17
2025-02-24,250.8116912841797,253.8000030517578,288.6499938964844,250.25,282.0,3864020,2025-02-24
2025-03-03,266.376220703125,269.54998779296875,273.6000061035156,243.0,256.0,2717935,2025-03-03
2025-03-10,247.30348205566406,250.25,271.0,248.64999389648438,269.54998779296875,1866895,2025-03-10
2025-03-17,282.5337219238281,285.8999938964844,288.6499938964844,247.4499969482422,252.0500030517578,2587275,2025-03-17
2025-03-24,266.1785888671875,269.3500061035156,294.8999938964844,264.1000061035156,287.95001220703125,3522475,2025-03-24
2025-03-31,269.4891662597656,272.70001220703125,284.95001220703125,267.1499938964844,269.3500061035156,1193870,2025-03-31
2025-04-07,272.2561950683594,275.5,277.8999938964844,245.5,248.0,1326320,2025-04-07
2025-04-14,285.4490051269531,288.8500061035156,293.75,275.5,275.5,1065225,2025-04-14
2025-04-21,284.6090087890625,288.0,302.0,282.25,293.75,2121841,2025-04-21
2025-04-28,278.185546875,281.5,294.0,279.54998779296875,284.1000061035156,1276411,2025-04-28
2025-05-05,273.0467529296875,276.29998779296875,285.0,263.1000061035156,285.0,1665420,2025-05-05
2025-05-12,301.8041076660156,305.3999938964844,308.5,280.0,280.0,2100822,2025-05-12
2025-05-19,299.1853332519531,302.75,323.20001220703125,299.04998779296875,307.95001220703125,1847229,2025-05-19
2025-05-26,294.1000061035156,294.1000061035156,305.1499938964844,293.29998779296875,302.3999938964844,845469,2025-05-26
2025-06-02,290.1499938964844,290.1499938964844,305.3500061035156,289.04998779296875,295.95001220703125,1471823,2025-06-02
2025-06-09,305.95001220703125,305.95001220703125,335.8999938964844,290.3999938964844,291.70001220703125,14026373,2025-06-09
2025-06-16,299.20001220703125,299.20001220703125,310.45001220703125,293.1000061035156,303.0,1912828,2025-06-16
2025-06-23,303.20001220703125,303.20001220703125,308.95001220703125,295.1499938964844,297.6499938964844,1250859,2025-06-23
2025-06-30,304.95001220703125,304.95001220703125,309.79998779296875,301.6000061035156,304.0,930211,2025-06-30
2025-07-07,299.6000061035156,299.6000061035156,308.25,299.0,306.8500061035156,820129,2025-07-07
2025-07-14,299.75,299.75,301.6000061035156,291.54998779296875,294.1499938964844,648271,2025-07-14
