Date,Adj Close_LT.NS,Close_LT.NS,High_LT.NS,Low_LT.NS,Open_LT.NS,Volume_LT.NS,Date
2020-12-28,1244.7822265625,1297.0,1304.0,1266.5,1275.0,15998832,2020-12-28
2021-01-04,1318.1064453125,1373.4000244140625,1382.949951171875,1295.050048828125,1305.0,20719829,2021-01-04
2021-01-11,1299.6314697265625,1354.1500244140625,1389.699951171875,1344.050048828125,1382.0,18234560,2021-01-11
2021-01-18,1307.26123046875,1362.0999755859375,1396.0,1326.1500244140625,1345.199951171875,17297876,2021-01-18
2021-01-25,1280.9644775390625,1334.699951171875,1396.4000244140625,1325.0999755859375,1370.0,21838024,2021-01-25
2021-02-01,1455.445068359375,1516.5,1593.0,1337.199951171875,1345.75,39092563,2021-02-01
2021-02-08,1460.0999755859375,1521.3499755859375,1574.5,1516.0999755859375,1521.1500244140625,16214476,2021-02-08
2021-02-15,1448.0550537109375,1508.800048828125,1574.0,1498.8499755859375,1527.0,13587300,2021-02-15
2021-02-22,1384.4244384765625,1442.5,1540.5999755859375,1435.1500244140625,1510.9000244140625,21029461,2021-02-22
2021-03-01,1404.626953125,1463.550048828125,1510.0,1438.199951171875,1456.0,13605223,2021-03-01
2021-03-08,1453.0457763671875,1514.0,1565.0,1470.0,1478.0,15025893,2021-03-08
2021-03-15,1354.4324951171875,1411.25,1528.0999755859375,1378.5999755859375,1520.0,24896489,2021-03-15
2021-03-22,1342.0040283203125,1398.300048828125,1417.4000244140625,1360.050048828125,1409.0,16755204,2021-03-22
2021-03-29,1386.4398193359375,1444.5999755859375,1447.8499755859375,1395.550048828125,1398.300048828125,6582916,2021-03-29
2021-04-05,1347.5704345703125,1404.0999755859375,1439.0,1381.4000244140625,1439.0,9873872,2021-04-05
2021-04-12,1304.4300537109375,1359.1500244140625,1393.949951171875,1332.0,1393.949951171875,12197577,2021-04-12
2021-04-19,1269.6396484375,1322.9000244140625,1346.199951171875,1306.0,1340.0,11607333,2021-04-19
2021-04-26,1286.48291015625,1340.449951171875,1399.949951171875,1323.0,1330.050048828125,13145256,2021-04-26
2021-05-03,1288.642333984375,1342.699951171875,1359.9000244140625,1319.1500244140625,1325.5,10192160,2021-05-03
2021-05-10,1358.5113525390625,1415.5,1425.0,1347.0,1347.0,14746381,2021-05-10
2021-05-17,1360.958740234375,1418.050048828125,1441.0,1368.199951171875,1433.0,20329217,2021-05-17
2021-05-24,1418.5909423828125,1478.0999755859375,1499.6500244140625,1410.0,1420.0,17221480,2021-05-24
2021-05-31,1475.6478271484375,1537.550048828125,1547.25,1455.050048828125,1472.300048828125,15655481,2021-05-31
2021-06-07,1442.92041015625,1503.449951171875,1583.0,1498.6500244140625,1545.449951171875,13596054,2021-06-07
2021-06-14,1416.5755615234375,1476.0,1523.699951171875,1460.0999755859375,1503.449951171875,11667679,2021-06-14
2021-06-21,1462.4991455078125,1523.8499755859375,1529.300048828125,1447.25,1460.0,12512194,2021-06-21
2021-06-28,1425.837158203125,1485.6500244140625,1529.800048828125,1475.5,1526.0,9362257,2021-06-28
2021-07-05,1439.2254638671875,1499.5999755859375,1524.0,1485.5,1490.0,6479148,2021-07-05
2021-07-12,1553.5784912109375,1618.75,1625.0,1491.5999755859375,1504.4000244140625,19095239,2021-07-12
2021-07-19,1546.8603515625,1611.75,1647.1500244140625,1582.0,1600.0,10364446,2021-07-19
2021-07-26,1536.974853515625,1601.449951171875,1627.300048828125,1553.0,1611.75,14532831,2021-07-26
2021-08-02,1563.01025390625,1610.3499755859375,1644.300048828125,1602.050048828125,1606.300048828125,7951451,2021-08-02
2021-08-09,1619.353759765625,1668.4000244140625,1676.800048828125,1562.75,1620.0,11109908,2021-08-09
2021-08-16,1546.7525634765625,1593.5999755859375,1677.050048828125,1590.0,1674.0,7619219,2021-08-16
2021-08-23,1589.9444580078125,1638.0999755859375,1666.699951171875,1567.9000244140625,1600.0999755859375,12303606,2021-08-23
2021-08-30,1641.774658203125,1691.5,1718.0,1645.0,1646.699951171875,14877215,2021-08-30
2021-09-06,1620.955322265625,1670.050048828125,1716.0,1655.199951171875,1700.0,6455345,2021-09-06
2021-09-13,1665.74853515625,1716.199951171875,1741.699951171875,1660.5,1662.050048828125,11346344,2021-09-13
2021-09-20,1716.7537841796875,1768.75,1810.0,1692.4000244140625,1700.199951171875,12653494,2021-09-20
2021-09-27,1647.0159912109375,1696.9000244140625,1782.75,1687.5,1772.0,8148088,2021-09-27
2021-10-04,1676.134033203125,1726.9000244140625,1741.0,1684.050048828125,1696.5,8273661,2021-10-04
2021-10-11,1736.69970703125,1789.300048828125,1817.9000244140625,1700.0,1733.75,9746073,2021-10-11
2021-10-18,1739.56298828125,1792.25,1885.0,1781.3499755859375,1807.1500244140625,16149019,2021-10-18
2021-10-25,1714.715576171875,1766.6500244140625,1862.0,1735.800048828125,1792.25,16191485,2021-10-25
2021-11-01,1852.8321533203125,1908.949951171875,1920.8499755859375,1751.199951171875,1776.0,16348468,2021-11-01
2021-11-08,1902.3330078125,1959.949951171875,1981.75,1912.199951171875,1944.550048828125,19521220,2021-11-08
2021-11-15,1841.2335205078125,1897.0,1979.949951171875,1893.0,1961.25,7457689,2021-11-15
2021-11-22,1725.8775634765625,1778.1500244140625,1902.4000244140625,1768.5999755859375,1898.25,10524369,2021-11-22
2021-11-29,1748.2984619140625,1801.25,1844.800048828125,1735.1500244140625,1778.0,13283296,2021-11-29
2021-12-06,1818.327392578125,1873.4000244140625,1890.8499755859375,1772.0999755859375,1799.0,12660037,2021-12-06
2021-12-13,1792.8004150390625,1847.0999755859375,1908.0,1831.699951171875,1893.699951171875,10542621,2021-12-13
2021-12-20,1804.7388916015625,1859.4000244140625,1888.75,1771.5,1821.0,9139621,2021-12-20
2021-12-27,1840.1658935546875,1895.9000244140625,1909.0,1845.800048828125,1859.4000244140625,7294683,2021-12-27
2022-01-03,1848.9013671875,1904.9000244140625,1953.0,1893.6500244140625,1895.0,8081401,2022-01-03
2022-01-10,1984.6402587890625,2044.75,2049.949951171875,1907.25,1910.0,11714520,2022-01-10
2022-01-17,1898.5477294921875,1956.050048828125,2078.550048828125,1943.050048828125,2044.75,9896245,2022-01-17
2022-01-24,1841.767578125,1897.550048828125,1959.0,1850.0999755859375,1955.0,10471495,2022-01-24
2022-01-31,1890.685791015625,1947.949951171875,2008.0,1850.449951171875,1890.199951171875,15836264,2022-01-31
2022-02-07,1816.2406005859375,1871.25,1947.5,1848.0,1932.5,9106547,2022-02-07
2022-02-14,1827.7421875,1883.0999755859375,1896.0,1795.0,1843.25,10163159,2022-02-14
2022-02-21,1724.809814453125,1777.050048828125,1883.9000244140625,1751.0,1874.949951171875,11227992,2022-02-21
2022-02-28,1661.429443359375,1711.75,1826.949951171875,1703.0,1764.9000244140625,11873088,2022-02-28
2022-03-07,1677.8326416015625,1728.6500244140625,1758.0,1595.0,1658.25,18400405,2022-03-07
2022-03-14,1735.3409423828125,1787.9000244140625,1804.5999755859375,1715.5,1735.0,9105611,2022-03-14
2022-03-21,1699.6226806640625,1751.0999755859375,1805.0,1721.1500244140625,1805.0,10926502,2022-03-21
2022-03-28,1737.47607421875,1790.0999755859375,1794.0,1725.0999755859375,1752.0,9036732,2022-03-28
2022-04-04,1776.93115234375,1830.75,1858.0,1776.5999755859375,1784.0,9826633,2022-04-04
2022-04-11,1709.0374755859375,1760.800048828125,1829.75,1733.5999755859375,1820.25,8151004,2022-04-11
2022-04-18,1644.5408935546875,1694.3499755859375,1760.75,1671.3499755859375,1746.300048828125,11651268,2022-04-18
2022-04-25,1644.5408935546875,1694.3499755859375,1739.0,1652.0,1675.0,11274323,2022-04-25
2022-05-02,1574.7545166015625,1622.449951171875,1685.949951171875,1612.0999755859375,1668.5999755859375,6324747,2022-05-02
2022-05-09,1489.39013671875,1534.5,1629.8499755859375,1502.0,1607.550048828125,13300865,2022-05-09
2022-05-16,1562.767578125,1610.0999755859375,1623.0,1539.449951171875,1550.0,10342701,2022-05-16
2022-05-23,1553.2557373046875,1600.300048828125,1660.0,1536.6500244140625,1629.0,12423264,2022-05-23
2022-05-30,1603.4844970703125,1652.050048828125,1674.4000244140625,1613.5999755859375,1620.0,11860048,2022-05-30
2022-06-06,1538.5025634765625,1585.0999755859375,1662.300048828125,1556.199951171875,1652.1500244140625,8516841,2022-06-06
2022-06-13,1446.149658203125,1489.949951171875,1575.0,1481.4000244140625,1560.1500244140625,12783352,2022-06-13
2022-06-20,1450.9056396484375,1494.8499755859375,1515.199951171875,1456.3499755859375,1490.0,8762903,2022-06-20
2022-06-27,1525.933349609375,1572.1500244140625,1576.0,1509.75,1524.0,10545656,2022-06-27
2022-07-04,1637.84375,1687.449951171875,1702.0,1550.199951171875,1572.0999755859375,13351813,2022-07-04
2022-07-11,1635.320068359375,1684.8499755859375,1688.8499755859375,1634.5999755859375,1684.949951171875,6527980,2022-07-11
2022-07-18,1715.7830810546875,1767.75,1779.550048828125,1690.0,1696.050048828125,10385290,2022-07-18
2022-07-25,1777.3717041015625,1808.050048828125,1832.5,1741.9000244140625,1765.0,12450812,2022-07-25
2022-08-01,1757.1212158203125,1787.449951171875,1817.8499755859375,1773.0,1808.0,7643057,2022-08-01
2022-08-08,1815.1201171875,1846.449951171875,1878.800048828125,1790.25,1796.4000244140625,9006701,2022-08-08
2022-08-15,1903.1998291015625,1936.050048828125,1942.0,1842.0,1846.449951171875,9829501,2022-08-15
2022-08-22,1873.06982421875,1905.4000244140625,1944.0,1851.5999755859375,1937.0999755859375,8762989,2022-08-22
2022-08-29,1907.5743408203125,1940.5,1958.800048828125,1861.0,1870.0,7794053,2022-08-29
2022-09-05,1916.6673583984375,1949.75,1987.4000244140625,1934.0,1947.949951171875,7499694,2022-09-05
2022-09-12,1887.422119140625,1920.0,1995.0,1915.0,1949.75,10323663,2022-09-12
2022-09-19,1825.343505859375,1856.8499755859375,1955.800048828125,1852.550048828125,1921.0999755859375,8864380,2022-09-19
2022-09-26,1816.348876953125,1847.699951171875,1882.949951171875,1797.4000244140625,1849.0,9543538,2022-09-26
2022-10-03,1891.89501953125,1924.550048828125,1928.949951171875,1814.0,1852.0,7729108,2022-10-03
2022-10-10,1879.16455078125,1911.5999755859375,1936.75,1858.050048828125,1905.0,7735424,2022-10-10
2022-10-17,1844.906005859375,1876.75,1947.0,1867.0999755859375,1902.9000244140625,9225832,2022-10-17
2022-10-24,1941.5380859375,1975.050048828125,1986.0,1891.550048828125,1906.0,6664736,2022-10-24
2022-10-31,1980.908447265625,2015.0999755859375,2056.0,1978.199951171875,1986.0,12895363,2022-10-31
2022-11-07,1976.976318359375,2011.0999755859375,2036.949951171875,1970.199951171875,2021.4000244140625,5160638,2022-11-07
2022-11-14,1990.099853515625,2024.449951171875,2059.0,1978.0999755859375,2013.050048828125,8856469,2022-11-14
2022-11-21,2027.75,2062.75,2095.800048828125,2007.0,2019.0,7364194,2022-11-21
2022-11-28,2050.11376953125,2085.5,2110.0,2038.5999755859375,2064.35009765625,9195307,2022-11-28
2022-12-05,2117.5009765625,2154.050048828125,2194.35009765625,2067.0,2095.949951171875,13053958,2022-12-05
2022-12-12,2138.09521484375,2175.0,2211.60009765625,2134.550048828125,2148.89990234375,8431647,2022-12-12
2022-12-19,2027.75,2062.75,2187.449951171875,2050.10009765625,2171.0,9339510,2022-12-19
2022-12-26,2050.408935546875,2085.800048828125,2136.0,2051.0,2052.75,6074421,2022-12-26
2023-01-02,2051.146240234375,2086.550048828125,2121.699951171875,2058.0,2092.89990234375,6842436,2023-01-02
2023-01-09,2116.86181640625,2153.39990234375,2164.85009765625,2097.10009765625,2108.0,9632511,2023-01-09
2023-01-16,2211.773681640625,2249.949951171875,2297.64990234375,2132.300048828125,2147.0,13884396,2023-01-16
2023-01-23,2123.202392578125,2159.85009765625,2273.300048828125,2127.10009765625,2255.0,6286015,2023-01-23
2023-01-30,2129.788818359375,2166.550048828125,2215.949951171875,2072.64990234375,2129.39990234375,20360779,2023-01-30
2023-02-06,2127.134521484375,2163.85009765625,2181.60009765625,2125.550048828125,2164.25,6891723,2023-02-06
2023-02-13,2188.57421875,2226.35009765625,2249.0,2157.25,2173.0,13017969,2023-02-13
2023-02-20,2097.840087890625,2134.050048828125,2262.0,2118.75,2233.699951171875,9245069,2023-02-20
2023-02-27,2115.53466796875,2152.050048828125,2159.89990234375,2082.10009765625,2134.050048828125,8444482,2023-02-27
2023-03-06,2121.236328125,2157.85009765625,2199.0,2133.0,2158.25,8560822,2023-03-06
2023-03-13,2158.4931640625,2195.75,2228.89990234375,2107.0,2164.050048828125,14483277,2023-03-13
2023-03-20,2129.3955078125,2166.14990234375,2246.25,2152.0,2191.10009765625,11036829,2023-03-20
2023-03-27,2127.478515625,2164.199951171875,2190.0,2121.0,2175.050048828125,7029751,2023-03-27
2023-04-03,2235.6611328125,2274.25,2291.64990234375,2155.0,2180.0,6384916,2023-04-03
2023-04-10,2220.42431640625,2258.75,2330.0,2242.449951171875,2284.89990234375,6420861,2023-04-10
2023-04-17,2177.61328125,2215.199951171875,2273.800048828125,2188.0,2258.75,11852778,2023-04-17
2023-04-24,2324.281494140625,2364.39990234375,2369.0,2186.550048828125,2220.0,8621953,2023-04-24
2023-05-01,2337.159423828125,2377.5,2416.35009765625,2342.85009765625,2364.39990234375,6495166,2023-05-01
2023-05-08,2183.4130859375,2221.10009765625,2401.89990234375,2197.35009765625,2377.449951171875,19514426,2023-05-08
2023-05-15,2152.889892578125,2190.050048828125,2260.0,2168.5,2220.89990234375,11173159,2023-05-15
2023-05-22,2180.80810546875,2218.449951171875,2228.60009765625,2176.0,2190.0,8964616,2023-05-22
2023-05-29,2196.635009765625,2234.550048828125,2241.800048828125,2200.0,2225.0,8345107,2023-05-29
2023-06-05,2322.905517578125,2363.0,2368.85009765625,2240.0,2245.0,11209942,2023-06-05
2023-06-12,2326.64111328125,2366.800048828125,2380.0,2327.10009765625,2365.0,8230790,2023-06-12
2023-06-19,2349.005126953125,2389.550048828125,2427.0,2354.449951171875,2379.0,9444591,2023-06-19
2023-06-26,2433.5458984375,2475.550048828125,2483.5,2367.949951171875,2398.10009765625,6231526,2023-06-26
2023-07-03,2407.79052734375,2449.35009765625,2504.0,2444.60009765625,2478.199951171875,7346418,2023-07-03
2023-07-10,2430.3017578125,2472.25,2485.949951171875,2420.0,2450.0,6207858,2023-07-10
2023-07-17,2542.367431640625,2586.25,2595.0,2465.0,2475.0,8686763,2023-07-17
2023-07-24,2604.593505859375,2649.550048828125,2676.35009765625,2553.0,2637.64990234375,13487790,2023-07-24
2023-07-31,2582.327392578125,2626.89990234375,2690.0,2586.300048828125,2655.0,6777108,2023-07-31
2023-08-07,2593.73095703125,2638.5,2661.60009765625,2615.25,2628.0,5197462,2023-08-07
2023-08-14,2597.122314453125,2641.949951171875,2695.0,2616.0,2637.0,6596321,2023-08-14
2023-08-21,2593.632568359375,2638.39990234375,2766.800048828125,2623.449951171875,2641.85009765625,8891779,2023-08-21
2023-08-28,2656.251708984375,2702.10009765625,2737.64990234375,2650.050048828125,2653.550048828125,8276698,2023-08-28
2023-09-04,2852.366943359375,2901.60009765625,2928.699951171875,2705.0,2733.0,12101183,2023-09-04
2023-09-11,2859.19873046875,2908.550048828125,3009.0,2888.449951171875,2905.0,15358295,2023-09-11
2023-09-18,2868.97998046875,2918.5,2944.949951171875,2846.050048828125,2910.0,6546151,2023-09-18
2023-09-25,2972.24755859375,3023.550048828125,3058.35009765625,2871.0,2917.949951171875,11685799,2023-09-25
2023-10-02,3041.207275390625,3093.699951171875,3114.949951171875,2990.050048828125,3023.550048828125,11667003,2023-10-02
2023-10-09,3037.1767578125,3089.60009765625,3110.0,3055.550048828125,3075.0,8108558,2023-10-09
2023-10-16,2961.237548828125,3012.35009765625,3114.199951171875,2977.300048828125,3098.949951171875,7283390,2023-10-16
2023-10-23,2852.66162109375,2901.89990234375,3006.89990234375,2857.050048828125,3003.0,9408030,2023-10-23
2023-10-30,2861.852783203125,2911.25,2983.14990234375,2856.14990234375,2899.199951171875,9712895,2023-10-30
2023-11-06,2981.782958984375,3033.25,3044.0,2927.25,2933.0,6028807,2023-11-06
2023-11-13,3056.24755859375,3109.0,3115.449951171875,3031.64990234375,3050.0,4614610,2023-11-13
2023-11-20,3002.426513671875,3054.25,3111.949951171875,3031.050048828125,3095.10009765625,6649963,2023-11-20
2023-11-27,3136.511962890625,3190.64990234375,3197.949951171875,3035.0,3054.25,8256147,2023-11-27
2023-12-04,3321.125732421875,3378.449951171875,3430.0,3250.0,3285.0,11370230,2023-12-04
2023-12-11,3428.81689453125,3488.0,3498.89990234375,3332.0,3377.949951171875,9990349,2023-12-11
2023-12-18,3418.937255859375,3477.949951171875,3525.0,3333.0,3496.0,8929686,2023-12-18
2023-12-25,3466.172119140625,3526.0,3559.949951171875,3477.949951171875,3477.949951171875,6801227,2023-12-25
2024-01-01,3462.1416015625,3521.89990234375,3555.0,3411.60009765625,3538.0,7293037,2024-01-01
2024-01-08,3508.245849609375,3568.800048828125,3593.75,3490.0,3540.0,8223926,2024-01-08
2024-01-15,3584.135986328125,3646.0,3655.85009765625,3525.0,3576.10009765625,10337233,2024-01-15
2024-01-22,3532.4775390625,3593.449951171875,3661.35009765625,3521.699951171875,3646.0,7660203,2024-01-22
2024-01-29,3318.766357421875,3376.050048828125,3737.89990234375,3361.0,3604.0,26895159,2024-01-29
2024-02-05,3268.140380859375,3324.550048828125,3447.0,3293.85009765625,3375.5,14192970,2024-02-05
2024-02-12,3329.28466796875,3386.75,3398.0,3263.050048828125,3330.0,11343422,2024-02-12
2024-02-19,3330.46435546875,3387.949951171875,3408.0,3276.949951171875,3400.550048828125,9853845,2024-02-19
2024-02-26,3571.847900390625,3633.5,3658.35009765625,3393.0,3400.0,14438923,2024-02-26
2024-03-04,3614.560546875,3676.949951171875,3705.14990234375,3586.050048828125,3670.0,7133468,2024-03-04
2024-03-11,3477.1328125,3537.14990234375,3700.0,3511.89990234375,3700.0,14304911,2024-03-11
2024-03-18,3556.41455078125,3617.800048828125,3647.300048828125,3481.0,3537.14990234375,9770510,2024-03-18
2024-03-25,3700.035400390625,3763.89990234375,3813.35009765625,3600.0,3617.800048828125,8987324,2024-03-25
2024-04-01,3679.58837890625,3743.10009765625,3860.0,3716.25,3780.85009765625,11183096,2024-04-01
2024-04-08,3616.82177734375,3679.25,3827.949951171875,3663.5,3745.0,8469577,2024-04-08
2024-04-15,3458.65185546875,3518.35009765625,3679.85009765625,3472.39990234375,3626.050048828125,10043240,2024-04-15
2024-04-22,3544.0283203125,3605.199951171875,3666.0,3540.949951171875,3568.75,9935061,2024-04-22
2024-04-29,3440.416748046875,3499.800048828125,3649.89990234375,3488.449951171875,3606.10009765625,10797518,2024-04-29
2024-05-06,3215.941162109375,3271.449951171875,3527.0,3234.60009765625,3522.800048828125,26360115,2024-05-06
2024-05-13,3405.420654296875,3464.199951171875,3475.949951171875,3225.199951171875,3267.050048828125,15363172,2024-05-13
2024-05-20,3564.376953125,3625.89990234375,3659.0,3434.0,3450.75,10776837,2024-05-20
2024-05-27,3607.040771484375,3669.300048828125,3744.800048828125,3600.0,3644.89990234375,14651231,2024-05-27
2024-06-03,3472.561767578125,3532.5,3919.89990234375,3175.050048828125,3855.39990234375,40315268,2024-06-03
2024-06-10,3625.226806640625,3687.800048828125,3720.0,3521.050048828125,3521.050048828125,12653715,2024-06-10
2024-06-17,3475.019287109375,3535.0,3710.0,3516.0,3687.800048828125,12000166,2024-06-17
2024-06-24,3515.66162109375,3548.449951171875,3624.89990234375,3505.0,3520.35009765625,15630174,2024-06-24
2024-07-01,3593.634521484375,3627.14990234375,3650.5,3514.0,3535.199951171875,13459825,2024-07-01
2024-07-08,3615.629638671875,3649.35009765625,3694.0,3594.0,3640.10009765625,11306933,2024-07-08
2024-07-15,3585.064453125,3618.5,3679.25,3598.64990234375,3670.0,8837560,2024-07-15
2024-07-22,3645.89697265625,3679.89990234375,3714.0,3460.0,3617.89990234375,21089950,2024-07-22
2024-07-29,3631.828369140625,3665.699951171875,3838.949951171875,3657.10009765625,3701.0,13354732,2024-07-29
2024-08-05,3558.85888671875,3592.050048828125,3655.75,3511.5,3597.0,9525634,2024-08-05
2024-08-12,3535.3779296875,3568.35009765625,3611.0,3533.0,3579.0,7674490,2024-08-12
2024-08-19,3565.298828125,3598.550048828125,3622.0,3547.0,3599.85009765625,8458459,2024-08-19
2024-08-26,3670.41845703125,3704.64990234375,3745.0,3594.699951171875,3611.0,10958922,2024-08-26
2024-09-02,3541.71875,3574.75,3721.949951171875,3536.199951171875,3706.0,10475254,2024-09-02
2024-09-09,3579.615234375,3613.0,3638.050048828125,3516.39990234375,3584.0,10027215,2024-09-09
2024-09-16,3758.84375,3793.89990234375,3809.89990234375,3613.0,3619.14990234375,11698218,2024-09-16
2024-09-23,3671.4091796875,3705.64990234375,3838.800048828125,3651.0,3800.0,13574304,2024-09-23
2024-09-30,3461.665283203125,3493.949951171875,3724.0,3468.5,3699.0,12273553,2024-09-30
2024-10-07,3450.370849609375,3482.550048828125,3557.699951171875,3429.0,3505.0,10166051,2024-10-07
2024-10-14,3544.74072265625,3577.800048828125,3592.449951171875,3501.300048828125,3510.0,10238911,2024-10-14
2024-10-21,3295.66357421875,3326.39990234375,3621.949951171875,3315.050048828125,3580.0,10400586,2024-10-21
2024-10-28,3592.842041015625,3626.35009765625,3654.949951171875,3262.550048828125,3316.0,14880148,2024-10-28
2024-11-04,3626.478271484375,3660.300048828125,3667.0,3530.89990234375,3624.949951171875,7998578,2024-11-04
2024-11-11,3493.6669921875,3526.25,3661.0,3500.14990234375,3646.0,4902792,2024-11-11
2024-11-18,3570.203125,3603.5,3613.5,3452.449951171875,3521.10009765625,7104276,2024-11-18
2024-11-25,3690.38232421875,3724.800048828125,3761.0,3635.10009765625,3660.0,11085767,2024-11-25
2024-12-02,3830.970947265625,3866.699951171875,3884.0,3672.89990234375,3706.85009765625,11542937,2024-12-02
2024-12-09,3851.08349609375,3887.0,3963.5,3794.199951171875,3867.5,11120432,2024-12-09
2024-12-16,3596.309814453125,3629.85009765625,3914.39990234375,3607.10009765625,3882.0,8580612,2024-12-16
2024-12-23,3574.7607421875,3608.10009765625,3700.0,3603.5,3670.0,4279361,2024-12-23
2024-12-30,3626.081787109375,3659.89990234375,3724.10009765625,3550.0,3607.89990234375,7234354,2024-12-30
2025-01-06,3503.475341796875,3536.14990234375,3692.25,3486.0,3684.75,9194672,2025-01-06
2025-01-13,3535.675048828125,3568.64990234375,3579.85009765625,3448.60009765625,3505.550048828125,10122855,2025-01-13
2025-01-20,3426.24560546875,3458.199951171875,3643.300048828125,3446.050048828125,3574.89990234375,8995643,2025-01-20
2025-01-27,3415.64453125,3447.5,3629.199951171875,3395.0,3447.199951171875,15915089,2025-01-27
2025-02-03,3306.06640625,3336.89990234375,3450.949951171875,3270.0,3420.0,18088057,2025-02-03
2025-02-10,3207.733642578125,3237.64990234375,3361.0,3221.550048828125,3347.800048828125,8968599,2025-02-10
2025-02-17,3284.468017578125,3315.10009765625,3324.89990234375,3183.0,3213.550048828125,9016425,2025-02-17
2025-02-24,3134.61572265625,3163.85009765625,3325.5,3141.0,3289.699951171875,9108673,2025-02-24
2025-03-03,3214.718505859375,3244.699951171875,3289.0,3160.0,3165.949951171875,7525490,2025-03-03
2025-03-10,3157.848876953125,3187.300048828125,3246.300048828125,3153.050048828125,3246.0,5826926,2025-03-10
2025-03-17,3384.385986328125,3415.949951171875,3455.0,3159.0,3190.0,9898897,2025-03-17
2025-03-24,3460.03076171875,3492.300048828125,3528.0,3418.5,3449.0,13323186,2025-03-24
2025-03-31,3230.025634765625,3260.14990234375,3501.60009765625,3237.300048828125,3492.300048828125,6841596,2025-03-31
2025-04-07,3087.158203125,3115.949951171875,3193.89990234375,2965.300048828125,3049.050048828125,16262177,2025-04-07
2025-04-14,3217.29443359375,3247.300048828125,3276.800048828125,3115.949951171875,3115.949951171875,6949083,2025-04-14
2025-04-21,3241.865478515625,3272.10009765625,3335.699951171875,3225.10009765625,3249.5,10083291,2025-04-21
2025-04-28,3304.0849609375,3334.89990234375,3376.39990234375,3254.800048828125,3260.0,6875949,2025-04-28
2025-05-05,3412.07763671875,3443.89990234375,3477.0,3284.10009765625,3350.0,14907582,2025-05-05
2025-05-12,3571.39208984375,3604.699951171875,3648.699951171875,3490.0,3513.0,12961338,2025-05-12
2025-05-19,3566.63623046875,3599.89990234375,3634.0,3536.89990234375,3604.699951171875,7331852,2025-05-19
2025-05-26,3641.1416015625,3675.10009765625,3695.300048828125,3603.0,3615.800048828125,9529684,2025-05-26
2025-06-02,3622.515380859375,3656.300048828125,3697.300048828125,3605.60009765625,3675.10009765625,8152910,2025-06-02
2025-06-09,3587.39990234375,3587.39990234375,3708.89990234375,3485.89990234375,3664.0,7935605,2025-06-09
2025-06-16,3662.0,3662.0,3669.89990234375,3561.800048828125,3575.5,7152640,2025-06-16
2025-06-23,3679.199951171875,3679.199951171875,3731.39990234375,3574.60009765625,3645.0,11324402,2025-06-23
2025-06-30,3594.60009765625,3594.60009765625,3717.5,3570.10009765625,3682.0,5818874,2025-06-30
