Date,Adj Close_MONARCH.NS,Close_MONARCH.NS,High_MONARCH.NS,Low_MONARCH.NS,Open_MONARCH.NS,Volume_MONARCH.NS,Date
2024-10-21,384.0,384.0,438.04998779296875,378.1000061035156,437.95001220703125,528113,2024-10-21
2024-10-28,445.04998779296875,445.04998779296875,449.5,379.79998779296875,384.0,866770,2024-10-28
2024-11-04,457.04998779296875,457.04998779296875,495.0,420.3500061035156,441.0,1611820,2024-11-04
2024-11-11,407.79998779296875,407.79998779296875,464.79998779296875,400.8999938964844,452.79998779296875,869213,2024-11-11
2024-11-18,397.3500061035156,397.3500061035156,427.3999938964844,376.75,409.3500061035156,671790,2024-11-18
2024-11-25,420.5,420.5,429.3999938964844,392.04998779296875,407.54998779296875,904139,2024-11-25
2024-12-02,440.1499938964844,440.1499938964844,448.0,411.8500061035156,423.8999938964844,866151,2024-12-02
2024-12-09,435.25,435.25,452.95001220703125,431.1499938964844,440.79998779296875,779618,2024-12-09
2024-12-16,406.45001220703125,406.45001220703125,443.45001220703125,401.0,435.25,442012,2024-12-16
2024-12-23,426.95001220703125,426.95001220703125,439.0,396.3500061035156,407.45001220703125,499814,2024-12-23
2024-12-30,466.25,466.25,483.75,424.5,433.3500061035156,1917931,2024-12-30
2025-01-06,430.3999938964844,430.3999938964844,478.0,425.0,473.20001220703125,1255402,2025-01-06
2025-01-13,445.6000061035156,445.6000061035156,453.0,402.75,418.3999938964844,746895,2025-01-13
2025-01-20,419.45001220703125,419.45001220703125,483.8999938964844,416.1499938964844,448.0,2011663,2025-01-20
2025-01-27,419.29998779296875,419.29998779296875,439.0,396.6000061035156,419.54998779296875,1056398,2025-01-27
2025-02-03,414.45001220703125,414.45001220703125,454.95001220703125,405.29998779296875,413.8500061035156,1294319,2025-02-03
2025-02-10,357.75,357.75,406.04998779296875,349.1499938964844,405.0,942705,2025-02-10
2025-02-17,355.1499938964844,355.1499938964844,373.0,324.04998779296875,351.8500061035156,1059529,2025-02-17
2025-02-24,330.04998779296875,330.04998779296875,358.6499938964844,328.0,348.0,269498,2025-02-24
2025-03-03,328.29998779296875,328.29998779296875,347.04998779296875,316.04998779296875,332.0,536894,2025-03-03
2025-03-10,317.3999938964844,317.3999938964844,334.8500061035156,311.8999938964844,328.95001220703125,703943,2025-03-10
2025-03-17,339.25,339.25,347.8999938964844,300.04998779296875,300.04998779296875,499607,2025-03-17
2025-03-24,330.70001220703125,330.70001220703125,350.95001220703125,325.0,342.0,1000002,2025-03-24
2025-03-31,328.5,328.5,349.0,327.0,330.70001220703125,348213,2025-03-31
2025-04-07,315.3500061035156,315.3500061035156,330.0,304.04998779296875,311.0,298642,2025-04-07
2025-04-14,326.29998779296875,326.29998779296875,334.8999938964844,315.3500061035156,315.3500061035156,205160,2025-04-14
2025-04-21,316.8999938964844,316.8999938964844,345.0,313.25,326.29998779296875,542657,2025-04-21
2025-04-28,309.1000061035156,309.1000061035156,324.1000061035156,308.20001220703125,316.70001220703125,416872,2025-04-28
2025-05-05,299.54998779296875,299.54998779296875,322.0,294.5,313.1000061035156,789801,2025-05-05
2025-05-12,314.95001220703125,314.95001220703125,328.1499938964844,297.79998779296875,314.29998779296875,1062742,2025-05-12
2025-05-19,312.54998779296875,312.54998779296875,331.79998779296875,307.95001220703125,319.0,946144,2025-05-19
2025-05-26,309.54998779296875,309.54998779296875,323.8999938964844,300.79998779296875,315.70001220703125,680133,2025-05-26
2025-06-02,323.54998779296875,323.54998779296875,336.0,301.6499938964844,306.0,988070,2025-06-02
2025-06-09,316.70001220703125,316.70001220703125,338.0,309.79998779296875,325.25,1598083,2025-06-09
2025-06-16,309.6499938964844,309.6499938964844,323.3999938964844,305.5,317.04998779296875,1037049,2025-06-16
2025-06-23,341.20001220703125,341.20001220703125,346.70001220703125,307.3500061035156,307.3999938964844,1489967,2025-06-23
2025-06-30,380.5,380.5,390.0,336.0,344.70001220703125,3045211,2025-06-30
2025-07-07,364.1000061035156,364.1000061035156,387.0,359.5,381.5,1783749,2025-07-07
2025-07-14,377.45001220703125,377.45001220703125,379.5,364.0,364.0,526169,2025-07-14
