Date,Adj Close_TATATECH.NS,Close_TATATECH.NS,High_TATATECH.NS,Low_TATATECH.NS,Open_TATATECH.NS,Volume_TATATECH.NS,Date
2024-03-25,995.2160034179688,1020.5999755859375,1038.25,1020.0,1032.0,2745289,2024-03-25
2024-04-01,1093.7528076171875,1121.6500244140625,1147.75,1033.5,1040.0,15191975,2024-04-01
2024-04-08,1063.231201171875,1090.3499755859375,1130.6500244140625,1088.9000244140625,1130.050048828125,6972863,2024-04-08
2024-04-15,1014.7674560546875,1040.6500244140625,1081.699951171875,1033.050048828125,1062.0,3990605,2024-04-15
2024-04-22,1045.8740234375,1072.550048828125,1094.699951171875,1043.550048828125,1053.550048828125,3720194,2024-04-22
2024-04-29,1059.76953125,1086.800048828125,1109.800048828125,1058.0,1080.050048828125,4584006,2024-04-29
2024-05-06,984.5383911132812,1009.6500244140625,1058.449951171875,1006.0499877929688,1042.0,4729519,2024-05-06
2024-05-13,1025.4937744140625,1051.6500244140625,1063.0999755859375,1005.0,1014.3499755859375,2426612,2024-05-13
2024-05-20,1057.4779052734375,1084.449951171875,1109.8499755859375,1048.25,1058.0,3145486,2024-05-20
2024-05-27,1004.5772094726562,1030.199951171875,1115.9000244140625,1023.7999877929688,1093.6500244140625,3596787,2024-05-27
2024-06-03,1035.001220703125,1061.4000244140625,1071.050048828125,982.25,1070.0,5123634,2024-06-03
2024-06-10,1011.8419799804688,1037.6500244140625,1073.699951171875,1036.8499755859375,1061.4000244140625,4490920,2024-06-10
2024-06-17,976.8427734375,992.25,1043.9000244140625,982.6500244140625,1040.4000244140625,11748565,2024-06-17
2024-06-24,1006.0816650390625,1021.9500122070312,1027.9000244140625,989.75,992.25,4162945,2024-06-24
2024-07-01,994.6617431640625,1010.3499755859375,1029.5,1006.2000122070312,1023.2999877929688,2635618,2024-07-01
2024-07-08,1017.3538818359375,1033.4000244140625,1043.0,1003.0,1014.8499755859375,5938931,2024-07-08
2024-07-15,981.7159423828125,997.2000122070312,1043.9000244140625,990.0,1040.0,3733489,2024-07-15
2024-07-22,983.4879760742188,999.0,1007.6500244140625,983.0,997.2000122070312,2841264,2024-07-22
2024-07-29,976.5966796875,992.0,1007.3499755859375,990.7999877929688,1002.0,2092370,2024-07-29
2024-08-05,974.283203125,989.6500244140625,1009.9500122070312,970.0999755859375,981.0,3117411,2024-08-05
2024-08-12,983.5371704101562,999.0499877929688,1012.0,980.0,985.0,2373764,2024-08-12
2024-08-19,1020.8486328125,1036.949951171875,1054.800048828125,996.0,1007.3499755859375,29886376,2024-08-19
2024-08-26,1049.0538330078125,1065.5999755859375,1115.0,1040.0,1053.0,30362074,2024-08-26
2024-09-02,1095.373291015625,1112.6500244140625,1122.9000244140625,1045.550048828125,1075.0,28122603,2024-09-02
2024-09-09,1072.779541015625,1089.699951171875,1115.0,1073.9000244140625,1115.0,14483671,2024-09-09
2024-09-16,1097.391357421875,1114.699951171875,1136.0,1051.8499755859375,1106.0,18535203,2024-09-16
2024-09-23,1103.5936279296875,1121.0,1134.699951171875,1084.0,1130.0,10341592,2024-09-23
2024-09-30,1041.0303955078125,1057.449951171875,1118.0,1047.25,1115.0,5661734,2024-09-30
2024-10-07,1038.224609375,1054.5999755859375,1089.1500244140625,1016.5,1065.0,8271447,2024-10-07
2024-10-14,1043.6392822265625,1060.0999755859375,1087.8499755859375,1042.0,1057.5,5096611,2024-10-14
2024-10-21,995.7446899414062,1011.4500122070312,1074.949951171875,1000.0999755859375,1063.449951171875,5647161,2024-10-21
2024-10-28,1011.2500610351562,1027.199951171875,1032.0,986.75,1016.0,3962290,2024-10-28
2024-11-04,989.3455810546875,1004.9500122070312,1038.0,1002.0,1029.0,2453283,2024-11-04
2024-11-11,947.3578491210938,962.2999877929688,1005.6500244140625,956.6500244140625,1004.9500122070312,2952498,2024-11-11
2024-11-18,926.5855102539062,941.2000122070312,968.0,931.0,968.0,2950038,2024-11-18
2024-11-25,923.9273681640625,938.5,963.0,931.0999755859375,955.0,3609663,2024-11-25
2024-12-02,939.0883178710938,953.9000244140625,973.8499755859375,936.4000244140625,939.0999755859375,4630685,2024-12-02
2024-12-09,922.9921264648438,937.5499877929688,960.0,935.0,954.5,3849580,2024-12-09
2024-12-16,879.4292602539062,893.2999877929688,942.0,890.0,937.0,4649574,2024-12-16
2024-12-23,884.89306640625,898.8499755859375,922.9000244140625,883.2999877929688,898.0,2586275,2024-12-23
2024-12-30,882.677978515625,896.5999755859375,912.5,886.0,899.0,2821108,2024-12-30
2025-01-06,821.1976928710938,834.1500244140625,912.0,828.2999877929688,897.9500122070312,5823882,2025-01-06
2025-01-13,795.1583862304688,807.7000122070312,834.4000244140625,790.5499877929688,830.0,5426299,2025-01-13
2025-01-20,770.7435302734375,782.9000244140625,841.2999877929688,781.0,810.0499877929688,4788533,2025-01-20
2025-01-27,763.5076293945312,775.5499877929688,796.75,737.0999755859375,780.0,4500123,2025-01-27
2025-02-03,764.541259765625,776.5999755859375,803.0,758.3499755859375,770.25,2784925,2025-02-03
2025-02-10,722.455078125,733.8499755859375,786.4000244140625,718.0,780.0,3190114,2025-02-10
2025-02-17,731.02001953125,742.5499877929688,764.0,711.2000122070312,731.0,5426858,2025-02-17
2025-02-24,661.3193969726562,671.75,741.0,664.4500122070312,740.0,5379630,2025-02-24
2025-03-03,661.1224365234375,671.5499877929688,684.4000244140625,634.5499877929688,675.0999755859375,8511107,2025-03-03
2025-03-10,626.9120483398438,636.7999877929688,676.0,630.2000122070312,674.4500122070312,5296119,2025-03-10
2025-03-17,675.1019897460938,685.75,706.2999877929688,626.6500244140625,636.7999877929688,10899590,2025-03-17
2025-03-24,669.3428344726562,679.9000244140625,728.75,673.5499877929688,689.9500122070312,14480519,2025-03-24
2025-03-31,638.6273193359375,648.7000122070312,691.0,642.0,677.9000244140625,5729051,2025-03-31
2025-04-07,622.2357788085938,632.0499877929688,634.0,597.0,602.0,6566136,2025-04-07
2025-04-14,641.3837890625,651.5,656.7999877929688,637.0,637.8499755859375,2910802,2025-04-14
2025-04-21,682.4363403320312,693.2000122070312,731.75,655.0,655.0,11855549,2025-04-21
2025-04-28,637.0521240234375,647.0999755859375,712.3499755859375,645.5499877929688,693.3499755859375,52477743,2025-04-28
2025-05-05,655.6094360351562,665.9500122070312,672.7999877929688,639.0999755859375,649.0,9094284,2025-05-05
2025-05-12,739.2404174804688,750.9000244140625,754.2000122070312,671.3499755859375,675.9500122070312,15527015,2025-05-12
2025-05-19,752.8753051757812,764.75,777.4000244140625,737.5,758.4500122070312,10317363,2025-05-19
2025-05-26,761.587890625,773.5999755859375,790.5999755859375,754.0,766.0,15847990,2025-05-26
2025-06-02,746.6731567382812,758.4500122070312,779.2999877929688,751.4000244140625,773.0,14566489,2025-06-02
2025-06-09,741.7999877929688,753.5,797.0,740.0999755859375,760.9000244140625,10112202,2025-06-09
2025-06-16,695.677490234375,706.6500244140625,755.0,696.2999877929688,745.0,12202198,2025-06-16
2025-06-23,715.2000122070312,715.2000122070312,727.0999755859375,696.0,701.0,10065267,2025-06-23
2025-06-30,708.1500244140625,708.1500244140625,720.0,701.5999755859375,718.7999877929688,5609737,2025-06-30
2025-07-07,708.7999877929688,708.7999877929688,717.5,698.4000244140625,708.1500244140625,5011157,2025-07-07
2025-07-14,731.9500122070312,731.9500122070312,742.0,702.0,708.4000244140625,8978625,2025-07-14
