Date,Adj Close_LTFOODS.NS,Close_LTFOODS.NS,High_LTFOODS.NS,Low_LTFOODS.NS,Open_LTFOODS.NS,Volume_LTFOODS.NS,Date
2024-07-15,283.6290588378906,285.1499938964844,298.0,281.45001220703125,287.8500061035156,5784750,2024-07-15
2024-07-22,286.2649230957031,287.79998779296875,301.25,264.54998779296875,281.5,4697826,2024-07-22
2024-07-29,306.2080078125,307.8500061035156,315.6000061035156,284.29998779296875,289.1000061035156,7992320,2024-07-29
2024-08-05,306.9539794921875,308.6000061035156,317.3999938964844,290.3500061035156,302.1000061035156,5802336,2024-08-05
2024-08-12,329.2448425292969,330.45001220703125,332.5,301.25,306.8999938964844,4366795,2024-08-12
2024-08-19,361.4270324707031,362.75,364.0,325.79998779296875,330.70001220703125,6986436,2024-08-19
2024-08-26,378.01629638671875,379.3999938964844,379.95001220703125,361.25,362.75,4364863,2024-08-26
2024-09-02,399.8363952636719,401.29998779296875,418.70001220703125,379.54998779296875,382.79998779296875,9923292,2024-09-02
2024-09-09,406.11346435546875,407.6000061035156,415.0,384.04998779296875,402.0,5604568,2024-09-09
2024-09-16,430.8728332519531,432.45001220703125,447.95001220703125,410.54998779296875,427.0,17201070,2024-09-16
2024-09-23,394.9673156738281,395.5,442.3999938964844,393.04998779296875,430.0,4263145,2024-09-23
2024-09-30,391.92144775390625,392.45001220703125,412.3500061035156,382.1000061035156,404.79998779296875,2812969,2024-09-30
2024-10-07,401.6583251953125,402.20001220703125,409.0,372.0,400.6000061035156,3420007,2024-10-07
2024-10-14,418.485595703125,419.04998779296875,427.79998779296875,386.0,389.79998779296875,4100055,2024-10-14
2024-10-21,350.3774719238281,350.8500061035156,425.0,338.0,420.8999938964844,9807699,2024-10-21
2024-10-28,398.1130676269531,398.6499938964844,405.0,344.95001220703125,350.8500061035156,4223382,2024-10-28
2024-11-04,381.8849792480469,382.3999938964844,406.8500061035156,378.1000061035156,398.6499938964844,3363424,2024-11-04
2024-11-11,354.72161865234375,355.20001220703125,383.45001220703125,353.04998779296875,381.5,3095430,2024-11-11
2024-11-18,348.0306396484375,348.5,355.3999938964844,332.20001220703125,355.20001220703125,3133521,2024-11-18
2024-11-25,396.565185546875,397.1000061035156,399.75,348.1000061035156,349.95001220703125,4324669,2024-11-25
2024-12-02,427.4734802246094,428.04998779296875,430.70001220703125,391.1000061035156,397.1000061035156,3998963,2024-12-02
2024-12-09,430.9188537597656,431.5,451.6000061035156,422.8500061035156,429.45001220703125,3876713,2024-12-09
2024-12-16,411.64483642578125,412.20001220703125,432.79998779296875,408.25,431.5,2452215,2024-12-16
2024-12-23,402.20758056640625,402.75,419.1499938964844,397.0,415.95001220703125,1377014,2024-12-23
2024-12-30,430.5693054199219,431.1499938964844,441.75,403.45001220703125,403.45001220703125,3101915,2024-12-30
2025-01-06,402.20758056640625,402.75,433.5,387.54998779296875,430.6000061035156,3369332,2025-01-06
2025-01-13,395.21697998046875,395.75,414.1499938964844,380.3500061035156,403.0,1849940,2025-01-13
2025-01-20,398.8121643066406,399.3500061035156,406.8500061035156,378.8500061035156,396.0,1735607,2025-01-20
2025-01-27,384.78106689453125,385.29998779296875,397.3999938964844,326.04998779296875,396.5,4631376,2025-01-27
2025-02-03,399.8607177734375,400.3999938964844,404.95001220703125,366.5,385.29998779296875,2055569,2025-02-03
2025-02-10,386.6499938964844,386.6499938964844,411.3999938964844,371.79998779296875,400.0,2804801,2025-02-10
2025-02-17,376.25,376.25,389.8500061035156,358.5,383.29998779296875,2287657,2025-02-17
2025-02-24,339.54998779296875,339.54998779296875,375.45001220703125,329.54998779296875,374.0,2463783,2025-02-24
2025-03-03,350.04998779296875,350.04998779296875,357.79998779296875,316.0,335.0,4090693,2025-03-03
2025-03-10,334.54998779296875,334.54998779296875,362.75,330.0,352.8500061035156,1626474,2025-03-10
2025-03-17,381.29998779296875,381.29998779296875,385.0,334.54998779296875,335.0,2362861,2025-03-17
2025-03-24,381.0,381.0,396.0,358.1499938964844,384.70001220703125,3865152,2025-03-24
2025-03-31,352.75,352.75,388.6000061035156,345.45001220703125,382.75,3459047,2025-03-31
2025-04-07,354.3500061035156,354.3500061035156,356.70001220703125,288.25,293.79998779296875,8177342,2025-04-07
2025-04-14,357.25,357.25,364.3500061035156,350.0,356.70001220703125,2048904,2025-04-14
2025-04-21,355.25,355.25,374.95001220703125,347.04998779296875,360.0,3807093,2025-04-21
2025-04-28,341.54998779296875,341.54998779296875,359.79998779296875,337.29998779296875,353.0,1895509,2025-04-28
2025-05-05,359.54998779296875,359.54998779296875,363.29998779296875,330.0,344.0,3751509,2025-05-05
2025-05-12,370.8500061035156,370.8500061035156,383.79998779296875,361.20001220703125,366.0,3778094,2025-05-12
2025-05-19,413.1499938964844,413.1499938964844,424.0,372.1499938964844,373.75,8057710,2025-05-19
2025-05-26,439.8999938964844,439.8999938964844,441.8500061035156,407.70001220703125,415.1499938964844,5233676,2025-05-26
2025-06-02,477.3500061035156,477.3500061035156,483.95001220703125,429.1000061035156,439.8999938964844,8075906,2025-06-02
2025-06-09,458.79998779296875,458.79998779296875,484.0,445.20001220703125,482.6000061035156,3055067,2025-06-09
2025-06-16,432.8500061035156,432.8500061035156,461.0,420.1499938964844,454.0,4607425,2025-06-16
2025-06-23,483.25,483.25,498.70001220703125,389.20001220703125,420.0,26463455,2025-06-23
2025-06-30,487.3500061035156,487.3500061035156,508.8999938964844,465.8999938964844,483.29998779296875,10988437,2025-06-30
2025-07-07,484.5,484.5,506.1000061035156,476.79998779296875,489.0,4473953,2025-07-07
2025-07-14,491.20001220703125,491.20001220703125,499.8999938964844,478.5,487.8500061035156,1956061,2025-07-14
