Date,Adj Close_IZMO.NS,Close_IZMO.NS,High_IZMO.NS,Low_IZMO.NS,Open_IZMO.NS,Volume_IZMO.NS,Date
2021-05-17,79.05000305175781,79.05000305175781,83.30000305175781,74.19999694824219,78.19999694824219,577528,2021-05-17
2021-05-24,77.0,77.0,84.19999694824219,75.0999984741211,76.0999984741211,551356,2021-05-24
2021-05-31,77.75,77.75,80.8499984741211,74.0,78.3499984741211,427893,2021-05-31
2021-06-07,81.19999694824219,81.19999694824219,84.9000015258789,77.75,79.44999694824219,559652,2021-06-07
2021-06-14,86.44999694824219,86.44999694824219,95.0,74.75,84.0,2154258,2021-06-14
2021-06-21,80.30000305175781,80.30000305175781,90.6500015258789,79.6500015258789,86.0,407029,2021-06-21
2021-06-28,85.30000305175781,85.30000305175781,87.30000305175781,80.0,82.0,323164,2021-06-28
2021-07-05,83.4000015258789,83.4000015258789,87.6500015258789,81.1500015258789,87.4000015258789,256533,2021-07-05
2021-07-12,87.8499984741211,87.8499984741211,91.5,82.55000305175781,85.5,1206046,2021-07-12
2021-07-19,111.5,111.5,115.69999694824219,85.0,86.9000015258789,3072894,2021-07-19
2021-07-26,142.10000610351562,142.10000610351562,142.10000610351562,112.4000015258789,113.4000015258789,1882082,2021-07-26
2021-08-02,118.80000305175781,118.80000305175781,149.1999969482422,112.19999694824219,149.1999969482422,2389911,2021-08-02
2021-08-09,106.30000305175781,106.30000305175781,122.9000015258789,101.80000305175781,119.69999694824219,1146373,2021-08-09
2021-08-16,98.55000305175781,98.55000305175781,107.30000305175781,96.75,101.0,593750,2021-08-16
2021-08-23,99.19999694824219,99.19999694824219,103.3499984741211,89.0,96.69999694824219,441640,2021-08-23
2021-08-30,98.44999694824219,98.44999694824219,103.4000015258789,95.4000015258789,101.80000305175781,319348,2021-08-30
2021-09-06,97.5,97.5,102.5,95.5,102.5,293842,2021-09-06
2021-09-13,95.9000015258789,95.9000015258789,99.80000305175781,93.5,99.80000305175781,301392,2021-09-13
2021-09-20,93.6500015258789,93.6500015258789,99.44999694824219,89.44999694824219,99.44999694824219,244487,2021-09-20
2021-09-27,90.55000305175781,90.55000305175781,96.5,89.5,94.0,223645,2021-09-27
2021-10-04,96.9000015258789,96.9000015258789,100.8499984741211,91.0,92.5999984741211,370660,2021-10-04
2021-10-11,96.75,96.75,99.25,94.05000305175781,98.3499984741211,184119,2021-10-11
2021-10-18,91.9000015258789,91.9000015258789,99.4000015258789,91.4000015258789,98.3499984741211,211032,2021-10-18
2021-10-25,90.75,90.75,94.0999984741211,85.30000305175781,91.6500015258789,166185,2021-10-25
2021-11-01,92.9000015258789,92.9000015258789,98.0,89.80000305175781,93.94999694824219,213631,2021-11-01
2021-11-08,90.1500015258789,90.1500015258789,94.69999694824219,88.0,91.19999694824219,177997,2021-11-08
2021-11-15,71.5,71.5,91.1500015258789,67.19999694824219,91.1500015258789,1118676,2021-11-15
2021-11-22,72.4000015258789,72.4000015258789,72.94999694824219,64.5999984741211,72.4000015258789,485960,2021-11-22
2021-11-29,73.5,73.5,75.5,68.6500015258789,74.1500015258789,296694,2021-11-29
2021-12-06,76.8499984741211,76.8499984741211,79.5999984741211,71.30000305175781,75.0,432544,2021-12-06
2021-12-13,77.0999984741211,77.0999984741211,84.5,76.0,78.4000015258789,719655,2021-12-13
2021-12-20,84.5,84.5,85.05000305175781,72.05000305175781,77.5,679857,2021-12-20
2021-12-27,88.3499984741211,88.3499984741211,99.8499984741211,83.0,84.0999984741211,1108818,2021-12-27
2022-01-03,92.6500015258789,92.6500015258789,96.9000015258789,87.19999694824219,90.0,390692,2022-01-03
2022-01-10,90.94999694824219,90.94999694824219,96.9000015258789,87.44999694824219,94.5,685177,2022-01-10
2022-01-17,100.75,100.75,104.1500015258789,89.3499984741211,92.5999984741211,1175273,2022-01-17
2022-01-24,88.8499984741211,88.8499984741211,103.69999694824219,87.5,103.44999694824219,615798,2022-01-24
2022-01-31,91.1500015258789,91.1500015258789,95.9000015258789,88.5999984741211,90.0999984741211,455004,2022-01-31
2022-02-07,84.5,84.5,93.0,82.0999984741211,92.5,300340,2022-02-07
2022-02-14,94.44999694824219,94.44999694824219,103.0999984741211,77.1500015258789,80.5,1172391,2022-02-14
2022-02-21,82.94999694824219,82.94999694824219,94.55000305175781,78.8499984741211,92.5999984741211,539397,2022-02-21
2022-02-28,83.19999694824219,83.19999694824219,88.0,81.0,82.0,172467,2022-02-28
2022-03-07,88.25,88.25,91.44999694824219,78.9000015258789,80.9000015258789,199773,2022-03-07
2022-03-14,88.5999984741211,88.5999984741211,92.05000305175781,83.44999694824219,86.5999984741211,190968,2022-03-14
2022-03-21,86.4000015258789,86.4000015258789,92.0,85.19999694824219,92.0,294280,2022-03-21
2022-03-28,87.5999984741211,87.5999984741211,89.5999984741211,81.80000305175781,87.9000015258789,288120,2022-03-28
2022-04-04,95.44999694824219,95.44999694824219,100.9000015258789,87.5999984741211,89.4000015258789,560418,2022-04-04
2022-04-11,91.55000305175781,91.55000305175781,96.94999694824219,90.80000305175781,95.0,144421,2022-04-11
2022-04-18,88.19999694824219,88.19999694824219,93.3499984741211,86.44999694824219,91.0,207417,2022-04-18
2022-04-25,85.5,85.5,92.0,83.0,87.0999984741211,207099,2022-04-25
2022-05-02,79.05000305175781,79.05000305175781,87.6500015258789,73.30000305175781,87.0,292628,2022-05-02
2022-05-09,71.30000305175781,71.30000305175781,79.80000305175781,66.0999984741211,79.80000305175781,188012,2022-05-09
2022-05-16,73.19999694824219,73.19999694824219,75.6500015258789,69.0999984741211,71.5999984741211,167644,2022-05-16
2022-05-23,70.69999694824219,70.69999694824219,74.25,66.0,74.25,89076,2022-05-23
2022-05-30,80.44999694824219,80.44999694824219,88.80000305175781,70.0,73.25,664825,2022-05-30
2022-06-06,78.80000305175781,78.80000305175781,84.0,77.05000305175781,81.8499984741211,175137,2022-06-06
2022-06-13,71.75,71.75,81.5,69.69999694824219,78.80000305175781,178876,2022-06-13
2022-06-20,67.30000305175781,67.30000305175781,74.9000015258789,63.95000076293945,71.69999694824219,242212,2022-06-20
2022-06-27,70.5999984741211,70.5999984741211,74.6500015258789,68.25,69.6500015258789,130264,2022-06-27
2022-07-04,72.05000305175781,72.05000305175781,74.69999694824219,68.1500015258789,69.6500015258789,104454,2022-07-04
2022-07-11,73.6500015258789,73.6500015258789,83.9000015258789,68.44999694824219,72.6500015258789,525808,2022-07-11
2022-07-18,76.1500015258789,76.1500015258789,80.80000305175781,73.69999694824219,74.94999694824219,314111,2022-07-18
2022-07-25,73.69999694824219,73.69999694824219,77.6500015258789,69.30000305175781,75.3499984741211,150659,2022-07-25
2022-08-01,73.19999694824219,73.19999694824219,75.69999694824219,72.0999984741211,74.9000015258789,102312,2022-08-01
2022-08-08,69.0999984741211,69.0999984741211,74.94999694824219,68.0,74.5,123638,2022-08-08
2022-08-15,70.05000305175781,70.05000305175781,71.80000305175781,67.05000305175781,69.0999984741211,131681,2022-08-15
2022-08-22,69.8499984741211,69.8499984741211,71.0,67.5,70.05000305175781,107220,2022-08-22
2022-08-29,73.44999694824219,73.44999694824219,76.19999694824219,68.80000305175781,69.5,174147,2022-08-29
2022-09-05,76.30000305175781,76.30000305175781,77.80000305175781,71.5,74.80000305175781,232248,2022-09-05
2022-09-12,75.75,75.75,83.0,75.0,77.69999694824219,540193,2022-09-12
2022-09-19,75.5,75.5,84.0,73.4000015258789,75.0,519997,2022-09-19
2022-09-26,70.55000305175781,70.55000305175781,75.8499984741211,69.6500015258789,75.8499984741211,119503,2022-09-26
2022-10-03,74.0,74.0,77.0,69.55000305175781,70.55000305175781,126051,2022-10-03
2022-10-10,71.05000305175781,71.05000305175781,73.1500015258789,70.05000305175781,72.4000015258789,76452,2022-10-10
2022-10-17,70.5999984741211,70.5999984741211,72.44999694824219,70.5,72.44999694824219,81943,2022-10-17
2022-10-24,68.25,68.25,71.4000015258789,67.5,71.4000015258789,51709,2022-10-24
2022-10-31,71.25,71.25,73.80000305175781,66.80000305175781,68.6500015258789,150024,2022-10-31
2022-11-07,71.4000015258789,71.4000015258789,73.0,70.1500015258789,71.94999694824219,77810,2022-11-07
2022-11-14,78.6500015258789,78.6500015258789,82.75,70.94999694824219,71.4000015258789,479035,2022-11-14
2022-11-21,84.8499984741211,84.8499984741211,89.6500015258789,78.05000305175781,79.0,1054566,2022-11-21
2022-11-28,84.80000305175781,84.80000305175781,92.0,82.75,85.1500015258789,734340,2022-11-28
2022-12-05,80.5,80.5,87.80000305175781,80.0999984741211,84.3499984741211,191122,2022-12-05
2022-12-12,75.6500015258789,75.6500015258789,81.80000305175781,74.4000015258789,81.80000305175781,201822,2022-12-12
2022-12-19,70.8499984741211,70.8499984741211,83.80000305175781,70.6500015258789,75.69999694824219,402003,2022-12-19
2022-12-26,74.0999984741211,74.0999984741211,76.5,70.4000015258789,72.25,126675,2022-12-26
2023-01-02,73.30000305175781,73.30000305175781,77.94999694824219,72.05000305175781,75.55000305175781,122633,2023-01-02
2023-01-09,73.19999694824219,73.19999694824219,75.75,72.0999984741211,75.75,81573,2023-01-09
2023-01-16,72.19999694824219,72.19999694824219,74.5,71.80000305175781,74.0,61337,2023-01-16
2023-01-23,71.44999694824219,71.44999694824219,73.5,70.5,73.5,64633,2023-01-23
2023-01-30,71.44999694824219,71.44999694824219,72.5999984741211,70.69999694824219,72.4000015258789,63733,2023-01-30
2023-02-06,78.9000015258789,78.9000015258789,79.80000305175781,69.69999694824219,71.44999694824219,373165,2023-02-06
2023-02-13,89.1500015258789,89.1500015258789,91.9000015258789,76.1500015258789,79.8499984741211,975702,2023-02-13
2023-02-20,86.25,86.25,104.25,85.0,89.69999694824219,2881517,2023-02-20
2023-02-27,78.55000305175781,78.55000305175781,87.0,77.5,86.25,486582,2023-02-27
2023-03-06,91.0,91.0,93.3499984741211,76.5999984741211,78.9000015258789,926676,2023-03-06
2023-03-13,83.69999694824219,83.69999694824219,90.8499984741211,81.0,90.80000305175781,339301,2023-03-13
2023-03-20,105.30000305175781,105.30000305175781,111.5,81.25,83.80000305175781,4431801,2023-03-20
2023-03-27,121.25,121.25,126.8499984741211,108.30000305175781,108.6500015258789,6420883,2023-03-27
2023-04-03,124.5999984741211,124.5999984741211,134.89999389648438,121.5999984741211,124.9000015258789,1785150,2023-04-03
2023-04-10,139.14999389648438,139.14999389648438,146.4499969482422,125.44999694824219,125.44999694824219,2054462,2023-04-10
2023-04-17,137.89999389648438,137.89999389648438,156.0500030517578,132.3000030517578,139.5,2317822,2023-04-17
2023-04-24,124.6500015258789,124.6500015258789,139.4499969482422,121.55000305175781,138.9499969482422,944054,2023-04-24
2023-05-01,134.75,134.75,138.1999969482422,112.0,124.6500015258789,1617914,2023-05-01
2023-05-08,136.5500030517578,136.5500030517578,142.85000610351562,130.10000610351562,135.0,871959,2023-05-08
2023-05-15,151.35000610351562,151.35000610351562,154.8000030517578,136.9499969482422,137.3000030517578,1247043,2023-05-15
2023-05-22,149.8000030517578,149.8000030517578,168.4499969482422,147.60000610351562,154.8000030517578,1484048,2023-05-22
2023-05-29,202.5,202.5,202.5,150.14999389648438,150.9499969482422,3848208,2023-05-29
2023-06-05,246.60000610351562,246.60000610351562,255.89999389648438,209.0,211.0,1487302,2023-06-05
2023-06-12,244.60000610351562,244.60000610351562,257.0,223.1999969482422,252.89999389648438,805049,2023-06-12
2023-06-19,216.0500030517578,216.0500030517578,254.9499969482422,208.1999969482422,245.89999389648438,707466,2023-06-19
2023-06-26,190.10000610351562,190.10000610351562,212.1999969482422,187.0,212.1999969482422,581433,2023-06-26
2023-07-03,195.35000610351562,195.35000610351562,214.0,186.5,190.0,391332,2023-07-03
2023-07-10,187.8000030517578,187.8000030517578,195.8000030517578,185.60000610351562,192.35000610351562,192639,2023-07-10
2023-07-17,222.25,222.25,222.25,181.0,193.6999969482422,512453,2023-07-17
2023-07-24,194.85000610351562,194.85000610351562,227.0,194.85000610351562,226.0,102911,2023-07-24
2023-07-31,183.3000030517578,183.3000030517578,190.9499969482422,179.75,190.9499969482422,110851,2023-07-31
2023-08-07,166.0500030517578,166.0500030517578,182.89999389648438,166.0,179.64999389648438,101599,2023-08-07
2023-08-14,153.3000030517578,153.3000030517578,163.89999389648438,153.3000030517578,162.75,68085,2023-08-14
2023-08-21,169.14999389648438,169.14999389648438,169.14999389648438,150.25,156.35000610351562,52817,2023-08-21
2023-08-28,189.64999389648438,189.64999389648438,205.5,177.5500030517578,177.5500030517578,355206,2023-08-28
2023-09-04,188.25,188.25,199.10000610351562,181.0,181.0,213906,2023-09-04
2023-09-11,206.25,206.25,206.25,174.0,184.0,466581,2023-09-11
2023-09-18,186.75,186.75,207.8000030517578,186.75,207.8000030517578,248636,2023-09-18
2023-09-25,186.1999969482422,186.1999969482422,194.25,186.1999969482422,190.4499969482422,68455,2023-09-25
2023-10-02,189.0,189.0,194.0,186.0,186.1999969482422,43405,2023-10-02
2023-10-09,192.64999389648438,192.64999389648438,195.8000030517578,186.8000030517578,187.10000610351562,92957,2023-10-09
2023-10-16,192.5,192.5,198.10000610351562,191.1999969482422,196.5,227090,2023-10-16
2023-10-23,189.25,189.25,189.25,181.1999969482422,188.64999389648438,73061,2023-10-23
2023-10-30,215.9499969482422,215.9499969482422,215.9499969482422,190.9499969482422,195.75,233153,2023-10-30
2023-11-06,235.1999969482422,235.1999969482422,240.0,211.5500030517578,221.9499969482422,342998,2023-11-06
2023-11-13,261.3999938964844,261.3999938964844,273.25,233.3000030517578,243.0,329051,2023-11-13
2023-11-20,253.9499969482422,253.9499969482422,256.20001220703125,246.10000610351562,256.20001220703125,145938,2023-11-20
2023-11-27,266.8999938964844,266.8999938964844,269.0,253.9499969482422,253.9499969482422,118885,2023-11-27
2023-12-04,262.0,262.0,270.0,261.0,269.0,167460,2023-12-04
2023-12-11,237.0,237.0,261.0,237.0,256.79998779296875,109395,2023-12-11
2023-12-18,228.1999969482422,228.1999969482422,235.14999389648438,221.1999969482422,235.0,166793,2023-12-18
2023-12-25,250.89999389648438,250.89999389648438,265.0,228.1999969482422,228.1999969482422,215903,2023-12-25
2024-01-01,263.70001220703125,263.70001220703125,267.0,243.3000030517578,260.0,211071,2024-01-01
2024-01-08,315.0,315.0,315.0,253.10000610351562,262.0,510605,2024-01-08
2024-01-15,297.29998779296875,297.29998779296875,312.0,291.5,309.70001220703125,189786,2024-01-15
2024-01-22,288.0,288.0,299.0,287.95001220703125,297.29998779296875,66432,2024-01-22
2024-01-29,297.0,297.0,304.0,290.0,293.75,129013,2024-01-29
2024-02-05,301.6499938964844,301.6499938964844,301.6499938964844,288.29998779296875,298.04998779296875,96010,2024-02-05
2024-02-12,299.8500061035156,299.8500061035156,310.0,294.0,304.0,79891,2024-02-12
2024-02-19,293.54998779296875,293.54998779296875,328.25,290.0,309.0,193031,2024-02-19
2024-02-26,297.95001220703125,297.95001220703125,310.70001220703125,264.95001220703125,293.5,238719,2024-02-26
2024-03-04,267.1499938964844,267.1499938964844,293.3999938964844,252.0,293.3999938964844,307171,2024-03-04
2024-03-11,248.64999389648438,248.64999389648438,272.0,238.60000610351562,271.0,248855,2024-03-11
2024-03-18,273.8500061035156,273.8500061035156,278.3500061035156,245.0,245.0,125320,2024-03-18
2024-03-25,270.45001220703125,270.45001220703125,273.8500061035156,259.0,273.8500061035156,101613,2024-03-25
2024-04-01,344.1499938964844,344.1499938964844,344.1499938964844,278.1000061035156,283.95001220703125,674340,2024-04-01
2024-04-08,311.1499938964844,311.1499938964844,363.0,308.1000061035156,363.0,361064,2024-04-08
2024-04-15,290.0,290.0,310.0,284.0,297.1000061035156,190905,2024-04-15
2024-04-22,358.8500061035156,358.8500061035156,373.0,289.0,289.0,1204985,2024-04-22
2024-04-29,330.8500061035156,330.8500061035156,361.79998779296875,325.1000061035156,358.8500061035156,293425,2024-04-29
2024-05-06,303.6499938964844,303.6499938964844,333.95001220703125,299.0,330.8500061035156,314278,2024-05-06
2024-05-13,313.45001220703125,313.45001220703125,317.0,290.1000061035156,304.04998779296875,310184,2024-05-13
2024-05-20,307.0,307.0,325.8999938964844,302.8999938964844,302.8999938964844,156488,2024-05-20
2024-05-27,291.1000061035156,291.1000061035156,323.25,282.95001220703125,313.95001220703125,380706,2024-05-27
2024-06-03,318.8999938964844,318.8999938964844,341.95001220703125,262.79998779296875,304.0,996779,2024-06-03
2024-06-10,332.8999938964844,332.8999938964844,342.6499938964844,319.8500061035156,325.0,377134,2024-06-10
2024-06-17,316.45001220703125,316.45001220703125,339.8999938964844,316.0,332.8999938964844,208780,2024-06-17
2024-06-24,347.3500061035156,347.3500061035156,368.45001220703125,312.0,317.6000061035156,1092794,2024-06-24
2024-07-01,412.75,412.75,421.0,340.1000061035156,347.5,1567880,2024-07-01
2024-07-08,507.75,507.75,558.9500122070312,401.04998779296875,413.79998779296875,3195476,2024-07-08
2024-07-15,457.1000061035156,457.1000061035156,532.0,451.1000061035156,510.0,542987,2024-07-15
2024-07-22,505.0,505.0,520.0,444.04998779296875,452.0,716551,2024-07-22
2024-07-29,485.8500061035156,485.8500061035156,527.0,469.79998779296875,511.45001220703125,439717,2024-07-29
2024-08-05,449.70001220703125,449.70001220703125,479.70001220703125,442.0,466.1000061035156,515624,2024-08-05
2024-08-12,394.70001220703125,394.70001220703125,477.70001220703125,384.95001220703125,446.5,328391,2024-08-12
2024-08-19,429.5,429.5,448.45001220703125,400.0,412.5,217044,2024-08-19
2024-08-26,408.1000061035156,408.1000061035156,443.79998779296875,384.54998779296875,437.95001220703125,219354,2024-08-26
2024-09-02,396.6499938964844,396.6499938964844,425.8999938964844,375.0,419.0,184670,2024-09-02
2024-09-09,450.1499938964844,450.1499938964844,450.1499938964844,379.0,400.0,122833,2024-09-09
2024-09-16,453.0,453.0,494.0,448.54998779296875,472.6499938964844,365190,2024-09-16
2024-09-23,441.0,441.0,453.0,433.20001220703125,443.95001220703125,74692,2024-09-23
2024-09-30,406.79998779296875,406.79998779296875,439.8500061035156,406.79998779296875,432.20001220703125,36162,2024-09-30
2024-10-07,415.8999938964844,415.8999938964844,415.8999938964844,390.75,398.70001220703125,46573,2024-10-07
2024-10-14,411.0,411.0,422.70001220703125,400.1000061035156,418.0,53285,2024-10-14
2024-10-21,373.0,373.0,417.8999938964844,373.0,402.79998779296875,40166,2024-10-21
2024-10-28,364.95001220703125,364.95001220703125,380.0,338.3999938964844,379.0,207258,2024-10-28
2024-11-04,397.54998779296875,397.54998779296875,405.0,351.0,366.0,122040,2024-11-04
2024-11-11,381.3999938964844,381.3999938964844,402.70001220703125,363.25,396.0,73428,2024-11-11
2024-11-18,429.8999938964844,429.8999938964844,464.79998779296875,399.04998779296875,399.04998779296875,452829,2024-11-18
2024-11-25,482.29998779296875,482.29998779296875,509.95001220703125,426.20001220703125,433.25,630610,2024-11-25
2024-12-02,506.79998779296875,506.79998779296875,529.9500122070312,486.1000061035156,494.0,731817,2024-12-02
2024-12-09,633.8499755859375,633.8499755859375,648.0,513.2000122070312,519.0,1902001,2024-12-09
2024-12-16,590.5499877929688,590.5499877929688,649.4500122070312,566.0499877929688,633.8499755859375,626319,2024-12-16
2024-12-23,560.9000244140625,560.9000244140625,593.6500244140625,547.6500244140625,590.9500122070312,243608,2024-12-23
2024-12-30,552.3499755859375,552.3499755859375,578.5999755859375,540.0,560.1500244140625,130926,2024-12-30
2025-01-06,495.95001220703125,495.95001220703125,557.0,490.6000061035156,557.0,178411,2025-01-06
2025-01-13,474.6499938964844,474.6499938964844,495.0,455.0,473.0,113292,2025-01-13
2025-01-20,453.8500061035156,453.8500061035156,484.70001220703125,436.5,481.0,82676,2025-01-20
2025-01-27,432.8500061035156,432.8500061035156,450.0,407.1000061035156,450.0,122470,2025-01-27
2025-02-03,415.8999938964844,415.8999938964844,444.0,409.6000061035156,440.0,73436,2025-02-03
2025-02-10,365.8999938964844,365.8999938964844,419.8999938964844,361.04998779296875,415.8999938964844,126066,2025-02-10
2025-02-17,296.70001220703125,296.70001220703125,347.6000061035156,283.25,347.6000061035156,258285,2025-02-17
2025-02-24,254.4499969482422,254.4499969482422,289.70001220703125,254.4499969482422,288.0,125902,2025-02-24
2025-03-03,288.5,288.5,288.5,229.6999969482422,244.10000610351562,185259,2025-03-03
2025-03-10,273.95001220703125,273.95001220703125,302.8999938964844,273.95001220703125,295.0,74269,2025-03-10
2025-03-17,281.20001220703125,281.20001220703125,281.20001220703125,265.0,270.0,63411,2025-03-17
2025-03-24,267.25,267.25,286.79998779296875,267.25,285.8999938964844,66790,2025-03-24
2025-03-31,277.8999938964844,277.8999938964844,287.0,267.25,267.25,41111,2025-03-31
2025-04-07,266.79998779296875,266.79998779296875,272.3500061035156,259.0,272.3500061035156,40763,2025-04-07
2025-04-14,283.04998779296875,283.04998779296875,283.04998779296875,272.1000061035156,272.1000061035156,41205,2025-04-14
2025-04-21,317.1499938964844,317.1499938964844,342.8999938964844,286.0,297.20001220703125,219199,2025-04-21
2025-04-28,284.6499938964844,284.6499938964844,315.0,276.0,313.25,62637,2025-04-28
2025-05-05,275.6000061035156,275.6000061035156,290.0,263.5,277.25,117145,2025-05-05
2025-05-12,327.79998779296875,327.79998779296875,334.8500061035156,282.0,282.0,71511,2025-05-12
2025-05-19,296.3999938964844,296.3999938964844,321.25,296.3999938964844,321.25,26004,2025-05-19
2025-05-26,310.04998779296875,310.04998779296875,310.04998779296875,297.0,302.29998779296875,34407,2025-05-26
2025-06-02,304.95001220703125,304.95001220703125,311.0,295.0,309.0,63236,2025-06-02
2025-06-09,333.0,333.0,334.95001220703125,311.0,311.0,73271,2025-06-09
2025-06-16,347.6000061035156,347.6000061035156,347.6000061035156,326.3500061035156,331.6499938964844,83075,2025-06-16
2025-06-23,358.20001220703125,358.20001220703125,383.1499938964844,348.04998779296875,361.45001220703125,202220,2025-06-23
2025-06-30,400.20001220703125,400.20001220703125,414.20001220703125,353.0,358.20001220703125,206099,2025-06-30
2025-07-07,419.8500061035156,419.8500061035156,436.0,400.0,410.0,316792,2025-07-07
2025-07-14,416.8999938964844,416.8999938964844,440.0,411.29998779296875,417.0,79967,2025-07-14
