Date,Adj Close_THANGAMAYL.NS,Close_THANGAMAYL.NS,High_THANGAMAYL.NS,Low_THANGAMAYL.NS,Open_THANGAMAYL.NS,Volume_THANGAMAYL.NS,Date
2021-02-15,302.35296630859375,306.5,322.79998779296875,300.04998779296875,315.5,204126,2021-02-15
2021-02-22,310.1460876464844,314.3999938964844,328.5,294.57501220703125,305.5,272570,2021-02-22
2021-03-01,299.566162109375,303.67498779296875,322.04998779296875,299.57501220703125,322.0,195362,2021-03-01
2021-03-08,301.8843688964844,306.0249938964844,318.4750061035156,297.4750061035156,309.95001220703125,237384,2021-03-08
2021-03-15,305.3002624511719,306.5,316.5,286.7749938964844,315.0,266708,2021-03-15
2021-03-22,297.505859375,298.67498779296875,311.5,295.5,306.5,186812,2021-03-22
2021-03-29,296.1860656738281,297.3500061035156,303.45001220703125,291.04998779296875,298.67498779296875,48022,2021-03-29
2021-04-05,303.6816101074219,304.875,309.79998779296875,289.5249938964844,295.0,507152,2021-04-05
2021-04-12,304.0302429199219,305.2250061035156,314.3999938964844,295.1000061035156,309.4750061035156,195766,2021-04-12
2021-04-19,305.7485046386719,306.95001220703125,308.5,295.0249938964844,305.2250061035156,48046,2021-04-19
2021-04-26,301.888671875,303.07501220703125,333.8500061035156,300.5,306.95001220703125,280408,2021-04-26
2021-05-03,303.4574890136719,304.6499938964844,317.5,300.0,300.0,95658,2021-05-03
2021-05-10,324.92315673828125,326.20001220703125,338.0,301.5,301.5,232324,2021-05-10
2021-05-17,382.74591064453125,384.25,384.25,313.5,326.20001220703125,860560,2021-05-17
2021-05-24,401.7711486816406,403.3500061035156,475.8999938964844,365.70001220703125,409.8999938964844,2747652,2021-05-24
2021-05-31,435.9368896484375,437.6499938964844,463.7749938964844,392.5,403.5,812792,2021-05-31
2021-06-07,409.5406188964844,411.1499938964844,449.0,405.1000061035156,447.0,223684,2021-06-07
2021-06-14,395.3962097167969,396.95001220703125,448.5,389.4750061035156,411.1499938964844,247566,2021-06-14
2021-06-21,399.62957763671875,401.20001220703125,420.0,386.25,393.5,221644,2021-06-21
2021-06-28,411.0845642089844,412.70001220703125,416.1000061035156,399.5249938964844,407.0,159900,2021-06-28
2021-07-05,413.87359619140625,415.5,434.8500061035156,412.5,419.5,371376,2021-07-05
2021-07-12,416.3388977050781,417.9750061035156,430.625,415.1499938964844,425.0,137138,2021-07-12
2021-07-19,416.1894836425781,417.82501220703125,422.8500061035156,410.04998779296875,415.5,102016,2021-07-19
2021-07-26,436.4100341796875,438.125,448.4750061035156,416.5,422.5,190828,2021-07-26
2021-08-02,451.002685546875,452.7749938964844,508.70001220703125,436.8500061035156,445.0,578362,2021-08-02
2021-08-09,416.1147766113281,417.75,509.5,394.5,509.5,466932,2021-08-09
2021-08-16,405.0333251953125,406.625,433.42498779296875,400.5,418.5,64598,2021-08-16
2021-08-23,447.391845703125,449.1499938964844,459.95001220703125,396.5,422.0,160006,2021-08-23
2021-08-30,547.4735717773438,549.625,575.0,453.17498779296875,469.0,713970,2021-08-30
2021-09-06,525.3853759765625,527.4500122070312,559.6749877929688,510.0,554.5,151328,2021-09-06
2021-09-13,538.55859375,540.6749877929688,592.1749877929688,527.4749755859375,536.0,214748,2021-09-13
2021-09-20,534.99755859375,537.0999755859375,572.0,512.5,538.3499755859375,197408,2021-09-20
2021-09-27,569.437255859375,571.6749877929688,617.5,523.8499755859375,548.5,265400,2021-09-27
2021-10-04,619.1170043945312,621.5499877929688,642.5,554.2750244140625,572.5,385228,2021-10-04
2021-10-11,675.4954833984375,678.1500244140625,695.0,592.8250122070312,630.0,416240,2021-10-11
2021-10-18,673.3538818359375,676.0,749.9500122070312,621.2249755859375,695.0,506176,2021-10-18
2021-10-25,645.6378173828125,648.1749877929688,681.0,621.0,681.0,297608,2021-10-25
2021-11-01,631.468505859375,633.9500122070312,662.5,610.9749755859375,662.5,223056,2021-11-01
2021-11-08,639.6115112304688,642.125,647.5,604.5,630.0,140104,2021-11-08
2021-11-15,665.1112670898438,667.7249755859375,719.0,635.0,647.125,208886,2021-11-15
2021-11-22,709.7608032226562,712.5499877929688,758.5250244140625,650.0,662.5,454302,2021-11-22
2021-11-29,677.9608154296875,680.625,758.5,641.6749877929688,712.5499877929688,313092,2021-11-29
2021-12-06,669.5189819335938,672.1500244140625,690.0,655.0,689.0,81478,2021-12-06
2021-12-13,664.1898803710938,666.7999877929688,682.5,645.7750244140625,674.5,100446,2021-12-13
2021-12-20,649.7466430664062,652.2999877929688,670.625,616.75,670.625,76838,2021-12-20
2021-12-27,685.0828247070312,687.7750244140625,692.25,651.2249755859375,652.2999877929688,65598,2021-12-27
2022-01-03,678.1350708007812,680.7999877929688,737.4749755859375,670.1500244140625,694.5,167780,2022-01-03
2022-01-10,684.0120239257812,686.7000122070312,693.0,670.25,680.0,77186,2022-01-10
2022-01-17,668.2240600585938,670.8499755859375,716.4500122070312,667.5499877929688,693.625,94916,2022-01-17
2022-01-24,574.766357421875,577.0250244140625,679.5,551.5,670.4500122070312,310610,2022-01-24
2022-01-31,552.9520263671875,555.125,604.0,549.5,594.75,228132,2022-01-31
2022-02-07,536.8154296875,538.9249877929688,570.2750244140625,520.0,557.8499755859375,174376,2022-02-07
2022-02-14,564.880126953125,567.0999755859375,595.0,520.0,537.5,72634,2022-02-14
2022-02-21,550.4618530273438,552.625,577.4000244140625,510.7749938964844,567.0999755859375,64312,2022-02-21
2022-02-28,612.7421264648438,615.1500244140625,660.5750122070312,548.5999755859375,563.5,222918,2022-02-28
2022-03-07,582.4113159179688,584.7000122070312,629.7999877929688,580.8250122070312,612.5,94960,2022-03-07
2022-03-14,579.9459228515625,582.2249755859375,612.5,575.0,589.125,47844,2022-03-14
2022-03-21,570.010009765625,572.25,599.25,568.1500244140625,590.625,42914,2022-03-21
2022-03-28,548.6688842773438,550.8250122070312,575.4500122070312,538.625,567.5,117894,2022-03-28
2022-04-04,557.7332153320312,559.9249877929688,574.5,547.0,559.625,334774,2022-04-04
2022-04-11,569.561767578125,571.7999877929688,582.2000122070312,552.2249755859375,563.5,59986,2022-04-11
2022-04-18,583.0338134765625,585.3250122070312,593.0,554.5499877929688,573.0,135636,2022-04-18
2022-04-25,564.3074340820312,566.5250244140625,587.7249755859375,560.0,580.2249755859375,82190,2022-04-25
2022-05-02,576.9577026367188,579.2249755859375,593.1500244140625,558.5,567.5,88314,2022-05-02
2022-05-09,525.8834228515625,527.9500122070312,593.0499877929688,523.25,579.2249755859375,121192,2022-05-09
2022-05-16,530.9634399414062,533.0499877929688,572.5,505.0,530.5999755859375,261662,2022-05-16
2022-05-23,506.0862121582031,508.07501220703125,537.9749755859375,481.82501220703125,535.7249755859375,112926,2022-05-23
2022-05-30,502.64971923828125,504.625,530.0,499.0,510.625,41218,2022-05-30
2022-06-06,498.6653747558594,500.625,509.70001220703125,492.2749938964844,504.625,15130,2022-06-06
2022-06-13,493.5355529785156,495.4750061035156,515.0,475.70001220703125,495.04998779296875,21934,2022-06-13
2022-06-20,464.4747314453125,466.29998779296875,498.625,461.17498779296875,497.9750061035156,26640,2022-06-20
2022-06-27,482.92724609375,484.82501220703125,498.2749938964844,468.6499938964844,468.6499938964844,14850,2022-06-27
2022-07-04,515.7980346679688,517.8250122070312,524.9000244140625,477.7250061035156,487.25,52062,2022-07-04
2022-07-11,543.81298828125,545.9500122070312,560.0,512.5,520.4249877929688,71468,2022-07-11
2022-07-18,544.6596069335938,546.7999877929688,562.125,541.0,548.7000122070312,48210,2022-07-18
2022-07-25,524.0655517578125,526.125,587.5,522.5999755859375,545.5,188850,2022-07-25
2022-08-01,561.9417114257812,564.1500244140625,577.1749877929688,523.625,528.7750244140625,84524,2022-08-01
2022-08-08,542.86669921875,545.0,575.0,540.0,560.0,59290,2022-08-08
2022-08-15,572.176513671875,574.4249877929688,587.0,545.0,545.0,70344,2022-08-15
2022-08-22,565.7268676757812,567.9500122070312,580.5250244140625,561.0999755859375,577.2999877929688,38444,2022-08-22
2022-08-29,559.9744262695312,562.1749877929688,584.9500122070312,552.5,560.0,42760,2022-08-29
2022-09-05,571.4791870117188,573.7249755859375,609.7999877929688,545.0,562.1749877929688,59614,2022-09-05
2022-09-12,607.2636108398438,609.6500244140625,637.9749755859375,566.5750122070312,573.7249755859375,95588,2022-09-12
2022-09-19,606.7406616210938,609.125,630.0,598.0999755859375,622.0,53586,2022-09-19
2022-09-26,618.6439208984375,621.0750122070312,625.0,574.1500244140625,603.0499877929688,43330,2022-09-26
2022-10-03,657.04296875,659.625,672.7249755859375,615.0,624.2000122070312,77188,2022-10-03
2022-10-10,630.198486328125,632.6749877929688,672.5,625.0,657.4500122070312,69152,2022-10-10
2022-10-17,544.1615600585938,546.2999877929688,647.5,537.5,632.6500244140625,293836,2022-10-17
2022-10-24,522.7457275390625,524.7999877929688,564.9749755859375,517.5,554.5,71970,2022-10-24
2022-10-31,503.17266845703125,505.1499938964844,529.0,474.5,524.7999877929688,206888,2022-10-31
2022-11-07,502.55010986328125,504.5249938964844,512.3250122070312,470.29998779296875,509.625,151358,2022-11-07
2022-11-14,501.82794189453125,503.79998779296875,513.4500122070312,500.0249938964844,504.5249938964844,89728,2022-11-14
2022-11-21,500.1346130371094,502.1000061035156,507.57501220703125,489.5,506.32501220703125,32274,2022-11-21
2022-11-28,514.503173828125,516.5250244140625,520.0,499.5249938964844,504.625,37948,2022-11-28
2022-12-05,499.96026611328125,501.92498779296875,522.5,492.5,519.0,92990,2022-12-05
2022-12-12,498.7649841308594,500.7250061035156,509.45001220703125,491.625,495.5249938964844,65450,2022-12-12
2022-12-19,502.47540283203125,504.45001220703125,514.0,490.6000061035156,502.0,49256,2022-12-19
2022-12-26,545.0829467773438,547.2249755859375,574.4000244140625,495.95001220703125,503.95001220703125,141074,2022-12-26
2023-01-02,534.99755859375,537.0999755859375,556.7750244140625,521.0,549.9749755859375,90762,2023-01-02
2023-01-09,545.8798828125,548.0250244140625,566.375,540.0,565.0,70348,2023-01-09
2023-01-16,545.4564819335938,547.5999755859375,567.0,532.5499877929688,550.7750244140625,31912,2023-01-16
2023-01-23,515.499267578125,517.5250244140625,565.0,512.2999877929688,549.5,73044,2023-01-23
2023-01-30,515.175537109375,517.2000122070312,544.4500122070312,507.5,517.5,47512,2023-01-30
2023-02-06,515.8229370117188,517.8499755859375,535.0,512.4249877929688,519.7999877929688,21214,2023-02-06
2023-02-13,502.82403564453125,504.79998779296875,520.4500122070312,501.04998779296875,520.4500122070312,25008,2023-02-13
2023-02-20,500.65753173828125,502.625,511.95001220703125,496.6499938964844,507.29998779296875,24322,2023-02-20
2023-02-27,502.52520751953125,504.5,512.6500244140625,485.5249938964844,500.0,36778,2023-02-27
2023-03-06,520.6290283203125,522.6749877929688,539.0,500.0,507.0249938964844,122012,2023-03-06
2023-03-13,529.2949829101562,531.375,539.0,505.0,508.0,116852,2023-03-13
2023-03-20,518.9606323242188,521.0,550.0,502.5,522.8250122070312,40508,2023-03-20
2023-03-27,500.58282470703125,502.54998779296875,523.625,495.6000061035156,523.625,23652,2023-03-27
2023-04-03,509.099365234375,511.1000061035156,520.2750244140625,496.04998779296875,505.0,15056,2023-04-03
2023-04-10,518.4874877929688,520.5250244140625,523.5,503.0,512.5,17764,2023-04-10
2023-04-17,510.4689636230469,512.4749755859375,522.5,507.32501220703125,512.5,24752,2023-04-17
2023-04-24,516.495361328125,518.5250244140625,534.5999755859375,506.04998779296875,506.04998779296875,26626,2023-04-24
2023-05-01,513.2081909179688,515.2249755859375,536.5,513.0,518.5250244140625,23494,2023-05-01
2023-05-08,555.0936279296875,557.2750244140625,569.2249755859375,513.0,515.5250244140625,66506,2023-05-08
2023-05-15,565.079345703125,567.2999877929688,576.5,541.2999877929688,557.5499877929688,62772,2023-05-15
2023-05-22,659.15966796875,661.75,667.5,572.5,585.5,899140,2023-05-22
2023-05-29,740.8137817382812,743.7249755859375,750.0,659.0,672.0,279426,2023-05-29
2023-06-05,713.4463500976562,716.25,774.0,707.5,752.4749755859375,236522,2023-06-05
2023-06-12,735.4598388671875,738.3499755859375,750.0,715.2750244140625,719.8499755859375,93660,2023-06-12
2023-06-19,749.405029296875,752.3499755859375,795.0,740.0,752.6500244140625,193142,2023-06-19
2023-06-26,756.552001953125,759.5250244140625,769.6500244140625,737.0,759.7999877929688,88300,2023-06-26
2023-07-03,817.8499755859375,817.8499755859375,839.6500244140625,747.5,766.75,377882,2023-07-03
2023-07-10,805.3499755859375,805.3499755859375,867.0,790.0,825.0,317850,2023-07-10
2023-07-17,862.0999755859375,862.0999755859375,899.0,846.0,846.0,297247,2023-07-17
2023-07-24,1315.0999755859375,1315.0999755859375,1325.0,852.6500244140625,870.0,3567628,2023-07-24
2023-07-31,1153.050048828125,1153.050048828125,1446.5999755859375,1111.0999755859375,1330.0,1065996,2023-07-31
2023-08-07,1105.8499755859375,1105.8499755859375,1199.0,1100.0,1159.449951171875,190627,2023-08-07
2023-08-14,1177.0,1177.0,1249.0,1068.050048828125,1102.199951171875,189930,2023-08-14
2023-08-21,1257.949951171875,1257.949951171875,1319.949951171875,1170.0,1208.949951171875,301410,2023-08-21
2023-08-28,1255.1500244140625,1255.1500244140625,1300.0,1210.1500244140625,1255.050048828125,127618,2023-08-28
2023-09-04,1327.949951171875,1327.949951171875,1402.0,1271.0,1274.949951171875,265509,2023-09-04
2023-09-11,1237.25,1237.25,1360.0,1177.050048828125,1348.0,212331,2023-09-11
2023-09-18,1189.4000244140625,1189.4000244140625,1268.0,1175.050048828125,1256.25,76540,2023-09-18
2023-09-25,1237.1500244140625,1237.1500244140625,1250.0,1180.0999755859375,1189.4000244140625,88433,2023-09-25
2023-10-02,1330.0,1330.0,1348.0,1204.050048828125,1237.1500244140625,185150,2023-10-02
2023-10-09,1466.0,1466.0,1524.9000244140625,1276.0,1325.0,382130,2023-10-09
2023-10-16,1471.050048828125,1471.050048828125,1519.0,1440.0,1488.0,187971,2023-10-16
2023-10-23,1405.6500244140625,1405.6500244140625,1490.0,1268.75,1487.0,150689,2023-10-23
2023-10-30,1230.3499755859375,1230.3499755859375,1457.0,1167.1500244140625,1405.6500244140625,452848,2023-10-30
2023-11-06,1343.75,1343.75,1360.949951171875,1245.199951171875,1266.0,145949,2023-11-06
2023-11-13,1373.050048828125,1373.050048828125,1439.9000244140625,1323.0,1346.0,133799,2023-11-13
2023-11-20,1437.550048828125,1437.550048828125,1459.949951171875,1386.75,1394.6500244140625,112037,2023-11-20
2023-11-27,1372.0999755859375,1372.0999755859375,1475.0,1355.0,1437.550048828125,249900,2023-11-27
2023-12-04,1407.0999755859375,1407.0999755859375,1435.449951171875,1370.6500244140625,1388.0,81257,2023-12-04
2023-12-11,1425.3499755859375,1425.3499755859375,1468.0999755859375,1380.0,1420.0,113954,2023-12-11
2023-12-18,1410.300048828125,1410.300048828125,1466.5999755859375,1365.199951171875,1436.25,120014,2023-12-18
2023-12-25,1491.3499755859375,1491.3499755859375,1549.5,1410.300048828125,1410.300048828125,153077,2023-12-25
2024-01-01,1370.550048828125,1370.550048828125,1510.9000244140625,1342.0,1510.9000244140625,249614,2024-01-01
2024-01-08,1374.3499755859375,1374.3499755859375,1387.0,1299.0,1375.0,94762,2024-01-08
2024-01-15,1341.199951171875,1341.199951171875,1395.199951171875,1285.5999755859375,1380.0,106619,2024-01-15
2024-01-22,1342.800048828125,1342.800048828125,1370.0,1321.6500244140625,1341.199951171875,31435,2024-01-22
2024-01-29,1420.3499755859375,1420.3499755859375,1485.0,1330.0,1361.25,208282,2024-01-29
2024-02-05,1350.550048828125,1350.550048828125,1438.0,1318.0,1435.0,95802,2024-02-05
2024-02-12,1336.1500244140625,1336.1500244140625,1405.0,1320.3499755859375,1400.0,81237,2024-02-12
2024-02-19,1331.050048828125,1331.050048828125,1356.949951171875,1318.050048828125,1349.949951171875,46728,2024-02-19
2024-02-26,1346.0,1346.0,1389.699951171875,1288.3499755859375,1349.75,85801,2024-02-26
2024-03-04,1302.050048828125,1302.050048828125,1373.5999755859375,1290.0,1367.25,42603,2024-03-04
2024-03-11,1169.800048828125,1169.800048828125,1322.0999755859375,1160.0,1302.1500244140625,106399,2024-03-11
2024-03-18,1208.6500244140625,1208.6500244140625,1237.25,1140.0,1179.25,96737,2024-03-18
2024-03-25,1287.800048828125,1287.800048828125,1312.0,1177.550048828125,1208.6500244140625,90142,2024-03-25
2024-04-01,1311.449951171875,1311.449951171875,1344.0,1278.75,1300.0,102043,2024-04-01
2024-04-08,1291.4000244140625,1291.4000244140625,1342.199951171875,1266.75,1335.0,69826,2024-04-08
2024-04-15,1299.6500244140625,1299.6500244140625,1375.0,1252.300048828125,1291.4000244140625,112122,2024-04-15
2024-04-22,1317.699951171875,1317.699951171875,1350.0,1299.300048828125,1299.300048828125,56748,2024-04-22
2024-04-29,1285.8499755859375,1285.8499755859375,1333.0,1271.0999755859375,1331.0,49532,2024-04-29
2024-05-06,1227.0999755859375,1227.0999755859375,1297.199951171875,1186.550048828125,1296.25,96024,2024-05-06
2024-05-13,1246.1500244140625,1246.1500244140625,1280.0,1191.050048828125,1227.0,60396,2024-05-13
2024-05-20,1260.25,1260.25,1282.9000244140625,1225.0,1258.0,77969,2024-05-20
2024-05-27,1239.4000244140625,1239.4000244140625,1279.75,1220.0,1265.0,68787,2024-05-27
2024-06-03,1329.449951171875,1329.449951171875,1362.0,1161.0,1259.0,197821,2024-06-03
2024-06-10,1425.550048828125,1425.550048828125,1454.699951171875,1327.5999755859375,1347.75,275655,2024-06-10
2024-06-17,1646.0999755859375,1646.0999755859375,1717.0,1356.300048828125,1425.550048828125,583713,2024-06-17
2024-06-24,1720.75,1720.75,1773.6500244140625,1590.0999755859375,1639.1500244140625,513742,2024-06-24
2024-07-01,1767.3499755859375,1767.3499755859375,1789.199951171875,1700.0,1746.5999755859375,161901,2024-07-01
2024-07-08,1767.5,1767.5,1880.0,1700.3499755859375,1750.0,360718,2024-07-08
2024-07-15,1729.699951171875,1729.699951171875,1789.949951171875,1716.3499755859375,1768.6500244140625,84814,2024-07-15
2024-07-22,1766.25,1766.25,1967.25,1707.9000244140625,1729.3499755859375,707964,2024-07-22
2024-07-29,1736.4000244140625,1736.4000244140625,1837.949951171875,1717.0,1783.4000244140625,154946,2024-07-29
2024-08-05,1751.949951171875,1751.949951171875,1760.0,1636.5,1710.0,189197,2024-08-05
2024-08-12,1797.550048828125,1797.550048828125,1828.0,1710.0,1751.949951171875,113548,2024-08-12
2024-08-19,1926.0999755859375,1926.0999755859375,1984.0,1767.0,1797.550048828125,257358,2024-08-19
2024-08-26,2035.9000244140625,2035.9000244140625,2148.199951171875,1880.300048828125,1954.949951171875,504221,2024-08-26
2024-09-02,2111.89990234375,2111.89990234375,2395.0,2035.8499755859375,2035.9000244140625,4178630,2024-09-02
2024-09-09,2254.800048828125,2254.800048828125,2323.85009765625,2086.60009765625,2130.0,796293,2024-09-09
2024-09-16,2231.949951171875,2231.949951171875,2318.0,2136.050048828125,2254.800048828125,482009,2024-09-16
2024-09-23,2419.60009765625,2419.60009765625,2464.75,2238.0,2240.0,870514,2024-09-23
2024-09-30,2374.35009765625,2374.35009765625,2525.0,2350.0,2400.0,540616,2024-09-30
2024-10-07,2533.449951171875,2533.449951171875,2650.0,2182.39990234375,2409.75,749417,2024-10-07
2024-10-14,2415.5,2415.5,2640.0,2374.050048828125,2533.449951171875,241412,2024-10-14
2024-10-21,2140.85009765625,2140.85009765625,2432.10009765625,2125.60009765625,2432.10009765625,273316,2024-10-21
2024-10-28,2292.25,2292.25,2349.0,2119.550048828125,2150.050048828125,214468,2024-10-28
2024-11-04,1999.5999755859375,1999.5999755859375,2326.5,1938.0,2320.0,824398,2024-11-04
2024-11-11,1883.550048828125,1883.550048828125,2028.3499755859375,1827.0,1992.9000244140625,249104,2024-11-11
2024-11-18,1993.25,1993.25,2019.25,1862.800048828125,1920.0,226097,2024-11-18
2024-11-25,1981.5,1981.5,2044.0,1941.0,2011.449951171875,179442,2024-11-25
2024-12-02,2129.949951171875,2129.949951171875,2142.0,1972.550048828125,1995.5999755859375,171508,2024-12-02
2024-12-09,2089.050048828125,2089.050048828125,2164.0,2037.699951171875,2129.949951171875,197318,2024-12-09
2024-12-16,2010.6500244140625,2010.6500244140625,2109.949951171875,1967.449951171875,2089.050048828125,100243,2024-12-16
2024-12-23,1951.5,1951.5,2019.699951171875,1906.3499755859375,2017.0,117169,2024-12-23
2024-12-30,2019.199951171875,2019.199951171875,2093.60009765625,1927.5999755859375,1953.5,71310,2024-12-30
2025-01-06,1901.25,1901.25,2075.0,1895.050048828125,2049.449951171875,126200,2025-01-06
2025-01-13,1776.5,1776.5,1890.050048828125,1735.0,1875.050048828125,209582,2025-01-13
2025-01-20,1700.199951171875,1700.199951171875,1808.800048828125,1651.300048828125,1803.0999755859375,163937,2025-01-20
2025-01-27,1763.086669921875,1763.086669921875,1831.1500244140625,1635.050048828125,1700.0,132733,2025-01-27
2025-02-03,1817.00244140625,1817.00244140625,2171.16015625,1713.4822998046875,1745.79296875,745116,2025-02-03
2025-02-10,1788.699951171875,1788.699951171875,1898.91748046875,1760.050048828125,1840.787353515625,679998,2025-02-10
2025-02-17,1657.050048828125,1657.050048828125,1833.0,1642.199951171875,1790.0,146476,2025-02-17
2025-02-24,1888.4000244140625,1888.4000244140625,2056.699951171875,1523.0999755859375,1669.800048828125,1391359,2025-02-24
2025-03-03,1729.6500244140625,1729.6500244140625,1925.0,1661.050048828125,1899.949951171875,436991,2025-03-03
2025-03-10,1768.449951171875,1768.449951171875,1896.0,1606.0,1746.9000244140625,715823,2025-03-10
2025-03-17,1884.9000244140625,1884.9000244140625,1896.0,1676.699951171875,1770.0,279457,2025-03-17
2025-03-24,2008.5999755859375,2008.5999755859375,2205.60009765625,1803.0,1900.0,903467,2025-03-24
2025-03-31,1995.75,1995.75,2120.0,1985.0,2008.5999755859375,244793,2025-03-31
2025-04-07,2048.949951171875,2048.949951171875,2087.449951171875,1700.0,1700.0,567226,2025-04-07
2025-04-14,2044.9000244140625,2044.9000244140625,2147.699951171875,2012.9000244140625,2048.949951171875,283922,2025-04-14
2025-04-21,2139.199951171875,2139.199951171875,2251.89990234375,2066.300048828125,2135.0,774701,2025-04-21
2025-04-28,2014.300048828125,2014.300048828125,2210.39990234375,2000.0999755859375,2154.89990234375,351134,2025-04-28
2025-05-05,1912.0,1912.0,2047.699951171875,1800.0999755859375,2001.9000244140625,314593,2025-05-05
2025-05-12,1930.699951171875,1930.699951171875,2055.800048828125,1882.5999755859375,1952.199951171875,406823,2025-05-12
2025-05-19,1896.199951171875,1896.199951171875,1968.5,1861.0,1947.9000244140625,195645,2025-05-19
2025-05-26,1927.9000244140625,1927.9000244140625,1949.699951171875,1895.0,1904.0999755859375,98979,2025-05-26
2025-06-02,1914.0,1914.0,1945.4000244140625,1904.0,1934.699951171875,103178,2025-06-02
2025-06-09,1852.199951171875,1852.199951171875,1961.300048828125,1823.699951171875,1930.0,164865,2025-06-09
2025-06-16,1881.199951171875,1881.199951171875,1950.0,1851.0,1852.199951171875,123511,2025-06-16
2025-06-23,1861.5999755859375,1861.5999755859375,1914.9000244140625,1854.0,1871.5,164071,2025-06-23
2025-06-30,1899.300048828125,1899.300048828125,1906.699951171875,1851.0,1881.9000244140625,210902,2025-06-30
2025-07-07,1923.5999755859375,1923.5999755859375,1981.9000244140625,1890.0999755859375,1906.0,217496,2025-07-07
2025-07-14,1912.800048828125,1912.800048828125,1947.0999755859375,1886.699951171875,1929.0,79072,2025-07-14
