Date,Adj Close_HAPPYFORGE.NS,Close_HAPPYFORGE.NS,High_HAPPYFORGE.NS,Low_HAPPYFORGE.NS,Open_HAPPYFORGE.NS,Volume_HAPPYFORGE.NS,Date
2024-07-08,1226.4642333984375,1230.550048828125,1290.0,1211.199951171875,1270.0,292160,2024-07-08
2024-07-15,1200.699951171875,1204.699951171875,1292.949951171875,1190.6500244140625,1234.949951171875,212469,2024-07-15
2024-07-22,1221.82958984375,1225.9000244140625,1264.3499755859375,1136.6500244140625,1181.0,229847,2024-07-22
2024-07-29,1269.3499755859375,1269.3499755859375,1289.5,1220.0,1264.0,268961,2024-07-29
2024-08-05,1231.449951171875,1231.449951171875,1258.0,1208.25,1251.050048828125,404443,2024-08-05
2024-08-12,1207.8499755859375,1207.8499755859375,1269.449951171875,1178.550048828125,1231.449951171875,151053,2024-08-12
2024-08-19,1206.75,1206.75,1230.0,1190.0,1210.0,83878,2024-08-19
2024-08-26,1190.050048828125,1190.050048828125,1225.949951171875,1170.0999755859375,1206.75,82701,2024-08-26
2024-09-02,1170.199951171875,1170.199951171875,1216.449951171875,1165.0,1194.699951171875,118775,2024-09-02
2024-09-09,1213.75,1213.75,1250.800048828125,1139.0,1171.0,156639,2024-09-09
2024-09-16,1221.8499755859375,1221.8499755859375,1244.0,1190.050048828125,1230.0,86610,2024-09-16
2024-09-23,1174.8499755859375,1174.8499755859375,1238.949951171875,1160.0,1230.0,410726,2024-09-23
2024-09-30,1176.949951171875,1176.949951171875,1197.8499755859375,1152.0,1175.0,64104,2024-09-30
2024-10-07,1128.3499755859375,1128.3499755859375,1178.0,1112.199951171875,1170.0,118403,2024-10-07
2024-10-14,1124.3499755859375,1124.3499755859375,1147.5999755859375,1096.3499755859375,1140.0,162143,2024-10-14
2024-10-21,1068.949951171875,1068.949951171875,1124.9000244140625,1035.0999755859375,1115.300048828125,143159,2024-10-21
2024-10-28,1082.800048828125,1082.800048828125,1116.9000244140625,1058.0,1058.0,71845,2024-10-28
2024-11-04,1134.8499755859375,1134.8499755859375,1191.050048828125,1062.0,1085.8499755859375,153253,2024-11-04
2024-11-11,1081.3499755859375,1081.3499755859375,1143.9000244140625,1049.050048828125,1134.8499755859375,82553,2024-11-11
2024-11-18,1065.5999755859375,1065.5999755859375,1115.9000244140625,1041.0,1090.0,112149,2024-11-18
2024-11-25,1096.199951171875,1096.199951171875,1109.4000244140625,1063.0,1072.0,37924,2024-11-25
2024-12-02,1102.550048828125,1102.550048828125,1127.5999755859375,1075.0999755859375,1105.9000244140625,106064,2024-12-02
2024-12-09,1047.6500244140625,1047.6500244140625,1134.800048828125,1042.5,1113.0,99822,2024-12-09
2024-12-16,1010.6500244140625,1010.6500244140625,1102.0,996.0,1100.0,398244,2024-12-16
2024-12-23,985.4000244140625,985.4000244140625,1052.0,980.0,1029.0,193028,2024-12-23
2024-12-30,1014.7000122070312,1014.7000122070312,1022.0,970.2000122070312,980.0499877929688,93522,2024-12-30
2025-01-06,995.4000244140625,995.4000244140625,1059.0,983.0,1059.0,140961,2025-01-06
2025-01-13,991.4500122070312,991.4500122070312,1000.0,962.9500122070312,994.9500122070312,74652,2025-01-13
2025-01-20,1004.6500244140625,1004.6500244140625,1037.25,925.0,990.0,307459,2025-01-20
2025-01-27,1040.9000244140625,1040.9000244140625,1069.0,978.0999755859375,1004.5999755859375,198677,2025-01-27
2025-02-03,986.0499877929688,986.0499877929688,1055.0,985.0,1021.0,132682,2025-02-03
2025-02-10,921.9500122070312,921.9500122070312,990.0,900.0,986.0499877929688,246228,2025-02-10
2025-02-17,882.0999755859375,882.0999755859375,925.9000244140625,871.0499877929688,907.3499755859375,189370,2025-02-17
2025-02-24,843.25,843.25,877.2000122070312,819.0999755859375,877.2000122070312,146012,2025-02-24
2025-03-03,810.0,810.0,852.6500244140625,792.0499877929688,850.5,302540,2025-03-03
2025-03-10,772.0999755859375,772.0999755859375,846.0,769.2000122070312,810.0,172856,2025-03-10
2025-03-17,824.75,824.75,850.2000122070312,754.1500244140625,780.0,180252,2025-03-17
2025-03-24,786.7999877929688,786.7999877929688,870.0,770.5499877929688,827.0999755859375,323272,2025-03-24
2025-03-31,781.8499755859375,781.8499755859375,803.9500122070312,771.2000122070312,786.7999877929688,76233,2025-03-31
2025-04-07,772.2999877929688,772.2999877929688,779.9500122070312,724.0999755859375,730.0,212298,2025-04-07
2025-04-14,799.2999877929688,799.2999877929688,810.0,775.0,778.9000244140625,73416,2025-04-14
2025-04-21,786.2000122070312,786.2000122070312,824.0,776.0,793.0,541986,2025-04-21
2025-04-28,766.0,766.0,799.9500122070312,753.4500122070312,783.0,97104,2025-04-28
2025-05-05,787.5999755859375,787.5999755859375,820.0,757.0499877929688,778.9000244140625,116550,2025-05-05
2025-05-12,848.7000122070312,848.7000122070312,859.0,800.0,820.0,97115,2025-05-12
2025-05-19,848.0999755859375,848.0999755859375,859.5499877929688,802.0,850.0,315535,2025-05-19
2025-05-26,972.75,972.75,993.9500122070312,869.75,870.0999755859375,466212,2025-05-26
2025-06-02,965.4500122070312,965.4500122070312,999.3499755859375,937.0999755859375,971.0999755859375,129487,2025-06-02
2025-06-09,944.25,944.25,978.1500244140625,936.0999755859375,970.25,98457,2025-06-09
2025-06-16,960.9500122070312,960.9500122070312,1020.0,920.0499877929688,937.0,92195,2025-06-16
2025-06-23,966.0499877929688,966.0499877929688,986.0999755859375,932.0,963.9000244140625,172825,2025-06-23
2025-06-30,973.9500122070312,973.9500122070312,1003.9000244140625,936.0999755859375,970.75,73562,2025-06-30
2025-07-07,934.0499877929688,934.0499877929688,973.9500122070312,928.1500244140625,973.9500122070312,63723,2025-07-07
2025-07-14,950.7000122070312,950.7000122070312,968.5499877929688,909.9000244140625,934.0499877929688,51606,2025-07-14
