Date,Adj Close_SJS.NS,Close_SJS.NS,High_SJS.NS,Low_SJS.NS,Open_SJS.NS,Volume_SJS.NS,Date
2022-03-28,413.1087951660156,414.75,427.3999938964844,364.0,365.8999938964844,847235,2022-03-28
2022-04-04,434.1750793457031,435.8999938964844,447.8999938964844,414.04998779296875,419.0,565206,2022-04-04
2022-04-11,434.324462890625,436.04998779296875,446.1000061035156,428.04998779296875,444.0,239066,2022-04-11
2022-04-18,449.9623718261719,451.75,455.0,422.3999938964844,436.79998779296875,475981,2022-04-18
2022-04-25,424.9118957519531,426.6000061035156,450.1499938964844,415.1000061035156,447.8999938964844,368207,2022-04-25
2022-05-02,386.31524658203125,387.8500061035156,432.0,381.1000061035156,418.0,155340,2022-05-02
2022-05-09,374.26312255859375,375.75,400.20001220703125,371.04998779296875,385.04998779296875,236085,2022-05-09
2022-05-16,384.3231506347656,385.8500061035156,399.95001220703125,375.04998779296875,375.5,91040,2022-05-16
2022-05-23,418.2384033203125,419.8999938964844,423.95001220703125,373.04998779296875,383.6499938964844,268962,2022-05-23
2022-05-30,461.3172607421875,463.1499938964844,484.79998779296875,410.1499938964844,429.0,986920,2022-05-30
2022-06-06,484.07684326171875,486.0,500.0,444.1000061035156,464.0,962737,2022-06-06
2022-06-13,442.2430419921875,444.0,510.0,425.20001220703125,475.0,777050,2022-06-13
2022-06-20,471.7259216308594,473.6000061035156,484.79998779296875,430.0,445.5,401596,2022-06-20
2022-06-27,463.3591613769531,465.20001220703125,497.95001220703125,460.1499938964844,479.95001220703125,460405,2022-06-27
2022-07-04,448.11968994140625,449.8999938964844,471.8999938964844,446.1000061035156,469.5,446969,2022-07-04
2022-07-11,433.3782653808594,435.1000061035156,474.0,424.95001220703125,457.0,691391,2022-07-11
2022-07-18,449.46435546875,451.25,468.0,434.04998779296875,435.0,331493,2022-07-18
2022-07-25,443.93634033203125,445.70001220703125,460.54998779296875,441.5,451.1000061035156,163137,2022-07-25
2022-08-01,439.90234375,441.6499938964844,464.3500061035156,426.20001220703125,446.0,551433,2022-08-01
2022-08-08,476.90533447265625,478.79998779296875,484.0,436.0,441.70001220703125,609564,2022-08-08
2022-08-15,465.00262451171875,466.8500061035156,499.70001220703125,465.54998779296875,478.79998779296875,458760,2022-08-15
2022-08-22,487.1645812988281,489.1000061035156,510.0,455.04998779296875,466.8500061035156,792528,2022-08-22
2022-08-29,519.5359497070312,521.5999755859375,539.0,470.45001220703125,473.0,1164914,2022-08-29
2022-09-05,488.16064453125,490.1000061035156,550.75,486.1499938964844,542.0,890864,2022-09-05
2022-09-12,457.8809509277344,459.70001220703125,494.8999938964844,455.0,487.0,530416,2022-09-12
2022-09-19,431.7845764160156,433.5,471.95001220703125,430.3500061035156,464.3999938964844,466936,2022-09-19
2022-09-26,429.39410400390625,431.1000061035156,437.70001220703125,410.0,428.1000061035156,489860,2022-09-26
2022-10-03,447.3726501464844,449.1499938964844,458.79998779296875,428.25,429.70001220703125,283409,2022-10-03
2022-10-10,432.3822021484375,434.1000061035156,452.79998779296875,420.3500061035156,440.5,318902,2022-10-10
2022-10-17,427.5514221191406,429.25,449.79998779296875,423.0,432.8500061035156,307143,2022-10-17
2022-10-24,439.00592041015625,440.75,453.0,430.0,439.8999938964844,151468,2022-10-24
2022-10-31,451.5062255859375,453.29998779296875,463.95001220703125,430.5,445.0,323969,2022-10-31
2022-11-07,469.18597412109375,471.04998779296875,484.04998779296875,444.6499938964844,456.0,314863,2022-11-07
2022-11-14,458.9765625,460.79998779296875,482.8999938964844,457.79998779296875,467.0,175041,2022-11-14
2022-11-21,451.8548583984375,453.6499938964844,473.1000061035156,452.54998779296875,456.3500061035156,313590,2022-11-21
2022-11-28,450.75921630859375,452.54998779296875,464.79998779296875,450.1000061035156,455.0,251828,2022-11-28
2022-12-05,455.68963623046875,457.5,464.75,447.95001220703125,452.6499938964844,343551,2022-12-05
2022-12-12,482.5329895019531,484.45001220703125,515.0499877929688,455.0,459.95001220703125,781537,2022-12-12
2022-12-19,461.5662841796875,463.3999938964844,511.0,453.3999938964844,484.45001220703125,452917,2022-12-19
2022-12-26,490.9495544433594,492.8999938964844,503.6499938964844,461.0,461.0,219754,2022-12-26
2023-01-02,466.0484619140625,467.8999938964844,509.95001220703125,465.0,498.79998779296875,202272,2023-01-02
2023-01-09,465.35125732421875,467.20001220703125,478.79998779296875,460.0,474.0,122976,2023-01-09
2023-01-16,472.871337890625,474.75,484.5,459.0,470.95001220703125,279498,2023-01-16
2023-01-23,449.9623718261719,451.75,477.25,437.1000061035156,477.25,200702,2023-01-23
2023-01-30,445.77899169921875,447.54998779296875,459.54998779296875,441.54998779296875,454.8999938964844,119385,2023-01-30
2023-02-06,430.24072265625,431.95001220703125,469.5,411.0,447.0,419251,2023-02-06
2023-02-13,428.7466735839844,430.45001220703125,444.70001220703125,425.0,425.29998779296875,251370,2023-02-13
2023-02-20,417.7403869628906,419.3999938964844,434.8999938964844,416.3500061035156,430.0,134571,2023-02-20
2023-02-27,419.1348571777344,420.79998779296875,436.79998779296875,415.04998779296875,416.0,202542,2023-02-27
2023-03-06,412.7601623535156,414.3999938964844,428.8999938964844,412.0,423.04998779296875,91705,2023-03-06
2023-03-13,391.14605712890625,392.70001220703125,414.0,389.45001220703125,414.0,194727,2023-03-13
2023-03-20,403.34759521484375,404.95001220703125,412.8999938964844,377.6499938964844,392.25,127289,2023-03-20
2023-03-27,394.4827880859375,396.04998779296875,412.95001220703125,383.0,395.0,198277,2023-03-27
2023-04-03,413.2582092285156,414.8999938964844,424.6499938964844,394.3999938964844,399.95001220703125,65357,2023-04-03
2023-04-10,399.7618103027344,401.3500061035156,414.8999938964844,395.6000061035156,414.8999938964844,79329,2023-04-10
2023-04-17,406.534912109375,408.1499938964844,419.95001220703125,395.04998779296875,401.3500061035156,110698,2023-04-17
2023-04-24,462.9109191894531,464.75,473.70001220703125,405.45001220703125,412.1000061035156,422696,2023-04-24
2023-05-01,474.16619873046875,476.04998779296875,482.45001220703125,451.0,464.75,263316,2023-05-01
2023-05-08,475.8594970703125,477.75,490.0,456.0,475.0,228036,2023-05-08
2023-05-15,477.8017883300781,479.70001220703125,505.1000061035156,452.54998779296875,477.95001220703125,736365,2023-05-15
2023-05-22,468.2895812988281,470.1499938964844,483.0,463.04998779296875,474.1000061035156,217039,2023-05-22
2023-05-29,536.6679077148438,538.7999877929688,548.7999877929688,471.0,471.0,1377832,2023-05-29
2023-06-05,529.0980224609375,531.2000122070312,572.7000122070312,526.0,541.0,1292910,2023-06-05
2023-06-12,524.8150634765625,526.9000244140625,560.0,522.4500122070312,532.0999755859375,547345,2023-06-12
2023-06-19,549.0686645507812,551.25,582.1500244140625,516.5499877929688,528.5,1150135,2023-06-19
2023-06-26,563.7603149414062,566.0,594.0,535.4000244140625,551.25,997075,2023-06-26
2023-07-03,585.1254272460938,587.4500122070312,603.0,564.5999755859375,568.9500122070312,1261924,2023-07-03
2023-07-10,594.7371826171875,597.0999755859375,611.8499755859375,578.0,587.4500122070312,834669,2023-07-10
2023-07-17,580.6930541992188,583.0,609.5499877929688,576.2000122070312,601.7000122070312,415608,2023-07-17
2023-07-24,643.9915161132812,646.5499877929688,654.1500244140625,582.0,589.0,1521991,2023-07-24
2023-07-31,620.2857055664062,622.75,677.9500122070312,617.5,654.0,953123,2023-07-31
2023-08-07,643.7922973632812,646.3499755859375,655.0,625.3499755859375,628.5,300978,2023-08-07
2023-08-14,637.118896484375,639.6500244140625,650.0,625.0,650.0,403326,2023-08-14
2023-08-21,629.1007080078125,631.5999755859375,669.9000244140625,595.2999877929688,636.2999877929688,14688085,2023-08-21
2023-08-28,696.9312133789062,699.7000122070312,713.0,619.0999755859375,635.0,2313966,2023-08-28
2023-09-04,697.87744140625,700.6500244140625,709.0,686.5499877929688,703.9000244140625,1139999,2023-09-04
2023-09-11,711.921630859375,714.75,729.0,672.5499877929688,700.6500244140625,1163960,2023-09-11
2023-09-18,680.7952880859375,683.5,745.0,678.0,723.2000122070312,487672,2023-09-18
2023-09-25,682.0901489257812,684.7999877929688,710.0,668.0,684.0,897709,2023-09-25
2023-10-02,685.9747314453125,688.7000122070312,710.0999755859375,672.0,684.7999877929688,743621,2023-10-02
2023-10-09,694.7897338867188,697.5499877929688,704.4000244140625,655.0,655.0,532950,2023-10-09
2023-10-16,691.0047607421875,693.75,718.7999877929688,683.0,695.5499877929688,676137,2023-10-16
2023-10-23,669.3408203125,672.0,696.5,622.4000244140625,693.75,813108,2023-10-23
2023-10-30,687.0703735351562,689.7999877929688,698.7999877929688,661.1500244140625,672.0,367705,2023-10-30
2023-11-06,628.0548706054688,630.5499877929688,709.75,608.5,692.3499755859375,2179609,2023-11-06
2023-11-13,617.546630859375,620.0,635.9500122070312,610.0,635.9500122070312,478876,2023-11-13
2023-11-20,611.7197265625,614.1500244140625,638.4500122070312,605.0,622.0,1089456,2023-11-20
2023-11-27,624.0706787109375,626.5499877929688,641.0,610.0,614.1500244140625,568467,2023-11-27
2023-12-04,629.6485595703125,632.1500244140625,645.0499877929688,617.9500122070312,636.9000244140625,473037,2023-12-04
2023-12-11,641.35205078125,643.9000244140625,655.2000122070312,615.0,635.2000122070312,843601,2023-12-11
2023-12-18,618.2438354492188,620.7000122070312,645.0,612.0,643.9000244140625,488531,2023-12-18
2023-12-25,616.351318359375,618.7999877929688,637.5499877929688,607.2999877929688,620.7000122070312,683202,2023-12-25
2024-01-01,593.29296875,595.6500244140625,626.0499877929688,592.0999755859375,626.0,826327,2024-01-01
2024-01-08,588.2628784179688,590.5999755859375,598.5999755859375,570.0999755859375,595.9000244140625,618511,2024-01-08
2024-01-15,578.1531372070312,580.4500122070312,602.7000122070312,568.0499877929688,590.5999755859375,394584,2024-01-15
2024-01-22,569.5372924804688,571.7999877929688,582.4500122070312,552.0499877929688,580.4500122070312,268049,2024-01-22
2024-01-29,616.102294921875,618.5499877929688,629.5,569.0,571.7999877929688,914669,2024-01-29
2024-02-05,607.635986328125,610.0499877929688,634.0,588.7000122070312,620.0,818717,2024-02-05
2024-02-12,642.9456787109375,645.5,650.0,606.4000244140625,611.0,972565,2024-02-12
2024-02-19,629.7481079101562,632.25,653.7999877929688,625.0499877929688,650.0,427616,2024-02-19
2024-02-26,636.122802734375,638.6500244140625,667.0,619.2000122070312,646.0,1098604,2024-02-26
2024-03-04,643.1448974609375,645.7000122070312,668.0,633.0,664.9500122070312,476235,2024-03-04
2024-03-11,601.1616821289062,603.5499877929688,649.9500122070312,578.3499755859375,649.9000244140625,648344,2024-03-11
2024-03-18,625.7141723632812,628.2000122070312,631.5,594.0,594.0,577304,2024-03-18
2024-03-25,608.233642578125,610.6500244140625,631.5,606.0,628.2000122070312,307026,2024-03-25
2024-04-01,627.1085815429688,629.5999755859375,640.0,608.0,620.7999877929688,341313,2024-04-01
2024-04-08,616.899169921875,619.3499755859375,645.0,615.0999755859375,630.0,317649,2024-04-08
2024-04-15,610.2754516601562,612.7000122070312,617.9500122070312,594.5999755859375,615.1500244140625,309628,2024-04-15
2024-04-22,610.0264892578125,612.4500122070312,624.8499755859375,607.0,614.9500122070312,177900,2024-04-22
2024-04-29,610.2257080078125,612.6500244140625,641.4500122070312,610.0,615.0,244806,2024-04-29
2024-05-06,609.0304565429688,611.4500122070312,624.9000244140625,600.0,614.1500244140625,215425,2024-05-06
2024-05-13,635.325927734375,637.8499755859375,650.0,601.0,612.0,458029,2024-05-13
2024-05-20,705.9454345703125,708.75,745.0,626.25,626.25,2425627,2024-05-20
2024-05-27,725.916015625,728.7999877929688,741.2000122070312,692.2000122070312,716.7999877929688,624421,2024-05-27
2024-06-03,780.1505737304688,783.25,796.8499755859375,625.0,757.0,974169,2024-06-03
2024-06-10,810.4801025390625,813.7000122070312,832.0,776.0999755859375,791.8499755859375,528395,2024-06-10
2024-06-17,791.2564697265625,794.4000244140625,819.9500122070312,775.0,813.7000122070312,353048,2024-06-17
2024-06-24,778.6565551757812,781.75,824.1500244140625,770.0499877929688,794.4000244140625,258218,2024-06-24
2024-07-01,838.8673095703125,842.2000122070312,865.0,784.25,798.7999877929688,922760,2024-07-01
2024-07-08,803.30859375,806.5,850.0,775.0,842.2000122070312,455665,2024-07-08
2024-07-15,764.6621704101562,767.7000122070312,844.9000244140625,762.6500244140625,806.4500122070312,404558,2024-07-15
2024-07-22,827.114013671875,830.4000244140625,849.9000244140625,785.0999755859375,798.0,666909,2024-07-22
2024-07-29,987.1282958984375,991.0499877929688,1020.0,827.5,833.0,3502448,2024-07-29
2024-08-05,1044.9486083984375,1049.0999755859375,1097.0,924.0999755859375,939.1500244140625,2564070,2024-08-05
2024-08-12,983.1441650390625,987.0499877929688,1043.0,967.8499755859375,1043.0,667330,2024-08-12
2024-08-19,989.5452880859375,991.5,1137.699951171875,987.25,1137.699951171875,743440,2024-08-19
2024-08-26,975.6227416992188,977.5499877929688,1008.7999877929688,952.0,1006.0,299655,2024-08-26
2024-09-02,963.44677734375,965.3499755859375,1024.0,960.5999755859375,978.0,442242,2024-09-02
2024-09-09,981.9602661132812,983.9000244140625,1005.0,922.5,955.1500244140625,626207,2024-09-09
2024-09-16,1002.4697265625,1004.4500122070312,1046.25,974.9500122070312,993.9500122070312,530896,2024-09-16
2024-09-23,936.0509643554688,937.9000244140625,1018.6500244140625,931.0499877929688,990.0,456994,2024-09-23
2024-09-30,938.6458129882812,940.5,1037.699951171875,932.8499755859375,932.8499755859375,772491,2024-09-30
2024-10-07,952.4185791015625,954.2999877929688,993.0,891.75,949.7999877929688,366615,2024-10-07
2024-10-14,1096.034912109375,1098.199951171875,1116.0,1006.2000122070312,1014.9500122070312,2023468,2024-10-14
2024-10-21,1009.5557250976562,1011.5499877929688,1130.0,992.5,1103.0,679030,2024-10-21
2024-10-28,1260.260498046875,1262.75,1271.0,992.5,1010.0,1929347,2024-10-28
2024-11-04,1216.896240234375,1219.300048828125,1275.949951171875,1194.25,1261.8499755859375,1166740,2024-11-04
2024-11-11,1156.86474609375,1159.1500244140625,1230.5999755859375,1117.0,1218.0,420510,2024-11-11
2024-11-18,1120.237060546875,1122.449951171875,1167.949951171875,1097.5999755859375,1159.949951171875,379032,2024-11-18
2024-11-25,1247.2861328125,1249.75,1279.0,1132.550048828125,1155.25,702223,2024-11-25
2024-12-02,1292.2972412109375,1294.8499755859375,1319.5,1241.8499755859375,1251.449951171875,702662,2024-12-02
2024-12-09,1191.197021484375,1193.550048828125,1347.0,1164.9000244140625,1305.949951171875,572343,2024-12-09
2024-12-16,1190.947509765625,1193.300048828125,1270.0,1189.0999755859375,1204.949951171875,383424,2024-12-16
2024-12-23,1167.4937744140625,1169.800048828125,1193.300048828125,1147.0,1193.300048828125,392618,2024-12-23
2024-12-30,1167.0946044921875,1169.4000244140625,1191.4000244140625,1082.3499755859375,1154.0,533568,2024-12-30
2025-01-06,1038.44873046875,1040.5,1177.449951171875,1035.0,1164.0,331661,2025-01-06
2025-01-13,1027.91943359375,1029.949951171875,1091.3499755859375,985.0,1034.0,400265,2025-01-13
2025-01-20,987.5491943359375,989.5,1026.800048828125,959.0,1021.0,373530,2025-01-20
2025-01-27,1049.7264404296875,1051.800048828125,1063.6500244140625,896.4500122070312,978.25,855919,2025-01-27
2025-02-03,1003.5177001953125,1005.5,1046.199951171875,972.5499877929688,1036.0,253353,2025-02-03
2025-02-10,869.0333251953125,870.75,1013.0499877929688,864.2999877929688,1005.5,307972,2025-02-10
2025-02-17,895.2315673828125,897.0,912.9500122070312,821.6500244140625,859.9500122070312,601790,2025-02-17
2025-02-24,851.2185668945312,852.9000244140625,909.9500122070312,825.5,896.0999755859375,234088,2025-02-24
2025-03-03,924.12451171875,925.9500122070312,933.0499877929688,824.0499877929688,861.4000244140625,653684,2025-03-03
2025-03-10,817.6847534179688,819.2999877929688,955.2000122070312,815.0,935.9500122070312,516394,2025-03-10
2025-03-17,868.833740234375,870.5499877929688,914.3499755859375,808.1500244140625,815.0999755859375,531171,2025-03-17
2025-03-24,901.5690307617188,903.3499755859375,908.8499755859375,869.4000244140625,894.9500122070312,459876,2025-03-24
2025-03-31,880.0116577148438,881.75,944.7000122070312,870.7000122070312,903.3499755859375,364291,2025-03-31
2025-04-07,865.0411987304688,866.75,875.0,811.0,830.0,540707,2025-04-07
2025-04-14,923.2262573242188,925.0499877929688,940.0,866.75,866.75,237583,2025-04-14
2025-04-21,948.3765869140625,950.25,1021.0499877929688,914.25,924.0,488522,2025-04-21
2025-04-28,932.1586303710938,934.0,975.0,910.5499877929688,970.0,243364,2025-04-28
2025-05-05,1027.86962890625,1029.9000244140625,1054.0,893.7000122070312,942.0,1436051,2025-05-05
2025-05-12,1089.248291015625,1091.4000244140625,1133.0,1023.7999877929688,1035.0,825882,2025-05-12
2025-05-19,1092.1427001953125,1094.300048828125,1128.199951171875,1065.0999755859375,1092.0,540152,2025-05-19
2025-05-26,1100.2764892578125,1102.449951171875,1119.949951171875,1065.5,1105.0,495232,2025-05-26
2025-06-02,1114.3985595703125,1116.5999755859375,1162.699951171875,1080.9000244140625,1112.4000244140625,683279,2025-06-02
2025-06-09,1216.7962646484375,1219.199951171875,1237.0,1129.300048828125,1211.0,1698185,2025-06-09
2025-06-16,1236.8568115234375,1239.300048828125,1314.0,1190.4000244140625,1218.9000244140625,894329,2025-06-16
2025-06-23,1254.9210205078125,1257.4000244140625,1294.800048828125,1220.0,1222.0,684475,2025-06-23
2025-06-30,1274.5821533203125,1277.0999755859375,1316.199951171875,1240.5,1251.4000244140625,725816,2025-06-30
2025-07-07,1212.7044677734375,1215.0999755859375,1287.9000244140625,1200.699951171875,1277.199951171875,476277,2025-07-07
2025-07-14,1254.199951171875,1254.199951171875,1260.0,1194.0,1211.4000244140625,252537,2025-07-14
