Date,Adj Close_ORIENTELEC.NS,Close_ORIENTELEC.NS,High_ORIENTELEC.NS,Low_ORIENTELEC.NS,Open_ORIENTELEC.NS,Volume_ORIENTELEC.NS,Date
2020-12-21,214.0550537109375,220.3000030517578,232.8000030517578,206.64999389648438,230.5,1032641,2020-12-21
2020-12-28,224.93759155273438,231.5,233.0,219.0500030517578,221.0500030517578,985397,2020-12-28
2021-01-04,229.3100128173828,236.0,248.9499969482422,221.8000030517578,232.9499969482422,1558179,2021-01-04
2021-01-11,225.9578094482422,232.5500030517578,243.5,225.0500030517578,238.0,2054058,2021-01-11
2021-01-18,249.37464904785156,256.6499938964844,261.0,225.9499969482422,234.85000610351562,4893046,2021-01-18
2021-01-25,246.36251831054688,253.5500030517578,264.8999938964844,239.0,261.0,1401535,2021-01-25
2021-02-01,271.8684387207031,279.79998779296875,296.6000061035156,258.04998779296875,270.0,4360774,2021-02-01
2021-02-08,266.7185974121094,274.5,288.5,271.8999938964844,284.0,1678666,2021-02-08
2021-02-15,262.5152282714844,269.45001220703125,295.1000061035156,264.04998779296875,277.0,2062361,2021-02-15
2021-02-22,263.684326171875,270.6499938964844,275.6000061035156,265.5,270.04998779296875,970238,2021-02-22
2021-03-01,269.7734680175781,276.8999938964844,292.0,269.0,272.1000061035156,2626686,2021-03-01
2021-03-08,287.55377197265625,295.1499938964844,302.54998779296875,280.0,283.8999938964844,3050190,2021-03-08
2021-03-15,317.4149169921875,325.79998779296875,333.5,296.79998779296875,300.0,4764155,2021-03-15
2021-03-22,303.62908935546875,311.6499938964844,345.0,293.5,328.8999938964844,3426085,2021-03-22
2021-03-29,309.0849609375,317.25,319.79998779296875,308.20001220703125,311.6499938964844,1227378,2021-03-29
2021-04-05,296.2734069824219,304.1000061035156,317.0,295.0,315.0,2126152,2021-04-05
2021-04-12,282.097900390625,289.54998779296875,310.0,282.0,301.8999938964844,1830947,2021-04-12
2021-04-19,276.64202880859375,283.95001220703125,294.0,274.5,287.0,1709695,2021-04-19
2021-04-26,262.7587890625,269.70001220703125,286.95001220703125,266.0,285.1499938964844,1670643,2021-04-26
2021-05-03,267.09423828125,274.1499938964844,283.45001220703125,263.5,273.0,2228782,2021-05-03
2021-05-10,273.8166809082031,281.04998779296875,294.3999938964844,277.0,277.3999938964844,2856090,2021-05-10
2021-05-17,291.3046875,299.0,299.5,281.04998779296875,285.0,2836074,2021-05-17
2021-05-24,294.51971435546875,302.29998779296875,311.6000061035156,292.25,302.0,1976984,2021-05-24
2021-05-31,301.43707275390625,309.3999938964844,312.0,297.1000061035156,304.79998779296875,2322097,2021-05-31
2021-06-07,297.7348327636719,305.6000061035156,315.0,300.0,314.75,2366101,2021-06-07
2021-06-14,312.3974609375,320.6499938964844,335.0,305.0,305.0,4581893,2021-06-14
2021-06-21,302.36260986328125,310.3500061035156,323.5,305.25,317.1000061035156,1970677,2021-06-21
2021-06-28,308.5003967285156,316.6499938964844,320.5,304.04998779296875,313.70001220703125,1713510,2021-06-28
2021-07-05,299.24493408203125,307.1499938964844,322.20001220703125,304.0,318.8500061035156,2272723,2021-07-05
2021-07-12,324.7705993652344,333.3500061035156,335.8999938964844,307.25,309.79998779296875,4531110,2021-07-12
2021-07-19,338.9461364746094,347.8999938964844,357.8500061035156,330.1000061035156,333.75,5517978,2021-07-19
2021-07-26,314.6880798339844,321.79998779296875,368.0,302.54998779296875,349.95001220703125,7292962,2021-07-26
2021-08-02,313.1234436035156,320.20001220703125,335.79998779296875,316.20001220703125,323.0,3198652,2021-08-02
2021-08-09,321.1911315917969,328.45001220703125,331.1000061035156,311.45001220703125,322.70001220703125,2214451,2021-08-09
2021-08-16,312.43890380859375,319.5,337.0,310.3500061035156,310.3500061035156,1753075,2021-08-16
2021-08-23,316.5461120605469,323.70001220703125,334.0,316.0,323.79998779296875,2579151,2021-08-23
2021-08-30,322.6579284667969,329.95001220703125,338.0,321.3500061035156,326.0,1610009,2021-08-30
2021-09-06,330.0899963378906,337.54998779296875,348.8500061035156,327.20001220703125,330.3999938964844,2263962,2021-09-06
2021-09-13,346.81207275390625,354.6499938964844,364.5,333.0,338.0,2537172,2021-09-13
2021-09-20,337.3753356933594,345.0,353.75,328.29998779296875,342.20001220703125,976035,2021-09-20
2021-09-27,323.3913879394531,330.70001220703125,346.8999938964844,315.0,346.75,808124,2021-09-27
2021-10-04,319.43084716796875,326.6499938964844,334.95001220703125,322.0,334.95001220703125,2025445,2021-10-04
2021-10-11,329.74774169921875,337.20001220703125,340.0,326.0,329.95001220703125,858066,2021-10-11
2021-10-18,317.279541015625,324.45001220703125,342.45001220703125,321.0,339.5,1190588,2021-10-18
2021-10-25,338.3043212890625,345.95001220703125,353.04998779296875,310.0,329.95001220703125,3193309,2021-10-25
2021-11-01,375.5134582519531,384.0,392.0,346.0,348.0,4510619,2021-11-01
2021-11-08,357.324462890625,365.3999938964844,395.0,362.3500061035156,387.0,1607183,2021-11-08
2021-11-15,368.3747863769531,376.70001220703125,384.79998779296875,359.45001220703125,367.95001220703125,1304837,2021-11-15
2021-11-22,351.1148376464844,359.04998779296875,380.0,348.1499938964844,378.0,1332517,2021-11-22
2021-11-29,366.5167541503906,374.79998779296875,408.0,333.95001220703125,351.0,2663252,2021-11-29
2021-12-06,369.74383544921875,378.1000061035156,383.6499938964844,366.29998779296875,376.8999938964844,586044,2021-12-06
2021-12-13,370.03717041015625,378.3999938964844,405.0,371.45001220703125,380.0,1444859,2021-12-13
2021-12-20,361.7250061035156,369.8999938964844,379.0,353.1499938964844,377.75,569218,2021-12-20
2021-12-27,367.44573974609375,375.75,391.8999938964844,363.0,370.0,1192987,2021-12-27
2022-01-03,368.08135986328125,376.3999938964844,379.1499938964844,358.8500061035156,377.6499938964844,602652,2022-01-03
2022-01-10,361.62725830078125,369.79998779296875,381.0,364.0,376.3999938964844,657086,2022-01-10
2022-01-17,342.5582275390625,350.29998779296875,372.20001220703125,338.0,370.0,1386251,2022-01-17
2022-01-24,334.49053955078125,342.04998779296875,350.8999938964844,323.29998779296875,350.8999938964844,1912402,2022-01-24
2022-01-31,332.9258728027344,340.45001220703125,345.29998779296875,326.95001220703125,342.29998779296875,1467925,2022-01-31
2022-02-07,326.42724609375,333.04998779296875,343.79998779296875,328.0,343.79998779296875,669852,2022-02-07
2022-02-14,337.8456726074219,344.70001220703125,350.0,320.5,330.0,620663,2022-02-14
2022-02-21,328.6815490722656,335.3500061035156,343.1000061035156,314.1000061035156,341.54998779296875,1210106,2022-02-21
2022-02-28,313.58782958984375,319.95001220703125,335.95001220703125,317.29998779296875,334.45001220703125,685386,2022-02-28
2022-03-07,317.5082092285156,323.95001220703125,325.0,287.8500061035156,319.95001220703125,1112756,2022-03-07
2022-03-14,309.7653503417969,316.04998779296875,325.6000061035156,305.25,325.6000061035156,1090867,2022-03-14
2022-03-21,316.4790954589844,322.8999938964844,332.0,312.04998779296875,314.0,876272,2022-03-21
2022-03-28,315.8420104980469,322.25,337.29998779296875,315.0,322.0,973901,2022-03-28
2022-04-04,341.3250732421875,348.25,358.0,322.04998779296875,324.8999938964844,1958032,2022-04-04
2022-04-11,331.6708984375,338.3999938964844,351.8500061035156,331.54998779296875,348.25,538462,2022-04-11
2022-04-18,325.4471740722656,332.04998779296875,340.0,324.0,340.0,632558,2022-04-18
2022-04-25,322.99688720703125,329.54998779296875,335.95001220703125,320.25,331.79998779296875,857810,2022-04-25
2022-05-02,302.2184753417969,308.3500061035156,330.95001220703125,306.1000061035156,330.0,287218,2022-05-02
2022-05-09,293.9855041503906,299.95001220703125,337.79998779296875,280.0,308.3999938964844,2689242,2022-05-09
2022-05-16,273.7461242675781,279.29998779296875,299.20001220703125,274.0,295.25,2786002,2022-05-16
2022-05-23,264.8760681152344,270.25,282.04998779296875,263.20001220703125,281.95001220703125,1690038,2022-05-23
2022-05-30,268.40447998046875,273.8500061035156,284.45001220703125,267.20001220703125,272.1000061035156,1398123,2022-05-30
2022-06-06,270.4627380371094,275.95001220703125,281.29998779296875,270.0,273.8500061035156,571530,2022-06-06
2022-06-13,250.56640625,255.64999389648438,275.75,251.14999389648438,268.0,1082508,2022-06-13
2022-06-20,263.0628662109375,268.3999938964844,278.1000061035156,244.0,256.20001220703125,2110643,2022-06-20
2022-06-27,267.3263854980469,272.75,275.95001220703125,257.0,270.0,386138,2022-06-27
2022-07-04,266.73828125,272.1499938964844,284.79998779296875,267.5,275.0,436501,2022-07-04
2022-07-11,281.5380554199219,287.25,301.8500061035156,265.79998779296875,273.54998779296875,1875091,2022-07-11
2022-07-18,282.46551513671875,286.8999938964844,296.6499938964844,282.1499938964844,286.8999938964844,676703,2022-07-18
2022-07-25,255.88282775878906,259.8999938964844,295.0,258.3500061035156,286.0,1957178,2022-07-25
2022-08-01,255.88282775878906,259.8999938964844,269.5,253.0,261.20001220703125,2113862,2022-08-01
2022-08-08,260.7071228027344,264.79998779296875,268.54998779296875,257.0,264.6000061035156,1314537,2022-08-08
2022-08-15,266.36822509765625,270.54998779296875,275.45001220703125,264.79998779296875,264.79998779296875,1378340,2022-08-15
2022-08-22,258.7872619628906,262.8500061035156,269.20001220703125,257.1000061035156,269.20001220703125,2073026,2022-08-22
2022-08-29,250.0740509033203,254.0,264.5,253.0,259.0,869299,2022-08-29
2022-09-05,253.224609375,257.20001220703125,261.29998779296875,252.3000030517578,256.8999938964844,649845,2022-09-05
2022-09-12,266.36822509765625,270.54998779296875,284.3500061035156,258.04998779296875,259.75,4149505,2022-09-12
2022-09-19,268.1404113769531,272.3500061035156,281.0,266.45001220703125,271.95001220703125,1886032,2022-09-19
2022-09-26,268.68194580078125,272.8999938964844,284.0,262.8999938964844,271.79998779296875,1068538,2022-09-26
2022-10-03,265.9743957519531,270.1499938964844,278.95001220703125,268.0,274.29998779296875,578510,2022-10-03
2022-10-10,263.857666015625,268.0,274.6000061035156,262.5,268.0,541772,2022-10-10
2022-10-17,264.9898986816406,269.1499938964844,275.0,267.04998779296875,269.0,455105,2022-10-17
2022-10-24,264.69451904296875,268.8500061035156,274.95001220703125,268.0,269.1499938964844,374549,2022-10-24
2022-10-31,258.8364562988281,262.8999938964844,278.70001220703125,254.0,270.20001220703125,1005597,2022-10-31
2022-11-07,259.279541015625,263.3500061035156,269.20001220703125,259.5,263.5,713003,2022-11-07
2022-11-14,263.07000732421875,267.20001220703125,272.20001220703125,261.04998779296875,262.0,775031,2022-11-14
2022-11-21,281.2840881347656,285.70001220703125,288.0,266.29998779296875,267.20001220703125,1341250,2022-11-21
2022-11-28,275.179931640625,279.5,291.0,277.0,286.5,1142619,2022-11-28
2022-12-05,270.9955749511719,275.25,281.8500061035156,273.0,280.8999938964844,503113,2022-12-05
2022-12-12,270.01104736328125,274.25,280.0,266.95001220703125,272.5,906620,2022-12-12
2022-12-19,249.38487243652344,253.3000030517578,277.0,249.64999389648438,271.5,782352,2022-12-19
2022-12-26,259.5256652832031,263.6000061035156,268.8500061035156,253.0,253.0,749997,2022-12-26
2023-01-02,256.9166564941406,260.95001220703125,265.8999938964844,259.3999938964844,264.0,512154,2023-01-02
2023-01-09,263.2669372558594,267.3999938964844,270.8999938964844,259.8999938964844,261.04998779296875,1162529,2023-01-09
2023-01-16,260.8547668457031,264.95001220703125,269.45001220703125,261.0,268.04998779296875,954700,2023-01-16
2023-01-23,260.8547668457031,264.95001220703125,268.25,260.0,263.0,323939,2023-01-23
2023-01-30,278.7242736816406,283.1000061035156,284.8999938964844,257.5,266.29998779296875,2184930,2023-01-30
2023-02-06,274.1953430175781,278.5,284.8999938964844,270.3500061035156,284.0,1244033,2023-02-06
2023-02-13,271.43878173828125,274.95001220703125,279.6499938964844,266.6000061035156,274.29998779296875,571257,2023-02-13
2023-02-20,270.3528137207031,273.8500061035156,284.04998779296875,264.79998779296875,276.1000061035156,1460677,2023-02-20
2023-02-27,270.6983642578125,274.20001220703125,276.3500061035156,265.45001220703125,274.45001220703125,1312962,2023-02-27
2023-03-06,266.1570739746094,269.6000061035156,276.6000061035156,268.54998779296875,275.95001220703125,565046,2023-03-06
2023-03-13,262.3069152832031,265.70001220703125,273.0,260.04998779296875,270.8999938964844,807511,2023-03-13
2023-03-20,263.343505859375,266.75,274.95001220703125,263.6000061035156,265.70001220703125,725234,2023-03-20
2023-03-27,266.8481750488281,270.29998779296875,273.0,260.54998779296875,266.79998779296875,596991,2023-03-27
2023-04-03,232.14703369140625,235.14999389648438,260.0,234.0,260.0,1462495,2023-04-03
2023-04-10,225.8781280517578,228.8000030517578,241.85000610351562,226.0,240.0,1703043,2023-04-10
2023-04-17,223.01513671875,225.89999389648438,230.60000610351562,221.0,230.0,1187209,2023-04-17
2023-04-24,219.85601806640625,222.6999969482422,230.8000030517578,220.0,226.4499969482422,1060218,2023-04-24
2023-05-01,217.14114379882812,219.9499969482422,227.35000610351562,219.0,222.6999969482422,782985,2023-05-01
2023-05-08,215.9564666748047,218.75,223.5,216.0,220.85000610351562,956275,2023-05-08
2023-05-15,216.69688415527344,219.5,223.9499969482422,216.0500030517578,218.64999389648438,1140083,2023-05-15
2023-05-22,233.77598571777344,236.8000030517578,238.5,215.64999389648438,220.39999389648438,1991411,2023-05-22
2023-05-29,236.9351043701172,240.0,245.3000030517578,231.5500030517578,236.8000030517578,1382650,2023-05-29
2023-06-05,241.87124633789062,245.0,247.5,234.5500030517578,239.64999389648438,932276,2023-06-05
2023-06-12,236.5895538330078,239.64999389648438,245.10000610351562,236.39999389648438,245.0,588449,2023-06-12
2023-06-19,231.70277404785156,234.6999969482422,247.0500030517578,232.39999389648438,238.75,819016,2023-06-19
2023-06-26,236.34275817871094,239.39999389648438,242.0,232.0,235.89999389648438,825098,2023-06-26
2023-07-03,249.07801818847656,252.3000030517578,254.39999389648438,234.5,240.89999389648438,2059924,2023-07-03
2023-07-10,237.57679748535156,240.64999389648438,262.0,238.10000610351562,255.6999969482422,2512539,2023-07-10
2023-07-17,232.59129333496094,235.60000610351562,245.60000610351562,235.0,242.3000030517578,3045125,2023-07-17
2023-07-24,226.22364807128906,229.14999389648438,237.64999389648438,220.39999389648438,237.64999389648438,6644478,2023-07-24
2023-07-31,237.70704650878906,240.0,241.3000030517578,225.64999389648438,230.6999969482422,2961802,2023-07-31
2023-08-07,235.28045654296875,237.5500030517578,243.25,233.39999389648438,239.89999389648438,1414644,2023-08-07
2023-08-14,235.8251953125,238.10000610351562,247.0,232.5,237.5500030517578,1002281,2023-08-14
2023-08-21,230.62535095214844,232.85000610351562,242.89999389648438,231.10000610351562,238.75,1314561,2023-08-21
2023-08-28,233.44810485839844,235.6999969482422,240.0,231.5500030517578,235.75,860605,2023-08-28
2023-09-04,235.32998657226562,237.60000610351562,239.89999389648438,235.10000610351562,235.6999969482422,675959,2023-09-04
2023-09-11,221.1170654296875,223.25,243.10000610351562,222.10000610351562,239.0,2826916,2023-09-11
2023-09-18,217.60098266601562,219.6999969482422,229.89999389648438,214.4499969482422,225.0,3613906,2023-09-18
2023-09-25,219.73045349121094,221.85000610351562,224.89999389648438,218.0,219.89999389648438,1307188,2023-09-25
2023-10-02,222.15704345703125,224.3000030517578,225.5,219.5,221.85000610351562,1585954,2023-10-02
2023-10-09,222.80081176757812,224.9499969482422,225.89999389648438,218.3000030517578,222.0,1056335,2023-10-09
2023-10-16,219.18568420410156,221.3000030517578,229.8000030517578,219.0500030517578,225.0,909056,2023-10-16
2023-10-23,214.77821350097656,216.85000610351562,222.0,207.6999969482422,221.10000610351562,576349,2023-10-23
2023-10-30,219.08665466308594,221.1999969482422,229.89999389648438,213.4499969482422,217.9499969482422,1792294,2023-10-30
2023-11-06,215.66961669921875,217.75,222.60000610351562,215.14999389648438,220.0,953105,2023-11-06
2023-11-13,218.1952667236328,220.3000030517578,221.89999389648438,215.0,220.10000610351562,589616,2023-11-13
2023-11-20,212.747802734375,214.8000030517578,221.6999969482422,212.8000030517578,220.89999389648438,507413,2023-11-20
2023-11-27,214.7286834716797,216.8000030517578,222.10000610351562,213.60000610351562,214.8000030517578,895818,2023-11-27
2023-12-04,215.81817626953125,217.89999389648438,222.35000610351562,216.5,220.0,1238567,2023-12-04
2023-12-11,214.77821350097656,216.85000610351562,220.0,215.14999389648438,218.1999969482422,1520935,2023-12-11
2023-12-18,228.7434844970703,230.9499969482422,246.0,216.9499969482422,217.10000610351562,11353919,2023-12-18
2023-12-25,224.78170776367188,226.9499969482422,234.0,224.89999389648438,230.9499969482422,1354765,2023-12-25
2024-01-01,232.85386657714844,235.10000610351562,236.9499969482422,225.5500030517578,228.10000610351562,1742351,2024-01-01
2024-01-08,230.22915649414062,232.4499969482422,236.9499969482422,228.6999969482422,235.9499969482422,970707,2024-01-08
2024-01-15,222.35511779785156,224.5,234.9499969482422,217.0,232.4499969482422,2738871,2024-01-15
2024-01-22,207.9441375732422,209.9499969482422,224.5,208.0500030517578,224.5,2846877,2024-01-22
2024-01-29,218.14573669433594,220.25,222.4499969482422,207.85000610351562,210.3000030517578,4303864,2024-01-29
2024-02-05,207.99365234375,210.0,227.60000610351562,208.0,224.0,3033699,2024-02-05
2024-02-12,201.95191955566406,203.89999389648438,212.1999969482422,189.0,210.0500030517578,5235658,2024-02-12
2024-02-19,209.5128631591797,210.75,212.5500030517578,201.9499969482422,205.0,1962207,2024-02-19
2024-02-26,207.52459716796875,208.75,214.5,206.5500030517578,212.0,1423826,2024-02-26
2024-03-04,203.9954376220703,205.1999969482422,213.4499969482422,203.3000030517578,210.0,2175327,2024-03-04
2024-03-11,196.98681640625,198.14999389648438,207.85000610351562,192.64999389648438,206.0,1241665,2024-03-11
2024-03-18,195.24708557128906,196.39999389648438,200.60000610351562,192.4499969482422,197.64999389648438,957359,2024-03-18
2024-03-25,191.96646118164062,193.10000610351562,199.0,191.5500030517578,196.39999389648438,1304609,2024-03-25
2024-04-01,210.65609741210938,211.89999389648438,217.4499969482422,193.9499969482422,194.5500030517578,2712860,2024-04-01
2024-04-08,209.81109619140625,211.0500030517578,216.0,206.9499969482422,216.0,1603306,2024-04-08
2024-04-15,206.87840270996094,208.10000610351562,213.4499969482422,206.0,207.1999969482422,754067,2024-04-15
2024-04-22,216.47177124023438,217.75,223.0,208.64999389648438,209.0,2562821,2024-04-22
2024-04-29,228.1527862548828,229.5,232.0,217.39999389648438,219.39999389648438,2680883,2024-04-29
2024-05-06,207.52459716796875,208.75,233.60000610351562,208.0500030517578,231.14999389648438,3839884,2024-05-06
2024-05-13,227.05923461914062,228.39999389648438,230.0,205.9499969482422,209.39999389648438,2031379,2024-05-13
2024-05-20,228.05335998535156,229.39999389648438,233.5,214.75,228.1999969482422,2524475,2024-05-20
2024-05-27,225.6177520751953,226.9499969482422,239.0,219.5500030517578,231.35000610351562,4318180,2024-05-27
2024-06-03,236.7519989013672,238.14999389648438,243.1999969482422,216.39999389648438,231.5,5027246,2024-06-03
2024-06-10,243.86997985839844,245.30999755859375,247.5,235.0,237.91000366210938,3231154,2024-06-10
2024-06-17,249.44705200195312,250.9199981689453,255.25,241.72000122070312,245.30999755859375,2663670,2024-06-17
2024-06-24,268.6933898925781,270.2799987792969,281.20001220703125,247.80999755859375,250.0,5377980,2024-06-24
2024-07-01,269.0115051269531,270.6000061035156,287.04998779296875,267.3500061035156,270.25,2619426,2024-07-01
2024-07-08,263.593505859375,265.1499938964844,278.70001220703125,258.25,272.25,1938232,2024-07-08
2024-07-15,267.1226806640625,268.70001220703125,271.54998779296875,259.8999938964844,267.8999938964844,2016599,2024-07-15
2024-07-22,272.0436096191406,273.6499938964844,278.70001220703125,257.75,266.20001220703125,2048840,2024-07-22
2024-07-29,273.4355163574219,274.29998779296875,297.1000061035156,272.29998779296875,277.3500061035156,3739692,2024-07-29
2024-08-05,269.9465637207031,270.79998779296875,284.0,253.10000610351562,268.79998779296875,2597775,2024-08-05
2024-08-12,269.0494079589844,269.8999938964844,278.79998779296875,258.0,267.95001220703125,885598,2024-08-12
2024-08-19,270.0462341308594,270.8999938964844,279.25,263.20001220703125,270.1499938964844,1156151,2024-08-19
2024-08-26,267.4544372558594,268.29998779296875,275.0,259.1000061035156,270.1000061035156,2300286,2024-08-26
2024-09-02,259.92822265625,260.75,270.0,258.3500061035156,268.95001220703125,990662,2024-09-02
2024-09-09,254.7944793701172,255.60000610351562,269.79998779296875,252.25,259.8500061035156,1343827,2024-09-09
2024-09-16,247.1187286376953,247.89999389648438,259.0,242.0,256.45001220703125,1104254,2024-09-16
2024-09-23,238.44615173339844,239.1999969482422,254.5,235.8000030517578,250.39999389648438,1383090,2024-09-23
2024-09-30,239.35328674316406,240.11000061035156,244.6999969482422,233.0,239.5,663430,2024-09-30
2024-10-07,235.7147979736328,236.4600067138672,241.10000610351562,228.8300018310547,240.1999969482422,898025,2024-10-07
2024-10-14,229.8832244873047,230.61000061035156,241.6999969482422,223.1999969482422,236.5,973020,2024-10-14
2024-10-21,209.57742309570312,210.24000549316406,232.8699951171875,204.6999969482422,230.75,1103052,2024-10-21
2024-10-28,248.15545654296875,248.94000244140625,265.0,215.99000549316406,215.99000549316406,7087309,2024-10-28
2024-11-04,241.83544921875,242.60000610351562,247.3300018310547,236.19000244140625,247.14999389648438,1147545,2024-11-04
2024-11-11,225.62667846679688,226.33999633789062,243.89999389648438,225.0,242.60000610351562,413936,2024-11-11
2024-11-18,225.62667846679688,226.33999633789062,230.89999389648438,221.61000061035156,227.0500030517578,373599,2024-11-18
2024-11-25,233.73106384277344,234.47000122070312,249.22999572753906,225.82000732421875,229.89999389648438,1111727,2024-11-25
2024-12-02,240.51959228515625,241.27999877929688,243.5,228.0,234.47000122070312,719882,2024-12-02
2024-12-09,238.7252655029297,239.47999572753906,253.0,236.5,241.89999389648438,1274590,2024-12-09
2024-12-16,241.4366912841797,242.1999969482422,257.0,238.5500030517578,241.44000244140625,1107815,2024-12-16
2024-12-23,244.59671020507812,245.3699951171875,262.0799865722656,240.22000122070312,245.8000030517578,1110983,2024-12-23
2024-12-30,238.1072235107422,238.86000061035156,246.99000549316406,231.02000427246094,245.99000549316406,784073,2024-12-30
2025-01-06,234.63819885253906,235.3800048828125,241.25,229.33999633789062,239.4499969482422,824945,2025-01-06
2025-01-13,228.78668212890625,229.50999450683594,238.0,203.3000030517578,230.0,831198,2025-01-13
2025-01-20,225.65658569335938,226.3699951171875,235.0,221.1199951171875,229.50999450683594,497689,2025-01-20
2025-01-27,227.44094848632812,228.16000366210938,240.0,213.0,223.89999389648438,1437350,2025-01-27
2025-02-03,239.91151428222656,240.6699981689453,244.9499969482422,230.0,230.0,2366266,2025-02-03
2025-02-10,213.97999572753906,213.97999572753906,241.88999938964844,210.1999969482422,241.88999938964844,849913,2025-02-10
2025-02-17,214.4199981689453,214.4199981689453,219.00999450683594,202.0,213.97999572753906,1092225,2025-02-17
2025-02-24,198.2100067138672,198.2100067138672,214.4199981689453,194.58999633789062,214.4199981689453,869838,2025-02-24
2025-03-03,217.91000366210938,217.91000366210938,230.58999633789062,196.0,199.24000549316406,1178896,2025-03-03
2025-03-10,207.97000122070312,207.97000122070312,222.0,203.0,217.0,605597,2025-03-10
2025-03-17,214.22000122070312,214.22000122070312,222.5800018310547,204.0,209.0399932861328,1068453,2025-03-17
2025-03-24,208.07000732421875,208.07000732421875,222.97000122070312,207.36000061035156,215.0,1490414,2025-03-24
2025-03-31,203.19000244140625,203.19000244140625,213.19000244140625,202.0,208.07000732421875,903985,2025-03-31
2025-04-07,210.2100067138672,210.2100067138672,211.75,177.2100067138672,177.2100067138672,613997,2025-04-07
2025-04-14,214.3300018310547,214.3300018310547,218.0500030517578,209.25,210.2100067138672,231161,2025-04-14
2025-04-21,241.3800048828125,241.3800048828125,248.64999389648438,212.52000427246094,216.97999572753906,2878205,2025-04-21
2025-04-28,235.3000030517578,235.3000030517578,245.2899932861328,225.0,242.3000030517578,934141,2025-04-28
2025-05-05,235.14999389648438,235.14999389648438,242.39999389648438,225.00999450683594,240.83999633789062,1098874,2025-05-05
2025-05-12,241.35000610351562,241.35000610351562,248.89999389648438,237.97999572753906,244.6999969482422,963451,2025-05-12
2025-05-19,234.66000366210938,234.66000366210938,246.47000122070312,230.61000061035156,242.89999389648438,742979,2025-05-19
2025-05-26,226.88999938964844,226.88999938964844,236.5399932861328,225.11000061035156,235.83999633789062,539205,2025-05-26
2025-06-02,227.07000732421875,227.07000732421875,229.8000030517578,221.6999969482422,227.0,439493,2025-06-02
2025-06-09,223.1199951171875,223.1199951171875,232.4499969482422,220.5500030517578,227.0,567961,2025-06-09
2025-06-16,216.6199951171875,216.6199951171875,225.60000610351562,214.0500030517578,223.0500030517578,869527,2025-06-16
2025-06-23,223.66000366210938,223.66000366210938,226.0800018310547,213.35000610351562,213.35000610351562,532211,2025-06-23
2025-06-30,222.57000732421875,222.57000732421875,226.6999969482422,219.27000427246094,226.0,426572,2025-06-30
2025-07-07,221.77999877929688,221.77999877929688,225.19000244140625,218.5800018310547,222.57000732421875,255824,2025-07-07
2025-07-14,223.8000030517578,223.8000030517578,226.5,219.52000427246094,222.5500030517578,203841,2025-07-14
