Date,Adj Close_HEROMOTOCO.NS,Close_HEROMOTOCO.NS,High_HEROMOTOCO.NS,Low_HEROMOTOCO.NS,Open_HEROMOTOCO.NS,Volume_HEROMOTOCO.NS,Date
2022-10-31,2377.341552734375,2588.89990234375,2694.14990234375,2573.449951171875,2668.0,2612337,2022-10-31
2022-11-07,2450.436767578125,2668.5,2731.949951171875,2590.0,2599.0,1954173,2022-11-07
2022-11-14,2500.620849609375,2723.14990234375,2765.10009765625,2655.89990234375,2670.5,3000101,2022-11-14
2022-11-21,2486.846435546875,2708.14990234375,2722.5,2645.800048828125,2715.0,2014920,2022-11-21
2022-11-28,2589.9697265625,2820.449951171875,2884.0,2712.050048828125,2719.949951171875,4643525,2022-11-28
2022-12-05,2526.654296875,2751.5,2832.89990234375,2731.14990234375,2810.0,1523093,2022-12-05
2022-12-12,2502.18212890625,2724.85009765625,2815.050048828125,2717.14990234375,2751.0,1615922,2022-12-12
2022-12-19,2421.373291015625,2636.85009765625,2798.050048828125,2628.64990234375,2724.85009765625,1651853,2022-12-19
2022-12-26,2515.0380859375,2738.85009765625,2764.85009765625,2611.60009765625,2645.0,1039308,2022-12-26
2023-01-02,2518.435546875,2742.550048828125,2775.35009765625,2697.75,2738.85009765625,868540,2023-01-02
2023-01-09,2505.48779296875,2728.449951171875,2772.39990234375,2663.0,2757.0,827656,2023-01-09
2023-01-16,2522.016845703125,2746.449951171875,2786.35009765625,2710.0,2732.0,1217011,2023-01-16
2023-01-23,2512.55859375,2736.14990234375,2812.0,2714.60009765625,2751.449951171875,1384781,2023-01-23
2023-01-30,2437.351318359375,2654.25,2822.85009765625,2621.050048828125,2723.050048828125,2228827,2023-01-30
2023-02-06,2372.19921875,2583.300048828125,2704.800048828125,2549.10009765625,2652.050048828125,3017498,2023-02-06
2023-02-13,2328.35107421875,2535.550048828125,2602.0,2492.949951171875,2593.949951171875,2519272,2023-02-13
2023-02-20,2342.072021484375,2485.64990234375,2545.0,2481.39990234375,2540.0,1245848,2023-02-20
2023-02-27,2319.364501953125,2461.550048828125,2488.0,2410.35009765625,2485.64990234375,1853196,2023-02-27
2023-03-06,2299.342041015625,2440.300048828125,2491.75,2405.300048828125,2472.0,959392,2023-03-06
2023-03-13,2219.110107421875,2355.14990234375,2441.89990234375,2328.800048828125,2441.89990234375,1975264,2023-03-13
2023-03-20,2179.724853515625,2313.35009765625,2383.85009765625,2304.0,2355.14990234375,1453989,2023-03-20
2023-03-27,2211.760986328125,2347.35009765625,2356.89990234375,2246.0,2319.949951171875,1711485,2023-03-27
2023-04-03,2286.291748046875,2426.449951171875,2441.550048828125,2372.050048828125,2385.0,1288137,2023-04-03
2023-04-10,2305.701904296875,2447.050048828125,2485.0,2417.14990234375,2430.0,1759641,2023-04-10
2023-04-17,2317.291748046875,2459.35009765625,2476.39990234375,2419.5,2430.0,2316277,2023-04-17
2023-04-24,2410.808349609375,2558.60009765625,2567.0,2443.39990234375,2459.949951171875,3191272,2023-04-24
2023-05-01,2400.114013671875,2547.25,2562.0,2466.0,2558.60009765625,4073480,2023-05-01
2023-05-08,2455.37646484375,2605.89990234375,2614.0,2566.0,2566.0,3185732,2023-05-08
2023-05-15,2556.2900390625,2713.0,2766.39990234375,2606.0,2627.0,4224013,2023-05-15
2023-05-22,2586.5830078125,2745.14990234375,2759.0,2674.050048828125,2710.550048828125,1244375,2023-05-22
2023-05-29,2725.56298828125,2892.64990234375,2912.64990234375,2736.050048828125,2760.0,4278959,2023-05-29
2023-06-05,2731.828857421875,2899.300048828125,3026.0,2860.949951171875,2910.050048828125,4323218,2023-06-05
2023-06-12,2668.46337890625,2832.050048828125,2967.550048828125,2805.0,2906.300048828125,3875832,2023-06-12
2023-06-19,2616.02783203125,2776.39990234375,2862.0,2745.050048828125,2820.0,2911384,2023-06-19
2023-06-26,2742.005126953125,2910.10009765625,2920.0,2775.0,2776.39990234375,2742018,2023-06-26
2023-07-03,2966.351806640625,3148.199951171875,3206.85009765625,2862.39990234375,2875.0,8672248,2023-07-03
2023-07-10,2955.13916015625,3136.300048828125,3186.35009765625,3055.5,3156.449951171875,3449402,2023-07-10
2023-07-17,2922.86767578125,3102.050048828125,3157.39990234375,3049.5,3144.64990234375,3458918,2023-07-17
2023-07-24,2989.247802734375,3172.5,3189.89990234375,3090.050048828125,3129.89990234375,3012975,2023-07-24
2023-07-31,2805.82470703125,2944.699951171875,3244.0,2921.449951171875,3189.75,8561915,2023-07-31
2023-08-07,2856.801513671875,2998.199951171875,3088.75,2929.64990234375,2950.0,4305873,2023-08-07
2023-08-14,2789.00732421875,2927.050048828125,3025.0,2920.0,3009.89990234375,2407260,2023-08-14
2023-08-21,2773.618896484375,2910.89990234375,2975.0,2890.0,2929.0,1613406,2023-08-21
2023-08-28,2789.340576171875,2927.39990234375,3008.0,2890.050048828125,2925.0,2561512,2023-08-28
2023-09-04,2866.85400390625,3008.75,3027.0,2916.85009765625,2950.0,2037291,2023-09-04
2023-09-11,2920.30859375,3064.85009765625,3103.0,2976.0,3028.89990234375,2467856,2023-09-11
2023-09-18,2880.146240234375,3022.699951171875,3132.85009765625,2990.0,3066.75,2382334,2023-09-18
2023-09-25,2913.06689453125,3057.25,3070.0,2960.050048828125,3015.199951171875,1711659,2023-09-25
2023-10-02,2894.724853515625,3038.0,3064.89990234375,2976.050048828125,3057.25,1413038,2023-10-02
2023-10-09,2952.32373046875,3098.449951171875,3132.10009765625,2923.949951171875,3021.10009765625,3795128,2023-10-09
2023-10-16,3059.803955078125,3211.25,3275.0,3099.85009765625,3104.0,3315385,2023-10-16
2023-10-23,2965.42529296875,3112.199951171875,3232.75,3085.0,3205.550048828125,1480573,2023-10-23
2023-10-30,2943.70068359375,3089.39990234375,3149.949951171875,3041.5,3112.25,2625521,2023-10-30
2023-11-06,2958.75537109375,3105.199951171875,3196.0,3095.14990234375,3110.0,3090562,2023-11-06
2023-11-13,3177.479736328125,3334.75,3368.800048828125,3102.10009765625,3102.10009765625,2868164,2023-11-13
2023-11-20,3381.244384765625,3548.60009765625,3579.800048828125,3315.60009765625,3357.0,4435972,2023-11-20
2023-11-27,3582.674560546875,3760.0,3884.5,3548.60009765625,3548.60009765625,6190629,2023-11-27
2023-12-04,3540.510986328125,3715.75,3880.0,3692.39990234375,3880.0,3684526,2023-12-04
2023-12-11,3712.78466796875,3896.550048828125,3940.0,3683.0,3715.75,4397493,2023-12-11
2023-12-18,3750.088134765625,3935.699951171875,3948.60009765625,3752.050048828125,3900.0,2865801,2023-12-18
2023-12-25,3944.32421875,4139.5498046875,4193.39990234375,3935.10009765625,3935.699951171875,3931394,2023-12-25
2024-01-01,3802.11328125,3990.300048828125,4181.39990234375,3929.85009765625,4139.5498046875,3020628,2024-01-01
2024-01-08,4176.43603515625,4383.14990234375,4395.0,3993.550048828125,4014.89990234375,5102782,2024-01-08
2024-01-15,4192.2529296875,4399.75,4450.0,4296.89990234375,4383.14990234375,2861578,2024-01-15
2024-01-22,4232.6533203125,4442.14990234375,4560.0,4310.89990234375,4399.75,2660135,2024-01-22
2024-01-29,4494.8271484375,4717.2998046875,4769.2998046875,4426.35009765625,4448.0,3428242,2024-01-29
2024-02-05,4677.34375,4908.85009765625,4924.0,4700.0,4720.0,2114942,2024-02-05
2024-02-12,4663.4794921875,4894.2998046875,4949.0498046875,4627.5498046875,4949.0498046875,4374562,2024-02-12
2024-02-19,4306.1171875,4519.25,4944.0,4440.64990234375,4928.9501953125,5051006,2024-02-19
2024-02-26,4364.73779296875,4507.10009765625,4530.0,4349.0498046875,4523.9501953125,4063829,2024-02-26
2024-03-04,4505.9326171875,4652.89990234375,4704.0,4536.10009765625,4589.9501953125,2051093,2024-03-04
2024-03-11,4440.46728515625,4585.2998046875,4725.0,4455.0,4700.0,3644355,2024-03-11
2024-03-18,4536.05029296875,4684.0,4736.35009765625,4445.2001953125,4560.5,2575331,2024-03-18
2024-03-25,4573.140625,4722.2998046875,4750.0,4560.0,4684.0,2331258,2024-03-25
2024-04-01,4381.9755859375,4524.89990234375,4779.75,4462.75,4740.0,4672121,2024-04-01
2024-04-08,4300.53173828125,4440.7998046875,4673.25,4431.0,4540.0,2610894,2024-04-08
2024-04-15,4080.60546875,4213.7001953125,4446.4501953125,4168.14990234375,4430.0,3142417,2024-04-15
2024-04-22,4349.7275390625,4491.60009765625,4540.7998046875,4206.89990234375,4239.85009765625,3426703,2024-04-22
2024-04-29,4408.94580078125,4552.75,4625.0,4445.60009765625,4530.0,2574260,2024-04-29
2024-05-06,4723.34130859375,4877.39990234375,4954.35009765625,4414.64990234375,4571.9501953125,7121346,2024-05-06
2024-05-13,4948.44970703125,5109.85009765625,5168.60009765625,4730.60009765625,4908.0,4771080,2024-05-13
2024-05-20,4956.63232421875,5118.2998046875,5198.14990234375,4963.0498046875,5089.2001953125,2006027,2024-05-20
2024-05-27,4957.8916015625,5119.60009765625,5225.0,5003.5,5126.0,3879967,2024-05-27
2024-06-03,5405.54052734375,5581.85009765625,5775.2001953125,4920.25,5280.0,7101486,2024-06-03
2024-06-10,5620.86767578125,5804.2001953125,5864.75,5581.0498046875,5585.0,3822687,2024-06-10
2024-06-17,5279.79248046875,5452.0,5894.5498046875,5432.0,5804.2001953125,2484163,2024-06-17
2024-06-24,5403.36181640625,5579.60009765625,5605.25,5390.0,5390.0,3381936,2024-06-24
2024-07-01,5382.4921875,5558.0498046875,5728.2998046875,5382.60009765625,5595.0,3326912,2024-07-01
2024-07-08,5371.6943359375,5546.89990234375,5650.0,5470.60009765625,5565.64990234375,2159919,2024-07-08
2024-07-15,5256.26025390625,5427.7001953125,5659.0,5371.0,5547.0,1797795,2024-07-15
2024-07-22,5305.84228515625,5478.89990234375,5659.85009765625,5329.7001953125,5422.0,3003785,2024-07-22
2024-07-29,5107.6083984375,5274.2001953125,5548.0,5236.4501953125,5505.25,2971958,2024-07-29
2024-08-05,5079.74609375,5207.2001953125,5314.75,5123.0,5180.0498046875,2084901,2024-08-05
2024-08-12,5002.58203125,5128.10009765625,5407.2998046875,4991.0,5214.7998046875,4477198,2024-08-12
2024-08-19,5253.09619140625,5384.89990234375,5443.7998046875,5107.5498046875,5149.0,3810183,2024-08-19
2024-08-26,5321.87060546875,5455.39990234375,5518.0,5266.0,5410.0,4000591,2024-08-26
2024-09-02,5603.1630859375,5743.75,5799.0,5517.0,5535.0,3894859,2024-09-02
2024-09-09,5653.93896484375,5795.7998046875,5864.14990234375,5602.35009765625,5743.7998046875,3026503,2024-09-09
2024-09-16,5866.06640625,6013.25,6145.9501953125,5727.0,5780.0,4557052,2024-09-16
2024-09-23,5811.53466796875,5957.35009765625,6246.25,5904.10009765625,6050.0,3834295,2024-09-23
2024-09-30,5385.71875,5520.85009765625,5890.0,5484.0,5890.0,4253376,2024-09-30
2024-10-07,5342.2587890625,5476.2998046875,5608.4501953125,5411.0,5569.9501953125,2478248,2024-10-07
2024-10-14,5088.52587890625,5216.2001953125,5587.64990234375,5100.0,5504.0,3589451,2024-10-14
2024-10-21,4851.57080078125,4973.2998046875,5280.0,4875.0,5216.2001953125,2743327,2024-10-21
2024-10-28,4897.61572265625,5020.5,5043.0,4740.10009765625,4973.2998046875,3360267,2024-10-28
2024-11-04,4652.173828125,4768.89990234375,5127.5,4726.5,5127.5,3659826,2024-11-04
2024-11-11,4491.31005859375,4604.0,4796.2001953125,4467.0,4763.0,2929904,2024-11-11
2024-11-18,4676.75732421875,4794.10009765625,4853.9501953125,4714.10009765625,4834.14990234375,3454721,2024-11-18
2024-11-25,4645.150390625,4761.7001953125,4909.9501953125,4732.10009765625,4850.0,3097355,2024-11-25
2024-12-02,4516.28369140625,4629.60009765625,4784.0,4588.39990234375,4733.5,3292710,2024-12-02
2024-12-09,4463.458984375,4575.4501953125,4660.14990234375,4500.0,4638.9501953125,2659029,2024-12-09
2024-12-16,4233.72314453125,4339.9501953125,4590.0,4325.0,4590.0,3844844,2024-12-16
2024-12-23,4134.2197265625,4237.9501953125,4375.5,4228.5498046875,4365.0,2613187,2024-12-23
2024-12-30,4139.24365234375,4243.10009765625,4322.14990234375,4130.0,4252.75,4973364,2024-12-30
2025-01-06,4021.302978515625,4122.2001953125,4300.0,4086.39990234375,4259.0,2344187,2025-01-06
2025-01-13,3997.695068359375,4098.0,4175.0,3997.5,4100.0,1886538,2025-01-13
2025-01-20,3952.723388671875,4051.89990234375,4125.0,4010.0,4117.5,1313925,2025-01-20
2025-01-27,4294.400390625,4402.14990234375,4522.9501953125,4000.0,4045.0,4256522,2025-01-27
2025-02-03,4170.021484375,4274.64990234375,4430.0,4212.60009765625,4420.0,3730054,2025-02-03
2025-02-10,3767.86181640625,3862.39990234375,4320.9501953125,3850.0,4306.2998046875,3025032,2025-02-10
2025-02-17,3852.60009765625,3852.60009765625,3938.0,3757.64990234375,3845.050048828125,2714149,2025-02-17
2025-02-24,3681.10009765625,3681.10009765625,3891.10009765625,3662.14990234375,3839.85009765625,2806602,2025-02-24
2025-03-03,3652.5,3652.5,3733.699951171875,3495.0,3644.050048828125,3527095,2025-03-03
2025-03-10,3529.14990234375,3529.14990234375,3669.449951171875,3524.35009765625,3653.0,2040387,2025-03-10
2025-03-17,3629.0,3629.0,3711.89990234375,3461.60009765625,3486.0,3315294,2025-03-17
2025-03-24,3722.949951171875,3722.949951171875,3808.75,3582.85009765625,3658.0,3998067,2025-03-24
2025-03-31,3659.199951171875,3659.199951171875,3816.60009765625,3632.550048828125,3722.949951171875,1498001,2025-03-31
2025-04-07,3666.0,3666.0,3704.10009765625,3344.0,3478.949951171875,2078000,2025-04-07
2025-04-14,3771.800048828125,3771.800048828125,3816.60009765625,3664.300048828125,3666.0,2066253,2025-04-14
2025-04-21,3895.5,3895.5,3994.10009765625,3756.0,3794.0,4640021,2025-04-21
2025-04-28,3737.39990234375,3737.39990234375,3953.89990234375,3725.0,3895.0,2723568,2025-04-28
2025-05-05,3853.89990234375,3853.89990234375,3908.0,3735.0,3769.0,3897779,2025-05-05
2025-05-12,4345.2998046875,4345.2998046875,4363.0,3910.0,3929.89990234375,6339148,2025-05-12
2025-05-19,4308.7998046875,4308.7998046875,4454.60009765625,4202.89990234375,4323.10009765625,2849373,2025-05-19
2025-05-26,4309.2998046875,4309.2998046875,4418.2998046875,4289.2998046875,4309.89990234375,2884590,2025-05-26
2025-06-02,4268.0,4268.0,4318.7001953125,4158.10009765625,4310.10009765625,2488465,2025-06-02
2025-06-09,4333.7998046875,4333.7998046875,4486.7001953125,4251.39990234375,4304.89990234375,3540697,2025-06-09
2025-06-16,4338.5,4338.5,4432.0,4204.89990234375,4316.0,2647040,2025-06-16
2025-06-23,4320.2998046875,4320.2998046875,4357.89990234375,4245.0,4320.0,2801362,2025-06-23
2025-06-30,4345.0,4345.0,4374.7001953125,4190.10009765625,4344.0,3247526,2025-06-30
2025-07-07,4218.7001953125,4218.7001953125,4359.60009765625,4190.0,4340.0,2023219,2025-07-07
