Date,Adj Close_MSUMI.NS,Close_MSUMI.NS,High_MSUMI.NS,Low_MSUMI.NS,Open_MSUMI.NS,Volume_MSUMI.NS,Date
2022-09-26,60.189430236816406,62.5,64.14286041259766,58.57142639160156,60.25,44540002,2022-09-26
2022-10-03,59.879878997802734,62.17856979370117,63.92856979370117,61.92856979370117,62.57142639160156,17940522,2022-10-03
2022-10-10,61.049278259277344,63.39285659790039,64.75,60.82142639160156,62.14285659790039,14400101,2022-10-10
2022-10-17,58.8824577331543,61.14285659790039,64.21428680419922,60.78571319580078,63.53571319580078,12991579,2022-10-17
2022-10-24,58.022605895996094,60.25,62.64285659790039,57.78571319580078,61.96428680419922,10026603,2022-10-24
2022-10-31,55.71821594238281,57.85714340209961,63.85714340209961,57.39285659790039,60.67856979370117,44618774,2022-10-31
2022-11-07,57.12836456298828,59.32142639160156,60.17856979370117,58.10714340209961,58.57142639160156,13587598,2022-11-07
2022-11-14,56.86697006225586,59.04999923706055,71.1500015258789,48.64285659790039,59.82142639160156,28651846,2022-11-14
2022-11-21,54.94091033935547,57.04999923706055,59.29999923706055,56.900001525878906,59.29999923706055,11292080,2022-11-21
2022-11-28,57.97446060180664,60.20000076293945,62.29999923706055,57.04999923706055,57.20000076293945,27384423,2022-11-28
2022-12-05,57.83000183105469,60.04999923706055,61.0,59.599998474121094,60.5,10283766,2022-12-05
2022-12-12,56.72251892089844,58.900001525878906,63.400001525878906,58.29999923706055,60.20000076293945,21002038,2022-12-12
2022-12-19,53.833431243896484,55.900001525878906,59.400001525878906,54.29999923706055,59.400001525878906,28615400,2022-12-19
2022-12-26,56.14469909667969,58.29999923706055,59.70000076293945,54.79999923706055,55.900001525878906,13931569,2022-12-26
2023-01-02,53.06300354003906,55.099998474121094,58.75,54.70000076293945,58.349998474121094,15172693,2023-01-02
2023-01-09,50.077606201171875,52.0,56.099998474121094,49.75,55.70000076293945,49170153,2023-01-09
2023-01-16,49.30717849731445,51.20000076293945,52.79999923706055,50.79999923706055,52.400001525878906,26209172,2023-01-16
2023-01-23,49.30717849731445,51.20000076293945,51.849998474121094,48.70000076293945,51.5,31574402,2023-01-23
2023-01-30,50.41466522216797,52.349998474121094,54.150001525878906,50.150001525878906,51.099998474121094,26914207,2023-01-30
2023-02-06,51.714759826660156,53.70000076293945,54.0,50.349998474121094,52.650001525878906,20784473,2023-02-06
2023-02-13,48.92196273803711,50.79999923706055,53.95000076293945,49.79999923706055,53.70000076293945,27000712,2023-02-13
2023-02-20,48.007083892822266,49.849998474121094,51.650001525878906,49.20000076293945,50.849998474121094,22284827,2023-02-20
2023-02-27,47.86263656616211,49.70000076293945,50.599998474121094,49.04999923706055,49.849998474121094,16632811,2023-02-27
2023-03-06,47.28480911254883,49.099998474121094,50.29999923706055,48.400001525878906,49.95000076293945,12897221,2023-03-06
2023-03-13,44.54017639160156,46.25,48.849998474121094,46.0,48.75,23537281,2023-03-13
2023-03-20,45.888423919677734,47.650001525878906,48.20000076293945,45.150001525878906,46.25,16313400,2023-03-20
2023-03-27,46.46623611450195,48.25,48.900001525878906,46.0,47.70000076293945,12341487,2023-03-27
2023-04-03,49.162723541259766,51.04999923706055,51.25,47.79999923706055,48.650001525878906,10599494,2023-04-03
2023-04-10,48.82566452026367,50.70000076293945,51.54999923706055,49.5,51.099998474121094,29166267,2023-04-10
2023-04-17,48.58490753173828,50.45000076293945,51.349998474121094,49.5,50.70000076293945,16189529,2023-04-17
2023-04-24,51.762908935546875,53.75,53.900001525878906,50.099998474121094,50.70000076293945,21490259,2023-04-24
2023-05-01,51.714759826660156,53.70000076293945,54.29999923706055,52.099998474121094,53.75,26969221,2023-05-01
2023-05-08,53.785274505615234,55.849998474121094,56.849998474121094,52.099998474121094,54.099998474121094,27442879,2023-05-08
2023-05-15,52.918548583984375,54.95000076293945,56.5,54.5,56.0,14535120,2023-05-15
2023-05-22,54.17048263549805,56.25,57.29999923706055,54.75,55.45000076293945,56327927,2023-05-22
2023-05-29,56.192848205566406,58.349998474121094,59.099998474121094,56.5,56.599998474121094,28701872,2023-05-29
2023-06-05,56.048397064208984,58.20000076293945,58.849998474121094,57.0,58.75,23143643,2023-06-05
2023-06-12,55.5668830871582,57.70000076293945,59.400001525878906,56.099998474121094,58.20000076293945,30525998,2023-06-12
2023-06-19,54.45939254760742,56.54999923706055,58.79999923706055,55.349998474121094,58.25,20930355,2023-06-19
2023-06-26,55.5668830871582,57.70000076293945,58.0,55.900001525878906,56.04999923706055,27124584,2023-06-26
2023-07-03,56.192848205566406,58.349998474121094,59.29999923706055,57.349998474121094,58.20000076293945,25649197,2023-07-03
2023-07-10,55.90394592285156,58.04999923706055,59.20000076293945,57.70000076293945,58.95000076293945,23838579,2023-07-10
2023-07-17,55.759490966796875,57.900001525878906,59.45000076293945,57.79999923706055,58.400001525878906,36016815,2023-07-17
2023-07-24,56.67436981201172,58.849998474121094,62.95000076293945,57.79999923706055,58.0,84024457,2023-07-24
2023-07-31,58.26336669921875,60.5,61.0,57.599998474121094,59.0,41993200,2023-07-31
2023-08-07,57.01142501831055,59.20000076293945,61.0,59.099998474121094,60.900001525878906,17321276,2023-08-07
2023-08-14,57.97236251831055,59.54999923706055,61.150001525878906,58.150001525878906,59.20000076293945,17429409,2023-08-14
2023-08-21,58.02103805541992,59.599998474121094,60.70000076293945,58.599998474121094,60.29999923706055,35349735,2023-08-21
2023-08-28,64.20281219482422,65.94999694824219,67.0999984741211,59.099998474121094,60.099998474121094,41987974,2023-08-28
2023-09-04,64.93293762207031,66.69999694824219,68.0,64.5,66.8499984741211,29280721,2023-09-04
2023-09-11,63.959434509277344,65.69999694824219,67.5,61.349998474121094,67.5,23219244,2023-09-11
2023-09-18,62.061092376708984,63.75,66.1500015258789,62.650001525878906,66.1500015258789,10363062,2023-09-18
2023-09-25,62.74254608154297,64.44999694824219,64.9000015258789,62.099998474121094,64.30000305175781,14370670,2023-09-25
2023-10-02,60.26010513305664,61.900001525878906,64.75,61.70000076293945,64.44999694824219,12084262,2023-10-02
2023-10-09,60.35745620727539,62.0,63.900001525878906,59.75,61.099998474121094,17963869,2023-10-09
2023-10-16,61.379638671875,63.04999923706055,64.5999984741211,61.70000076293945,62.400001525878906,13672060,2023-10-16
2023-10-23,59.57865524291992,61.20000076293945,63.599998474121094,58.400001525878906,63.45000076293945,20116962,2023-10-23
2023-10-30,56.75547790527344,58.29999923706055,61.849998474121094,58.20000076293945,61.349998474121094,25595806,2023-10-30
2023-11-06,57.19356155395508,58.75,60.900001525878906,57.849998474121094,59.25,26669136,2023-11-06
2023-11-13,57.92369079589844,59.5,60.75,58.70000076293945,59.70000076293945,13426100,2023-11-13
2023-11-20,58.55646896362305,60.150001525878906,61.25,59.0,59.75,19709910,2023-11-20
2023-11-27,59.72467803955078,61.349998474121094,62.349998474121094,60.0,60.150001525878906,20319827,2023-11-27
2023-12-04,60.26010513305664,61.900001525878906,62.70000076293945,59.95000076293945,62.5,30566740,2023-12-04
2023-12-11,59.23792266845703,60.849998474121094,63.150001525878906,59.900001525878906,62.5,31602940,2023-12-11
2023-12-18,59.82202911376953,61.45000076293945,62.650001525878906,59.099998474121094,61.150001525878906,43160912,2023-12-18
2023-12-25,60.114078521728516,61.75,63.599998474121094,60.0,61.45000076293945,32643383,2023-12-25
2024-01-01,63.910762786865234,65.6500015258789,66.0,61.0,62.25,86964756,2024-01-01
2024-01-08,61.428314208984375,63.099998474121094,66.75,62.79999923706055,66.55000305175781,42340613,2024-01-08
2024-01-15,59.96805191040039,61.599998474121094,64.1500015258789,60.45000076293945,63.099998474121094,22572181,2024-01-15
2024-01-22,59.33527755737305,60.95000076293945,63.0,60.25,61.599998474121094,15234927,2024-01-22
2024-01-29,67.56141662597656,69.4000015258789,72.19999694824219,61.349998474121094,61.5,128027492,2024-01-29
2024-02-05,67.12332916259766,68.94999694824219,74.80000305175781,67.8499984741211,69.80000305175781,91971887,2024-02-05
2024-02-12,70.43325805664062,72.3499984741211,74.80000305175781,64.5999984741211,69.3499984741211,57966069,2024-02-12
2024-02-19,68.3888931274414,70.25,73.75,68.8499984741211,72.80000305175781,26138231,2024-02-19
2024-02-26,68.14551544189453,70.0,73.69999694824219,68.69999694824219,71.0,36541834,2024-02-26
2024-03-04,65.90644836425781,67.69999694824219,71.69999694824219,67.19999694824219,71.69999694824219,28733886,2024-03-04
2024-03-11,60.746864318847656,62.400001525878906,68.0999984741211,60.150001525878906,68.0999984741211,62600608,2024-03-11
2024-03-18,62.25579833984375,63.95000076293945,64.30000305175781,61.099998474121094,62.900001525878906,31839254,2024-03-18
2024-03-25,64.34883117675781,66.0999984741211,67.30000305175781,63.45000076293945,63.95000076293945,28162347,2024-03-25
2024-04-01,68.48624420166016,70.3499984741211,71.55000305175781,66.19999694824219,66.69999694824219,34692198,2024-04-01
2024-04-08,67.756103515625,69.5999984741211,70.69999694824219,68.19999694824219,70.69999694824219,21404390,2024-04-08
2024-04-15,68.29154205322266,70.1500015258789,72.4000015258789,65.8499984741211,67.4000015258789,48364553,2024-04-15
2024-04-22,67.70744323730469,69.55000305175781,72.3499984741211,69.25,70.55000305175781,37832606,2024-04-22
2024-04-29,66.6365737915039,68.44999694824219,70.4000015258789,67.9000015258789,70.0,13342272,2024-04-29
2024-05-06,65.71174621582031,67.5,69.6500015258789,67.0999984741211,68.69999694824219,19880332,2024-05-06
2024-05-13,67.36670684814453,69.19999694824219,71.0,66.1500015258789,67.5,33762401,2024-05-13
2024-05-20,66.24718475341797,68.05000305175781,69.75,67.80000305175781,68.6500015258789,19615031,2024-05-20
2024-05-27,65.85778045654297,67.6500015258789,68.6500015258789,66.25,68.6500015258789,25909380,2024-05-27
2024-06-03,66.10115051269531,67.9000015258789,70.3499984741211,62.29999923706055,70.0,44849414,2024-06-03
2024-06-10,71.95193481445312,73.91000366210938,76.63999938964844,67.62999725341797,68.4000015258789,94490223,2024-06-10
2024-06-17,74.07417297363281,76.08999633789062,80.0,73.91000366210938,73.91000366210938,104756421,2024-06-17
2024-06-24,73.3148422241211,75.30999755859375,77.80000305175781,73.58999633789062,76.0,52430196,2024-06-24
2024-07-01,71.44570922851562,73.38999938964844,76.0,72.5999984741211,75.3499984741211,33013954,2024-07-01
2024-07-08,72.12715148925781,74.08999633789062,74.73999786376953,70.80000305175781,73.5,54110473,2024-07-08
2024-07-15,70.6668930053711,72.58999633789062,76.44999694824219,71.75,74.98999786376953,33379228,2024-07-15
2024-07-22,73.21748352050781,75.20999908447266,75.69000244140625,69.5999984741211,72.83999633789062,23878156,2024-07-22
2024-07-29,71.08550262451172,73.0199966430664,77.0,72.08999633789062,75.30000305175781,25283352,2024-07-29
2024-08-05,69.37213897705078,71.26000213623047,73.44000244140625,69.41000366210938,71.80000305175781,45763997,2024-08-05
2024-08-12,68.61280059814453,70.4800033569336,71.9800033569336,68.0999984741211,71.26000213623047,23840922,2024-08-12
2024-08-19,69.72229766845703,70.80000305175781,73.05000305175781,70.41999816894531,70.87999725341797,22590010,2024-08-19
2024-08-26,69.35791778564453,70.43000030517578,71.94999694824219,69.55000305175781,71.58999633789062,24045761,2024-08-26
2024-09-02,68.84584045410156,69.91000366210938,70.94999694824219,69.43000030517578,70.66000366210938,15335786,2024-09-02
2024-09-09,68.4617691040039,69.5199966430664,70.5,68.55999755859375,69.91000366210938,17683432,2024-09-09
2024-09-16,68.126953125,69.18000030517578,70.5,68.7300033569336,70.0,17901911,2024-09-16
2024-09-23,71.33733367919922,72.44000244140625,72.80000305175781,69.18000030517578,69.26000213623047,33159308,2024-09-23
2024-09-30,66.43313598632812,67.45999908447266,73.05999755859375,66.41999816894531,72.44000244140625,39923338,2024-09-30
2024-10-07,64.9264144897461,65.93000030517578,68.0999984741211,64.58999633789062,67.80000305175781,36123393,2024-10-07
2024-10-14,63.163665771484375,64.13999938964844,66.33999633789062,62.970001220703125,66.33999633789062,38770409,2024-10-14
2024-10-21,61.459999084472656,62.40999984741211,64.6500015258789,61.95000076293945,64.4000015258789,25115224,2024-10-21
2024-10-28,62.996253967285156,63.970001220703125,64.05999755859375,60.849998474121094,62.0,16513283,2024-10-28
2024-11-04,63.035648345947266,64.01000213623047,66.37999725341797,63.5,65.0,22536311,2024-11-04
2024-11-11,60.00252914428711,60.93000030517578,63.689998626708984,60.0099983215332,62.0,16687025,2024-11-11
2024-11-18,60.898677825927734,61.84000015258789,62.45000076293945,60.0,60.0,25455368,2024-11-18
2024-11-25,63.015953063964844,63.9900016784668,64.55000305175781,61.41999816894531,62.40999984741211,19355606,2024-11-25
2024-12-02,62.1001091003418,63.060001373291016,64.48999786376953,62.939998626708984,63.9900016784668,15535470,2024-12-02
2024-12-09,62.92732238769531,63.900001525878906,66.19999694824219,62.54999923706055,63.060001373291016,22677696,2024-12-09
2024-12-16,59.0275993347168,59.939998626708984,64.30000305175781,59.4900016784668,64.0,20990154,2024-12-16
2024-12-23,57.540584564208984,58.43000030517578,60.2400016784668,57.81999969482422,59.810001373291016,14813857,2024-12-23
2024-12-30,58.564754486083984,59.470001220703125,60.29999923706055,57.5,58.45000076293945,31156257,2024-12-30
2025-01-06,55.28544235229492,56.13999938964844,59.65999984741211,55.939998626708984,59.470001220703125,66627717,2025-01-06
2025-01-13,55.66950607299805,56.529998779296875,57.15999984741211,54.20000076293945,56.0,42488374,2025-01-13
2025-01-20,54.17264175415039,55.0099983215332,57.38999938964844,54.310001373291016,56.75,19597765,2025-01-20
2025-01-27,55.836917877197266,56.70000076293945,57.5,52.939998626708984,55.0,21763905,2025-01-27
2025-02-03,54.65518569946289,55.5,57.220001220703125,54.7599983215332,56.70000076293945,32244145,2025-02-03
2025-02-10,49.11088180541992,49.869998931884766,55.63999938964844,49.060001373291016,55.5,64693052,2025-02-10
2025-02-17,48.352603912353516,49.099998474121094,50.650001525878906,47.54999923706055,49.86000061035156,32069134,2025-02-17
2025-02-24,46.284568786621094,47.0,49.0,46.08000183105469,49.0,28058576,2025-02-24
2025-03-03,51.750091552734375,52.54999923706055,53.20000076293945,46.400001525878906,47.689998626708984,26298830,2025-03-03
2025-03-10,50.02672576904297,50.79999923706055,53.400001525878906,50.099998474121094,52.900001525878906,22092986,2025-03-10
2025-03-17,53.39467239379883,54.220001220703125,54.4900016784668,50.5099983215332,51.09000015258789,18875348,2025-03-17
2025-03-24,51.31678771972656,52.11000061035156,57.459999084472656,51.720001220703125,55.0,33091854,2025-03-24
2025-03-31,51.129493713378906,51.43000030517578,52.20000076293945,50.25,52.11000061035156,10874561,2025-03-31
2025-04-07,52.610782623291016,52.91999816894531,53.209999084472656,47.0,47.279998779296875,13908253,2025-04-07
2025-04-14,52.47160339355469,52.779998779296875,54.38999938964844,51.970001220703125,52.91999816894531,10426251,2025-04-14
2025-04-21,55.26518630981445,55.59000015258789,56.779998779296875,52.400001525878906,52.400001525878906,20797405,2025-04-21
2025-04-28,55.961097717285156,56.290000915527344,56.900001525878906,54.5,54.5,14345240,2025-04-28
2025-05-05,56.647064208984375,56.97999954223633,57.77000045776367,54.02000045776367,56.0,18467517,2025-05-05
2025-05-12,57.69092559814453,58.029998779296875,59.689998626708984,56.38999938964844,59.689998626708984,27323783,2025-05-12
2025-05-19,57.710811614990234,58.04999923706055,58.58000183105469,55.689998626708984,58.310001373291016,22735655,2025-05-19
2025-05-26,57.541805267333984,57.880001068115234,59.75,57.45000076293945,58.20000076293945,18951254,2025-05-26
2025-06-02,60.156436920166016,60.5099983215332,60.68000030517578,57.209999084472656,57.88999938964844,13611400,2025-06-02
2025-06-09,60.94182205200195,61.29999923706055,62.84000015258789,59.72999954223633,62.43000030517578,21538834,2025-06-09
2025-06-16,59.55000305175781,59.900001525878906,61.720001220703125,58.0,61.0,18510603,2025-06-16
2025-06-23,59.7388916015625,60.09000015258789,60.77000045776367,58.43000030517578,59.0,15981919,2025-06-23
2025-06-30,60.31999969482422,60.31999969482422,61.75,59.02000045776367,60.560001373291016,19847284,2025-06-30
2025-07-07,63.40999984741211,63.40999984741211,65.95999908447266,59.83000183105469,60.31999969482422,61625245,2025-07-07
2025-07-14,64.7300033569336,64.7300033569336,65.5,63.20000076293945,63.849998474121094,15133785,2025-07-14
