Date,Adj Close_BROOKS.NS,Close_BROOKS.NS,High_BROOKS.NS,Low_BROOKS.NS,Open_BROOKS.NS,Volume_BROOKS.NS,Date
2021-11-15,106.47847747802734,106.47847747802734,114.0557861328125,105.2403564453125,114.0557861328125,207211,2021-11-15
2021-11-22,102.61553955078125,102.61553955078125,110.04427337646484,97.46495056152344,107.86517333984375,199444,2021-11-22
2021-11-29,104.54701232910156,104.54701232910156,108.90519714355469,98.1583023071289,100.28787231445312,138579,2021-11-29
2021-12-06,116.87870025634766,116.87870025634766,124.75315856933594,101.87266540527344,104.54701232910156,370238,2021-12-06
2021-12-13,97.86115264892578,97.86115264892578,118.61207580566406,97.16780090332031,116.87870025634766,441156,2021-12-13
2021-12-20,93.40391540527344,93.40391540527344,102.07076263427734,91.7200698852539,100.04024505615234,357476,2021-12-20
2021-12-27,99.39642333984375,99.39642333984375,102.61553955078125,93.8496322631836,97.06875610351562,302140,2021-12-27
2022-01-03,100.33739471435547,100.33739471435547,102.51648712158203,96.4249267578125,101.87266540527344,211495,2022-01-03
2022-01-10,103.65556335449219,103.65556335449219,112.71861267089844,99.49547576904297,101.08026885986328,239440,2022-01-10
2022-01-17,103.30888366699219,103.30888366699219,114.0557861328125,102.021240234375,107.76612854003906,395934,2022-01-17
2022-01-24,94.3944091796875,94.3944091796875,103.30888366699219,92.3638916015625,103.16031646728516,223146,2022-01-24
2022-01-31,100.04024505615234,100.04024505615234,103.0117416381836,94.09725952148438,95.92967987060547,125092,2022-01-31
2022-02-07,94.3944091796875,94.3944091796875,101.72409057617188,91.17529296875,100.13929748535156,132237,2022-02-07
2022-02-14,88.5999984741211,88.5999984741211,95.08776092529297,87.26282501220703,94.98870849609375,134979,2022-02-14
2022-02-21,85.08373260498047,85.08373260498047,89.59049987792969,77.9521484375,87.4113998413086,370235,2022-02-21
2022-02-28,85.67803192138672,85.67803192138672,93.552490234375,81.7160415649414,81.86461639404297,344405,2022-02-28
2022-03-07,89.7885971069336,89.7885971069336,91.12577056884766,81.22079467773438,84.1922836303711,91867,2022-03-07
2022-03-14,89.19429779052734,89.19429779052734,91.91816711425781,85.5789794921875,91.91816711425781,59919,2022-03-14
2022-03-21,77.55595397949219,77.55595397949219,91.52196502685547,75.77305603027344,91.52196502685547,297151,2022-03-21
2022-03-28,86.61900329589844,86.61900329589844,86.61900329589844,71.61296844482422,77.25880432128906,439289,2022-03-28
2022-04-04,93.94868469238281,93.94868469238281,99.94119262695312,86.66852569580078,90.23432159423828,844977,2022-04-04
2022-04-11,91.22481536865234,91.22481536865234,99.04975128173828,90.68004608154297,92.46293640136719,163733,2022-04-11
2022-04-18,98.90117645263672,98.90117645263672,103.90318298339844,85.18278503417969,89.73907470703125,1107161,2022-04-18
2022-04-25,91.3733901977539,91.3733901977539,97.91067504882812,86.37138366699219,97.91067504882812,340829,2022-04-25
2022-05-02,82.26081848144531,82.26081848144531,90.6305160522461,80.92364501953125,90.6305160522461,98072,2022-05-02
2022-05-09,77.7540512084961,77.7540512084961,84.1922836303711,69.23577117919922,81.27031707763672,158200,2022-05-09
2022-05-16,81.12174224853516,81.12174224853516,84.0932388305664,76.31783294677734,80.67601776123047,78697,2022-05-16
2022-05-23,82.65701293945312,82.65701293945312,97.11827850341797,77.7540512084961,81.12174224853516,639285,2022-05-23
2022-05-30,81.91413879394531,81.91413879394531,86.17327880859375,80.47792053222656,83.59798431396484,102005,2022-05-30
2022-06-06,98.75260162353516,98.75260162353516,103.95271301269531,80.23029327392578,84.1922836303711,1102479,2022-06-06
2022-06-13,85.62850952148438,85.62850952148438,98.05924987792969,83.39988708496094,98.05924987792969,252127,2022-06-13
2022-06-20,86.71805572509766,86.71805572509766,89.09524536132812,82.21128845214844,85.62850952148438,61309,2022-06-20
2022-06-27,84.1922836303711,84.1922836303711,88.798095703125,82.45891571044922,88.798095703125,40166,2022-06-27
2022-07-04,83.20178985595703,83.20178985595703,86.66852569580078,79.98267364501953,84.1922836303711,33845,2022-07-04
2022-07-11,80.1312484741211,80.1312484741211,86.07423400878906,79.28932189941406,86.07423400878906,28484,2022-07-11
2022-07-18,83.94466400146484,83.94466400146484,87.11425018310547,78.24929809570312,81.22079467773438,24452,2022-07-18
2022-07-25,81.56746673583984,81.56746673583984,85.08373260498047,78.84359741210938,85.08373260498047,29161,2022-07-25
2022-08-01,81.36936950683594,81.36936950683594,85.62850952148438,80.82459259033203,83.20178985595703,39303,2022-08-01
2022-08-08,83.30083465576172,83.30083465576172,85.77708435058594,79.4874267578125,81.36936950683594,31809,2022-08-08
2022-08-15,99.04975128173828,99.04975128173828,99.04975128173828,81.7160415649414,83.30083465576172,186164,2022-08-15
2022-08-22,123.21788787841797,123.21788787841797,126.33795166015625,103.75460815429688,104.00223541259766,608267,2022-08-22
2022-08-29,142.0868682861328,142.0868682861328,142.0868682861328,117.0768051147461,117.12632751464844,436744,2022-08-29
2022-09-05,131.7361602783203,131.7361602783203,141.54208374023438,128.26942443847656,139.3629913330078,246084,2022-09-05
2022-09-12,122.42549133300781,122.42549133300781,133.7171630859375,119.8501968383789,133.7171630859375,105904,2022-09-12
2022-09-19,118.6615982055664,118.6615982055664,127.4770278930664,114.99675750732422,118.90922546386719,100615,2022-09-19
2022-09-26,107.56802368164062,107.56802368164062,120.14734649658203,102.41744232177734,114.00626373291016,119713,2022-09-26
2022-10-03,112.2233657836914,112.2233657836914,112.91670989990234,104.49748229980469,107.56802368164062,49898,2022-10-03
2022-10-10,107.02325439453125,107.02325439453125,114.897705078125,106.28038024902344,114.897705078125,44304,2022-10-10
2022-10-17,103.55651092529297,103.55651092529297,111.92621612548828,102.07076263427734,108.95471954345703,62754,2022-10-17
2022-10-24,102.2193374633789,102.2193374633789,106.87467956542969,98.35639953613281,106.87467956542969,25242,2022-10-24
2022-10-31,111.57954406738281,111.57954406738281,114.50151062011719,101.03074645996094,105.73560333251953,67847,2022-10-31
2022-11-07,110.489990234375,110.489990234375,118.6615982055664,109.4499740600586,111.57954406738281,63422,2022-11-07
2022-11-14,109.74712371826172,109.74712371826172,112.3224105834961,105.98323059082031,110.489990234375,46616,2022-11-14
2022-11-21,110.93571472167969,110.93571472167969,112.3224105834961,106.2308578491211,107.96422576904297,121016,2022-11-21
2022-11-28,116.7301254272461,116.7301254272461,121.83119201660156,106.97372436523438,110.93571472167969,97463,2022-11-28
2022-12-05,118.1168212890625,118.1168212890625,127.5760726928711,113.46148681640625,116.7301254272461,187288,2022-12-05
2022-12-12,114.40245819091797,114.40245819091797,122.3264389038086,113.90721130371094,117.96824645996094,90752,2022-12-12
2022-12-19,104.20033264160156,104.20033264160156,117.17584991455078,96.92018127441406,112.2233657836914,488801,2022-12-19
2022-12-26,108.2613754272461,108.2613754272461,113.70911407470703,104.29938507080078,104.29938507080078,115398,2022-12-26
2023-01-02,103.75460815429688,103.75460815429688,111.53001403808594,102.36791229248047,111.53001403808594,61093,2023-01-02
2023-01-09,97.16780090332031,97.16780090332031,106.67658233642578,95.08776092529297,104.99272918701172,114937,2023-01-09
2023-01-16,101.08026885986328,101.08026885986328,102.021240234375,95.48395538330078,98.1583023071289,142885,2023-01-16
2023-01-23,95.0382308959961,95.0382308959961,106.97372436523438,94.54298400878906,103.60603332519531,83407,2023-01-23
2023-01-30,101.67456817626953,101.67456817626953,110.04427337646484,96.17730712890625,99.74309539794922,234481,2023-01-30
2023-02-06,98.50497436523438,98.50497436523438,103.60603332519531,94.1963119506836,102.31838989257812,97221,2023-02-06
2023-02-13,97.46495056152344,97.46495056152344,102.12029266357422,92.21531677246094,98.50497436523438,88162,2023-02-13
2023-02-20,92.26483917236328,92.26483917236328,98.00972747802734,91.57149505615234,96.07825469970703,50472,2023-02-20
2023-02-27,94.98870849609375,94.98870849609375,97.46495056152344,89.59049987792969,96.9697036743164,59745,2023-02-27
2023-03-06,90.5314712524414,90.5314712524414,95.97920227050781,89.49144744873047,94.09725952148438,61163,2023-03-06
2023-03-13,63.54041290283203,63.54041290283203,92.41341400146484,63.54041290283203,92.11626434326172,459846,2023-03-13
2023-03-20,73.14823913574219,73.14823913574219,73.14823913574219,57.34980392456055,63.342315673828125,1119194,2023-03-20
2023-03-27,61.75751876831055,61.75751876831055,74.18826293945312,60.66796875,74.18826293945312,422363,2023-03-27
2023-04-03,64.58043670654297,64.58043670654297,66.85858154296875,61.75751876831055,61.75751876831055,142164,2023-04-03
2023-04-10,67.35382843017578,67.35382843017578,69.13672637939453,64.4318618774414,64.4318618774414,206583,2023-04-10
2023-04-17,64.92710876464844,64.92710876464844,69.33482360839844,64.4318618774414,69.33482360839844,96360,2023-04-17
2023-04-24,63.14421463012695,63.14421463012695,69.18624877929688,62.104190826416016,69.18624877929688,196685,2023-04-24
2023-05-01,63.342315673828125,63.342315673828125,65.17473602294922,62.203243255615234,63.14421463012695,100469,2023-05-01
2023-05-08,65.07568359375,65.07568359375,67.75003051757812,61.90609359741211,63.243263244628906,153053,2023-05-08
2023-05-15,61.75751876831055,61.75751876831055,66.16522979736328,61.41084289550781,66.11570739746094,135299,2023-05-15
2023-05-22,60.22224807739258,60.22224807739258,63.094688415527344,56.95360565185547,63.094688415527344,189276,2023-05-22
2023-05-29,61.31179428100586,61.31179428100586,63.292789459228516,58.43935012817383,61.41084289550781,127144,2023-05-29
2023-06-05,62.40134048461914,62.40134048461914,67.25477600097656,60.420345306396484,61.509891510009766,239526,2023-06-05
2023-06-12,69.87960052490234,69.87960052490234,75.77305603027344,61.212745666503906,63.292789459228516,462225,2023-06-12
2023-06-19,72.55393981933594,72.55393981933594,83.99418640136719,70.27579498291016,70.72151947021484,1243740,2023-06-19
2023-06-26,77.80357360839844,77.80357360839844,78.69502258300781,73.09871673583984,74.93113708496094,110781,2023-06-26
2023-07-03,75.7235336303711,75.7235336303711,78.19977569580078,74.5349349975586,77.85310363769531,149182,2023-07-03
2023-07-10,81.41889190673828,81.41889190673828,83.94466400146484,74.48541259765625,77.1102294921875,209651,2023-07-10
2023-07-17,82.31034088134766,82.31034088134766,83.5484619140625,77.90262603759766,79.23979949951172,253326,2023-07-17
2023-07-24,87.55000305175781,87.55000305175781,91.69999694824219,82.65701293945312,83.89513397216797,920645,2023-07-24
2023-07-31,93.30000305175781,93.30000305175781,106.0,85.80000305175781,87.55000305175781,1091555,2023-07-31
2023-08-07,99.94999694824219,99.94999694824219,99.94999694824219,85.5,92.0,510393,2023-08-07
2023-08-14,104.0,104.0,109.0,94.94999694824219,104.9000015258789,339024,2023-08-14
2023-08-21,96.0,96.0,101.94999694824219,96.0,101.94999694824219,94762,2023-08-21
2023-08-28,99.69999694824219,99.69999694824219,99.69999694824219,92.25,94.0999984741211,101426,2023-08-28
2023-09-04,109.94999694824219,109.94999694824219,109.94999694824219,101.6500015258789,101.6500015258789,203467,2023-09-04
2023-09-11,103.44999694824219,103.44999694824219,114.0,103.4000015258789,112.0999984741211,156298,2023-09-11
2023-09-18,95.5,95.5,101.4000015258789,95.5,101.4000015258789,40992,2023-09-18
2023-09-25,90.55000305175781,90.55000305175781,99.44999694824219,88.25,95.4000015258789,311639,2023-09-25
2023-10-02,90.75,90.75,93.0,87.0999984741211,90.55000305175781,220036,2023-10-02
2023-10-09,111.4000015258789,111.4000015258789,111.4000015258789,88.0999984741211,88.0999984741211,403064,2023-10-09
2023-10-16,113.5,113.5,118.1500015258789,113.5,113.5999984741211,157722,2023-10-16
2023-10-23,105.05000305175781,105.05000305175781,111.25,105.0,111.25,42134,2023-10-23
2023-10-30,115.5999984741211,115.5999984741211,115.5999984741211,104.0999984741211,106.9000015258789,92115,2023-10-30
2023-11-06,122.5999984741211,122.5999984741211,122.5999984741211,113.30000305175781,113.30000305175781,182104,2023-11-06
2023-11-13,130.0500030517578,130.0500030517578,132.6999969482422,127.55000305175781,127.55000305175781,193295,2023-11-13
2023-11-20,128.5500030517578,128.5500030517578,131.14999389648438,124.9000015258789,127.44999694824219,171200,2023-11-20
2023-11-27,123.94999694824219,123.94999694824219,130.0,123.94999694824219,128.5500030517578,55838,2023-11-27
2023-12-04,117.0,117.0,124.44999694824219,116.6500015258789,124.0,111813,2023-12-04
2023-12-11,118.5,118.5,123.94999694824219,111.0,120.80000305175781,285300,2023-12-11
2023-12-18,135.4499969482422,135.4499969482422,137.10000610351562,117.0,118.0,748792,2023-12-18
2023-12-25,143.60000610351562,143.60000610351562,171.0,135.4499969482422,135.4499969482422,1522663,2023-12-25
2024-01-01,165.14999389648438,165.14999389648438,178.64999389648438,140.0,143.25,1250746,2024-01-01
2024-01-08,171.5,171.5,185.6999969482422,163.0,168.0,858986,2024-01-08
2024-01-15,153.10000610351562,153.10000610351562,174.9499969482422,145.89999389648438,174.3000030517578,913530,2024-01-15
2024-01-22,149.85000610351562,149.85000610351562,159.3000030517578,145.0,153.10000610351562,161852,2024-01-22
2024-01-29,140.8000030517578,140.8000030517578,155.8000030517578,136.1999969482422,151.10000610351562,342752,2024-01-29
2024-02-05,129.75,129.75,140.85000610351562,126.25,138.5,429235,2024-02-05
2024-02-12,135.89999389648438,135.89999389648438,139.3000030517578,118.5,130.5,435719,2024-02-12
2024-02-19,121.55000305175781,121.55000305175781,136.6999969482422,120.9000015258789,136.5,398381,2024-02-19
2024-02-26,118.05000305175781,118.05000305175781,127.75,116.80000305175781,122.5,184339,2024-02-26
2024-03-04,115.9000015258789,115.9000015258789,124.69999694824219,113.05000305175781,124.69999694824219,148095,2024-03-04
2024-03-11,107.44999694824219,107.44999694824219,116.3499984741211,91.25,115.9000015258789,919315,2024-03-11
2024-03-18,100.44999694824219,100.44999694824219,107.44999694824219,96.4000015258789,105.0,126559,2024-03-18
2024-03-25,93.5999984741211,93.5999984741211,102.44999694824219,92.0,100.44999694824219,167755,2024-03-25
2024-04-01,114.19999694824219,114.19999694824219,116.0,94.9000015258789,96.4000015258789,118350,2024-04-01
2024-04-08,105.4000015258789,105.4000015258789,113.9000015258789,105.4000015258789,111.94999694824219,10613,2024-04-08
2024-04-15,98.80000305175781,98.80000305175781,105.0,98.80000305175781,103.30000305175781,25288,2024-04-15
2024-04-22,108.94999694824219,108.94999694824219,108.94999694824219,98.80000305175781,100.75,183061,2024-04-22
2024-04-29,102.0999984741211,102.0999984741211,106.80000305175781,102.0999984741211,106.80000305175781,67544,2024-04-29
2024-05-06,98.94999694824219,98.94999694824219,104.9000015258789,98.94999694824219,104.0999984741211,46255,2024-05-06
2024-05-13,90.44999694824219,90.44999694824219,103.0,88.69999694824219,103.0,386144,2024-05-13
2024-05-20,89.94999694824219,89.94999694824219,92.5999984741211,85.94999694824219,91.4000015258789,272802,2024-05-20
2024-05-27,80.5,80.5,91.4000015258789,75.5,90.4000015258789,451401,2024-05-27
2024-06-03,77.25,77.25,83.8499984741211,73.25,82.1500015258789,153419,2024-06-03
2024-06-10,85.62999725341797,85.62999725341797,85.94000244140625,77.26000213623047,77.26000213623047,166890,2024-06-10
2024-06-17,90.19000244140625,90.19000244140625,92.0,83.0999984741211,85.62999725341797,203021,2024-06-17
2024-06-24,86.76000213623047,86.76000213623047,90.8499984741211,84.3499984741211,88.9000015258789,271538,2024-06-24
2024-07-01,86.97000122070312,86.97000122070312,88.80000305175781,84.0,86.76000213623047,106094,2024-07-01
2024-07-08,84.77999877929688,84.77999877929688,88.0999984741211,84.5,85.5999984741211,134602,2024-07-08
2024-07-15,83.80999755859375,83.80999755859375,85.0199966430664,82.0,85.01000213623047,212952,2024-07-15
2024-07-22,92.12000274658203,92.12000274658203,94.77999877929688,84.0,90.0,871026,2024-07-22
2024-07-29,106.06999969482422,106.06999969482422,107.80000305175781,89.61000061035156,93.44999694824219,1644472,2024-07-29
2024-08-05,103.30000305175781,103.30000305175781,115.80000305175781,98.61000061035156,104.5,1073116,2024-08-05
2024-08-12,102.01000213623047,102.01000213623047,111.41000366210938,94.41999816894531,103.0999984741211,288904,2024-08-12
2024-08-19,139.7899932861328,139.7899932861328,146.10000610351562,102.01000213623047,102.01000213623047,2141024,2024-08-19
2024-08-26,122.70999908447266,122.70999908447266,141.1999969482422,117.0,140.89999389648438,691585,2024-08-26
2024-09-02,130.0500030517578,130.0500030517578,130.11000061035156,121.01000213623047,122.5,405026,2024-09-02
2024-09-09,160.3000030517578,160.3000030517578,160.3000030517578,131.25,136.5500030517578,1766612,2024-09-09
2024-09-16,147.47000122070312,147.47000122070312,161.89999389648438,147.47000122070312,160.3000030517578,395114,2024-09-16
2024-09-23,148.25999450683594,148.25999450683594,148.25999450683594,140.0,144.52000427246094,213864,2024-09-23
2024-09-30,148.0,148.0,152.89999389648438,148.0,150.5,91157,2024-09-30
2024-10-07,144.00999450683594,144.00999450683594,148.0,142.1300048828125,145.0399932861328,78242,2024-10-07
2024-10-14,143.5,143.5,148.88999938964844,138.33999633789062,146.6999969482422,162487,2024-10-14
2024-10-21,134.32000732421875,134.32000732421875,150.6699981689453,132.05999755859375,143.44000244140625,305049,2024-10-21
2024-10-28,142.27000427246094,142.27000427246094,146.0,125.0,134.99000549316406,156550,2024-10-28
2024-11-04,139.66000366210938,139.66000366210938,150.1999969482422,139.63999938964844,142.27000427246094,113722,2024-11-04
2024-11-11,136.0,136.0,141.5500030517578,131.0500030517578,139.25,457549,2024-11-11
2024-11-18,140.0,140.0,141.49000549316406,133.27999877929688,138.72000122070312,84830,2024-11-18
2024-11-25,139.0,139.0,144.0,138.00999450683594,142.8000030517578,63707,2024-11-25
2024-12-02,138.72000122070312,138.72000122070312,139.0,135.0,138.00999450683594,103149,2024-12-02
2024-12-09,150.85000610351562,150.85000610351562,150.85000610351562,141.0,141.47999572753906,146224,2024-12-09
2024-12-16,159.99000549316406,159.99000549316406,159.99000549316406,147.8300018310547,147.8300018310547,59964,2024-12-16
2024-12-23,173.14999389648438,173.14999389648438,173.14999389648438,163.17999267578125,163.17999267578125,50520,2024-12-23
2024-12-30,191.14999389648438,191.14999389648438,191.14999389648438,175.99000549316406,176.61000061035156,78449,2024-12-30
2025-01-06,182.05999755859375,182.05999755859375,198.86000061035156,182.05999755859375,194.97000122070312,126455,2025-01-06
2025-01-13,164.5500030517578,164.5500030517578,178.41000366210938,164.5500030517578,178.41000366210938,121263,2025-01-13
2025-01-20,165.4199981689453,165.4199981689453,165.4199981689453,158.0,162.0,73896,2025-01-20
2025-01-27,160.10000610351562,160.10000610351562,173.64999389648438,141.60000610351562,173.64999389648438,121060,2025-01-27
2025-02-03,155.85000610351562,155.85000610351562,164.0,150.0,164.0,52416,2025-02-03
2025-02-10,134.39999389648438,134.39999389648438,162.83999633789062,129.99000549316406,160.0,193829,2025-02-10
2025-02-17,123.81999969482422,123.81999969482422,137.8699951171875,112.69999694824219,136.0,169870,2025-02-17
2025-02-24,98.0999984741211,98.0999984741211,125.0,95.55000305175781,125.0,191901,2025-02-24
2025-03-03,115.70999908447266,115.70999908447266,121.8499984741211,98.4000015258789,98.4000015258789,485548,2025-03-03
2025-03-10,101.77999877929688,101.77999877929688,117.9000015258789,99.87000274658203,117.9000015258789,238215,2025-03-10
2025-03-17,120.19000244140625,120.19000244140625,129.5,97.41000366210938,100.5,567628,2025-03-17
2025-03-24,106.36000061035156,106.36000061035156,128.38999938964844,105.0,125.3499984741211,816743,2025-03-24
2025-03-31,118.31999969482422,118.31999969482422,132.5,105.26000213623047,106.36000061035156,649253,2025-03-31
2025-04-07,132.5500030517578,132.5500030517578,133.39999389648438,105.5999984741211,110.0,218674,2025-04-07
2025-04-14,139.77000427246094,139.77000427246094,144.36000061035156,132.5500030517578,132.5500030517578,165634,2025-04-14
2025-04-21,139.8300018310547,139.8300018310547,148.99000549316406,132.0,144.89999389648438,101660,2025-04-21
