Date,Adj Close_GRINDWELL.NS,Close_GRINDWELL.NS,High_GRINDWELL.NS,Low_GRINDWELL.NS,Open_GRINDWELL.NS,Volume_GRINDWELL.NS,Date
2021-02-15,791.2283935546875,820.6500244140625,899.2000122070312,813.3499755859375,876.4000244140625,173220,2021-02-15
2021-02-22,839.9178466796875,871.1500244140625,891.0,762.0,815.25,163264,2021-02-22
2021-03-01,870.81884765625,903.2000122070312,972.0,862.5499877929688,862.5499877929688,332829,2021-03-01
2021-03-08,888.0288696289062,921.0499877929688,980.9500122070312,908.0,918.9500122070312,539906,2021-03-08
2021-03-15,822.2738647460938,852.8499755859375,937.75,814.7999877929688,922.0499877929688,591448,2021-03-15
2021-03-22,856.7421875,888.5999755859375,918.9500122070312,845.1500244140625,857.2999877929688,264541,2021-03-22
2021-03-29,900.9002075195312,934.4000244140625,965.0,888.5999755859375,888.5999755859375,219029,2021-03-29
2021-04-05,887.0165405273438,920.0,959.0,913.9500122070312,934.4000244140625,122207,2021-04-05
2021-04-12,876.7000732421875,909.2999877929688,935.0,860.0,897.0999755859375,80487,2021-04-12
2021-04-19,848.0648803710938,879.5999755859375,922.0,871.0,920.0,133358,2021-04-19
2021-04-26,883.0634765625,915.9000244140625,945.0,863.5999755859375,885.5,306598,2021-04-26
2021-05-03,1014.0912475585938,1051.800048828125,1074.0,910.0,928.0,1417298,2021-05-03
2021-05-10,1164.6910400390625,1208.0,1305.0,1075.0,1120.0,2339532,2021-05-10
2021-05-17,1150.9521484375,1193.75,1274.9000244140625,1168.3499755859375,1250.0,854989,2021-05-17
2021-05-24,1197.47216796875,1242.0,1276.75,1175.0,1195.0,672513,2021-05-24
2021-05-31,1159.051025390625,1202.1500244140625,1242.0,1187.050048828125,1242.0,422243,2021-05-31
2021-06-07,1157.604736328125,1200.6500244140625,1330.4000244140625,1187.1500244140625,1204.0,466546,2021-06-07
2021-06-14,1113.109375,1154.5,1217.0,1130.3499755859375,1200.0,554067,2021-06-14
2021-06-21,1154.7603759765625,1197.699951171875,1230.0,1148.5,1150.0,955456,2021-06-21
2021-06-28,1211.500732421875,1256.550048828125,1274.9000244140625,1186.050048828125,1197.699951171875,1096309,2021-06-28
2021-07-05,1258.9366455078125,1305.75,1390.0,1236.800048828125,1258.0,593025,2021-07-05
2021-07-12,1258.213623046875,1305.0,1364.8499755859375,1262.3499755859375,1307.0,429006,2021-07-12
2021-07-19,1222.4918212890625,1267.949951171875,1326.0,1217.6500244140625,1305.0,224727,2021-07-19
2021-07-26,1216.062744140625,1252.0999755859375,1325.0,1228.0,1258.0,886255,2021-07-26
2021-08-02,1218.5877685546875,1254.699951171875,1280.0,1223.0999755859375,1261.0,204214,2021-08-02
2021-08-09,1206.15625,1241.9000244140625,1254.050048828125,1161.0,1215.0999755859375,480299,2021-08-09
2021-08-16,1156.77001953125,1191.050048828125,1232.0,1166.4000244140625,1232.0,149017,2021-08-16
2021-08-23,1224.26953125,1260.550048828125,1282.0,1172.199951171875,1190.0,401279,2021-08-23
2021-08-30,1331.346435546875,1370.800048828125,1410.0,1251.5,1280.0,822484,2021-08-30
2021-09-06,1406.5673828125,1448.25,1465.0,1372.050048828125,1395.9000244140625,878693,2021-09-06
2021-09-13,1408.7523193359375,1450.5,1510.699951171875,1420.25,1476.550048828125,604084,2021-09-13
2021-09-20,1381.26708984375,1422.199951171875,1449.949951171875,1362.0,1449.800048828125,225024,2021-09-20
2021-09-27,1383.646484375,1424.6500244140625,1449.800048828125,1359.300048828125,1429.3499755859375,462621,2021-09-27
2021-10-04,1420.0186767578125,1462.0999755859375,1500.0,1415.0,1438.800048828125,456463,2021-10-04
2021-10-11,1424.72900390625,1466.949951171875,1533.3499755859375,1438.5999755859375,1474.0,508785,2021-10-11
2021-10-18,1402.051025390625,1443.5999755859375,1629.800048828125,1385.699951171875,1479.0,678612,2021-10-18
2021-10-25,1572.985595703125,1619.5999755859375,1649.800048828125,1387.3499755859375,1447.0,670609,2021-10-25
2021-11-01,1541.129638671875,1586.800048828125,1737.0,1572.050048828125,1635.0,407191,2021-11-01
2021-11-08,1723.9615478515625,1775.050048828125,1818.800048828125,1638.0,1649.0,1111300,2021-11-08
2021-11-15,1730.4200439453125,1781.699951171875,1876.5,1763.5999755859375,1792.6500244140625,524556,2021-11-15
2021-11-22,1638.154296875,1686.699951171875,1846.0,1677.5999755859375,1798.25,487468,2021-11-22
2021-11-29,1622.8575439453125,1670.949951171875,1775.0,1550.0999755859375,1650.0999755859375,1145690,2021-11-29
2021-12-06,1772.5709228515625,1825.0999755859375,1843.9000244140625,1620.0,1671.0,255956,2021-12-06
2021-12-13,1841.6732177734375,1896.25,1909.0,1800.0999755859375,1847.9000244140625,483128,2021-12-13
2021-12-20,1731.4884033203125,1782.800048828125,1894.0,1714.800048828125,1889.0,371894,2021-12-20
2021-12-27,1861.8260498046875,1917.0,1925.0,1756.8499755859375,1760.0,266378,2021-12-27
2022-01-03,1860.9517822265625,1916.0999755859375,1973.949951171875,1879.300048828125,1940.0,376826,2022-01-03
2022-01-10,1893.439208984375,1949.550048828125,1967.300048828125,1918.050048828125,1919.0,304748,2022-01-10
2022-01-17,1873.2379150390625,1928.75,2018.3499755859375,1894.949951171875,1963.0,234614,2022-01-17
2022-01-24,1787.5762939453125,1840.550048828125,1948.050048828125,1771.25,1916.0,199944,2022-01-24
2022-01-31,1802.2901611328125,1855.699951171875,1950.0,1792.0,1845.0,262479,2022-01-31
2022-02-07,1636.3575439453125,1684.8499755859375,1885.949951171875,1662.0,1853.949951171875,234611,2022-02-07
2022-02-14,1512.5758056640625,1557.4000244140625,1695.0999755859375,1530.0,1605.0,494945,2022-02-14
2022-02-21,1562.10791015625,1608.4000244140625,1688.0,1504.800048828125,1555.0,895553,2022-02-21
2022-02-28,1580.609619140625,1627.449951171875,1656.3499755859375,1553.800048828125,1605.0,532943,2022-02-28
2022-03-07,1741.4434814453125,1793.050048828125,1813.8499755859375,1605.0,1627.449951171875,698353,2022-03-07
2022-03-14,1785.0025634765625,1837.9000244140625,1975.0,1791.5999755859375,1800.0,2244824,2022-03-14
2022-03-21,1721.970458984375,1773.0,1919.3499755859375,1743.0999755859375,1856.0,369345,2022-03-21
2022-03-28,1754.9432373046875,1806.949951171875,1898.0,1712.199951171875,1786.0,588112,2022-03-28
2022-04-04,1850.4141845703125,1905.25,1937.0,1801.8499755859375,1810.0,325837,2022-04-04
2022-04-11,1758.002685546875,1810.0999755859375,1983.800048828125,1795.699951171875,1909.25,203904,2022-04-11
2022-04-18,1689.8232421875,1739.9000244140625,1817.550048828125,1672.5999755859375,1803.0,210735,2022-04-18
2022-04-25,1663.6488037109375,1712.949951171875,1797.949951171875,1678.050048828125,1725.0,136942,2022-04-25
2022-05-02,1626.7908935546875,1675.0,1749.800048828125,1598.199951171875,1700.0,115499,2022-05-02
2022-05-09,1602.8504638671875,1650.3499755859375,1758.0,1602.699951171875,1729.949951171875,337365,2022-05-09
2022-05-16,1732.5081787109375,1783.8499755859375,1808.550048828125,1636.8499755859375,1651.050048828125,353013,2022-05-16
2022-05-23,1693.1253662109375,1743.300048828125,1819.0,1706.25,1799.9000244140625,324776,2022-05-23
2022-05-30,1674.137939453125,1723.75,1795.199951171875,1700.0999755859375,1775.0,223755,2022-05-30
2022-06-06,1668.796142578125,1718.25,1769.1500244140625,1703.1500244140625,1726.4000244140625,107730,2022-06-06
2022-06-13,1448.4267578125,1491.3499755859375,1725.0,1472.3499755859375,1680.0,253469,2022-06-13
2022-06-20,1473.1927490234375,1516.8499755859375,1557.699951171875,1451.0,1525.0,204619,2022-06-20
2022-06-27,1638.4456787109375,1687.0,1711.75,1524.9000244140625,1534.9000244140625,295406,2022-06-27
2022-07-04,1662.9202880859375,1712.199951171875,1760.5999755859375,1651.0,1700.0,166620,2022-07-04
2022-07-11,1676.8575439453125,1726.550048828125,1739.550048828125,1680.0,1714.0,50943,2022-07-11
2022-07-18,1684.8699951171875,1734.800048828125,1750.0,1639.6500244140625,1735.0,226169,2022-07-18
2022-07-25,1718.2791748046875,1756.9000244140625,1798.5999755859375,1710.5999755859375,1734.949951171875,447797,2022-07-25
2022-08-01,1919.6529541015625,1962.800048828125,2020.0,1740.050048828125,1778.449951171875,939509,2022-08-01
2022-08-08,1955.5462646484375,1999.5,2041.0,1975.5,2009.949951171875,403378,2022-08-08
2022-08-15,2015.0587158203125,2060.35009765625,2100.0,1999.5,1999.5,467599,2022-08-15
2022-08-22,2171.63916015625,2220.449951171875,2250.0,2018.9000244140625,2060.0,512743,2022-08-22
2022-08-29,2150.9541015625,2199.300048828125,2284.0,2141.10009765625,2141.10009765625,295200,2022-08-29
2022-09-05,2245.82177734375,2296.300048828125,2328.35009765625,2156.050048828125,2198.5,617705,2022-09-05
2022-09-12,2155.25732421875,2203.699951171875,2323.35009765625,2149.25,2309.85009765625,477268,2022-09-12
2022-09-19,2091.735107421875,2138.75,2245.0,2130.050048828125,2219.75,171121,2022-09-19
2022-09-26,2018.77490234375,2064.14990234375,2130.0,2017.0,2102.5,165709,2022-09-26
2022-10-03,2017.796875,2063.14990234375,2119.0,2040.0,2070.0,231614,2022-10-03
2022-10-10,2003.9580078125,2049.0,2077.449951171875,1956.050048828125,2063.14990234375,191474,2022-10-10
2022-10-17,1981.6591796875,2026.199951171875,2130.0,2011.949951171875,2040.0,1022716,2022-10-17
2022-10-24,2020.535400390625,2065.949951171875,2085.0,2010.0999755859375,2026.199951171875,113014,2022-10-24
2022-10-31,2066.111083984375,2112.550048828125,2184.60009765625,2070.050048828125,2070.050048828125,1258158,2022-10-31
2022-11-07,2027.821533203125,2073.39990234375,2189.949951171875,2051.050048828125,2123.14990234375,439090,2022-11-07
2022-11-14,1895.447021484375,1938.050048828125,2113.449951171875,1925.0,2073.949951171875,255665,2022-11-14
2022-11-21,1889.4810791015625,1931.949951171875,1998.699951171875,1905.0,1938.050048828125,268611,2022-11-21
2022-11-28,1895.3004150390625,1937.9000244140625,1958.949951171875,1883.0,1940.0,250221,2022-11-28
2022-12-05,1896.57177734375,1939.199951171875,1976.199951171875,1899.949951171875,1935.0,195335,2022-12-05
2022-12-12,1899.407958984375,1942.0999755859375,1963.699951171875,1855.0,1949.4000244140625,282715,2022-12-12
2022-12-19,1786.5936279296875,1826.75,1966.949951171875,1815.1500244140625,1942.0999755859375,395496,2022-12-19
2022-12-26,1744.441162109375,1783.6500244140625,1850.75,1777.0,1845.0,354398,2022-12-26
2023-01-02,1893.5887451171875,1936.1500244140625,1941.3499755859375,1783.6500244140625,1791.199951171875,470036,2023-01-02
2023-01-09,1893.5399169921875,1936.0999755859375,1979.0,1908.0,1945.800048828125,172736,2023-01-09
2023-01-16,1893.8333740234375,1936.4000244140625,2000.0,1925.0,1947.0,787535,2023-01-16
2023-01-23,1910.9974365234375,1953.949951171875,2000.0,1894.4000244140625,1946.0999755859375,166584,2023-01-23
2023-01-30,1985.6202392578125,2030.25,2050.0,1931.5999755859375,1959.6500244140625,457491,2023-01-30
2023-02-06,1980.045654296875,2024.550048828125,2149.14990234375,2002.199951171875,2026.050048828125,278944,2023-02-06
2023-02-13,1932.2694091796875,1975.699951171875,2024.949951171875,1908.050048828125,2024.949951171875,195448,2023-02-13
2023-02-20,1862.3409423828125,1904.199951171875,2018.949951171875,1866.6500244140625,2000.0,176501,2023-02-20
2023-02-27,1775.688720703125,1815.5999755859375,1900.0,1790.9000244140625,1900.0,339560,2023-02-27
2023-03-06,1785.0777587890625,1825.199951171875,1874.0,1789.75,1820.4000244140625,372489,2023-03-06
2023-03-13,1731.28662109375,1770.199951171875,1837.0,1720.25,1836.800048828125,534270,2023-03-13
2023-03-20,1717.7900390625,1756.4000244140625,1825.0,1725.0,1725.0,247339,2023-03-20
2023-03-27,1837.1082763671875,1878.4000244140625,1897.699951171875,1732.0,1765.1500244140625,133453,2023-03-27
2023-04-03,1804.1490478515625,1844.699951171875,1890.0,1801.0999755859375,1880.0,152535,2023-04-03
2023-04-10,1892.70849609375,1935.25,1943.0999755859375,1813.4000244140625,1848.9000244140625,173503,2023-04-10
2023-04-17,1814.809326171875,1855.5999755859375,1936.949951171875,1833.5,1915.0,105601,2023-04-17
2023-04-24,1858.624755859375,1900.4000244140625,1925.0,1820.0,1845.25,137626,2023-04-24
2023-05-01,1855.83740234375,1897.550048828125,1930.0,1877.199951171875,1900.4000244140625,111814,2023-05-01
2023-05-08,1946.401611328125,1990.1500244140625,2050.0,1863.5999755859375,1911.050048828125,225589,2023-05-08
2023-05-15,2039.5089111328125,2085.35009765625,2106.449951171875,1961.3499755859375,2000.0,216084,2023-05-15
2023-05-22,2018.5303955078125,2063.89990234375,2081.14990234375,2004.3499755859375,2080.0,131166,2023-05-22
2023-05-29,2043.665771484375,2089.60009765625,2139.800048828125,2061.300048828125,2077.85009765625,128417,2023-05-29
2023-06-05,2062.19921875,2108.550048828125,2173.10009765625,2047.800048828125,2100.60009765625,285662,2023-06-05
2023-06-12,2119.70654296875,2167.35009765625,2171.0,2085.0,2123.300048828125,156657,2023-06-12
2023-06-19,2152.02978515625,2200.39990234375,2259.0,2140.0,2175.0,169945,2023-06-19
2023-06-26,2230.320068359375,2280.449951171875,2310.5,2192.14990234375,2209.800048828125,300879,2023-06-26
2023-07-03,2151.687744140625,2200.050048828125,2297.949951171875,2169.949951171875,2280.949951171875,236512,2023-07-03
2023-07-10,2103.862548828125,2151.14990234375,2253.0,2125.75,2200.050048828125,196681,2023-07-10
2023-07-17,2138.58203125,2186.64990234375,2215.0,2155.0,2160.0,210086,2023-07-17
2023-07-24,2127.921875,2175.75,2208.0,2106.35009765625,2186.64990234375,111256,2023-07-24
2023-07-31,2232.76513671875,2282.949951171875,2495.0,2175.75,2187.199951171875,739144,2023-07-31
2023-08-07,2232.61328125,2268.449951171875,2398.60009765625,2261.10009765625,2290.0,203647,2023-08-07
2023-08-14,2156.04248046875,2190.64990234375,2299.0,2165.800048828125,2280.39990234375,207021,2023-08-14
2023-08-21,2213.470703125,2249.0,2321.39990234375,2191.0,2191.0,225070,2023-08-21
2023-08-28,2215.48828125,2251.050048828125,2304.800048828125,2200.0,2246.449951171875,214068,2023-08-28
2023-09-04,2187.192626953125,2222.300048828125,2293.199951171875,2176.0,2262.89990234375,216457,2023-09-04
2023-09-11,2033.55859375,2066.199951171875,2238.949951171875,2050.0,2236.0,263304,2023-09-11
2023-09-18,2058.557373046875,2091.60009765625,2314.39990234375,2021.0,2069.699951171875,198142,2023-09-18
2023-09-25,2045.8118896484375,2078.64990234375,2129.89990234375,1987.0,2102.60009765625,278165,2023-09-25
2023-10-02,2084.687744140625,2118.14990234375,2132.0,2040.0999755859375,2078.64990234375,109551,2023-10-02
2023-10-09,2135.02978515625,2169.300048828125,2190.0,2073.050048828125,2105.0,186113,2023-10-09
2023-10-16,2122.57958984375,2156.64990234375,2214.0,2128.050048828125,2160.0,300504,2023-10-16
2023-10-23,2060.427490234375,2093.5,2167.39990234375,1950.0,2167.35009765625,243376,2023-10-23
2023-10-30,2066.234130859375,2099.39990234375,2178.0,2075.050048828125,2093.0,206429,2023-10-30
2023-11-06,2033.4603271484375,2066.10009765625,2195.699951171875,2052.0,2109.89990234375,205272,2023-11-06
2023-11-13,2082.965576171875,2116.39990234375,2133.800048828125,2059.60009765625,2077.199951171875,169426,2023-11-13
2023-11-20,2077.01123046875,2110.35009765625,2135.75,2074.300048828125,2116.39990234375,113927,2023-11-20
2023-11-27,2075.682373046875,2109.0,2130.0,2059.949951171875,2110.35009765625,259539,2023-11-27
2023-12-04,2163.620849609375,2198.35009765625,2292.800048828125,2087.5,2135.800048828125,457897,2023-12-04
2023-12-11,2160.81591796875,2195.5,2228.0,2145.449951171875,2204.89990234375,340694,2023-12-11
2023-12-18,2166.13037109375,2200.89990234375,2225.0,2116.0,2170.0,1439048,2023-12-18
2023-12-25,2292.305419921875,2329.10009765625,2365.0,2188.0,2200.89990234375,366496,2023-12-25
2024-01-01,2294.3720703125,2331.199951171875,2390.75,2294.699951171875,2349.60009765625,181429,2024-01-01
2024-01-08,2295.1103515625,2331.949951171875,2389.0,2259.0,2325.25,115966,2024-01-08
2024-01-15,2258.743896484375,2295.0,2346.300048828125,2214.800048828125,2346.300048828125,106977,2024-01-15
2024-01-22,2342.696533203125,2380.300048828125,2468.10009765625,2209.550048828125,2295.0,342994,2024-01-22
2024-01-29,2256.726318359375,2292.949951171875,2450.0,2277.10009765625,2388.199951171875,281719,2024-01-29
2024-02-05,2182.96044921875,2218.0,2314.75,2146.050048828125,2302.949951171875,182349,2024-02-05
2024-02-12,2154.369384765625,2188.949951171875,2271.25,2138.39990234375,2240.0,419623,2024-02-12
2024-02-19,2110.031005859375,2143.89990234375,2202.449951171875,2115.0,2188.949951171875,280767,2024-02-19
2024-02-26,2076.814208984375,2110.14990234375,2199.0,2063.199951171875,2149.60009765625,193302,2024-02-26
2024-03-04,2006.246826171875,2038.449951171875,2118.89990234375,2025.0,2109.35009765625,402389,2024-03-04
2024-03-11,1865.1124267578125,1895.050048828125,2040.0,1876.3499755859375,2038.449951171875,365459,2024-03-11
2024-03-18,1949.4093017578125,1980.699951171875,1990.0,1875.199951171875,1892.0,191608,2024-03-18
2024-03-25,1870.919189453125,1900.949951171875,1988.0999755859375,1888.800048828125,1980.699951171875,124482,2024-03-25
2024-04-01,2035.0841064453125,2067.75,2080.0,1910.3499755859375,1919.0,336633,2024-04-01
2024-04-08,2038.0859375,2070.800048828125,2096.449951171875,2044.050048828125,2067.75,341229,2024-04-08
2024-04-15,2009.052001953125,2041.300048828125,2151.199951171875,2011.699951171875,2057.0,244602,2024-04-15
2024-04-22,2056.589111328125,2089.60009765625,2130.85009765625,2040.0,2045.0,79665,2024-04-22
2024-04-29,2081.587646484375,2115.0,2153.0,2052.60009765625,2089.60009765625,102270,2024-04-29
2024-05-06,2129.61669921875,2163.800048828125,2260.0,2089.800048828125,2121.89990234375,508457,2024-05-06
2024-05-13,2338.759765625,2376.300048828125,2387.89990234375,2055.64990234375,2177.10009765625,323172,2024-05-13
2024-05-20,2336.8896484375,2374.39990234375,2398.949951171875,2295.0,2376.300048828125,175453,2024-05-20
2024-05-27,2522.3134765625,2562.800048828125,2777.0,2309.0,2390.0,2628068,2024-05-27
2024-06-03,2570.440673828125,2611.699951171875,2756.35009765625,2396.0,2699.0,582625,2024-06-03
2024-06-10,2671.764404296875,2714.64990234375,2734.050048828125,2607.050048828125,2629.949951171875,280249,2024-06-10
2024-06-17,2693.614013671875,2736.85009765625,2855.0,2641.050048828125,2714.64990234375,352780,2024-06-17
2024-06-24,2690.415283203125,2733.60009765625,2813.949951171875,2665.0,2695.0,228215,2024-06-24
2024-07-01,2811.225830078125,2856.35009765625,2960.0,2737.550048828125,2750.949951171875,342246,2024-07-01
2024-07-08,2638.154052734375,2680.5,2916.699951171875,2670.0,2884.64990234375,342816,2024-07-08
2024-07-15,2576.47412109375,2602.10009765625,2723.39990234375,2563.0,2688.39990234375,764151,2024-07-15
2024-07-22,2565.334716796875,2590.85009765625,2620.5,2505.0,2543.050048828125,452529,2024-07-22
2024-07-29,2504.19287109375,2529.10009765625,2787.300048828125,2517.0,2608.0,331474,2024-07-29
2024-08-05,2398.939697265625,2422.800048828125,2491.949951171875,2367.800048828125,2441.0,285592,2024-08-05
2024-08-12,2429.882080078125,2454.050048828125,2465.0,2382.14990234375,2424.800048828125,137183,2024-08-12
2024-08-19,2449.0908203125,2473.449951171875,2509.0,2420.300048828125,2455.0,270298,2024-08-19
2024-08-26,2416.46533203125,2440.5,2488.699951171875,2401.14990234375,2488.699951171875,453173,2024-08-26
2024-09-02,2426.1689453125,2450.300048828125,2539.39990234375,2429.89990234375,2460.0,420951,2024-09-02
2024-09-09,2445.1796875,2469.5,2509.199951171875,2410.050048828125,2452.0,168527,2024-09-09
2024-09-16,2353.34326171875,2376.75,2480.0,2325.199951171875,2480.0,153624,2024-09-16
2024-09-23,2376.5126953125,2400.14990234375,2419.949951171875,2335.050048828125,2374.0,253657,2024-09-23
2024-09-30,2417.10888671875,2441.14990234375,2477.949951171875,2385.25,2400.050048828125,315631,2024-09-30
2024-10-07,2392.70166015625,2416.5,2470.0,2357.14990234375,2455.0,113358,2024-10-07
2024-10-14,2424.0400390625,2448.14990234375,2632.0,2398.0,2432.25,688433,2024-10-14
2024-10-21,2180.611328125,2202.300048828125,2467.449951171875,2118.449951171875,2454.300048828125,142276,2024-10-21
2024-10-28,2229.67333984375,2251.85009765625,2339.0,2066.0,2202.300048828125,1032702,2024-10-28
2024-11-04,2140.60888671875,2161.89990234375,2259.0,2151.0,2259.0,179365,2024-11-04
2024-11-11,2064.2685546875,2084.800048828125,2166.5,2060.5,2141.5,171151,2024-11-11
2024-11-18,2044.5643310546875,2064.89990234375,2124.0,2015.5999755859375,2084.800048828125,100488,2024-11-18
2024-11-25,2081.299072265625,2102.0,2146.0,2064.699951171875,2079.199951171875,901733,2024-11-25
2024-12-02,2140.4111328125,2161.699951171875,2251.300048828125,2054.0,2072.050048828125,206364,2024-12-02
2024-12-09,2189.423583984375,2211.199951171875,2280.0,2133.800048828125,2146.5,168722,2024-12-09
2024-12-16,2008.5228271484375,2028.5,2255.89990234375,2006.5,2215.0,204607,2024-12-16
2024-12-23,1928.815673828125,1948.0,2039.4000244140625,1935.75,2028.0,114377,2024-12-23
2024-12-30,1914.260498046875,1933.300048828125,1979.9000244140625,1895.0,1960.0,208287,2024-12-30
2025-01-06,1851.2373046875,1869.6500244140625,1947.0,1833.4000244140625,1946.3499755859375,150559,2025-01-06
2025-01-13,1804.9970703125,1822.949951171875,1854.050048828125,1787.550048828125,1854.0,227316,2025-01-13
2025-01-20,1776.4808349609375,1794.1500244140625,1860.0,1771.6500244140625,1837.25,177895,2025-01-20
2025-01-27,1929.6077880859375,1948.800048828125,1965.0,1714.5,1793.949951171875,216957,2025-01-27
2025-02-03,1858.31689453125,1876.800048828125,1936.9000244140625,1842.0999755859375,1936.9000244140625,125671,2025-02-03
2025-02-10,1588.203369140625,1604.0,1884.949951171875,1580.050048828125,1870.0,246912,2025-02-10
2025-02-17,1494.28759765625,1509.1500244140625,1629.949951171875,1497.0999755859375,1604.949951171875,243918,2025-02-17
2025-02-24,1423.689697265625,1437.8499755859375,1529.949951171875,1432.75,1507.1500244140625,354920,2025-02-24
2025-03-03,1608.35302734375,1624.3499755859375,1655.6500244140625,1356.050048828125,1437.8499755859375,487648,2025-03-03
2025-03-10,1512.5557861328125,1527.5999755859375,1641.0,1518.199951171875,1629.800048828125,96723,2025-03-10
2025-03-17,1769.648681640625,1787.25,1859.8499755859375,1518.9000244140625,1527.5999755859375,185203,2025-03-17
2025-03-24,1679.990478515625,1696.699951171875,1823.0,1623.3499755859375,1823.0,670421,2025-03-24
2025-03-31,1582.5595703125,1598.300048828125,1739.0,1589.0,1696.699951171875,84402,2025-03-31
2025-04-07,1584.4407958984375,1600.199951171875,1623.699951171875,1491.1500244140625,1535.75,314807,2025-04-07
2025-04-14,1682.1688232421875,1698.9000244140625,1716.0,1600.199951171875,1600.199951171875,85423,2025-04-14
2025-04-21,1663.35595703125,1679.9000244140625,1762.5,1662.5999755859375,1701.0,97156,2025-04-21
2025-04-28,1665.63330078125,1682.199951171875,1749.5,1653.199951171875,1657.9000244140625,85663,2025-04-28
2025-05-05,1595.8275146484375,1611.699951171875,1820.0,1518.199951171875,1675.0,1185449,2025-05-05
2025-05-12,1762.4700927734375,1780.0,1836.0,1630.0,1637.0,465714,2025-05-12
2025-05-19,1754.64794921875,1772.0999755859375,1815.0,1740.0999755859375,1794.199951171875,149471,2025-05-19
2025-05-26,1778.9066162109375,1796.5999755859375,1824.0,1743.699951171875,1770.0,287537,2025-05-26
2025-06-02,1823.66162109375,1841.800048828125,1884.0,1760.0,1796.5999755859375,169890,2025-06-02
2025-06-09,1763.559326171875,1781.0999755859375,1852.5,1760.4000244140625,1844.800048828125,369631,2025-06-09
2025-06-16,1638.701171875,1655.0,1781.5999755859375,1596.5999755859375,1772.0,169107,2025-06-16
2025-06-23,1671.97021484375,1688.5999755859375,1732.0,1613.800048828125,1655.199951171875,215142,2025-06-23
2025-06-30,1726.82470703125,1744.0,1797.699951171875,1688.699951171875,1688.699951171875,675081,2025-06-30
2025-07-07,1690.882080078125,1707.699951171875,1766.0,1702.5,1738.0,135090,2025-07-07
2025-07-14,1739.0,1739.0,1745.0,1707.0,1714.4000244140625,138552,2025-07-14
