Date,Adj Close_ASTERDM.NS,Close_ASTERDM.NS,High_ASTERDM.NS,Low_ASTERDM.NS,Open_ASTERDM.NS,Volume_ASTERDM.NS,Date
2024-04-01,450.631103515625,456.75,467.3999938964844,403.25,409.54998779296875,10626540,2024-04-01
2024-04-08,481.6597595214844,488.20001220703125,500.0,473.0,480.0,8136412,2024-04-08
2024-04-15,513.6256713867188,520.5999755859375,558.0,516.0999755859375,545.0,40254676,2024-04-15
2024-04-22,354.0426330566406,358.8500061035156,536.2999877929688,348.1000061035156,531.9500122070312,26199251,2024-04-22
2024-04-29,342.5980224609375,347.25,367.95001220703125,342.0,367.95001220703125,9861021,2024-04-29
2024-05-06,339.73687744140625,344.3500061035156,356.3999938964844,339.1000061035156,351.3500061035156,5542830,2024-05-06
2024-05-13,343.2886657714844,347.95001220703125,353.3999938964844,338.0,345.04998779296875,3845762,2024-05-13
2024-05-20,360.9981689453125,365.8999938964844,367.25,348.8999938964844,349.6000061035156,5363715,2024-05-20
2024-05-27,359.0743103027344,363.95001220703125,383.0,346.25,369.0,10690924,2024-05-27
2024-06-03,355.3745422363281,360.20001220703125,374.95001220703125,311.1000061035156,372.8999938964844,6706240,2024-06-03
2024-06-10,353.30267333984375,358.1000061035156,364.8999938964844,355.0,363.45001220703125,3230869,2024-06-10
2024-06-17,362.6260681152344,367.54998779296875,380.3999938964844,341.0,358.1000061035156,25882456,2024-06-17
2024-06-24,342.00604248046875,346.6499938964844,387.70001220703125,342.20001220703125,373.25,16236689,2024-06-24
2024-07-01,335.5438232421875,340.1000061035156,353.95001220703125,339.6000061035156,347.8999938964844,5917393,2024-07-01
2024-07-08,332.5840148925781,337.1000061035156,344.8999938964844,335.25,341.95001220703125,4370904,2024-07-08
2024-07-15,317.43963623046875,321.75,339.6000061035156,316.29998779296875,339.6000061035156,5798015,2024-07-15
2024-07-22,327.4536437988281,331.8999938964844,336.1499938964844,315.5,317.0,5561165,2024-07-22
2024-07-29,367.1644287109375,372.1499938964844,379.20001220703125,332.1499938964844,332.1499938964844,18519765,2024-07-29
2024-08-05,402.58349609375,408.04998779296875,410.45001220703125,358.1000061035156,367.0,19312889,2024-08-05
2024-08-12,385.860595703125,391.1000061035156,408.5,381.04998779296875,408.5,5971076,2024-08-12
2024-08-19,394.9866638183594,400.3500061035156,403.6499938964844,388.25,393.0,4717374,2024-08-19
2024-08-26,403.26214599609375,406.70001220703125,417.5,397.6000061035156,399.04998779296875,5917301,2024-08-26
2024-09-02,409.310546875,412.79998779296875,422.5,398.75,408.0,4952128,2024-09-02
2024-09-09,412.1860656738281,415.70001220703125,421.0,405.29998779296875,415.0,4406166,2024-09-09
2024-09-16,417.68914794921875,421.25,439.0,408.3999938964844,420.0,6164760,2024-09-16
2024-09-23,412.0373229980469,415.54998779296875,431.8500061035156,408.1000061035156,427.6499938964844,3215912,2024-09-23
2024-09-30,408.9635314941406,412.45001220703125,423.20001220703125,407.0,414.95001220703125,2225829,2024-09-30
2024-10-07,416.6480407714844,420.20001220703125,426.79998779296875,401.70001220703125,412.0,2601847,2024-10-07
2024-10-14,421.65533447265625,425.25,436.3500061035156,411.0,420.0,2898485,2024-10-14
2024-10-21,444.9566955566406,448.75,464.0,396.20001220703125,424.0,31420024,2024-10-21
2024-10-28,441.13922119140625,444.8999938964844,452.75,427.0,452.75,3594175,2024-10-28
2024-11-04,434.4958801269531,438.20001220703125,445.5,427.0,442.04998779296875,4189829,2024-11-04
2024-11-11,426.76177978515625,430.3999938964844,452.8500061035156,426.75,440.0,4142685,2024-11-11
2024-11-18,428.6457214355469,432.29998779296875,440.5,426.0,431.0,2293425,2024-11-18
2024-11-25,495.7239074707031,499.95001220703125,510.0,432.54998779296875,437.79998779296875,19395033,2024-11-25
2024-12-02,486.5520935058594,490.70001220703125,524.6500244140625,476.54998779296875,507.5,15412468,2024-12-02
2024-12-09,476.239990234375,480.29998779296875,494.3999938964844,474.1499938964844,490.5,2588208,2024-12-09
2024-12-16,482.2388610839844,486.3500061035156,507.5,472.29998779296875,478.70001220703125,5185908,2024-12-16
2024-12-23,507.47369384765625,511.79998779296875,517.5,489.6499938964844,489.79998779296875,6004842,2024-12-23
2024-12-30,516.9429931640625,521.3499755859375,528.9500122070312,506.54998779296875,510.0,3416525,2024-12-30
2025-01-06,500.23541259765625,504.5,534.7999877929688,500.1499938964844,525.9500122070312,5245808,2025-01-06
2025-01-13,493.3937683105469,497.6000061035156,506.1000061035156,483.6000061035156,491.1000061035156,3651369,2025-01-13
2025-01-20,491.90643310546875,496.1000061035156,505.04998779296875,490.0,497.6000061035156,3653861,2025-01-20
2025-01-27,471.4805603027344,475.5,499.0,462.20001220703125,496.04998779296875,4307024,2025-01-27
2025-02-03,469.20001220703125,473.20001220703125,496.6000061035156,467.04998779296875,475.0,2596617,2025-02-03
2025-02-10,411.8885803222656,415.3999938964844,471.20001220703125,412.79998779296875,468.0,5865124,2025-02-10
2025-02-17,414.95001220703125,414.95001220703125,427.6000061035156,395.0,401.0,3898989,2025-02-17
2025-02-24,402.95001220703125,402.95001220703125,415.95001220703125,392.0,411.04998779296875,2364205,2025-02-24
2025-03-03,417.45001220703125,417.45001220703125,424.5,387.1000061035156,403.0,4356938,2025-03-03
2025-03-10,434.1000061035156,434.1000061035156,441.29998779296875,415.1000061035156,418.0,4344277,2025-03-10
2025-03-17,433.0,433.0,436.8500061035156,414.95001220703125,433.1499938964844,2189601,2025-03-17
2025-03-24,483.5,483.5,504.0,428.29998779296875,434.95001220703125,29461448,2025-03-24
2025-03-31,482.5,482.5,493.70001220703125,465.04998779296875,483.5,3872504,2025-03-31
2025-04-07,500.29998779296875,500.29998779296875,503.45001220703125,450.0,450.0,4708753,2025-04-07
2025-04-14,499.5,499.5,509.8999938964844,486.45001220703125,500.29998779296875,2542654,2025-04-14
2025-04-21,505.25,505.25,515.75,492.20001220703125,503.79998779296875,2571179,2025-04-21
2025-04-28,509.95001220703125,509.95001220703125,519.8499755859375,496.95001220703125,501.70001220703125,2985162,2025-04-28
2025-05-05,529.5,529.5,547.5,505.8500061035156,512.7000122070312,4398410,2025-05-05
2025-05-12,589.8499755859375,589.8499755859375,609.5,542.75,545.0,6071027,2025-05-12
2025-05-19,553.7999877929688,553.7999877929688,606.5,549.4000244140625,596.0499877929688,6528835,2025-05-19
2025-05-26,559.2999877929688,559.2999877929688,574.0,536.5999755859375,553.2000122070312,4225456,2025-05-26
2025-06-02,578.25,578.25,590.5,542.0,563.8499755859375,5716126,2025-06-02
2025-06-09,569.7000122070312,569.7000122070312,581.0,544.4500122070312,579.8499755859375,2523173,2025-06-09
2025-06-16,558.7999877929688,558.7999877929688,595.0,550.7000122070312,569.7000122070312,8831000,2025-06-16
2025-06-23,588.2000122070312,588.2000122070312,606.5999755859375,556.0999755859375,558.7999877929688,4942504,2025-06-23
2025-06-30,633.1500244140625,633.1500244140625,675.0,585.0,594.0,28607164,2025-06-30
2025-07-07,606.9000244140625,606.9000244140625,638.7000122070312,594.4000244140625,633.9000244140625,6845464,2025-07-07
2025-07-14,598.5499877929688,598.5499877929688,617.9500122070312,594.7999877929688,606.9000244140625,1980662,2025-07-14
