Date,Adj Close_CARTRADE.NS,Close_CARTRADE.NS,High_CARTRADE.NS,Low_CARTRADE.NS,Open_CARTRADE.NS,Volume_CARTRADE.NS,Date
2022-07-25,697.8499755859375,697.8499755859375,735.9500122070312,665.0999755859375,692.0,926688,2022-07-25
2022-08-01,649.5499877929688,649.5499877929688,699.9000244140625,647.0499877929688,695.0,574888,2022-08-01
2022-08-08,638.5999755859375,638.5999755859375,649.5999755859375,624.9500122070312,649.5499877929688,280590,2022-08-08
2022-08-15,633.75,633.75,652.75,613.0999755859375,638.5999755859375,728909,2022-08-15
2022-08-22,643.3499755859375,643.3499755859375,649.9000244140625,595.0,614.0,726844,2022-08-22
2022-08-29,648.9500122070312,648.9500122070312,667.0,632.7000122070312,632.7000122070312,326305,2022-08-29
2022-09-05,639.9500122070312,639.9500122070312,653.0,637.0,650.0,251983,2022-09-05
2022-09-12,686.7000122070312,686.7000122070312,733.0,645.0,646.8499755859375,974209,2022-09-12
2022-09-19,640.9500122070312,640.9500122070312,695.0499877929688,638.5,686.0,234972,2022-09-19
2022-09-26,613.0,613.0,639.3499755859375,605.1500244140625,633.0,262590,2022-09-26
2022-10-03,604.7999877929688,604.7999877929688,622.5999755859375,601.0,610.0,140494,2022-10-03
2022-10-10,592.8499755859375,592.8499755859375,616.0,588.3499755859375,601.1500244140625,158170,2022-10-10
2022-10-17,609.8499755859375,609.8499755859375,630.0,559.1500244140625,592.0,287299,2022-10-17
2022-10-24,551.4000244140625,551.4000244140625,617.0,544.0,617.0,290252,2022-10-24
2022-10-31,527.5999755859375,527.5999755859375,556.7000122070312,526.1500244140625,551.0,279325,2022-10-31
2022-11-07,518.8499755859375,518.8499755859375,550.0,496.6000061035156,530.0,443100,2022-11-07
2022-11-14,490.45001220703125,490.45001220703125,518.9500122070312,488.0,518.5999755859375,394609,2022-11-14
2022-11-21,495.1499938964844,495.1499938964844,504.5,481.0,490.0,304744,2022-11-21
2022-11-28,490.04998779296875,490.04998779296875,505.0,477.95001220703125,495.1499938964844,522475,2022-11-28
2022-12-05,491.70001220703125,491.70001220703125,517.9500122070312,488.54998779296875,494.70001220703125,481510,2022-12-05
2022-12-12,505.79998779296875,505.79998779296875,514.7999877929688,486.6499938964844,493.0,312240,2022-12-12
2022-12-19,446.45001220703125,446.45001220703125,509.25,445.04998779296875,503.0,237480,2022-12-19
2022-12-26,468.6499938964844,468.6499938964844,477.79998779296875,446.45001220703125,452.95001220703125,227923,2022-12-26
2023-01-02,480.6000061035156,480.6000061035156,492.79998779296875,465.5,473.0,208396,2023-01-02
2023-01-09,465.04998779296875,465.04998779296875,488.0,460.29998779296875,480.95001220703125,131237,2023-01-09
2023-01-16,458.45001220703125,458.45001220703125,470.0,456.70001220703125,465.95001220703125,124296,2023-01-16
2023-01-23,483.1499938964844,483.1499938964844,506.6000061035156,454.70001220703125,458.5,947203,2023-01-23
2023-01-30,502.0,502.0,519.0,468.04998779296875,484.0,852295,2023-01-30
2023-02-06,525.0,525.0,528.0999755859375,489.04998779296875,501.0,963332,2023-02-06
2023-02-13,527.4500122070312,527.4500122070312,560.0,522.0499877929688,530.0,1254082,2023-02-13
2023-02-20,515.5999755859375,515.5999755859375,542.5,512.0,523.0499877929688,512236,2023-02-20
2023-02-27,481.79998779296875,481.79998779296875,513.75,463.0,509.0,1876501,2023-02-27
2023-03-06,454.45001220703125,454.45001220703125,488.29998779296875,453.0,482.0,398795,2023-03-06
2023-03-13,407.1000061035156,407.1000061035156,457.95001220703125,403.70001220703125,454.1000061035156,645481,2023-03-13
2023-03-20,376.3999938964844,376.3999938964844,406.45001220703125,375.3500061035156,405.3999938964844,448994,2023-03-20
2023-03-27,389.04998779296875,389.04998779296875,396.8999938964844,340.1499938964844,380.1499938964844,1186492,2023-03-27
2023-04-03,398.04998779296875,398.04998779296875,413.5,385.0,385.0,363520,2023-04-03
2023-04-10,396.1499938964844,396.1499938964844,406.95001220703125,388.0,398.04998779296875,354890,2023-04-10
2023-04-17,392.1499938964844,392.1499938964844,397.3999938964844,386.0,391.0,198297,2023-04-17
2023-04-24,423.5,423.5,444.0,386.1000061035156,392.0,1702991,2023-04-24
2023-05-01,435.3999938964844,435.3999938964844,444.3999938964844,421.0,423.5,605242,2023-05-01
2023-05-08,419.8999938964844,419.8999938964844,440.20001220703125,415.29998779296875,437.04998779296875,306593,2023-05-08
2023-05-15,420.6000061035156,420.6000061035156,424.8500061035156,407.0,419.5,317463,2023-05-15
2023-05-22,428.5,428.5,448.29998779296875,415.0,419.95001220703125,467296,2023-05-22
2023-05-29,422.1499938964844,422.1499938964844,433.45001220703125,413.1000061035156,429.8500061035156,301920,2023-05-29
2023-06-05,527.5,527.5,552.0,422.20001220703125,427.0,6403240,2023-06-05
2023-06-12,488.8999938964844,488.8999938964844,530.7000122070312,478.0,527.9500122070312,575986,2023-06-12
2023-06-19,478.3500061035156,478.3500061035156,496.8500061035156,470.45001220703125,492.0,262592,2023-06-19
2023-06-26,482.5,482.5,492.8500061035156,472.1499938964844,483.0,309269,2023-06-26
2023-07-03,495.20001220703125,495.20001220703125,519.5,484.1000061035156,484.79998779296875,792836,2023-07-03
2023-07-10,515.2000122070312,515.2000122070312,584.7999877929688,484.6000061035156,499.8999938964844,6932278,2023-07-10
2023-07-17,509.6000061035156,509.6000061035156,534.0,503.04998779296875,520.9000244140625,784318,2023-07-17
2023-07-24,507.04998779296875,507.04998779296875,517.0,498.3500061035156,510.95001220703125,416765,2023-07-24
2023-07-31,509.45001220703125,509.45001220703125,520.0,500.0,506.0,460920,2023-07-31
2023-08-07,527.3499755859375,527.3499755859375,576.0,511.8500061035156,515.0,2769972,2023-08-07
2023-08-14,495.04998779296875,495.04998779296875,528.0,491.1499938964844,527.0,642441,2023-08-14
2023-08-21,514.5499877929688,514.5499877929688,523.4000244140625,484.1000061035156,499.0,1110989,2023-08-21
2023-08-28,563.9000244140625,563.9000244140625,568.7999877929688,506.1499938964844,519.8499755859375,1155741,2023-08-28
2023-09-04,598.8499755859375,598.8499755859375,614.0999755859375,555.0,568.5,1426099,2023-09-04
2023-09-11,594.5,594.5,607.0499877929688,550.0499877929688,598.7999877929688,718670,2023-09-11
2023-09-18,546.1500244140625,546.1500244140625,597.8499755859375,541.0,590.5,292212,2023-09-18
2023-09-25,550.2999877929688,550.2999877929688,560.0,539.0499877929688,546.0,289600,2023-09-25
2023-10-02,613.25,613.25,621.0,543.75,550.2999877929688,891758,2023-10-02
2023-10-09,680.75,680.75,694.75,595.0999755859375,601.5999755859375,1319109,2023-10-09
2023-10-16,642.25,642.25,699.5,639.7000122070312,680.75,789119,2023-10-16
2023-10-23,667.4500122070312,667.4500122070312,672.7999877929688,612.0,649.7999877929688,550389,2023-10-23
2023-10-30,691.5,691.5,699.0,656.6500244140625,674.9000244140625,504250,2023-10-30
2023-11-06,863.75,863.75,874.25,692.8499755859375,695.8499755859375,5752230,2023-11-06
2023-11-13,821.0499877929688,821.0499877929688,877.0,813.0999755859375,860.0,1497439,2023-11-13
2023-11-20,841.5,841.5,864.5,776.75,821.0,1303929,2023-11-20
2023-11-27,777.2999877929688,777.2999877929688,848.9500122070312,756.75,841.5,697428,2023-11-27
2023-12-04,730.75,730.75,789.0,715.0,789.0,749597,2023-12-04
2023-12-11,766.75,766.75,789.3499755859375,730.75,732.0499877929688,906210,2023-12-11
2023-12-18,733.5,733.5,792.5,707.1500244140625,766.75,846790,2023-12-18
2023-12-25,713.7000122070312,713.7000122070312,744.4500122070312,706.0,733.5,501845,2023-12-25
2024-01-01,716.2000122070312,716.2000122070312,727.9000244140625,706.0999755859375,720.0,369659,2024-01-01
2024-01-08,699.0999755859375,699.0999755859375,723.4500122070312,692.5,723.4500122070312,435358,2024-01-08
2024-01-15,724.0499877929688,724.0499877929688,748.6500244140625,688.9500122070312,699.0999755859375,613758,2024-01-15
2024-01-22,742.4000244140625,742.4000244140625,748.8499755859375,690.0499877929688,724.0499877929688,498725,2024-01-22
2024-01-29,712.2999877929688,712.2999877929688,758.0,706.0999755859375,750.0,400370,2024-01-29
2024-02-05,691.2999877929688,691.2999877929688,733.9500122070312,672.0499877929688,729.2999877929688,927326,2024-02-05
2024-02-12,695.3499755859375,695.3499755859375,707.9000244140625,675.4500122070312,681.0999755859375,495880,2024-02-12
2024-02-19,693.6500244140625,693.6500244140625,709.9000244140625,687.1500244140625,699.0,680554,2024-02-19
2024-02-26,776.3499755859375,776.3499755859375,802.0,689.9500122070312,699.0,2281174,2024-02-26
2024-03-04,719.6500244140625,719.6500244140625,780.0,715.0,780.0,1451907,2024-03-04
2024-03-11,654.1500244140625,654.1500244140625,727.0,623.9000244140625,721.7000122070312,1126513,2024-03-11
2024-03-18,637.4000244140625,637.4000244140625,662.5499877929688,633.5499877929688,658.9000244140625,662738,2024-03-18
2024-03-25,638.0499877929688,638.0499877929688,656.7999877929688,626.9500122070312,637.4000244140625,1500534,2024-03-25
2024-04-01,716.5499877929688,716.5499877929688,743.9000244140625,650.3499755859375,656.0,757935,2024-04-01
2024-04-08,705.25,705.25,729.0,700.0999755859375,717.1500244140625,364572,2024-04-08
2024-04-15,678.9000244140625,678.9000244140625,722.8499755859375,663.7999877929688,699.9000244140625,712187,2024-04-15
2024-04-22,710.0499877929688,710.0499877929688,731.75,673.2000122070312,685.0,333389,2024-04-22
2024-04-29,749.9500122070312,749.9500122070312,756.5499877929688,698.0,716.0,1437939,2024-04-29
2024-05-06,935.5999755859375,935.5999755859375,973.5999755859375,733.9500122070312,750.0,13457481,2024-05-06
2024-05-13,901.0,901.0,961.7000122070312,897.5999755859375,939.5,951184,2024-05-13
2024-05-20,897.9500122070312,897.9500122070312,954.0,886.0,918.4000244140625,926108,2024-05-20
2024-05-27,869.6500244140625,869.6500244140625,902.9000244140625,831.4500122070312,896.0,3455990,2024-05-27
2024-06-03,822.25,822.25,918.3499755859375,756.5499877929688,918.3499755859375,1884788,2024-06-03
2024-06-10,805.9500122070312,805.9500122070312,825.9500122070312,778.3499755859375,823.5499877929688,1805787,2024-06-10
2024-06-17,857.7999877929688,857.7999877929688,864.4500122070312,802.6500244140625,805.9500122070312,1050306,2024-06-17
2024-06-24,779.6500244140625,779.6500244140625,850.0999755859375,754.0,840.25,7436700,2024-06-24
2024-07-01,845.25,845.25,848.0,771.0,780.0,1352638,2024-07-01
2024-07-08,833.4000244140625,833.4000244140625,859.0,821.0,848.4000244140625,576040,2024-07-08
2024-07-15,830.1500244140625,830.1500244140625,855.4000244140625,826.0999755859375,847.0,528562,2024-07-15
2024-07-22,865.9000244140625,865.9000244140625,894.75,815.2000122070312,815.2000122070312,917941,2024-07-22
2024-07-29,892.8499755859375,892.8499755859375,941.75,835.0,866.0,2324850,2024-07-29
2024-08-05,904.7000122070312,904.7000122070312,923.25,859.5499877929688,880.0,1200165,2024-08-05
2024-08-12,878.8499755859375,878.8499755859375,937.25,817.5,909.9000244140625,1268549,2024-08-12
2024-08-19,898.7999877929688,898.7999877929688,964.2000122070312,877.0,885.0,2042452,2024-08-19
2024-08-26,848.2000122070312,848.2000122070312,898.4500122070312,835.0,898.4500122070312,534950,2024-08-26
2024-09-02,916.5999755859375,916.5999755859375,951.4000244140625,830.0,851.0,1464173,2024-09-02
2024-09-09,991.4500122070312,991.4500122070312,999.7999877929688,875.6500244140625,918.7999877929688,1998678,2024-09-09
2024-09-16,995.1500244140625,995.1500244140625,1019.0,929.0499877929688,1002.0,1627705,2024-09-16
2024-09-23,979.6500244140625,979.6500244140625,1034.300048828125,905.5499877929688,994.9000244140625,8367187,2024-09-23
2024-09-30,908.2000122070312,908.2000122070312,997.6500244140625,903.0,974.9000244140625,626213,2024-09-30
2024-10-07,939.0,939.0,941.7999877929688,837.2000122070312,912.2000122070312,974883,2024-10-07
2024-10-14,1049.8499755859375,1049.8499755859375,1054.5999755859375,939.0,939.0,1436381,2024-10-14
2024-10-21,982.4000244140625,982.4000244140625,1053.949951171875,957.0499877929688,1049.949951171875,862123,2024-10-21
2024-10-28,1087.800048828125,1087.800048828125,1110.0,974.1500244140625,985.9500122070312,1767361,2024-10-28
2024-11-04,1238.4000244140625,1238.4000244140625,1277.550048828125,1060.0,1085.550048828125,1918796,2024-11-04
2024-11-11,1183.5999755859375,1183.5999755859375,1284.25,1161.0,1238.4000244140625,867543,2024-11-11
2024-11-18,1281.1500244140625,1281.1500244140625,1335.0,1160.949951171875,1183.6500244140625,2265610,2024-11-18
2024-11-25,1355.5999755859375,1355.5999755859375,1395.0,1267.9000244140625,1303.0,2062942,2024-11-25
2024-12-02,1452.1500244140625,1452.1500244140625,1497.800048828125,1322.300048828125,1360.0,2273597,2024-12-02
2024-12-09,1504.75,1504.75,1580.699951171875,1433.800048828125,1449.75,1822768,2024-12-09
2024-12-16,1616.0,1616.0,1650.0,1445.550048828125,1505.0,1747049,2024-12-16
2024-12-23,1564.75,1564.75,1716.9000244140625,1498.5999755859375,1570.0,2339516,2024-12-23
2024-12-30,1666.3499755859375,1666.3499755859375,1690.0,1460.0999755859375,1555.0,1614945,2024-12-30
2025-01-06,1549.199951171875,1549.199951171875,1703.949951171875,1515.0,1666.3499755859375,2336541,2025-01-06
2025-01-13,1472.25,1472.25,1530.0,1380.050048828125,1525.0999755859375,2091674,2025-01-13
2025-01-20,1347.1500244140625,1347.1500244140625,1514.949951171875,1294.0,1468.0,1737908,2025-01-20
2025-01-27,1766.6500244140625,1766.6500244140625,1836.8499755859375,1319.0999755859375,1326.949951171875,7560536,2025-01-27
2025-02-03,1696.050048828125,1696.050048828125,1814.8499755859375,1673.0,1750.0,1941136,2025-02-03
2025-02-10,1567.800048828125,1567.800048828125,1713.699951171875,1494.5999755859375,1699.5999755859375,1697452,2025-02-10
2025-02-17,1471.300048828125,1471.300048828125,1602.1500244140625,1462.5,1569.949951171875,2053874,2025-02-17
2025-02-24,1528.550048828125,1528.550048828125,1552.5,1393.0,1435.0,3067140,2025-02-24
2025-03-03,1548.800048828125,1548.800048828125,1600.0,1472.8499755859375,1528.0,2527229,2025-03-03
2025-03-10,1559.0,1559.0,1598.800048828125,1495.300048828125,1553.0,1144519,2025-03-10
2025-03-17,1807.0999755859375,1807.0999755859375,1889.0,1546.75,1568.8499755859375,3882520,2025-03-17
2025-03-24,1644.949951171875,1644.949951171875,1846.0,1620.0,1840.0,1901523,2025-03-24
2025-03-31,1672.3499755859375,1672.3499755859375,1724.0,1583.0999755859375,1644.949951171875,2038040,2025-03-31
2025-04-07,1538.0999755859375,1538.0999755859375,1574.6500244140625,1362.5,1460.0,2951777,2025-04-07
2025-04-14,1562.5,1562.5,1592.0,1495.0,1538.0999755859375,874287,2025-04-14
2025-04-21,1683.5999755859375,1683.5999755859375,1762.4000244140625,1557.0999755859375,1565.0,1918577,2025-04-21
2025-04-28,1746.4000244140625,1746.4000244140625,1809.5999755859375,1680.0,1680.0,1610117,2025-04-28
2025-05-05,1594.800048828125,1594.800048828125,1868.5,1501.199951171875,1791.4000244140625,3825130,2025-05-05
2025-05-12,1660.5,1660.5,1714.0,1606.699951171875,1669.0,1657335,2025-05-12
2025-05-19,1635.0,1635.0,1688.0,1586.699951171875,1651.199951171875,1251955,2025-05-19
2025-05-26,1553.0,1553.0,1664.699951171875,1485.0,1646.5999755859375,1498775,2025-05-26
2025-06-02,1574.4000244140625,1574.4000244140625,1579.800048828125,1506.4000244140625,1525.0,871651,2025-06-02
2025-06-09,1637.300048828125,1637.300048828125,1694.9000244140625,1569.4000244140625,1579.699951171875,1638358,2025-06-09
2025-06-16,1641.0999755859375,1641.0999755859375,1725.0,1611.0,1630.0,1126489,2025-06-16
2025-06-23,1603.199951171875,1603.199951171875,1702.0,1557.0,1635.9000244140625,1631523,2025-06-23
2025-06-30,1699.4000244140625,1699.4000244140625,1752.9000244140625,1600.0,1600.0,2025786,2025-06-30
2025-07-07,1899.699951171875,1899.699951171875,1918.0,1667.800048828125,1699.4000244140625,3261376,2025-07-07
2025-07-14,1904.5,1904.5,2000.0,1865.0999755859375,1905.0,1586994,2025-07-14
