Date,Adj Close_SYMPHONY.NS,Close_SYMPHONY.NS,High_SYMPHONY.NS,Low_SYMPHONY.NS,Open_SYMPHONY.NS,Volume_SYMPHONY.NS,Date
2021-12-20,965.6646118164062,1000.6500244140625,1018.8499755859375,955.5,975.0,107575,2021-12-20
2021-12-27,964.8925170898438,999.8499755859375,1025.0,945.0,1000.6500244140625,68527,2021-12-27
2022-01-03,964.4100341796875,999.3499755859375,1025.5999755859375,990.0,1000.0,70300,2022-01-03
2022-01-10,1024.5799560546875,1061.699951171875,1068.0,999.4000244140625,1004.3499755859375,190410,2022-01-10
2022-01-17,1004.652099609375,1041.050048828125,1089.0,1031.0,1070.300048828125,280265,2022-01-17
2022-01-24,957.8960571289062,992.5999755859375,1060.0,958.6500244140625,1046.300048828125,333710,2022-01-24
2022-01-31,959.29541015625,994.0499877929688,1044.0,984.0499877929688,1044.0,231433,2022-01-31
2022-02-07,960.9290161132812,994.75,1005.0,981.4500122070312,999.8499755859375,81755,2022-02-07
2022-02-14,951.1726684570312,984.6500244140625,1009.0,960.7999877929688,995.0,107742,2022-02-14
2022-02-21,930.5001831054688,963.25,987.0,902.0,984.6500244140625,133846,2022-02-21
2022-02-28,939.6288452148438,972.7000122070312,1004.0,937.0,958.0,101204,2022-02-28
2022-03-07,1002.0807495117188,1037.3499755859375,1075.0,940.5999755859375,964.0499877929688,524215,2022-03-07
2022-03-14,1073.3233642578125,1111.0999755859375,1155.449951171875,1024.9000244140625,1055.0,791785,2022-03-14
2022-03-21,1046.468505859375,1083.300048828125,1154.0,1070.300048828125,1154.0,413806,2022-03-21
2022-03-28,1087.523681640625,1125.800048828125,1137.0999755859375,1060.199951171875,1099.0,382614,2022-03-28
2022-04-04,1162.7265625,1203.6500244140625,1215.0,1139.949951171875,1140.0,796464,2022-04-04
2022-04-11,1120.8023681640625,1160.25,1214.0,1133.0,1205.0,242595,2022-04-11
2022-04-18,1083.756103515625,1121.9000244140625,1160.4000244140625,1078.0,1152.0,641990,2022-04-18
2022-04-25,1094.2371826171875,1132.75,1158.5,1090.0,1100.0,514989,2022-04-25
2022-05-02,1091.0977783203125,1129.5,1185.0,1098.050048828125,1130.0,579219,2022-05-02
2022-05-09,1019.0824584960938,1054.949951171875,1130.9000244140625,992.0499877929688,1127.949951171875,386402,2022-05-09
2022-05-16,1043.2322998046875,1079.949951171875,1114.4000244140625,1030.0,1058.800048828125,242534,2022-05-16
2022-05-23,977.6409301757812,1012.0499877929688,1090.0,997.25,1084.949951171875,123537,2022-05-23
2022-05-30,950.979248046875,984.4500122070312,1031.0,980.0,1005.3499755859375,324697,2022-05-30
2022-06-06,933.3499145507812,966.2000122070312,993.75,947.25,993.75,50939,2022-06-06
2022-06-13,837.57080078125,867.0499877929688,954.8499755859375,851.2000122070312,950.0,128884,2022-06-13
2022-06-20,815.2562255859375,843.9500122070312,873.9000244140625,828.0,869.2000122070312,147818,2022-06-20
2022-06-27,834.2864379882812,863.6500244140625,881.5999755859375,841.0,858.9500122070312,267206,2022-06-27
2022-07-04,858.2916259765625,888.5,895.0,862.0,867.6500244140625,58623,2022-07-04
2022-07-11,824.8196411132812,853.8499755859375,892.9500122070312,838.0,886.0,240378,2022-07-11
2022-07-18,886.595458984375,917.7999877929688,932.0,854.0,866.6500244140625,234685,2022-07-18
2022-07-25,906.9780883789062,938.9000244140625,978.0,918.7999877929688,925.0,344933,2022-07-25
2022-08-01,888.382568359375,919.6500244140625,960.0,917.0,945.0,190545,2022-08-01
2022-08-08,888.3990478515625,917.7000122070312,930.0,905.0,919.6500244140625,56758,2022-08-08
2022-08-15,873.1519165039062,901.9500122070312,929.2999877929688,900.0499877929688,917.7000122070312,120677,2022-08-15
2022-08-22,902.7265014648438,932.5,937.75,867.0499877929688,900.0,297422,2022-08-22
2022-08-29,909.0252685546875,932.7999877929688,966.0,903.5999755859375,916.0,102552,2022-08-29
2022-09-05,887.3424072265625,910.5499877929688,942.3499755859375,901.2000122070312,937.5,115190,2022-09-05
2022-09-12,869.1190185546875,891.8499755859375,919.7999877929688,865.6500244140625,914.0,364496,2022-09-12
2022-09-19,838.0321655273438,859.9500122070312,896.3499755859375,850.4000244140625,895.0,125472,2022-09-19
2022-09-26,863.0770263671875,885.6500244140625,920.0,828.2000122070312,859.9500122070312,653945,2022-09-26
2022-10-03,858.6917724609375,881.1500244140625,896.0,870.0,885.0,115211,2022-10-03
2022-10-10,825.8994750976562,847.5,882.3499755859375,840.7000122070312,882.0,105030,2022-10-10
2022-10-17,832.7210083007812,854.5,894.7000122070312,837.0499877929688,851.0,299664,2022-10-17
2022-10-24,821.4653930664062,842.9500122070312,869.0,839.1500244140625,867.0,67600,2022-10-24
2022-10-31,816.4465942382812,837.7999877929688,847.2000122070312,820.5999755859375,847.2000122070312,126262,2022-10-31
2022-11-07,821.5142211914062,841.0,853.4500122070312,829.1500244140625,842.0,89223,2022-11-07
2022-11-14,815.9951171875,835.3499755859375,858.25,832.0,845.25,107126,2022-11-14
2022-11-21,860.1965942382812,880.5999755859375,891.6500244140625,835.3499755859375,835.3499755859375,104217,2022-11-21
2022-11-28,909.4778442382812,931.0499877929688,939.0,875.5999755859375,878.2000122070312,207396,2022-11-28
2022-12-05,910.1126708984375,931.7000122070312,949.0,902.5499877929688,943.9500122070312,113752,2022-12-05
2022-12-12,884.2755126953125,905.25,945.0,899.4500122070312,932.0,99262,2022-12-12
2022-12-19,859.3175659179688,879.7000122070312,930.0499877929688,870.0,910.0,107921,2022-12-19
2022-12-26,883.9336547851562,904.9000244140625,910.0,884.0999755859375,884.0999755859375,60807,2022-12-26
2023-01-02,944.7412719726562,967.1500244140625,984.0,907.2000122070312,913.5499877929688,253095,2023-01-02
2023-01-09,955.9259643554688,978.5999755859375,1006.0,960.25,979.0999755859375,185519,2023-01-09
2023-01-16,944.3506469726562,966.75,984.4500122070312,948.3499755859375,978.5999755859375,129880,2023-01-16
2023-01-23,925.1069946289062,947.0499877929688,984.0,922.5499877929688,968.5999755859375,80720,2023-01-23
2023-01-30,934.5821533203125,956.75,994.0499877929688,942.9500122070312,949.7999877929688,153449,2023-01-30
2023-02-06,1007.2096557617188,1031.0999755859375,1126.5999755859375,953.0,961.5499877929688,1698560,2023-02-06
2023-02-13,1031.0931396484375,1055.550048828125,1068.1500244140625,1021.0499877929688,1035.0,353407,2023-02-13
2023-02-20,1099.715576171875,1125.800048828125,1152.0,1040.0,1070.0,1946413,2023-02-20
2023-02-27,1126.4317626953125,1153.1500244140625,1219.0,1128.5,1150.0,1036529,2023-02-27
2023-03-06,1098.1036376953125,1124.1500244140625,1199.0999755859375,1121.0,1157.699951171875,377440,2023-03-06
2023-03-13,1112.3165283203125,1138.699951171875,1154.6500244140625,1077.449951171875,1128.449951171875,404233,2023-03-13
2023-03-20,1060.05615234375,1085.199951171875,1165.4000244140625,1080.0,1150.0,305542,2023-03-20
2023-03-27,990.65234375,1014.1500244140625,1103.949951171875,1000.1500244140625,1094.9000244140625,487146,2023-03-27
2023-04-03,973.753173828125,996.8499755859375,1017.5,991.25,1014.0,133253,2023-04-03
2023-04-10,972.7275390625,995.7999877929688,1014.9000244140625,960.0,989.9500122070312,275167,2023-04-10
2023-04-17,962.3731079101562,985.2000122070312,1010.3499755859375,981.0,996.0,213034,2023-04-17
2023-04-24,958.7587890625,981.5,1005.25,975.5499877929688,1000.0,192949,2023-04-24
2023-05-01,919.294921875,941.0999755859375,1014.8499755859375,925.0,981.5,442822,2023-05-01
2023-05-08,863.371337890625,883.8499755859375,941.0,881.6500244140625,929.5499877929688,394308,2023-05-08
2023-05-15,853.16357421875,873.4000244140625,904.4500122070312,871.0,885.0,116014,2023-05-15
2023-05-22,827.3751831054688,847.0,888.0,845.0999755859375,873.4000244140625,252795,2023-05-22
2023-05-29,829.3287963867188,849.0,857.3499755859375,839.5999755859375,851.0,222533,2023-05-29
2023-06-05,864.0062866210938,884.5,900.0499877929688,843.6500244140625,850.6500244140625,632006,2023-06-05
2023-06-12,893.7507934570312,914.9500122070312,939.9000244140625,885.75,894.0,504016,2023-06-12
2023-06-19,880.4659423828125,901.3499755859375,927.0,900.0,920.0,272884,2023-06-19
2023-06-26,876.6074829101562,897.4000244140625,915.0,887.1500244140625,899.5,413719,2023-06-26
2023-07-03,862.5410766601562,883.0,902.0,879.0499877929688,897.0,209801,2023-07-03
2023-07-10,855.3125610351562,875.5999755859375,896.75,874.5499877929688,884.9500122070312,444812,2023-07-10
2023-07-17,857.31494140625,877.6500244140625,888.0,865.2999877929688,884.9000244140625,294175,2023-07-17
2023-07-24,848.7042846679688,867.8499755859375,884.0,855.0,882.0499877929688,323016,2023-07-24
2023-07-31,866.6495361328125,886.2000122070312,889.9500122070312,865.0,872.1500244140625,185938,2023-07-31
2023-08-07,870.8213500976562,889.4500122070312,894.4500122070312,866.0,890.5999755859375,157857,2023-08-07
2023-08-14,863.2825317382812,881.75,908.0,876.0,897.0,165695,2023-08-14
2023-08-21,859.611083984375,878.0,893.75,866.0,888.7000122070312,114580,2023-08-21
2023-08-28,866.1218872070312,884.6500244140625,890.0,872.5,878.0,129681,2023-08-28
2023-09-04,890.451416015625,909.5,924.75,880.0,889.8499755859375,398302,2023-09-04
2023-09-11,884.2344360351562,903.1500244140625,917.8499755859375,878.5999755859375,909.5,195919,2023-09-11
2023-09-18,866.7582397460938,885.2999877929688,920.0,880.5499877929688,904.9000244140625,134149,2023-09-18
2023-09-25,861.5202026367188,879.9500122070312,889.6500244140625,872.5,887.9500122070312,130364,2023-09-25
2023-10-02,853.7857666015625,872.0499877929688,884.3499755859375,870.0,879.9500122070312,74976,2023-10-02
2023-10-09,849.3799438476562,867.5499877929688,880.0,859.0,866.0,106603,2023-10-09
2023-10-16,835.134765625,853.0,874.0,825.0,871.9000244140625,217454,2023-10-16
2023-10-23,829.015625,846.75,859.7000122070312,825.0,853.5,189178,2023-10-23
2023-10-30,829.21142578125,846.9500122070312,855.9000244140625,830.5,844.0,98760,2023-10-30
2023-11-06,853.3162841796875,869.5,880.9500122070312,845.7000122070312,851.2000122070312,107185,2023-11-06
2023-11-13,854.8864135742188,871.0999755859375,884.9500122070312,867.0,871.75,79552,2023-11-13
2023-11-20,855.0827026367188,871.2999877929688,883.75,866.0,875.7000122070312,95257,2023-11-20
2023-11-27,854.2485961914062,870.4500122070312,875.9500122070312,859.0999755859375,871.2999877929688,86246,2023-11-27
2023-12-04,867.35009765625,883.7999877929688,895.4500122070312,872.0,894.7000122070312,245337,2023-12-04
2023-12-11,857.4381713867188,873.7000122070312,894.0,871.0499877929688,885.0,192093,2023-12-11
2023-12-18,861.8052978515625,878.1500244140625,897.0,866.0999755859375,878.0499877929688,1054518,2023-12-18
2023-12-25,859.6953125,876.0,895.0,871.0,878.1500244140625,385962,2023-12-25
2024-01-01,900.766357421875,917.8499755859375,929.7999877929688,873.9000244140625,877.0,1135845,2024-01-01
2024-01-08,914.9474487304688,932.2999877929688,954.0,903.8499755859375,925.0,565166,2024-01-08
2024-01-15,913.9660034179688,931.2999877929688,950.0,905.0999755859375,940.0,584155,2024-01-15
2024-01-22,912.1504516601562,929.4500122070312,950.3499755859375,911.5499877929688,931.2999877929688,228386,2024-01-22
2024-01-29,920.39404296875,937.8499755859375,976.0,922.0,931.5,612553,2024-01-29
2024-02-05,897.9694213867188,915.0,963.3499755859375,912.8499755859375,937.8499755859375,435113,2024-02-05
2024-02-12,903.6148071289062,912.9500122070312,935.0,906.0,926.9500122070312,264399,2024-02-12
2024-02-19,907.5245361328125,916.9000244140625,935.0,912.0499877929688,918.9500122070312,209909,2024-02-19
2024-02-26,888.8176879882812,898.0,929.9500122070312,880.5499877929688,925.0,303532,2024-02-26
2024-03-04,873.9711303710938,883.0,922.0,875.0499877929688,922.0,184471,2024-03-04
2024-03-11,819.8303833007812,828.2999877929688,895.0,821.25,887.9000244140625,370517,2024-03-11
2024-03-18,859.0750122070312,867.9500122070312,883.6500244140625,820.0,834.4000244140625,489523,2024-03-18
2024-03-25,838.8836059570312,847.5499877929688,886.2000122070312,837.0,867.9500122070312,458650,2024-03-25
2024-04-01,942.2655639648438,952.0,974.0,852.0,855.0,2834984,2024-04-01
2024-04-08,958.2999267578125,968.2000122070312,1000.0,958.0499877929688,959.4500122070312,1212462,2024-04-08
2024-04-15,939.0982666015625,948.7999877929688,983.4500122070312,932.6500244140625,941.9500122070312,589709,2024-04-15
2024-04-22,923.3114013671875,932.8499755859375,977.0,925.0,963.9000244140625,417237,2024-04-22
2024-04-29,955.7265014648438,965.5999755859375,1019.0,934.75,934.75,1900888,2024-04-29
2024-05-06,961.7147216796875,971.6500244140625,975.0,933.0999755859375,968.25,849535,2024-05-06
2024-05-13,985.4693603515625,995.6500244140625,1020.2000122070312,944.9500122070312,974.0,904161,2024-05-13
2024-05-20,1002.6912841796875,1013.0499877929688,1019.4000244140625,992.0999755859375,1005.5,596194,2024-05-20
2024-05-27,1073.26220703125,1084.3499755859375,1108.449951171875,1021.0,1024.949951171875,1761434,2024-05-27
2024-06-03,1139.0821533203125,1150.8499755859375,1160.75,913.0,1120.0,1371932,2024-06-03
2024-06-10,1250.382568359375,1263.300048828125,1290.0,1137.050048828125,1145.0,1281239,2024-06-10
2024-06-17,1152.840087890625,1164.75,1278.75,1160.0,1263.300048828125,588925,2024-06-17
2024-06-24,1162.886474609375,1174.9000244140625,1204.9000244140625,1145.550048828125,1145.550048828125,614403,2024-06-24
2024-07-01,1140.2205810546875,1152.0,1220.0,1138.0,1176.0,344193,2024-07-01
2024-07-08,1107.0631103515625,1118.5,1166.9000244140625,1106.0,1153.1500244140625,241322,2024-07-08
2024-07-15,1083.5560302734375,1094.75,1196.25,1087.1500244140625,1118.550048828125,274401,2024-07-15
2024-07-22,1150.7615966796875,1162.6500244140625,1188.550048828125,1063.5999755859375,1080.0,285829,2024-07-22
2024-07-29,1237.18017578125,1241.5,1278.8499755859375,1159.4000244140625,1162.6500244140625,587592,2024-07-29
2024-08-05,1652.679443359375,1658.449951171875,1748.75,1205.0,1226.0,11235536,2024-08-05
2024-08-12,1681.4788818359375,1687.3499755859375,1712.0,1635.0,1663.9000244140625,1290879,2024-08-12
2024-08-19,1618.5985107421875,1624.25,1745.199951171875,1610.0,1695.0999755859375,930890,2024-08-19
2024-08-26,1557.4857177734375,1562.0,1710.0,1478.050048828125,1615.0,1404331,2024-08-26
2024-09-02,1541.531982421875,1546.0,1605.0,1480.050048828125,1536.0,648695,2024-09-02
2024-09-09,1478.1158447265625,1482.4000244140625,1558.050048828125,1436.8499755859375,1558.050048828125,652477,2024-09-09
2024-09-16,1587.997314453125,1592.5999755859375,1604.0,1439.8499755859375,1477.199951171875,625950,2024-09-16
2024-09-23,1612.27685546875,1616.949951171875,1658.5999755859375,1578.050048828125,1617.0,672031,2024-09-23
2024-09-30,1651.064453125,1655.8499755859375,1713.0,1535.5,1620.0,1016003,2024-09-30
2024-10-07,1819.426513671875,1824.699951171875,1880.949951171875,1592.449951171875,1635.0,2273414,2024-10-07
2024-10-14,1768.9229736328125,1774.050048828125,1869.75,1734.550048828125,1825.0,771072,2024-10-14
2024-10-21,1596.373046875,1601.0,1785.0,1550.9000244140625,1775.0,662410,2024-10-21
2024-10-28,1529.4171142578125,1533.8499755859375,1672.0,1448.050048828125,1577.0,1445809,2024-10-28
2024-11-04,1554.9930419921875,1559.5,1644.25,1521.0,1526.0,706145,2024-11-04
2024-11-11,1438.5594482421875,1440.949951171875,1542.1500244140625,1393.199951171875,1541.0,374936,2024-11-11
2024-11-18,1402.7191162109375,1405.050048828125,1436.6500244140625,1369.050048828125,1429.949951171875,258864,2024-11-18
2024-11-25,1342.1197509765625,1344.3499755859375,1429.800048828125,1320.0,1405.0,561466,2024-11-25
2024-12-02,1361.038330078125,1363.300048828125,1416.0,1325.0,1325.5999755859375,266294,2024-12-02
2024-12-09,1347.71044921875,1349.949951171875,1447.8499755859375,1336.050048828125,1359.050048828125,329873,2024-12-09
2024-12-16,1324.0498046875,1326.25,1391.800048828125,1317.0,1354.0,300605,2024-12-16
2024-12-23,1329.8900146484375,1332.0999755859375,1347.050048828125,1243.6500244140625,1326.25,383029,2024-12-23
2024-12-30,1342.4691162109375,1344.699951171875,1388.0999755859375,1294.9000244140625,1352.0999755859375,355935,2024-12-30
2025-01-06,1274.681884765625,1276.800048828125,1384.550048828125,1246.0,1348.050048828125,786851,2025-01-06
2025-01-13,1276.97802734375,1279.0999755859375,1294.5999755859375,1214.0,1275.8499755859375,442448,2025-01-13
2025-01-20,1273.384033203125,1275.5,1323.9000244140625,1238.0,1272.0,348877,2025-01-20
2025-01-27,1326.545654296875,1328.75,1336.0,1220.550048828125,1250.0,470900,2025-01-27
2025-02-03,1240.2889404296875,1242.3499755859375,1454.800048828125,1228.5,1320.0,2111643,2025-02-03
2025-02-10,1098.923828125,1100.75,1271.0,1072.199951171875,1242.0,990089,2025-02-10
2025-02-17,1139.75,1139.75,1161.8499755859375,1061.5999755859375,1084.25,458375,2025-02-17
2025-02-24,1062.0999755859375,1062.0999755859375,1204.9000244140625,1045.300048828125,1136.050048828125,455427,2025-02-24
2025-03-03,1151.300048828125,1151.300048828125,1176.449951171875,1025.25,1080.0,647697,2025-03-03
2025-03-10,1156.199951171875,1156.199951171875,1204.0,1120.050048828125,1150.0,370373,2025-03-10
2025-03-17,1157.1500244140625,1157.1500244140625,1197.9000244140625,1142.0,1157.9000244140625,425517,2025-03-17
2025-03-24,1121.199951171875,1121.199951171875,1199.300048828125,1112.25,1169.949951171875,588191,2025-03-24
2025-03-31,1092.6500244140625,1092.6500244140625,1152.699951171875,1081.0,1121.199951171875,339767,2025-03-31
2025-04-07,1135.75,1135.75,1143.8499755859375,949.7999877929688,1010.0999755859375,402447,2025-04-07
2025-04-14,1161.699951171875,1161.699951171875,1180.800048828125,1125.0999755859375,1135.75,341670,2025-04-14
2025-04-21,1160.800048828125,1160.800048828125,1237.9000244140625,1141.199951171875,1161.800048828125,732074,2025-04-21
2025-04-28,1133.199951171875,1133.199951171875,1196.699951171875,1132.0,1160.0,360339,2025-04-28
2025-05-05,1253.0999755859375,1253.0999755859375,1347.9000244140625,1145.5999755859375,1161.5,5323936,2025-05-05
2025-05-12,1286.5,1286.5,1340.0,1271.800048828125,1321.9000244140625,911344,2025-05-12
2025-05-19,1245.699951171875,1245.699951171875,1309.5,1243.300048828125,1283.300048828125,629525,2025-05-19
2025-05-26,1219.0,1219.0,1251.800048828125,1212.0,1251.800048828125,370921,2025-05-26
2025-06-02,1150.5999755859375,1150.5999755859375,1225.5,1147.0,1219.0,342672,2025-06-02
2025-06-09,1138.199951171875,1138.199951171875,1204.0,1133.0,1157.699951171875,378697,2025-06-09
2025-06-16,1080.300048828125,1080.300048828125,1157.0999755859375,1070.4000244140625,1138.199951171875,383109,2025-06-16
2025-06-23,1081.800048828125,1081.800048828125,1094.9000244140625,1062.199951171875,1080.300048828125,368678,2025-06-23
2025-06-30,1130.699951171875,1130.699951171875,1139.0999755859375,1073.699951171875,1082.0,539781,2025-06-30
2025-07-07,1149.300048828125,1149.300048828125,1164.699951171875,1133.0999755859375,1136.300048828125,249747,2025-07-07
2025-07-14,1170.300048828125,1170.300048828125,1182.0999755859375,1134.5999755859375,1155.0,91868,2025-07-14
