Date,Adj Close_JLHL.NS,Close_JLHL.NS,High_JLHL.NS,Low_JLHL.NS,Open_JLHL.NS,Volume_JLHL.NS,Date
2024-04-15,1225.806640625,1227.550048828125,1270.0,1193.8499755859375,1212.800048828125,181765,2024-04-15
2024-04-22,1208.481201171875,1210.199951171875,1270.0,1169.4000244140625,1238.0,372268,2024-04-22
2024-04-29,1221.812255859375,1223.550048828125,1255.949951171875,1195.5999755859375,1211.0,128269,2024-04-29
2024-05-06,1237.489990234375,1239.25,1260.0,1202.3499755859375,1215.0,230081,2024-05-06
2024-05-13,1244.6798095703125,1246.449951171875,1323.699951171875,1201.25,1234.0,625272,2024-05-13
2024-05-20,1147.318115234375,1148.949951171875,1250.0,1133.75,1249.0,530441,2024-05-20
2024-05-27,1174.928955078125,1176.5999755859375,1199.0,1134.9000244140625,1157.9000244140625,236494,2024-05-27
2024-06-03,1183.5667724609375,1185.25,1218.0,1067.6500244140625,1218.0,114831,2024-06-03
2024-06-10,1238.4385986328125,1240.199951171875,1282.300048828125,1205.3499755859375,1220.0,103866,2024-06-10
2024-06-17,1318.025390625,1319.9000244140625,1345.0,1200.0,1242.3499755859375,848475,2024-06-17
2024-06-24,1296.356201171875,1298.199951171875,1354.0,1206.8499755859375,1320.0,305411,2024-06-24
2024-07-01,1318.9241943359375,1320.800048828125,1340.0,1260.0,1289.1500244140625,269084,2024-07-01
2024-07-08,1331.456298828125,1333.3499755859375,1392.9000244140625,1248.949951171875,1320.800048828125,298999,2024-07-08
2024-07-15,1317.526123046875,1319.4000244140625,1364.5,1295.0999755859375,1333.3499755859375,378701,2024-07-15
2024-07-22,1314.6302490234375,1316.5,1333.0,1266.050048828125,1306.199951171875,169555,2024-07-22
2024-07-29,1345.63623046875,1347.550048828125,1373.0999755859375,1313.1500244140625,1360.0,659001,2024-07-29
2024-08-05,1332.1556396484375,1333.050048828125,1346.949951171875,1277.0,1345.0,75187,2024-08-05
2024-08-12,1355.7896728515625,1356.699951171875,1365.0,1266.0,1332.0,223550,2024-08-12
2024-08-19,1317.265625,1318.1500244140625,1373.75,1310.699951171875,1358.300048828125,118757,2024-08-19
2024-08-26,1336.952392578125,1337.8499755859375,1351.800048828125,1291.699951171875,1336.800048828125,122272,2024-08-26
2024-09-02,1341.3494873046875,1342.25,1394.5,1318.949951171875,1337.8499755859375,403430,2024-09-02
2024-09-09,1368.68115234375,1369.5999755859375,1374.5,1313.0,1342.300048828125,294249,2024-09-09
2024-09-16,1341.3494873046875,1342.25,1398.0,1263.199951171875,1398.0,1650896,2024-09-16
2024-09-23,1386.0194091796875,1386.949951171875,1433.0,1361.5,1361.699951171875,255794,2024-09-23
2024-09-30,1431.3890380859375,1432.3499755859375,1448.0,1370.0,1394.949951171875,184785,2024-09-30
2024-10-07,1370.729736328125,1371.6500244140625,1450.0,1351.0,1435.0,201125,2024-10-07
2024-10-14,1376.67578125,1377.5999755859375,1390.050048828125,1316.9000244140625,1388.0,131513,2024-10-14
2024-10-21,1349.0443115234375,1349.949951171875,1387.0,1292.0,1387.0,219450,2024-10-21
2024-10-28,1350.3433837890625,1351.25,1387.949951171875,1326.300048828125,1359.800048828125,189391,2024-10-28
2024-11-04,1423.194580078125,1424.1500244140625,1434.199951171875,1341.5999755859375,1351.25,355645,2024-11-04
2024-11-11,1479.4068603515625,1480.4000244140625,1565.800048828125,1443.25,1498.800048828125,333438,2024-11-11
2024-11-18,1519.9295654296875,1520.949951171875,1582.949951171875,1466.949951171875,1491.75,346794,2024-11-18
2024-11-25,1511.585205078125,1512.5999755859375,1567.9000244140625,1461.8499755859375,1555.0,169712,2024-11-25
2024-12-02,1549.159912109375,1550.199951171875,1575.800048828125,1477.0,1525.0,199263,2024-12-02
2024-12-09,1522.177978515625,1523.199951171875,1647.0,1505.550048828125,1573.449951171875,308796,2024-12-09
2024-12-16,1572.0445556640625,1573.0999755859375,1627.949951171875,1519.9000244140625,1523.25,241371,2024-12-16
2024-12-23,1560.9019775390625,1561.949951171875,1582.0,1525.0999755859375,1582.0,49616,2024-12-23
2024-12-30,1547.56103515625,1548.5999755859375,1579.449951171875,1513.4000244140625,1550.0,112448,2024-12-30
2025-01-06,1550.059326171875,1551.0999755859375,1598.9000244140625,1520.0,1534.550048828125,217805,2025-01-06
2025-01-13,1515.1827392578125,1516.199951171875,1576.949951171875,1495.550048828125,1520.0,321390,2025-01-13
2025-01-20,1521.9781494140625,1523.0,1588.75,1498.0,1505.0999755859375,169961,2025-01-20
2025-01-27,1601.9744873046875,1603.050048828125,1706.25,1467.050048828125,1491.0999755859375,175323,2025-01-27
2025-02-03,1588.58349609375,1589.6500244140625,1679.5999755859375,1542.3499755859375,1623.0,227000,2025-02-03
2025-02-10,1499.6431884765625,1500.6500244140625,1622.6500244140625,1446.050048828125,1614.5999755859375,222424,2025-02-10
2025-02-17,1489.400146484375,1490.4000244140625,1509.9000244140625,1441.6500244140625,1500.6500244140625,97119,2025-02-17
2025-02-24,1434.7366943359375,1435.699951171875,1487.0,1410.0,1480.0,177422,2025-02-24
2025-03-03,1481.80517578125,1482.800048828125,1545.0,1403.699951171875,1435.699951171875,136561,2025-03-03
2025-03-10,1523.027587890625,1524.050048828125,1574.699951171875,1460.5,1482.199951171875,80324,2025-03-10
2025-03-17,1655.7884521484375,1656.9000244140625,1668.0,1498.699951171875,1520.0,88210,2025-03-17
2025-03-24,1595.4788818359375,1596.550048828125,1770.0,1501.0,1656.949951171875,480849,2025-03-24
2025-03-31,1555.9053955078125,1556.949951171875,1596.550048828125,1511.0,1596.550048828125,51537,2025-03-31
2025-04-07,1449.576904296875,1450.550048828125,1520.949951171875,1266.0,1270.0,175588,2025-04-07
2025-04-14,1468.4141845703125,1469.4000244140625,1497.5999755859375,1423.5999755859375,1451.0,94356,2025-04-14
2025-04-21,1499.093505859375,1500.0999755859375,1528.9000244140625,1445.0999755859375,1489.800048828125,125915,2025-04-21
2025-04-28,1459.0205078125,1460.0,1499.9000244140625,1432.5,1478.0,121664,2025-04-28
2025-05-05,1420.74609375,1421.699951171875,1500.0,1405.0999755859375,1456.0999755859375,211920,2025-05-05
2025-05-12,1398.7608642578125,1399.699951171875,1449.699951171875,1380.0,1431.699951171875,159525,2025-05-12
2025-05-19,1458.321044921875,1459.300048828125,1464.5999755859375,1388.199951171875,1408.9000244140625,175254,2025-05-19
2025-05-26,1463.8172607421875,1464.800048828125,1480.0,1412.0999755859375,1480.0,198241,2025-05-26
2025-06-02,1465.0164794921875,1466.0,1499.199951171875,1435.0999755859375,1478.0,66695,2025-06-02
2025-06-09,1523.27734375,1524.300048828125,1556.9000244140625,1467.4000244140625,1482.0,325811,2025-06-09
2025-06-16,1457.8212890625,1458.800048828125,1539.5,1435.0,1515.0,374997,2025-06-16
2025-06-23,1455.322998046875,1456.300048828125,1494.5,1400.0,1440.5,146802,2025-06-23
2025-06-30,1505.4892578125,1506.5,1514.4000244140625,1457.5999755859375,1478.0999755859375,129152,2025-06-30
2025-07-07,1497.0,1497.0,1560.0,1490.300048828125,1522.0,214610,2025-07-07
2025-07-14,1480.5,1480.5,1505.0,1476.9000244140625,1504.4000244140625,18915,2025-07-14
