Date,Adj Close_PLATIND.NS,Close_PLATIND.NS,High_PLATIND.NS,Low_PLATIND.NS,Open_PLATIND.NS,Volume_PLATIND.NS,Date
2024-08-12,353.54998779296875,353.54998779296875,398.0,336.3999938964844,376.8999938964844,7041447,2024-08-12
2024-08-19,428.6000061035156,428.6000061035156,433.8999938964844,351.95001220703125,355.5,8503990,2024-08-19
2024-08-26,415.8500061035156,415.8500061035156,439.0,409.1000061035156,432.8999938964844,2449634,2024-08-26
2024-09-02,414.8500061035156,414.8500061035156,439.20001220703125,411.0,417.5,3060424,2024-09-02
2024-09-09,397.95001220703125,397.95001220703125,415.8500061035156,386.54998779296875,415.0,1916736,2024-09-09
2024-09-16,393.3999938964844,393.3999938964844,406.0,358.3999938964844,399.8500061035156,2518004,2024-09-16
2024-09-23,391.0,391.0,425.95001220703125,383.0,393.70001220703125,2369199,2024-09-23
2024-09-30,380.1000061035156,380.1000061035156,396.0,365.29998779296875,389.8500061035156,1202133,2024-09-30
2024-10-07,379.25,379.25,395.0,352.70001220703125,382.8999938964844,1579362,2024-10-07
2024-10-14,447.1000061035156,447.1000061035156,463.1000061035156,377.1499938964844,381.45001220703125,5090636,2024-10-14
2024-10-21,405.20001220703125,405.20001220703125,484.79998779296875,356.70001220703125,450.54998779296875,6194055,2024-10-21
2024-10-28,435.8500061035156,435.8500061035156,445.70001220703125,406.79998779296875,412.04998779296875,1788721,2024-10-28
2024-11-04,445.0,445.0,470.20001220703125,417.70001220703125,437.8500061035156,2326159,2024-11-04
2024-11-11,413.3999938964844,413.3999938964844,454.95001220703125,388.54998779296875,439.95001220703125,1597380,2024-11-11
2024-11-18,406.8999938964844,406.8999938964844,437.20001220703125,404.70001220703125,413.0,862160,2024-11-18
2024-11-25,430.75,430.75,449.70001220703125,420.0,420.20001220703125,1490774,2024-11-25
2024-12-02,472.1000061035156,472.1000061035156,485.8999938964844,431.5,433.6499938964844,5452422,2024-12-02
2024-12-09,487.29998779296875,487.29998779296875,496.20001220703125,447.3500061035156,473.0,3490375,2024-12-09
2024-12-16,433.1499938964844,433.1499938964844,502.04998779296875,429.6499938964844,492.0,2862963,2024-12-16
2024-12-23,425.1499938964844,425.1499938964844,443.79998779296875,411.0,439.95001220703125,1575736,2024-12-23
2024-12-30,440.29998779296875,440.29998779296875,443.79998779296875,418.3500061035156,426.5,1219707,2024-12-30
2025-01-06,375.75,375.75,444.0,372.5,442.79998779296875,1660328,2025-01-06
2025-01-13,376.6000061035156,376.6000061035156,389.70001220703125,350.3999938964844,374.95001220703125,1161401,2025-01-13
2025-01-20,343.1499938964844,343.1499938964844,389.70001220703125,340.0,382.25,919444,2025-01-20
2025-01-27,306.8500061035156,306.8500061035156,340.0,281.29998779296875,340.0,1959800,2025-01-27
2025-02-03,297.8500061035156,297.8500061035156,311.25,281.20001220703125,303.8999938964844,923477,2025-02-03
2025-02-10,251.4499969482422,251.4499969482422,299.6000061035156,247.35000610351562,297.0,1123693,2025-02-10
2025-02-17,260.3500061035156,260.3500061035156,273.0,228.0,248.8000030517578,1020385,2025-02-17
2025-02-24,255.85000610351562,255.85000610351562,278.5,251.60000610351562,257.0,565422,2025-02-24
2025-03-03,281.54998779296875,281.54998779296875,284.3999938964844,235.5500030517578,260.0,1077000,2025-03-03
2025-03-10,250.10000610351562,250.10000610351562,286.70001220703125,248.0,283.3500061035156,925412,2025-03-10
2025-03-17,290.3999938964844,290.3999938964844,299.75,245.6999969482422,253.85000610351562,1684690,2025-03-17
2025-03-24,266.25,266.25,308.1499938964844,264.0,296.95001220703125,1861241,2025-03-24
2025-03-31,265.6000061035156,265.6000061035156,288.0,264.25,266.25,861979,2025-03-31
2025-04-07,255.3000030517578,255.3000030517578,266.95001220703125,225.0,225.0,738256,2025-04-07
2025-04-14,275.75,275.75,282.5,255.3000030517578,255.3000030517578,430483,2025-04-14
2025-04-21,259.95001220703125,259.95001220703125,281.8999938964844,250.85000610351562,277.5,699936,2025-04-21
2025-04-28,248.85000610351562,248.85000610351562,267.3500061035156,247.64999389648438,260.54998779296875,459207,2025-04-28
2025-05-05,259.20001220703125,259.20001220703125,268.8500061035156,225.14999389648438,248.0,1256047,2025-05-05
2025-05-12,262.0,262.0,281.0,253.0,267.0,1209846,2025-05-12
2025-05-19,262.3500061035156,262.3500061035156,270.29998779296875,256.8999938964844,262.0,358293,2025-05-19
2025-05-26,256.0,256.0,266.5,254.0,264.95001220703125,244468,2025-05-26
2025-06-02,290.04998779296875,290.04998779296875,301.0,251.10000610351562,254.0,1762356,2025-06-02
2025-06-09,283.29998779296875,283.29998779296875,306.54998779296875,275.3999938964844,291.5,1112356,2025-06-09
2025-06-16,271.25,271.25,288.6000061035156,262.25,281.0,633544,2025-06-16
2025-06-23,275.45001220703125,275.45001220703125,282.3999938964844,265.3999938964844,266.8500061035156,407179,2025-06-23
2025-06-30,274.8999938964844,274.8999938964844,280.45001220703125,269.3999938964844,275.45001220703125,392501,2025-06-30
2025-07-07,266.3999938964844,266.3999938964844,277.6499938964844,261.1000061035156,273.54998779296875,470296,2025-07-07
2025-07-14,272.70001220703125,272.70001220703125,274.95001220703125,262.04998779296875,266.3999938964844,140059,2025-07-14
