Date,Adj Close_DYNAMATECH.NS,Close_DYNAMATECH.NS,High_DYNAMATECH.NS,Low_DYNAMATECH.NS,Open_DYNAMATECH.NS,Volume_DYNAMATECH.NS,Date
2021-07-12,1608.9129638671875,1617.4000244140625,1649.800048828125,1572.949951171875,1624.0,28147,2021-07-12
2021-07-19,1573.74853515625,1582.050048828125,1636.75,1540.0,1617.4000244140625,24340,2021-07-19
2021-07-26,1674.3677978515625,1683.199951171875,1730.0,1512.5999755859375,1598.0,61446,2021-07-26
2021-08-02,1623.83447265625,1632.4000244140625,1715.0,1551.050048828125,1715.0,32024,2021-08-02
2021-08-09,2127.178955078125,2138.39990234375,2285.0,1626.25,1649.0,1310835,2021-08-09
2021-08-16,2162.59228515625,2174.0,2372.0,2060.14990234375,2138.39990234375,269666,2021-08-16
2021-08-23,2330.00927734375,2342.300048828125,2492.699951171875,1990.0999755859375,2192.699951171875,377344,2021-08-23
2021-08-30,2286.7373046875,2298.800048828125,2421.0,2250.0,2365.300048828125,125415,2021-08-30
2021-09-06,2829.62353515625,2844.550048828125,2857.300048828125,2270.0,2298.800048828125,294783,2021-09-06
2021-09-13,3076.81982421875,3093.050048828125,3380.0,2791.199951171875,2840.0,813843,2021-09-13
2021-09-20,2994.354736328125,3010.14990234375,3093.0,2751.5,3071.0,196600,2021-09-20
2021-09-27,3123.324462890625,3139.800048828125,3257.050048828125,2889.0,3029.39990234375,144665,2021-09-27
2021-10-04,2940.9365234375,2956.449951171875,3158.25,2917.10009765625,3158.25,81183,2021-10-04
2021-10-11,2765.511962890625,2780.10009765625,2987.050048828125,2735.0,2959.0,32386,2021-10-11
2021-10-18,2576.658447265625,2590.25,2882.800048828125,2502.10009765625,2838.0,29633,2021-10-18
2021-10-25,2615.8017578125,2629.60009765625,2780.0,2480.0,2580.0,38993,2021-10-25
2021-11-01,2479.570068359375,2492.64990234375,2588.0,2254.60009765625,2545.0,38642,2021-11-01
2021-11-08,2380.890869140625,2393.449951171875,2470.0,2200.0,2469.0,33200,2021-11-08
2021-11-15,2245.5048828125,2257.35009765625,2395.0,2200.0,2395.0,22089,2021-11-15
2021-11-22,2286.787353515625,2298.85009765625,2400.0,2122.0,2236.0,25040,2021-11-22
2021-11-29,2300.216552734375,2312.35009765625,2328.85009765625,2111.0,2222.0,15723,2021-11-29
2021-12-06,2270.025390625,2282.0,2340.85009765625,2200.0,2339.89990234375,17729,2021-12-06
2021-12-13,2165.925048828125,2177.35009765625,2375.0,2152.0,2319.89990234375,25736,2021-12-13
2021-12-20,2065.255615234375,2076.14990234375,2180.0,2025.300048828125,2075.050048828125,11032,2021-12-20
2021-12-27,2281.0673828125,2293.10009765625,2315.0,2045.0,2129.800048828125,11854,2021-12-27
2022-01-03,2128.770751953125,2140.0,2347.0,2080.85009765625,2324.25,28904,2022-01-03
2022-01-10,2277.685302734375,2289.699951171875,2289.699951171875,2147.800048828125,2200.0,29269,2022-01-10
2022-01-17,2156.623779296875,2168.0,2524.35009765625,2130.0,2340.0,50414,2022-01-17
2022-01-24,2109.372802734375,2120.5,2249.0,1971.050048828125,2249.0,30483,2022-01-24
2022-01-31,2228.1962890625,2239.949951171875,2295.0,2022.5999755859375,2125.0,22039,2022-01-31
2022-02-07,2178.060546875,2189.550048828125,2340.89990234375,2110.0,2251.10009765625,59041,2022-02-07
2022-02-14,1999.0550537109375,2009.5999755859375,2145.800048828125,1987.449951171875,2145.800048828125,40327,2022-02-14
2022-02-21,1952.401123046875,1962.699951171875,2000.5,1786.0,2000.5,40549,2022-02-21
2022-02-28,1893.3624267578125,1903.3499755859375,1990.0,1860.0,1948.0999755859375,24964,2022-02-28
2022-03-07,2102.608642578125,2113.699951171875,2174.64990234375,1805.050048828125,1840.199951171875,59403,2022-03-07
2022-03-14,2128.2734375,2139.5,2189.85009765625,2085.0,2115.0,22375,2022-03-14
2022-03-21,2261.918701171875,2273.85009765625,2464.449951171875,2119.949951171875,2164.699951171875,67250,2022-03-21
2022-03-28,2214.91650390625,2226.60009765625,2292.199951171875,2121.0,2283.0,28057,2022-03-28
2022-04-04,2545.5224609375,2558.949951171875,2604.0,2152.60009765625,2247.300048828125,134563,2022-04-04
2022-04-11,2470.81640625,2483.85009765625,2645.5,2470.0,2580.0,51905,2022-04-11
2022-04-18,2410.783203125,2423.5,2549.0,2295.050048828125,2440.0,58782,2022-04-18
2022-04-25,2277.83447265625,2289.85009765625,2419.949951171875,2238.0,2387.14990234375,33812,2022-04-25
2022-05-02,1939.966552734375,1950.199951171875,2322.300048828125,1920.0,2289.85009765625,35597,2022-05-02
2022-05-09,1792.5941162109375,1802.050048828125,2100.0,1681.0999755859375,1950.199951171875,55808,2022-05-09
2022-05-16,1905.001220703125,1915.050048828125,1995.75,1772.0999755859375,1830.699951171875,25039,2022-05-16
2022-05-23,1788.16748046875,1797.5999755859375,1949.0,1730.8499755859375,1934.949951171875,24010,2022-05-23
2022-05-30,1976.7724609375,1987.199951171875,2099.0,1815.0,1830.0,37236,2022-05-30
2022-06-06,2011.6884765625,2022.300048828125,2060.0,1915.5,1980.050048828125,76411,2022-06-06
2022-06-13,1778.170166015625,1787.550048828125,2041.0,1766.449951171875,2041.0,205300,2022-06-13
2022-06-20,1784.984375,1794.4000244140625,1817.699951171875,1678.6500244140625,1799.0,32715,2022-06-20
2022-06-27,1795.7772216796875,1805.25,1894.9000244140625,1752.5999755859375,1829.0,24662,2022-06-27
2022-07-04,1971.947998046875,1982.3499755859375,2000.0,1785.0,1785.0,36705,2022-07-04
2022-07-11,1875.954345703125,1885.8499755859375,2036.5,1875.25,1976.199951171875,41365,2022-07-11
2022-07-18,1960.4586181640625,1970.800048828125,2034.0,1881.0,1919.5999755859375,53230,2022-07-18
2022-07-25,1790.25634765625,1799.699951171875,1978.199951171875,1744.0,1976.0,34361,2022-07-25
2022-08-01,1932.4066162109375,1942.5999755859375,1957.6500244140625,1802.949951171875,1815.699951171875,36945,2022-08-01
2022-08-08,1852.8760986328125,1862.6500244140625,2050.0,1855.0,1949.0,54686,2022-08-08
2022-08-15,2087.836669921875,2098.85009765625,2178.0,1855.0,1862.6500244140625,92627,2022-08-15
2022-08-22,2096.94970703125,2104.85009765625,2149.699951171875,2010.0,2110.0,30161,2022-08-22
2022-08-29,2230.147705078125,2238.550048828125,2310.0,2039.0,2090.0,79507,2022-08-29
2022-09-05,2237.071533203125,2245.5,2399.0,2215.0,2258.0,67195,2022-09-05
2022-09-12,2325.687744140625,2334.449951171875,2539.0,2224.050048828125,2260.10009765625,94872,2022-09-12
2022-09-19,2323.5458984375,2332.300048828125,2499.0,2320.0,2345.89990234375,48018,2022-09-19
2022-09-26,2273.534423828125,2282.10009765625,2345.0,2161.0,2297.300048828125,28426,2022-09-26
2022-10-03,2272.787109375,2281.35009765625,2331.050048828125,2190.0,2291.0,13526,2022-10-03
2022-10-10,2304.118896484375,2312.800048828125,2413.0,2190.0,2256.0,56388,2022-10-10
2022-10-17,2206.536865234375,2214.85009765625,2360.050048828125,2155.199951171875,2312.800048828125,46363,2022-10-17
2022-10-24,2243.945556640625,2252.39990234375,2325.25,2201.0,2222.0,20672,2022-10-24
2022-10-31,2431.439453125,2440.60009765625,2445.0,2238.39990234375,2345.85009765625,90741,2022-10-31
2022-11-07,2369.373046875,2378.300048828125,2522.75,2360.0,2442.0,36073,2022-11-07
2022-11-14,2379.385498046875,2388.35009765625,2560.0,2365.0,2400.25,135412,2022-11-14
2022-11-21,2721.1474609375,2731.39990234375,2813.550048828125,2361.050048828125,2380.0,254396,2022-11-21
2022-11-28,2640.25244140625,2650.199951171875,2772.39990234375,2606.60009765625,2755.0,65227,2022-11-28
2022-12-05,2548.000244140625,2557.60009765625,2786.35009765625,2550.0,2675.0,62286,2022-12-05
2022-12-12,2591.984375,2601.75,2657.25,2550.85009765625,2557.60009765625,39628,2022-12-12
2022-12-19,2372.16259765625,2381.10009765625,2650.0,2300.0,2585.0,47488,2022-12-19
2022-12-26,2419.4345703125,2428.550048828125,2550.0,2345.050048828125,2420.0,38491,2022-12-26
2023-01-02,2387.7041015625,2396.699951171875,2494.800048828125,2353.050048828125,2412.050048828125,18333,2023-01-02
2023-01-09,2509.943359375,2519.39990234375,2541.449951171875,2349.949951171875,2415.449951171875,28049,2023-01-09
2023-01-16,2484.987548828125,2494.35009765625,2581.0,2450.449951171875,2519.0,23987,2023-01-16
2023-01-23,2313.78271484375,2322.5,2559.89990234375,2310.0,2495.89990234375,31037,2023-01-23
2023-01-30,2407.031494140625,2416.10009765625,2560.25,2326.0,2326.0,47779,2023-01-30
2023-02-06,2742.268310546875,2752.60009765625,2802.0,2364.050048828125,2440.0,99044,2023-02-06
2023-02-13,2722.841552734375,2733.10009765625,2882.10009765625,2426.39990234375,2649.0,188359,2023-02-13
2023-02-20,2542.57080078125,2552.14990234375,2751.949951171875,2495.75,2730.0,35579,2023-02-20
2023-02-27,2602.4951171875,2612.300048828125,2740.949951171875,2465.14990234375,2564.64990234375,44211,2023-02-27
2023-03-06,2770.9599609375,2781.39990234375,2933.800048828125,2646.10009765625,2650.0,76690,2023-03-06
2023-03-13,2621.323486328125,2631.199951171875,2826.199951171875,2560.0,2823.10009765625,35476,2023-03-13
2023-03-20,2681.048583984375,2691.14990234375,2840.0,2599.5,2660.0,43646,2023-03-20
2023-03-27,2752.031005859375,2762.39990234375,2790.0,2585.0,2715.10009765625,59151,2023-03-27
2023-04-03,2867.89501953125,2878.699951171875,2946.5,2780.25,2781.0,54043,2023-04-03
2023-04-10,2859.3271484375,2870.10009765625,2984.0,2813.0,2878.699951171875,40293,2023-04-10
2023-04-17,2863.461669921875,2874.25,3023.449951171875,2820.0,2850.25,56248,2023-04-17
2023-04-24,2913.921630859375,2924.89990234375,3008.0,2845.0,2874.25,42876,2023-04-24
2023-05-01,3138.724609375,3150.550048828125,3191.949951171875,2924.89990234375,2924.89990234375,81035,2023-05-01
2023-05-08,3276.40576171875,3288.75,3320.0,3065.85009765625,3150.550048828125,65475,2023-05-08
2023-05-15,3403.974853515625,3416.800048828125,3517.0,3228.10009765625,3276.0,120873,2023-05-15
2023-05-22,3291.84765625,3304.25,3548.050048828125,3263.25,3548.050048828125,55557,2023-05-22
2023-05-29,3296.6298828125,3309.050048828125,3535.0,3210.0,3325.0,75352,2023-05-29
2023-06-05,3397.25048828125,3410.050048828125,3481.0,3325.39990234375,3358.35009765625,67717,2023-06-05
2023-06-12,3619.13232421875,3625.25,3700.050048828125,3384.550048828125,3400.050048828125,80093,2023-06-12
2023-06-19,3695.15380859375,3701.39990234375,3800.0,3535.300048828125,3660.85009765625,91230,2023-06-19
2023-06-26,3772.473388671875,3778.85009765625,3800.0,3625.0,3681.0,31498,2023-06-26
2023-07-03,3795.484130859375,3801.89990234375,3895.0,3635.949951171875,3800.0,46097,2023-07-03
2023-07-10,3910.9892578125,3917.60009765625,4050.0,3789.699951171875,3819.0,61687,2023-07-10
2023-07-17,3953.46728515625,3960.14990234375,4040.0,3826.64990234375,3937.199951171875,32814,2023-07-17
2023-07-24,3902.50341796875,3909.10009765625,4033.64990234375,3817.0,3980.0,25802,2023-07-24
2023-07-31,4104.76123046875,4111.7001953125,4400.0,3880.0,3909.10009765625,87607,2023-07-31
2023-08-07,3993.69921875,4000.449951171875,4315.0,3833.25,4111.7001953125,49381,2023-08-07
2023-08-14,3824.23583984375,3830.699951171875,3997.800048828125,3786.10009765625,3950.0,36976,2023-08-14
2023-08-21,3937.3447265625,3944.0,4061.89990234375,3796.800048828125,3849.89990234375,49102,2023-08-21
2023-08-28,3857.379638671875,3863.89990234375,3993.949951171875,3813.85009765625,3963.75,35035,2023-08-28
2023-09-04,3897.71142578125,3904.300048828125,3979.0,3858.0,3883.25,37081,2023-09-04
2023-09-11,3858.52783203125,3865.050048828125,3966.10009765625,3600.0,3955.050048828125,55732,2023-09-11
2023-09-18,4222.11279296875,4229.25,4500.0,3940.0,3942.35009765625,227949,2023-09-18
2023-09-25,4067.57421875,4074.449951171875,4373.9501953125,3957.050048828125,4283.5,98689,2023-09-25
2023-10-02,4620.140625,4627.9501953125,4750.0,4074.449951171875,4074.449951171875,197660,2023-10-02
2023-10-09,4414.138671875,4421.60009765625,4678.25,4372.0498046875,4540.14990234375,57738,2023-10-09
2023-10-16,4360.87841796875,4368.25,4499.89990234375,4335.75,4443.75,26815,2023-10-16
2023-10-23,4063.880615234375,4070.75,4403.9501953125,3775.050048828125,4368.5,69760,2023-10-23
2023-10-30,4005.67919921875,4012.449951171875,4101.0,3921.0,4070.75,38298,2023-10-30
2023-11-06,4162.21435546875,4169.25,4438.75,4010.0,4032.550048828125,45773,2023-11-06
2023-11-13,3966.545166015625,3973.25,4150.0,3930.0,4085.0,37068,2023-11-13
2023-11-20,4007.62548828125,4014.39990234375,4134.9501953125,3930.0,3993.14990234375,37756,2023-11-20
2023-11-27,4456.21728515625,4463.75,4567.0,4014.39990234375,4014.39990234375,108256,2023-11-27
2023-12-04,4405.55322265625,4413.0,4617.0,4310.0,4617.0,137825,2023-12-04
2023-12-11,4426.46826171875,4433.9501953125,4815.0,4333.35009765625,4432.85009765625,96436,2023-12-11
2023-12-18,4497.2978515625,4504.89990234375,4620.0,4219.9501953125,4457.9501953125,88222,2023-12-18
2023-12-25,5104.17236328125,5112.7998046875,5289.89990234375,4401.35009765625,4504.89990234375,212912,2023-12-25
2024-01-01,5244.83447265625,5253.7001953125,5402.0,5060.10009765625,5102.0,64966,2024-01-01
2024-01-08,5326.59619140625,5335.60009765625,5475.0,5222.14990234375,5300.4501953125,65205,2024-01-08
2024-01-15,6024.71630859375,6034.89990234375,6079.9501953125,5129.0,5399.10009765625,158394,2024-01-15
2024-01-22,6515.78564453125,6526.7998046875,6781.89990234375,6034.89990234375,6034.89990234375,114791,2024-01-22
2024-01-29,6261.31591796875,6271.89990234375,6609.9501953125,6109.0,6575.0,48131,2024-01-29
2024-02-05,7144.0244140625,7156.10009765625,7780.0,6271.85009765625,6271.89990234375,265903,2024-02-05
2024-02-12,6837.7421875,6849.2998046875,7388.0,6329.0,7275.0,119818,2024-02-12
2024-02-19,7424.4501953125,7437.0,7488.7998046875,6776.0498046875,6952.0498046875,65020,2024-02-19
2024-02-26,7230.6279296875,7237.7001953125,7709.9501953125,7082.64990234375,7380.7998046875,84274,2024-02-26
2024-03-04,7376.78466796875,7384.0,7780.0,7080.0,7400.0,105885,2024-03-04
2024-03-11,6759.7880859375,6766.39990234375,7407.35009765625,6074.0,7384.0,136092,2024-03-11
2024-03-18,6977.9248046875,6984.75,7040.0,6496.85009765625,6834.7998046875,63222,2024-03-18
2024-03-25,7449.8134765625,7457.10009765625,7681.0,6720.0,7062.64990234375,109705,2024-03-25
2024-04-01,8207.3212890625,8215.349609375,8499.0,7580.0,7659.9501953125,171248,2024-04-01
2024-04-08,8647.193359375,8655.650390625,9082.900390625,8169.0498046875,8296.599609375,121819,2024-04-08
2024-04-15,8286.89453125,8295.0,8650.0,8055.35009765625,8650.0,69364,2024-04-15
2024-04-22,7915.4580078125,7923.2001953125,8594.400390625,7888.9501953125,8330.0,74954,2024-04-22
2024-04-29,8072.154296875,8080.0498046875,8375.0,7723.89990234375,8150.0,49599,2024-04-29
2024-05-06,7714.5546875,7722.10009765625,8114.0,7610.0,8114.0,42216,2024-05-06
2024-05-13,8518.017578125,8526.349609375,8683.5,7430.10009765625,7800.0498046875,70271,2024-05-13
2024-05-20,7750.96875,7758.5498046875,8647.0,7695.14990234375,8609.349609375,64286,2024-05-20
2024-05-27,7782.48779296875,7790.10009765625,8266.4501953125,7145.85009765625,7803.4501953125,187162,2024-05-27
2024-06-03,7702.16650390625,7709.7001953125,8030.0,6176.25,7990.0,111003,2024-06-03
2024-06-10,7546.26904296875,7553.64990234375,7985.0498046875,7489.0,7690.0,59134,2024-06-10
2024-06-17,7719.9990234375,7727.5498046875,8049.89990234375,7569.64990234375,7650.0,36408,2024-06-17
2024-06-24,7339.07177734375,7346.25,7788.89990234375,7311.0,7788.89990234375,59217,2024-06-24
2024-07-01,7245.81298828125,7252.89990234375,7450.0,7200.0,7346.25,56623,2024-07-01
2024-07-08,7032.57177734375,7039.4501953125,7489.9501953125,6912.4501953125,7326.10009765625,111602,2024-07-08
2024-07-15,6754.34375,6760.9501953125,7148.9501953125,6700.0,7110.35009765625,47196,2024-07-15
2024-07-22,7222.7353515625,7229.7998046875,7320.0,6575.0,6750.0,46714,2024-07-22
2024-07-29,6998.70458984375,7005.5498046875,7570.0,6890.0,7349.75,52609,2024-07-29
2024-08-05,6681.953125,6683.7001953125,6959.7998046875,6507.5498046875,6799.7001953125,62468,2024-08-05
2024-08-12,6687.951171875,6689.7001953125,6964.9501953125,6400.0,6501.0,52278,2024-08-12
2024-08-19,7496.53955078125,7498.5,7684.0,6823.5498046875,6885.0,254957,2024-08-19
2024-08-26,7975.7646484375,7977.85009765625,8075.0,7345.64990234375,7470.0,152422,2024-08-26
2024-09-02,7956.21923828125,7958.2998046875,8233.0,7825.0,8041.0,77885,2024-09-02
2024-09-09,7838.4501953125,7840.5,8075.0,7750.0,8000.0,31339,2024-09-09
2024-09-16,7637.85302734375,7639.85009765625,7890.7998046875,7330.0,7850.0,45187,2024-09-16
2024-09-23,8086.28515625,8088.39990234375,8261.400390625,7351.0498046875,7695.0,197052,2024-09-23
2024-09-30,7790.06298828125,7792.10009765625,8254.650390625,7680.0,8136.85009765625,64876,2024-09-30
2024-10-07,7739.47607421875,7741.5,8356.900390625,7500.0498046875,7819.9501953125,87339,2024-10-07
2024-10-14,7710.583984375,7712.60009765625,8070.0,7453.0,7750.0,76140,2024-10-14
2024-10-21,6894.34716796875,6896.14990234375,7850.0,6854.85009765625,7787.9501953125,57158,2024-10-21
2024-10-28,7524.7822265625,7526.75,7629.9501953125,6785.10009765625,6896.0,38785,2024-10-28
2024-11-04,7242.056640625,7243.9501953125,7769.9501953125,7210.0,7548.9501953125,42088,2024-11-04
2024-11-11,7022.513671875,7024.35009765625,7400.0,6700.0,7400.0,46398,2024-11-11
2024-11-18,7244.20556640625,7246.10009765625,7391.0,6766.0,7079.60009765625,55470,2024-11-18
2024-11-25,7711.7333984375,7713.75,7790.0,7184.0,7319.2001953125,53982,2024-11-25
2024-12-02,7946.4501953125,7946.4501953125,8091.0,7701.0,7713.75,47058,2024-12-02
2024-12-09,8590.5,8590.5,8937.0,7840.64990234375,7946.4501953125,139433,2024-12-09
2024-12-16,8235.25,8235.25,8670.0,7974.2998046875,8650.0,67510,2024-12-16
2024-12-23,8480.5498046875,8480.5498046875,8750.0,8060.0,8338.0,67918,2024-12-23
2024-12-30,8099.2998046875,8099.2998046875,8639.900390625,8050.5,8490.0,88713,2024-12-30
2025-01-06,7739.5,7739.5,8128.64990234375,7650.5,7950.0,67484,2025-01-06
2025-01-13,7520.0498046875,7520.0498046875,7700.0498046875,7151.0498046875,7645.14990234375,42924,2025-01-13
2025-01-20,7165.39990234375,7165.39990234375,7693.2001953125,7082.39990234375,7534.9501953125,32752,2025-01-20
2025-01-27,7277.25,7277.25,7359.64990234375,6528.0,7065.9501953125,52135,2025-01-27
2025-02-03,6865.75,6865.75,7190.89990234375,6794.10009765625,7168.10009765625,28609,2025-02-03
2025-02-10,6447.89990234375,6447.89990234375,6903.0,6224.7001953125,6601.0,67959,2025-02-10
2025-02-17,6457.9501953125,6457.9501953125,6672.0,6001.5,6447.89990234375,42857,2025-02-17
2025-02-24,6775.9501953125,6775.9501953125,6893.2001953125,6350.0,6457.9501953125,30984,2025-02-24
2025-03-03,6509.60009765625,6509.60009765625,6810.0,6210.0,6721.0,42054,2025-03-03
2025-03-10,6015.2001953125,6015.2001953125,6599.89990234375,5988.0,6509.4501953125,36191,2025-03-10
2025-03-17,6562.35009765625,6562.35009765625,6614.0,5710.0,5997.2001953125,106035,2025-03-17
2025-03-24,6212.7001953125,6212.7001953125,6834.0,6121.0498046875,6649.89990234375,61893,2025-03-24
2025-03-31,6069.39990234375,6069.39990234375,6490.0,6030.0498046875,6212.7001953125,42926,2025-03-31
2025-04-07,6275.5,6275.5,6349.5498046875,5444.14990234375,5951.0,55600,2025-04-07
2025-04-14,6311.5,6311.5,6480.0,6275.5,6349.0,29666,2025-04-14
2025-04-21,6386.0,6386.0,6833.0,6327.0,6399.0,59686,2025-04-21
2025-04-28,6415.5,6415.5,6578.5,6202.0,6398.0,26955,2025-04-28
2025-05-05,6363.0,6363.0,6497.0,6120.0,6382.0,37030,2025-05-05
2025-05-12,7136.5,7136.5,7239.0,6442.5,6442.5,84405,2025-05-12
2025-05-19,6775.0,6775.0,7232.0,6750.5,7175.0,41660,2025-05-19
2025-05-26,6854.0,6854.0,7120.0,6767.0,6850.0,48680,2025-05-26
2025-06-02,6775.0,6775.0,6999.0,6748.0,6840.0,44092,2025-06-02
2025-06-09,6969.5,6969.5,7366.0,6691.0,6804.0,115797,2025-06-09
2025-06-16,7051.0,7051.0,7548.5,6959.0,7011.0,117140,2025-06-16
2025-06-23,7147.0,7147.0,7400.0,6921.0,7051.0,82539,2025-06-23
2025-06-30,7261.0,7261.0,7278.0,7068.0,7174.0,34970,2025-06-30
2025-07-07,7102.5,7102.5,7299.5,7077.0,7261.0,22020,2025-07-07
2025-07-14,7222.0,7222.0,7338.5,6927.0,7150.0,48771,2025-07-14
