Date,Adj Close_RETAIL.NS,Close_RETAIL.NS,High_RETAIL.NS,Low_RETAIL.NS,Open_RETAIL.NS,Volume_RETAIL.NS,Date
2025-03-17,38.560001373291016,38.560001373291016,39.849998474121094,33.02000045776367,37.529998779296875,25172,2025-03-17
2025-03-24,34.04999923706055,34.04999923706055,40.79999923706055,33.11000061035156,38.0099983215332,31265,2025-03-24
2025-03-31,39.5099983215332,39.5099983215332,41.349998474121094,31.5,34.04999923706055,62325,2025-03-31
2025-04-07,36.029998779296875,36.029998779296875,41.20000076293945,34.33000183105469,38.9900016784668,51584,2025-04-07
2025-04-14,36.27000045776367,36.27000045776367,38.790000915527344,34.79999923706055,36.02000045776367,33324,2025-04-14
2025-04-21,36.130001068115234,36.130001068115234,41.400001525878906,35.599998474121094,40.0,59868,2025-04-21
2025-04-28,35.0,35.0,39.41999816894531,33.29999923706055,35.95000076293945,17956,2025-04-28
2025-05-05,38.9900016784668,38.9900016784668,42.20000076293945,34.66999816894531,34.66999816894531,134669,2025-05-05
2025-05-12,40.31999969482422,40.31999969482422,44.439998626708984,37.36000061035156,42.9900016784668,53301,2025-05-12
2025-05-19,38.81999969482422,38.81999969482422,44.45000076293945,38.29999923706055,39.79999923706055,52123,2025-05-19
2025-05-26,39.849998474121094,39.849998474121094,40.810001373291016,37.5,39.0099983215332,49922,2025-05-26
2025-06-02,39.72999954223633,39.72999954223633,41.84000015258789,37.11000061035156,40.20000076293945,46782,2025-06-02
2025-06-09,37.11000061035156,37.11000061035156,40.959999084472656,36.900001525878906,40.119998931884766,56441,2025-06-09
2025-06-16,35.09000015258789,35.09000015258789,38.209999084472656,35.0,38.209999084472656,35016,2025-06-16
2025-06-23,36.040000915527344,36.040000915527344,38.880001068115234,34.0099983215332,35.08000183105469,58449,2025-06-23
2025-06-30,36.029998779296875,36.029998779296875,37.540000915527344,34.540000915527344,36.040000915527344,44260,2025-06-30
2025-07-07,35.9900016784668,35.9900016784668,36.9900016784668,33.31999969482422,35.439998626708984,41955,2025-07-07
2025-07-14,35.5099983215332,35.5099983215332,37.70000076293945,34.56999969482422,36.150001525878906,24631,2025-07-14
