Date,Adj Close_OLECTRA.NS,Close_OLECTRA.NS,High_OLECTRA.NS,Low_OLECTRA.NS,Open_OLECTRA.NS,Volume_OLECTRA.NS,Date
2020-12-07,100.87688446044922,101.0,117.8499984741211,92.0,112.4000015258789,4351806,2020-12-07
2020-12-14,111.1643295288086,111.30000305175781,119.9000015258789,98.0,101.0,3586597,2020-12-14
2020-12-21,113.66128540039062,113.80000305175781,115.80000305175781,95.0,111.30000305175781,2193257,2020-12-21
2020-12-28,131.73919677734375,131.89999389648438,143.3000030517578,113.19999694824219,117.9000015258789,6024918,2020-12-28
2021-01-04,135.93409729003906,136.10000610351562,144.6999969482422,128.4499969482422,136.39999389648438,3324099,2021-01-04
2021-01-11,137.38233947753906,137.5500030517578,148.64999389648438,135.0,138.25,1974564,2021-01-11
2021-01-18,129.39207458496094,129.5500030517578,141.5500030517578,126.94999694824219,137.0,1233055,2021-01-18
2021-01-25,137.6320343017578,137.8000030517578,137.8000030517578,124.5999984741211,130.35000610351562,591199,2021-01-25
2021-02-01,175.48580932617188,175.6999969482422,175.6999969482422,139.85000610351562,140.0,752335,2021-02-01
2021-02-08,190.06802368164062,190.3000030517578,196.14999389648438,166.9499969482422,184.4499969482422,6576498,2021-02-08
2021-02-15,173.83782958984375,174.0500030517578,187.89999389648438,170.5,182.10000610351562,6374358,2021-02-15
2021-02-22,181.07899475097656,181.3000030517578,189.0500030517578,166.5,175.89999389648438,3208942,2021-02-22
2021-03-01,186.52235412597656,186.75,186.75,175.5,183.6999969482422,1221516,2021-03-01
2021-03-08,226.52352905273438,226.8000030517578,226.89999389648438,196.0500030517578,196.0500030517578,3809558,2021-03-08
2021-03-15,211.29212951660156,211.5500030517578,232.0500030517578,199.39999389648438,231.8000030517578,4583936,2021-03-15
2021-03-22,213.7391357421875,214.0,231.5,205.75,218.5,2195381,2021-03-22
2021-03-29,219.18247985839844,219.4499969482422,223.60000610351562,210.85000610351562,214.0,909144,2021-03-29
2021-04-05,219.53207397460938,219.8000030517578,228.39999389648438,208.5,225.0,1741042,2021-04-05
2021-04-12,193.96327209472656,194.1999969482422,216.0,185.5,216.0,1979048,2021-04-12
2021-04-19,186.27264404296875,186.5,195.9499969482422,178.1999969482422,186.1999969482422,1510783,2021-04-19
2021-04-26,181.27874755859375,181.5,192.8000030517578,179.3000030517578,184.75,831860,2021-04-26
2021-05-03,177.48338317871094,177.6999969482422,193.9499969482422,176.0,180.9499969482422,1101404,2021-05-03
2021-05-10,179.3311309814453,179.5500030517578,186.8000030517578,169.10000610351562,179.4499969482422,1067086,2021-05-10
2021-05-17,178.48216247558594,178.6999969482422,183.4499969482422,175.10000610351562,179.5500030517578,562149,2021-05-17
2021-05-24,178.98155212402344,179.1999969482422,193.60000610351562,176.39999389648438,179.0500030517578,1430901,2021-05-24
2021-05-31,171.39083862304688,171.60000610351562,181.75,169.85000610351562,176.5,1614523,2021-05-31
2021-06-07,188.1703338623047,188.39999389648438,202.89999389648438,166.10000610351562,166.10000610351562,3800545,2021-06-07
2021-06-14,178.18251037597656,178.39999389648438,195.85000610351562,175.39999389648438,190.8000030517578,1844128,2021-06-14
2021-06-21,217.83413696289062,218.10000610351562,222.0,174.14999389648438,175.0500030517578,8920082,2021-06-21
2021-06-28,242.8036651611328,243.10000610351562,245.3000030517578,208.35000610351562,224.0,7545282,2021-06-28
2021-07-05,243.95223999023438,244.25,278.45001220703125,237.25,247.4499969482422,5635733,2021-07-05
2021-07-12,244.10206604003906,244.39999389648438,255.0,238.5500030517578,246.5,932248,2021-07-12
2021-07-19,242.004638671875,242.3000030517578,248.0,231.5,245.0,1002691,2021-07-19
2021-07-26,302.9802551269531,303.3500061035156,303.3500061035156,237.3000030517578,243.9499969482422,2527913,2021-07-26
2021-08-02,316.56365966796875,316.95001220703125,344.0,301.0,318.5,2230306,2021-08-02
2021-08-09,312.5185852050781,312.8999938964844,329.0,274.54998779296875,329.0,1491486,2021-08-09
2021-08-16,290.8450622558594,291.20001220703125,330.3500061035156,291.20001220703125,318.79998779296875,1019052,2021-08-16
2021-08-23,297.5868225097656,297.95001220703125,312.0,276.6499938964844,298.8999938964844,1783660,2021-08-23
2021-08-30,316.31396484375,316.70001220703125,323.95001220703125,290.6000061035156,303.95001220703125,722052,2021-08-30
2021-09-06,359.91070556640625,360.3500061035156,360.3500061035156,310.04998779296875,322.0,2052188,2021-09-06
2021-09-13,387.57696533203125,388.04998779296875,417.1000061035156,371.20001220703125,378.3500061035156,2878450,2021-09-13
2021-09-20,417.84002685546875,418.3500061035156,447.75,371.0,371.75,2586768,2021-09-20
2021-09-27,432.77178955078125,433.29998779296875,433.29998779296875,398.04998779296875,411.0,761742,2021-09-27
2021-10-04,499.98974609375,500.6000061035156,510.0,454.95001220703125,454.95001220703125,1224013,2021-10-04
2021-10-11,567.4574584960938,568.1500244140625,598.9000244140625,502.1000061035156,502.1000061035156,1732968,2021-10-11
2021-10-18,548.1309814453125,548.7999877929688,586.0,508.5,586.0,1359679,2021-10-18
2021-10-25,560.416015625,561.0999755859375,590.2000122070312,495.3500061035156,555.8499755859375,959121,2021-10-25
2021-11-01,628.732666015625,629.5,636.0,568.0,580.0,729872,2021-11-01
2021-11-08,750.9833984375,751.9000244140625,751.9000244140625,632.0,654.0,2488569,2021-11-08
2021-11-15,837.2282104492188,838.25,907.7000122070312,775.0999755859375,789.4500122070312,1619595,2021-11-15
2021-11-22,844.6691284179688,845.7000122070312,888.2999877929688,756.5499877929688,855.0999755859375,1633229,2021-11-22
2021-11-29,825.2427978515625,826.25,854.2000122070312,763.2999877929688,810.0,1664193,2021-11-29
2021-12-06,774.9042358398438,775.8499755859375,830.0,765.0,829.0,617414,2021-12-06
2021-12-13,865.0941772460938,866.1500244140625,941.2000122070312,800.0,809.0,1629515,2021-12-13
2021-12-20,795.1295166015625,796.0999755859375,848.0,775.0499877929688,827.25,558193,2021-12-20
2021-12-27,797.0272827148438,798.0,812.25,743.5,784.5,566230,2021-12-27
2022-01-03,825.7421875,826.75,877.7999877929688,794.0,827.0,1372433,2022-01-03
2022-01-10,820.3987426757812,821.4000244140625,854.7000122070312,794.25,828.0,743997,2022-01-10
2022-01-17,797.5266723632812,798.5,834.0,767.2000122070312,834.0,1224685,2022-01-17
2022-01-24,799.1746215820312,800.1500244140625,800.1500244140625,725.1500244140625,773.0,846527,2022-01-24
2022-01-31,849.51318359375,850.5499877929688,888.7999877929688,825.0,840.1500244140625,1679191,2022-01-31
2022-02-07,777.9505615234375,778.9000244140625,858.5,770.0,850.5,694739,2022-02-07
2022-02-14,754.9785766601562,755.9000244140625,803.9500122070312,704.0999755859375,744.9000244140625,994421,2022-02-14
2022-02-21,604.9117431640625,605.6500244140625,747.2000122070312,605.6500244140625,747.2000122070312,1605404,2022-02-21
2022-02-28,590.429443359375,591.1500244140625,659.7999877929688,575.4000244140625,581.0,1006543,2022-02-28
2022-03-07,662.9907836914062,663.7999877929688,689.8499755859375,566.0,566.0,1111157,2022-03-07
2022-03-14,670.3319091796875,671.1500244140625,697.0,646.2999877929688,675.0,762549,2022-03-14
2022-03-21,624.2381591796875,625.0,678.0,622.2999877929688,677.0,549522,2022-03-21
2022-03-28,686.91162109375,687.75,703.0,596.75,628.1500244140625,1010440,2022-03-28
2022-04-04,694.802001953125,695.6500244140625,738.3499755859375,681.5499877929688,694.8499755859375,1017172,2022-04-04
2022-04-11,704.4901733398438,705.3499755859375,735.0,669.0,698.25,485170,2022-04-11
2022-04-18,685.7630004882812,686.5999755859375,724.9500122070312,672.2000122070312,718.0,767965,2022-04-18
2022-04-25,638.0711669921875,638.8499755859375,695.2999877929688,630.5999755859375,683.0999755859375,1166228,2022-04-25
2022-05-02,591.2783813476562,592.0,662.7999877929688,582.2999877929688,637.0,829066,2022-05-02
2022-05-09,549.0299682617188,549.7000122070312,621.5999755859375,541.25,621.5999755859375,1424324,2022-05-09
2022-05-16,542.1881713867188,542.8499755859375,595.0,535.0,556.0,555238,2022-05-16
2022-05-23,568.4063110351562,569.0999755859375,599.0,542.9000244140625,552.5,1710711,2022-05-23
2022-05-30,637.7216186523438,638.5,638.5,572.0499877929688,579.4500122070312,2023585,2022-05-30
2022-06-06,662.3416137695312,663.1500244140625,729.8499755859375,640.0,650.0,4414181,2022-06-06
2022-06-13,562.9629516601562,563.6500244140625,649.0,551.2999877929688,630.0,1263420,2022-06-13
2022-06-20,602.964111328125,603.7000122070312,613.25,537.0999755859375,565.2999877929688,1328084,2022-06-20
2022-06-27,584.4866943359375,585.2000122070312,627.0,570.0499877929688,627.0,923536,2022-06-27
2022-07-04,571.7522583007812,572.4500122070312,618.5,562.2999877929688,591.0,776918,2022-07-04
2022-07-11,610.0554809570312,610.7999877929688,611.4000244140625,560.0,572.4500122070312,871505,2022-07-11
2022-07-18,644.1138305664062,644.9000244140625,648.0,598.0999755859375,613.0499877929688,1908727,2022-07-18
2022-07-25,637.7716064453125,638.5499877929688,664.0,621.25,655.7999877929688,1078352,2022-07-25
2022-08-01,613.25146484375,614.0,660.0,605.0,643.0,1063314,2022-08-01
2022-08-08,617.59619140625,618.3499755859375,620.9000244140625,602.0,615.7000122070312,552780,2022-08-08
2022-08-15,621.7411499023438,622.5,647.6500244140625,610.0499877929688,618.3499755859375,1171844,2022-08-15
2022-08-22,611.2039794921875,611.9500122070312,622.0,579.0,622.0,876639,2022-08-22
2022-08-29,637.0724487304688,637.8499755859375,664.0,595.0499877929688,595.25,1679104,2022-08-29
2022-09-05,622.590087890625,623.3499755859375,664.0,619.8499755859375,664.0,1021858,2022-09-05
2022-09-12,605.6608276367188,606.4000244140625,637.4000244140625,603.0,629.0999755859375,680645,2022-09-12
2022-09-19,597.7703857421875,598.5,633.4000244140625,581.0999755859375,608.7000122070312,1277209,2022-09-19
2022-09-26,586.4192504882812,586.75,604.7000122070312,561.0,587.25,900263,2022-09-26
2022-10-03,614.1536254882812,614.5,621.0,587.0,589.7999877929688,944801,2022-10-03
2022-10-10,595.4641723632812,595.7999877929688,620.0,594.0,607.0,1054571,2022-10-10
2022-10-17,576.0250854492188,576.3499755859375,599.7999877929688,573.0,595.0,652166,2022-10-17
2022-10-24,567.47998046875,567.7999877929688,594.0,542.6500244140625,586.0,624112,2022-10-24
2022-10-31,562.582763671875,562.9000244140625,577.9500122070312,547.0,565.0,789219,2022-10-31
2022-11-07,554.5372314453125,554.8499755859375,569.7999877929688,545.0,567.0,340604,2022-11-07
2022-11-14,546.3419189453125,546.6500244140625,560.0,534.3499755859375,557.4500122070312,604178,2022-11-14
2022-11-21,508.9129943847656,509.20001220703125,548.0,457.1000061035156,548.0,3690300,2022-11-21
2022-11-28,494.77093505859375,495.04998779296875,521.0,490.0,511.70001220703125,963322,2022-11-28
2022-12-05,532.4497680664062,532.75,550.0,490.04998779296875,497.3500061035156,1528399,2022-12-05
2022-12-12,555.6865844726562,556.0,579.0,521.25,530.0,1485260,2022-12-12
2022-12-19,470.4846496582031,470.75,571.0499877929688,466.0,556.0,1170762,2022-12-19
2022-12-26,494.6710205078125,494.95001220703125,520.0,464.70001220703125,470.75,740430,2022-12-26
2023-01-02,497.2195739746094,497.5,599.25,488.3999938964844,497.29998779296875,1318214,2023-01-02
2023-01-09,488.9742126464844,489.25,506.0,486.8500061035156,500.0,507055,2023-01-09
2023-01-16,474.5323791503906,474.79998779296875,497.20001220703125,470.79998779296875,491.3500061035156,591197,2023-01-16
2023-01-23,464.2381591796875,464.5,495.0,462.0,476.95001220703125,773966,2023-01-23
2023-01-30,469.9849548339844,470.25,501.95001220703125,451.6000061035156,466.8999938964844,780993,2023-01-30
2023-02-06,466.0871276855469,466.3500061035156,477.0,458.1000061035156,472.0,412851,2023-02-06
2023-02-13,422.31182861328125,422.54998779296875,471.1499938964844,408.1000061035156,468.70001220703125,1200203,2023-02-13
2023-02-20,479.67950439453125,479.95001220703125,482.75,374.1000061035156,424.70001220703125,10473402,2023-02-20
2023-02-27,520.5064697265625,520.7999877929688,556.7000122070312,479.79998779296875,503.29998779296875,28630917,2023-02-27
2023-03-06,703.703125,704.0999755859375,743.3499755859375,524.9500122070312,525.0,20493981,2023-03-06
2023-03-13,631.793701171875,632.1500244140625,726.0,582.3499755859375,706.0,14899207,2023-03-13
2023-03-20,631.2439575195312,631.5999755859375,674.9000244140625,613.5999755859375,633.5499877929688,7915623,2023-03-20
2023-03-27,618.9009399414062,619.25,651.5499877929688,613.0,634.9000244140625,3011040,2023-03-27
2023-04-03,657.8789672851562,658.25,666.9000244140625,617.5499877929688,623.5,4694530,2023-04-03
2023-04-10,641.3883056640625,641.75,683.0,631.9000244140625,663.6500244140625,3443963,2023-04-10
2023-04-17,678.3174438476562,678.7000122070312,707.3499755859375,637.0999755859375,641.5,9145666,2023-04-17
2023-04-24,661.0771484375,661.4500122070312,682.7999877929688,645.6500244140625,677.9500122070312,3643407,2023-04-24
2023-05-01,644.5364990234375,644.9000244140625,676.25,622.25,661.4500122070312,2621378,2023-05-01
2023-05-08,653.8812255859375,654.25,711.9000244140625,646.3499755859375,688.0,7779048,2023-05-08
2023-05-15,677.2180786132812,677.5999755859375,702.0,646.5,654.9500122070312,4012677,2023-05-15
2023-05-22,694.9080810546875,695.2999877929688,732.7999877929688,670.7000122070312,682.0,7159188,2023-05-22
2023-05-29,769.3660888671875,769.7999877929688,786.0,681.1500244140625,699.9000244140625,12041735,2023-05-29
2023-06-05,808.3941040039062,808.8499755859375,820.0,767.0499877929688,776.4000244140625,9738781,2023-06-05
2023-06-12,925.6779174804688,926.2000122070312,967.7000122070312,818.0499877929688,818.0499877929688,23742765,2023-06-12
2023-06-19,920.3309326171875,920.8499755859375,1000.4500122070312,915.5,930.8499755859375,8524633,2023-06-19
2023-06-26,971.6520385742188,972.2000122070312,1006.8499755859375,907.25,923.4500122070312,7125702,2023-06-26
2023-07-03,1231.255615234375,1231.949951171875,1249.0,958.1500244140625,980.0,28754246,2023-07-03
2023-07-10,1372.875732421875,1373.6500244140625,1465.0,1260.0,1263.0,39983735,2023-07-10
2023-07-17,1274.4312744140625,1275.1500244140625,1390.449951171875,1270.0,1384.0,5913438,2023-07-17
2023-07-24,1176.58642578125,1177.25,1271.0,1053.0999755859375,1271.0,10092318,2023-07-24
2023-07-31,1137.6083984375,1138.25,1208.800048828125,1109.0999755859375,1178.9000244140625,3536914,2023-07-31
2023-08-07,1024.822021484375,1025.4000244140625,1172.0,1013.0,1146.9000244140625,4063948,2023-08-07
2023-08-14,1192.1278076171875,1192.800048828125,1285.0,1015.0,1024.8499755859375,8784847,2023-08-14
2023-08-21,1211.2667236328125,1211.949951171875,1251.25,1172.0,1194.949951171875,4010545,2023-08-21
2023-08-28,1239.4010009765625,1240.0999755859375,1285.0,1185.0,1224.0999755859375,3747498,2023-08-28
2023-09-04,1245.4476318359375,1246.1500244140625,1277.0,1215.0,1250.0,2138830,2023-09-04
2023-09-11,1253.8428955078125,1254.550048828125,1284.0,1150.0,1265.949951171875,5492089,2023-09-11
2023-09-18,1202.2718505859375,1202.949951171875,1281.699951171875,1197.699951171875,1273.6500244140625,1283048,2023-09-18
2023-09-25,1200.565673828125,1200.8499755859375,1243.5999755859375,1194.050048828125,1206.5,1030152,2023-09-25
2023-10-02,1189.368408203125,1189.6500244140625,1215.0,1185.0,1200.8499755859375,741549,2023-10-02
2023-10-09,1174.0718994140625,1174.3499755859375,1207.5999755859375,1134.0,1185.0,1302618,2023-10-09
2023-10-16,1117.9852294921875,1118.25,1190.0,1102.0,1180.4000244140625,855492,2023-10-16
2023-10-23,1136.031005859375,1136.300048828125,1166.3499755859375,1018.0,1120.0,2742049,2023-10-23
2023-10-30,1176.42138671875,1176.699951171875,1202.449951171875,1103.1500244140625,1145.050048828125,2606758,2023-10-30
2023-11-06,1162.2747802734375,1162.550048828125,1223.0,1157.1500244140625,1218.0,1920915,2023-11-06
2023-11-13,1195.916748046875,1196.199951171875,1237.0,1168.0,1179.050048828125,2016651,2023-11-13
2023-11-20,1216.3118896484375,1216.5999755859375,1338.0,1193.9000244140625,1199.949951171875,8683760,2023-11-20
2023-11-27,1199.5159912109375,1199.800048828125,1234.0,1188.0,1216.5999755859375,1515449,2023-11-27
2023-12-04,1231.958251953125,1232.25,1272.0,1177.449951171875,1221.0,3626513,2023-12-04
2023-12-11,1280.646728515625,1280.949951171875,1345.699951171875,1213.1500244140625,1245.0,6953256,2023-12-11
2023-12-18,1228.8089599609375,1229.0999755859375,1324.300048828125,1181.25,1290.0,4783035,2023-12-18
2023-12-25,1346.481201171875,1346.800048828125,1378.800048828125,1226.050048828125,1229.0999755859375,10814228,2023-12-25
2024-01-01,1452.4560546875,1452.800048828125,1493.300048828125,1327.4000244140625,1349.0,18068704,2024-01-01
2024-01-08,1685.200927734375,1685.5999755859375,1808.0,1470.0999755859375,1472.0,35157955,2024-01-08
2024-01-15,1667.105224609375,1667.5,1714.949951171875,1550.0,1696.6500244140625,3887297,2024-01-15
2024-01-22,1697.3980712890625,1697.800048828125,1719.949951171875,1576.0,1667.5,3330019,2024-01-22
2024-01-29,1786.22705078125,1786.6500244140625,1849.0,1667.199951171875,1775.0,10977143,2024-01-29
2024-02-05,1999.276611328125,1999.75,2048.0,1787.0,1794.0,13565451,2024-02-05
2024-02-12,2005.925048828125,2006.4000244140625,2134.0,1847.050048828125,2018.0,11762769,2024-02-12
2024-02-19,2033.7183837890625,2034.199951171875,2221.949951171875,1983.699951171875,2014.800048828125,16760664,2024-02-19
2024-02-26,1961.9354248046875,1962.4000244140625,2065.5,1908.25,2046.0,6201360,2024-02-26
2024-03-04,1896.9508056640625,1897.4000244140625,1994.699951171875,1852.0,1976.75,3130807,2024-03-04
2024-03-11,1748.3359375,1748.75,1903.5,1560.0999755859375,1903.5,12771226,2024-03-11
2024-03-18,1785.227294921875,1785.6500244140625,1803.75,1680.0,1730.0,6771438,2024-03-18
2024-03-25,1888.1029052734375,1888.550048828125,1964.6500244140625,1758.1500244140625,1785.6500244140625,6806419,2024-03-25
2024-04-01,1920.3453369140625,1920.800048828125,2011.75,1896.699951171875,1900.949951171875,5028966,2024-04-01
2024-04-08,1825.61767578125,1826.050048828125,1934.699951171875,1815.0,1925.0,3070751,2024-04-08
2024-04-15,1753.834716796875,1754.25,1822.949951171875,1700.0999755859375,1755.0,3677973,2024-04-15
2024-04-22,1744.8868408203125,1745.300048828125,1822.0,1591.6500244140625,1771.4000244140625,6066129,2024-04-22
2024-04-29,1709.695068359375,1710.0999755859375,1777.3499755859375,1702.0,1760.050048828125,1939031,2024-04-29
2024-05-06,1608.8690185546875,1609.25,1718.9000244140625,1591.1500244140625,1718.0,2052642,2024-05-06
2024-05-13,1721.792236328125,1722.199951171875,1730.0,1560.0,1605.0,3227635,2024-05-13
2024-05-20,1783.927490234375,1784.3499755859375,1851.0,1694.550048828125,1694.550048828125,5564813,2024-05-20
2024-05-27,1745.736572265625,1746.1500244140625,1865.0,1725.0,1793.699951171875,4732409,2024-05-27
2024-06-03,1747.7860107421875,1748.199951171875,1876.1500244140625,1458.5,1855.0,5332163,2024-06-03
2024-06-10,1756.7340087890625,1757.1500244140625,1834.0,1730.0,1760.199951171875,2962255,2024-06-10
2024-06-17,1770.6806640625,1771.0999755859375,1824.9000244140625,1745.0,1757.1500244140625,2635436,2024-06-17
2024-06-24,1778.8287353515625,1779.25,1892.0,1732.25,1771.0999755859375,9247202,2024-06-24
2024-07-01,1822.9183349609375,1823.3499755859375,1875.5,1765.3499755859375,1779.699951171875,4954860,2024-07-01
2024-07-08,1801.9232177734375,1802.3499755859375,1960.0,1795.199951171875,1820.0,8641474,2024-07-08
2024-07-15,1755.184326171875,1755.5999755859375,1842.550048828125,1718.0999755859375,1800.0999755859375,2387496,2024-07-15
2024-07-22,1707.4957275390625,1707.9000244140625,1778.0999755859375,1615.9000244140625,1721.0,2273939,2024-07-22
2024-07-29,1677.15283203125,1677.550048828125,1757.0,1657.4000244140625,1709.5,2003496,2024-07-29
2024-08-05,1561.7301025390625,1562.0999755859375,1639.1500244140625,1550.300048828125,1605.449951171875,3270582,2024-08-05
2024-08-12,1608.019287109375,1608.4000244140625,1742.0,1527.550048828125,1550.0,9823304,2024-08-12
2024-08-19,1596.1220703125,1596.5,1639.949951171875,1580.050048828125,1620.0,1960712,2024-08-19
2024-08-26,1561.5302734375,1561.9000244140625,1639.75,1558.0,1602.0,3292035,2024-08-26
2024-09-02,1546.033935546875,1546.4000244140625,1584.0,1532.550048828125,1565.0,1562349,2024-09-02
2024-09-09,1624.9652099609375,1625.3499755859375,1699.0,1521.0,1546.699951171875,6411393,2024-09-09
2024-09-16,1671.8541259765625,1672.25,1722.0,1584.800048828125,1625.8499755859375,5955998,2024-09-16
2024-09-23,1636.300048828125,1636.300048828125,1733.9000244140625,1626.0,1673.949951171875,2081856,2024-09-23
2024-09-30,1643.3499755859375,1643.3499755859375,1770.0,1615.0,1635.0,5146388,2024-09-30
2024-10-07,1752.0999755859375,1752.0999755859375,1769.550048828125,1552.699951171875,1651.949951171875,5981771,2024-10-07
2024-10-14,1683.5,1683.5,1787.0,1642.0,1752.5,2871362,2024-10-14
2024-10-21,1596.4000244140625,1596.4000244140625,1738.800048828125,1585.0,1691.0,7075883,2024-10-21
2024-10-28,1652.449951171875,1652.449951171875,1665.0,1570.300048828125,1606.0,1899766,2024-10-28
2024-11-04,1591.3499755859375,1591.3499755859375,1653.9000244140625,1585.050048828125,1648.0,1603262,2024-11-04
2024-11-11,1417.550048828125,1417.550048828125,1590.0,1412.0,1584.75,2014872,2024-11-11
2024-11-18,1389.550048828125,1389.550048828125,1463.0,1384.050048828125,1420.9000244140625,1560543,2024-11-18
2024-11-25,1596.300048828125,1596.300048828125,1625.199951171875,1417.3499755859375,1435.0,3040589,2024-11-25
2024-12-02,1578.800048828125,1578.800048828125,1618.550048828125,1561.0999755859375,1592.0,1435596,2024-12-02
2024-12-09,1587.1500244140625,1587.1500244140625,1668.800048828125,1558.050048828125,1580.0,3823394,2024-12-09
2024-12-16,1473.0,1473.0,1605.6500244140625,1465.0,1587.1500244140625,1547370,2024-12-16
2024-12-23,1426.5999755859375,1426.5999755859375,1498.949951171875,1424.0,1489.6500244140625,1015573,2024-12-23
2024-12-30,1489.6500244140625,1489.6500244140625,1518.0,1425.25,1429.8499755859375,1217989,2024-12-30
2025-01-06,1352.949951171875,1352.949951171875,1499.9000244140625,1345.0,1499.9000244140625,1373306,2025-01-06
2025-01-13,1391.5999755859375,1391.5999755859375,1478.5,1240.0,1339.6500244140625,6212994,2025-01-13
2025-01-20,1381.199951171875,1381.199951171875,1441.449951171875,1350.75,1400.0,1801634,2025-01-20
2025-01-27,1452.5,1452.5,1518.0,1244.9000244140625,1371.050048828125,13602947,2025-01-27
2025-02-03,1350.5,1350.5,1444.550048828125,1340.0,1425.0,2111551,2025-02-03
2025-02-10,1171.1500244140625,1171.1500244140625,1362.1500244140625,1150.0999755859375,1347.1500244140625,2314660,2025-02-10
2025-02-17,1192.25,1192.25,1239.1500244140625,1087.3499755859375,1158.0,3035315,2025-02-17
2025-02-24,1071.6500244140625,1071.6500244140625,1196.25,1060.0,1178.050048828125,1351091,2025-02-24
2025-03-03,1143.0999755859375,1143.0999755859375,1150.8499755859375,1008.2999877929688,1078.0,3092877,2025-03-03
2025-03-10,1038.75,1038.75,1162.5,1028.5999755859375,1148.25,1702496,2025-03-10
2025-03-17,1215.300048828125,1215.300048828125,1220.0,1010.0,1041.0,4513610,2025-03-17
2025-03-24,1167.5,1167.5,1319.8499755859375,1160.3499755859375,1230.0,6340223,2025-03-24
2025-03-31,1138.699951171875,1138.699951171875,1195.9000244140625,1127.0,1167.5,1705940,2025-03-31
2025-04-07,1153.0,1153.0,1171.949951171875,989.9500122070312,1000.7000122070312,2062481,2025-04-07
2025-04-14,1241.300048828125,1241.300048828125,1274.5,1153.0,1153.0,4800771,2025-04-14
2025-04-21,1207.4000244140625,1207.4000244140625,1274.0,1170.199951171875,1245.0,1848251,2025-04-21
2025-04-28,1144.0,1144.0,1227.0,1142.0999755859375,1200.0,1095200,2025-04-28
2025-05-05,1095.199951171875,1095.199951171875,1193.9000244140625,1080.0,1152.0,1784767,2025-05-05
2025-05-12,1286.800048828125,1286.800048828125,1318.5,1147.0,1159.0,3324843,2025-05-12
2025-05-19,1293.4000244140625,1293.4000244140625,1315.0,1251.0,1290.0,2748723,2025-05-19
2025-05-26,1229.5999755859375,1229.5999755859375,1350.0,1160.0999755859375,1298.5999755859375,9445429,2025-05-26
2025-06-02,1221.9000244140625,1221.9000244140625,1261.0,1216.5999755859375,1248.0,1922651,2025-06-02
2025-06-09,1188.199951171875,1188.199951171875,1253.9000244140625,1171.0,1225.0,1591387,2025-06-09
2025-06-16,1147.0,1147.0,1197.9000244140625,1140.199951171875,1183.199951171875,1247353,2025-06-16
2025-06-23,1164.199951171875,1164.199951171875,1204.800048828125,1130.0,1130.0,1280784,2025-06-23
2025-06-30,1199.4000244140625,1199.4000244140625,1240.0,1166.199951171875,1176.0,2755569,2025-06-30
2025-07-07,1227.199951171875,1227.199951171875,1260.0,1182.699951171875,1199.4000244140625,2489120,2025-07-07
2025-07-14,1227.4000244140625,1227.4000244140625,1243.5999755859375,1210.5,1220.0,426328,2025-07-14
