Date,Adj Close_STANLEY.NS,Close_STANLEY.NS,High_STANLEY.NS,Low_STANLEY.NS,Open_STANLEY.NS,Volume_STANLEY.NS,Date
2025-02-03,336.25,336.25,361.5,333.3999938964844,350.25,268065,2025-02-03
2025-02-10,285.70001220703125,285.70001220703125,338.0,284.0,338.0,481925,2025-02-10
2025-02-17,284.1499938964844,284.1499938964844,304.29998779296875,274.6000061035156,285.5,723514,2025-02-17
2025-02-24,275.25,275.25,286.3999938964844,261.0,279.1000061035156,526860,2025-02-24
2025-03-03,325.1000061035156,325.1000061035156,331.0,258.6000061035156,276.6499938964844,2137698,2025-03-03
2025-03-10,301.0,301.0,329.6499938964844,299.0,324.0,396349,2025-03-10
2025-03-17,344.20001220703125,344.20001220703125,347.75,288.6000061035156,302.0,567155,2025-03-17
2025-03-24,332.70001220703125,332.70001220703125,361.70001220703125,312.54998779296875,348.0,764167,2025-03-24
2025-03-31,328.54998779296875,328.54998779296875,344.54998779296875,324.95001220703125,332.70001220703125,219505,2025-03-31
2025-04-07,305.0,305.0,323.70001220703125,295.0,309.95001220703125,190108,2025-04-07
2025-04-14,321.20001220703125,321.20001220703125,328.70001220703125,308.8999938964844,308.8999938964844,138015,2025-04-14
2025-04-21,313.45001220703125,313.45001220703125,336.79998779296875,309.0,326.0,244116,2025-04-21
2025-04-28,299.20001220703125,299.20001220703125,324.8500061035156,298.0,313.1000061035156,167855,2025-04-28
2025-05-05,323.04998779296875,323.04998779296875,324.8500061035156,295.3500061035156,304.0,390147,2025-05-05
2025-05-12,360.54998779296875,360.54998779296875,372.0,342.6000061035156,350.0,789897,2025-05-12
2025-05-19,353.79998779296875,353.79998779296875,372.0,335.8999938964844,361.8999938964844,324478,2025-05-19
2025-05-26,336.1000061035156,336.1000061035156,364.0,335.0,356.70001220703125,360836,2025-05-26
2025-06-02,359.1000061035156,359.1000061035156,365.0,336.5,339.0,305638,2025-06-02
2025-06-09,342.6000061035156,342.6000061035156,377.5,340.95001220703125,362.95001220703125,343481,2025-06-09
2025-06-16,347.3999938964844,347.3999938964844,359.0,330.6000061035156,339.1499938964844,185682,2025-06-16
2025-06-23,349.79998779296875,349.79998779296875,356.0,338.0,347.04998779296875,143641,2025-06-23
2025-06-30,330.0,330.0,355.04998779296875,328.1000061035156,355.04998779296875,189296,2025-06-30
2025-07-07,338.95001220703125,338.95001220703125,353.8999938964844,321.5,333.29998779296875,539565,2025-07-07
2025-07-14,336.04998779296875,336.04998779296875,340.6499938964844,331.6000061035156,339.0,67636,2025-07-14
