Date,Adj Close_URAVIDEF.NS,Close_URAVIDEF.NS,High_URAVIDEF.NS,Low_URAVIDEF.NS,Open_URAVIDEF.NS,Volume_URAVIDEF.NS,Date
2021-12-13,63.375,63.375,63.375,63.375,63.375,0,2021-12-13
2021-12-20,63.375,63.375,63.375,63.375,63.375,0,2021-12-20
2021-12-27,63.375,63.375,63.375,63.375,63.375,0,2021-12-27
2022-01-03,63.375,63.375,63.375,63.375,63.375,0,2022-01-03
2022-01-10,63.375,63.375,63.375,63.375,63.375,0,2022-01-10
2022-01-17,63.375,63.375,63.375,63.375,63.375,0,2022-01-17
2022-01-24,63.375,63.375,63.375,63.375,63.375,0,2022-01-24
2022-01-31,63.375,63.375,63.375,63.375,63.375,0,2022-01-31
2022-02-07,63.375,63.375,63.375,63.375,63.375,0,2022-02-07
2022-02-14,63.375,63.375,63.375,63.375,63.375,0,2022-02-14
2022-02-21,63.375,63.375,63.375,63.375,63.375,0,2022-02-21
2022-02-28,63.0,63.0,63.375,63.0,63.375,192000,2022-02-28
2022-03-07,63.0,63.0,63.0,63.0,63.0,60000,2022-03-07
2022-03-14,63.0,63.0,63.0,63.0,63.0,0,2022-03-14
2022-03-21,63.0,63.0,63.0,63.0,63.0,0,2022-03-21
2022-03-28,62.5,62.5,63.0,62.5,63.0,2400,2022-03-28
2022-04-04,55.775001525878906,55.775001525878906,62.5,55.0,62.5,619200,2022-04-04
2022-04-11,60.0,60.0,60.0,56.5,56.5,439200,2022-04-11
2022-04-18,54.95000076293945,54.95000076293945,58.5,54.95000076293945,58.5,398400,2022-04-18
2022-04-25,56.0,56.0,57.5,54.75,55.5,376800,2022-04-25
2022-05-02,55.0,55.0,56.5,55.0,56.5,285600,2022-05-02
2022-05-09,55.0,55.0,56.5,55.0,56.0,249600,2022-05-09
2022-05-16,58.0,58.0,58.0,55.0,55.0,324000,2022-05-16
2022-05-23,65.5,65.5,67.5,60.099998474121094,60.75,463200,2022-05-23
2022-05-30,103.0,103.0,103.7249984741211,78.5999984741211,78.5999984741211,57600,2022-05-30
2022-06-06,110.0,110.0,110.5,103.0,103.0,28800,2022-06-06
2022-06-13,112.5,112.5,112.5,107.5,110.0,7200,2022-06-13
2022-06-20,112.5,112.5,112.5,112.5,112.5,0,2022-06-20
2022-06-27,108.5,108.5,112.5,108.5,112.5,2400,2022-06-27
2022-07-04,118.0,118.0,118.0,108.5,108.5,26400,2022-07-04
2022-07-11,125.0,125.0,125.0,118.0,118.0,4800,2022-07-11
2022-07-18,120.0,120.0,125.0,120.0,125.0,19200,2022-07-18
2022-07-25,120.5,120.5,120.5,110.0,120.0,19200,2022-07-25
2022-08-01,120.5,120.5,131.5,120.0,131.0,9600,2022-08-01
2022-08-08,126.0,126.0,126.0,115.0,120.5,9600,2022-08-08
2022-08-15,121.0,121.0,126.0,121.0,126.0,7200,2022-08-15
2022-08-22,120.5999984741211,120.5999984741211,126.5,120.0,121.0,84000,2022-08-22
2022-08-29,122.0,122.0,127.0,118.0,121.0,136800,2022-08-29
2022-09-05,125.0,125.0,127.0,122.0,123.0,57600,2022-09-05
2022-09-12,131.0,131.0,131.8000030517578,125.0,125.0,26400,2022-09-12
2022-09-19,128.64999389648438,128.64999389648438,139.9499969482422,128.64999389648438,136.85000610351562,21600,2022-09-19
2022-09-26,119.0,119.0,122.5,119.0,122.5,9600,2022-09-26
2022-10-03,119.0,119.0,119.0,119.0,119.0,0,2022-10-03
2022-10-10,119.0,119.0,119.0,119.0,119.0,0,2022-10-10
2022-10-17,119.0,119.0,119.0,119.0,119.0,0,2022-10-17
2022-10-24,130.39999389648438,130.39999389648438,130.39999389648438,124.19999694824219,124.19999694824219,31200,2022-10-24
2022-10-31,137.5,137.5,148.0500030517578,136.0,136.5,112800,2022-10-31
2022-11-07,142.9499969482422,142.9499969482422,143.0,134.5500030517578,134.60000610351562,60000,2022-11-07
2022-11-14,144.10000610351562,144.10000610351562,150.0,138.0500030517578,150.0,91200,2022-11-14
2022-11-21,138.5,138.5,145.0,138.5,145.0,9600,2022-11-21
2022-11-28,140.0,140.0,145.35000610351562,139.5,140.0,76800,2022-11-28
2022-12-05,144.0,144.0,146.0,140.0,140.0,84000,2022-12-05
2022-12-12,152.25,152.25,155.9499969482422,140.5,143.10000610351562,204000,2022-12-12
2022-12-19,141.0,141.0,153.0,138.6999969482422,150.5,86400,2022-12-19
2022-12-26,137.0,137.0,140.0500030517578,126.3499984741211,134.0,36000,2022-12-26
2023-01-02,134.0,134.0,136.0,129.1999969482422,136.0,9600,2023-01-02
2023-01-09,168.0,168.0,168.0,138.0,138.9499969482422,84000,2023-01-09
2023-01-16,160.0,160.0,185.1999969482422,159.5,168.0,268800,2023-01-16
2023-01-23,176.0,176.0,176.39999389648438,160.0,160.0,28800,2023-01-23
2023-01-30,161.5,161.5,176.0,161.5,176.0,4800,2023-01-30
2023-02-06,158.5500030517578,158.5500030517578,164.0,151.0,161.5,19200,2023-02-06
2023-02-13,154.0,154.0,154.0,151.0,151.0500030517578,7200,2023-02-13
2023-02-20,142.5,142.5,153.75,142.5,150.0,16800,2023-02-20
2023-02-27,142.5,142.5,142.5,142.5,142.5,0,2023-02-27
2023-03-06,122.3499984741211,122.3499984741211,142.5,122.3499984741211,142.5,19200,2023-03-06
2023-03-13,119.69999694824219,119.69999694824219,119.69999694824219,110.69999694824219,116.25,86400,2023-03-13
2023-03-20,124.44999694824219,124.44999694824219,137.5500030517578,124.44999694824219,125.0,256800,2023-03-20
2023-03-27,112.3499984741211,112.3499984741211,124.44999694824219,112.3499984741211,124.44999694824219,2400,2023-03-27
2023-04-03,117.94999694824219,117.94999694824219,117.94999694824219,112.3499984741211,112.3499984741211,14400,2023-04-03
2023-04-10,117.94999694824219,117.94999694824219,117.94999694824219,117.94999694824219,117.94999694824219,0,2023-04-10
2023-04-17,102.30000305175781,102.30000305175781,112.05000305175781,102.30000305175781,112.05000305175781,12000,2023-04-17
2023-04-24,107.0999984741211,107.0999984741211,107.0999984741211,93.0,102.30000305175781,48000,2023-04-24
2023-05-01,112.44999694824219,112.44999694824219,112.44999694824219,107.0999984741211,107.0999984741211,2400,2023-05-01
2023-05-08,136.39999389648438,136.39999389648438,136.4499969482422,118.05000305175781,118.05000305175781,34800,2023-05-08
2023-05-15,155.0,155.0,155.39999389648438,136.0,136.39999389648438,38400,2023-05-15
2023-05-22,151.0,151.0,159.0500030517578,150.0,150.0,25200,2023-05-22
2023-05-29,166.0,166.0,166.0,154.0,157.9499969482422,52800,2023-05-29
2023-06-05,168.0,168.0,174.0,159.10000610351562,173.8000030517578,86400,2023-06-05
2023-06-12,194.25,194.25,194.3000030517578,167.0,167.0,576000,2023-06-12
2023-06-19,221.10000610351562,221.10000610351562,229.0,200.0,203.9499969482422,254400,2023-06-19
2023-06-26,258.54998779296875,258.54998779296875,258.54998779296875,217.10000610351562,218.0,351600,2023-06-26
2023-07-03,281.75,281.75,294.54998779296875,262.0,264.0,557823,2023-07-03
2023-07-10,280.20001220703125,280.20001220703125,292.95001220703125,276.8999938964844,290.0,234649,2023-07-10
2023-07-17,253.0,253.0,280.8999938964844,240.25,280.8999938964844,207277,2023-07-17
2023-07-24,256.95001220703125,256.95001220703125,264.8999938964844,237.0500030517578,263.95001220703125,63840,2023-07-24
2023-07-31,254.0500030517578,254.0500030517578,261.04998779296875,245.10000610351562,260.0,44970,2023-07-31
2023-08-07,252.3000030517578,252.3000030517578,264.70001220703125,241.5,264.70001220703125,46723,2023-08-07
2023-08-14,272.6499938964844,272.6499938964844,276.20001220703125,249.64999389648438,264.0,45324,2023-08-14
2023-08-21,259.45001220703125,259.45001220703125,276.79998779296875,254.0500030517578,271.25,19447,2023-08-21
2023-08-28,253.25,253.25,270.8999938964844,244.5500030517578,262.29998779296875,8128,2023-08-28
2023-09-04,246.1999969482422,246.1999969482422,264.70001220703125,233.6999969482422,264.70001220703125,17580,2023-09-04
2023-09-11,250.25,250.25,253.0,232.5500030517578,250.0,11188,2023-09-11
2023-09-18,240.0,240.0,253.75,237.64999389648438,245.10000610351562,69028,2023-09-18
2023-09-25,237.10000610351562,237.10000610351562,251.8000030517578,227.25,237.89999389648438,45908,2023-09-25
2023-10-02,242.5,242.5,259.79998779296875,236.0500030517578,237.10000610351562,17416,2023-10-02
2023-10-09,293.3500061035156,293.3500061035156,293.3500061035156,231.5500030517578,231.5500030517578,207939,2023-10-09
2023-10-16,293.54998779296875,293.54998779296875,318.8999938964844,285.95001220703125,311.0,136290,2023-10-16
2023-10-23,289.3999938964844,289.3999938964844,317.0,272.29998779296875,302.8500061035156,42047,2023-10-23
2023-10-30,280.45001220703125,280.45001220703125,304.95001220703125,266.5,299.8999938964844,74107,2023-10-30
2023-11-06,274.79998779296875,274.79998779296875,301.95001220703125,267.8500061035156,289.0,21740,2023-11-06
2023-11-13,272.70001220703125,272.70001220703125,283.1000061035156,265.1000061035156,283.1000061035156,13285,2023-11-13
2023-11-20,262.5,262.5,284.25,258.3500061035156,278.5,19132,2023-11-20
2023-11-27,280.5,280.5,288.1000061035156,262.5,262.5,20768,2023-11-27
2023-12-04,337.54998779296875,337.54998779296875,345.0,275.3999938964844,286.75,98833,2023-12-04
2023-12-11,325.20001220703125,325.20001220703125,359.0,321.6499938964844,355.0,47268,2023-12-11
2023-12-18,298.1499938964844,298.1499938964844,338.8999938964844,282.8999938964844,328.45001220703125,48744,2023-12-18
2023-12-25,323.6000061035156,323.6000061035156,330.29998779296875,298.1499938964844,298.1499938964844,45095,2023-12-25
2024-01-01,319.8500061035156,319.8500061035156,329.8500061035156,310.3500061035156,328.20001220703125,18283,2024-01-01
2024-01-08,313.45001220703125,313.45001220703125,330.0,286.1000061035156,323.8500061035156,114393,2024-01-08
2024-01-15,300.1000061035156,300.1000061035156,313.45001220703125,284.25,313.45001220703125,95261,2024-01-15
2024-01-22,288.3999938964844,288.3999938964844,302.70001220703125,277.04998779296875,300.1000061035156,17123,2024-01-22
2024-01-29,322.6000061035156,322.6000061035156,337.8999938964844,283.1000061035156,298.3999938964844,41060,2024-01-29
2024-02-05,297.1499938964844,297.1499938964844,343.29998779296875,288.0,330.0,99268,2024-02-05
2024-02-12,288.95001220703125,288.95001220703125,316.20001220703125,275.6499938964844,296.0,34457,2024-02-12
2024-02-19,294.75,294.75,304.8999938964844,289.1000061035156,289.3500061035156,7152,2024-02-19
2024-02-26,291.75,291.75,305.1000061035156,277.0,303.45001220703125,9216,2024-02-26
2024-03-04,294.29998779296875,294.29998779296875,301.0,280.70001220703125,296.75,17277,2024-03-04
2024-03-11,277.25,277.25,309.70001220703125,253.89999389648438,294.29998779296875,18418,2024-03-11
2024-03-18,339.04998779296875,339.04998779296875,368.0,277.1499938964844,284.95001220703125,543261,2024-03-18
2024-03-25,308.79998779296875,308.79998779296875,389.29998779296875,300.0,339.04998779296875,344508,2024-03-25
2024-04-01,316.29998779296875,316.29998779296875,358.0,303.1000061035156,319.79998779296875,190789,2024-04-01
2024-04-08,308.20001220703125,308.20001220703125,323.5,302.45001220703125,310.1499938964844,34878,2024-04-08
2024-04-15,396.70001220703125,396.70001220703125,424.8999938964844,305.04998779296875,314.5,964447,2024-04-15
2024-04-22,405.3500061035156,405.3500061035156,422.0,392.20001220703125,401.70001220703125,275958,2024-04-22
2024-04-29,506.8999938964844,506.8999938964844,533.5499877929688,412.0,426.3999938964844,523832,2024-04-29
2024-05-06,513.0499877929688,513.0499877929688,528.2000122070312,464.3500061035156,481.54998779296875,113676,2024-05-06
2024-05-13,584.2999877929688,584.2999877929688,585.0,496.29998779296875,528.2000122070312,87760,2024-05-13
2024-05-20,561.6500244140625,561.6500244140625,601.0,526.5,560.1500244140625,27648,2024-05-20
2024-05-27,543.5,543.5,570.0,520.0999755859375,570.0,111136,2024-05-27
2024-06-03,570.4500122070312,570.4500122070312,576.0499877929688,499.0,560.0,104214,2024-06-03
2024-06-10,580.5999755859375,580.5999755859375,595.0,560.0,570.0,51692,2024-06-10
2024-06-17,590.1500244140625,590.1500244140625,622.9500122070312,576.0999755859375,580.5999755859375,52157,2024-06-17
2024-06-24,576.0,576.0,612.0,561.0,612.0,38646,2024-06-24
2024-07-01,550.6500244140625,550.6500244140625,589.7000122070312,537.0,589.0,81877,2024-07-01
2024-07-08,583.7999877929688,583.7999877929688,583.7999877929688,548.0999755859375,560.0,31925,2024-07-08
2024-07-15,604.2000122070312,604.2000122070312,666.0,585.25,594.7000122070312,72180,2024-07-15
2024-07-22,584.7999877929688,584.7999877929688,633.0999755859375,571.0999755859375,602.0999755859375,13288,2024-07-22
2024-07-29,567.8499755859375,567.8499755859375,615.0,562.8499755859375,610.0,35079,2024-07-29
2024-08-05,546.5999755859375,546.5999755859375,596.0,523.0499877929688,588.9500122070312,22597,2024-08-05
2024-08-12,529.9500122070312,529.9500122070312,553.5999755859375,500.0,552.0,6886,2024-08-12
2024-08-19,513.9500122070312,513.9500122070312,530.0,486.1000061035156,529.0,40404,2024-08-19
2024-08-26,493.29998779296875,493.29998779296875,538.8499755859375,471.20001220703125,538.8499755859375,10664,2024-08-26
2024-09-02,500.0,500.0,519.0,475.0,499.0,12074,2024-09-02
2024-09-09,499.6000061035156,499.6000061035156,509.0,485.0,500.0,11635,2024-09-09
2024-09-16,452.1499938964844,452.1499938964844,507.79998779296875,449.79998779296875,500.0,26775,2024-09-16
2024-09-23,449.95001220703125,449.95001220703125,471.0,428.0,468.95001220703125,12883,2024-09-23
2024-09-30,393.0,393.0,457.79998779296875,392.0,457.79998779296875,23715,2024-09-30
2024-10-07,387.0,387.0,402.95001220703125,373.1499938964844,393.0,9445,2024-10-07
2024-10-14,445.95001220703125,445.95001220703125,445.95001220703125,378.1000061035156,399.8999938964844,46025,2024-10-14
2024-10-21,467.0,467.0,480.0,451.0,457.0,79136,2024-10-21
2024-10-28,487.0,487.0,488.75,457.70001220703125,470.0,108743,2024-10-28
2024-11-04,479.0,479.0,489.5,471.3999938964844,487.0,7296,2024-11-04
2024-11-11,465.0,465.0,481.0,465.0,481.0,19674,2024-11-11
2024-11-18,450.8999938964844,450.8999938964844,474.0,449.5,468.0,30111,2024-11-18
2024-11-25,445.0,445.0,459.0,441.6499938964844,457.95001220703125,13425,2024-11-25
2024-12-02,438.8500061035156,438.8500061035156,466.75,415.1000061035156,454.79998779296875,16863,2024-12-02
2024-12-09,425.0,425.0,448.79998779296875,412.0,448.79998779296875,120821,2024-12-09
2024-12-16,416.54998779296875,416.54998779296875,444.8500061035156,400.0,444.8500061035156,46517,2024-12-16
2024-12-23,420.70001220703125,420.70001220703125,429.8999938964844,390.0,429.6000061035156,44438,2024-12-23
2024-12-30,405.6000061035156,405.6000061035156,462.75,391.25,428.70001220703125,6890,2024-12-30
2025-01-06,383.70001220703125,383.70001220703125,419.95001220703125,370.3999938964844,415.6000061035156,4282,2025-01-06
2025-01-13,434.3500061035156,434.3500061035156,446.0,397.79998779296875,399.95001220703125,77077,2025-01-13
2025-01-20,416.5,416.5,477.20001220703125,401.0,445.1499938964844,84334,2025-01-20
2025-01-27,411.8999938964844,411.8999938964844,442.25,383.04998779296875,415.0,27494,2025-01-27
2025-02-03,423.54998779296875,423.54998779296875,450.0,406.0,420.04998779296875,25284,2025-02-03
2025-02-10,419.25,419.25,459.95001220703125,405.95001220703125,425.0,33179,2025-02-10
2025-02-17,400.75,400.75,425.1499938964844,375.04998779296875,417.45001220703125,70817,2025-02-17
2025-02-24,396.04998779296875,396.04998779296875,423.79998779296875,388.04998779296875,404.95001220703125,71093,2025-02-24
2025-03-03,393.54998779296875,393.54998779296875,405.0,375.0,403.04998779296875,79721,2025-03-03
2025-03-10,372.3500061035156,372.3500061035156,438.1499938964844,341.04998779296875,399.45001220703125,80590,2025-03-10
2025-03-17,309.8500061035156,309.8500061035156,388.0,291.6000061035156,370.0,122722,2025-03-17
2025-03-24,351.54998779296875,351.54998779296875,388.0,306.29998779296875,317.0,186777,2025-03-24
2025-03-31,421.75,421.75,448.95001220703125,349.70001220703125,351.54998779296875,212825,2025-03-31
2025-04-07,442.95001220703125,442.95001220703125,445.75,399.3500061035156,410.0,108300,2025-04-07
2025-04-14,417.95001220703125,417.95001220703125,467.45001220703125,413.0,442.0,58570,2025-04-14
2025-04-21,452.1000061035156,452.1000061035156,473.04998779296875,408.8999938964844,417.0,190960,2025-04-21
2025-04-28,475.1000061035156,475.1000061035156,484.95001220703125,446.20001220703125,448.0,117725,2025-04-28
2025-05-05,500.04998779296875,500.04998779296875,525.5999755859375,456.0,486.0,90653,2025-05-05
2025-05-12,525.3499755859375,525.3499755859375,535.0,485.6000061035156,500.04998779296875,72792,2025-05-12
2025-05-19,558.0999755859375,558.0999755859375,576.0,500.0,525.0,64039,2025-05-19
2025-05-26,527.4000244140625,527.4000244140625,584.0,520.0,560.0499877929688,15373,2025-05-26
2025-06-02,499.54998779296875,499.54998779296875,529.5499877929688,468.0,512.0,27583,2025-06-02
2025-06-09,493.70001220703125,493.70001220703125,514.0,481.0,500.0,23192,2025-06-09
2025-06-16,495.1499938964844,495.1499938964844,512.0,486.04998779296875,497.0,25479,2025-06-16
2025-06-23,488.5,488.5,510.0,477.0,510.0,58801,2025-06-23
2025-06-30,490.0,490.0,518.0,475.0,504.0,42085,2025-06-30
2025-07-07,492.8999938964844,492.8999938964844,500.0,470.0,490.0,48128,2025-07-07
2025-07-14,503.3500061035156,503.3500061035156,506.6499938964844,475.0,479.6000061035156,35190,2025-07-14
