Date,Adj Close_ELIN.NS,Close_ELIN.NS,High_ELIN.NS,Low_ELIN.NS,Open_ELIN.NS,Volume_ELIN.NS,Date
2023-11-20,152.39999389648438,152.39999389648438,155.39999389648438,149.9499969482422,154.9499969482422,725258,2023-11-20
2023-11-27,151.9499969482422,151.9499969482422,153.89999389648438,150.0500030517578,152.39999389648438,548185,2023-11-27
2023-12-04,152.75,152.75,156.8000030517578,149.0,154.35000610351562,1000705,2023-12-04
2023-12-11,151.0500030517578,151.0500030517578,154.3000030517578,147.5500030517578,152.75,1075139,2023-12-11
2023-12-18,147.8000030517578,147.8000030517578,152.60000610351562,143.9499969482422,151.6999969482422,700047,2023-12-18
2023-12-25,147.85000610351562,147.85000610351562,152.3000030517578,146.0,147.8000030517578,408201,2023-12-25
2024-01-01,151.0,151.0,153.6999969482422,147.5,147.85000610351562,872556,2024-01-01
2024-01-08,159.0,159.0,160.10000610351562,148.0,151.0,1847138,2024-01-08
2024-01-15,166.5,166.5,171.39999389648438,157.1999969482422,159.0,2654079,2024-01-15
2024-01-22,167.5,167.5,175.10000610351562,159.75,166.5,1039694,2024-01-22
2024-01-29,162.64999389648438,162.64999389648438,170.0,159.9499969482422,168.85000610351562,902750,2024-01-29
2024-02-05,159.75,159.75,168.85000610351562,156.4499969482422,160.0,1296608,2024-02-05
2024-02-12,153.1999969482422,153.1999969482422,161.4499969482422,144.5,159.75,1138242,2024-02-12
2024-02-19,157.75,157.75,163.3000030517578,151.10000610351562,153.64999389648438,1114884,2024-02-19
2024-02-26,155.25,155.25,163.39999389648438,153.8000030517578,159.25,908226,2024-02-26
2024-03-04,150.64999389648438,150.64999389648438,156.5500030517578,148.25,154.10000610351562,488275,2024-03-04
2024-03-11,138.4499969482422,138.4499969482422,151.39999389648438,129.3000030517578,150.5,1271408,2024-03-11
2024-03-18,139.14999389648438,139.14999389648438,143.8000030517578,138.0,138.0500030517578,919927,2024-03-18
2024-03-25,133.25,133.25,146.39999389648438,131.0500030517578,139.14999389648438,855342,2024-03-25
2024-04-01,152.0,152.0,153.0,136.1999969482422,136.89999389648438,899228,2024-04-01
2024-04-08,147.35000610351562,147.35000610351562,153.6999969482422,145.35000610351562,152.9499969482422,402311,2024-04-08
2024-04-15,171.1999969482422,171.1999969482422,176.14999389648438,142.0500030517578,145.0,4950334,2024-04-15
2024-04-22,166.9499969482422,166.9499969482422,177.5,165.4499969482422,173.0,1833462,2024-04-22
2024-04-29,168.5,168.5,171.0,165.0,167.35000610351562,664523,2024-04-29
2024-05-06,158.14999389648438,158.14999389648438,168.5,155.89999389648438,165.5500030517578,544556,2024-05-06
2024-05-13,166.39999389648438,166.39999389648438,168.9499969482422,153.0,158.9499969482422,543991,2024-05-13
2024-05-20,157.64999389648438,157.64999389648438,167.1999969482422,156.6999969482422,163.75,492863,2024-05-20
2024-05-27,162.0,162.0,170.60000610351562,153.0,158.0,2094615,2024-05-27
2024-06-03,158.6999969482422,158.6999969482422,170.8000030517578,145.14999389648438,170.0,1152459,2024-06-03
2024-06-10,181.4499969482422,181.4499969482422,186.0,159.07000732421875,161.0,2917471,2024-06-10
2024-06-17,208.32000732421875,208.32000732421875,216.5500030517578,177.8699951171875,181.4499969482422,7438569,2024-06-17
2024-06-24,207.5500030517578,207.5500030517578,221.8000030517578,195.0,210.0,3883278,2024-06-24
2024-07-01,203.50999450683594,203.50999450683594,218.0,200.7899932861328,208.99000549316406,1922543,2024-07-01
2024-07-08,206.82000732421875,206.82000732421875,218.9499969482422,197.35000610351562,205.3000030517578,1842084,2024-07-08
2024-07-15,186.7100067138672,186.7100067138672,211.10000610351562,185.25,210.99000549316406,1061736,2024-07-15
2024-07-22,195.94000244140625,195.94000244140625,201.8000030517578,177.0,184.0,1073650,2024-07-22
2024-07-29,204.7899932861328,204.7899932861328,210.0,193.0,197.0,1638669,2024-07-29
2024-08-05,216.66000366210938,216.66000366210938,217.99000549316406,188.6199951171875,197.0,5124037,2024-08-05
2024-08-12,207.2899932861328,207.2899932861328,232.8300018310547,205.0,216.47999572753906,2863868,2024-08-12
2024-08-19,239.63999938964844,239.63999938964844,244.5,208.8000030517578,208.8000030517578,4785738,2024-08-19
2024-08-26,238.14999389648438,238.14999389648438,262.5,233.7899932861328,244.0,5862341,2024-08-26
2024-09-02,252.69000244140625,252.69000244140625,264.95001220703125,231.41000366210938,239.60000610351562,5010114,2024-09-02
2024-09-09,262.7099914550781,262.7099914550781,270.0,246.80999755859375,252.5,3692963,2024-09-09
2024-09-16,246.4600067138672,246.4600067138672,282.0,238.16000366210938,269.5,4202765,2024-09-16
2024-09-23,234.32000732421875,234.32000732421875,258.6499938964844,231.5,248.10000610351562,1510290,2024-09-23
2024-09-30,227.14999389648438,227.14999389648438,244.60000610351562,224.36000061035156,234.0,1134200,2024-09-30
2024-10-07,237.36000061035156,237.36000061035156,240.0,213.6699981689453,228.9499969482422,1506030,2024-10-07
2024-10-14,219.32000732421875,219.32000732421875,237.0,216.47000122070312,235.39999389648438,813254,2024-10-14
2024-10-21,202.57000732421875,202.57000732421875,225.94000244140625,200.0,220.8000030517578,1023289,2024-10-21
2024-10-28,223.92999267578125,223.92999267578125,226.5,198.41000366210938,202.60000610351562,401035,2024-10-28
2024-11-04,226.2100067138672,226.2100067138672,239.3699951171875,214.02000427246094,223.92999267578125,909905,2024-11-04
2024-11-11,206.24000549316406,206.24000549316406,233.75,204.10000610351562,226.2100067138672,532983,2024-11-11
2024-11-18,201.6999969482422,201.6999969482422,214.88999938964844,198.9199981689453,205.0,602413,2024-11-18
2024-11-25,218.50999450683594,218.50999450683594,224.7899932861328,202.41000366210938,205.6999969482422,620733,2024-11-25
2024-12-02,227.69000244140625,227.69000244140625,233.49000549316406,214.6999969482422,218.0,1000441,2024-12-02
2024-12-09,219.3300018310547,219.3300018310547,235.0,211.35000610351562,227.58999633789062,577015,2024-12-09
2024-12-16,213.3300018310547,213.3300018310547,228.66000366210938,211.0,221.39999389648438,1201956,2024-12-16
2024-12-23,206.77999877929688,206.77999877929688,222.00999450683594,205.35000610351562,215.60000610351562,520036,2024-12-23
2024-12-30,204.85000610351562,204.85000610351562,215.64999389648438,197.0399932861328,207.8000030517578,832975,2024-12-30
2025-01-06,181.3800048828125,181.3800048828125,208.38999938964844,175.02000427246094,206.89999389648438,738676,2025-01-06
2025-01-13,176.6999969482422,176.6999969482422,182.24000549316406,162.61000061035156,180.0,687741,2025-01-13
2025-01-20,159.33999633789062,159.33999633789062,181.75999450683594,154.5,178.38999938964844,601384,2025-01-20
2025-01-27,166.57000732421875,166.57000732421875,168.0800018310547,136.6199951171875,157.0,995926,2025-01-27
2025-02-03,157.30999755859375,157.30999755859375,165.75,155.80999755859375,164.0500030517578,284706,2025-02-03
2025-02-10,132.38999938964844,132.38999938964844,151.0,127.61000061035156,151.0,752803,2025-02-10
2025-02-17,122.19999694824219,122.19999694824219,134.0,118.0,128.0,772938,2025-02-17
2025-02-24,109.97000122070312,109.97000122070312,123.8499984741211,109.0,122.0,522037,2025-02-24
2025-03-03,118.25,118.25,123.0,108.20999908447266,111.58999633789062,931376,2025-03-03
2025-03-10,116.93000030517578,116.93000030517578,124.0,111.05000305175781,118.30000305175781,2167783,2025-03-10
2025-03-17,120.43000030517578,120.43000030517578,123.9800033569336,110.05000305175781,117.0,927461,2025-03-17
2025-03-24,118.75,118.75,126.51000213623047,117.0,123.0,1417536,2025-03-24
2025-03-31,136.50999450683594,136.50999450683594,138.97000122070312,118.06999969482422,118.75,1068335,2025-03-31
2025-04-07,135.97999572753906,135.97999572753906,141.0,117.0,117.0,579116,2025-04-07
2025-04-14,136.32000732421875,136.32000732421875,140.0,133.0,136.89999389648438,319858,2025-04-14
2025-04-21,150.5500030517578,150.5500030517578,154.39999389648438,133.50999450683594,137.38999938964844,1529526,2025-04-21
2025-04-28,138.9600067138672,138.9600067138672,151.39999389648438,137.6999969482422,150.0,528809,2025-04-28
2025-05-05,142.35000610351562,142.35000610351562,150.52999877929688,129.80999755859375,140.27999877929688,1917425,2025-05-05
2025-05-12,176.35000610351562,176.35000610351562,180.5,145.0500030517578,145.1999969482422,2386837,2025-05-12
2025-05-19,185.97999572753906,185.97999572753906,190.6999969482422,171.00999450683594,177.0,2292351,2025-05-19
2025-05-26,170.05999755859375,170.05999755859375,195.27000427246094,165.0,183.0,1141878,2025-05-26
2025-06-02,162.85000610351562,162.85000610351562,172.8000030517578,156.6999969482422,172.8000030517578,730606,2025-06-02
2025-06-09,182.1999969482422,182.1999969482422,195.1699981689453,160.10000610351562,162.0,1263233,2025-06-09
2025-06-16,170.0500030517578,170.0500030517578,178.5500030517578,168.25,178.5500030517578,190615,2025-06-16
2025-06-23,182.3000030517578,182.3000030517578,182.3000030517578,170.0500030517578,171.8000030517578,173239,2025-06-23
2025-06-30,176.35000610351562,176.35000610351562,185.94000244140625,172.8699951171875,182.5,173039,2025-06-30
2025-07-07,181.0,181.0,181.0,171.5500030517578,174.0,134089,2025-07-07
2025-07-14,188.30999755859375,188.30999755859375,188.30999755859375,184.6199951171875,184.6199951171875,73698,2025-07-14
