Date,Adj Close_BIOFILCHEM.NS,Close_BIOFILCHEM.NS,High_BIOFILCHEM.NS,Low_BIOFILCHEM.NS,Open_BIOFILCHEM.NS,Volume_BIOFILCHEM.NS,Date
2022-10-31,55.400001525878906,55.400001525878906,64.75,47.0,47.0,1978420,2022-10-31
2022-11-07,52.650001525878906,52.650001525878906,56.75,52.0,56.54999923706055,119990,2022-11-07
2022-11-14,59.20000076293945,59.20000076293945,59.400001525878906,46.849998474121094,53.0,1440832,2022-11-14
2022-11-21,54.650001525878906,54.650001525878906,59.04999923706055,53.20000076293945,58.95000076293945,710269,2022-11-21
2022-11-28,55.900001525878906,55.900001525878906,58.5,54.0,54.650001525878906,300891,2022-11-28
2022-12-05,54.849998474121094,54.849998474121094,57.0,52.5,56.79999923706055,131998,2022-12-05
2022-12-12,54.0,54.0,55.5,51.79999923706055,55.099998474121094,117605,2022-12-12
2022-12-19,58.20000076293945,58.20000076293945,63.900001525878906,51.599998474121094,55.95000076293945,1402260,2022-12-19
2022-12-26,55.20000076293945,55.20000076293945,65.0,53.54999923706055,58.349998474121094,587900,2022-12-26
2023-01-02,56.25,56.25,59.150001525878906,53.099998474121094,56.0,255270,2023-01-02
2023-01-09,55.150001525878906,55.150001525878906,57.900001525878906,52.29999923706055,57.900001525878906,157666,2023-01-09
2023-01-16,54.29999923706055,54.29999923706055,56.04999923706055,53.29999923706055,55.5,101058,2023-01-16
2023-01-23,51.650001525878906,51.650001525878906,54.599998474121094,51.0,54.099998474121094,63731,2023-01-23
2023-01-30,48.29999923706055,48.29999923706055,52.349998474121094,47.400001525878906,50.599998474121094,103553,2023-01-30
2023-02-06,48.29999923706055,48.29999923706055,49.79999923706055,47.5,48.79999923706055,71049,2023-02-06
2023-02-13,47.75,47.75,48.95000076293945,46.95000076293945,48.29999923706055,40366,2023-02-13
2023-02-20,47.79999923706055,47.79999923706055,51.70000076293945,42.349998474121094,47.79999923706055,190889,2023-02-20
2023-02-27,45.400001525878906,45.400001525878906,52.599998474121094,43.29999923706055,51.0,390932,2023-02-27
2023-03-06,44.29999923706055,44.29999923706055,45.849998474121094,43.599998474121094,45.20000076293945,70506,2023-03-06
2023-03-13,41.45000076293945,41.45000076293945,45.150001525878906,39.95000076293945,45.150001525878906,77944,2023-03-13
2023-03-20,41.849998474121094,41.849998474121094,47.79999923706055,41.0,41.349998474121094,155914,2023-03-20
2023-03-27,41.400001525878906,41.400001525878906,46.79999923706055,39.29999923706055,41.849998474121094,150229,2023-03-27
2023-04-03,44.45000076293945,44.45000076293945,45.79999923706055,41.400001525878906,41.400001525878906,119715,2023-04-03
2023-04-10,44.54999923706055,44.54999923706055,45.900001525878906,43.29999923706055,43.849998474121094,55026,2023-04-10
2023-04-17,44.849998474121094,44.849998474121094,48.5,43.599998474121094,44.54999923706055,137308,2023-04-17
2023-04-24,45.95000076293945,45.95000076293945,47.0,43.29999923706055,44.150001525878906,115586,2023-04-24
2023-05-01,44.20000076293945,44.20000076293945,45.95000076293945,44.0,45.95000076293945,78515,2023-05-01
2023-05-08,44.599998474121094,44.599998474121094,46.099998474121094,44.0,44.79999923706055,47176,2023-05-08
2023-05-15,43.95000076293945,43.95000076293945,46.0,43.20000076293945,46.0,33095,2023-05-15
2023-05-22,43.650001525878906,43.650001525878906,45.0,41.29999923706055,43.900001525878906,66586,2023-05-22
2023-05-29,43.79999923706055,43.79999923706055,46.75,43.0,44.25,162216,2023-05-29
2023-06-05,44.5,44.5,45.79999923706055,43.79999923706055,44.400001525878906,71378,2023-06-05
2023-06-12,45.0,45.0,46.45000076293945,43.5,44.5,119082,2023-06-12
2023-06-19,44.0,44.0,45.5,43.599998474121094,45.0,65550,2023-06-19
2023-06-26,44.400001525878906,44.400001525878906,47.099998474121094,43.349998474121094,44.04999923706055,258372,2023-06-26
2023-07-03,44.70000076293945,44.70000076293945,45.5,44.0,45.25,86583,2023-07-03
2023-07-10,44.54999923706055,44.54999923706055,47.900001525878906,44.20000076293945,46.0,149539,2023-07-10
2023-07-17,47.150001525878906,47.150001525878906,48.900001525878906,44.25,44.54999923706055,254181,2023-07-17
2023-07-24,45.75,45.75,49.70000076293945,44.54999923706055,49.70000076293945,211944,2023-07-24
2023-07-31,45.599998474121094,45.599998474121094,48.0,45.0,45.150001525878906,110713,2023-07-31
2023-08-07,46.25,46.25,50.0,44.400001525878906,45.95000076293945,254200,2023-08-07
2023-08-14,45.650001525878906,45.650001525878906,48.0,44.900001525878906,46.0,112174,2023-08-14
2023-08-21,47.5,47.5,49.0,45.0,45.0,320698,2023-08-21
2023-08-28,48.25,48.25,51.20000076293945,46.599998474121094,47.5,334783,2023-08-28
2023-09-04,50.54999923706055,50.54999923706055,54.25,48.0,49.0,472054,2023-09-04
2023-09-11,51.95000076293945,51.95000076293945,54.0,46.0,51.29999923706055,523794,2023-09-11
2023-09-18,49.349998474121094,49.349998474121094,53.5,48.400001525878906,52.54999923706055,211079,2023-09-18
2023-09-25,48.54999923706055,48.54999923706055,51.45000076293945,48.099998474121094,50.0,119968,2023-09-25
2023-10-02,53.95000076293945,53.95000076293945,55.900001525878906,48.0,48.54999923706055,654783,2023-10-02
2023-10-09,50.650001525878906,50.650001525878906,53.29999923706055,50.0,52.0,208146,2023-10-09
2023-10-16,49.599998474121094,49.599998474121094,51.400001525878906,49.0,51.150001525878906,141103,2023-10-16
2023-10-23,47.29999923706055,47.29999923706055,51.95000076293945,45.349998474121094,50.29999923706055,184303,2023-10-23
2023-10-30,48.95000076293945,48.95000076293945,51.5,46.599998474121094,48.900001525878906,163054,2023-10-30
2023-11-06,48.95000076293945,48.95000076293945,49.95000076293945,48.45000076293945,48.95000076293945,77596,2023-11-06
2023-11-13,48.849998474121094,48.849998474121094,49.95000076293945,48.400001525878906,48.79999923706055,60162,2023-11-13
2023-11-20,49.900001525878906,49.900001525878906,51.349998474121094,48.04999923706055,48.75,153188,2023-11-20
2023-11-27,53.650001525878906,53.650001525878906,56.04999923706055,48.70000076293945,49.900001525878906,719821,2023-11-27
2023-12-04,51.650001525878906,51.650001525878906,55.0,50.900001525878906,52.400001525878906,195711,2023-12-04
2023-12-11,52.349998474121094,52.349998474121094,55.79999923706055,50.75,51.650001525878906,429673,2023-12-11
2023-12-18,55.400001525878906,55.400001525878906,63.5,52.04999923706055,53.5,2598619,2023-12-18
2023-12-25,54.150001525878906,54.150001525878906,58.25,53.75,55.400001525878906,324284,2023-12-25
2024-01-01,58.849998474121094,58.849998474121094,61.70000076293945,53.45000076293945,54.95000076293945,1254497,2024-01-01
2024-01-08,58.349998474121094,58.349998474121094,60.0,57.099998474121094,60.0,350947,2024-01-08
2024-01-15,56.29999923706055,56.29999923706055,60.0,53.75,58.349998474121094,219703,2024-01-15
2024-01-22,66.30000305175781,66.30000305175781,66.30000305175781,54.04999923706055,56.29999923706055,1296060,2024-01-22
2024-01-29,71.55000305175781,71.55000305175781,79.0,66.1500015258789,72.0,4272951,2024-01-29
2024-02-05,67.8499984741211,67.8499984741211,74.0,66.5,71.9000015258789,572857,2024-02-05
2024-02-12,69.1500015258789,69.1500015258789,72.75,60.349998474121094,67.3499984741211,376783,2024-02-12
2024-02-19,70.0999984741211,70.0999984741211,75.5,68.05000305175781,70.69999694824219,732567,2024-02-19
2024-02-26,64.25,64.25,72.4000015258789,63.04999923706055,72.4000015258789,261248,2024-02-26
2024-03-04,72.05000305175781,72.05000305175781,74.1500015258789,60.54999923706055,65.6500015258789,860131,2024-03-04
2024-03-11,60.54999923706055,60.54999923706055,71.94999694824219,54.400001525878906,70.0999984741211,482642,2024-03-11
2024-03-18,61.599998474121094,61.599998474121094,62.95000076293945,56.849998474121094,59.5,177877,2024-03-18
2024-03-25,60.599998474121094,60.599998474121094,67.55000305175781,57.54999923706055,61.599998474121094,247424,2024-03-25
2024-04-01,67.75,67.75,72.6500015258789,60.79999923706055,61.5,691464,2024-04-01
2024-04-08,67.69999694824219,67.69999694824219,69.94999694824219,65.55000305175781,68.6500015258789,155224,2024-04-08
2024-04-15,67.5999984741211,67.5999984741211,71.0,62.5,65.0,312289,2024-04-15
2024-04-22,69.9000015258789,69.9000015258789,77.5999984741211,67.5,67.5,1085747,2024-04-22
2024-04-29,67.55000305175781,67.55000305175781,73.5999984741211,66.1500015258789,70.44999694824219,156972,2024-04-29
2024-05-06,67.94999694824219,67.94999694824219,70.19999694824219,65.80000305175781,67.55000305175781,126655,2024-05-06
2024-05-13,69.4000015258789,69.4000015258789,72.4000015258789,65.69999694824219,66.5999984741211,213817,2024-05-13
2024-05-20,66.05000305175781,66.05000305175781,69.44999694824219,65.30000305175781,69.44999694824219,100741,2024-05-20
2024-05-27,62.54999923706055,62.54999923706055,66.9000015258789,61.650001525878906,65.4000015258789,118815,2024-05-27
2024-06-03,61.349998474121094,61.349998474121094,64.44999694824219,53.54999923706055,63.75,384646,2024-06-03
2024-06-10,61.09000015258789,61.09000015258789,64.55000305175781,60.40999984741211,61.349998474121094,251658,2024-06-10
2024-06-17,67.11000061035156,67.11000061035156,70.5999984741211,60.04999923706055,61.09000015258789,531976,2024-06-17
2024-06-24,64.36000061035156,64.36000061035156,68.44000244140625,63.5,68.44000244140625,190336,2024-06-24
2024-07-01,69.7699966430664,69.7699966430664,72.97000122070312,63.90999984741211,65.9000015258789,817343,2024-07-01
2024-07-08,65.58000183105469,65.58000183105469,71.9000015258789,63.40999984741211,71.9000015258789,267243,2024-07-08
2024-07-15,60.709999084472656,60.709999084472656,67.48999786376953,60.0,65.5,193351,2024-07-15
2024-07-22,65.06999969482422,65.06999969482422,66.54000091552734,58.65999984741211,60.04999923706055,427552,2024-07-22
2024-07-29,65.95999908447266,65.95999908447266,70.5,63.189998626708984,66.9000015258789,517062,2024-07-29
2024-08-05,64.91999816894531,64.91999816894531,68.80000305175781,62.04999923706055,65.94999694824219,421830,2024-08-05
2024-08-12,62.970001220703125,62.970001220703125,65.69999694824219,60.119998931884766,63.599998474121094,145109,2024-08-12
2024-08-19,67.94000244140625,67.94000244140625,69.30000305175781,62.959999084472656,62.970001220703125,442252,2024-08-19
2024-08-26,65.18000030517578,65.18000030517578,69.94999694824219,64.01000213623047,69.94999694824219,174182,2024-08-26
2024-09-02,65.38999938964844,65.38999938964844,68.73999786376953,63.27000045776367,66.75,309430,2024-09-02
2024-09-09,77.08000183105469,77.08000183105469,79.44999694824219,64.05000305175781,64.62999725341797,4043080,2024-09-09
2024-09-16,83.5999984741211,83.5999984741211,91.87000274658203,75.41000366210938,78.44999694824219,5867639,2024-09-16
2024-09-23,80.38999938964844,80.38999938964844,86.25,77.0,84.94999694824219,810246,2024-09-23
2024-09-30,77.9800033569336,77.9800033569336,84.0,76.51000213623047,79.9800033569336,471433,2024-09-30
2024-10-07,75.08000183105469,75.08000183105469,79.69999694824219,68.18000030517578,77.9800033569336,460701,2024-10-07
2024-10-14,70.73999786376953,70.73999786376953,77.98999786376953,70.4800033569336,75.97000122070312,349036,2024-10-14
2024-10-21,64.16000366210938,64.16000366210938,72.80000305175781,60.5099983215332,72.80000305175781,339949,2024-10-21
2024-10-28,70.01000213623047,70.01000213623047,72.0,63.130001068115234,64.16000366210938,147942,2024-10-28
2024-11-04,64.76000213623047,64.76000213623047,72.08999633789062,64.5,71.0,159118,2024-11-04
2024-11-11,62.56999969482422,62.56999969482422,66.5,59.97999954223633,65.19999694824219,145646,2024-11-11
2024-11-18,59.20000076293945,59.20000076293945,63.29999923706055,58.5099983215332,61.0,161336,2024-11-18
2024-11-25,62.810001373291016,62.810001373291016,64.69000244140625,58.40999984741211,61.900001525878906,160781,2024-11-25
2024-12-02,65.19000244140625,65.19000244140625,68.52999877929688,62.5099983215332,62.810001373291016,248770,2024-12-02
2024-12-09,63.779998779296875,63.779998779296875,66.5199966430664,62.29999923706055,65.19999694824219,184534,2024-12-09
2024-12-16,59.2400016784668,59.2400016784668,67.69000244140625,59.099998474121094,64.0,415386,2024-12-16
2024-12-23,59.63999938964844,59.63999938964844,62.400001525878906,59.119998931884766,59.84000015258789,83517,2024-12-23
2024-12-30,61.4900016784668,61.4900016784668,62.97999954223633,56.5,59.880001068115234,208406,2024-12-30
2025-01-06,56.63999938964844,56.63999938964844,62.04999923706055,55.0,60.599998474121094,162237,2025-01-06
2025-01-13,57.45000076293945,57.45000076293945,62.880001068115234,53.040000915527344,56.63999938964844,212552,2025-01-13
2025-01-20,54.11000061035156,54.11000061035156,58.95000076293945,53.5099983215332,58.4900016784668,89817,2025-01-20
2025-01-27,55.029998779296875,55.029998779296875,56.4900016784668,49.04999923706055,53.11000061035156,119508,2025-01-27
2025-02-03,53.630001068115234,53.630001068115234,56.349998474121094,53.11000061035156,53.11000061035156,41227,2025-02-03
2025-02-10,50.970001220703125,50.970001220703125,55.0,49.540000915527344,53.630001068115234,92184,2025-02-10
2025-02-17,50.380001068115234,50.380001068115234,53.0,46.5,52.75,60023,2025-02-17
2025-02-24,44.25,44.25,53.0,44.0099983215332,51.54999923706055,123810,2025-02-24
2025-03-03,46.25,46.25,47.68000030517578,42.0,44.0,83683,2025-03-03
2025-03-10,43.16999816894531,43.16999816894531,48.880001068115234,42.95000076293945,47.38999938964844,105346,2025-03-10
2025-03-17,44.810001373291016,44.810001373291016,45.900001525878906,40.400001525878906,43.25,162265,2025-03-17
2025-03-24,41.15999984741211,41.15999984741211,51.20000076293945,41.02000045776367,44.810001373291016,314406,2025-03-24
2025-03-31,45.060001373291016,45.060001373291016,51.0,41.15999984741211,41.15999984741211,491466,2025-03-31
2025-04-07,43.13999938964844,43.13999938964844,44.0,41.29999923706055,43.0,96728,2025-04-07
2025-04-14,46.86000061035156,46.86000061035156,48.119998931884766,43.68000030517578,43.68000030517578,81841,2025-04-14
2025-04-21,45.93000030517578,45.93000030517578,49.5,44.86000061035156,46.86000061035156,174357,2025-04-21
2025-04-28,43.79999923706055,43.79999923706055,46.5,43.70000076293945,46.150001525878906,71456,2025-04-28
2025-05-05,41.77000045776367,41.77000045776367,45.34000015258789,41.0,44.56999969482422,69746,2025-05-05
2025-05-12,46.25,46.25,47.189998626708984,43.02000045776367,43.25,97195,2025-05-12
2025-05-19,45.81999969482422,45.81999969482422,47.790000915527344,44.5,46.2599983215332,86108,2025-05-19
2025-05-26,49.2400016784668,49.2400016784668,51.95000076293945,45.5099983215332,46.79999923706055,413049,2025-05-26
2025-06-02,53.33000183105469,53.33000183105469,57.189998626708984,47.11000061035156,49.349998474121094,555160,2025-06-02
2025-06-09,50.13999938964844,50.13999938964844,55.189998626708984,49.5,54.40999984741211,170113,2025-06-09
2025-06-16,46.4900016784668,46.4900016784668,50.93000030517578,45.0,49.20000076293945,63329,2025-06-16
2025-06-23,47.13999938964844,47.13999938964844,47.849998474121094,44.15999984741211,45.0,59571,2025-06-23
2025-06-30,46.97999954223633,46.97999954223633,48.5,45.20000076293945,45.5,45085,2025-06-30
2025-07-07,46.9900016784668,46.9900016784668,47.880001068115234,45.20000076293945,45.209999084472656,29500,2025-07-07
2025-07-14,46.54999923706055,46.54999923706055,47.95000076293945,46.060001373291016,47.95000076293945,8814,2025-07-14
