Date,Adj Close_KELLTONTEC.NS,Close_KELLTONTEC.NS,High_KELLTONTEC.NS,Low_KELLTONTEC.NS,Open_KELLTONTEC.NS,Volume_KELLTONTEC.NS,Date
2022-02-28,84.5,84.5,88.0999984741211,79.25,81.0,2264606,2022-02-28
2022-03-07,91.30000305175781,91.30000305175781,96.1500015258789,80.5999984741211,83.0,2691412,2022-03-07
2022-03-14,90.94999694824219,90.94999694824219,93.5,86.0,92.0,1832332,2022-03-14
2022-03-21,86.30000305175781,86.30000305175781,92.1500015258789,86.05000305175781,91.75,1799247,2022-03-21
2022-03-28,88.25,88.25,88.80000305175781,82.0,86.0999984741211,2600350,2022-03-28
2022-04-04,97.5,97.5,106.69999694824219,88.5,89.94999694824219,4950668,2022-04-04
2022-04-11,94.80000305175781,94.80000305175781,98.9000015258789,89.9000015258789,98.9000015258789,1327403,2022-04-11
2022-04-18,88.9000015258789,88.9000015258789,94.80000305175781,87.5999984741211,94.80000305175781,1886028,2022-04-18
2022-04-25,85.4000015258789,85.4000015258789,91.5,84.80000305175781,87.19999694824219,1872954,2022-04-25
2022-05-02,78.6500015258789,78.6500015258789,86.30000305175781,77.55000305175781,83.0999984741211,1516134,2022-05-02
2022-05-09,70.8499984741211,70.8499984741211,80.0,67.6500015258789,78.19999694824219,1579327,2022-05-09
2022-05-16,73.8499984741211,73.8499984741211,78.25,72.0,72.30000305175781,1318557,2022-05-16
2022-05-23,70.0999984741211,70.0999984741211,76.0,64.75,76.0,999278,2022-05-23
2022-05-30,73.0999984741211,73.0999984741211,77.19999694824219,71.0,71.94999694824219,1455495,2022-05-30
2022-06-06,75.0999984741211,75.0999984741211,79.9000015258789,71.0,72.80000305175781,2233909,2022-06-06
2022-06-13,66.6500015258789,66.6500015258789,73.5999984741211,65.0,72.0,1383685,2022-06-13
2022-06-20,64.25,64.25,68.9000015258789,59.04999923706055,68.5999984741211,1791425,2022-06-20
2022-06-27,70.94999694824219,70.94999694824219,78.5999984741211,65.25,65.44999694824219,3117267,2022-06-27
2022-07-04,72.19999694824219,72.19999694824219,74.55000305175781,68.9000015258789,71.3499984741211,1327929,2022-07-04
2022-07-11,72.75,72.75,79.69999694824219,70.94999694824219,72.25,2404266,2022-07-11
2022-07-18,73.80000305175781,73.80000305175781,77.0,72.5999984741211,73.05000305175781,1250476,2022-07-18
2022-07-25,71.4000015258789,71.4000015258789,75.0,69.5,74.0,1086337,2022-07-25
2022-08-01,73.25,73.25,77.0,71.55000305175781,71.55000305175781,1782057,2022-08-01
2022-08-08,73.4000015258789,73.4000015258789,74.69999694824219,72.0,73.4000015258789,853436,2022-08-08
2022-08-15,69.5,69.5,75.9000015258789,68.05000305175781,73.4000015258789,1866672,2022-08-15
2022-08-22,68.9000015258789,68.9000015258789,72.19999694824219,65.80000305175781,69.80000305175781,2438055,2022-08-22
2022-08-29,70.94999694824219,70.94999694824219,72.69999694824219,63.75,67.5,1442463,2022-08-29
2022-09-05,72.4000015258789,72.4000015258789,73.30000305175781,69.75,70.1500015258789,2106712,2022-09-05
2022-09-12,68.4000015258789,68.4000015258789,74.5999984741211,68.05000305175781,73.80000305175781,2262800,2022-09-12
2022-09-19,66.05000305175781,66.05000305175781,70.0,65.0999984741211,70.0,2051154,2022-09-19
2022-09-26,62.849998474121094,62.849998474121094,66.0,62.099998474121094,66.0,1174327,2022-09-26
2022-10-03,65.5,65.5,67.19999694824219,62.400001525878906,62.95000076293945,842139,2022-10-03
2022-10-10,63.650001525878906,63.650001525878906,66.9000015258789,62.400001525878906,64.55000305175781,694626,2022-10-10
2022-10-17,62.25,62.25,64.80000305175781,61.79999923706055,63.25,725421,2022-10-17
2022-10-24,62.849998474121094,62.849998474121094,64.4000015258789,59.349998474121094,63.099998474121094,491763,2022-10-24
2022-10-31,62.95000076293945,62.95000076293945,64.69999694824219,62.400001525878906,62.54999923706055,762962,2022-10-31
2022-11-07,63.849998474121094,63.849998474121094,65.80000305175781,62.5,63.45000076293945,752029,2022-11-07
2022-11-14,63.0,63.0,68.69999694824219,62.79999923706055,63.0,1619207,2022-11-14
2022-11-21,59.099998474121094,59.099998474121094,64.0999984741211,57.0,64.0999984741211,707120,2022-11-21
2022-11-28,61.20000076293945,61.20000076293945,61.900001525878906,57.650001525878906,57.650001525878906,558138,2022-11-28
2022-12-05,58.70000076293945,58.70000076293945,62.400001525878906,58.400001525878906,62.400001525878906,678119,2022-12-05
2022-12-12,58.04999923706055,58.04999923706055,60.5,57.5,58.70000076293945,499058,2022-12-12
2022-12-19,52.70000076293945,52.70000076293945,60.0,52.70000076293945,58.599998474121094,719957,2022-12-19
2022-12-26,58.599998474121094,58.599998474121094,59.900001525878906,50.099998474121094,52.650001525878906,657435,2022-12-26
2023-01-02,57.45000076293945,57.45000076293945,60.79999923706055,55.099998474121094,58.95000076293945,450775,2023-01-02
2023-01-09,57.5,57.5,59.20000076293945,55.400001525878906,57.75,323726,2023-01-09
2023-01-16,57.400001525878906,57.400001525878906,59.400001525878906,56.0,57.849998474121094,521854,2023-01-16
2023-01-23,56.5,56.5,58.75,54.04999923706055,57.599998474121094,351883,2023-01-23
2023-01-30,56.599998474121094,56.599998474121094,57.5,54.0,55.5,489410,2023-01-30
2023-02-06,55.45000076293945,55.45000076293945,57.79999923706055,54.0,56.349998474121094,562723,2023-02-06
2023-02-13,53.599998474121094,53.599998474121094,58.20000076293945,53.150001525878906,55.900001525878906,539005,2023-02-13
2023-02-20,53.45000076293945,53.45000076293945,55.5,51.54999923706055,53.099998474121094,526664,2023-02-20
2023-02-27,51.849998474121094,51.849998474121094,53.900001525878906,50.0,53.900001525878906,534568,2023-02-27
2023-03-06,53.150001525878906,53.150001525878906,54.900001525878906,51.29999923706055,51.70000076293945,566636,2023-03-06
2023-03-13,50.150001525878906,50.150001525878906,54.75,49.20000076293945,52.849998474121094,865623,2023-03-13
2023-03-20,48.95000076293945,48.95000076293945,51.79999923706055,46.95000076293945,49.849998474121094,985714,2023-03-20
2023-03-27,44.04999923706055,44.04999923706055,49.400001525878906,41.900001525878906,49.099998474121094,1151984,2023-03-27
2023-04-03,50.95000076293945,50.95000076293945,50.95000076293945,45.5,45.5,188513,2023-04-03
2023-04-10,53.25,53.25,56.95000076293945,50.400001525878906,53.45000076293945,1258960,2023-04-10
2023-04-17,52.54999923706055,52.54999923706055,53.25,50.849998474121094,53.25,382569,2023-04-17
2023-04-24,59.5,59.5,63.95000076293945,51.5,53.099998474121094,1993039,2023-04-24
2023-05-01,57.54999923706055,57.54999923706055,61.150001525878906,57.04999923706055,59.5,871812,2023-05-01
2023-05-08,61.95000076293945,61.95000076293945,64.44999694824219,56.25,57.54999923706055,4441716,2023-05-08
2023-05-15,59.45000076293945,59.45000076293945,63.0,59.0,62.45000076293945,1118667,2023-05-15
2023-05-22,66.25,66.25,67.1500015258789,59.150001525878906,59.900001525878906,3141138,2023-05-22
2023-05-29,62.70000076293945,62.70000076293945,72.5,58.5,68.25,7052735,2023-05-29
2023-06-05,64.0999984741211,64.0999984741211,67.9000015258789,62.20000076293945,63.0,4227277,2023-06-05
2023-06-12,59.20000076293945,59.20000076293945,65.0,58.599998474121094,64.69999694824219,4566719,2023-06-12
2023-06-19,60.5,60.5,63.25,58.25,59.95000076293945,4491974,2023-06-19
2023-06-26,69.69999694824219,69.69999694824219,71.5999984741211,60.5,61.04999923706055,7160698,2023-06-26
2023-07-03,73.3499984741211,73.3499984741211,77.0,69.3499984741211,70.94999694824219,13097360,2023-07-03
2023-07-10,86.05000305175781,86.05000305175781,87.69999694824219,72.5,74.0,17449673,2023-07-10
2023-07-17,86.0,86.0,89.4000015258789,79.69999694824219,86.80000305175781,14973267,2023-07-17
2023-07-24,81.3499984741211,81.3499984741211,88.9000015258789,80.30000305175781,86.6500015258789,4797265,2023-07-24
2023-07-31,82.55000305175781,82.55000305175781,84.6500015258789,78.6500015258789,82.25,4242315,2023-07-31
2023-08-07,81.3499984741211,81.3499984741211,86.19999694824219,80.3499984741211,83.30000305175781,4684111,2023-08-07
2023-08-14,79.30000305175781,79.30000305175781,85.9000015258789,79.0,81.75,2626657,2023-08-14
2023-08-21,80.80000305175781,80.80000305175781,85.80000305175781,79.1500015258789,79.75,4589008,2023-08-21
2023-08-28,90.1500015258789,90.1500015258789,93.6500015258789,78.6500015258789,81.4000015258789,14369636,2023-08-28
2023-09-04,92.44999694824219,92.44999694824219,98.69999694824219,87.19999694824219,90.5,12549402,2023-09-04
2023-09-11,91.5999984741211,91.5999984741211,95.94999694824219,83.5999984741211,93.30000305175781,13428142,2023-09-11
2023-09-18,87.75,87.75,92.4000015258789,85.94999694824219,92.0,3214398,2023-09-18
2023-09-25,86.19999694824219,86.19999694824219,89.8499984741211,85.3499984741211,88.44999694824219,2643675,2023-09-25
2023-10-02,86.80000305175781,86.80000305175781,87.80000305175781,81.0999984741211,86.19999694824219,3172628,2023-10-02
2023-10-09,83.8499984741211,83.8499984741211,86.5999984741211,82.05000305175781,85.19999694824219,2379498,2023-10-09
2023-10-16,81.94999694824219,81.94999694824219,85.75,81.5,84.4000015258789,2373477,2023-10-16
2023-10-23,81.5,81.5,82.44999694824219,72.5,82.0999984741211,3701181,2023-10-23
2023-10-30,81.0,81.0,82.25,79.0999984741211,81.8499984741211,1658314,2023-10-30
2023-11-06,84.9000015258789,84.9000015258789,87.8499984741211,81.80000305175781,81.94999694824219,2859662,2023-11-06
2023-11-13,83.30000305175781,83.30000305175781,85.5,81.3499984741211,84.6500015258789,2199056,2023-11-13
2023-11-20,90.05000305175781,90.05000305175781,92.9000015258789,81.0999984741211,82.0999984741211,12934901,2023-11-20
2023-11-27,85.69999694824219,85.69999694824219,90.8499984741211,85.0999984741211,90.05000305175781,3359093,2023-11-27
2023-12-04,88.6500015258789,88.6500015258789,91.19999694824219,83.9000015258789,87.0,4719931,2023-12-04
2023-12-11,93.44999694824219,93.44999694824219,97.80000305175781,86.94999694824219,89.0999984741211,9866027,2023-12-11
2023-12-18,100.9000015258789,100.9000015258789,108.5999984741211,92.55000305175781,94.0,30338840,2023-12-18
2023-12-25,101.30000305175781,101.30000305175781,105.5,98.0999984741211,100.9000015258789,7171850,2023-12-25
2024-01-01,105.05000305175781,105.05000305175781,109.80000305175781,100.05000305175781,101.44999694824219,13503503,2024-01-01
2024-01-08,105.8499984741211,105.8499984741211,111.69999694824219,102.80000305175781,105.69999694824219,15737571,2024-01-08
2024-01-15,105.0,105.0,109.4000015258789,99.0,107.0999984741211,12801655,2024-01-15
2024-01-22,101.5,101.5,106.6500015258789,100.0,105.0,3233871,2024-01-22
2024-01-29,100.44999694824219,100.44999694824219,103.44999694824219,98.30000305175781,102.4000015258789,4884040,2024-01-29
2024-02-05,102.69999694824219,102.69999694824219,110.44999694824219,95.5,101.25,11646250,2024-02-05
2024-02-12,101.1500015258789,101.1500015258789,105.44999694824219,90.05000305175781,104.0,6895541,2024-02-12
2024-02-19,99.80000305175781,99.80000305175781,104.0999984741211,95.9000015258789,101.94999694824219,4694775,2024-02-19
2024-02-26,122.80000305175781,122.80000305175781,126.30000305175781,100.25,100.25,47084832,2024-02-26
2024-03-04,113.5999984741211,113.5999984741211,128.39999389648438,109.0999984741211,127.94999694824219,10826494,2024-03-04
2024-03-11,101.6500015258789,101.6500015258789,117.6500015258789,92.25,114.5,13749525,2024-03-11
2024-03-18,100.8499984741211,100.8499984741211,104.3499984741211,97.30000305175781,102.0,6725837,2024-03-18
2024-03-25,97.44999694824219,97.44999694824219,101.5999984741211,97.0,100.8499984741211,3426366,2024-03-25
2024-04-01,104.6500015258789,104.6500015258789,107.6500015258789,97.8499984741211,98.30000305175781,5405627,2024-04-01
2024-04-08,101.25,101.25,105.69999694824219,100.94999694824219,105.4000015258789,2286663,2024-04-08
2024-04-15,98.4000015258789,98.4000015258789,101.75,95.5999984741211,96.3499984741211,3760902,2024-04-15
2024-04-22,100.94999694824219,100.94999694824219,104.75,98.80000305175781,99.30000305175781,3492722,2024-04-22
2024-04-29,99.25,99.25,103.80000305175781,98.4000015258789,101.8499984741211,1832069,2024-04-29
2024-05-06,96.0999984741211,96.0999984741211,100.0999984741211,94.69999694824219,99.9000015258789,1741609,2024-05-06
2024-05-13,96.9000015258789,96.9000015258789,99.0,93.5,97.9000015258789,1558806,2024-05-13
2024-05-20,94.44999694824219,94.44999694824219,98.5,94.25,96.8499984741211,1665983,2024-05-20
2024-05-27,96.44999694824219,96.44999694824219,100.69999694824219,91.5,95.19999694824219,3563501,2024-05-27
2024-06-03,98.0,98.0,100.0,85.0,100.0,4504681,2024-06-03
2024-06-10,102.05000305175781,102.05000305175781,105.30000305175781,97.58999633789062,99.0,7008866,2024-06-10
2024-06-17,112.41000366210938,112.41000366210938,117.80000305175781,99.44999694824219,102.05000305175781,12816818,2024-06-17
2024-06-24,105.54000091552734,105.54000091552734,113.33999633789062,103.19999694824219,112.30000305175781,5164042,2024-06-24
2024-07-01,115.80999755859375,115.80999755859375,117.77999877929688,105.05999755859375,105.54000091552734,7505531,2024-07-01
2024-07-08,153.58999633789062,153.58999633789062,163.6999969482422,116.5,116.66999816894531,43530922,2024-07-08
2024-07-15,150.35000610351562,150.35000610351562,184.3000030517578,149.10000610351562,159.5,28334399,2024-07-15
2024-07-22,161.9600067138672,161.9600067138672,168.0,138.89999389648438,149.39999389648438,10605762,2024-07-22
2024-07-29,155.52000427246094,155.52000427246094,165.0,152.3000030517578,163.25,5619352,2024-07-29
2024-08-05,150.41000366210938,150.41000366210938,158.0,141.14999389648438,145.10000610351562,5280172,2024-08-05
2024-08-12,153.67999267578125,153.67999267578125,159.99000549316406,142.22999572753906,149.60000610351562,5402983,2024-08-12
2024-08-19,165.97999572753906,165.97999572753906,172.6999969482422,154.0,154.89999389648438,11222139,2024-08-19
2024-08-26,153.92999267578125,153.92999267578125,171.60000610351562,151.60000610351562,168.0,6317750,2024-08-26
2024-09-02,148.05999755859375,148.05999755859375,159.89999389648438,147.1999969482422,154.3000030517578,3317996,2024-09-02
2024-09-09,148.47999572753906,148.47999572753906,151.49000549316406,142.5399932861328,148.5,4141404,2024-09-09
2024-09-16,138.1199951171875,138.1199951171875,149.7899932861328,133.32000732421875,149.5399932861328,3974289,2024-09-16
2024-09-23,137.52000427246094,137.52000427246094,142.99000549316406,132.1199951171875,140.00999450683594,3918779,2024-09-23
2024-09-30,139.1999969482422,139.1999969482422,148.4499969482422,134.6699981689453,139.8000030517578,5275790,2024-09-30
2024-10-07,146.99000549316406,146.99000549316406,157.6999969482422,128.5,140.14999389648438,7340717,2024-10-07
2024-10-14,152.75999450683594,152.75999450683594,157.39999389648438,142.4199981689453,146.3000030517578,6630249,2024-10-14
2024-10-21,130.97000122070312,130.97000122070312,156.1999969482422,128.80999755859375,155.0,5588727,2024-10-21
2024-10-28,144.2100067138672,144.2100067138672,144.5500030517578,130.0500030517578,132.10000610351562,2892906,2024-10-28
2024-11-04,153.8300018310547,153.8300018310547,165.3000030517578,138.91000366210938,143.9600067138672,12727464,2024-11-04
2024-11-11,142.58999633789062,142.58999633789062,156.5800018310547,140.5500030517578,152.99000549316406,4232640,2024-11-11
2024-11-18,141.8699951171875,141.8699951171875,146.5800018310547,135.0,143.8000030517578,3226024,2024-11-18
2024-11-25,147.1300048828125,147.1300048828125,154.4499969482422,141.0,144.0,4341952,2024-11-25
2024-12-02,151.8699951171875,151.8699951171875,155.0,144.75,147.75,4721357,2024-12-02
2024-12-09,161.67999267578125,161.67999267578125,171.19000244140625,151.99000549316406,152.47000122070312,12469687,2024-12-09
2024-12-16,153.10000610351562,153.10000610351562,177.5,152.1999969482422,165.0,15134886,2024-12-16
2024-12-23,148.9499969482422,148.9499969482422,158.22999572753906,148.0,154.9499969482422,3541407,2024-12-23
2024-12-30,159.4199981689453,159.4199981689453,162.5,144.8000030517578,149.5,4892269,2024-12-30
2025-01-06,156.94000244140625,156.94000244140625,176.60000610351562,147.0,158.0,16019979,2025-01-06
2025-01-13,153.6199951171875,153.6199951171875,162.9499969482422,142.4499969482422,154.8800048828125,9973018,2025-01-13
2025-01-20,157.35000610351562,157.35000610351562,167.6699981689453,148.39999389648438,154.6300048828125,12803013,2025-01-20
2025-01-27,145.1699981689453,145.1699981689453,155.1699981689453,130.82000732421875,155.1699981689453,9619259,2025-01-27
2025-02-03,144.5399932861328,144.5399932861328,152.0,140.5,143.5500030517578,3221745,2025-02-03
2025-02-10,126.66999816894531,126.66999816894531,145.5,125.51000213623047,144.75,5364866,2025-02-10
2025-02-17,124.4000015258789,124.4000015258789,131.0,115.66000366210938,127.80000305175781,4548888,2025-02-17
2025-02-24,108.55999755859375,108.55999755859375,125.30000305175781,107.0999984741211,123.0,2680852,2025-02-24
2025-03-03,118.54000091552734,118.54000091552734,121.80000305175781,101.11000061035156,110.0,4781371,2025-03-03
2025-03-10,106.62000274658203,106.62000274658203,121.30000305175781,106.19999694824219,119.44999694824219,2354767,2025-03-10
2025-03-17,115.38999938964844,115.38999938964844,117.5,102.80000305175781,107.41999816894531,3067833,2025-03-17
2025-03-24,107.0199966430664,107.0199966430664,119.5,106.1500015258789,116.69999694824219,4277198,2025-03-24
2025-03-31,108.4800033569336,108.4800033569336,114.19000244140625,106.70999908447266,107.0199966430664,2290886,2025-03-31
2025-04-07,105.6500015258789,105.6500015258789,110.48999786376953,95.01000213623047,98.69999694824219,1646895,2025-04-07
2025-04-14,109.75,109.75,111.98999786376953,105.6500015258789,105.6500015258789,1018381,2025-04-14
2025-04-21,109.08000183105469,109.08000183105469,118.0,108.01000213623047,109.55000305175781,3308487,2025-04-21
2025-04-28,106.37000274658203,106.37000274658203,110.83000183105469,106.0,109.06999969482422,1300281,2025-04-28
2025-05-05,101.41999816894531,101.41999816894531,109.0,98.0,106.69999694824219,1741832,2025-05-05
2025-05-12,117.9800033569336,117.9800033569336,119.69000244140625,105.51000213623047,107.4800033569336,3163966,2025-05-12
2025-05-19,117.37999725341797,117.37999725341797,120.30000305175781,114.55000305175781,118.69999694824219,1983974,2025-05-19
2025-05-26,128.58999633789062,128.58999633789062,133.85000610351562,117.95999908447266,117.98999786376953,5370546,2025-05-26
2025-06-02,119.91999816894531,119.91999816894531,126.38999938964844,118.0999984741211,124.11000061035156,2590876,2025-06-02
2025-06-09,130.5399932861328,130.5399932861328,139.69000244140625,123.0,123.01000213623047,9293122,2025-06-09
2025-06-16,125.48999786376953,125.48999786376953,134.14999389648438,122.5199966430664,130.5399932861328,4379635,2025-06-16
2025-06-23,131.69000244140625,131.69000244140625,134.39999389648438,123.44999694824219,124.0,4099738,2025-06-23
2025-06-30,134.88999938964844,134.88999938964844,137.85000610351562,127.01000213623047,132.49000549316406,5249980,2025-06-30
