Date,Adj Close_NRBBEARING.NS,Close_NRBBEARING.NS,High_NRBBEARING.NS,Low_NRBBEARING.NS,Open_NRBBEARING.NS,Volume_NRBBEARING.NS,Date
2021-04-26,102.373779296875,107.6500015258789,109.5,96.5,103.9000015258789,1807819,2021-04-26
2021-05-03,101.4703369140625,106.69999694824219,110.3499984741211,105.0,106.9000015258789,813095,2021-05-03
2021-05-10,104.60859680175781,110.0,118.0,107.0999984741211,107.30000305175781,2176480,2021-05-10
2021-05-17,107.41400909423828,112.94999694824219,117.80000305175781,109.6500015258789,110.9000015258789,1990165,2021-05-17
2021-05-24,110.6473617553711,116.3499984741211,122.19999694824219,113.0,113.0,3306377,2021-05-24
2021-05-31,127.14700317382812,133.6999969482422,135.8000030517578,113.30000305175781,116.9000015258789,8499860,2021-05-31
2021-06-07,123.29548645019531,129.64999389648438,141.39999389648438,128.14999389648438,135.0,6315309,2021-06-07
2021-06-14,127.71758270263672,134.3000030517578,138.0,125.05000305175781,131.1999969482422,4609050,2021-06-14
2021-06-21,136.4191131591797,143.4499969482422,146.64999389648438,131.5,132.0,4268603,2021-06-21
2021-06-28,137.7980499267578,144.89999389648438,149.6999969482422,138.75,143.0,3128919,2021-06-28
2021-07-05,139.8426971435547,147.0500030517578,154.39999389648438,143.0500030517578,145.9499969482422,3519355,2021-07-05
2021-07-12,135.6107940673828,142.60000610351562,149.0,140.0,148.0,1188363,2021-07-12
2021-07-19,134.61224365234375,141.5500030517578,146.39999389648438,134.0500030517578,142.0,1382997,2021-07-19
2021-07-26,133.09066772460938,139.9499969482422,143.39999389648438,134.60000610351562,141.35000610351562,1284240,2021-07-26
2021-08-02,131.3313446044922,138.10000610351562,143.0,133.35000610351562,140.1999969482422,975119,2021-08-02
2021-08-09,119.49156188964844,125.6500015258789,138.4499969482422,116.80000305175781,136.0,1440001,2021-08-09
2021-08-16,111.07532501220703,116.80000305175781,125.55000305175781,115.55000305175781,125.0,400729,2021-08-16
2021-08-23,122.48716735839844,128.8000030517578,134.25,115.0,120.0,1921830,2021-08-23
2021-08-30,131.75927734375,138.5500030517578,140.35000610351562,128.8000030517578,128.8000030517578,2128304,2021-08-30
2021-09-06,133.56614685058594,140.4499969482422,143.85000610351562,132.0,139.0,2003180,2021-09-06
2021-09-13,131.1886749267578,137.9499969482422,143.10000610351562,136.0,141.0,1092384,2021-09-13
2021-09-20,132.61810302734375,138.9499969482422,144.39999389648438,135.60000610351562,137.5,1065078,2021-09-20
2021-09-27,135.67227172851562,142.14999389648438,147.39999389648438,138.3000030517578,139.89999389648438,1606690,2021-09-27
2021-10-04,137.3902587890625,143.9499969482422,145.0,138.0,143.5,1278746,2021-10-04
2021-10-11,138.9173583984375,145.5500030517578,149.5,141.0500030517578,144.5,1370026,2021-10-11
2021-10-18,131.4727783203125,137.75,148.35000610351562,135.14999389648438,146.9499969482422,821445,2021-10-18
2021-10-25,122.8829116821289,128.75,139.8000030517578,126.69999694824219,139.5,794349,2021-10-25
2021-11-01,127.7505111694336,133.85000610351562,136.0,127.5999984741211,130.0,436155,2021-11-01
2021-11-08,132.42721557617188,138.75,142.25,133.1999969482422,134.4499969482422,1145636,2021-11-08
2021-11-15,142.11468505859375,148.89999389648438,161.89999389648438,132.60000610351562,143.8000030517578,7080850,2021-11-15
2021-11-22,152.756591796875,160.0500030517578,173.8000030517578,149.0,155.0,9643744,2021-11-22
2021-11-29,159.96253967285156,167.60000610351562,171.0,150.14999389648438,155.0,3074837,2021-11-29
2021-12-06,161.58506774902344,169.3000030517578,175.0500030517578,164.0,165.1999969482422,2650983,2021-12-06
2021-12-13,149.22520446777344,156.35000610351562,173.85000610351562,155.0,173.85000610351562,1970767,2021-12-13
2021-12-20,144.69163513183594,151.60000610351562,158.0,148.4499969482422,155.0,1572404,2021-12-20
2021-12-27,152.2793731689453,159.5500030517578,163.89999389648438,150.4499969482422,154.85000610351562,1099283,2021-12-27
2022-01-03,174.8039093017578,183.14999389648438,189.6999969482422,161.8000030517578,161.8000030517578,5250290,2022-01-03
2022-01-10,171.2248077392578,179.39999389648438,186.0,176.0,184.60000610351562,1582813,2022-01-10
2022-01-17,161.3941650390625,169.10000610351562,184.5,166.0,180.60000610351562,1688771,2022-01-17
2022-01-24,151.8975830078125,159.14999389648438,174.3000030517578,150.35000610351562,173.0,1161404,2022-01-24
2022-01-31,158.9603729248047,166.5500030517578,172.39999389648438,159.0,163.0,1180170,2022-01-31
2022-02-07,153.37696838378906,160.6999969482422,166.8000030517578,157.89999389648438,166.8000030517578,603580,2022-02-07
2022-02-14,123.40785217285156,129.3000030517578,158.75,128.25,158.75,2050617,2022-02-14
2022-02-21,112.28873443603516,117.6500015258789,125.94999694824219,115.0,123.19999694824219,1810568,2022-02-21
2022-02-28,111.14341735839844,116.44999694824219,123.55000305175781,114.19999694824219,118.9000015258789,699241,2022-02-28
2022-03-07,111.42974853515625,116.75,127.30000305175781,112.0,116.9000015258789,1128054,2022-03-07
2022-03-14,113.00455474853516,118.4000015258789,120.5,112.8499984741211,116.75,901901,2022-03-14
2022-03-21,111.52519226074219,116.8499984741211,125.0,116.0999984741211,118.0,1284976,2022-03-21
2022-03-28,114.7225341796875,120.19999694824219,121.25,112.6500015258789,116.5,1007536,2022-03-28
2022-04-04,122.9306411743164,128.8000030517578,136.39999389648438,120.80000305175781,121.30000305175781,1511564,2022-04-04
2022-04-11,121.1649398803711,126.94999694824219,132.5,124.0,129.60000610351562,469866,2022-04-11
2022-04-18,118.11076354980469,123.75,127.5,120.0,126.9000015258789,724518,2022-04-18
2022-04-25,116.34506225585938,121.9000015258789,125.25,119.94999694824219,124.80000305175781,434180,2022-04-25
2022-05-02,107.61202239990234,112.75,126.9000015258789,112.0,121.69999694824219,970439,2022-05-02
2022-05-09,105.32139587402344,110.3499984741211,113.9000015258789,108.0,112.75,607799,2022-05-09
2022-05-16,108.136962890625,113.30000305175781,115.6500015258789,108.0,110.94999694824219,266978,2022-05-16
2022-05-23,108.9959487915039,114.19999694824219,118.8499984741211,108.0,112.05000305175781,427515,2022-05-23
2022-05-30,115.77241516113281,121.30000305175781,127.80000305175781,114.5999984741211,116.94999694824219,986723,2022-05-30
2022-06-06,115.96329498291016,121.5,126.9000015258789,117.25,122.94999694824219,415348,2022-06-06
2022-06-13,120.11505889892578,125.8499984741211,129.5,115.75,120.0,1370277,2022-06-13
2022-06-20,125.17354583740234,131.14999389648438,133.8000030517578,115.05000305175781,125.0999984741211,1718120,2022-06-20
2022-06-27,131.66366577148438,137.9499969482422,145.60000610351562,131.3000030517578,135.9499969482422,2749524,2022-06-27
2022-07-04,133.81114196777344,140.1999969482422,143.8000030517578,135.9499969482422,139.39999389648438,1479359,2022-07-04
2022-07-11,132.33177185058594,138.64999389648438,142.0,132.5,140.4499969482422,1065234,2022-07-11
2022-07-18,134.28834533691406,140.6999969482422,143.89999389648438,137.5,138.64999389648438,1012068,2022-07-18
2022-07-25,130.42288208007812,136.64999389648438,141.89999389648438,128.85000610351562,139.39999389648438,1129760,2022-07-25
2022-08-01,133.90658569335938,140.3000030517578,149.5,136.89999389648438,136.89999389648438,2024387,2022-08-01
2022-08-08,134.00201416015625,140.39999389648438,147.0,136.10000610351562,143.0,938444,2022-08-08
2022-08-15,144.69163513183594,151.60000610351562,155.1999969482422,140.39999389648438,140.39999389648438,1797330,2022-08-15
2022-08-22,157.71961975097656,165.25,167.0,150.0,153.35000610351562,1984916,2022-08-22
2022-08-29,153.9019012451172,161.25,169.60000610351562,156.5,156.5,889649,2022-08-29
2022-09-05,164.06658935546875,171.89999389648438,173.5,161.0,161.0,1348665,2022-09-05
2022-09-12,164.11968994140625,169.89999389648438,186.0,167.0,172.75,3369433,2022-09-12
2022-09-19,151.22389221191406,156.5500030517578,172.6999969482422,155.60000610351562,170.10000610351562,1165491,2022-09-19
2022-09-26,151.65858459472656,157.0,160.10000610351562,148.0,156.5,787065,2022-09-26
2022-10-03,170.20535278320312,176.1999969482422,179.0,155.85000610351562,156.14999389648438,868266,2022-10-03
2022-10-10,164.6992645263672,170.5,176.0,164.8000030517578,174.4499969482422,590754,2022-10-10
2022-10-17,161.1251678466797,166.8000030517578,180.0,164.60000610351562,171.0,818519,2022-10-17
2022-10-24,166.63124084472656,172.5,176.89999389648438,166.5500030517578,170.0,494447,2022-10-24
2022-10-31,167.06591796875,172.9499969482422,177.39999389648438,167.5500030517578,173.89999389648438,788667,2022-10-31
2022-11-07,141.99879455566406,147.0,183.25,146.3000030517578,173.60000610351562,3976359,2022-11-07
2022-11-14,143.20626831054688,148.25,151.64999389648438,145.4499969482422,149.1999969482422,642971,2022-11-14
2022-11-21,143.5443572998047,148.60000610351562,151.39999389648438,145.0,148.60000610351562,487221,2022-11-21
2022-11-28,143.3994598388672,148.4499969482422,150.60000610351562,146.9499969482422,149.6999969482422,449948,2022-11-28
2022-12-05,141.32261657714844,146.3000030517578,149.85000610351562,145.0,149.0,417643,2022-12-05
2022-12-12,139.10086059570312,144.0,148.60000610351562,143.0500030517578,145.14999389648438,421065,2022-12-12
2022-12-19,137.65188598632812,142.5,158.85000610351562,142.0,144.6999969482422,1794150,2022-12-19
2022-12-26,147.45657348632812,152.64999389648438,155.0,142.5,142.9499969482422,857241,2022-12-26
2023-01-02,147.16677856445312,152.35000610351562,160.10000610351562,151.0,153.0,1362988,2023-01-02
2023-01-09,144.70355224609375,149.8000030517578,154.8000030517578,147.5500030517578,152.6999969482422,342163,2023-01-09
2023-01-16,144.51034545898438,149.60000610351562,157.0,148.10000610351562,150.5,487159,2023-01-16
2023-01-23,141.66070556640625,146.64999389648438,150.35000610351562,141.0500030517578,150.0,211394,2023-01-23
2023-01-30,138.56956481933594,143.4499969482422,149.25,141.0,145.0,399714,2023-01-30
2023-02-06,142.48178100585938,147.5,149.35000610351562,138.85000610351562,144.85000610351562,440234,2023-02-06
2023-02-13,141.32261657714844,146.3000030517578,149.39999389648438,141.3000030517578,149.39999389648438,420953,2023-02-13
2023-02-20,137.3137969970703,142.14999389648438,147.89999389648438,141.10000610351562,146.0,339594,2023-02-20
2023-02-27,134.70567321777344,139.4499969482422,144.35000610351562,135.14999389648438,142.85000610351562,437165,2023-02-27
2023-03-06,129.58596801757812,134.14999389648438,141.0500030517578,132.60000610351562,140.14999389648438,514667,2023-03-06
2023-03-13,125.52886962890625,129.9499969482422,134.64999389648438,125.0,133.3000030517578,620111,2023-03-13
2023-03-20,125.52886962890625,129.9499969482422,136.8000030517578,127.4000015258789,136.8000030517578,543135,2023-03-20
2023-03-27,129.05470275878906,133.60000610351562,135.6999969482422,125.0,130.39999389648438,450373,2023-03-27
2023-04-03,129.4893798828125,134.0500030517578,138.1999969482422,133.10000610351562,134.3000030517578,301405,2023-04-03
2023-04-10,139.39065551757812,144.3000030517578,145.0,135.5500030517578,136.0500030517578,812303,2023-04-10
2023-04-17,133.20838928222656,137.89999389648438,145.5,136.85000610351562,145.5,640975,2023-04-17
2023-04-24,144.9933319091797,150.10000610351562,154.60000610351562,137.89999389648438,137.89999389648438,2843375,2023-04-24
2023-05-01,143.68927001953125,148.75,154.5,148.0,150.10000610351562,566434,2023-05-01
2023-05-08,149.43682861328125,154.6999969482422,158.75,146.64999389648438,154.0,1301233,2023-05-08
2023-05-15,147.794677734375,153.0,158.10000610351562,150.64999389648438,155.39999389648438,779610,2023-05-15
2023-05-22,138.9559783935547,143.85000610351562,154.6999969482422,129.64999389648438,152.10000610351562,3584008,2023-05-22
2023-05-29,167.64552307128906,173.5500030517578,179.25,143.0,144.0,8719911,2023-05-29
2023-06-05,184.35694885253906,190.85000610351562,198.9499969482422,170.1999969482422,174.14999389648438,5280421,2023-06-05
2023-06-12,188.52659606933594,190.89999389648438,198.89999389648438,183.0,190.89999389648438,1634696,2023-06-12
2023-06-19,178.35464477539062,180.60000610351562,195.5,178.35000610351562,192.6999969482422,1868140,2023-06-19
2023-06-26,181.86050415039062,184.14999389648438,192.5,177.14999389648438,180.5,1346743,2023-06-26
2023-07-03,212.5738525390625,215.25,218.6999969482422,181.0,186.5,8374733,2023-07-03
2023-07-10,212.2281951904297,214.89999389648438,222.10000610351562,210.60000610351562,216.5500030517578,3093061,2023-07-10
2023-07-17,227.09107971191406,229.9499969482422,233.0500030517578,215.5500030517578,215.5500030517578,3035197,2023-07-17
2023-07-24,246.49679565429688,249.60000610351562,256.6000061035156,230.25,230.9499969482422,4667984,2023-07-24
2023-07-31,257.0637512207031,260.29998779296875,264.79998779296875,244.8000030517578,251.5500030517578,2549245,2023-07-31
2023-08-07,236.0779571533203,239.0500030517578,269.70001220703125,227.64999389648438,260.0,2035324,2023-08-07
2023-08-14,223.73336791992188,226.5500030517578,239.85000610351562,213.0,213.0,2666160,2023-08-14
2023-08-21,249.6076202392578,252.75,254.60000610351562,221.9499969482422,226.5,2188008,2023-08-21
2023-08-28,264.9149169921875,268.25,284.8500061035156,249.0,254.25,4615829,2023-08-28
2023-09-04,269.3096008300781,272.70001220703125,290.0,265.3999938964844,269.5,8555300,2023-09-04
2023-09-11,271.037841796875,274.45001220703125,275.3999938964844,252.0,274.29998779296875,2062253,2023-09-11
2023-09-18,277.7532958984375,281.25,294.0,265.1000061035156,274.5,3114958,2023-09-18
2023-09-25,277.41815185546875,279.8999938964844,292.0,271.1000061035156,282.0,1381275,2023-09-25
2023-10-02,269.93511962890625,272.3500061035156,281.3999938964844,265.79998779296875,279.8999938964844,665995,2023-10-02
2023-10-09,259.3299865722656,261.6499938964844,272.95001220703125,259.95001220703125,265.0,788158,2023-10-09
2023-10-16,268.5970764160156,271.0,279.95001220703125,260.04998779296875,262.75,1378063,2023-10-16
2023-10-23,261.312255859375,263.6499938964844,273.8999938964844,245.14999389648438,272.0,1161721,2023-10-23
2023-10-30,251.946044921875,254.1999969482422,266.3999938964844,249.35000610351562,263.5,394519,2023-10-30
2023-11-06,258.4379577636719,260.75,267.8999938964844,253.10000610351562,253.14999389648438,468017,2023-11-06
2023-11-13,262.8980712890625,265.25,283.0,264.04998779296875,268.8500061035156,1376055,2023-11-13
2023-11-20,256.7034912109375,259.0,269.3999938964844,255.5500030517578,269.3999938964844,789992,2023-11-20
2023-11-27,273.00762939453125,275.45001220703125,280.0,253.35000610351562,259.0,1688595,2023-11-27
2023-12-04,279.25177001953125,281.75,292.79998779296875,273.45001220703125,278.45001220703125,2449020,2023-12-04
2023-12-11,296.0514831542969,298.70001220703125,309.79998779296875,290.0,291.29998779296875,4102067,2023-12-11
2023-12-18,285.9419250488281,288.5,302.3999938964844,275.1000061035156,300.5,1085913,2023-12-18
2023-12-25,332.8720703125,335.8500061035156,342.29998779296875,283.29998779296875,288.5,3007919,2023-12-25
2024-01-01,381.5367126464844,384.95001220703125,401.54998779296875,335.29998779296875,341.45001220703125,6424527,2024-01-01
2024-01-08,363.7458801269531,367.0,388.6000061035156,364.25,385.29998779296875,933070,2024-01-08
2024-01-15,353.1903076171875,356.3500061035156,369.95001220703125,332.04998779296875,367.0,975265,2024-01-15
2024-01-22,343.5762939453125,346.6499938964844,359.0,344.0,356.3500061035156,261229,2024-01-22
2024-01-29,371.9722595214844,375.29998779296875,377.95001220703125,340.1000061035156,346.6499938964844,1368600,2024-01-29
2024-02-05,347.7886047363281,350.8999938964844,389.0,349.0,377.6000061035156,1511239,2024-02-05
2024-02-12,324.7447814941406,327.6499938964844,377.95001220703125,315.04998779296875,350.8999938964844,1382329,2024-02-12
2024-02-19,319.1448669433594,322.0,334.6000061035156,318.8999938964844,329.54998779296875,436278,2024-02-19
2024-02-26,311.95916748046875,314.75,325.20001220703125,308.75,322.0,532458,2024-02-26
2024-03-04,300.6106872558594,303.29998779296875,326.0,289.75,321.0,538971,2024-03-04
2024-03-11,268.4979553222656,270.8999938964844,304.75,249.75,303.29998779296875,1195355,2024-03-11
2024-03-18,269.4891052246094,271.8999938964844,277.8999938964844,258.1000061035156,270.0,872817,2024-03-18
2024-03-25,265.6732177734375,268.04998779296875,275.0,267.0,273.0,422208,2024-03-25
2024-04-01,288.66754150390625,291.25,307.1000061035156,271.04998779296875,271.04998779296875,1167686,2024-04-01
2024-04-08,313.7431945800781,316.54998779296875,339.5,293.6000061035156,295.29998779296875,4353434,2024-04-08
2024-04-15,319.8882141113281,322.75,329.8500061035156,296.6499938964844,314.0,1333943,2024-04-15
2024-04-22,310.7202453613281,313.5,333.0,311.0,329.0,909847,2024-04-22
2024-04-29,308.2424011230469,311.0,323.75,309.0,317.04998779296875,758779,2024-04-29
2024-05-06,310.47247314453125,313.25,316.5,300.6000061035156,314.3999938964844,715573,2024-05-06
2024-05-13,320.28466796875,323.1499938964844,330.8999938964844,303.29998779296875,315.3999938964844,1044889,2024-05-13
2024-05-20,346.35150146484375,349.45001220703125,364.8999938964844,318.3999938964844,318.3999938964844,3833460,2024-05-20
2024-05-27,311.61224365234375,314.3999938964844,353.25,310.45001220703125,352.0,1386421,2024-05-27
2024-06-03,311.5627136230469,314.3500061035156,330.5,277.79998779296875,330.5,1350901,2024-06-03
2024-06-10,327.22259521484375,330.1499938964844,333.8999938964844,310.1000061035156,317.70001220703125,2001593,2024-06-10
2024-06-17,332.17828369140625,335.1499938964844,345.5,329.25,330.1499938964844,1110941,2024-06-17
2024-06-24,346.25238037109375,349.3500061035156,371.0,336.54998779296875,338.0,4781260,2024-06-24
2024-07-01,341.54449462890625,344.6000061035156,356.70001220703125,342.70001220703125,351.0,1177503,2024-07-01
2024-07-08,334.3092041015625,337.29998779296875,347.95001220703125,333.3500061035156,345.3500061035156,812743,2024-07-08
2024-07-15,311.31494140625,314.1000061035156,340.75,312.1000061035156,338.04998779296875,526013,2024-07-15
2024-07-22,325.93414306640625,328.8500061035156,334.8500061035156,310.1000061035156,310.1499938964844,529860,2024-07-22
2024-07-29,323.05987548828125,325.95001220703125,339.0,321.6000061035156,330.5,469391,2024-07-29
2024-08-05,312.05828857421875,314.8500061035156,320.70001220703125,307.0,320.0,459967,2024-08-05
2024-08-12,309.3326721191406,312.1000061035156,314.6000061035156,297.1000061035156,312.0,417162,2024-08-12
2024-08-19,311.017578125,313.79998779296875,322.0,308.3999938964844,316.6000061035156,414225,2024-08-19
2024-08-26,320.1360168457031,323.0,331.25,314.20001220703125,314.20001220703125,675493,2024-08-26
2024-09-02,320.58203125,323.45001220703125,332.95001220703125,317.54998779296875,322.0,541640,2024-09-02
2024-09-09,315.8741455078125,318.70001220703125,329.5,300.04998779296875,323.45001220703125,1279970,2024-09-09
2024-09-16,311.90960693359375,314.70001220703125,320.95001220703125,310.0,320.95001220703125,681716,2024-09-16
2024-09-23,297.4886169433594,300.1499938964844,323.79998779296875,299.0,315.8999938964844,1034001,2024-09-23
2024-09-30,288.96484375,291.54998779296875,303.95001220703125,289.0,300.1499938964844,514669,2024-09-30
2024-10-07,282.47296142578125,285.0,295.6499938964844,276.45001220703125,294.3999938964844,1051626,2024-10-07
2024-10-14,272.0165100097656,274.45001220703125,289.25,268.04998779296875,289.25,684233,2024-10-14
2024-10-21,248.1999969482422,248.1999969482422,277.29998779296875,245.4499969482422,277.1000061035156,813362,2024-10-21
2024-10-28,274.79998779296875,274.79998779296875,280.0,242.60000610351562,249.5,743189,2024-10-28
2024-11-04,288.29998779296875,288.29998779296875,306.54998779296875,258.29998779296875,277.5,3720462,2024-11-04
2024-11-11,273.75,273.75,293.3999938964844,270.5,288.0,839910,2024-11-11
2024-11-18,281.54998779296875,281.54998779296875,289.0,271.1000061035156,273.75,579145,2024-11-18
2024-11-25,292.0,292.0,295.0,280.3999938964844,291.79998779296875,537429,2024-11-25
2024-12-02,301.29998779296875,301.29998779296875,314.6000061035156,290.95001220703125,291.0,3317073,2024-12-02
2024-12-09,295.1499938964844,295.1499938964844,306.79998779296875,287.1499938964844,301.8999938964844,1038850,2024-12-09
2024-12-16,281.75,281.75,298.6499938964844,279.1499938964844,295.1499938964844,719124,2024-12-16
2024-12-23,279.95001220703125,279.95001220703125,286.95001220703125,275.79998779296875,284.6499938964844,419238,2024-12-23
2024-12-30,290.04998779296875,290.04998779296875,292.0,276.3500061035156,279.95001220703125,453224,2024-12-30
2025-01-06,269.8999938964844,269.8999938964844,293.8999938964844,266.5,293.0,745037,2025-01-06
2025-01-13,267.8999938964844,267.8999938964844,276.0,256.0,272.0,419485,2025-01-13
2025-01-20,261.95001220703125,261.95001220703125,274.45001220703125,260.25,268.45001220703125,579630,2025-01-20
2025-01-27,254.0500030517578,254.0500030517578,261.04998779296875,240.0,261.04998779296875,601361,2025-01-27
2025-02-03,248.89999389648438,248.89999389648438,255.0500030517578,248.0,253.14999389648438,374091,2025-02-03
2025-02-10,227.9499969482422,227.9499969482422,245.0,202.0,245.0,1814407,2025-02-10
2025-02-17,223.5,223.5,231.25,211.8000030517578,220.0,581859,2025-02-17
2025-02-24,206.85000610351562,206.85000610351562,223.8000030517578,201.10000610351562,220.0,649990,2025-02-24
2025-03-03,215.5399932861328,215.5399932861328,219.0,191.4499969482422,206.99000549316406,791970,2025-03-03
2025-03-10,202.22999572753906,202.22999572753906,216.10000610351562,200.8000030517578,214.2100067138672,535360,2025-03-10
2025-03-17,219.22000122070312,219.22000122070312,224.0,195.0,204.39999389648438,838389,2025-03-17
2025-03-24,203.02000427246094,203.02000427246094,225.58999633789062,200.0,220.69000244140625,1314998,2025-03-24
2025-03-31,215.44000244140625,215.44000244140625,224.0,202.36000061035156,203.02000427246094,911535,2025-03-31
2025-04-07,208.72000122070312,208.72000122070312,212.0,196.75999450683594,200.00999450683594,445451,2025-04-07
2025-04-14,222.8800048828125,222.8800048828125,224.0,210.55999755859375,212.60000610351562,497945,2025-04-14
2025-04-21,226.75999450683594,226.75999450683594,248.8800048828125,220.2899932861328,224.1999969482422,1199783,2025-04-21
2025-04-28,215.42999267578125,215.42999267578125,231.47000122070312,214.0,228.0,473981,2025-04-28
2025-05-05,235.52999877929688,235.52999877929688,242.0,208.0399932861328,217.0,1976597,2025-05-05
2025-05-12,259.3299865722656,259.3299865722656,267.6000061035156,238.4499969482422,238.4499969482422,2029439,2025-05-12
2025-05-19,277.8500061035156,277.8500061035156,278.8999938964844,261.20001220703125,265.0,1238137,2025-05-19
2025-05-26,269.6199951171875,269.6199951171875,279.0,267.25,277.5,566662,2025-05-26
2025-06-02,268.04998779296875,268.04998779296875,272.5,261.6000061035156,270.0,592916,2025-06-02
2025-06-09,255.14999389648438,255.14999389648438,275.29998779296875,249.9499969482422,269.79998779296875,524282,2025-06-09
2025-06-16,290.20001220703125,290.20001220703125,294.79998779296875,247.75,255.14999389648438,4231185,2025-06-16
2025-06-23,292.3999938964844,292.3999938964844,295.8999938964844,279.79998779296875,289.6000061035156,1345640,2025-06-23
2025-06-30,288.6499938964844,288.6499938964844,308.20001220703125,287.6499938964844,291.0,1286793,2025-06-30
2025-07-07,289.5,289.5,291.70001220703125,278.1499938964844,289.6000061035156,565294,2025-07-07
2025-07-14,287.8500061035156,287.8500061035156,294.0,283.04998779296875,291.5,259929,2025-07-14
