Date,Adj Close_SRF.NS,Close_SRF.NS,High_SRF.NS,Low_SRF.NS,Open_SRF.NS,Volume_SRF.NS,Date
2021-05-31,1308.5460205078125,1324.68994140625,1333.800048828125,1292.3399658203125,1302.6600341796875,2662325,2021-05-31
2021-06-07,1395.7996826171875,1413.02001953125,1432.0,1322.02001953125,1325.8900146484375,6698930,2021-06-07
2021-06-14,1396.609619140625,1413.8399658203125,1441.5999755859375,1386.6199951171875,1407.4000244140625,3610700,2021-06-14
2021-06-21,1392.1348876953125,1409.31005859375,1423.5799560546875,1373.4599609375,1407.0,2299570,2021-06-21
2021-06-28,1480.92919921875,1499.199951171875,1506.0,1409.0,1418.0,3763125,2021-06-28
2021-07-05,1502.1871337890625,1520.719970703125,1528.0,1487.6300048828125,1503.989990234375,2112945,2021-07-05
2021-07-12,1533.451416015625,1552.3699951171875,1559.989990234375,1510.81005859375,1521.0,1627230,2021-07-12
2021-07-19,1561.1201171875,1580.3800048828125,1593.800048828125,1531.2900390625,1549.9599609375,1983780,2021-07-19
2021-07-26,1710.6353759765625,1731.739990234375,1744.9599609375,1514.06005859375,1580.4000244140625,14025045,2021-07-26
2021-08-02,1759.512451171875,1781.219970703125,1826.989990234375,1731.1099853515625,1732.0,9375780,2021-08-02
2021-08-09,1752.060546875,1771.3199462890625,1820.0,1722.0,1781.1099853515625,4121155,2021-08-09
2021-08-16,1758.48974609375,1777.8199462890625,1856.0,1743.010009765625,1778.27001953125,3720650,2021-08-16
2021-08-23,1864.217529296875,1884.7099609375,1890.0,1778.02001953125,1855.5799560546875,6048025,2021-08-23
2021-08-30,2045.8016357421875,2068.2900390625,2076.0,1883.030029296875,1900.0,13987205,2021-08-30
2021-09-06,2043.427490234375,2065.889892578125,2080.68994140625,2000.199951171875,2076.0,5019470,2021-09-06
2021-09-13,2195.67431640625,2219.81005859375,2275.639892578125,2053.719970703125,2070.199951171875,9459885,2021-09-13
2021-09-20,2178.85888671875,2202.81005859375,2226.60009765625,2104.0,2219.800048828125,6630495,2021-09-20
2021-09-27,2193.82421875,2217.93994140625,2267.3798828125,2150.010009765625,2240.39990234375,7465445,2021-09-27
2021-10-04,2362.80712890625,2388.780029296875,2410.0,2223.4599609375,2226.739990234375,9849215,2021-10-04
2021-10-11,2384.6865234375,2410.89990234375,2538.0,2388.1201171875,2415.760009765625,8637157,2021-10-11
2021-10-18,2193.4384765625,2217.550048828125,2444.949951171875,2175.64990234375,2439.64990234375,5741144,2021-10-18
2021-10-25,2094.27880859375,2117.300048828125,2257.699951171875,2065.0,2230.0,8140245,2021-10-25
2021-11-01,2076.425048828125,2099.25,2142.64990234375,2056.0,2130.0,2438952,2021-11-01
2021-11-08,2131.469970703125,2154.89990234375,2227.0,2072.89990234375,2100.0,5776630,2021-11-08
2021-11-15,2164.111083984375,2187.89990234375,2244.699951171875,2144.25,2174.89990234375,4866845,2021-11-15
2021-11-22,2068.314208984375,2091.050048828125,2249.949951171875,2042.800048828125,2215.0,9202169,2021-11-22
2021-11-29,2061.538330078125,2084.199951171875,2172.449951171875,1973.0999755859375,2055.0,23725470,2021-11-29
2021-12-06,2125.48583984375,2148.85009765625,2156.0,2036.800048828125,2080.0,2237284,2021-12-06
2021-12-13,2141.014892578125,2164.550048828125,2242.0,2107.050048828125,2155.0,3959182,2021-12-13
2021-12-20,2290.768798828125,2315.949951171875,2350.39990234375,2029.550048828125,2116.0,6080655,2021-12-20
2021-12-27,2393.78662109375,2420.10009765625,2428.14990234375,2292.5,2321.0,3097564,2021-12-27
2022-01-03,2477.71435546875,2504.949951171875,2533.949951171875,2350.0,2420.10009765625,4329778,2022-01-03
2022-01-10,2623.857421875,2652.699951171875,2680.0,2485.699951171875,2520.0,3728929,2022-01-10
2022-01-17,2449.869873046875,2476.800048828125,2679.300048828125,2468.050048828125,2655.0,2886918,2022-01-17
2022-01-24,2375.240478515625,2401.35009765625,2523.800048828125,2268.550048828125,2478.5,6309453,2022-01-24
2022-01-31,2409.414306640625,2435.89990234375,2494.0,2361.0,2415.0,3044725,2022-01-31
2022-02-07,2454.37451171875,2476.550048828125,2611.85009765625,2410.14990234375,2444.800048828125,4778321,2022-02-07
2022-02-14,2361.61279296875,2382.949951171875,2520.0,2335.050048828125,2410.0,2412025,2022-02-14
2022-02-21,2403.186767578125,2424.89990234375,2435.89990234375,2259.25,2350.0,3077812,2022-02-21
2022-02-28,2214.343017578125,2234.35009765625,2419.0,2225.0,2408.0,2881710,2022-02-28
2022-03-07,2230.59619140625,2250.75,2304.0,2106.0,2190.0,3618805,2022-03-07
2022-03-14,2565.0244140625,2588.199951171875,2596.300048828125,2240.199951171875,2242.0,4682047,2022-03-14
2022-03-21,2591.138427734375,2614.550048828125,2673.5,2530.0,2615.39990234375,3458927,2022-03-21
2022-03-28,2598.373291015625,2621.85009765625,2734.60009765625,2565.050048828125,2616.0,6258322,2022-03-28
2022-04-04,2722.997314453125,2747.60009765625,2773.35009765625,2620.14990234375,2650.0,4490052,2022-04-04
2022-04-11,2587.670166015625,2611.050048828125,2763.60009765625,2595.050048828125,2759.949951171875,1848251,2022-04-11
2022-04-18,2467.060302734375,2489.35009765625,2656.449951171875,2475.0,2595.0,3583075,2022-04-18
2022-04-25,2490.20068359375,2512.699951171875,2550.949951171875,2424.0,2468.0,2344229,2022-04-25
2022-05-02,2280.446044921875,2301.050048828125,2521.89990234375,2286.800048828125,2484.949951171875,1524122,2022-05-02
2022-05-09,2211.61767578125,2231.60009765625,2295.050048828125,2100.0,2275.0,9126574,2022-05-09
2022-05-16,2316.767333984375,2337.699951171875,2385.85009765625,2200.0,2249.949951171875,3154844,2022-05-16
2022-05-23,2340.85009765625,2362.0,2398.0,2187.14990234375,2355.0,3708369,2022-05-23
2022-05-30,2352.69287109375,2373.949951171875,2495.949951171875,2350.0,2385.64990234375,2957497,2022-05-30
2022-06-06,2283.914306640625,2304.550048828125,2393.949951171875,2201.64990234375,2375.0,2494935,2022-06-06
2022-06-13,2162.313232421875,2181.85009765625,2343.0,2128.550048828125,2241.5,2493416,2022-06-13
2022-06-20,2257.552490234375,2277.949951171875,2283.949951171875,2080.699951171875,2181.10009765625,2341290,2022-06-20
2022-06-27,2142.2939453125,2161.64990234375,2315.949951171875,2133.050048828125,2310.0,2255486,2022-06-27
2022-07-04,2156.02001953125,2175.5,2189.0,2002.199951171875,2136.050048828125,7182805,2022-07-04
2022-07-11,2241.2001953125,2261.449951171875,2267.949951171875,2145.550048828125,2168.949951171875,3123006,2022-07-11
2022-07-18,2270.039794921875,2290.550048828125,2410.0,2262.0,2278.39990234375,4089098,2022-07-18
2022-07-25,2406.556396484375,2428.300048828125,2448.89990234375,2299.85009765625,2302.699951171875,5212722,2022-07-25
2022-08-01,2479.889404296875,2498.550048828125,2514.699951171875,2403.0,2439.0,2310642,2022-08-01
2022-08-08,2420.237548828125,2438.449951171875,2516.14990234375,2410.550048828125,2511.85009765625,1645389,2022-08-08
2022-08-15,2436.763427734375,2455.10009765625,2539.800048828125,2438.449951171875,2438.449951171875,2394547,2022-08-15
2022-08-22,2383.613525390625,2401.550048828125,2454.0,2338.64990234375,2454.0,1835307,2022-08-22
2022-08-29,2583.9560546875,2603.39990234375,2690.5,2325.10009765625,2350.0,4576442,2022-08-29
2022-09-05,2619.5380859375,2639.25,2666.0,2575.0,2618.0,2463420,2022-09-05
2022-09-12,2683.7548828125,2703.949951171875,2865.0,2647.0,2658.800048828125,5496212,2022-09-12
2022-09-19,2553.137939453125,2572.35009765625,2736.0,2556.0,2710.10009765625,3181802,2022-09-19
2022-09-26,2484.752197265625,2503.449951171875,2595.0,2411.449951171875,2550.10009765625,4551556,2022-09-26
2022-10-03,2541.277099609375,2560.39990234375,2599.89990234375,2462.199951171875,2505.0,2470462,2022-10-03
2022-10-10,2477.95361328125,2496.60009765625,2569.5,2464.199951171875,2539.199951171875,1925623,2022-10-10
2022-10-17,2521.525634765625,2540.5,2613.0,2480.050048828125,2496.60009765625,2265450,2022-10-17
2022-10-24,2475.819580078125,2494.449951171875,2588.0,2472.64990234375,2588.0,1658878,2022-10-24
2022-10-31,2463.6611328125,2482.199951171875,2639.699951171875,2442.0,2506.0,4574158,2022-10-31
2022-11-07,2370.859375,2388.699951171875,2506.550048828125,2320.25,2493.0,2786600,2022-11-07
2022-11-14,2258.2568359375,2275.25,2409.0,2250.25,2400.0,3433653,2022-11-14
2022-11-21,2261.680908203125,2278.699951171875,2305.39990234375,2237.699951171875,2266.0,2538190,2022-11-21
2022-11-28,2380.685546875,2398.60009765625,2410.0,2280.10009765625,2288.0,2899971,2022-11-28
2022-12-05,2347.832763671875,2365.5,2416.0,2339.0,2413.39990234375,1842178,2022-12-05
2022-12-12,2306.9404296875,2324.300048828125,2460.0,2310.0,2363.800048828125,3611905,2022-12-12
2022-12-19,2202.7744140625,2219.35009765625,2348.949951171875,2211.10009765625,2324.300048828125,2674550,2022-12-19
2022-12-26,2273.244140625,2290.35009765625,2348.0,2206.050048828125,2220.0,2627012,2022-12-26
2023-01-02,2221.93017578125,2238.64990234375,2312.0,2227.35009765625,2294.60009765625,2054352,2023-01-02
2023-01-09,2182.328125,2198.75,2277.949951171875,2180.10009765625,2246.300048828125,2501128,2023-01-09
2023-01-16,2089.4765625,2105.199951171875,2207.75,2101.0,2207.0,2063123,2023-01-16
2023-01-23,2115.183349609375,2131.10009765625,2152.5,2085.5,2107.0,1919948,2023-01-23
2023-01-30,2193.940673828125,2210.449951171875,2248.0,2082.10009765625,2149.0,4040145,2023-01-30
2023-02-06,2272.301025390625,2289.39990234375,2304.0,2178.39990234375,2210.64990234375,3187870,2023-02-06
2023-02-13,2305.271240234375,2318.85009765625,2337.050048828125,2206.60009765625,2295.800048828125,2821466,2023-02-13
2023-02-20,2211.473388671875,2224.5,2355.0,2215.0,2320.0,2099317,2023-02-20
2023-02-27,2258.6455078125,2271.949951171875,2287.0,2154.050048828125,2224.5,2421949,2023-02-27
2023-03-06,2279.125,2292.550048828125,2334.5,2268.050048828125,2280.0,1730848,2023-03-06
2023-03-13,2294.037353515625,2307.550048828125,2330.449951171875,2261.0,2300.0,2675520,2023-03-13
2023-03-20,2367.504150390625,2381.449951171875,2404.14990234375,2290.25,2299.0,2647834,2023-03-20
2023-03-27,2397.726318359375,2411.85009765625,2433.39990234375,2365.5,2380.10009765625,1839124,2023-03-27
2023-04-03,2355.425537109375,2369.300048828125,2429.0,2354.39990234375,2428.199951171875,1584456,2023-04-03
2023-04-10,2424.9658203125,2439.25,2454.0,2365.0,2375.0,2881698,2023-04-10
2023-04-17,2462.494873046875,2477.0,2499.0,2432.64990234375,2440.0,1982454,2023-04-17
2023-04-24,2525.374267578125,2540.25,2545.0,2471.949951171875,2486.800048828125,1473103,2023-04-24
2023-05-01,2514.88623046875,2529.699951171875,2578.0,2506.050048828125,2540.25,1345207,2023-05-01
2023-05-08,2537.801025390625,2552.75,2636.0,2526.14990234375,2529.699951171875,3371678,2023-05-08
2023-05-15,2422.033203125,2436.300048828125,2564.75,2400.0,2554.0,1612608,2023-05-15
2023-05-22,2500.669921875,2515.39990234375,2522.0,2410.5,2440.60009765625,1501246,2023-05-22
2023-05-29,2497.886474609375,2512.60009765625,2542.14990234375,2470.050048828125,2525.449951171875,1789759,2023-05-29
2023-06-05,2415.4716796875,2429.699951171875,2576.949951171875,2417.25,2512.60009765625,2043811,2023-06-05
2023-06-12,2383.41064453125,2397.449951171875,2424.75,2320.25,2420.0,4087910,2023-06-12
2023-06-19,2307.805908203125,2321.39990234375,2418.699951171875,2305.10009765625,2395.0,2259149,2023-06-19
2023-06-26,2276.043212890625,2289.449951171875,2353.199951171875,2285.10009765625,2319.0,2021212,2023-06-26
2023-07-03,2210.18115234375,2223.199951171875,2307.85009765625,2210.10009765625,2300.0,3921006,2023-07-03
2023-07-10,2174.68994140625,2187.5,2230.800048828125,2154.550048828125,2223.0,4610814,2023-07-10
2023-07-17,2199.792236328125,2212.75,2259.949951171875,2192.199951171875,2200.89990234375,2636881,2023-07-17
2023-07-24,2157.392333984375,2170.10009765625,2230.25,2040.0,2228.050048828125,7670024,2023-07-24
2023-07-31,2253.52587890625,2266.800048828125,2292.0,2160.89990234375,2182.64990234375,4448853,2023-07-31
2023-08-07,2286.0478515625,2295.699951171875,2314.0,2257.699951171875,2276.0,2422637,2023-08-07
2023-08-14,2268.22314453125,2277.800048828125,2313.699951171875,2260.10009765625,2295.0,1208040,2023-08-14
2023-08-21,2300.53662109375,2310.25,2334.0,2275.0,2277.800048828125,1474517,2023-08-21
2023-08-28,2374.026611328125,2384.050048828125,2397.0,2301.050048828125,2314.949951171875,2992993,2023-08-28
2023-09-04,2430.040283203125,2440.300048828125,2475.5,2375.0,2390.0,2532962,2023-09-04
2023-09-11,2360.533447265625,2370.5,2458.949951171875,2360.300048828125,2441.0,1591484,2023-09-11
2023-09-18,2255.029052734375,2264.550048828125,2373.60009765625,2260.050048828125,2341.0,1804372,2023-09-18
2023-09-25,2239.9423828125,2249.39990234375,2274.949951171875,2224.25,2270.0,2373218,2023-09-25
2023-10-02,2236.109130859375,2245.550048828125,2280.0,2220.0,2249.39990234375,1288520,2023-10-02
2023-10-09,2245.967041015625,2255.449951171875,2280.0,2198.0,2228.0,1846747,2023-10-09
2023-10-16,2224.607421875,2234.0,2301.199951171875,2217.800048828125,2240.050048828125,1903370,2023-10-16
2023-10-23,2165.955322265625,2175.10009765625,2241.449951171875,2082.25,2220.10009765625,2022921,2023-10-23
2023-10-30,2243.876220703125,2253.35009765625,2268.949951171875,2154.0,2172.949951171875,1690564,2023-10-30
2023-11-06,2341.314697265625,2351.199951171875,2361.199951171875,2260.050048828125,2290.35009765625,1602196,2023-11-06
2023-11-13,2351.421875,2361.35009765625,2378.85009765625,2325.5,2345.5,791349,2023-11-13
2023-11-20,2349.480224609375,2359.39990234375,2383.25,2324.050048828125,2361.35009765625,746249,2023-11-20
2023-11-27,2402.35693359375,2412.5,2445.0,2331.39990234375,2359.39990234375,2103261,2023-11-27
2023-12-04,2412.91259765625,2423.10009765625,2510.0,2396.25,2435.0,2968500,2023-12-04
2023-12-11,2429.492431640625,2439.75,2477.0,2359.199951171875,2425.0,2871109,2023-12-11
2023-12-18,2443.931396484375,2454.25,2494.5,2344.60009765625,2439.75,2066712,2023-12-18
2023-12-25,2468.826416015625,2479.25,2529.0,2454.25,2454.25,2006648,2023-12-25
2024-01-01,2470.170654296875,2480.60009765625,2525.0,2424.800048828125,2488.75,2289477,2024-01-01
2024-01-08,2334.094970703125,2343.949951171875,2478.949951171875,2281.0,2468.0,3000914,2024-01-08
2024-01-15,2299.292236328125,2309.0,2368.39990234375,2261.14990234375,2351.699951171875,2089792,2024-01-15
2024-01-22,2259.36083984375,2268.89990234375,2309.0,2235.5,2309.0,1381343,2024-01-22
2024-01-29,2308.9013671875,2318.64990234375,2333.199951171875,2210.0,2270.0,6198817,2024-01-29
2024-02-05,2288.88623046875,2298.550048828125,2326.199951171875,2245.0,2315.0,2873916,2024-02-05
2024-02-12,2373.835205078125,2380.10009765625,2403.0,2258.25,2303.0,1445304,2024-02-12
2024-02-19,2379.520263671875,2385.800048828125,2423.550048828125,2325.300048828125,2380.0,1816782,2024-02-19
2024-02-26,2391.0400390625,2397.35009765625,2429.550048828125,2341.89990234375,2393.949951171875,1963522,2024-02-26
2024-03-04,2443.601318359375,2450.050048828125,2464.39990234375,2364.050048828125,2394.050048828125,1267205,2024-03-04
2024-03-11,2422.157958984375,2428.550048828125,2491.0,2344.35009765625,2472.0,1883006,2024-03-11
2024-03-18,2544.2353515625,2550.949951171875,2600.0,2400.60009765625,2427.60009765625,3670695,2024-03-18
2024-03-25,2553.51123046875,2560.25,2598.0,2503.300048828125,2550.949951171875,2305839,2024-03-25
2024-04-01,2580.041015625,2586.85009765625,2662.949951171875,2552.050048828125,2559.89990234375,3016543,2024-04-01
2024-04-08,2625.37158203125,2632.300048828125,2687.5,2555.64990234375,2600.0,2308634,2024-04-08
2024-04-15,2522.393310546875,2529.050048828125,2618.0,2480.0,2580.0,1992883,2024-04-15
2024-04-22,2633.84912109375,2640.800048828125,2659.300048828125,2531.699951171875,2552.949951171875,2389030,2024-04-22
2024-04-29,2560.8916015625,2567.64990234375,2693.949951171875,2535.0,2649.949951171875,1736352,2024-04-29
2024-05-06,2272.053955078125,2278.050048828125,2614.0,2256.0,2578.550048828125,6225819,2024-05-06
2024-05-13,2274.347900390625,2280.35009765625,2319.0,2207.39990234375,2278.89990234375,3160599,2024-05-13
2024-05-20,2283.07470703125,2289.10009765625,2326.800048828125,2265.14990234375,2275.60009765625,1242290,2024-05-20
2024-05-27,2205.529541015625,2211.35009765625,2324.89990234375,2182.449951171875,2289.14990234375,2871479,2024-05-27
2024-06-03,2306.213623046875,2312.300048828125,2316.949951171875,2089.10009765625,2251.60009765625,2203929,2024-06-03
2024-06-10,2395.677734375,2402.0,2414.199951171875,2295.60009765625,2322.0,3059351,2024-06-10
2024-06-17,2453.574951171875,2460.050048828125,2520.199951171875,2380.0,2402.0,2367885,2024-06-17
2024-06-24,2429.637939453125,2436.050048828125,2474.64990234375,2376.300048828125,2459.0,2946571,2024-06-24
2024-07-01,2394.430908203125,2400.75,2471.0,2369.949951171875,2426.050048828125,2552106,2024-07-01
2024-07-08,2383.95849609375,2390.25,2419.699951171875,2354.550048828125,2401.0,1579286,2024-07-08
2024-07-15,2336.43408203125,2342.60009765625,2415.949951171875,2331.050048828125,2390.25,1686831,2024-07-15
2024-07-22,2449.684814453125,2456.14990234375,2476.0,2283.10009765625,2315.0,5622655,2024-07-22
2024-07-29,2516.15966796875,2522.800048828125,2659.0,2466.14990234375,2471.85009765625,4307114,2024-07-29
2024-08-05,2550.52587890625,2553.64990234375,2615.0,2418.0,2460.10009765625,3144166,2024-08-05
2024-08-12,2478.16455078125,2481.199951171875,2592.199951171875,2445.050048828125,2553.550048828125,1306413,2024-08-12
2024-08-19,2487.602783203125,2490.64990234375,2566.0,2451.60009765625,2492.0,2180083,2024-08-19
2024-08-26,2561.462646484375,2564.60009765625,2599.949951171875,2486.64990234375,2490.64990234375,3934252,2024-08-26
2024-09-02,2505.98046875,2509.050048828125,2649.0,2501.199951171875,2579.89990234375,3202195,2024-09-02
2024-09-09,2463.382568359375,2466.39990234375,2564.949951171875,2460.800048828125,2499.300048828125,1811605,2024-09-09
2024-09-16,2416.73974609375,2419.699951171875,2475.949951171875,2360.300048828125,2459.800048828125,3279845,2024-09-16
2024-09-23,2458.53857421875,2461.550048828125,2498.85009765625,2411.199951171875,2435.0,6487660,2024-09-23
2024-09-30,2347.474609375,2350.35009765625,2519.949951171875,2345.0,2474.949951171875,2054454,2024-09-30
2024-10-07,2345.87646484375,2348.75,2366.949951171875,2292.300048828125,2350.35009765625,1538053,2024-10-07
2024-10-14,2322.854736328125,2325.699951171875,2363.60009765625,2206.300048828125,2359.0,3590958,2024-10-14
2024-10-21,2204.199951171875,2206.89990234375,2336.0,2146.5,2331.949951171875,5962311,2024-10-21
2024-10-28,2249.544677734375,2252.300048828125,2282.550048828125,2206.89990234375,2214.949951171875,1536118,2024-10-28
2024-11-04,2303.12890625,2305.949951171875,2389.0,2220.25,2249.0,1730358,2024-11-04
2024-11-11,2232.46533203125,2235.199951171875,2308.949951171875,2187.75,2295.25,1046273,2024-11-11
2024-11-18,2160.603515625,2163.25,2242.300048828125,2126.85009765625,2238.0,1207245,2024-11-18
2024-11-25,2262.22900390625,2265.0,2311.449951171875,2185.5,2190.10009765625,2059350,2024-11-25
2024-12-02,2291.892578125,2294.699951171875,2348.0,2245.10009765625,2264.949951171875,1568902,2024-12-02
2024-12-09,2293.89013671875,2296.699951171875,2369.89990234375,2257.550048828125,2290.0,1986684,2024-12-09
2024-12-16,2274.813720703125,2277.60009765625,2337.14990234375,2202.050048828125,2300.0,1794544,2024-12-16
2024-12-23,2261.6796875,2264.449951171875,2300.85009765625,2240.199951171875,2280.0,1004318,2024-12-23
2024-12-30,2282.1044921875,2284.89990234375,2290.0,2196.85009765625,2265.0,1820888,2024-12-30
2025-01-06,2597.91796875,2601.10009765625,2697.699951171875,2260.0,2296.25,14555658,2025-01-06
2025-01-13,2603.26123046875,2606.449951171875,2632.64990234375,2484.5,2557.0,2362596,2025-01-13
2025-01-20,2580.788818359375,2583.949951171875,2632.0,2487.0,2620.0,1953667,2025-01-20
2025-01-27,2822.5927734375,2826.050048828125,2895.0,2547.0,2575.0,7658645,2025-01-27
2025-02-03,2876.4267578125,2879.949951171875,2983.89990234375,2826.050048828125,2875.0,4974683,2025-02-03
2025-02-10,2752.25,2752.25,2909.949951171875,2723.60009765625,2899.0,2688627,2025-02-10
2025-02-17,2778.89990234375,2778.89990234375,2824.60009765625,2707.050048828125,2750.0,1607437,2025-02-17
2025-02-24,2795.39990234375,2795.39990234375,2864.5,2720.10009765625,2772.0,3395435,2025-02-24
2025-03-03,2935.35009765625,2935.35009765625,2945.10009765625,2725.25,2790.10009765625,3302709,2025-03-03
2025-03-10,2951.800048828125,2951.800048828125,2969.949951171875,2862.699951171875,2945.0,2924007,2025-03-10
2025-03-17,3024.35009765625,3024.35009765625,3051.89990234375,2946.10009765625,2959.050048828125,2917289,2025-03-17
2025-03-24,2939.14990234375,2939.14990234375,3054.89990234375,2808.300048828125,3047.0,2956725,2025-03-24
2025-03-31,2854.85009765625,2854.85009765625,2987.0,2803.75,2939.14990234375,3368348,2025-03-31
2025-04-07,2947.35009765625,2947.35009765625,2968.39990234375,2570.199951171875,2570.199951171875,3977092,2025-04-07
2025-04-14,2990.39990234375,2990.39990234375,3025.0,2945.0,2947.35009765625,1917235,2025-04-14
2025-04-21,2968.10009765625,2968.10009765625,3085.0,2943.0,2990.39990234375,2812753,2025-04-21
2025-04-28,2971.89990234375,2971.89990234375,3056.5,2950.0,2950.0,2361317,2025-04-28
2025-05-05,3004.300048828125,3004.300048828125,3087.0,2876.10009765625,2983.0,2644236,2025-05-05
2025-05-12,2914.89990234375,2914.89990234375,3098.5,2849.0,3056.0,4982797,2025-05-12
2025-05-19,2900.199951171875,2900.199951171875,3032.0,2886.5,2919.0,3937385,2025-05-19
2025-05-26,2861.0,2861.0,2927.699951171875,2851.10009765625,2924.0,3012834,2025-05-26
2025-06-02,3123.5,3123.5,3139.0,2819.199951171875,2825.10009765625,4582589,2025-06-02
2025-06-09,3099.60009765625,3099.60009765625,3169.89990234375,3055.60009765625,3123.5,2463698,2025-06-09
2025-06-16,3030.10009765625,3030.10009765625,3141.800048828125,2998.5,3099.5,2666315,2025-06-16
