Date,Adj Close_JAGSNPHARM.NS,Close_JAGSNPHARM.NS,High_JAGSNPHARM.NS,Low_JAGSNPHARM.NS,Open_JAGSNPHARM.NS,Volume_JAGSNPHARM.NS,Date
2025-04-07,210.72000122070312,210.72000122070312,219.89999389648438,192.85000610351562,198.0,425891,2025-04-07
2025-04-14,222.1300048828125,222.1300048828125,223.92999267578125,210.72000122070312,210.72000122070312,147540,2025-04-14
2025-04-21,240.99000549316406,240.99000549316406,267.0,222.14999389648438,225.0,4638709,2025-04-21
2025-04-28,236.14999389648438,236.14999389648438,245.0,222.0500030517578,237.0,924902,2025-04-28
2025-05-05,204.3699951171875,204.3699951171875,252.0,201.35000610351562,240.0,1327581,2025-05-05
2025-05-12,213.16000366210938,213.16000366210938,225.0,210.11000061035156,218.0,746875,2025-05-12
2025-05-19,209.67999267578125,209.67999267578125,218.63999938964844,207.97999572753906,216.4499969482422,544445,2025-05-19
2025-05-26,236.77999877929688,236.77999877929688,248.85000610351562,209.4600067138672,211.44000244140625,1885791,2025-05-26
2025-06-02,231.50999450683594,231.50999450683594,241.38999938964844,222.22999572753906,239.4600067138672,582304,2025-06-02
2025-06-09,232.9499969482422,232.9499969482422,243.88999938964844,228.16000366210938,233.10000610351562,616970,2025-06-09
2025-06-16,214.10000610351562,214.10000610351562,234.02999877929688,210.08999633789062,230.61000061035156,324806,2025-06-16
2025-06-23,220.0,220.0,225.41000366210938,210.64999389648438,210.89999389648438,469755,2025-06-23
2025-06-30,231.0800018310547,231.0800018310547,233.0,218.24000549316406,220.64999389648438,444681,2025-06-30
2025-07-07,242.08999633789062,242.08999633789062,249.0,226.0,231.10000610351562,1057434,2025-07-07
2025-07-14,246.0399932861328,246.0399932861328,259.5899963378906,241.72000122070312,243.0,1028044,2025-07-14
