Date,Adj Close_DCI.NS,Close_DCI.NS,High_DCI.NS,Low_DCI.NS,Open_DCI.NS,Volume_DCI.NS,Date
2022-03-07,42.900001525878906,42.900001525878906,42.900001525878906,42.0,42.0,24000,2022-03-07
2022-03-14,43.099998474121094,43.099998474121094,43.099998474121094,42.900001525878906,42.900001525878906,6000,2022-03-14
2022-03-21,42.0,42.0,42.04999923706055,42.0,42.04999923706055,12000,2022-03-21
2022-03-28,42.0,42.0,42.0,42.0,42.0,0,2022-03-28
2022-04-04,45.75,45.75,45.75,45.75,45.75,6000,2022-04-04
2022-04-11,43.599998474121094,43.599998474121094,45.79999923706055,43.0,45.79999923706055,18000,2022-04-11
2022-04-18,43.0,43.0,43.599998474121094,43.0,43.599998474121094,6000,2022-04-18
2022-04-25,43.0,43.0,45.75,42.25,42.25,48000,2022-04-25
2022-05-02,43.25,43.25,44.25,42.75,43.25,66000,2022-05-02
2022-05-09,42.099998474121094,42.099998474121094,43.25,41.75,43.25,42000,2022-05-09
2022-05-16,41.75,41.75,42.099998474121094,41.75,42.099998474121094,42000,2022-05-16
2022-05-23,42.0,42.0,42.0,41.75,41.75,12000,2022-05-23
2022-05-30,42.0,42.0,42.0,42.0,42.0,0,2022-05-30
2022-06-06,40.0,40.0,42.0,40.0,42.0,12000,2022-06-06
2022-06-13,40.25,40.25,40.75,40.0,40.0,24000,2022-06-13
2022-06-20,40.25,40.25,40.25,40.25,40.25,0,2022-06-20
2022-06-27,40.25,40.25,40.25,40.25,40.25,0,2022-06-27
2022-07-04,40.25,40.25,40.25,40.25,40.25,0,2022-07-04
2022-07-11,40.25,40.25,40.25,40.25,40.25,0,2022-07-11
2022-07-18,40.5,40.5,40.5,40.25,40.25,12000,2022-07-18
2022-07-25,40.5,40.5,40.5,40.5,40.5,0,2022-07-25
2022-08-01,41.0,41.0,41.0,40.5,40.5,18000,2022-08-01
2022-08-08,41.349998474121094,41.349998474121094,41.349998474121094,41.0,41.0,12000,2022-08-08
2022-08-15,41.349998474121094,41.349998474121094,41.349998474121094,41.349998474121094,41.349998474121094,0,2022-08-15
2022-08-22,41.349998474121094,41.349998474121094,41.349998474121094,41.349998474121094,41.349998474121094,0,2022-08-22
2022-08-29,41.349998474121094,41.349998474121094,41.349998474121094,41.349998474121094,41.349998474121094,0,2022-08-29
2022-09-05,49.04999923706055,49.04999923706055,49.599998474121094,45.0,49.599998474121094,36000,2022-09-05
2022-09-12,56.0,56.0,58.5,51.20000076293945,51.20000076293945,30000,2022-09-12
2022-09-19,53.0,53.0,56.0,53.0,56.0,6000,2022-09-19
2022-09-26,54.5,54.5,54.5,53.0,53.0,6000,2022-09-26
2022-10-03,50.5,50.5,54.5,50.5,54.5,18000,2022-10-03
2022-10-10,50.5,50.5,50.5,50.5,50.5,12000,2022-10-10
2022-10-17,93.69999694824219,93.69999694824219,93.69999694824219,44.20000076293945,50.5,185107,2022-10-17
2022-10-24,105.4000015258789,105.4000015258789,124.6500015258789,102.05000305175781,103.05000305175781,219087,2022-10-24
2022-10-31,124.94999694824219,124.94999694824219,124.94999694824219,90.80000305175781,100.0,125506,2022-10-31
2022-11-07,159.0,159.0,159.0,132.10000610351562,137.39999389648438,34395,2022-11-07
2022-11-14,150.3000030517578,150.3000030517578,175.25,150.3000030517578,166.9499969482422,51189,2022-11-14
2022-11-21,145.6999969482422,145.6999969482422,154.8000030517578,128.9499969482422,142.8000030517578,35775,2022-11-21
2022-11-28,137.1999969482422,137.1999969482422,152.9499969482422,134.85000610351562,151.0,27170,2022-11-28
2022-12-05,124.9000015258789,124.9000015258789,142.9499969482422,123.0,139.0,36002,2022-12-05
2022-12-12,132.39999389648438,132.39999389648438,145.1999969482422,119.25,128.64999389648438,31881,2022-12-12
2022-12-19,119.0999984741211,119.0999984741211,138.9499969482422,118.75,138.9499969482422,20311,2022-12-19
2022-12-26,129.0,129.0,133.9499969482422,116.3499984741211,124.25,10975,2022-12-26
2023-01-02,131.35000610351562,131.35000610351562,141.89999389648438,123.5999984741211,129.9499969482422,8575,2023-01-02
2023-01-09,131.8000030517578,131.8000030517578,136.4499969482422,128.10000610351562,136.4499969482422,4134,2023-01-09
2023-01-16,132.75,132.75,137.85000610351562,126.5999984741211,135.0,2377,2023-01-16
2023-01-23,134.5,134.5,136.0,128.0500030517578,134.89999389648438,3581,2023-01-23
2023-01-30,129.6999969482422,129.6999969482422,140.89999389648438,128.0,140.89999389648438,3384,2023-01-30
2023-02-06,121.8499984741211,121.8499984741211,133.75,118.4000015258789,133.75,4837,2023-02-06
2023-02-13,116.0,116.0,124.80000305175781,112.05000305175781,118.6500015258789,6397,2023-02-13
2023-02-20,114.0,114.0,122.94999694824219,107.5,116.0,3761,2023-02-20
2023-02-27,114.0999984741211,114.0999984741211,122.94999694824219,110.94999694824219,115.5,5772,2023-02-27
2023-03-06,114.9000015258789,114.9000015258789,117.6500015258789,108.5,117.0,10125,2023-03-06
2023-03-13,107.44999694824219,107.44999694824219,128.0,106.75,114.9000015258789,21244,2023-03-13
2023-03-20,100.8499984741211,100.8499984741211,112.80000305175781,97.0,107.5,33272,2023-03-20
2023-03-27,100.4000015258789,100.4000015258789,105.30000305175781,91.1500015258789,105.30000305175781,6610,2023-03-27
2023-04-03,115.80000305175781,115.80000305175781,115.80000305175781,105.30000305175781,105.4000015258789,6274,2023-04-03
2023-04-10,128.4499969482422,128.4499969482422,130.0,108.94999694824219,120.0,23337,2023-04-10
2023-04-17,129.8000030517578,129.8000030517578,133.4499969482422,114.1500015258789,125.0,22723,2023-04-17
2023-04-24,148.8000030517578,148.8000030517578,170.0,140.0,140.0,33034,2023-04-24
2023-05-01,148.10000610351562,148.10000610351562,148.8000030517578,130.6999969482422,148.8000030517578,23330,2023-05-01
2023-05-08,154.25,154.25,177.3000030517578,149.5500030517578,154.0,35661,2023-05-08
2023-05-15,157.5,157.5,166.14999389648438,146.5500030517578,146.5500030517578,31553,2023-05-15
2023-05-22,153.3000030517578,153.3000030517578,165.1999969482422,147.0,165.14999389648438,22353,2023-05-22
2023-05-29,164.14999389648438,164.14999389648438,164.14999389648438,151.0500030517578,157.0,20828,2023-05-29
2023-06-05,169.5500030517578,169.5500030517578,189.8000030517578,165.5,172.25,21101,2023-06-05
2023-06-12,162.8000030517578,162.8000030517578,177.0,158.60000610351562,177.0,15456,2023-06-12
2023-06-19,152.4499969482422,152.4499969482422,166.64999389648438,151.60000610351562,162.8000030517578,8045,2023-06-19
2023-06-26,153.14999389648438,153.14999389648438,162.0,150.0,154.9499969482422,4098,2023-06-26
2023-07-03,158.0500030517578,158.0500030517578,166.0,149.0,159.8000030517578,8555,2023-07-03
2023-07-10,152.60000610351562,152.60000610351562,164.0,150.0500030517578,158.5,6349,2023-07-10
2023-07-17,154.3000030517578,154.3000030517578,160.5500030517578,150.5,160.0,9168,2023-07-17
2023-07-24,156.10000610351562,156.10000610351562,160.9499969482422,150.0,154.3000030517578,6403,2023-07-24
2023-07-31,151.64999389648438,151.64999389648438,161.0,150.0,156.25,9262,2023-07-31
2023-08-07,152.10000610351562,152.10000610351562,155.0,149.39999389648438,154.0,7870,2023-08-07
2023-08-14,155.5,155.5,159.0,150.0,155.0,14080,2023-08-14
2023-08-21,153.85000610351562,153.85000610351562,159.0,150.0,159.0,6341,2023-08-21
2023-08-28,150.4499969482422,150.4499969482422,158.39999389648438,148.5500030517578,148.5500030517578,10053,2023-08-28
2023-09-04,147.39999389648438,147.39999389648438,153.0,145.14999389648438,152.0,10838,2023-09-04
2023-09-11,151.75,151.75,155.0,142.0500030517578,149.89999389648438,36071,2023-09-11
2023-09-18,158.1999969482422,158.1999969482422,158.85000610351562,145.64999389648438,146.10000610351562,23795,2023-09-18
2023-09-25,183.14999389648438,183.14999389648438,188.5,156.0,158.39999389648438,15892,2023-09-25
2023-10-02,173.1999969482422,173.1999969482422,183.9499969482422,173.1999969482422,183.14999389648438,2345,2023-10-02
2023-10-09,162.25,162.25,173.1999969482422,162.25,173.1999969482422,6014,2023-10-09
2023-10-16,155.35000610351562,155.35000610351562,165.0,155.35000610351562,165.0,10913,2023-10-16
2023-10-23,157.0,157.0,160.10000610351562,155.10000610351562,157.0,1609,2023-10-23
2023-10-30,162.9499969482422,162.9499969482422,164.0,158.0,160.10000610351562,751,2023-10-30
2023-11-06,166.5,166.5,166.5,159.6999969482422,160.0,2684,2023-11-06
2023-11-13,212.35000610351562,212.35000610351562,212.35000610351562,183.5,183.5,16994,2023-11-13
2023-11-20,220.5,220.5,234.0500030517578,220.35000610351562,222.9499969482422,25803,2023-11-20
2023-11-27,211.6999969482422,211.6999969482422,225.0,211.6999969482422,220.5,12532,2023-11-27
2023-12-04,203.0,203.0,215.89999389648438,202.14999389648438,209.0,18875,2023-12-04
2023-12-11,196.6999969482422,196.6999969482422,207.0,188.1999969482422,198.9499969482422,15460,2023-12-11
2023-12-18,183.10000610351562,183.10000610351562,200.60000610351562,183.10000610351562,196.6999969482422,19582,2023-12-18
2023-12-25,176.35000610351562,176.35000610351562,186.75,172.89999389648438,183.10000610351562,93828,2023-12-25
2024-01-01,179.10000610351562,179.10000610351562,193.60000610351562,167.60000610351562,184.8000030517578,232661,2024-01-01
2024-01-08,208.39999389648438,208.39999389648438,208.39999389648438,174.1999969482422,179.10000610351562,96811,2024-01-08
2024-01-15,228.8000030517578,228.8000030517578,228.8000030517578,197.5,208.39999389648438,104226,2024-01-15
2024-01-22,199.8000030517578,199.8000030517578,238.89999389648438,199.8000030517578,228.8000030517578,85547,2024-01-22
2024-01-29,240.1999969482422,240.1999969482422,240.1999969482422,189.9499969482422,195.85000610351562,69248,2024-01-29
2024-02-05,231.25,231.25,252.1999969482422,216.0,252.1999969482422,108923,2024-02-05
2024-02-12,219.10000610351562,219.10000610351562,237.4499969482422,206.0,237.4499969482422,66587,2024-02-12
2024-02-19,224.5500030517578,224.5500030517578,233.64999389648438,220.0,229.8000030517578,32335,2024-02-19
2024-02-26,215.60000610351562,215.60000610351562,236.85000610351562,212.8000030517578,229.1999969482422,28914,2024-02-26
2024-03-04,206.3000030517578,206.3000030517578,225.3000030517578,199.5,224.3000030517578,51344,2024-03-04
2024-03-11,184.10000610351562,184.10000610351562,210.5,175.25,210.5,52325,2024-03-11
2024-03-18,180.75,180.75,197.0,176.75,180.0,54761,2024-03-18
2024-03-25,184.60000610351562,184.60000610351562,188.39999389648438,179.75,180.75,15256,2024-03-25
2024-04-01,192.9499969482422,192.9499969482422,194.25,180.39999389648438,187.39999389648438,21675,2024-04-01
2024-04-08,243.1999969482422,243.1999969482422,267.5,187.60000610351562,194.25,119136,2024-04-08
2024-04-15,208.14999389648438,208.14999389648438,239.9499969482422,201.0500030517578,233.10000610351562,125069,2024-04-15
2024-04-22,229.5,229.5,229.5500030517578,209.25,209.25,40133,2024-04-22
2024-04-29,222.85000610351562,222.85000610351562,235.0,213.5,229.5,42191,2024-04-29
2024-05-06,206.64999389648438,206.64999389648438,227.35000610351562,202.75,222.85000610351562,16183,2024-05-06
2024-05-13,217.9499969482422,217.9499969482422,223.5,200.60000610351562,205.0,13981,2024-05-13
2024-05-20,207.85000610351562,207.85000610351562,222.0,204.39999389648438,218.10000610351562,14576,2024-05-20
2024-05-27,239.60000610351562,239.60000610351562,239.60000610351562,201.8000030517578,207.85000610351562,89815,2024-05-27
2024-06-03,228.3000030517578,228.3000030517578,258.8999938964844,225.0,249.6999969482422,284497,2024-06-03
2024-06-10,232.7899932861328,232.7899932861328,248.58999633789062,213.0,226.39999389648438,222539,2024-06-10
2024-06-17,233.5800018310547,233.5800018310547,259.69000244140625,230.0,232.7899932861328,229613,2024-06-17
2024-06-24,225.52000427246094,225.52000427246094,252.69000244140625,215.35000610351562,233.0,236399,2024-06-24
2024-07-01,283.9700012207031,283.9700012207031,283.9700012207031,230.0,233.85000610351562,122792,2024-07-01
2024-07-08,362.3900146484375,362.3900146484375,362.3900146484375,272.1000061035156,298.1600036621094,169727,2024-07-08
2024-07-15,360.55999755859375,360.55999755859375,419.489990234375,360.55999755859375,380.5,171549,2024-07-15
2024-07-22,374.9100036621094,374.9100036621094,400.9800109863281,342.5299987792969,342.5299987792969,120497,2024-07-22
2024-07-29,419.6000061035156,419.6000061035156,440.6000061035156,364.0,372.989990234375,119457,2024-07-29
2024-08-05,415.20001220703125,415.20001220703125,415.20001220703125,362.04998779296875,406.1000061035156,59428,2024-08-05
2024-08-12,425.3999938964844,425.3999938964844,457.70001220703125,405.29998779296875,416.0,45403,2024-08-12
2024-08-19,400.6000061035156,400.6000061035156,416.8999938964844,394.5,416.8999938964844,39847,2024-08-19
2024-08-26,377.45001220703125,377.45001220703125,406.1000061035156,377.45001220703125,400.70001220703125,35211,2024-08-26
2024-09-02,341.20001220703125,341.20001220703125,369.8999938964844,341.20001220703125,369.8999938964844,34109,2024-09-02
2024-09-09,308.5,308.5,341.20001220703125,308.5,334.3999938964844,46613,2024-09-09
2024-09-16,340.45001220703125,340.45001220703125,340.45001220703125,308.5,308.5,51889,2024-09-16
2024-09-23,359.54998779296875,359.54998779296875,411.75,356.20001220703125,357.45001220703125,161375,2024-09-23
2024-09-30,397.1499938964844,397.1499938964844,400.6499938964844,340.0,350.1000061035156,81197,2024-09-30
2024-10-07,387.29998779296875,387.29998779296875,404.95001220703125,365.04998779296875,404.95001220703125,58858,2024-10-07
2024-10-14,400.29998779296875,400.29998779296875,429.3999938964844,373.45001220703125,394.8500061035156,76916,2024-10-14
2024-10-21,363.54998779296875,363.54998779296875,410.0,350.0,408.0,81039,2024-10-21
2024-10-28,372.6499938964844,372.6499938964844,377.8999938964844,345.3999938964844,363.54998779296875,46749,2024-10-28
2024-11-04,360.20001220703125,360.20001220703125,390.0,356.6499938964844,379.20001220703125,66838,2024-11-04
2024-11-11,332.20001220703125,332.20001220703125,368.79998779296875,323.29998779296875,361.5,42532,2024-11-11
2024-11-18,320.8500061035156,320.8500061035156,356.79998779296875,316.54998779296875,341.75,49570,2024-11-18
2024-11-25,326.3500061035156,326.3500061035156,352.3999938964844,324.20001220703125,333.95001220703125,54469,2024-11-25
2024-12-02,341.6499938964844,341.6499938964844,351.0,323.20001220703125,323.20001220703125,75310,2024-12-02
2024-12-09,342.04998779296875,342.04998779296875,358.0,324.54998779296875,343.70001220703125,80028,2024-12-09
2024-12-16,317.8999938964844,317.8999938964844,349.3999938964844,315.0,335.79998779296875,77131,2024-12-16
2024-12-23,402.5,402.5,421.79998779296875,312.1499938964844,319.6000061035156,211035,2024-12-23
2024-12-30,406.95001220703125,406.95001220703125,449.8999938964844,381.04998779296875,399.3500061035156,382367,2024-12-30
2025-01-06,355.54998779296875,355.54998779296875,414.0,351.0,401.0,76582,2025-01-06
2025-01-13,347.0,347.0,359.0,330.0,342.1000061035156,50031,2025-01-13
2025-01-20,331.5,331.5,364.3500061035156,325.04998779296875,342.1000061035156,38991,2025-01-20
2025-01-27,271.25,271.25,328.1000061035156,267.6499938964844,317.0,103913,2025-01-27
2025-02-03,302.1499938964844,302.1499938964844,319.79998779296875,267.0,278.8500061035156,40708,2025-02-03
2025-02-10,288.20001220703125,288.20001220703125,304.54998779296875,261.45001220703125,302.1499938964844,56490,2025-02-10
2025-02-17,300.1499938964844,300.1499938964844,304.8999938964844,268.8999938964844,294.0,68524,2025-02-17
2025-02-24,273.54998779296875,273.54998779296875,314.70001220703125,273.54998779296875,287.0,32061,2025-02-24
2025-03-03,270.79998779296875,270.79998779296875,284.0,250.0,284.0,54605,2025-03-03
2025-03-10,248.5500030517578,248.5500030517578,284.0,246.5500030517578,270.79998779296875,174259,2025-03-10
2025-03-17,289.1000061035156,289.1000061035156,290.1499938964844,237.5,257.0,37819,2025-03-17
2025-03-24,250.14999389648438,250.14999389648438,301.29998779296875,244.89999389648438,295.0,60650,2025-03-24
2025-03-31,268.1000061035156,268.1000061035156,279.8500061035156,243.75,250.14999389648438,31998,2025-03-31
2025-04-07,273.8500061035156,273.8500061035156,277.29998779296875,242.0500030517578,259.95001220703125,37777,2025-04-07
2025-04-14,292.5,292.5,301.8999938964844,275.1499938964844,289.79998779296875,31662,2025-04-14
2025-04-21,271.54998779296875,271.54998779296875,301.0,264.54998779296875,290.0,45271,2025-04-21
2025-04-28,257.75,257.75,280.3999938964844,255.0500030517578,264.0,27824,2025-04-28
2025-05-05,251.10000610351562,251.10000610351562,270.75,232.0,264.95001220703125,67198,2025-05-05
2025-05-12,313.0,313.0,318.95001220703125,255.10000610351562,264.8999938964844,67332,2025-05-12
2025-05-19,295.6499938964844,295.6499938964844,318.95001220703125,293.1000061035156,313.0,52942,2025-05-19
2025-05-26,278.5,278.5,339.0,274.54998779296875,300.1000061035156,132542,2025-05-26
2025-06-02,283.8999938964844,283.8999938964844,300.54998779296875,273.3500061035156,274.1000061035156,60183,2025-06-02
2025-06-09,281.1499938964844,281.1499938964844,295.0,277.1000061035156,283.0,39109,2025-06-09
2025-06-16,277.1000061035156,277.1000061035156,285.25,271.8500061035156,279.20001220703125,29362,2025-06-16
2025-06-23,287.79998779296875,287.79998779296875,294.0,270.0,274.95001220703125,51213,2025-06-23
2025-06-30,275.3500061035156,275.3500061035156,296.3500061035156,271.54998779296875,289.20001220703125,31591,2025-06-30
2025-07-07,277.20001220703125,277.20001220703125,285.0,267.0,271.54998779296875,41645,2025-07-07
2025-07-14,273.6000061035156,273.6000061035156,278.8999938964844,269.6000061035156,278.8999938964844,10645,2025-07-14
