Date,Adj Close_SGIL.NS,Close_SGIL.NS,High_SGIL.NS,Low_SGIL.NS,Open_SGIL.NS,Volume_SGIL.NS,Date
2022-03-21,179.8000030517578,179.8000030517578,186.85000610351562,172.6999969482422,183.9499969482422,40974,2022-03-21
2022-03-28,181.6999969482422,181.6999969482422,183.89999389648438,163.35000610351562,183.89999389648438,31640,2022-03-28
2022-04-04,191.64999389648438,191.64999389648438,197.4499969482422,171.5500030517578,184.8000030517578,83928,2022-04-04
2022-04-11,187.75,187.75,196.8000030517578,180.0,191.0,24473,2022-04-11
2022-04-18,193.4499969482422,193.4499969482422,207.75,181.60000610351562,186.89999389648438,91537,2022-04-18
2022-04-25,191.0,191.0,203.0,185.35000610351562,197.85000610351562,46881,2022-04-25
2022-05-02,181.5500030517578,181.5500030517578,196.8000030517578,172.64999389648438,194.89999389648438,35495,2022-05-02
2022-05-09,175.10000610351562,175.10000610351562,193.6999969482422,165.0500030517578,177.9499969482422,18969,2022-05-09
2022-05-16,176.3000030517578,176.3000030517578,186.25,170.60000610351562,184.0,14770,2022-05-16
2022-05-23,161.75,161.75,176.39999389648438,148.0500030517578,176.39999389648438,35458,2022-05-23
2022-05-30,170.60000610351562,170.60000610351562,183.5500030517578,161.1999969482422,161.4499969482422,22585,2022-05-30
2022-06-06,170.75,170.75,188.4499969482422,161.1999969482422,167.5,53021,2022-06-06
2022-06-13,156.8000030517578,156.8000030517578,173.60000610351562,150.10000610351562,167.0,10394,2022-06-13
2022-06-20,154.6999969482422,154.6999969482422,160.25,142.10000610351562,156.0,33723,2022-06-20
2022-06-27,151.60000610351562,151.60000610351562,161.8000030517578,147.25,157.0,10046,2022-06-27
2022-07-04,151.1999969482422,151.1999969482422,158.14999389648438,147.5,154.5500030517578,6248,2022-07-04
2022-07-11,153.4499969482422,153.4499969482422,159.0,148.8000030517578,151.25,13977,2022-07-11
2022-07-18,162.25,162.25,171.0,152.10000610351562,152.10000610351562,19051,2022-07-18
2022-07-25,161.5500030517578,161.5500030517578,166.89999389648438,152.64999389648438,165.4499969482422,9547,2022-07-25
2022-08-01,161.60000610351562,161.60000610351562,169.6999969482422,156.60000610351562,165.0,15075,2022-08-01
2022-08-08,177.14999389648438,177.14999389648438,184.8000030517578,158.25,164.75,151474,2022-08-08
2022-08-15,162.89999389648438,162.89999389648438,177.4499969482422,158.25,177.14999389648438,23017,2022-08-15
2022-08-22,163.5,163.5,170.89999389648438,152.0,166.9499969482422,21344,2022-08-22
2022-08-29,159.10000610351562,159.10000610351562,170.0,157.5500030517578,161.0,24313,2022-08-29
2022-09-05,159.5500030517578,159.5500030517578,167.89999389648438,157.35000610351562,167.89999389648438,27122,2022-09-05
2022-09-12,152.5500030517578,152.5500030517578,163.39999389648438,152.0,162.64999389648438,51009,2022-09-12
2022-09-19,150.60000610351562,150.60000610351562,158.0,149.5,154.6999969482422,15936,2022-09-19
2022-09-26,153.39999389648438,153.39999389648438,155.35000610351562,142.8000030517578,155.0,8859,2022-09-26
2022-10-03,151.0,151.0,162.89999389648438,146.5500030517578,152.0,8565,2022-10-03
2022-10-10,147.6999969482422,147.6999969482422,154.75,146.10000610351562,153.85000610351562,10474,2022-10-10
2022-10-17,150.25,150.25,152.8000030517578,145.5500030517578,149.39999389648438,8089,2022-10-17
2022-10-24,144.5500030517578,144.5500030517578,151.9499969482422,142.8000030517578,150.35000610351562,14679,2022-10-24
2022-10-31,151.64999389648438,151.64999389648438,154.0,144.0500030517578,149.85000610351562,13425,2022-10-31
2022-11-07,149.9499969482422,149.9499969482422,154.89999389648438,148.5500030517578,154.60000610351562,9633,2022-11-07
2022-11-14,142.35000610351562,142.35000610351562,149.9499969482422,140.60000610351562,149.9499969482422,16612,2022-11-14
2022-11-21,141.5500030517578,141.5500030517578,145.14999389648438,135.10000610351562,145.14999389648438,14990,2022-11-21
2022-11-28,139.6999969482422,139.6999969482422,145.0,135.5500030517578,141.60000610351562,16934,2022-11-28
2022-12-05,140.14999389648438,140.14999389648438,149.5,137.0500030517578,143.14999389648438,17576,2022-12-05
2022-12-12,137.5500030517578,137.5500030517578,142.89999389648438,135.0,139.25,13193,2022-12-12
2022-12-19,131.5500030517578,131.5500030517578,140.0,124.55000305175781,140.0,21739,2022-12-19
2022-12-26,134.0,134.0,141.85000610351562,130.10000610351562,131.5500030517578,22445,2022-12-26
2023-01-02,134.89999389648438,134.89999389648438,138.0,128.1999969482422,133.0500030517578,16054,2023-01-02
2023-01-09,135.10000610351562,135.10000610351562,138.85000610351562,130.14999389648438,138.85000610351562,24491,2023-01-09
2023-01-16,131.25,131.25,138.1999969482422,128.4499969482422,138.1999969482422,25112,2023-01-16
2023-01-23,148.8000030517578,148.8000030517578,156.9499969482422,129.10000610351562,133.8000030517578,140371,2023-01-23
2023-01-30,130.89999389648438,130.89999389648438,160.0,127.3499984741211,149.9499969482422,89194,2023-01-30
2023-02-06,134.4499969482422,134.4499969482422,138.0,125.05000305175781,133.0,30639,2023-02-06
2023-02-13,127.5999984741211,127.5999984741211,138.0,127.0,137.5,12546,2023-02-13
2023-02-20,112.5999984741211,112.5999984741211,130.5,108.5,130.5,40139,2023-02-20
2023-02-27,120.1500015258789,120.1500015258789,144.10000610351562,110.3499984741211,110.3499984741211,123437,2023-02-27
2023-03-06,126.5,126.5,141.5,117.6500015258789,118.30000305175781,67503,2023-03-06
2023-03-13,126.3499984741211,126.3499984741211,131.64999389648438,120.0,127.0,148098,2023-03-13
2023-03-20,120.75,120.75,130.8000030517578,118.44999694824219,128.25,482122,2023-03-20
2023-03-27,120.1500015258789,120.1500015258789,123.8499984741211,116.25,121.0999984741211,187617,2023-03-27
2023-04-03,123.4000015258789,123.4000015258789,126.0,119.75,121.4000015258789,119904,2023-04-03
2023-04-10,122.3499984741211,122.3499984741211,126.94999694824219,119.3499984741211,124.19999694824219,111136,2023-04-10
2023-04-17,124.5,124.5,129.89999389648438,120.25,122.3499984741211,46232,2023-04-17
2023-04-24,130.75,130.75,144.9499969482422,122.6500015258789,124.0,106866,2023-04-24
2023-05-01,128.60000610351562,128.60000610351562,133.9499969482422,126.0,130.75,17074,2023-05-01
2023-05-08,143.6999969482422,143.6999969482422,144.89999389648438,125.3499984741211,128.60000610351562,75517,2023-05-08
2023-05-15,142.3000030517578,142.3000030517578,147.5,137.0,143.60000610351562,73282,2023-05-15
2023-05-22,149.6999969482422,149.6999969482422,157.8000030517578,141.5500030517578,147.0,142248,2023-05-22
2023-05-29,157.5,157.5,162.0,145.60000610351562,157.6999969482422,230978,2023-05-29
2023-06-05,158.75,158.75,165.39999389648438,152.0500030517578,161.0,212606,2023-06-05
2023-06-12,181.3000030517578,181.3000030517578,193.1999969482422,160.0500030517578,162.64999389648438,788337,2023-06-12
2023-06-19,193.85000610351562,193.85000610351562,206.0,177.39999389648438,186.0,646636,2023-06-19
2023-06-26,192.89999389648438,192.89999389648438,202.0,183.0,195.5,289236,2023-06-26
2023-07-03,204.60000610351562,204.60000610351562,206.89999389648438,182.0,200.0,199005,2023-07-03
2023-07-10,209.64999389648438,209.64999389648438,218.75,199.1999969482422,205.9499969482422,107582,2023-07-10
2023-07-17,190.35000610351562,190.35000610351562,214.0,185.0,208.0,141981,2023-07-17
2023-07-24,201.0500030517578,201.0500030517578,220.3000030517578,185.25,192.14999389648438,134403,2023-07-24
2023-07-31,200.25,200.25,210.0,196.0,202.64999389648438,71568,2023-07-31
2023-08-07,217.0500030517578,217.0500030517578,224.5,196.60000610351562,203.89999389648438,169967,2023-08-07
2023-08-14,203.64999389648438,203.64999389648438,218.0,198.5500030517578,216.9499969482422,69006,2023-08-14
2023-08-21,196.10000610351562,196.10000610351562,206.0,195.5,203.39999389648438,79749,2023-08-21
2023-08-28,199.5500030517578,199.5500030517578,205.0,195.10000610351562,199.64999389648438,80402,2023-08-28
2023-09-04,221.5500030517578,221.5500030517578,222.8000030517578,200.0,203.89999389648438,113798,2023-09-04
2023-09-11,213.89999389648438,213.89999389648438,226.5,204.0,226.5,74131,2023-09-11
2023-09-18,220.3000030517578,220.3000030517578,224.85000610351562,210.0,212.8000030517578,59888,2023-09-18
2023-09-25,253.3000030517578,253.3000030517578,254.0,217.5,222.0,212183,2023-09-25
2023-10-02,239.0,239.0,260.0,238.14999389648438,253.3000030517578,62399,2023-10-02
2023-10-09,248.0,248.0,249.10000610351562,229.60000610351562,234.25,22587,2023-10-09
2023-10-16,244.10000610351562,244.10000610351562,252.39999389648438,244.0500030517578,248.0,32596,2023-10-16
2023-10-23,234.39999389648438,234.39999389648438,248.4499969482422,229.85000610351562,239.25,21108,2023-10-23
2023-10-30,236.60000610351562,236.60000610351562,239.0,229.0,235.0,31074,2023-10-30
2023-11-06,255.0,255.0,255.0,241.0,241.3000030517578,40699,2023-11-06
2023-11-13,259.95001220703125,259.95001220703125,265.29998779296875,250.0,255.0,22907,2023-11-13
2023-11-20,272.8500061035156,272.8500061035156,286.29998779296875,250.0,272.8999938964844,78926,2023-11-20
2023-11-27,281.45001220703125,281.45001220703125,286.0,259.20001220703125,272.8500061035156,66185,2023-11-27
2023-12-04,315.79998779296875,315.79998779296875,321.0,278.3500061035156,311.0,473652,2023-12-04
2023-12-11,334.3999938964844,334.3999938964844,341.25,298.95001220703125,319.79998779296875,302223,2023-12-11
2023-12-18,313.75,313.75,345.75,304.8500061035156,344.0,226587,2023-12-18
2023-12-25,318.1499938964844,318.1499938964844,330.0,307.0,313.75,88442,2023-12-25
2024-01-01,325.95001220703125,325.95001220703125,334.54998779296875,313.20001220703125,327.0,133796,2024-01-01
2024-01-08,331.20001220703125,331.20001220703125,353.0,321.20001220703125,333.8999938964844,158042,2024-01-08
2024-01-15,359.1499938964844,359.1499938964844,378.0,325.54998779296875,331.20001220703125,198882,2024-01-15
2024-01-22,360.1000061035156,360.1000061035156,392.95001220703125,352.5,359.1499938964844,94851,2024-01-22
2024-01-29,404.45001220703125,404.45001220703125,419.0,356.20001220703125,361.04998779296875,273323,2024-01-29
2024-02-05,391.1499938964844,391.1499938964844,435.0,373.0,434.0,177821,2024-02-05
2024-02-12,360.79998779296875,360.79998779296875,406.1499938964844,330.29998779296875,404.95001220703125,236338,2024-02-12
2024-02-19,343.04998779296875,343.04998779296875,370.45001220703125,321.04998779296875,355.6000061035156,121598,2024-02-19
2024-02-26,338.1000061035156,338.1000061035156,362.5,329.1000061035156,348.20001220703125,84916,2024-02-26
2024-03-04,322.1499938964844,322.1499938964844,343.3500061035156,298.8999938964844,340.0,110946,2024-03-04
2024-03-11,317.6499938964844,317.6499938964844,356.79998779296875,293.3500061035156,328.70001220703125,128883,2024-03-11
2024-03-18,339.8500061035156,339.8500061035156,345.0,293.0,323.0,80505,2024-03-18
2024-03-25,344.6000061035156,344.6000061035156,346.8500061035156,319.8500061035156,339.8500061035156,82259,2024-03-25
2024-04-01,361.3500061035156,361.3500061035156,370.0,344.0,365.0,67030,2024-04-01
2024-04-08,350.1000061035156,350.1000061035156,374.1499938964844,349.3999938964844,364.95001220703125,70944,2024-04-08
2024-04-15,342.0,342.0,354.8999938964844,331.70001220703125,349.95001220703125,43692,2024-04-15
2024-04-22,378.8500061035156,378.8500061035156,399.8999938964844,346.0,369.0,228345,2024-04-22
2024-04-29,380.6499938964844,380.6499938964844,393.0,361.0,383.79998779296875,109603,2024-04-29
2024-05-06,349.54998779296875,349.54998779296875,394.0,341.0,394.0,88323,2024-05-06
2024-05-13,359.3999938964844,359.3999938964844,369.8999938964844,338.1000061035156,350.0,62960,2024-05-13
2024-05-20,331.75,331.75,383.0,325.0,354.95001220703125,117681,2024-05-20
2024-05-27,329.8500061035156,329.8500061035156,364.6000061035156,318.1499938964844,338.0,88381,2024-05-27
2024-06-03,326.5,326.5,348.8999938964844,305.04998779296875,334.79998779296875,85491,2024-06-03
2024-06-10,332.8999938964844,332.8999938964844,345.0,315.5,336.70001220703125,120998,2024-06-10
2024-06-17,347.29998779296875,347.29998779296875,361.04998779296875,324.1499938964844,332.8999938964844,182001,2024-06-17
2024-06-24,352.0,352.0,375.0,335.0,347.29998779296875,243182,2024-06-24
2024-07-01,417.6499938964844,417.6499938964844,436.8999938964844,348.0,352.1000061035156,683158,2024-07-01
2024-07-08,382.20001220703125,382.20001220703125,429.6000061035156,372.29998779296875,429.0,312086,2024-07-08
2024-07-15,337.45001220703125,337.45001220703125,385.5,333.3999938964844,383.0,277617,2024-07-15
2024-07-22,344.8500061035156,344.8500061035156,358.79998779296875,332.20001220703125,339.5,182720,2024-07-22
2024-07-29,344.25,344.25,372.0,342.04998779296875,345.95001220703125,187732,2024-07-29
2024-08-05,346.3500061035156,346.3500061035156,354.79998779296875,325.0,344.25,138073,2024-08-05
2024-08-12,378.70001220703125,378.70001220703125,401.6499938964844,331.0,346.3500061035156,352482,2024-08-12
2024-08-19,403.95001220703125,403.95001220703125,431.1499938964844,340.0,384.3999938964844,1796315,2024-08-19
2024-08-26,396.45001220703125,396.45001220703125,419.79998779296875,380.0,410.0,322705,2024-08-26
2024-09-02,422.50836181640625,422.50836181640625,457.6360778808594,376.98870849609375,389.7712707519531,1663848,2024-09-02
2024-09-09,433.8999938964844,433.8999938964844,476.66357421875,410.0,434.0224304199219,2152541,2024-09-09
2024-09-16,431.45001220703125,431.45001220703125,457.29998779296875,408.1000061035156,435.0,800284,2024-09-16
2024-09-23,417.54998779296875,417.54998779296875,450.0,403.45001220703125,439.5,297297,2024-09-23
2024-09-30,413.8500061035156,413.8500061035156,439.20001220703125,409.6000061035156,414.8999938964844,245110,2024-09-30
2024-10-07,407.1000061035156,407.1000061035156,419.70001220703125,391.54998779296875,412.0,122725,2024-10-07
2024-10-14,400.3500061035156,400.3500061035156,411.0,393.6000061035156,408.79998779296875,86642,2024-10-14
2024-10-21,343.1499938964844,343.1499938964844,396.95001220703125,332.95001220703125,395.3500061035156,330370,2024-10-21
2024-10-28,386.1499938964844,386.1499938964844,394.45001220703125,339.0,339.0,154153,2024-10-28
2024-11-04,395.1000061035156,395.1000061035156,405.3999938964844,370.0,384.04998779296875,168312,2024-11-04
2024-11-11,387.0,387.0,419.8999938964844,366.1000061035156,389.1499938964844,210770,2024-11-11
2024-11-18,373.79998779296875,373.79998779296875,398.5,363.6000061035156,388.1499938964844,75985,2024-11-18
2024-11-25,440.04998779296875,440.04998779296875,468.8999938964844,378.8500061035156,386.6000061035156,967237,2024-11-25
2024-12-02,469.6499938964844,469.6499938964844,486.8999938964844,434.29998779296875,439.75,568123,2024-12-02
2024-12-09,462.3500061035156,462.3500061035156,500.0,456.04998779296875,477.8999938964844,706588,2024-12-09
2024-12-16,471.3500061035156,471.3500061035156,480.75,431.1000061035156,464.79998779296875,364285,2024-12-16
2024-12-23,461.75,461.75,496.70001220703125,448.0,483.5,303798,2024-12-23
2024-12-30,456.29998779296875,456.29998779296875,479.8999938964844,447.75,467.8999938964844,73879,2024-12-30
2025-01-06,412.54998779296875,412.54998779296875,463.0,403.0,460.0,62196,2025-01-06
2025-01-13,431.79998779296875,431.79998779296875,444.75,377.0,411.95001220703125,57054,2025-01-13
2025-01-20,420.1499938964844,420.1499938964844,449.5,410.0,444.0,54930,2025-01-20
2025-01-27,414.8500061035156,414.8500061035156,426.3999938964844,379.20001220703125,420.1499938964844,68204,2025-01-27
2025-02-03,424.79998779296875,424.79998779296875,449.75,391.1000061035156,395.1000061035156,110153,2025-02-03
2025-02-10,410.29998779296875,410.29998779296875,431.8999938964844,382.75,425.0,70940,2025-02-10
2025-02-17,403.45001220703125,403.45001220703125,414.79998779296875,375.04998779296875,398.0,48011,2025-02-17
2025-02-24,374.6000061035156,374.6000061035156,404.0,362.0,385.29998779296875,32332,2025-02-24
2025-03-03,383.1499938964844,383.1499938964844,394.20001220703125,342.0,385.95001220703125,89524,2025-03-03
2025-03-10,394.75,394.75,398.0,365.1499938964844,387.0,100352,2025-03-10
2025-03-17,397.54998779296875,397.54998779296875,416.0,380.1499938964844,399.0,34734,2025-03-17
2025-03-24,396.1000061035156,396.1000061035156,417.8999938964844,380.0,409.0,69310,2025-03-24
2025-03-31,419.0,419.0,420.0,390.6499938964844,396.1000061035156,51586,2025-03-31
2025-04-07,416.95001220703125,416.95001220703125,424.0,377.1000061035156,380.0,76912,2025-04-07
2025-04-14,432.3999938964844,432.3999938964844,443.5,416.25,416.95001220703125,126753,2025-04-14
2025-04-21,486.6499938964844,486.6499938964844,518.7999877929688,427.04998779296875,432.0,701329,2025-04-21
2025-04-28,503.1000061035156,503.1000061035156,525.0,490.0,493.8999938964844,247274,2025-04-28
2025-05-05,486.20001220703125,486.20001220703125,530.0,463.04998779296875,513.9000244140625,233128,2025-05-05
2025-05-12,473.45001220703125,473.45001220703125,544.5499877929688,465.0,486.20001220703125,363805,2025-05-12
2025-05-19,454.25,454.25,485.75,449.0,474.0,190249,2025-05-19
2025-05-26,497.6000061035156,497.6000061035156,505.45001220703125,443.5,443.5,228800,2025-05-26
2025-06-02,520.0999755859375,520.0999755859375,537.4500122070312,488.79998779296875,497.0,145950,2025-06-02
2025-06-09,548.9000244140625,548.9000244140625,561.9000244140625,508.04998779296875,527.9000244140625,299855,2025-06-09
2025-06-16,554.4000244140625,554.4000244140625,560.0,531.0,548.9000244140625,143115,2025-06-16
2025-06-23,514.8499755859375,514.8499755859375,558.0,509.04998779296875,554.3499755859375,121435,2025-06-23
2025-06-30,527.3499755859375,527.3499755859375,535.6500244140625,502.0,514.2999877929688,94207,2025-06-30
2025-07-07,529.2000122070312,529.2000122070312,577.7000122070312,511.0,530.0,939933,2025-07-07
2025-07-14,545.4500122070312,545.4500122070312,550.0,519.5,529.2000122070312,102215,2025-07-14
