Date,Adj Close_EMSLIMITED.NS,Close_EMSLIMITED.NS,High_EMSLIMITED.NS,Low_EMSLIMITED.NS,Open_EMSLIMITED.NS,Volume_EMSLIMITED.NS,Date
2024-06-24,642.1632690429688,642.9500122070312,675.0,546.0,556.5,7573825,2024-06-24
2024-07-01,683.1130981445312,683.9500122070312,713.0,646.0,646.0,4872022,2024-07-01
2024-07-08,652.900146484375,653.7000122070312,685.0,637.7999877929688,684.0,1590352,2024-07-08
2024-07-15,670.1290283203125,670.9500122070312,699.0,621.0,691.0,2358132,2024-07-15
2024-07-22,841.7687377929688,842.7999877929688,874.0,646.2999877929688,688.0,14828222,2024-07-22
2024-07-29,813.253662109375,814.25,901.7999877929688,782.4000244140625,890.0,6109443,2024-07-29
2024-08-05,859.247314453125,860.2999877929688,894.0,771.1500244140625,784.9500122070312,5890091,2024-08-05
2024-08-12,863.9415893554688,865.0,935.0,838.0999755859375,865.0,4349373,2024-08-12
2024-08-19,829.7334594726562,830.75,894.0,820.1500244140625,864.9500122070312,2285103,2024-08-19
2024-08-26,845.7637939453125,846.7999877929688,899.0,833.0,834.0,2636979,2024-08-26
2024-09-02,811.6556396484375,812.6500244140625,859.7999877929688,803.0,850.4000244140625,1442985,2024-09-02
2024-09-09,790.9310302734375,791.9000244140625,824.0,783.0,802.9500122070312,1156747,2024-09-09
2024-09-16,816.0502319335938,817.0499877929688,848.4000244140625,735.9500122070312,796.0,2620853,2024-09-16
2024-09-23,772.5499877929688,772.5499877929688,825.25,752.6500244140625,817.0499877929688,972475,2024-09-23
2024-09-30,781.0999755859375,781.0999755859375,788.0,737.0499877929688,768.0,1196161,2024-09-30
2024-10-07,800.0499877929688,800.0499877929688,824.0,725.0,789.6500244140625,1273893,2024-10-07
2024-10-14,864.9000244140625,864.9000244140625,884.2000122070312,793.0499877929688,805.0,2622589,2024-10-14
2024-10-21,737.4000244140625,737.4000244140625,891.9500122070312,727.0499877929688,878.5,1859066,2024-10-21
2024-10-28,807.3499755859375,807.3499755859375,814.3499755859375,731.75,740.0,696121,2024-10-28
2024-11-04,789.6500244140625,789.6500244140625,836.0,778.7000122070312,807.3499755859375,1088189,2024-11-04
2024-11-11,761.7000122070312,761.7000122070312,787.7000122070312,734.25,785.5999755859375,954477,2024-11-11
2024-11-18,743.8499755859375,743.8499755859375,771.0,735.0999755859375,766.4500122070312,743415,2024-11-18
2024-11-25,806.3499755859375,806.3499755859375,842.2999877929688,746.5,758.8499755859375,1781203,2024-11-25
2024-12-02,893.5999755859375,893.5999755859375,900.0,798.0999755859375,809.0,4705618,2024-12-02
2024-12-09,861.7000122070312,861.7000122070312,944.9000244140625,844.9000244140625,903.9500122070312,4658688,2024-12-09
2024-12-16,901.75,901.75,1016.0,855.0499877929688,864.5,10460733,2024-12-16
2024-12-23,873.1500244140625,873.1500244140625,944.0,850.6500244140625,916.8499755859375,3155598,2024-12-23
2024-12-30,868.7999877929688,868.7999877929688,889.0,828.2999877929688,870.0,1572240,2024-12-30
2025-01-06,807.1500244140625,807.1500244140625,873.9500122070312,781.6500244140625,869.0499877929688,2240925,2025-01-06
2025-01-13,844.25,844.25,865.0,748.8499755859375,808.0,2006614,2025-01-13
2025-01-20,789.1500244140625,789.1500244140625,875.0,771.0,847.7000122070312,1374573,2025-01-20
2025-01-27,780.7000122070312,780.7000122070312,850.7000122070312,700.0,788.0,2689120,2025-01-27
2025-02-03,750.4000244140625,750.4000244140625,802.5,745.0,762.2000122070312,1134657,2025-02-03
2025-02-10,650.0499877929688,650.0499877929688,747.0,633.3499755859375,747.0,3251060,2025-02-10
2025-02-17,649.0499877929688,649.0499877929688,675.7999877929688,608.2999877929688,644.9500122070312,2445159,2025-02-17
2025-02-24,610.5999755859375,610.5999755859375,659.0499877929688,597.0,634.7999877929688,1110371,2025-02-24
2025-03-03,640.0999755859375,640.0999755859375,651.6500244140625,571.5499877929688,613.9000244140625,1709734,2025-03-03
2025-03-10,601.4000244140625,601.4000244140625,656.7000122070312,596.9000244140625,640.0999755859375,891047,2025-03-10
2025-03-17,660.8499755859375,660.8499755859375,672.4000244140625,588.7000122070312,606.0,1874763,2025-03-17
2025-03-24,618.2000122070312,618.2000122070312,688.0,614.4000244140625,667.75,1901570,2025-03-24
2025-03-31,633.6500244140625,633.6500244140625,660.0,610.6500244140625,618.2000122070312,856550,2025-03-31
2025-04-07,645.4000244140625,645.4000244140625,652.0999755859375,535.0499877929688,535.0499877929688,1059912,2025-04-07
2025-04-14,661.0,661.0,677.0,645.4000244140625,645.4000244140625,482742,2025-04-14
2025-04-21,655.9000244140625,655.9000244140625,695.4000244140625,643.0,666.0,1922572,2025-04-21
2025-04-28,596.5,596.5,653.9500122070312,591.7999877929688,640.2000122070312,979960,2025-04-28
2025-05-05,566.0,566.0,611.5999755859375,549.2999877929688,600.0,1010717,2025-05-05
2025-05-12,637.7000122070312,637.7000122070312,645.5499877929688,588.0,588.0,1534624,2025-05-12
2025-05-19,651.0999755859375,651.0999755859375,664.2999877929688,629.9000244140625,645.0,1367939,2025-05-19
2025-05-26,597.5999755859375,597.5999755859375,682.8499755859375,595.0999755859375,656.0,2612665,2025-05-26
2025-06-02,602.4000244140625,602.4000244140625,613.0,575.9500122070312,595.0,2081958,2025-06-02
2025-06-09,579.25,579.25,610.9500122070312,569.0499877929688,604.9500122070312,1130827,2025-06-09
2025-06-16,581.0499877929688,581.0499877929688,610.0,567.7000122070312,576.9500122070312,1393873,2025-06-16
2025-06-23,626.7000122070312,626.7000122070312,639.7999877929688,581.4500122070312,582.9500122070312,3144560,2025-06-23
2025-06-30,609.6500244140625,609.6500244140625,632.5999755859375,603.5499877929688,628.8499755859375,921224,2025-06-30
2025-07-07,604.25,604.25,613.4500122070312,594.0,606.0999755859375,760549,2025-07-07
2025-07-14,613.5999755859375,613.5999755859375,617.3499755859375,600.0999755859375,604.0,334192,2025-07-14
