Date,Adj Close_PRUDENT.NS,Close_PRUDENT.NS,High_PRUDENT.NS,Low_PRUDENT.NS,Open_PRUDENT.NS,Volume_PRUDENT.NS,Date
2023-03-27,806.848876953125,808.5999755859375,883.0,804.0,860.0,82406,2023-03-27
2023-04-03,802.3087158203125,804.0499877929688,827.0,800.0499877929688,811.0999755859375,48925,2023-04-03
2023-04-10,818.0245971679688,819.7999877929688,830.0,793.2000122070312,804.0499877929688,72254,2023-04-10
2023-04-17,906.4328002929688,908.4000244140625,919.9500122070312,814.0,824.0,119752,2023-04-17
2023-04-24,865.4716186523438,867.3499755859375,932.0,862.0,920.4000244140625,77603,2023-04-24
2023-05-01,887.9228515625,889.8499755859375,895.0,855.0,867.3499755859375,57656,2023-05-01
2023-05-08,867.3674926757812,869.25,899.9000244140625,850.0999755859375,898.7999877929688,81410,2023-05-08
2023-05-15,854.3956909179688,856.25,884.9000244140625,854.0,879.7999877929688,39396,2023-05-15
2023-05-22,902.44140625,904.4000244140625,1029.8499755859375,847.1500244140625,850.3499755859375,427552,2023-05-22
2023-05-29,943.5023193359375,945.5499877929688,989.5499877929688,892.5499877929688,912.9500122070312,247225,2023-05-29
2023-06-05,890.4174194335938,892.3499755859375,952.6500244140625,885.3499755859375,950.0,72014,2023-06-05
2023-06-12,936.168212890625,938.2000122070312,945.4500122070312,890.0,899.9000244140625,92867,2023-06-12
2023-06-19,913.36767578125,915.3499755859375,958.0,895.6500244140625,941.0499877929688,95045,2023-06-19
2023-06-26,980.4221801757812,982.5499877929688,999.0,908.0,920.9500122070312,148846,2023-06-26
2023-07-03,1000.3289794921875,1002.5,1029.3499755859375,970.3499755859375,991.7999877929688,181545,2023-07-03
2023-07-10,1017.4418334960938,1019.6500244140625,1069.0,972.5,1014.9000244140625,137440,2023-07-10
2023-07-17,1132.2425537109375,1134.699951171875,1237.0,1010.75,1032.199951171875,430096,2023-07-17
2023-07-24,1123.960693359375,1126.4000244140625,1208.8499755859375,1063.800048828125,1158.0,348685,2023-07-24
2023-07-31,1147.5594482421875,1150.050048828125,1172.9000244140625,1097.449951171875,1132.9000244140625,217484,2023-07-31
2023-08-07,1221.648681640625,1224.300048828125,1262.949951171875,1146.0,1161.4000244140625,167509,2023-08-07
2023-08-14,1157.587646484375,1160.0999755859375,1243.800048828125,1128.0,1230.0,85207,2023-08-14
2023-08-21,1161.5645751953125,1162.550048828125,1219.0,1132.0,1160.0,65906,2023-08-21
2023-08-28,1120.3994140625,1121.3499755859375,1214.0,1058.800048828125,1173.949951171875,1341353,2023-08-28
2023-09-04,1134.28759765625,1135.25,1140.1500244140625,1090.0,1129.0,211807,2023-09-04
2023-09-11,1156.4189453125,1157.4000244140625,1171.4000244140625,1087.6500244140625,1135.949951171875,158409,2023-09-11
2023-09-18,1155.4197998046875,1156.4000244140625,1189.949951171875,1142.0,1151.0999755859375,155325,2023-09-18
2023-09-25,1114.3045654296875,1115.25,1177.949951171875,1094.1500244140625,1153.0,66219,2023-09-25
2023-10-02,1268.523681640625,1269.5999755859375,1279.9000244140625,1075.5999755859375,1115.25,307832,2023-10-02
2023-10-09,1320.6795654296875,1321.800048828125,1337.800048828125,1252.800048828125,1269.5999755859375,336499,2023-10-09
2023-10-16,1356.3992919921875,1357.550048828125,1378.1500244140625,1291.0999755859375,1339.949951171875,293286,2023-10-16
2023-10-23,1279.8641357421875,1280.949951171875,1366.0,1203.75,1360.0,214936,2023-10-23
2023-10-30,1128.6424560546875,1129.5999755859375,1295.0,1114.050048828125,1295.0,231293,2023-10-30
2023-11-06,1206.07666015625,1207.0999755859375,1234.0,1093.550048828125,1132.0,379003,2023-11-06
2023-11-13,1294.0521240234375,1295.1500244140625,1335.5,1210.449951171875,1226.9000244140625,208220,2023-11-13
2023-11-20,1319.230712890625,1320.3499755859375,1374.550048828125,1250.0,1303.800048828125,349681,2023-11-20
2023-11-27,1249.489990234375,1250.550048828125,1363.25,1245.0999755859375,1320.3499755859375,276414,2023-11-27
2023-12-04,1255.8843994140625,1256.949951171875,1296.449951171875,1226.550048828125,1269.25,113116,2023-12-04
2023-12-11,1223.212158203125,1224.25,1260.550048828125,1190.550048828125,1256.0,109425,2023-12-11
2023-12-18,1215.31884765625,1216.3499755859375,1256.0,1150.050048828125,1224.25,140322,2023-12-18
2023-12-25,1201.88037109375,1202.9000244140625,1250.0,1193.199951171875,1216.3499755859375,102787,2023-12-25
2024-01-01,1237.0504150390625,1238.0999755859375,1243.8499755859375,1180.0,1195.0999755859375,171256,2024-01-01
2024-01-08,1282.062255859375,1283.1500244140625,1297.800048828125,1183.0999755859375,1238.0999755859375,189045,2024-01-08
2024-01-15,1224.660888671875,1225.699951171875,1291.949951171875,1205.0,1283.1500244140625,79858,2024-01-15
2024-01-22,1252.3375244140625,1253.4000244140625,1276.0,1194.0,1225.699951171875,116317,2024-01-22
2024-01-29,1328.622802734375,1329.75,1444.5,1226.75,1284.0,538794,2024-01-29
2024-02-05,1286.908203125,1288.0,1366.9000244140625,1270.0,1333.75,104922,2024-02-05
2024-02-12,1330.82080078125,1331.949951171875,1359.0,1238.0,1287.0,3692195,2024-02-12
2024-02-19,1392.7183837890625,1393.9000244140625,1449.0,1325.5999755859375,1332.0,145587,2024-02-19
2024-02-26,1330.371337890625,1331.5,1425.9000244140625,1312.0,1382.050048828125,77296,2024-02-26
2024-03-04,1356.8988037109375,1358.050048828125,1375.0,1254.0,1360.0,170136,2024-03-04
2024-03-11,1210.0234375,1211.050048828125,1372.75,1135.0,1358.050048828125,210029,2024-03-11
2024-03-18,1264.377197265625,1265.449951171875,1280.0,1200.050048828125,1200.050048828125,82392,2024-03-18
2024-03-25,1253.6864013671875,1254.75,1294.199951171875,1201.5,1265.449951171875,76961,2024-03-25
2024-04-01,1310.7379150390625,1311.8499755859375,1366.050048828125,1248.800048828125,1296.0,165547,2024-04-01
2024-04-08,1360.6456298828125,1361.800048828125,1384.949951171875,1267.0,1316.0,116764,2024-04-08
2024-04-15,1388.771728515625,1389.949951171875,1432.449951171875,1299.0999755859375,1311.0,103537,2024-04-15
2024-04-22,1531.6005859375,1532.9000244140625,1557.0,1385.0999755859375,1390.0,208769,2024-04-22
2024-04-29,1635.46240234375,1636.8499755859375,1767.699951171875,1514.0,1557.0,432750,2024-04-29
2024-05-06,1534.94775390625,1536.25,1699.0,1521.0,1651.699951171875,223825,2024-05-06
2024-05-13,1622.8731689453125,1624.25,1651.0999755859375,1451.050048828125,1531.0,122231,2024-05-13
2024-05-20,1644.2550048828125,1645.6500244140625,1675.9000244140625,1565.25,1618.75,48733,2024-05-20
2024-05-27,1648.801025390625,1650.199951171875,1745.050048828125,1601.199951171875,1656.0,3359061,2024-05-27
2024-06-03,1707.301513671875,1708.75,1727.300048828125,1519.0,1670.0,258590,2024-06-03
2024-06-10,1863.8187255859375,1865.4000244140625,1877.0,1712.949951171875,1744.9000244140625,139605,2024-06-10
2024-06-17,1806.017822265625,1807.550048828125,1950.0,1792.3499755859375,1865.4000244140625,84744,2024-06-17
2024-06-24,1897.6400146484375,1899.25,1955.0,1808.0,1808.0,198761,2024-06-24
2024-07-01,1944.200439453125,1945.8499755859375,2052.0,1864.0,1912.699951171875,159662,2024-07-01
2024-07-08,1988.11328125,1989.800048828125,2100.0,1925.0,1954.800048828125,183413,2024-07-08
2024-07-15,2026.6805419921875,2028.4000244140625,2156.0,1974.1500244140625,1999.949951171875,118773,2024-07-15
2024-07-22,2355.901123046875,2357.89990234375,2367.199951171875,1960.0,2030.0,351600,2024-07-22
2024-07-29,2220.316162109375,2222.199951171875,2468.300048828125,2187.550048828125,2376.0,236219,2024-07-29
2024-08-05,2329.4736328125,2331.449951171875,2388.949951171875,2095.10009765625,2100.0,579310,2024-08-05
2024-08-12,2547.488525390625,2549.64990234375,2737.699951171875,2292.14990234375,2318.949951171875,838324,2024-08-12
2024-08-19,2427.790283203125,2429.85009765625,2541.0,2316.0,2541.0,2018471,2024-08-19
2024-08-26,2433.585205078125,2435.64990234375,2501.0,2375.0,2464.89990234375,311949,2024-08-26
2024-09-02,2355.80126953125,2357.800048828125,2494.199951171875,2321.0,2450.0,267943,2024-09-02
2024-09-09,2408.05712890625,2410.10009765625,2424.800048828125,2274.800048828125,2337.14990234375,178161,2024-09-09
2024-09-16,2316.75,2316.75,2488.0,2261.050048828125,2445.0,130534,2024-09-16
2024-09-23,2674.800048828125,2674.800048828125,2847.050048828125,2300.0,2320.0,391377,2024-09-23
2024-09-30,2463.300048828125,2463.300048828125,2639.0,2423.10009765625,2614.0,149696,2024-09-30
2024-10-07,2626.75,2626.75,2701.60009765625,2362.25,2481.35009765625,154494,2024-10-07
2024-10-14,2696.75,2696.75,2742.0,2514.050048828125,2666.14990234375,221944,2024-10-14
2024-10-21,2563.14990234375,2563.14990234375,2804.949951171875,2523.300048828125,2688.5,384711,2024-10-21
2024-10-28,3520.5,3520.5,3735.199951171875,2560.10009765625,2580.0,954193,2024-10-28
2024-11-04,2981.300048828125,2981.300048828125,3700.0,2820.0,3600.0,1468149,2024-11-04
2024-11-11,2992.75,2992.75,3050.0,2863.449951171875,2994.75,309544,2024-11-11
2024-11-18,3074.10009765625,3074.10009765625,3125.85009765625,2883.0,3023.0,291142,2024-11-18
2024-11-25,3044.35009765625,3044.35009765625,3181.89990234375,2942.60009765625,3109.0,356683,2024-11-25
2024-12-02,2979.300048828125,2979.300048828125,3098.949951171875,2920.5,3040.0,207160,2024-12-02
2024-12-09,2976.550048828125,2976.550048828125,3039.0,2899.949951171875,2979.300048828125,140057,2024-12-09
2024-12-16,2846.89990234375,2846.89990234375,3020.0,2822.550048828125,3020.0,88199,2024-12-16
2024-12-23,2848.25,2848.25,3042.5,2731.550048828125,2899.949951171875,159938,2024-12-23
2024-12-30,2767.35009765625,2767.35009765625,2848.14990234375,2677.0,2819.800048828125,145061,2024-12-30
2025-01-06,2715.35009765625,2715.35009765625,2799.0,2611.949951171875,2740.050048828125,170551,2025-01-06
2025-01-13,2768.85009765625,2768.85009765625,2859.89990234375,2595.14990234375,2650.050048828125,202686,2025-01-13
2025-01-20,2670.10009765625,2670.10009765625,2898.0,2620.89990234375,2751.050048828125,303773,2025-01-20
2025-01-27,2015.8499755859375,2015.8499755859375,2584.64990234375,1810.3499755859375,2450.0,1142245,2025-01-27
2025-02-03,2423.64990234375,2423.64990234375,2523.0,1933.1500244140625,1933.1500244140625,670293,2025-02-03
2025-02-10,2015.050048828125,2015.050048828125,2469.949951171875,2002.0,2418.0,332955,2025-02-10
2025-02-17,1928.050048828125,1928.050048828125,2198.0,1912.699951171875,2007.0,419014,2025-02-17
2025-02-24,1654.6500244140625,1654.6500244140625,1964.199951171875,1635.699951171875,1908.6500244140625,652571,2025-02-24
2025-03-03,1973.8499755859375,1973.8499755859375,2019.050048828125,1570.0,1641.199951171875,629369,2025-03-03
2025-03-10,1977.8499755859375,1977.8499755859375,2029.949951171875,1830.3499755859375,2003.449951171875,280853,2025-03-10
2025-03-17,2323.550048828125,2323.550048828125,2382.89990234375,1956.699951171875,1977.8499755859375,1651117,2025-03-17
2025-03-24,2336.550048828125,2336.550048828125,2462.0,2205.60009765625,2349.75,699720,2025-03-24
2025-03-31,2100.14990234375,2100.14990234375,2336.550048828125,2072.75,2336.550048828125,134234,2025-03-31
2025-04-07,2259.949951171875,2259.949951171875,2287.949951171875,1750.050048828125,1750.050048828125,271673,2025-04-07
2025-04-14,2336.800048828125,2336.800048828125,2440.0,2200.0,2260.10009765625,271331,2025-04-14
2025-04-21,2316.60009765625,2316.60009765625,2567.60009765625,2270.0,2340.0,238414,2025-04-21
2025-04-28,2264.0,2264.0,2394.0,2197.10009765625,2327.89990234375,99917,2025-04-28
2025-05-05,2227.5,2227.5,2350.0,2064.0,2064.0,107125,2025-05-05
2025-05-12,2531.60009765625,2531.60009765625,2558.5,2290.199951171875,2380.0,216809,2025-05-12
2025-05-19,2570.300048828125,2570.300048828125,2673.699951171875,2456.199951171875,2569.60009765625,189615,2025-05-19
2025-05-26,2952.699951171875,2952.699951171875,3001.199951171875,2564.199951171875,2600.0,155134,2025-05-26
2025-06-02,2855.10009765625,2855.10009765625,3030.0,2770.60009765625,2975.0,170265,2025-06-02
2025-06-09,2843.0,2843.0,2964.199951171875,2655.5,2869.199951171875,104684,2025-06-09
2025-06-16,2670.39990234375,2670.39990234375,2843.0,2605.5,2843.0,194310,2025-06-16
2025-06-23,2691.60009765625,2691.60009765625,2745.800048828125,2635.699951171875,2645.10009765625,140728,2025-06-23
2025-06-30,2658.199951171875,2658.199951171875,2770.0,2550.0,2692.0,178032,2025-06-30
2025-07-07,2640.39990234375,2640.39990234375,2725.0,2606.39990234375,2662.199951171875,92287,2025-07-07
2025-07-14,2740.60009765625,2740.60009765625,2770.0,2611.10009765625,2630.0,41755,2025-07-14
