Date,Adj Close_PATANJALI.NS,Close_PATANJALI.NS,High_PATANJALI.NS,Low_PATANJALI.NS,Open_PATANJALI.NS,Volume_PATANJALI.NS,Date
2020-11-23,699.436279296875,711.3499755859375,790.2999877929688,627.0,682.7999877929688,377227,2020-11-23
2020-11-30,684.146728515625,695.7999877929688,745.0,692.0999755859375,711.3499755859375,114594,2020-11-30
2020-12-07,655.7307739257812,666.9000244140625,697.7000122070312,661.2000122070312,690.0999755859375,76388,2020-12-07
2020-12-14,691.1278076171875,702.9000244140625,725.5,662.0,666.75,100195,2020-12-14
2020-12-21,670.7744140625,682.2000122070312,710.0,636.0,685.3499755859375,65814,2020-12-21
2020-12-28,661.5810546875,672.8499755859375,700.0,670.0,675.0,47040,2020-12-28
2021-01-04,657.0089721679688,668.2000122070312,690.0,657.7999877929688,680.5999755859375,60121,2021-01-04
2021-01-11,632.0343017578125,642.7999877929688,680.0,635.0,680.0,67910,2021-01-11
2021-01-18,607.354736328125,617.7000122070312,650.0,611.2000122070312,637.2000122070312,58833,2021-01-18
2021-01-25,594.080810546875,604.2000122070312,623.8499755859375,575.0,618.0,44824,2021-01-25
2021-02-01,683.9500732421875,695.5999755859375,738.7000122070312,595.0499877929688,606.9500122070312,207545,2021-02-01
2021-02-08,689.7512817382812,701.5,730.0,681.5499877929688,695.5999755859375,179206,2021-02-08
2021-02-15,678.984619140625,690.5499877929688,705.0,654.0499877929688,695.0,86447,2021-02-15
2021-02-22,722.1493530273438,734.4500122070312,792.9500122070312,718.0,725.0499877929688,335112,2021-02-22
2021-03-01,707.7447509765625,719.7999877929688,760.5999755859375,715.0,740.0,154231,2021-03-01
2021-03-08,703.41845703125,715.4000244140625,739.2999877929688,710.0999755859375,734.9000244140625,65879,2021-03-08
2021-03-15,653.46923828125,664.5999755859375,722.0,645.75,715.0,90303,2021-03-15
2021-03-22,634.197509765625,645.0,699.9500122070312,640.0,650.0,89776,2021-03-22
2021-03-29,662.8101196289062,674.0999755859375,674.0999755859375,629.1500244140625,645.0,50750,2021-03-29
2021-04-05,686.5556640625,698.25,738.0,677.1500244140625,684.0,196150,2021-04-05
2021-04-12,648.798828125,659.8499755859375,695.0,640.0,695.0,80280,2021-04-12
2021-04-19,695.1099853515625,706.9500122070312,706.9500122070312,634.0,642.0,155920,2021-04-19
2021-04-26,671.6102294921875,683.0499877929688,724.0999755859375,680.0,724.0999755859375,181843,2021-04-26
2021-05-03,664.0884399414062,675.4000244140625,694.0,671.2000122070312,683.0,81519,2021-05-03
2021-05-10,730.0645751953125,742.5,785.0,677.1500244140625,685.0,608746,2021-05-10
2021-05-17,1004.9818115234375,1022.0999755859375,1022.0999755859375,720.2000122070312,720.2000122070312,958253,2021-05-17
2021-05-24,1053.357666015625,1071.300048828125,1183.1500244140625,975.0,1073.199951171875,1024611,2021-05-24
2021-05-31,1175.2318115234375,1195.25,1195.25,1039.0,1097.9000244140625,836244,2021-05-31
2021-06-07,1222.1329345703125,1242.949951171875,1376.699951171875,1190.0,1222.0,1491430,2021-06-07
2021-06-14,1184.8184814453125,1205.0,1305.0,1160.050048828125,1304.0,513891,2021-06-14
2021-06-21,1064.1243896484375,1082.25,1219.0,1070.0999755859375,1190.0,210677,2021-06-21
2021-06-28,1084.6744384765625,1103.1500244140625,1244.800048828125,1090.0,1110.0,358869,2021-06-28
2021-07-05,1088.4105224609375,1106.949951171875,1121.0,1042.0,1112.0999755859375,157697,2021-07-05
2021-07-12,1104.73291015625,1123.550048828125,1154.699951171875,1080.0,1119.9000244140625,356050,2021-07-12
2021-07-19,1073.02294921875,1091.300048828125,1138.0,1086.199951171875,1119.0,131327,2021-07-19
2021-07-26,1085.3626708984375,1103.8499755859375,1120.0,1071.949951171875,1090.0,160018,2021-07-26
2021-08-02,1081.134765625,1099.550048828125,1149.0,1090.0,1119.0,227395,2021-08-02
2021-08-09,1107.6824951171875,1126.550048828125,1150.0,1011.5499877929688,1112.0,212176,2021-08-09
2021-08-16,1090.4755859375,1109.050048828125,1180.0,1093.1500244140625,1138.199951171875,470692,2021-08-16
2021-08-23,1068.6966552734375,1086.9000244140625,1126.8499755859375,998.1500244140625,1124.0,162369,2021-08-23
2021-08-30,1037.625732421875,1055.300048828125,1101.800048828125,1045.0,1098.050048828125,137019,2021-08-30
2021-09-06,1026.8592529296875,1044.3499755859375,1063.0,1037.6500244140625,1063.0,61565,2021-09-06
2021-09-13,1033.5452880859375,1051.1500244140625,1090.0,1045.0,1077.4000244140625,124946,2021-09-13
2021-09-20,1023.22119140625,1040.6500244140625,1084.0,1030.0,1080.0,101828,2021-09-20
2021-09-27,1035.02001953125,1052.6500244140625,1078.0,1042.0,1060.0,102886,2021-09-27
2021-10-04,1031.382080078125,1048.949951171875,1069.800048828125,1025.1500244140625,1064.5999755859375,123349,2021-10-04
2021-10-11,1024.4010009765625,1041.8499755859375,1072.800048828125,1030.800048828125,1049.0,156959,2021-10-11
2021-10-18,983.74365234375,1000.5,1045.0,979.0999755859375,1045.0,128345,2021-10-18
2021-10-25,912.5068969726562,928.0499877929688,1011.0,927.0,1004.0,69459,2021-10-25
2021-11-01,931.4345703125,947.2999877929688,960.0,747.5999755859375,933.9000244140625,43631,2021-11-01
2021-11-08,990.0855712890625,1006.9500122070312,1055.0,948.0,960.0,164014,2021-11-08
2021-11-15,964.0294189453125,980.4500122070312,1174.800048828125,975.0,1011.9500122070312,204040,2021-11-15
2021-11-22,915.4075927734375,931.0,990.0,919.6500244140625,980.0,69858,2021-11-22
2021-11-29,902.7235717773438,918.0999755859375,957.7999877929688,900.0,931.0,49292,2021-11-29
2021-12-06,909.4588623046875,924.9500122070312,970.0,900.0,920.0,51770,2021-12-06
2021-12-13,869.78466796875,884.5999755859375,941.0,880.25,941.0,61107,2021-12-13
2021-12-20,844.7117309570312,859.0999755859375,884.6500244140625,810.0999755859375,884.5999755859375,88194,2021-12-20
2021-12-27,838.3206176757812,852.5999755859375,869.0,845.6500244140625,861.0,53120,2021-12-27
2022-01-03,837.878173828125,852.1500244140625,862.0,845.7000122070312,853.0999755859375,69651,2022-01-03
2022-01-10,885.614990234375,900.7000122070312,945.0,848.1500244140625,859.4500122070312,224845,2022-01-10
2022-01-17,855.0358276367188,869.5999755859375,912.9500122070312,864.0,909.0,64623,2022-01-17
2022-01-24,826.6199340820312,840.7000122070312,875.5,825.0,869.5999755859375,54074,2022-01-24
2022-01-31,825.7841186523438,839.8499755859375,869.9500122070312,835.0,849.0,66166,2022-01-31
2022-02-07,809.3638916015625,823.1500244140625,843.9500122070312,798.1500244140625,843.5,79202,2022-02-07
2022-02-14,846.1865844726562,860.5999755859375,908.5,820.5499877929688,839.0,361463,2022-02-14
2022-02-21,774.75341796875,787.9500122070312,910.7999877929688,700.0499877929688,861.0,129858,2022-02-21
2022-02-28,807.102294921875,820.8499755859375,860.0,780.0,788.0,91249,2022-02-28
2022-03-07,789.6987915039062,803.1500244140625,837.0999755859375,786.5499877929688,816.2999877929688,90485,2022-03-07
2022-03-14,987.529052734375,1004.3499755859375,1144.699951171875,855.0,887.7000122070312,1769433,2022-03-14
2022-03-21,853.0693969726562,867.5999755859375,943.7000122070312,805.0,845.0,1289337,2022-03-21
2022-03-28,921.3070678710938,937.0,1009.2000122070312,781.0999755859375,867.5999755859375,8524646,2022-03-28
2022-04-04,907.9840087890625,923.4500122070312,945.0,714.5,922.1500244140625,69359932,2022-04-04
2022-04-11,936.645751953125,952.5999755859375,999.4500122070312,880.0,969.0,36051770,2022-04-11
2022-04-18,941.9061889648438,957.9500122070312,986.0,920.0999755859375,940.0,21415567,2022-04-18
2022-04-25,1080.0040283203125,1098.4000244140625,1184.9000244140625,938.0999755859375,970.5499877929688,57806842,2022-04-25
2022-05-02,1076.218505859375,1094.550048828125,1130.0,939.75,1090.0,32368114,2022-05-02
2022-05-09,962.4561767578125,978.8499755859375,1115.0,880.0,1084.9000244140625,28003575,2022-05-09
2022-05-16,1197.3060302734375,1217.699951171875,1227.949951171875,963.7000122070312,987.5499877929688,46492783,2022-05-16
2022-05-23,1105.4208984375,1124.25,1215.0,992.1500244140625,1206.9000244140625,8216375,2022-05-23
2022-05-30,1068.6473388671875,1086.8499755859375,1142.5999755859375,1041.25,1135.0,2483785,2022-05-30
2022-06-06,1071.10546875,1089.3499755859375,1103.0,1032.550048828125,1086.5999755859375,1337342,2022-06-06
2022-06-13,968.4540405273438,984.9500122070312,1074.0,960.0999755859375,1059.0,2059764,2022-06-13
2022-06-20,1042.8369140625,1060.5999755859375,1065.0,935.75,980.0499877929688,2563897,2022-06-20
2022-06-27,1043.427001953125,1061.199951171875,1109.949951171875,1030.550048828125,1068.0,1717544,2022-06-27
2022-07-04,1029.808837890625,1047.3499755859375,1078.699951171875,1001.0,1056.0,991499,2022-07-04
2022-07-11,1022.6802368164062,1040.0999755859375,1066.0,1029.0,1047.0,689452,2022-07-11
2022-07-18,1032.9061279296875,1050.5,1075.0,1041.0,1041.0,1474082,2022-07-18
2022-07-25,1114.6634521484375,1133.6500244140625,1143.8499755859375,1021.0,1042.0,3174110,2022-07-25
2022-08-01,1095.0968017578125,1113.75,1187.0,1091.0,1140.0,1607967,2022-08-01
2022-08-08,1086.24755859375,1104.75,1169.0,1100.0999755859375,1124.0,1050287,2022-08-08
2022-08-15,1101.930419921875,1120.699951171875,1150.0,1098.0999755859375,1104.75,987115,2022-08-15
2022-08-22,1114.466796875,1133.449951171875,1164.0999755859375,1065.0,1119.0,1853109,2022-08-22
2022-08-29,1235.112060546875,1256.1500244140625,1266.0,1097.0,1100.0,3407522,2022-08-29
2022-09-05,1356.3961181640625,1379.5,1398.0,1258.0,1260.9000244140625,3518374,2022-09-05
2022-09-12,1305.41455078125,1327.6500244140625,1400.0,1299.0,1384.9000244140625,1804862,2022-09-12
2022-09-19,1417.11181640625,1441.25,1495.0,1300.0,1339.699951171875,2560183,2022-09-19
2022-09-26,1357.4959716796875,1375.949951171875,1435.0,1316.5999755859375,1435.0,1588009,2022-09-26
2022-10-03,1382.555419921875,1401.3499755859375,1422.0,1315.0,1365.0,1143945,2022-10-03
2022-10-10,1377.1785888671875,1395.9000244140625,1448.0,1365.6500244140625,1380.0,1097149,2022-10-10
2022-10-17,1402.13916015625,1421.199951171875,1449.4000244140625,1370.0,1387.0,1850167,2022-10-17
2022-10-24,1412.251708984375,1431.449951171875,1462.0,1418.5,1440.9000244140625,1016904,2022-10-24
2022-10-31,1346.19970703125,1364.5,1439.0,1340.5,1432.0,1349644,2022-10-31
2022-11-07,1248.5274658203125,1265.5,1395.0,1261.0,1367.25,1055698,2022-11-07
2022-11-14,1211.3330078125,1227.800048828125,1300.0,1214.0,1239.0,1573305,2022-11-14
2022-11-21,1249.8592529296875,1266.8499755859375,1276.0,1200.0,1229.9000244140625,1059239,2022-11-21
2022-11-28,1255.68017578125,1272.75,1301.0,1215.300048828125,1277.0,1574258,2022-11-28
2022-12-05,1248.971435546875,1265.949951171875,1324.449951171875,1253.199951171875,1284.9000244140625,1056953,2022-12-05
2022-12-12,1225.3426513671875,1242.0,1276.0,1215.0,1252.0,1219593,2022-12-12
2022-12-19,1086.381591796875,1101.1500244140625,1245.0,1101.1500244140625,1233.0,989693,2022-12-19
2022-12-26,1177.3944091796875,1193.4000244140625,1205.0,1052.199951171875,1095.0,753751,2022-12-26
2023-01-02,1158.205322265625,1173.949951171875,1228.0999755859375,1159.0,1171.0,643590,2023-01-02
2023-01-09,1155.7386474609375,1171.449951171875,1200.0,1158.0,1192.800048828125,456608,2023-01-09
2023-01-16,1180.0089111328125,1196.050048828125,1212.0,1125.0,1175.0,930489,2023-01-16
2023-01-23,1089.3907470703125,1104.199951171875,1215.0,1104.199951171875,1194.9000244140625,665873,2023-01-23
2023-01-30,899.1765747070312,911.4000244140625,1053.300048828125,911.4000244140625,1049.0,2140142,2023-01-30
2023-02-06,940.5146484375,953.2999877929688,973.25,865.8499755859375,868.0,1452643,2023-02-06
2023-02-13,907.4638671875,919.7999877929688,958.0,892.1500244140625,953.2999877929688,1221885,2023-02-13
2023-02-20,893.7503051757812,905.9000244140625,963.0,900.0999755859375,928.0,1725063,2023-02-20
2023-02-27,941.550537109375,954.3499755859375,970.0,895.0,906.0,1248836,2023-02-27
2023-03-06,984.8123779296875,998.2000122070312,1030.0,923.4000244140625,956.25,1456881,2023-03-06
2023-03-13,886.3509521484375,898.4000244140625,995.25,898.25,991.0,4896900,2023-03-13
2023-03-20,892.51708984375,904.6500244140625,915.0,853.5,853.5,2418023,2023-03-20
2023-03-27,956.2013549804688,969.2000122070312,971.6500244140625,865.0,900.0,1879166,2023-03-27
2023-04-03,953.2415771484375,966.2000122070312,1000.0,936.0,965.0,898455,2023-04-03
2023-04-10,957.1879272460938,970.2000122070312,975.0,944.6500244140625,964.5,569944,2023-04-10
2023-04-17,937.7521362304688,950.5,977.0,928.0,965.3499755859375,931911,2023-04-17
2023-04-24,930.2540283203125,942.9000244140625,950.5,898.0,948.8499755859375,945574,2023-04-24
2023-05-01,916.4418334960938,928.9000244140625,950.0,921.0,942.9000244140625,418027,2023-05-01
2023-05-08,918.4150390625,930.9000244140625,944.9500122070312,918.0499877929688,930.0,438900,2023-05-08
2023-05-15,939.3800659179688,952.1500244140625,965.0,918.0,930.0,828487,2023-05-15
2023-05-22,1013.3247680664062,1027.0999755859375,1040.0,936.5,942.0999755859375,1698412,2023-05-22
2023-05-29,1020.1322631835938,1034.0,1055.0,1002.0499877929688,1027.1500244140625,1205596,2023-05-29
2023-06-05,1010.3157348632812,1024.050048828125,1048.0,1014.0,1031.0,1098582,2023-06-05
2023-06-12,1129.1502685546875,1144.5,1150.0,1004.5999755859375,1025.0,1472116,2023-06-12
2023-06-19,1165.999267578125,1181.8499755859375,1201.0,1135.050048828125,1148.0,1280741,2023-06-19
2023-06-26,1172.7574462890625,1188.699951171875,1199.0,1150.0999755859375,1165.1500244140625,520096,2023-06-26
2023-07-03,1181.0941162109375,1197.1500244140625,1209.949951171875,1168.699951171875,1168.699951171875,1744433,2023-07-03
2023-07-10,1206.942626953125,1223.3499755859375,1242.050048828125,1165.0999755859375,1200.050048828125,5231643,2023-07-10
2023-07-17,1312.6556396484375,1330.5,1373.699951171875,1211.0,1240.0,6489499,2023-07-17
2023-07-24,1300.3232421875,1318.0,1338.300048828125,1281.0999755859375,1331.0,1393270,2023-07-24
2023-07-31,1356.756103515625,1375.199951171875,1375.199951171875,1294.0,1310.0,1711409,2023-07-31
2023-08-07,1276.546630859375,1293.9000244140625,1393.0,1285.0,1378.0,828122,2023-08-07
2023-08-14,1275.6092529296875,1292.949951171875,1321.0,1231.0999755859375,1242.0,1611443,2023-08-14
2023-08-21,1239.7467041015625,1256.5999755859375,1310.0,1224.0,1285.0,785414,2023-08-21
2023-08-28,1230.4727783203125,1247.199951171875,1277.949951171875,1197.0,1256.0,1026464,2023-08-28
2023-09-04,1273.7840576171875,1291.0999755859375,1308.699951171875,1231.4000244140625,1249.0,821591,2023-09-04
2023-09-11,1290.9013671875,1308.449951171875,1325.0,1255.550048828125,1297.0,1899371,2023-09-11
2023-09-18,1266.6806640625,1283.9000244140625,1308.5,1267.050048828125,1295.1500244140625,764395,2023-09-18
2023-09-25,1228.2027587890625,1239.1500244140625,1294.949951171875,1217.0,1289.949951171875,668927,2023-09-25
2023-10-02,1242.3763427734375,1253.449951171875,1262.75,1215.050048828125,1239.1500244140625,404459,2023-10-02
2023-10-09,1339.6593017578125,1351.5999755859375,1359.9000244140625,1219.9000244140625,1232.0,1664897,2023-10-09
2023-10-16,1302.1436767578125,1313.75,1347.0,1292.0,1345.0,1108238,2023-10-16
2023-10-23,1264.5289306640625,1275.800048828125,1319.9000244140625,1192.75,1318.0,1176656,2023-10-23
2023-10-30,1362.9022216796875,1375.050048828125,1436.25,1273.1500244140625,1275.5999755859375,3955852,2023-10-30
2023-11-06,1434.26611328125,1447.050048828125,1479.800048828125,1385.050048828125,1395.0,3845291,2023-11-06
2023-11-13,1399.0301513671875,1411.5,1469.0,1404.0,1444.800048828125,974533,2023-11-13
2023-11-20,1318.5970458984375,1330.3499755859375,1417.300048828125,1313.0,1410.0,1870075,2023-11-20
2023-11-27,1365.8260498046875,1378.0,1439.5,1320.0999755859375,1330.3499755859375,2015992,2023-11-27
2023-12-04,1588.7886962890625,1602.949951171875,1665.0,1381.199951171875,1408.0,9228743,2023-12-04
2023-12-11,1554.5440673828125,1568.4000244140625,1638.0,1500.0,1625.050048828125,2821782,2023-12-11
2023-12-18,1607.3236083984375,1621.6500244140625,1629.699951171875,1501.0,1564.5,4233178,2023-12-18
2023-12-25,1561.085693359375,1575.0,1643.0,1529.050048828125,1621.6500244140625,2250398,2023-12-25
2024-01-01,1573.277099609375,1587.300048828125,1628.0,1535.0,1574.0,3047921,2024-01-01
2024-01-08,1625.8582763671875,1640.3499755859375,1713.800048828125,1574.0,1600.0,4107615,2024-01-08
2024-01-15,1569.6593017578125,1583.6500244140625,1662.949951171875,1522.300048828125,1640.3499755859375,2433924,2024-01-15
2024-01-22,1567.4786376953125,1581.449951171875,1609.949951171875,1522.0,1583.6500244140625,1264197,2024-01-22
2024-01-29,1547.6058349609375,1561.4000244140625,1592.949951171875,1538.050048828125,1588.0,1698731,2024-01-29
2024-02-05,1589.63134765625,1603.800048828125,1712.5,1515.0,1555.0,4338024,2024-02-05
2024-02-12,1607.3236083984375,1621.6500244140625,1635.0,1510.0,1600.0,2327159,2024-02-12
2024-02-19,1632.8955078125,1647.449951171875,1687.0,1602.0,1639.9000244140625,2658654,2024-02-19
2024-02-26,1552.21484375,1566.050048828125,1699.699951171875,1530.0,1644.0,3381533,2024-02-26
2024-03-04,1513.01416015625,1526.5,1641.0,1517.050048828125,1621.949951171875,1302722,2024-03-04
2024-03-11,1388.3751220703125,1400.75,1542.0,1281.0,1540.0,4249051,2024-03-11
2024-03-18,1368.403076171875,1380.5999755859375,1433.0,1330.0,1412.0,3096327,2024-03-18
2024-03-25,1332.488037109375,1338.4000244140625,1389.949951171875,1321.050048828125,1380.5999755859375,1283496,2024-03-25
2024-04-01,1381.7196044921875,1387.8499755859375,1422.0,1348.0,1360.0,1702156,2024-04-01
2024-04-08,1336.5201416015625,1342.449951171875,1383.4000244140625,1309.449951171875,1363.5999755859375,2457668,2024-04-08
2024-04-15,1396.304931640625,1402.5,1424.0,1293.8499755859375,1316.800048828125,4023750,2024-04-15
2024-04-22,1576.7542724609375,1583.75,1605.0,1405.0,1405.0,5003471,2024-04-22
2024-04-29,1441.006591796875,1447.4000244140625,1609.0,1424.0,1600.0,3612097,2024-04-29
2024-05-06,1355.386474609375,1361.4000244140625,1468.0,1340.1500244140625,1447.4000244140625,1888049,2024-05-06
2024-05-13,1420.995361328125,1427.300048828125,1440.0,1316.5999755859375,1353.5,1727191,2024-05-13
2024-05-20,1424.3802490234375,1430.699951171875,1444.0,1395.4000244140625,1400.1500244140625,1342392,2024-05-20
2024-05-27,1423.782958984375,1430.0999755859375,1515.0,1409.0,1429.1500244140625,2763591,2024-05-27
2024-06-03,1395.0106201171875,1401.199951171875,1488.0,1169.949951171875,1460.0,4742704,2024-06-03
2024-06-10,1476.9969482421875,1483.550048828125,1509.0,1440.0,1509.0,3766384,2024-06-10
2024-06-17,1459.8231201171875,1466.300048828125,1505.0,1438.8499755859375,1483.550048828125,1079726,2024-06-17
2024-06-24,1584.3704833984375,1591.4000244140625,1605.0,1432.3499755859375,1455.0,3964044,2024-06-24
2024-07-01,1641.0191650390625,1648.300048828125,1764.4000244140625,1616.0,1621.0,11224457,2024-07-01
2024-07-08,1585.8638916015625,1592.9000244140625,1678.0,1586.0,1654.699951171875,3131796,2024-07-08
2024-07-15,1587.2576904296875,1594.300048828125,1619.0,1541.050048828125,1593.949951171875,3251694,2024-07-15
2024-07-22,1660.582275390625,1667.949951171875,1675.0,1554.699951171875,1591.0,3980427,2024-07-22
2024-07-29,1698.1158447265625,1705.6500244140625,1730.0,1671.0999755859375,1675.0,3263360,2024-07-29
2024-08-05,1792.4970703125,1800.449951171875,1839.0,1633.9000244140625,1655.0,5176950,2024-08-05
2024-08-12,1817.0880126953125,1825.1500244140625,1844.0,1752.0,1790.0,2547305,2024-08-12
2024-08-19,1891.0596923828125,1899.449951171875,1945.0,1776.0,1831.4000244140625,4227756,2024-08-19
2024-08-26,1933.5711669921875,1942.1500244140625,1957.0,1865.0999755859375,1898.0,1748123,2024-08-26
2024-09-02,1912.564453125,1921.050048828125,1992.199951171875,1890.0999755859375,1948.949951171875,3762445,2024-09-02
2024-09-09,1852.7298583984375,1860.949951171875,1946.0,1850.0,1915.3499755859375,16578188,2024-09-09
2024-09-16,1722.9058837890625,1730.550048828125,1874.4000244140625,1724.0999755859375,1861.800048828125,2313520,2024-09-16
2024-09-23,1693.984130859375,1701.5,1755.0,1692.0,1755.0,2512661,2024-09-23
2024-09-30,1624.8907470703125,1632.0999755859375,1715.550048828125,1622.0,1700.0,1943234,2024-09-30
2024-10-07,1735.798583984375,1743.5,1750.0,1593.75,1633.0999755859375,3023035,2024-10-07
2024-10-14,1757.2037353515625,1765.0,1790.949951171875,1695.0,1743.5,2237616,2024-10-14
2024-10-21,1648.83447265625,1656.1500244140625,1809.9000244140625,1638.0,1778.0,3144238,2024-10-21
2024-10-28,1803.0999755859375,1811.0999755859375,1824.5999755859375,1645.0,1645.0,2396431,2024-10-28
2024-11-04,1855.9654541015625,1864.199951171875,1912.0,1764.699951171875,1809.0,3692078,2024-11-04
2024-11-11,1843.800048828125,1843.800048828125,1887.949951171875,1828.0,1835.0,1790561,2024-11-11
2024-11-18,1792.449951171875,1792.449951171875,1865.0,1733.0,1840.0,2030655,2024-11-18
2024-11-25,1810.300048828125,1810.300048828125,1840.5999755859375,1749.300048828125,1801.449951171875,2300318,2024-11-25
2024-12-02,1865.0999755859375,1865.0999755859375,1921.0,1810.0,1819.949951171875,3083733,2024-12-02
2024-12-09,1818.800048828125,1818.800048828125,1869.0,1789.0,1854.0,1223931,2024-12-09
2024-12-16,1758.5999755859375,1758.5999755859375,1858.0999755859375,1708.0,1818.800048828125,2183134,2024-12-16
2024-12-23,1748.550048828125,1748.550048828125,1757.0,1698.3499755859375,1742.9000244140625,2283830,2024-12-23
2024-12-30,1864.8499755859375,1864.8499755859375,1875.0,1715.800048828125,1745.0,1803330,2024-12-30
2025-01-06,1814.800048828125,1814.800048828125,1902.0,1790.0,1869.0,2585667,2025-01-06
2025-01-13,1855.800048828125,1855.800048828125,1866.800048828125,1751.4000244140625,1793.0,2572407,2025-01-13
2025-01-20,1816.699951171875,1816.699951171875,1906.0,1789.949951171875,1849.949951171875,3374823,2025-01-20
2025-01-27,1819.25,1819.25,1869.0,1723.0,1816.699951171875,4938062,2025-01-27
2025-02-03,1849.3499755859375,1849.3499755859375,1858.0,1767.0,1799.75,5959448,2025-02-03
2025-02-10,1806.9000244140625,1806.9000244140625,1865.0,1760.25,1840.0999755859375,3731424,2025-02-10
2025-02-17,1856.9000244140625,1856.9000244140625,1880.0,1700.050048828125,1790.050048828125,4240091,2025-02-17
2025-02-24,1760.550048828125,1760.550048828125,1845.699951171875,1570.0,1845.0,7088396,2025-02-24
2025-03-03,1749.6500244140625,1749.6500244140625,1778.9000244140625,1693.4000244140625,1741.0,4213909,2025-03-03
2025-03-10,1718.5999755859375,1718.5999755859375,1760.699951171875,1698.75,1735.4000244140625,2397567,2025-03-10
2025-03-17,1761.050048828125,1761.050048828125,1775.0,1716.0,1720.199951171875,2104741,2025-03-17
2025-03-24,1808.4000244140625,1808.4000244140625,1819.9000244140625,1758.0,1761.5,3334139,2025-03-24
2025-03-31,1850.3499755859375,1850.3499755859375,1885.0,1774.0,1808.4000244140625,4307946,2025-03-31
2025-04-07,1886.3499755859375,1886.3499755859375,1904.9000244140625,1741.5,1805.199951171875,2848750,2025-04-07
2025-04-14,1973.0999755859375,1973.0999755859375,2011.0,1881.9000244140625,1886.3499755859375,5239937,2025-04-14
2025-04-21,1967.0,1967.0,1995.0,1898.0999755859375,1984.0,7488759,2025-04-21
2025-04-28,1866.4000244140625,1866.4000244140625,1972.5999755859375,1862.0999755859375,1965.0,2181352,2025-04-28
2025-05-05,1759.9000244140625,1759.9000244140625,1886.0,1735.699951171875,1867.0,2945283,2025-05-05
2025-05-12,1785.0,1785.0,1838.9000244140625,1751.699951171875,1785.0,6353130,2025-05-12
2025-05-19,1700.800048828125,1700.800048828125,1797.0,1689.300048828125,1797.0,4593448,2025-05-19
2025-05-26,1671.300048828125,1671.300048828125,1765.199951171875,1647.0999755859375,1709.300048828125,3882889,2025-05-26
2025-06-02,1710.5,1710.5,1724.9000244140625,1657.9000244140625,1676.5999755859375,3441317,2025-06-02
2025-06-09,1673.0,1673.0,1718.199951171875,1660.0999755859375,1715.300048828125,1965250,2025-06-09
2025-06-16,1649.5999755859375,1649.5999755859375,1686.300048828125,1617.5,1674.0,3502703,2025-06-16
2025-06-23,1647.699951171875,1647.699951171875,1671.9000244140625,1609.300048828125,1640.0,5579326,2025-06-23
2025-06-30,1660.800048828125,1660.800048828125,1670.0,1619.9000244140625,1650.0,6057493,2025-06-30
2025-07-07,1665.199951171875,1665.199951171875,1676.0999755859375,1621.800048828125,1660.0,5726364,2025-07-07
2025-07-14,1744.5,1744.5,1752.300048828125,1658.0999755859375,1668.300048828125,2289458,2025-07-14
