Date,Adj Close_OSWALGREEN.NS,Close_OSWALGREEN.NS,High_OSWALGREEN.NS,Low_OSWALGREEN.NS,Open_OSWALGREEN.NS,Volume_OSWALGREEN.NS,Date
2022-05-23,21.82826805114746,23.049999237060547,24.799999237060547,21.75,24.799999237060547,698934,2022-05-23
2022-05-30,22.112367630004883,23.350000381469727,24.200000762939453,23.0,23.450000762939453,575981,2022-05-30
2022-06-06,23.81696128845215,25.149999618530273,26.950000762939453,22.850000381469727,23.399999618530273,1474183,2022-06-06
2022-06-13,20.78657341003418,21.950000762939453,24.950000762939453,21.549999237060547,24.799999237060547,771268,2022-06-13
2022-06-20,22.30176544189453,23.549999237060547,24.299999237060547,20.399999618530273,22.350000381469727,754495,2022-06-20
2022-06-27,22.254417419433594,23.5,25.25,23.299999237060547,23.899999618530273,598486,2022-06-27
2022-07-04,23.722259521484375,25.049999237060547,27.25,23.25,23.950000762939453,1356691,2022-07-04
2022-07-11,25.048057556152344,26.450000762939453,29.600000381469727,25.0,25.0,2958977,2022-07-11
2022-07-18,26.5,26.5,27.450000762939453,25.299999237060547,26.75,1249963,2022-07-18
2022-07-25,26.5,26.5,27.0,25.799999237060547,26.899999618530273,943787,2022-07-25
2022-08-01,25.600000381469727,25.600000381469727,27.899999618530273,25.399999618530273,26.5,1121540,2022-08-01
2022-08-08,25.850000381469727,25.850000381469727,26.700000762939453,25.450000762939453,25.649999618530273,728514,2022-08-08
2022-08-15,26.100000381469727,26.100000381469727,26.899999618530273,25.0,25.850000381469727,962808,2022-08-15
2022-08-22,25.850000381469727,25.850000381469727,26.600000381469727,25.350000381469727,26.399999618530273,741557,2022-08-22
2022-08-29,27.549999237060547,27.549999237060547,28.25,25.149999618530273,25.149999618530273,1830094,2022-08-29
2022-09-05,31.049999237060547,31.049999237060547,32.099998474121094,27.450000762939453,27.549999237060547,4022030,2022-09-05
2022-09-12,28.75,28.75,33.5,28.600000381469727,31.850000381469727,3513931,2022-09-12
2022-09-19,26.649999618530273,26.649999618530273,29.600000381469727,26.399999618530273,28.649999618530273,1046508,2022-09-19
2022-09-26,26.149999618530273,26.149999618530273,26.75,25.0,26.25,746347,2022-09-26
2022-10-03,27.450000762939453,27.450000762939453,27.649999618530273,25.600000381469727,26.549999237060547,689102,2022-10-03
2022-10-10,25.350000381469727,25.350000381469727,27.5,25.100000381469727,27.5,709899,2022-10-10
2022-10-17,26.200000762939453,26.200000762939453,26.899999618530273,24.75,25.049999237060547,747496,2022-10-17
2022-10-24,26.299999237060547,26.299999237060547,26.899999618530273,26.100000381469727,26.200000762939453,271988,2022-10-24
2022-10-31,26.399999618530273,26.399999618530273,27.799999237060547,25.799999237060547,26.549999237060547,782353,2022-10-31
2022-11-07,26.100000381469727,26.100000381469727,27.200000762939453,25.899999618530273,26.700000762939453,490144,2022-11-07
2022-11-14,28.549999237060547,28.549999237060547,28.899999618530273,25.899999618530273,26.200000762939453,1439027,2022-11-14
2022-11-21,28.450000762939453,28.450000762939453,29.600000381469727,27.75,29.600000381469727,1693273,2022-11-21
2022-11-28,29.350000381469727,29.350000381469727,33.5,28.399999618530273,28.450000762939453,2040466,2022-11-28
2022-12-05,29.049999237060547,29.049999237060547,30.600000381469727,28.549999237060547,29.649999618530273,1873474,2022-12-05
2022-12-12,28.149999618530273,28.149999618530273,29.799999237060547,27.649999618530273,29.0,3346766,2022-12-12
2022-12-19,23.799999237060547,23.799999237060547,29.25,23.600000381469727,28.399999618530273,2865304,2022-12-19
2022-12-26,26.549999237060547,26.549999237060547,27.649999618530273,24.149999618530273,24.149999618530273,2694761,2022-12-26
2023-01-02,25.149999618530273,25.149999618530273,27.149999618530273,25.049999237060547,27.0,1198924,2023-01-02
2023-01-09,24.799999237060547,24.799999237060547,25.5,24.200000762939453,25.399999618530273,734382,2023-01-09
2023-01-16,24.850000381469727,24.850000381469727,25.149999618530273,24.299999237060547,25.149999618530273,678493,2023-01-16
2023-01-23,25.549999237060547,25.549999237060547,28.799999237060547,24.600000381469727,25.100000381469727,2382907,2023-01-23
2023-01-30,25.549999237060547,25.549999237060547,26.5,24.799999237060547,26.0,1483411,2023-01-30
2023-02-06,25.950000762939453,25.950000762939453,26.350000381469727,25.100000381469727,25.399999618530273,1085583,2023-02-06
2023-02-13,24.25,24.25,25.950000762939453,24.049999237060547,25.899999618530273,591500,2023-02-13
2023-02-20,20.600000381469727,20.600000381469727,24.899999618530273,20.5,24.25,1746363,2023-02-20
2023-02-27,19.600000381469727,19.600000381469727,20.899999618530273,19.149999618530273,20.649999618530273,1484359,2023-02-27
2023-03-06,19.600000381469727,19.600000381469727,20.5,19.399999618530273,19.799999237060547,1116874,2023-03-06
2023-03-13,17.5,17.5,19.899999618530273,16.899999618530273,19.799999237060547,2097628,2023-03-13
2023-03-20,18.25,18.25,19.350000381469727,16.799999237060547,17.600000381469727,3095932,2023-03-20
2023-03-27,20.0,20.0,21.25,17.149999618530273,18.549999237060547,2201152,2023-03-27
2023-04-03,21.049999237060547,21.049999237060547,21.399999618530273,20.100000381469727,20.350000381469727,702449,2023-04-03
2023-04-10,21.350000381469727,21.350000381469727,22.149999618530273,20.799999237060547,21.350000381469727,783924,2023-04-10
2023-04-17,21.350000381469727,21.350000381469727,21.700000762939453,20.200000762939453,21.450000762939453,577966,2023-04-17
2023-04-24,21.899999618530273,21.899999618530273,22.299999237060547,20.549999237060547,21.350000381469727,862571,2023-04-24
2023-05-01,22.299999237060547,22.299999237060547,23.0,21.75,21.899999618530273,522144,2023-05-01
2023-05-08,22.5,22.5,23.200000762939453,21.25,22.649999618530273,652260,2023-05-08
2023-05-15,22.5,22.5,23.600000381469727,22.25,22.549999237060547,740648,2023-05-15
2023-05-22,21.600000381469727,21.600000381469727,22.799999237060547,21.450000762939453,22.600000381469727,429029,2023-05-22
2023-05-29,21.450000762939453,21.450000762939453,21.850000381469727,20.149999618530273,21.549999237060547,466254,2023-05-29
2023-06-05,22.0,22.0,22.600000381469727,21.100000381469727,21.75,736462,2023-06-05
2023-06-12,22.049999237060547,22.049999237060547,22.399999618530273,21.600000381469727,22.0,758963,2023-06-12
2023-06-19,21.399999618530273,21.399999618530273,22.350000381469727,21.299999237060547,22.100000381469727,405775,2023-06-19
2023-06-26,21.799999237060547,21.799999237060547,22.799999237060547,21.350000381469727,21.399999618530273,482000,2023-06-26
2023-07-03,23.950000762939453,23.950000762939453,24.549999237060547,21.850000381469727,21.950000762939453,1293429,2023-07-03
2023-07-10,23.350000381469727,23.350000381469727,24.450000762939453,23.200000762939453,24.299999237060547,586209,2023-07-10
2023-07-17,22.799999237060547,22.799999237060547,23.850000381469727,22.75,23.75,604855,2023-07-17
2023-07-24,23.5,23.5,24.299999237060547,22.600000381469727,23.25,945906,2023-07-24
2023-07-31,23.100000381469727,23.100000381469727,24.25,22.75,23.950000762939453,712569,2023-07-31
2023-08-07,24.850000381469727,24.850000381469727,26.0,22.600000381469727,23.450000762939453,1772090,2023-08-07
2023-08-14,28.399999618530273,28.399999618530273,28.799999237060547,24.25,24.950000762939453,3713832,2023-08-14
2023-08-21,27.25,27.25,30.149999618530273,26.399999618530273,29.100000381469727,5099668,2023-08-21
2023-08-28,26.799999237060547,26.799999237060547,27.649999618530273,25.799999237060547,27.600000381469727,2468945,2023-08-28
2023-09-04,24.799999237060547,24.799999237060547,27.25,23.100000381469727,26.950000762939453,7053061,2023-09-04
2023-09-11,24.75,24.75,25.200000762939453,23.200000762939453,25.200000762939453,2523711,2023-09-11
2023-09-18,24.549999237060547,24.549999237060547,25.299999237060547,23.850000381469727,24.850000381469727,1511899,2023-09-18
2023-09-25,24.799999237060547,24.799999237060547,26.700000762939453,24.600000381469727,24.75,2830015,2023-09-25
2023-10-02,27.200000762939453,27.200000762939453,27.950000762939453,24.399999618530273,24.799999237060547,3802870,2023-10-02
2023-10-09,27.25,27.25,30.049999237060547,26.25,26.5,4442977,2023-10-09
2023-10-16,27.350000381469727,27.350000381469727,29.899999618530273,26.899999618530273,27.350000381469727,4564174,2023-10-16
2023-10-23,25.399999618530273,25.399999618530273,27.600000381469727,23.850000381469727,27.149999618530273,1390333,2023-10-23
2023-10-30,26.200000762939453,26.200000762939453,26.899999618530273,24.899999618530273,25.299999237060547,1088697,2023-10-30
2023-11-06,25.5,25.5,27.149999618530273,25.200000762939453,26.200000762939453,1433790,2023-11-06
2023-11-13,25.75,25.75,26.600000381469727,25.399999618530273,26.25,983565,2023-11-13
2023-11-20,25.600000381469727,25.600000381469727,26.100000381469727,24.950000762939453,26.100000381469727,1025036,2023-11-20
2023-11-27,24.950000762939453,24.950000762939453,25.899999618530273,24.649999618530273,25.600000381469727,1025931,2023-11-27
2023-12-04,25.649999618530273,25.649999618530273,26.850000381469727,24.899999618530273,25.399999618530273,1784355,2023-12-04
2023-12-11,26.350000381469727,26.350000381469727,27.200000762939453,25.649999618530273,25.75,2136445,2023-12-11
2023-12-18,25.25,25.25,26.899999618530273,24.600000381469727,26.299999237060547,1444865,2023-12-18
2023-12-25,26.100000381469727,26.100000381469727,26.899999618530273,25.25,25.25,1374907,2023-12-25
2024-01-01,32.650001525878906,32.650001525878906,34.849998474121094,26.200000762939453,26.200000762939453,15442815,2024-01-01
2024-01-08,31.5,31.5,33.5,31.100000381469727,32.95000076293945,2351857,2024-01-08
2024-01-15,31.149999618530273,31.149999618530273,32.599998474121094,29.25,31.5,2997265,2024-01-15
2024-01-22,37.650001525878906,37.650001525878906,37.650001525878906,29.549999237060547,31.149999618530273,9204055,2024-01-22
2024-01-29,42.0,42.0,49.400001525878906,38.599998474121094,40.70000076293945,26110257,2024-01-29
2024-02-05,37.900001525878906,37.900001525878906,42.75,36.75,42.349998474121094,7124178,2024-02-05
2024-02-12,37.54999923706055,37.54999923706055,39.75,33.54999923706055,37.900001525878906,4694821,2024-02-12
2024-02-19,36.95000076293945,36.95000076293945,39.29999923706055,35.650001525878906,37.900001525878906,2078516,2024-02-19
2024-02-26,35.849998474121094,35.849998474121094,37.349998474121094,34.599998474121094,36.95000076293945,1719365,2024-02-26
2024-03-04,33.599998474121094,33.599998474121094,37.5,32.849998474121094,37.0,1754621,2024-03-04
2024-03-11,29.950000762939453,29.950000762939453,33.900001525878906,27.75,33.70000076293945,2728986,2024-03-11
2024-03-18,30.049999237060547,30.049999237060547,31.899999618530273,28.100000381469727,30.450000762939453,1647871,2024-03-18
2024-03-25,29.100000381469727,29.100000381469727,30.600000381469727,28.049999237060547,30.049999237060547,1940667,2024-03-25
2024-04-01,37.5,37.5,38.45000076293945,29.75,29.899999618530273,3239437,2024-04-01
2024-04-08,35.650001525878906,35.650001525878906,37.79999923706055,34.849998474121094,37.70000076293945,1651665,2024-04-08
2024-04-15,34.29999923706055,34.29999923706055,36.95000076293945,32.79999923706055,34.599998474121094,1291003,2024-04-15
2024-04-22,36.0,36.0,37.099998474121094,34.349998474121094,34.45000076293945,3389683,2024-04-22
2024-04-29,34.79999923706055,34.79999923706055,36.95000076293945,34.20000076293945,36.70000076293945,1112795,2024-04-29
2024-05-06,32.650001525878906,32.650001525878906,35.20000076293945,31.649999618530273,35.04999923706055,1014526,2024-05-06
2024-05-13,33.45000076293945,33.45000076293945,34.29999923706055,31.899999618530273,32.900001525878906,948006,2024-05-13
2024-05-20,34.099998474121094,34.099998474121094,35.099998474121094,32.599998474121094,32.849998474121094,1684410,2024-05-20
2024-05-27,31.100000381469727,31.100000381469727,34.79999923706055,30.600000381469727,34.599998474121094,1112901,2024-05-27
2024-06-03,33.5,33.5,35.0,30.0,32.400001525878906,2597055,2024-06-03
2024-06-10,33.83000183105469,33.83000183105469,35.540000915527344,33.2599983215332,34.29999923706055,2060966,2024-06-10
2024-06-17,37.41999816894531,37.41999816894531,39.900001525878906,33.79999923706055,33.83000183105469,9968480,2024-06-17
2024-06-24,35.900001525878906,35.900001525878906,40.70000076293945,35.0,37.41999816894531,5890136,2024-06-24
2024-07-01,36.5099983215332,36.5099983215332,37.810001373291016,36.0,36.0,2272511,2024-07-01
2024-07-08,35.29999923706055,35.29999923706055,37.5099983215332,34.5,36.54999923706055,2416190,2024-07-08
2024-07-15,33.0,33.0,36.279998779296875,32.84000015258789,35.54999923706055,1631090,2024-07-15
2024-07-22,38.22999954223633,38.22999954223633,42.220001220703125,32.5,33.0,17558850,2024-07-22
2024-07-29,40.689998626708984,40.689998626708984,43.5,36.790000915527344,38.61000061035156,16978199,2024-07-29
2024-08-05,49.68000030517578,49.68000030517578,54.20000076293945,38.0,38.20000076293945,59918426,2024-08-05
2024-08-12,43.959999084472656,43.959999084472656,52.20000076293945,42.5,50.25,8176099,2024-08-12
2024-08-19,50.72999954223633,50.72999954223633,52.47999954223633,43.0099983215332,45.849998474121094,11677994,2024-08-19
2024-08-26,48.4900016784668,48.4900016784668,50.849998474121094,47.04999923706055,50.79999923706055,5778710,2024-08-26
2024-09-02,49.20000076293945,49.20000076293945,53.5,47.86000061035156,48.70000076293945,16020307,2024-09-02
2024-09-09,56.0,56.0,57.599998474121094,46.790000915527344,49.20000076293945,37199036,2024-09-09
2024-09-16,61.31999969482422,61.31999969482422,68.9000015258789,57.22999954223633,59.099998474121094,63135133,2024-09-16
2024-09-23,59.68000030517578,59.68000030517578,62.7400016784668,56.65999984741211,61.70000076293945,8725331,2024-09-23
2024-09-30,55.56999969482422,55.56999969482422,59.900001525878906,53.65999984741211,59.0,5402907,2024-09-30
2024-10-07,53.97999954223633,53.97999954223633,58.5,50.86000061035156,55.58000183105469,7311239,2024-10-07
2024-10-14,50.31999969482422,50.31999969482422,54.43000030517578,49.31999969482422,54.43000030517578,2890534,2024-10-14
2024-10-21,44.18000030517578,44.18000030517578,51.34000015258789,43.0099983215332,50.31999969482422,4208436,2024-10-21
2024-10-28,49.869998931884766,49.869998931884766,52.0,42.11000061035156,43.29999923706055,5560288,2024-10-28
2024-11-04,54.81999969482422,54.81999969482422,56.95000076293945,48.099998474121094,51.380001068115234,12993220,2024-11-04
2024-11-11,47.900001525878906,47.900001525878906,54.54999923706055,47.5,54.54999923706055,3618968,2024-11-11
2024-11-18,48.75,48.75,50.5,46.689998626708984,48.5,2044457,2024-11-18
2024-11-25,50.880001068115234,50.880001068115234,54.15999984741211,49.5,49.5,5422977,2024-11-25
2024-12-02,54.18000030517578,54.18000030517578,57.369998931884766,49.75,50.9900016784668,7452009,2024-12-02
2024-12-09,53.52000045776367,53.52000045776367,56.290000915527344,52.209999084472656,54.099998474121094,3726999,2024-12-09
2024-12-16,48.459999084472656,48.459999084472656,53.939998626708984,48.099998474121094,53.290000915527344,2567965,2024-12-16
2024-12-23,48.15999984741211,48.15999984741211,50.0,47.29999923706055,49.97999954223633,1265839,2024-12-23
2024-12-30,48.779998779296875,48.779998779296875,49.72999954223633,46.5,48.25,1842912,2024-12-30
2025-01-06,47.0,47.0,49.97999954223633,45.29999923706055,48.970001220703125,3151166,2025-01-06
2025-01-13,50.22999954223633,50.22999954223633,50.70000076293945,43.20000076293945,46.900001525878906,2729411,2025-01-13
2025-01-20,47.45000076293945,47.45000076293945,53.099998474121094,47.220001220703125,50.0,2168911,2025-01-20
2025-01-27,46.130001068115234,46.130001068115234,48.0,42.900001525878906,48.0,1846201,2025-01-27
2025-02-03,46.15999984741211,46.15999984741211,48.0,45.11000061035156,46.20000076293945,914740,2025-02-03
2025-02-10,41.150001525878906,41.150001525878906,46.93000030517578,40.79999923706055,46.4900016784668,919907,2025-02-10
2025-02-17,38.619998931884766,38.619998931884766,41.25,36.41999816894531,41.0,1574592,2025-02-17
2025-02-24,34.47999954223633,34.47999954223633,38.61000061035156,33.79999923706055,38.599998474121094,841634,2025-02-24
2025-03-03,37.2400016784668,37.2400016784668,38.13999938964844,31.360000610351562,34.540000915527344,1540859,2025-03-03
2025-03-10,34.43000030517578,34.43000030517578,37.75,34.02000045776367,36.79999923706055,698490,2025-03-10
2025-03-17,36.650001525878906,36.650001525878906,37.599998474121094,33.5,34.599998474121094,949533,2025-03-17
2025-03-24,35.689998626708984,35.689998626708984,38.79999923706055,34.86000061035156,37.27000045776367,1846904,2025-03-24
2025-03-31,35.2599983215332,35.2599983215332,38.2400016784668,34.91999816894531,35.689998626708984,1109510,2025-03-31
2025-04-07,34.310001373291016,34.310001373291016,35.4900016784668,30.149999618530273,31.200000762939453,829634,2025-04-07
2025-04-14,43.33000183105469,43.33000183105469,44.13999938964844,34.310001373291016,34.310001373291016,5262898,2025-04-14
2025-04-21,42.209999084472656,42.209999084472656,46.5,41.400001525878906,43.5,6685706,2025-04-21
2025-04-28,40.20000076293945,40.20000076293945,43.0,39.97999954223633,41.900001525878906,1013785,2025-04-28
2025-05-05,36.5,36.5,41.09000015258789,35.5,40.0,1303585,2025-05-05
2025-05-12,41.970001220703125,41.970001220703125,42.150001525878906,38.16999816894531,39.599998474121094,1301884,2025-05-12
2025-05-19,41.45000076293945,41.45000076293945,43.880001068115234,40.029998779296875,42.16999816894531,2396502,2025-05-19
2025-05-26,40.709999084472656,40.709999084472656,42.040000915527344,40.31999969482422,41.59000015258789,938427,2025-05-26
2025-06-02,46.2400016784668,46.2400016784668,49.849998474121094,40.150001525878906,40.9900016784668,10807099,2025-06-02
