Date,Adj Close_MHLXMIRU.NS,Close_MHLXMIRU.NS,High_MHLXMIRU.NS,Low_MHLXMIRU.NS,Open_MHLXMIRU.NS,Volume_MHLXMIRU.NS,Date
2023-06-12,253.5,253.5,257.6499938964844,235.0,243.9499969482422,287736,2023-06-12
2023-06-19,188.64999389648438,188.64999389648438,261.5,188.64999389648438,259.0,710629,2023-06-19
2023-06-26,181.85000610351562,181.85000610351562,197.8000030517578,176.5,180.25,80610,2023-06-26
2023-07-03,173.8000030517578,173.8000030517578,184.60000610351562,171.8000030517578,182.10000610351562,40524,2023-07-03
2023-07-10,160.75,160.75,177.89999389648438,158.14999389648438,173.0,51651,2023-07-10
2023-07-17,147.39999389648438,147.39999389648438,164.0,144.0,164.0,32870,2023-07-17
2023-07-24,182.0,182.0,182.0,147.39999389648438,152.0,46871,2023-07-24
2023-07-31,168.9499969482422,168.9499969482422,184.9499969482422,168.9499969482422,182.9499969482422,8177,2023-07-31
2023-08-07,156.0,156.0,168.89999389648438,156.0,166.0,8194,2023-08-07
2023-08-14,157.0500030517578,157.0500030517578,157.0500030517578,150.0,153.0,3505,2023-08-14
2023-08-21,151.25,151.25,157.0500030517578,151.0,154.0,3234,2023-08-21
2023-08-28,156.0500030517578,156.0500030517578,156.0500030517578,148.25,151.0,51808,2023-08-28
2023-09-04,175.4499969482422,175.4499969482422,180.60000610351562,160.0,160.0,86173,2023-09-04
2023-09-11,166.75,166.75,183.9499969482422,165.0,175.0,10871,2023-09-11
2023-09-18,160.3000030517578,160.3000030517578,172.89999389648438,159.10000610351562,161.5500030517578,12283,2023-09-18
2023-09-25,172.4499969482422,172.4499969482422,177.25,158.0,165.0,20533,2023-09-25
2023-10-02,200.39999389648438,200.39999389648438,209.6999969482422,172.4499969482422,172.4499969482422,215219,2023-10-02
2023-10-09,191.89999389648438,191.89999389648438,204.5500030517578,187.9499969482422,190.10000610351562,131019,2023-10-09
2023-10-16,196.64999389648438,196.64999389648438,213.4499969482422,188.25,195.0,193559,2023-10-16
2023-10-23,186.60000610351562,186.60000610351562,201.5500030517578,175.10000610351562,201.5500030517578,28210,2023-10-23
2023-10-30,203.75,203.75,217.0,186.25,189.0,176398,2023-10-30
2023-11-06,235.8000030517578,235.8000030517578,262.95001220703125,197.64999389648438,203.9499969482422,508373,2023-11-06
2023-11-13,242.85000610351562,242.85000610351562,254.0,231.0500030517578,249.0,72223,2023-11-13
2023-11-20,227.0500030517578,227.0500030517578,248.0,225.0,248.0,34488,2023-11-20
2023-11-27,220.0,220.0,236.89999389648438,215.64999389648438,227.0500030517578,47836,2023-11-27
2023-12-04,263.0,263.0,263.0,216.0,222.10000610351562,326888,2023-12-04
2023-12-11,259.25,259.25,295.0,250.85000610351562,285.0,794818,2023-12-11
2023-12-18,311.54998779296875,311.54998779296875,322.25,255.0,258.20001220703125,937268,2023-12-18
2023-12-25,308.8500061035156,308.8500061035156,315.0,300.0,311.54998779296875,52153,2023-12-25
2024-01-01,306.3999938964844,306.3999938964844,320.0,297.0,318.1499938964844,83782,2024-01-01
2024-01-08,298.0,298.0,311.0,286.20001220703125,310.0,52054,2024-01-08
2024-01-15,287.1000061035156,287.1000061035156,307.0,280.0,298.0,9706,2024-01-15
2024-01-22,294.25,294.25,300.0,282.1000061035156,287.1000061035156,13966,2024-01-22
2024-01-29,271.95001220703125,271.95001220703125,304.70001220703125,270.04998779296875,291.0,158123,2024-01-29
2024-02-05,279.70001220703125,279.70001220703125,288.5,264.04998779296875,283.0,63256,2024-02-05
2024-02-12,274.1000061035156,274.1000061035156,282.0,258.0,275.0,49680,2024-02-12
2024-02-19,283.45001220703125,283.45001220703125,287.5,261.0,261.0,22546,2024-02-19
2024-02-26,298.3500061035156,298.3500061035156,300.0,270.0,285.0,54253,2024-02-26
2024-03-04,292.0,292.0,304.0,281.5,293.0,73635,2024-03-04
2024-03-11,267.75,267.75,292.0,252.0,288.0,70830,2024-03-11
2024-03-18,279.3999938964844,279.3999938964844,284.8999938964844,262.3999938964844,262.3999938964844,20445,2024-03-18
2024-03-25,291.1499938964844,291.1499938964844,334.95001220703125,279.3999938964844,279.3999938964844,731882,2024-03-25
2024-04-01,301.3999938964844,301.3999938964844,310.0,284.0,290.5,168117,2024-04-01
2024-04-08,322.0,322.0,348.5,296.5,302.04998779296875,578870,2024-04-08
2024-04-15,231.0,231.0,376.0,210.0,325.0,787485,2024-04-15
2024-04-22,204.9499969482422,204.9499969482422,238.0,203.9499969482422,238.0,41505,2024-04-22
2024-04-29,201.85000610351562,201.85000610351562,208.0,190.1999969482422,204.9499969482422,30078,2024-04-29
2024-05-06,211.25,211.25,290.6000061035156,206.35000610351562,218.1999969482422,1183182,2024-05-06
2024-05-13,210.60000610351562,210.60000610351562,224.14999389648438,207.64999389648438,210.5,141484,2024-05-13
2024-05-20,224.75,224.75,257.5,201.0500030517578,210.25,832591,2024-05-20
2024-05-27,210.14999389648438,210.14999389648438,234.75,208.3000030517578,228.0500030517578,96350,2024-05-27
2024-06-03,211.39999389648438,211.39999389648438,219.9499969482422,185.5,212.0,139602,2024-06-03
2024-06-10,210.05999755859375,210.05999755859375,225.0,208.0,217.0500030517578,106246,2024-06-10
2024-06-17,205.9499969482422,205.9499969482422,215.0,204.0,210.05999755859375,36655,2024-06-17
2024-06-24,199.82000732421875,199.82000732421875,221.38999938964844,197.00999450683594,210.14999389648438,82144,2024-06-24
2024-07-01,206.36000061035156,206.36000061035156,233.58999633789062,197.00999450683594,202.80999755859375,662789,2024-07-01
2024-07-08,198.32000732421875,198.32000732421875,209.0,197.5,209.0,265939,2024-07-08
2024-07-15,194.92999267578125,194.92999267578125,205.00999450683594,186.35000610351562,198.32000732421875,236222,2024-07-15
2024-07-22,199.94000244140625,199.94000244140625,204.30999755859375,185.60000610351562,198.0,105329,2024-07-22
2024-07-29,199.4499969482422,199.4499969482422,209.8000030517578,195.00999450683594,204.0,133354,2024-07-29
2024-08-05,188.9600067138672,188.9600067138672,199.4499969482422,185.99000549316406,199.4499969482422,377399,2024-08-05
2024-08-12,175.67999267578125,175.67999267578125,193.39999389648438,167.0,189.89999389648438,100322,2024-08-12
2024-08-19,183.35000610351562,183.35000610351562,208.33999633789062,171.16000366210938,183.0,638970,2024-08-19
2024-08-26,173.3300018310547,173.3300018310547,186.6999969482422,172.0,186.6999969482422,105612,2024-08-26
2024-09-02,170.16000366210938,170.16000366210938,178.85000610351562,168.0,174.0,55058,2024-09-02
2024-09-09,173.50999450683594,173.50999450683594,177.0,168.8000030517578,170.02000427246094,43980,2024-09-09
2024-09-16,168.2899932861328,168.2899932861328,175.99000549316406,164.25,175.99000549316406,45706,2024-09-16
2024-09-23,167.97000122070312,167.97000122070312,174.5,164.0500030517578,168.99000549316406,76372,2024-09-23
2024-09-30,162.92999267578125,162.92999267578125,170.0,159.00999450683594,170.0,29009,2024-09-30
2024-10-07,167.0500030517578,167.0500030517578,173.99000549316406,150.60000610351562,163.47000122070312,45282,2024-10-07
2024-10-14,158.9199981689453,158.9199981689453,171.07000732421875,153.99000549316406,166.13999938964844,59815,2024-10-14
2024-10-21,141.57000732421875,141.57000732421875,160.4499969482422,138.5,157.35000610351562,33140,2024-10-21
2024-10-28,160.89999389648438,160.89999389648438,164.0,140.8699951171875,149.4499969482422,60568,2024-10-28
2024-11-04,155.16000366210938,155.16000366210938,164.4499969482422,153.36000061035156,164.0,38778,2024-11-04
2024-11-11,157.97000122070312,157.97000122070312,170.0,140.0,156.0,337419,2024-11-11
2024-11-18,153.91000366210938,153.91000366210938,160.0,146.35000610351562,158.3000030517578,74916,2024-11-18
2024-11-25,153.22000122070312,153.22000122070312,160.91000366210938,147.66000366210938,157.0,127260,2024-11-25
2024-12-02,156.10000610351562,156.10000610351562,159.97999572753906,151.0,157.86000061035156,61191,2024-12-02
2024-12-09,310.2900085449219,310.2900085449219,311.0199890136719,155.22000122070312,156.1999969482422,8893238,2024-12-09
2024-12-16,253.97999572753906,253.97999572753906,325.79998779296875,253.97999572753906,307.0,165273,2024-12-16
2024-12-23,267.3299865722656,267.3299865722656,293.94000244140625,241.27999877929688,241.27999877929688,127548,2024-12-23
2024-12-30,238.60000610351562,238.60000610351562,274.8999938964844,223.5,256.0,34470,2024-12-30
2025-01-06,227.77999877929688,227.77999877929688,253.39999389648438,222.69000244140625,231.1999969482422,31762,2025-01-06
2025-01-13,210.3699951171875,210.3699951171875,223.25,202.80999755859375,222.0,19290,2025-01-13
2025-01-20,219.17999267578125,219.17999267578125,237.89999389648438,200.0500030517578,202.0500030517578,30419,2025-01-20
2025-01-27,234.35000610351562,234.35000610351562,238.99000549316406,207.5500030517578,214.0,23570,2025-01-27
2025-02-03,237.91000366210938,237.91000366210938,244.35000610351562,222.0,238.99000549316406,9042,2025-02-03
2025-02-10,228.4499969482422,228.4499969482422,251.25,222.5,241.9499969482422,22392,2025-02-10
2025-02-17,240.19000244140625,240.19000244140625,241.5,204.35000610351562,217.1999969482422,12885,2025-02-17
2025-02-24,212.85000610351562,212.85000610351562,250.0,212.83999633789062,240.19000244140625,14697,2025-02-24
2025-03-03,222.05999755859375,222.05999755859375,227.0,207.0500030517578,219.6999969482422,8136,2025-03-03
2025-03-10,204.24000549316406,204.24000549316406,225.0,203.5500030517578,222.05999755859375,3919,2025-03-10
2025-03-17,216.75999450683594,216.75999450683594,227.39999389648438,204.25,205.5,7783,2025-03-17
2025-03-24,216.75,216.75,223.89999389648438,212.0399932861328,218.85000610351562,14239,2025-03-24
2025-03-31,219.75,219.75,244.5399932861328,207.89999389648438,216.75,15774,2025-03-31
2025-04-07,220.60000610351562,220.60000610351562,236.38999938964844,201.0,216.4499969482422,7948,2025-04-07
2025-04-14,240.02999877929688,240.02999877929688,254.8699951171875,220.60000610351562,220.61000061035156,13189,2025-04-14
2025-04-21,216.75999450683594,216.75999450683594,269.0400085449219,215.0,240.0399932861328,185427,2025-04-21
2025-04-28,210.10000610351562,210.10000610351562,227.97999572753906,202.10000610351562,219.3000030517578,64023,2025-04-28
2025-05-05,220.57000732421875,220.57000732421875,238.89999389648438,206.5500030517578,218.10000610351562,135673,2025-05-05
2025-05-12,230.47999572753906,230.47999572753906,240.8000030517578,222.32000732421875,230.0,128776,2025-05-12
2025-05-19,226.24000549316406,226.24000549316406,233.89999389648438,215.0,233.89999389648438,169094,2025-05-19
2025-05-26,223.22999572753906,223.22999572753906,234.0500030517578,210.0,226.24000549316406,97526,2025-05-26
2025-06-02,224.1199951171875,224.1199951171875,229.0,217.5500030517578,224.9499969482422,60508,2025-06-02
2025-06-09,216.44000244140625,216.44000244140625,270.67999267578125,214.52000427246094,220.0,539153,2025-06-09
2025-06-16,216.86000061035156,216.86000061035156,225.00999450683594,213.61000061035156,216.0,43469,2025-06-16
2025-06-23,224.3699951171875,224.3699951171875,226.9499969482422,211.00999450683594,217.80999755859375,21386,2025-06-23
2025-06-30,227.47999572753906,227.47999572753906,230.9499969482422,221.0,224.5,58993,2025-06-30
2025-07-07,222.77999877929688,222.77999877929688,230.0,219.99000549316406,230.0,60205,2025-07-07
2025-07-14,227.57000732421875,227.57000732421875,229.7899932861328,221.0800018310547,222.77999877929688,29939,2025-07-14
