Date,Adj Close_ANANDRATHI.NS,Close_ANANDRATHI.NS,High_ANANDRATHI.NS,Low_ANANDRATHI.NS,Open_ANANDRATHI.NS,Volume_ANANDRATHI.NS,Date
2022-06-13,305.6895446777344,309.82501220703125,329.9750061035156,308.125,325.0,263292,2022-06-13
2022-06-20,316.3207092285156,320.6000061035156,328.07501220703125,306.0,309.25,384400,2022-06-20
2022-06-27,321.9939880371094,326.3500061035156,330.5,319.75,320.75,258624,2022-06-27
2022-07-04,319.6999816894531,324.0249938964844,340.25,323.0,329.125,437208,2022-07-04
2022-07-11,314.8900451660156,319.1499938964844,341.9750061035156,317.625,326.95001220703125,1741712,2022-07-11
2022-07-18,313.3853759765625,317.625,323.20001220703125,313.54998779296875,320.0,627016,2022-07-18
2022-07-25,316.2466735839844,320.5249938964844,324.92498779296875,314.0,319.32501220703125,379988,2022-07-25
2022-08-01,328.4072265625,332.8500061035156,337.5,319.75,322.5,870664,2022-08-01
2022-08-08,331.34246826171875,335.82501220703125,346.92498779296875,332.375,334.9750061035156,487688,2022-08-08
2022-08-15,325.6199035644531,330.0249938964844,340.9750061035156,329.5,335.82501220703125,127792,2022-08-15
2022-08-22,320.6619873046875,325.0,330.0,319.75,328.04998779296875,375298,2022-08-22
2022-08-29,320.51397705078125,324.8500061035156,330.0,322.5,324.5,128092,2022-08-29
2022-09-05,319.79864501953125,324.125,334.45001220703125,322.0,327.5,346606,2022-09-05
2022-09-12,327.8645324707031,332.29998779296875,336.8999938964844,325.4750061035156,327.32501220703125,333052,2022-09-12
2022-09-19,326.5325927734375,330.95001220703125,337.5,327.375,331.0,737628,2022-09-19
2022-09-26,323.6219177246094,328.0,336.0,327.4750061035156,331.0,811282,2022-09-26
2022-10-03,327.8891906738281,332.32501220703125,336.5,329.0,331.2749938964844,216534,2022-10-03
2022-10-10,342.68896484375,347.32501220703125,366.0,327.0,332.25,3571606,2022-10-10
2022-10-17,344.8349609375,349.5,360.5,346.0,351.3500061035156,885612,2022-10-17
2022-10-24,355.5718688964844,357.82501220703125,361.4750061035156,349.25,354.5,290934,2022-10-24
2022-10-31,353.8825378417969,356.125,369.70001220703125,351.2749938964844,369.0,444100,2022-10-31
2022-11-07,351.4976806640625,353.7250061035156,360.375,348.875,360.375,394542,2022-11-07
2022-11-14,349.0879211425781,351.29998779296875,355.79998779296875,349.0,354.5,190434,2022-11-14
2022-11-21,352.6900939941406,354.92498779296875,359.2250061035156,350.3999938964844,352.8500061035156,214418,2022-11-21
2022-11-28,353.162109375,355.3999938964844,357.5,351.5,357.25,171866,2022-11-28
2022-12-05,344.5914306640625,346.7749938964844,358.0,344.70001220703125,356.5,277818,2022-12-05
2022-12-12,338.1323547363281,340.2749938964844,348.17498779296875,330.0,346.7749938964844,352630,2022-12-12
2022-12-19,329.7355651855469,331.82501220703125,346.20001220703125,327.875,337.125,621588,2022-12-19
2022-12-26,348.5662536621094,350.7749938964844,353.42498779296875,329.375,330.125,198372,2022-12-26
2023-01-02,368.489990234375,370.82501220703125,377.9750061035156,350.42498779296875,353.375,1328362,2023-01-02
2023-01-09,383.94207763671875,386.375,390.0,368.0249938964844,376.0,1439554,2023-01-09
2023-01-16,419.3675842285156,422.0249938964844,427.125,389.75,392.5,2184660,2023-01-16
2023-01-23,411.41796875,414.0249938964844,426.32501220703125,407.25,421.5,607298,2023-01-23
2023-01-30,379.1723327636719,381.57501220703125,431.25,376.2749938964844,416.8500061035156,1900936,2023-01-30
2023-02-06,400.48724365234375,403.0249938964844,414.0,377.5,384.9750061035156,888998,2023-02-06
2023-02-13,388.68701171875,391.1499938964844,409.0,387.25,409.0,600214,2023-02-13
2023-02-20,381.6317138671875,384.04998779296875,397.3500061035156,379.5,392.375,367630,2023-02-20
2023-02-27,389.5564880371094,392.0249938964844,396.04998779296875,367.7749938964844,385.0,507072,2023-02-27
2023-03-06,398.1769104003906,400.70001220703125,404.6000061035156,389.5,394.0,250282,2023-03-06
2023-03-13,403.7664794921875,406.32501220703125,412.5,384.5,397.5,349820,2023-03-13
2023-03-20,404.4620361328125,407.0249938964844,412.82501220703125,395.82501220703125,402.6000061035156,347006,2023-03-20
2023-03-27,401.30706787109375,403.8500061035156,413.95001220703125,401.0,409.8500061035156,364454,2023-03-27
2023-04-03,402.8472900390625,405.3999938964844,410.95001220703125,397.6000061035156,407.0,391716,2023-04-03
2023-04-10,423.2430419921875,425.92498779296875,442.2749938964844,403.0,406.5,2484222,2023-04-10
2023-04-17,426.47259521484375,429.17498779296875,435.5249938964844,420.2250061035156,425.92498779296875,676096,2023-04-17
2023-04-24,429.05621337890625,431.7749938964844,438.95001220703125,424.5,429.25,343406,2023-04-24
2023-05-01,435.4656066894531,438.2250061035156,450.4750061035156,431.7250061035156,431.7749938964844,532784,2023-05-01
2023-05-08,433.00616455078125,435.75,444.0,433.0,442.375,500288,2023-05-08
2023-05-15,428.5096740722656,431.2250061035156,438.0,417.875,435.75,409998,2023-05-15
2023-05-22,422.7710266113281,425.45001220703125,435.25,421.6499938964844,431.5,256708,2023-05-22
2023-05-29,425.6776428222656,428.375,431.0,422.5249938964844,423.5,192996,2023-05-29
2023-06-05,432.7825927734375,435.5249938964844,436.4750061035156,422.54998779296875,429.5,318376,2023-06-05
2023-06-12,430.17413330078125,432.8999938964844,444.25,431.75,436.5,215160,2023-06-12
2023-06-19,427.78924560546875,430.5,440.5,427.375,440.0,259752,2023-06-19
2023-06-26,430.2486572265625,432.9750061035156,437.3999938964844,425.54998779296875,425.54998779296875,172546,2023-06-26
2023-07-03,453.5758361816406,456.45001220703125,461.0,432.0,437.5,757532,2023-07-03
2023-07-10,518.1168823242188,521.4000244140625,546.3250122070312,457.5,458.75,5572790,2023-07-10
2023-07-17,520.8992309570312,524.2000122070312,541.9749755859375,500.79998779296875,531.4000244140625,1260414,2023-07-17
2023-07-24,566.9822387695312,570.5750122070312,572.3499755859375,523.2750244140625,524.5,863816,2023-07-24
2023-07-31,640.0442504882812,644.0999755859375,647.125,561.1749877929688,571.0,1355358,2023-07-31
2023-08-07,708.6594848632812,713.1500244140625,746.5,628.625,649.0,1670016,2023-08-07
2023-08-14,691.5925903320312,695.9749755859375,726.5,675.0,713.0,862614,2023-08-14
2023-08-21,705.529296875,710.0,729.0,694.2750244140625,695.9749755859375,554460,2023-08-21
2023-08-28,694.9960327148438,699.4000244140625,766.0499877929688,687.5,716.0,1323576,2023-08-28
2023-09-04,686.971923828125,691.3250122070312,719.0,685.0,705.4749755859375,1495482,2023-09-04
2023-09-11,701.355712890625,705.7999877929688,714.3499755859375,675.5,697.5,580852,2023-09-11
2023-09-18,775.0388793945312,779.9500122070312,802.1500244140625,705.875,707.5,1204378,2023-09-18
2023-09-25,835.1082153320312,840.4000244140625,864.9749755859375,781.0250244140625,790.9749755859375,1030092,2023-09-25
2023-10-02,904.0960693359375,909.8250122070312,917.4500122070312,826.0,840.4000244140625,1071396,2023-10-02
2023-10-09,936.1181030273438,942.0499877929688,986.0,882.1749877929688,909.0,2131372,2023-10-09
2023-10-16,939.4470825195312,945.4000244140625,963.5,885.0750122070312,942.5,777136,2023-10-16
2023-10-23,920.3927612304688,926.2249755859375,960.2999877929688,869.9500122070312,944.3250122070312,427940,2023-10-23
2023-10-30,1005.92578125,1012.2999877929688,1050.0,935.5250244140625,970.0,876576,2023-10-30
2023-11-06,1028.0604248046875,1034.574951171875,1050.0,991.7000122070312,1024.875,369816,2023-11-06
2023-11-13,1080.62744140625,1087.4749755859375,1092.75,1038.2750244140625,1055.925048828125,265424,2023-11-13
2023-11-20,1249.45751953125,1257.375,1274.5,1098.0,1102.375,1059614,2023-11-20
2023-11-27,1290.3236083984375,1298.5,1350.0,1230.050048828125,1257.375,634738,2023-11-27
2023-12-04,1239.8433837890625,1247.699951171875,1356.0,1235.0250244140625,1342.375,439022,2023-12-04
2023-12-11,1270.5489501953125,1278.5999755859375,1349.9749755859375,1221.7750244140625,1275.0,519466,2023-12-11
2023-12-18,1282.299560546875,1290.425048828125,1299.5,1195.0,1294.9749755859375,587314,2023-12-18
2023-12-25,1288.6839599609375,1296.8499755859375,1334.925048828125,1250.125,1290.425048828125,855960,2023-12-25
2024-01-01,1341.8720703125,1350.375,1398.949951171875,1255.0250244140625,1307.0,901160,2024-01-01
2024-01-08,1398.7117919921875,1407.574951171875,1423.5250244140625,1355.050048828125,1359.5,868784,2024-01-08
2024-01-15,1380.4774169921875,1389.2249755859375,1407.574951171875,1286.324951171875,1407.574951171875,779158,2024-01-15
2024-01-22,1511.52197265625,1521.0999755859375,1535.0,1351.425048828125,1389.2249755859375,641706,2024-01-22
2024-01-29,1632.50537109375,1642.8499755859375,1665.0,1470.7750244140625,1550.0,712800,2024-01-29
2024-02-05,1697.3941650390625,1708.1500244140625,1774.0,1595.050048828125,1656.5,711482,2024-02-05
2024-02-12,1811.595458984375,1823.074951171875,1829.949951171875,1621.199951171875,1708.1500244140625,773438,2024-02-12
2024-02-19,1833.134033203125,1844.75,1872.5,1816.0999755859375,1854.5,523076,2024-02-19
2024-02-26,1843.269775390625,1854.949951171875,1869.9749755859375,1802.5,1859.5250244140625,483208,2024-02-26
2024-03-04,1961.818603515625,1974.25,2025.0,1907.800048828125,1972.449951171875,629486,2024-03-04
2024-03-11,1776.8656005859375,1788.125,2001.5250244140625,1745.1500244140625,1992.0999755859375,2284170,2024-03-11
2024-03-18,1806.353759765625,1817.800048828125,1872.3499755859375,1751.25,1788.550048828125,584738,2024-03-18
2024-03-25,1835.5438232421875,1847.175048828125,1860.0,1720.0,1817.800048828125,284848,2024-03-25
2024-04-01,1803.9937744140625,1815.425048828125,1887.5,1712.0,1874.5,926256,2024-04-01
2024-04-08,1991.903076171875,2004.5250244140625,2062.5,1844.800048828125,1844.824951171875,1168546,2024-04-08
2024-04-15,2072.467529296875,2085.60009765625,2124.0,1927.9749755859375,1939.9749755859375,1280000,2024-04-15
2024-04-22,1967.03564453125,1979.5,2112.5,1960.5250244140625,2102.39990234375,441768,2024-04-22
2024-04-29,1986.1146240234375,1998.699951171875,2016.5,1958.5,1999.449951171875,168406,2024-04-29
2024-05-06,1964.9984130859375,1977.449951171875,2044.0,1945.1500244140625,2012.5,239228,2024-05-06
2024-05-13,1960.3529052734375,1972.7750244140625,2005.574951171875,1925.0,1998.625,185556,2024-05-13
2024-05-20,2021.937744140625,2034.75,2068.0,1944.9749755859375,1975.925048828125,267596,2024-05-20
2024-05-27,2084.4912109375,2097.699951171875,2149.97509765625,2017.550048828125,2045.0250244140625,847344,2024-05-27
2024-06-03,1941.0750732421875,1953.375,2149.97509765625,1770.6500244140625,2145.0,467080,2024-06-03
2024-06-10,1989.5130615234375,1997.824951171875,2000.0,1905.0,1964.9749755859375,286272,2024-06-10
2024-06-17,1960.1358642578125,1968.324951171875,2045.0,1953.5,1997.824951171875,162192,2024-06-17
2024-06-24,1945.7957763671875,1953.925048828125,2016.1500244140625,1915.0,1939.4000244140625,372550,2024-06-24
2024-07-01,1996.78271484375,2005.125,2010.0,1927.5,1958.800048828125,252162,2024-07-01
2024-07-08,1989.4384765625,1997.75,2147.10009765625,1925.574951171875,2012.5,866632,2024-07-08
2024-07-15,1898.9664306640625,1906.9000244140625,2018.449951171875,1888.574951171875,2000.550048828125,318928,2024-07-15
2024-07-22,1838.8177490234375,1846.5,1969.5,1710.1500244140625,1710.1500244140625,532354,2024-07-22
2024-07-29,1848.4027099609375,1856.125,1901.8499755859375,1830.0,1847.0,241102,2024-07-29
2024-08-05,1804.610595703125,1812.1500244140625,1870.5,1781.5,1850.0,285130,2024-08-05
2024-08-12,1793.556884765625,1801.050048828125,1867.9749755859375,1771.5,1800.0,172286,2024-08-12
2024-08-19,1795.175048828125,1802.675048828125,1949.0,1790.0,1806.550048828125,559918,2024-08-19
2024-08-26,1898.9664306640625,1906.9000244140625,1912.25,1733.175048828125,1802.699951171875,625208,2024-08-26
2024-09-02,1951.546630859375,1959.699951171875,2024.7750244140625,1877.0999755859375,1907.5,362018,2024-09-02
2024-09-09,1951.3475341796875,1959.5,1975.0,1895.4000244140625,1956.0,479598,2024-09-09
2024-09-16,1941.63818359375,1949.75,2001.0,1890.0,1957.5,250698,2024-09-16
2024-09-23,1929.4390869140625,1937.5,1989.050048828125,1892.5,1952.0999755859375,352314,2024-09-23
2024-09-30,1947.09033203125,1955.2249755859375,1999.0,1878.0,1890.0250244140625,517700,2024-09-30
2024-10-07,2012.51708984375,2020.925048828125,2142.27490234375,1910.0250244140625,1955.2249755859375,1336004,2024-10-07
2024-10-14,2134.2333984375,2143.14990234375,2187.324951171875,2003.050048828125,2025.9749755859375,1455570,2024-10-14
2024-10-21,1989.8118896484375,1998.125,2191.0,1965.0,2162.5,779666,2024-10-21
2024-10-28,2068.408447265625,2077.050048828125,2094.949951171875,1927.5,1998.5,549746,2024-10-28
2024-11-04,1948.011474609375,1956.1500244140625,2069.949951171875,1950.824951171875,2053.5,324464,2024-11-04
2024-11-11,1933.9453125,1942.0250244140625,2012.875,1881.375,1956.1500244140625,346444,2024-11-11
2024-11-18,1980.7994384765625,1989.074951171875,2040.0,1925.0,1942.5,310192,2024-11-18
2024-11-25,2069.37939453125,2078.02490234375,2100.0,1980.449951171875,2000.0250244140625,346224,2024-11-25
2024-12-02,2144.64013671875,2153.60009765625,2237.47509765625,2065.02490234375,2077.97509765625,816350,2024-12-02
2024-12-09,2125.22119140625,2134.10009765625,2323.0,2125.0,2157.5,1009954,2024-12-09
2024-12-16,2022.848876953125,2031.300048828125,2192.52490234375,2006.0,2147.0,478240,2024-12-16
2024-12-23,1985.57958984375,1993.875,2024.5,1931.574951171875,2023.75,258112,2024-12-23
2024-12-30,1971.5133056640625,1979.75,2027.4749755859375,1955.4749755859375,2027.4749755859375,272952,2024-12-30
2025-01-06,2068.532958984375,2077.175048828125,2125.0,1883.0250244140625,1997.300048828125,1838846,2025-01-06
2025-01-13,1977.7373046875,1986.0,2054.5,1891.7249755859375,2049.824951171875,1219872,2025-01-13
2025-01-20,1818.079345703125,1825.675048828125,2015.25,1820.0,1953.5,475786,2025-01-20
2025-01-27,1818.6519775390625,1826.25,1875.0,1690.6500244140625,1785.0250244140625,1020810,2025-01-27
2025-02-03,1841.4566650390625,1849.1500244140625,1914.6500244140625,1792.5,1812.550048828125,625282,2025-02-03
2025-02-10,1802.668701171875,1810.199951171875,1882.550048828125,1772.5,1849.1500244140625,814906,2025-02-10
2025-02-17,1994.8409423828125,2003.175048828125,2032.949951171875,1756.324951171875,1824.9749755859375,2152086,2025-02-17
2025-02-24,1992.201904296875,2000.5250244140625,2085.324951171875,1962.5,2003.175048828125,4219804,2025-02-24
2025-03-03,1857.24072265625,1865.0,2125.449951171875,1813.0,2010.0,3057962,2025-03-03
2025-03-10,1686.205322265625,1693.25,1872.6500244140625,1594.0,1857.949951171875,1791854,2025-03-10
2025-03-17,1767.3662109375,1774.75,1791.9000244140625,1644.949951171875,1685.0,1045083,2025-03-17
2025-03-24,1904.2442626953125,1912.199951171875,1952.949951171875,1757.699951171875,1774.75,830357,2025-03-24
2025-03-31,1785.390869140625,1792.8499755859375,1912.199951171875,1772.4000244140625,1912.199951171875,313802,2025-03-31
2025-04-07,1792.9095458984375,1800.4000244140625,1837.6500244140625,1600.0,1660.0,600144,2025-04-07
2025-04-14,1726.6861572265625,1733.9000244140625,1827.4000244140625,1710.0999755859375,1800.4000244140625,331549,2025-04-14
2025-04-21,1752.080078125,1759.4000244140625,1798.9000244140625,1710.0,1743.9000244140625,405541,2025-04-21
2025-04-28,1712.843994140625,1720.0,1760.0,1655.800048828125,1736.300048828125,389334,2025-04-28
2025-05-05,1696.71142578125,1703.800048828125,1756.300048828125,1641.0,1720.0,390570,2025-05-05
2025-05-12,1816.300048828125,1816.300048828125,1822.0,1699.0,1707.0,300004,2025-05-12
2025-05-19,1883.300048828125,1883.300048828125,1892.0,1810.0,1818.0,453317,2025-05-19
2025-05-26,1876.5,1876.5,1973.9000244140625,1859.800048828125,1897.0,533790,2025-05-26
2025-06-02,1978.199951171875,1978.199951171875,2004.0,1895.300048828125,1895.300048828125,766914,2025-06-02
2025-06-09,2013.0999755859375,2013.0999755859375,2075.89990234375,1966.699951171875,1987.800048828125,500355,2025-06-09
2025-06-16,2066.60009765625,2066.60009765625,2153.0,2012.0999755859375,2023.5999755859375,1404585,2025-06-16
2025-06-23,2076.199951171875,2076.199951171875,2139.60009765625,2020.0,2050.0,890049,2025-06-23
2025-06-30,2108.300048828125,2108.300048828125,2185.0,2034.0999755859375,2076.199951171875,777789,2025-06-30
2025-07-07,2211.699951171875,2211.699951171875,2250.0,2062.89990234375,2102.0,1969028,2025-07-07
2025-07-14,2456.39990234375,2456.39990234375,2596.800048828125,2216.300048828125,2229.0,4823079,2025-07-14
