Date,Adj Close_VIVIDHA.NS,Close_VIVIDHA.NS,High_VIVIDHA.NS,Low_VIVIDHA.NS,Open_VIVIDHA.NS,Volume_VIVIDHA.NS,Date
2025-03-10,0.8199999928474426,0.8199999928474426,0.9100000262260437,0.800000011920929,0.8999999761581421,1321371,2025-03-10
2025-03-17,0.9399999976158142,0.9399999976158142,0.9900000095367432,0.8399999737739563,0.8600000143051147,1799950,2025-03-17
2025-03-24,0.8700000047683716,0.8700000047683716,1.0,0.8600000143051147,1.0,2951252,2025-03-24
2025-03-31,0.8999999761581421,0.8999999761581421,0.9800000190734863,0.8500000238418579,0.8700000047683716,1460013,2025-03-31
2025-04-07,0.9200000166893005,0.9200000166893005,0.9399999976158142,0.8199999928474426,0.8700000047683716,1458635,2025-04-07
2025-04-14,0.8999999761581421,0.8999999761581421,0.9399999976158142,0.8999999761581421,0.9300000071525574,694284,2025-04-14
2025-04-21,0.8600000143051147,0.8600000143051147,0.9100000262260437,0.8199999928474426,0.9100000262260437,1062196,2025-04-21
2025-04-28,0.8500000238418579,0.8500000238418579,0.8799999952316284,0.8500000238418579,0.8700000047683716,1397792,2025-04-28
2025-05-05,0.7599999904632568,0.7599999904632568,0.8700000047683716,0.7599999904632568,0.8700000047683716,1110282,2025-05-05
2025-05-12,0.8899999856948853,0.8899999856948853,1.0499999523162842,0.8199999928474426,0.8199999928474426,5498300,2025-05-12
2025-05-19,0.8799999952316284,0.8799999952316284,0.9100000262260437,0.8700000047683716,0.8899999856948853,1319090,2025-05-19
2025-05-26,0.8600000143051147,0.8600000143051147,0.8899999856948853,0.8500000238418579,0.8899999856948853,1232615,2025-05-26
2025-06-02,0.8600000143051147,0.8600000143051147,0.8899999856948853,0.8500000238418579,0.8700000047683716,1664294,2025-06-02
2025-06-09,0.8700000047683716,0.8700000047683716,0.9200000166893005,0.8299999833106995,0.8799999952316284,3233137,2025-06-09
2025-06-16,0.8600000143051147,0.8600000143051147,0.8899999856948853,0.8399999737739563,0.8799999952316284,1743701,2025-06-16
2025-06-23,0.8500000238418579,0.8500000238418579,0.8700000047683716,0.8199999928474426,0.8500000238418579,1907047,2025-06-23
2025-06-30,0.8600000143051147,0.8600000143051147,0.9100000262260437,0.800000011920929,0.8600000143051147,1982307,2025-06-30
2025-07-07,0.8500000238418579,0.8500000238418579,0.8899999856948853,0.8399999737739563,0.8600000143051147,1505119,2025-07-07
2025-07-14,0.8299999833106995,0.8299999833106995,0.8700000047683716,0.8100000023841858,0.8600000143051147,1651230,2025-07-14
