Date,Adj Close_HEUBACHIND.NS,Close_HEUBACHIND.NS,High_HEUBACHIND.NS,Low_HEUBACHIND.NS,Open_HEUBACHIND.NS,Volume_HEUBACHIND.NS,Date
2021-01-18,306.8816223144531,353.5,368.1499938964844,351.0,359.20001220703125,184638,2021-01-18
2021-01-25,299.58935546875,345.1000061035156,359.70001220703125,341.0,357.0,134037,2021-01-25
2021-02-01,310.83154296875,358.04998779296875,367.0,343.8999938964844,345.0,183527,2021-02-01
2021-02-08,341.9103698730469,393.8500061035156,405.0,360.1499938964844,360.1499938964844,750022,2021-02-08
2021-02-15,347.8570251464844,400.70001220703125,459.8999938964844,395.1000061035156,459.8999938964844,2565846,2021-02-15
2021-02-22,384.0645751953125,393.54998779296875,407.20001220703125,382.0,402.79998779296875,326377,2021-02-22
2021-03-01,386.6994934082031,396.25,409.79998779296875,389.0,397.3999938964844,343607,2021-03-01
2021-03-08,389.3344421386719,398.95001220703125,404.29998779296875,391.5,398.29998779296875,165245,2021-03-08
2021-03-15,370.987548828125,380.1499938964844,405.0,364.79998779296875,402.0,259885,2021-03-15
2021-03-22,364.15625,373.1499938964844,387.45001220703125,370.20001220703125,382.79998779296875,211213,2021-03-22
2021-03-29,373.4272766113281,382.6499938964844,384.0,367.3999938964844,373.1499938964844,111325,2021-03-29
2021-04-05,383.1374816894531,392.6000061035156,401.70001220703125,373.04998779296875,383.0,311098,2021-04-05
2021-04-12,394.89703369140625,404.6499938964844,414.5,377.0,388.0,414345,2021-04-12
2021-04-19,402.8505859375,412.79998779296875,419.6000061035156,392.0,401.0,367204,2021-04-19
2021-04-26,424.85711669921875,435.3500061035156,449.5,412.3999938964844,416.0,582030,2021-04-26
2021-05-03,435.25042724609375,446.0,456.0,420.0,440.0,496560,2021-05-03
2021-05-10,462.81951904296875,474.25,491.8500061035156,450.0,450.0,668909,2021-05-10
2021-05-17,466.5279235839844,478.04998779296875,530.9000244140625,462.0,478.8999938964844,1253150,2021-05-17
2021-05-24,474.0423583984375,485.75,494.5,478.0,491.0,485921,2021-05-24
2021-05-31,485.5091552734375,497.5,508.0,479.1000061035156,479.1000061035156,577779,2021-05-31
2021-06-07,540.0618896484375,553.4000244140625,565.9000244140625,509.45001220703125,512.0,1252219,2021-06-07
2021-06-14,538.30517578125,551.5999755859375,605.7999877929688,525.0499877929688,555.1500244140625,1215411,2021-06-14
2021-06-21,570.0218505859375,584.0999755859375,613.0,536.9500122070312,551.5999755859375,1050564,2021-06-21
2021-06-28,590.271728515625,604.8499755859375,609.9500122070312,571.5999755859375,587.0499877929688,676253,2021-06-28
2021-07-05,576.706787109375,590.9500122070312,620.0,585.7999877929688,610.9000244140625,551131,2021-07-05
2021-07-12,577.9754638671875,592.25,619.7999877929688,590.0999755859375,595.9000244140625,426533,2021-07-12
2021-07-19,572.6567993164062,586.7999877929688,601.9500122070312,574.9000244140625,601.9500122070312,196574,2021-07-19
2021-07-26,601.2506103515625,616.0999755859375,631.8499755859375,578.5,590.0,822060,2021-07-26
2021-08-02,576.2188720703125,590.4500122070312,628.0999755859375,583.9500122070312,621.9000244140625,318501,2021-08-02
2021-08-09,589.5499877929688,589.5499877929688,615.0,550.0,591.0,502635,2021-08-09
2021-08-16,551.3499755859375,551.3499755859375,596.0,546.0,593.0,228024,2021-08-16
2021-08-23,552.2000122070312,552.2000122070312,575.5,531.8499755859375,557.0,189163,2021-08-23
2021-08-30,563.2999877929688,563.2999877929688,572.2999877929688,550.4000244140625,559.9500122070312,157374,2021-08-30
2021-09-06,567.0999755859375,567.0999755859375,569.4000244140625,554.25,560.0,103253,2021-09-06
2021-09-13,557.4500122070312,557.4500122070312,590.9500122070312,540.9500122070312,567.0,387216,2021-09-13
2021-09-20,564.9000244140625,564.9000244140625,574.4000244140625,540.0,560.0,206015,2021-09-20
2021-09-27,568.4000244140625,568.4000244140625,584.5,560.0,567.0,251809,2021-09-27
2021-10-04,608.0,608.0,643.0,565.5,568.4000244140625,1020801,2021-10-04
2021-10-11,602.25,602.25,624.9500122070312,600.0999755859375,614.0,301962,2021-10-11
2021-10-18,569.3499755859375,569.3499755859375,610.0,558.2999877929688,602.25,225685,2021-10-18
2021-10-25,550.0,550.0,579.0,548.0,579.0,155533,2021-10-25
2021-11-01,567.2999877929688,567.2999877929688,577.7000122070312,550.0,552.75,84174,2021-11-01
2021-11-08,541.2000122070312,541.2000122070312,593.75,534.4000244140625,570.1500244140625,293478,2021-11-08
2021-11-15,503.45001220703125,503.45001220703125,545.0,498.70001220703125,541.0,229731,2021-11-15
2021-11-22,490.1499938964844,490.1499938964844,505.0,483.95001220703125,505.0,218273,2021-11-22
2021-11-29,502.1499938964844,502.1499938964844,504.20001220703125,465.25,490.0,136067,2021-11-29
2021-12-06,495.8500061035156,495.8500061035156,504.8999938964844,490.0,504.8999938964844,85553,2021-12-06
2021-12-13,482.04998779296875,482.04998779296875,502.0,480.04998779296875,496.54998779296875,94062,2021-12-13
2021-12-20,476.79998779296875,476.79998779296875,484.0,462.95001220703125,478.0,143483,2021-12-20
2021-12-27,492.25,492.25,500.04998779296875,470.0,475.0,159075,2021-12-27
2022-01-03,495.5,495.5,504.8999938964844,489.04998779296875,496.75,220665,2022-01-03
2022-01-10,492.6000061035156,492.6000061035156,504.6499938964844,488.0,498.0,248564,2022-01-10
2022-01-17,489.3999938964844,489.3999938964844,496.75,485.6000061035156,495.1000061035156,199197,2022-01-17
2022-01-24,486.1000061035156,486.1000061035156,492.0,480.04998779296875,491.29998779296875,161185,2022-01-24
2022-01-31,492.0,492.0,495.0,484.1000061035156,487.54998779296875,121096,2022-01-31
2022-02-07,485.25,485.25,498.54998779296875,481.54998779296875,493.75,98751,2022-02-07
2022-02-14,488.54998779296875,488.54998779296875,490.29998779296875,480.0,480.0,232901,2022-02-14
2022-02-21,484.5,484.5,489.5,480.29998779296875,487.04998779296875,234344,2022-02-21
2022-02-28,471.20001220703125,471.20001220703125,486.79998779296875,464.6499938964844,484.5,85519,2022-02-28
2022-03-07,480.1499938964844,480.1499938964844,490.0,449.20001220703125,468.0,123544,2022-03-07
2022-03-14,470.1000061035156,470.1000061035156,485.8999938964844,464.0,482.6000061035156,104889,2022-03-14
2022-03-21,476.8500061035156,476.8500061035156,497.70001220703125,475.6499938964844,485.0,220759,2022-03-21
2022-03-28,477.75,477.75,480.0,455.1000061035156,474.20001220703125,221999,2022-03-28
2022-04-04,489.04998779296875,489.04998779296875,494.0,480.0,480.1499938964844,131417,2022-04-04
2022-04-11,513.7000122070312,513.7000122070312,528.0,489.1000061035156,491.5,209412,2022-04-11
2022-04-18,507.70001220703125,507.70001220703125,526.0,501.5,510.0,128869,2022-04-18
2022-04-25,490.79998779296875,490.79998779296875,507.1499938964844,479.1000061035156,503.0,118170,2022-04-25
2022-05-02,471.6000061035156,471.6000061035156,493.29998779296875,461.45001220703125,492.0,69973,2022-05-02
2022-05-09,452.20001220703125,452.20001220703125,470.0,440.0,470.0,94933,2022-05-09
2022-05-16,470.5,470.5,475.0,451.6000061035156,464.0,69742,2022-05-16
2022-05-23,458.6499938964844,458.6499938964844,472.0,441.04998779296875,472.0,62651,2022-05-23
2022-05-30,455.1499938964844,455.1499938964844,465.0,451.5,460.95001220703125,40863,2022-05-30
2022-06-06,461.3500061035156,461.3500061035156,466.04998779296875,447.0,455.25,54503,2022-06-06
2022-06-13,419.5,419.5,457.3999938964844,418.0,452.04998779296875,66589,2022-06-13
2022-06-20,402.1000061035156,402.1000061035156,426.0,383.6000061035156,426.0,66937,2022-06-20
2022-06-27,417.54998779296875,417.54998779296875,424.6499938964844,402.95001220703125,404.1499938964844,51668,2022-06-27
2022-07-04,427.25,427.25,432.1000061035156,414.1000061035156,419.6499938964844,34945,2022-07-04
2022-07-11,433.70001220703125,433.70001220703125,442.0,425.1499938964844,427.70001220703125,37863,2022-07-11
2022-07-18,441.1000061035156,441.1000061035156,444.8999938964844,428.6499938964844,435.8999938964844,56013,2022-07-18
2022-07-25,433.8999938964844,433.8999938964844,442.0,430.04998779296875,442.0,52332,2022-07-25
2022-08-01,438.5,438.5,449.0,431.3999938964844,435.0,104197,2022-08-01
2022-08-08,436.8999938964844,436.8999938964844,459.54998779296875,430.29998779296875,439.0,104305,2022-08-08
2022-08-15,424.0,424.0,438.6499938964844,422.0,436.8999938964844,100156,2022-08-15
2022-08-22,429.29998779296875,429.29998779296875,436.6000061035156,420.25,426.1499938964844,71074,2022-08-22
2022-08-29,429.29998779296875,429.29998779296875,432.1000061035156,422.3999938964844,425.0,80928,2022-08-29
2022-09-05,450.6000061035156,450.6000061035156,456.0,428.29998779296875,429.29998779296875,131217,2022-09-05
2022-09-12,440.79998779296875,440.79998779296875,454.79998779296875,434.0,451.0,108270,2022-09-12
2022-09-19,425.75,425.75,444.95001220703125,424.0,442.5,65102,2022-09-19
2022-09-26,415.54998779296875,415.54998779296875,427.8999938964844,409.6000061035156,425.75,56456,2022-09-26
2022-10-03,426.25,426.25,431.8500061035156,400.0,400.0,43676,2022-10-03
2022-10-10,410.1499938964844,410.1499938964844,430.5,407.6000061035156,425.0,47825,2022-10-10
2022-10-17,410.3999938964844,410.3999938964844,417.8500061035156,406.0,412.25,32259,2022-10-17
2022-10-24,415.1499938964844,415.1499938964844,417.25,405.0,405.0,24681,2022-10-24
2022-10-31,413.3500061035156,413.3500061035156,418.95001220703125,410.0,415.1499938964844,48599,2022-10-31
2022-11-07,413.3999938964844,413.3999938964844,438.3999938964844,412.54998779296875,414.20001220703125,92794,2022-11-07
2022-11-14,400.8999938964844,400.8999938964844,412.0,400.0,408.1000061035156,65662,2022-11-14
2022-11-21,401.29998779296875,401.29998779296875,411.0,392.25,402.95001220703125,85565,2022-11-21
2022-11-28,393.25,393.25,403.95001220703125,390.1000061035156,398.04998779296875,109303,2022-11-28
2022-12-05,391.70001220703125,391.70001220703125,406.0,390.54998779296875,393.25,101419,2022-12-05
2022-12-12,386.1000061035156,386.1000061035156,392.95001220703125,381.0,391.70001220703125,118221,2022-12-12
2022-12-19,358.75,358.75,388.0,356.1499938964844,388.0,119810,2022-12-19
2022-12-26,361.70001220703125,361.70001220703125,369.1499938964844,356.25,360.54998779296875,83652,2022-12-26
2023-01-02,358.1000061035156,358.1000061035156,372.54998779296875,356.3999938964844,360.8500061035156,104291,2023-01-02
2023-01-09,354.8500061035156,354.8500061035156,361.0,351.8999938964844,359.8999938964844,83933,2023-01-09
2023-01-16,343.5,343.5,356.20001220703125,341.54998779296875,356.20001220703125,100017,2023-01-16
2023-01-23,332.04998779296875,332.04998779296875,345.0,330.04998779296875,342.54998779296875,57441,2023-01-23
2023-01-30,331.95001220703125,331.95001220703125,337.0,321.8999938964844,333.75,83255,2023-01-30
2023-02-06,321.95001220703125,321.95001220703125,335.95001220703125,313.1000061035156,335.95001220703125,122360,2023-02-06
2023-02-13,318.1499938964844,318.1499938964844,324.25,307.5,323.6000061035156,110464,2023-02-13
2023-02-20,312.79998779296875,312.79998779296875,318.45001220703125,309.54998779296875,318.20001220703125,52840,2023-02-20
2023-02-27,315.54998779296875,315.54998779296875,317.8999938964844,302.6499938964844,313.8999938964844,72153,2023-02-27
2023-03-06,316.25,316.25,323.75,314.95001220703125,317.1499938964844,66079,2023-03-06
2023-03-13,297.04998779296875,297.04998779296875,317.1000061035156,296.0,315.6499938964844,72946,2023-03-13
2023-03-20,279.8500061035156,279.8500061035156,298.1499938964844,279.0,297.1000061035156,118143,2023-03-20
2023-03-27,266.0,266.0,282.0,258.04998779296875,281.8500061035156,163450,2023-03-27
2023-04-03,295.6000061035156,295.6000061035156,298.3500061035156,266.20001220703125,266.20001220703125,70700,2023-04-03
2023-04-10,317.20001220703125,317.20001220703125,318.6000061035156,292.45001220703125,295.6000061035156,65586,2023-04-10
2023-04-17,335.75,335.75,347.25,312.45001220703125,312.45001220703125,119139,2023-04-17
2023-04-24,323.6000061035156,323.6000061035156,341.04998779296875,321.1000061035156,339.0,65771,2023-04-24
2023-05-01,324.0,324.0,333.6000061035156,321.1499938964844,323.6000061035156,41398,2023-05-01
2023-05-08,321.3500061035156,321.3500061035156,329.25,312.6499938964844,324.0,56752,2023-05-08
2023-05-15,318.5,318.5,334.79998779296875,315.45001220703125,321.3999938964844,75681,2023-05-15
2023-05-22,310.29998779296875,310.29998779296875,323.25,308.79998779296875,319.6499938964844,50366,2023-05-22
2023-05-29,313.8999938964844,313.8999938964844,325.0,306.3999938964844,312.0,53307,2023-05-29
2023-06-05,385.5,385.5,385.5,310.8999938964844,316.95001220703125,708345,2023-06-05
2023-06-12,378.25,378.25,411.70001220703125,367.0,407.3500061035156,669986,2023-06-12
2023-06-19,361.0,361.0,383.0,360.0,375.1000061035156,133306,2023-06-19
2023-06-26,359.6000061035156,359.6000061035156,370.0,350.0,361.0,70862,2023-06-26
2023-07-03,351.3999938964844,351.3999938964844,375.0,350.0,363.6000061035156,120324,2023-07-03
2023-07-10,320.3999938964844,320.3999938964844,352.8999938964844,319.8500061035156,349.6000061035156,181636,2023-07-10
2023-07-17,328.70001220703125,328.70001220703125,348.0,300.0,326.0,978168,2023-07-17
2023-07-24,415.1499938964844,415.1499938964844,434.1499938964844,329.1000061035156,330.0,2277275,2023-07-24
2023-07-31,458.75,458.75,473.0,405.6000061035156,425.0,692460,2023-07-31
2023-08-07,445.70001220703125,445.70001220703125,475.0,436.0,462.3500061035156,434722,2023-08-07
2023-08-14,417.95001220703125,417.95001220703125,452.3999938964844,416.0,446.45001220703125,144540,2023-08-14
2023-08-21,428.6499938964844,428.6499938964844,446.8500061035156,421.0,426.0,221176,2023-08-21
2023-08-28,461.3500061035156,461.3500061035156,468.0,430.0,430.0,319324,2023-08-28
2023-09-04,509.75,509.75,524.5,459.6000061035156,466.0,647833,2023-09-04
2023-09-11,491.8999938964844,491.8999938964844,538.9000244140625,477.0,530.0,473727,2023-09-11
2023-09-18,487.20001220703125,487.20001220703125,517.7000122070312,485.1000061035156,510.0,225681,2023-09-18
2023-09-25,461.6499938964844,461.6499938964844,488.3500061035156,457.0,487.20001220703125,204710,2023-09-25
2023-10-02,444.75,444.75,464.6499938964844,430.25,461.6499938964844,305591,2023-10-02
2023-10-09,446.8999938964844,446.8999938964844,456.95001220703125,433.0,444.75,179684,2023-10-09
2023-10-16,446.3999938964844,446.3999938964844,467.3500061035156,440.20001220703125,450.0,136170,2023-10-16
2023-10-23,438.6000061035156,438.6000061035156,466.0,405.1000061035156,447.79998779296875,374085,2023-10-23
2023-10-30,450.5,450.5,453.79998779296875,429.8500061035156,440.5,249959,2023-10-30
2023-11-06,482.45001220703125,482.45001220703125,484.0,450.0,451.0,241499,2023-11-06
2023-11-13,512.6500244140625,512.6500244140625,532.0,485.6499938964844,495.0,561352,2023-11-13
2023-11-20,525.8499755859375,525.8499755859375,537.7000122070312,506.8999938964844,511.0,326313,2023-11-20
2023-11-27,546.9000244140625,546.9000244140625,565.6500244140625,506.6000061035156,525.8499755859375,461255,2023-11-27
2023-12-04,629.1500244140625,629.1500244140625,654.4000244140625,551.0,555.0499877929688,1222705,2023-12-04
2023-12-11,603.6500244140625,603.6500244140625,644.9500122070312,601.0,629.9500122070312,414199,2023-12-11
2023-12-18,594.2999877929688,594.2999877929688,619.8499755859375,565.0999755859375,615.0,391247,2023-12-18
2023-12-25,589.4000244140625,589.4000244140625,632.7999877929688,586.9500122070312,594.2999877929688,410301,2023-12-25
2024-01-01,618.2000122070312,618.2000122070312,654.9000244140625,567.5,593.0,961690,2024-01-01
2024-01-08,596.0999755859375,596.0999755859375,629.4500122070312,595.0499877929688,621.2999877929688,230051,2024-01-08
2024-01-15,590.5499877929688,590.5499877929688,608.7999877929688,571.0499877929688,596.0999755859375,157229,2024-01-15
2024-01-22,540.5999755859375,540.5999755859375,598.7999877929688,536.2000122070312,590.5499877929688,306216,2024-01-22
2024-01-29,540.9500122070312,540.9500122070312,555.5499877929688,518.0,539.0,298823,2024-01-29
2024-02-05,562.0499877929688,562.0499877929688,600.8499755859375,535.0,543.9500122070312,381464,2024-02-05
2024-02-12,539.4500122070312,539.4500122070312,564.0,518.0,564.0,193438,2024-02-12
2024-02-19,520.2000122070312,520.2000122070312,545.0,511.20001220703125,533.5,126094,2024-02-19
2024-02-26,521.6500244140625,521.6500244140625,533.5499877929688,501.0,520.2000122070312,132607,2024-02-26
2024-03-04,500.54998779296875,500.54998779296875,532.0,483.95001220703125,526.3499755859375,140865,2024-03-04
2024-03-11,433.3999938964844,433.3999938964844,501.8999938964844,413.0,500.0,371407,2024-03-11
2024-03-18,444.95001220703125,444.95001220703125,462.29998779296875,431.0,433.5,407342,2024-03-18
2024-03-25,436.3999938964844,436.3999938964844,449.0,414.3999938964844,444.95001220703125,401913,2024-03-25
2024-04-01,484.75,484.75,497.0,442.0,443.3999938964844,315133,2024-04-01
2024-04-08,478.6000061035156,478.6000061035156,498.95001220703125,461.6499938964844,490.0,204813,2024-04-08
2024-04-15,465.3500061035156,465.3500061035156,477.45001220703125,455.1000061035156,476.20001220703125,93124,2024-04-15
2024-04-22,417.0,417.0,475.8999938964844,381.6499938964844,468.1000061035156,1705986,2024-04-22
2024-04-29,400.1000061035156,400.1000061035156,423.0,395.0,422.8999938964844,211146,2024-04-29
2024-05-06,381.54998779296875,381.54998779296875,404.45001220703125,378.0,400.1000061035156,316868,2024-05-06
2024-05-13,392.25,392.25,408.3999938964844,375.0,383.20001220703125,142451,2024-05-13
2024-05-20,391.3500061035156,391.3500061035156,399.8999938964844,387.8999938964844,392.25,104901,2024-05-20
2024-05-27,394.5,394.5,399.8999938964844,377.0,388.29998779296875,270512,2024-05-27
2024-06-03,383.54998779296875,383.54998779296875,402.95001220703125,354.0,399.8500061035156,188384,2024-06-03
2024-06-10,398.95001220703125,398.95001220703125,404.3999938964844,379.54998779296875,386.0,327441,2024-06-10
2024-06-17,512.8499755859375,512.8499755859375,558.0,387.1499938964844,398.95001220703125,3353573,2024-06-17
2024-06-24,464.95001220703125,464.95001220703125,523.0,461.1000061035156,494.6000061035156,741413,2024-06-24
2024-07-01,477.70001220703125,477.70001220703125,498.0,455.0,457.0,226048,2024-07-01
2024-07-08,450.29998779296875,450.29998779296875,485.0,447.79998779296875,485.0,158599,2024-07-08
2024-07-15,492.25,492.25,505.0,440.1000061035156,451.1000061035156,502590,2024-07-15
2024-07-22,500.25,500.25,535.9000244140625,471.8999938964844,492.5,1220523,2024-07-22
2024-07-29,483.0,483.0,507.75,478.45001220703125,507.75,249569,2024-07-29
2024-08-05,497.95001220703125,497.95001220703125,507.70001220703125,460.5,478.0,305711,2024-08-05
2024-08-12,442.45001220703125,442.45001220703125,500.20001220703125,436.29998779296875,497.0,272955,2024-08-12
2024-08-19,540.2999877929688,540.2999877929688,565.7999877929688,445.0,445.0,1113958,2024-08-19
2024-08-26,588.0499877929688,588.0499877929688,603.0,523.0,540.5,1797394,2024-08-26
2024-09-02,562.2000122070312,562.2000122070312,603.0,558.5999755859375,588.0499877929688,825053,2024-09-02
2024-09-09,551.9500122070312,551.9500122070312,584.9500122070312,533.5,570.0,415581,2024-09-09
2024-09-16,530.0499877929688,530.0499877929688,567.0,521.9000244140625,546.0,415340,2024-09-16
2024-09-23,564.9000244140625,564.9000244140625,575.0,512.0999755859375,536.7000122070312,365594,2024-09-23
2024-09-30,599.3499755859375,599.3499755859375,636.7999877929688,550.0999755859375,574.0,2592071,2024-09-30
2024-10-07,676.75,676.75,733.9000244140625,598.5499877929688,640.0,4858417,2024-10-07
2024-10-14,541.0999755859375,541.0999755859375,636.9000244140625,536.0,626.0,2823619,2024-10-14
2024-10-21,540.75,540.75,549.0999755859375,537.0499877929688,542.0,656798,2024-10-21
2024-10-28,543.5,543.5,546.5999755859375,537.0999755859375,537.0999755859375,256702,2024-10-28
2024-11-04,544.0,544.0,554.9000244140625,536.5499877929688,543.5,327394,2024-11-04
2024-11-11,541.2000122070312,541.2000122070312,549.0,540.0499877929688,545.0,179336,2024-11-11
2024-11-18,543.8499755859375,543.8499755859375,547.9500122070312,540.0499877929688,547.7000122070312,154580,2024-11-18
2024-11-25,545.2000122070312,545.2000122070312,546.9500122070312,542.0,545.0,173802,2024-11-25
2024-12-02,547.4000244140625,547.4000244140625,551.9500122070312,544.0,547.7999877929688,186963,2024-12-02
2024-12-09,547.4000244140625,547.4000244140625,552.8499755859375,544.5999755859375,547.8499755859375,197182,2024-12-09
2024-12-16,540.2999877929688,540.2999877929688,549.9000244140625,538.5999755859375,547.0,167914,2024-12-16
2024-12-23,542.0499877929688,542.0499877929688,549.0,535.5,535.5,76755,2024-12-23
2024-12-30,565.0499877929688,565.0499877929688,572.9500122070312,540.0999755859375,542.0499877929688,232730,2024-12-30
2025-01-06,546.5,546.5,569.7000122070312,542.0,569.7000122070312,170153,2025-01-06
2025-01-13,550.5499877929688,550.5499877929688,555.0,542.2000122070312,544.0,119719,2025-01-13
2025-01-20,550.2999877929688,550.2999877929688,555.0,544.5499877929688,550.5499877929688,123667,2025-01-20
2025-01-27,555.0499877929688,555.0499877929688,578.7000122070312,545.0,550.0,425868,2025-01-27
2025-02-03,557.9500122070312,557.9500122070312,563.0,550.0499877929688,555.0,64466,2025-02-03
2025-02-10,554.7000122070312,554.7000122070312,562.9000244140625,550.5,562.7999877929688,132398,2025-02-10
2025-02-17,569.1500244140625,569.1500244140625,582.9500122070312,555.0,556.0,189712,2025-02-17
2025-02-24,560.5,560.5,570.9500122070312,556.5499877929688,565.0,94156,2025-02-24
2025-03-03,576.7000122070312,576.7000122070312,579.9000244140625,556.0,559.9500122070312,145716,2025-03-03
2025-03-10,580.25,580.25,594.7999877929688,570.0,576.7000122070312,165598,2025-03-10
2025-03-17,582.4500122070312,582.4500122070312,591.6500244140625,574.25,591.0,125947,2025-03-17
2025-03-24,585.0999755859375,585.0999755859375,590.0,580.0,581.0499877929688,111043,2025-03-24
2025-03-31,585.6500244140625,585.6500244140625,590.0,581.0499877929688,585.0999755859375,73459,2025-03-31
2025-04-07,588.2999877929688,588.2999877929688,591.9000244140625,579.0499877929688,580.0,112918,2025-04-07
2025-04-14,586.7999877929688,586.7999877929688,592.9000244140625,585.0,588.2999877929688,66618,2025-04-14
2025-04-21,589.25,589.25,592.9000244140625,583.75,586.7999877929688,102330,2025-04-21
2025-04-28,588.2000122070312,588.2000122070312,593.9000244140625,586.0999755859375,589.0,62824,2025-04-28
2025-05-05,587.0999755859375,587.0999755859375,593.75,586.0,588.2999877929688,125828,2025-05-05
2025-05-12,592.0999755859375,592.0999755859375,593.9000244140625,584.0,588.0,349327,2025-05-12
2025-05-19,587.1500244140625,587.1500244140625,593.9000244140625,586.0,593.7999877929688,149278,2025-05-19
2025-05-26,586.2999877929688,586.2999877929688,590.0,585.0,586.25,330013,2025-05-26
2025-06-02,585.5999755859375,585.5999755859375,589.7999877929688,584.9500122070312,585.0999755859375,229879,2025-06-02
2025-06-09,588.0999755859375,588.0999755859375,608.4500122070312,585.2000122070312,589.7999877929688,360295,2025-06-09
2025-06-16,586.1500244140625,586.1500244140625,589.8499755859375,585.2999877929688,589.8499755859375,217195,2025-06-16
2025-06-23,586.9000244140625,586.9000244140625,590.7999877929688,585.0999755859375,585.2999877929688,302627,2025-06-23
2025-06-30,586.6500244140625,586.6500244140625,589.7999877929688,586.0,589.75,71902,2025-06-30
2025-07-07,586.6500244140625,586.6500244140625,589.7999877929688,586.0499877929688,586.0499877929688,84510,2025-07-07
2025-07-14,589.5999755859375,589.5999755859375,594.2999877929688,586.5,586.6500244140625,43828,2025-07-14
