Date,Adj Close_REDINGTON.NS,Close_REDINGTON.NS,High_REDINGTON.NS,Low_REDINGTON.NS,Open_REDINGTON.NS,Volume_REDINGTON.NS,Date
2021-04-19,74.42930603027344,85.5999984741211,90.375,83.4749984741211,86.5999984741211,2123712,2021-04-19
2021-04-26,77.58125305175781,89.2249984741211,93.2249984741211,86.05000305175781,86.05000305175781,3531018,2021-04-26
2021-05-03,78.42901611328125,90.19999694824219,93.5,87.5,88.5,2440146,2021-05-03
2021-05-10,80.51581573486328,92.5999984741211,97.0,89.5250015258789,90.5,5573136,2021-05-10
2021-05-17,79.88543701171875,91.875,95.0,91.5999984741211,93.05000305175781,2306852,2021-05-17
2021-05-24,95.53646087646484,109.875,109.875,89.0,92.5,10477032,2021-05-24
2021-05-31,109.1224136352539,125.5,133.9250030517578,115.0250015258789,123.44999694824219,40243978,2021-05-31
2021-06-07,120.9041519165039,139.0500030517578,144.89999389648438,126.07499694824219,126.2750015258789,12448576,2021-06-07
2021-06-14,118.2521743774414,136.0,140.1999969482422,124.05000305175781,139.9250030517578,5500374,2021-06-14
2021-06-21,116.14363098144531,133.5749969482422,144.4499969482422,130.75,134.1750030517578,8922820,2021-06-21
2021-06-28,127.38195037841797,146.5,153.39999389648438,130.52499389648438,135.5,28448580,2021-06-28
2021-07-05,138.27243041992188,159.02499389648438,164.9499969482422,148.72500610351562,151.85000610351562,27282224,2021-07-05
2021-07-12,141.77220153808594,163.0500030517578,179.0,161.85000610351562,163.0,17405402,2021-07-12
2021-07-19,140.07666015625,161.10000610351562,164.3000030517578,151.75,163.0500030517578,7399622,2021-07-19
2021-07-26,142.2721405029297,163.625,167.0500030517578,156.97500610351562,164.375,8468742,2021-07-26
2021-08-02,143.81552124023438,165.39999389648438,168.35000610351562,158.4250030517578,166.625,7994544,2021-08-02
2021-08-09,150.61936950683594,173.22500610351562,175.89999389648438,152.5,168.25,11419532,2021-08-09
2021-08-16,138.4246063232422,159.1999969482422,177.5,157.0,177.4250030517578,8165989,2021-08-16
2021-08-23,132.72938537597656,152.64999389648438,160.9499969482422,147.0,160.0,4859605,2021-08-23
2021-08-30,125.42557525634766,144.25,158.14999389648438,143.5,153.0,5702934,2021-08-30
2021-09-06,126.4689712524414,145.4499969482422,150.85000610351562,136.1999969482422,144.25,7166368,2021-09-06
2021-09-13,124.68648529052734,143.39999389648438,152.9499969482422,141.10000610351562,146.9499969482422,12376449,2021-09-13
2021-09-20,125.51251983642578,144.35000610351562,145.60000610351562,137.1999969482422,143.1999969482422,4786818,2021-09-20
2021-09-27,125.72989654541016,144.60000610351562,146.0,138.5500030517578,146.0,6137343,2021-09-27
2021-10-04,126.99066162109375,146.0500030517578,150.6999969482422,144.0500030517578,145.8000030517578,8859524,2021-10-04
2021-10-11,133.25108337402344,153.25,156.0,144.5500030517578,147.85000610351562,11211724,2021-10-11
2021-10-18,124.3821792602539,143.0500030517578,156.9499969482422,139.10000610351562,156.5,13361035,2021-10-18
2021-10-25,124.94733428955078,143.6999969482422,150.3000030517578,139.5500030517578,143.0500030517578,5142118,2021-10-25
2021-11-01,128.25144958496094,147.5,149.0500030517578,141.0,141.0,2942798,2021-11-01
2021-11-08,130.16433715820312,149.6999969482422,164.0,143.9499969482422,149.10000610351562,26472888,2021-11-08
2021-11-15,125.77335357666016,144.64999389648438,154.1999969482422,144.0500030517578,152.0,22655111,2021-11-15
2021-11-22,127.33847045898438,146.4499969482422,151.60000610351562,139.14999389648438,145.0,16090996,2021-11-22
2021-11-29,132.72938537597656,152.64999389648438,156.3000030517578,140.9499969482422,147.1999969482422,30656653,2021-11-29
2021-12-06,134.772705078125,155.0,159.6999969482422,145.10000610351562,153.89999389648438,38747036,2021-12-06
2021-12-13,127.55584716796875,146.6999969482422,159.14999389648438,143.5,158.10000610351562,23441244,2021-12-13
2021-12-20,125.68641662597656,144.5500030517578,148.6999969482422,141.6999969482422,145.75,10195158,2021-12-20
2021-12-27,125.947265625,144.85000610351562,149.5,142.6999969482422,144.85000610351562,5508157,2021-12-27
2022-01-03,141.9460906982422,163.25,168.0,144.9499969482422,146.0,64938802,2022-01-03
2022-01-10,150.85848999023438,173.5,178.8000030517578,162.3000030517578,165.89999389648438,54223713,2022-01-10
2022-01-17,139.33758544921875,160.25,179.1999969482422,156.39999389648438,174.8000030517578,23804700,2022-01-17
2022-01-24,137.16384887695312,157.75,166.1999969482422,147.60000610351562,160.0,22113683,2022-01-24
2022-01-31,142.29388427734375,163.64999389648438,169.1999969482422,158.85000610351562,161.0,15445364,2022-01-31
2022-02-07,148.4238739013672,170.6999969482422,177.85000610351562,155.0500030517578,164.64999389648438,39007487,2022-02-07
2022-02-14,139.42454528808594,160.35000610351562,173.39999389648438,159.5,165.5500030517578,21317484,2022-02-14
2022-02-21,133.55540466308594,153.60000610351562,160.6999969482422,143.39999389648438,157.60000610351562,19964314,2022-02-21
2022-02-28,134.3379669189453,154.5,156.64999389648438,147.60000610351562,149.89999389648438,9660127,2022-02-28
2022-03-07,129.55569458007812,149.0,154.9499969482422,144.5,152.35000610351562,11724554,2022-03-07
2022-03-14,129.46873474121094,148.89999389648438,151.6999969482422,146.5,150.0,7537033,2022-03-14
2022-03-21,128.33839416503906,147.60000610351562,154.6999969482422,146.4499969482422,150.5,13837084,2022-03-21
2022-03-28,130.51214599609375,150.10000610351562,150.89999389648438,138.14999389648438,148.75,20903934,2022-03-28
2022-04-04,133.42498779296875,153.4499969482422,159.0,148.10000610351562,149.89999389648438,40593368,2022-04-04
2022-04-11,144.98934936523438,166.75,171.75,153.6999969482422,155.0,71687045,2022-04-11
2022-04-18,142.2069549560547,163.5500030517578,170.0,155.8000030517578,165.6999969482422,37934675,2022-04-18
2022-04-25,133.16412353515625,153.14999389648438,162.5,151.0500030517578,161.10000610351562,18421590,2022-04-25
2022-05-02,120.25203704833984,138.3000030517578,154.60000610351562,137.1999969482422,153.14999389648438,19029806,2022-05-02
2022-05-09,116.33927154541016,133.8000030517578,145.3000030517578,124.0999984741211,137.8000030517578,20469797,2022-05-09
2022-05-16,124.51258850097656,143.1999969482422,144.85000610351562,131.64999389648438,135.0,9645288,2022-05-16
2022-05-23,113.86119842529297,130.9499969482422,149.75,129.0,146.0,11234445,2022-05-23
2022-05-30,114.12205505371094,131.25,137.6999969482422,129.0,133.0,9953986,2022-05-30
2022-06-06,112.90475463867188,129.85000610351562,132.85000610351562,127.1500015258789,131.5,7010774,2022-06-06
2022-06-13,99.99264526367188,115.0,127.0,109.4000015258789,125.0,12368396,2022-06-13
2022-06-20,105.9922103881836,121.9000015258789,123.1500015258789,110.05000305175781,113.5,9281309,2022-06-20
2022-06-27,110.47014617919922,127.05000305175781,130.60000610351562,122.5999984741211,123.80000305175781,8874702,2022-06-27
2022-07-04,114.99154663085938,132.25,134.3000030517578,126.75,127.94999694824219,7983643,2022-07-04
2022-07-11,106.2965316772461,122.25,134.8000030517578,120.80000305175781,132.3000030517578,9622855,2022-07-11
2022-07-18,110.3048095703125,120.5,125.80000305175781,120.05000305175781,122.5,8262720,2022-07-18
2022-07-25,114.10369873046875,124.6500015258789,126.05000305175781,118.05000305175781,121.0999984741211,8350211,2022-07-25
2022-08-01,132.54885864257812,144.8000030517578,146.35000610351562,124.75,125.69999694824219,38465966,2022-08-01
2022-08-08,134.88311767578125,147.35000610351562,149.6999969482422,140.60000610351562,144.85000610351562,14939466,2022-08-08
2022-08-15,134.92886352539062,147.39999389648438,153.64999389648438,144.25,147.35000610351562,9067354,2022-08-15
2022-08-22,139.13967895507812,152.0,159.9499969482422,144.8000030517578,146.5,28703526,2022-08-22
2022-08-29,134.97463989257812,147.4499969482422,154.5,145.60000610351562,147.9499969482422,11044430,2022-08-29
2022-09-05,138.68197631835938,151.5,156.35000610351562,147.64999389648438,148.8000030517578,18186951,2022-09-05
2022-09-12,140.28392028808594,153.25,161.4499969482422,146.0,152.4499969482422,28655609,2022-09-12
2022-09-19,131.63345336914062,143.8000030517578,156.3000030517578,142.60000610351562,154.0,12216800,2022-09-19
2022-09-26,127.42265319824219,139.1999969482422,143.89999389648438,135.0,143.4499969482422,9634787,2022-09-26
2022-10-03,131.95384216308594,144.14999389648438,146.75,138.14999389648438,140.0,4943034,2022-10-03
2022-10-10,126.41573333740234,138.10000610351562,143.5,135.0,142.25,6741703,2022-10-10
2022-10-17,126.41573333740234,138.10000610351562,141.5,135.4499969482422,139.10000610351562,7440289,2022-10-17
2022-10-24,124.21878051757812,135.6999969482422,140.85000610351562,135.3000030517578,139.6999969482422,3263313,2022-10-24
2022-10-31,144.76934814453125,158.14999389648438,164.5,135.3000030517578,137.0,49620880,2022-10-31
2022-11-07,137.53775024414062,150.25,161.9499969482422,146.25,159.39999389648438,17726450,2022-11-07
2022-11-14,155.34213256835938,169.6999969482422,170.4499969482422,149.5,149.5,39804299,2022-11-14
2022-11-21,163.21450805664062,178.3000030517578,183.5500030517578,165.0,170.39999389648438,34642825,2022-11-21
2022-11-28,162.9398956298828,178.0,185.89999389648438,176.10000610351562,178.3000030517578,21431893,2022-11-28
2022-12-05,172.68882751464844,188.64999389648438,193.5,177.39999389648438,178.89999389648438,24749780,2022-12-05
2022-12-12,170.5376434326172,186.3000030517578,202.3000030517578,181.1999969482422,188.8000030517578,31889985,2022-12-12
2022-12-19,156.4405975341797,170.89999389648438,194.0,169.5500030517578,187.0,18686653,2022-12-19
2022-12-26,165.50299072265625,180.8000030517578,185.5500030517578,168.0,170.0,10138782,2022-12-26
2023-01-02,167.1049346923828,182.5500030517578,194.35000610351562,180.85000610351562,181.0,13041568,2023-01-02
2023-01-09,166.2810821533203,181.64999389648438,189.0,178.25,183.8000030517578,7262609,2023-01-09
2023-01-16,170.81227111816406,186.60000610351562,192.5,179.14999389648438,182.89999389648438,15308070,2023-01-16
2023-01-23,162.66526794433594,177.6999969482422,189.5,175.75,188.9499969482422,6796242,2023-01-23
2023-01-30,169.16456604003906,184.8000030517578,190.39999389648438,174.6999969482422,178.0,14010855,2023-01-30
2023-02-06,165.73184204101562,181.0500030517578,187.8000030517578,179.14999389648438,184.8000030517578,6190459,2023-02-06
2023-02-13,164.6333770751953,179.85000610351562,182.85000610351562,174.14999389648438,181.3000030517578,6471696,2023-02-13
2023-02-20,161.65834045410156,176.60000610351562,183.60000610351562,164.6999969482422,180.89999389648438,10349733,2023-02-20
2023-02-27,155.52520751953125,169.89999389648438,175.0,167.0,174.6999969482422,6711297,2023-02-27
2023-03-06,154.56405639648438,168.85000610351562,174.8000030517578,166.14999389648438,171.0,5472087,2023-03-06
2023-03-13,147.9274444580078,161.60000610351562,169.89999389648438,159.4499969482422,166.0,9950664,2023-03-13
2023-03-20,156.39483642578125,170.85000610351562,174.6999969482422,159.60000610351562,161.60000610351562,7088596,2023-03-20
2023-03-27,152.5501708984375,166.64999389648438,171.0,162.4499969482422,169.35000610351562,5501557,2023-03-27
2023-04-03,156.66943359375,171.14999389648438,171.89999389648438,166.25,168.0,2661745,2023-04-03
2023-04-10,160.05641174316406,174.85000610351562,179.64999389648438,170.3000030517578,171.25,8139745,2023-04-10
2023-04-17,154.93020629882812,169.25,175.5,165.0,173.60000610351562,9772608,2023-04-17
2023-04-24,154.15211486816406,168.39999389648438,170.4499969482422,164.89999389648438,169.64999389648438,4736124,2023-04-24
2023-05-01,159.73602294921875,174.5,176.0,168.39999389648438,168.39999389648438,4361072,2023-05-01
2023-05-08,160.4683380126953,175.3000030517578,178.8000030517578,169.10000610351562,175.5,6695333,2023-05-08
2023-05-15,154.7928924560547,169.10000610351562,178.0,164.3000030517578,176.10000610351562,13653016,2023-05-15
2023-05-22,157.40176391601562,171.9499969482422,176.8000030517578,165.85000610351562,169.0,9551107,2023-05-22
2023-05-29,168.7068634033203,184.3000030517578,188.6999969482422,172.1999969482422,172.60000610351562,10841613,2023-05-29
2023-06-05,169.7137908935547,185.39999389648438,186.6999969482422,180.0,185.5,7839405,2023-06-05
2023-06-12,171.04112243652344,186.85000610351562,194.5,184.35000610351562,186.1999969482422,10113253,2023-06-12
2023-06-19,171.0868682861328,186.89999389648438,195.39999389648438,185.1999969482422,186.89999389648438,8380900,2023-06-19
2023-06-26,170.26303100585938,186.0,189.5,182.0,187.75,6086846,2023-06-26
2023-07-03,172.91766357421875,188.89999389648438,196.0,185.75,187.85000610351562,9584961,2023-07-03
2023-07-10,173.2657470703125,182.25,190.1999969482422,181.10000610351562,190.0,9180876,2023-07-10
2023-07-17,171.88723754882812,180.8000030517578,185.5,177.60000610351562,182.60000610351562,7924010,2023-07-17
2023-07-24,172.45765686035156,181.39999389648438,184.75,178.89999389648438,180.9499969482422,6159712,2023-07-24
2023-07-31,151.6372528076172,159.5,184.3000030517578,156.0500030517578,181.5500030517578,20149621,2023-07-31
2023-08-07,144.3168487548828,151.8000030517578,161.5500030517578,151.5,160.6999969482422,11657695,2023-08-07
2023-08-14,146.7411346435547,154.35000610351562,159.0,147.10000610351562,150.9499969482422,7894226,2023-08-14
2023-08-21,148.88021850585938,156.60000610351562,159.5,151.75,155.14999389648438,9674418,2023-08-21
2023-08-28,148.49993896484375,156.1999969482422,158.9499969482422,153.60000610351562,157.1999969482422,5674762,2023-08-28
2023-09-04,157.38902282714844,165.5500030517578,169.14999389648438,155.0500030517578,157.0,18972522,2023-09-04
2023-09-11,150.21119689941406,158.0,168.39999389648438,152.89999389648438,166.89999389648438,15589616,2023-09-11
2023-09-18,149.9735107421875,157.75,162.89999389648438,154.5500030517578,158.0,5743628,2023-09-18
2023-09-25,147.1689453125,154.8000030517578,160.0,151.0500030517578,157.6999969482422,5854469,2023-09-25
2023-10-02,147.4066162109375,155.0500030517578,159.5,153.0500030517578,154.8000030517578,3194752,2023-10-02
2023-10-09,144.8872528076172,152.39999389648438,157.64999389648438,151.14999389648438,155.0,6066026,2023-10-09
2023-10-16,140.894287109375,148.1999969482422,153.5,147.4499969482422,153.0,6240988,2023-10-16
2023-10-23,138.04217529296875,145.1999969482422,150.0,136.1999969482422,148.9499969482422,5879006,2023-10-23
2023-10-30,136.94888305664062,144.0500030517578,149.0,142.1999969482422,146.75,4057187,2023-10-30
2023-11-06,146.93125915527344,154.5500030517578,155.39999389648438,144.75,145.39999389648438,11108998,2023-11-06
2023-11-13,150.68653869628906,158.5,159.25,152.5500030517578,154.0,4427290,2023-11-13
2023-11-20,154.25169372558594,162.25,163.4499969482422,157.10000610351562,159.25,6270116,2023-11-20
2023-11-27,151.7798614501953,159.64999389648438,164.4499969482422,157.5,162.25,6200238,2023-11-27
2023-12-04,160.52633666992188,168.85000610351562,175.64999389648438,158.4499969482422,160.5,12991792,2023-12-04
2023-12-11,166.75343322753906,175.39999389648438,177.35000610351562,168.0500030517578,169.64999389648438,11713292,2023-12-11
2023-12-18,167.13372802734375,175.8000030517578,181.0,167.75,175.10000610351562,11050648,2023-12-18
2023-12-25,168.0844268798828,176.8000030517578,180.5,174.0,175.8000030517578,8754383,2023-12-25
2024-01-01,166.75343322753906,175.39999389648438,178.39999389648438,174.0500030517578,177.25,6376172,2024-01-01
2024-01-08,169.177734375,177.9499969482422,184.4499969482422,175.35000610351562,175.89999389648438,8298557,2024-01-08
2024-01-15,169.55801391601562,178.35000610351562,181.0,173.8000030517578,179.1999969482422,3788600,2024-01-15
2024-01-22,164.4717559814453,173.0,182.75,172.0,178.35000610351562,3610490,2024-01-22
2024-01-29,179.2552032470703,188.5500030517578,190.0,173.10000610351562,173.5500030517578,12190205,2024-01-29
2024-02-05,180.91893005371094,190.3000030517578,212.35000610351562,184.75,191.39999389648438,25421490,2024-02-05
2024-02-12,187.62139892578125,197.35000610351562,204.9499969482422,180.10000610351562,192.4499969482422,21117090,2024-02-12
2024-02-19,199.45765686035156,209.8000030517578,220.0,199.0,200.0,21461380,2024-02-19
2024-02-26,200.64602661132812,211.0500030517578,215.8000030517578,200.8000030517578,211.6999969482422,9453745,2024-02-26
2024-03-04,195.32208251953125,205.4499969482422,221.8000030517578,202.25,209.9499969482422,6628848,2024-03-04
2024-03-11,201.21644592285156,211.64999389648438,215.9499969482422,188.8000030517578,205.9499969482422,14548289,2024-03-11
2024-03-18,195.27455139160156,205.39999389648438,213.0500030517578,199.5,211.64999389648438,6590186,2024-03-18
2024-03-25,198.1741943359375,208.4499969482422,218.5,202.60000610351562,205.39999389648438,8735289,2024-03-25
2024-04-01,211.81680297851562,222.8000030517578,226.9499969482422,207.35000610351562,209.75,26438324,2024-04-01
2024-04-08,209.20236206054688,220.0500030517578,229.64999389648438,218.64999389648438,223.89999389648438,8271570,2024-04-08
2024-04-15,208.15658569335938,218.9499969482422,227.89999389648438,208.35000610351562,210.0,8595346,2024-04-15
2024-04-22,211.6266632080078,222.60000610351562,237.5500030517578,217.5,221.0,13496162,2024-04-22
2024-04-29,207.58616638183594,218.35000610351562,224.64999389648438,214.5500030517578,224.35000610351562,6996752,2024-04-29
2024-05-06,197.41363525390625,207.64999389648438,218.8000030517578,201.0500030517578,217.3000030517578,8331167,2024-05-06
2024-05-13,200.55096435546875,210.9499969482422,218.64999389648438,202.64999389648438,206.9499969482422,10157856,2024-05-13
2024-05-20,196.17771911621094,206.35000610351562,213.89999389648438,205.8000030517578,211.1999969482422,4042789,2024-05-20
2024-05-27,188.38194274902344,198.14999389648438,208.89999389648438,196.3000030517578,206.14999389648438,7136127,2024-05-27
2024-06-03,198.50694274902344,208.8000030517578,211.35000610351562,186.3000030517578,201.25,7600529,2024-06-03
2024-06-10,205.85589599609375,216.52999877929688,224.5,209.0,209.89999389648438,15595112,2024-06-10
2024-06-17,205.8463897705078,216.52000427246094,218.25,212.1999969482422,216.52999877929688,4914967,2024-06-17
2024-06-24,203.65975952148438,214.22000122070312,219.4499969482422,210.02000427246094,216.97999572753906,5719719,2024-06-24
2024-07-01,204.8196258544922,215.44000244140625,225.89999389648438,214.5,215.0,11123850,2024-07-01
2024-07-08,203.56956481933594,208.10000610351562,216.0,204.52000427246094,215.69000244140625,7572797,2024-07-08
2024-07-15,194.697021484375,199.02999877929688,211.36000061035156,198.00999450683594,208.10000610351562,6294716,2024-07-15
2024-07-22,207.89334106445312,212.52000427246094,214.89999389648438,195.4600067138672,199.2899932861328,5551624,2024-07-22
2024-07-29,198.12081909179688,202.52999877929688,219.49000549316406,202.0,214.5,6409515,2024-07-29
2024-08-05,186.0103302001953,190.14999389648438,200.0,187.5500030517578,200.0,4835652,2024-08-05
2024-08-12,198.3066864013672,202.72000122070312,203.89999389648438,190.3000030517578,191.0,4643698,2024-08-12
2024-08-19,204.4890899658203,209.0399932861328,212.0,201.4499969482422,203.5,5978863,2024-08-19
2024-08-26,197.4556427001953,201.85000610351562,209.85000610351562,199.91000366210938,209.10000610351562,4311230,2024-08-26
2024-09-02,194.19813537597656,198.52000427246094,203.64999389648438,197.14999389648438,202.8000030517578,5075864,2024-09-02
2024-09-09,186.7929229736328,190.9499969482422,202.0,190.39999389648438,198.52000427246094,4232561,2024-09-09
2024-09-16,185.3157958984375,189.44000244140625,194.88999938964844,186.0,192.39999389648438,6058602,2024-09-16
2024-09-23,182.86044311523438,186.92999267578125,191.83999633789062,182.22999572753906,189.9199981689453,6538031,2024-09-23
2024-09-30,180.74746704101562,184.77000427246094,192.64999389648438,179.9499969482422,187.86000061035156,6974096,2024-09-30
2024-10-07,180.28770446777344,184.3000030517578,187.69000244140625,180.4499969482422,185.99000549316406,3914148,2024-10-07
2024-10-14,171.0923309326172,174.89999389648438,185.3000030517578,171.0,184.6999969482422,4248807,2024-10-14
2024-10-21,156.98626708984375,160.47999572753906,177.3000030517578,158.61000061035156,175.89999389648438,4266093,2024-10-21
2024-10-28,189.0624237060547,193.27000427246094,197.9499969482422,160.1699981689453,161.72999572753906,37002964,2024-10-28
2024-11-04,186.7048797607422,190.86000061035156,202.72999572753906,186.30999755859375,190.0,21741146,2024-11-04
2024-11-11,189.1602325439453,193.3699951171875,198.0,182.36000061035156,189.86000061035156,10421353,2024-11-11
2024-11-18,190.45150756835938,194.69000244140625,198.64999389648438,189.86000061035156,193.0,5870987,2024-11-18
2024-11-25,193.32749938964844,197.6300048828125,200.0,190.0,197.0800018310547,7244561,2024-11-25
2024-12-02,203.1978302001953,207.72000122070312,208.44000244140625,196.50999450683594,197.60000610351562,10880467,2024-12-02
2024-12-09,206.10317993164062,210.69000244140625,215.89999389648438,204.57000732421875,208.22999572753906,10693789,2024-12-09
2024-12-16,201.20223999023438,205.67999267578125,215.1699981689453,203.0,211.4499969482422,4833406,2024-12-16
2024-12-23,198.0327911376953,202.44000244140625,210.33999633789062,201.5500030517578,205.85000610351562,3033225,2024-12-23
2024-12-30,197.269775390625,201.66000366210938,212.5,185.0,202.44000244140625,37295037,2024-12-30
2025-01-06,199.65664672851562,204.10000610351562,210.60000610351562,194.22999572753906,201.5,8882461,2025-01-06
2025-01-13,204.61627197265625,209.1699981689453,218.0,198.5800018310547,202.5,16834113,2025-01-13
2025-01-20,218.41908264160156,223.27999877929688,230.89999389648438,209.6300048828125,210.0,63197609,2025-01-20
2025-01-27,199.57838439941406,204.02000427246094,229.39999389648438,199.1999969482422,223.27999877929688,20494514,2025-01-27
2025-02-03,226.75360107421875,231.8000030517578,232.8000030517578,200.80999755859375,203.1999969482422,40458417,2025-02-03
2025-02-10,239.92056274414062,245.25999450683594,248.0,222.5,233.0,88308304,2025-02-10
2025-02-17,246.0345001220703,251.50999450683594,263.8900146484375,225.5500030517578,241.8000030517578,52133589,2025-02-17
2025-02-24,219.4364471435547,224.32000732421875,256.8800048828125,222.10000610351562,248.77000427246094,24469251,2025-02-24
2025-03-03,245.64321899414062,251.11000061035156,256.989990234375,222.55999755859375,227.61000061035156,42241450,2025-03-03
2025-03-10,219.71035766601562,224.60000610351562,254.89999389648438,223.6199951171875,252.0,12686106,2025-03-10
2025-03-17,244.73345947265625,250.17999267578125,257.5,223.14999389648438,226.5,50684489,2025-03-17
2025-03-24,237.66085815429688,242.9499969482422,255.5,236.2100067138672,251.39999389648438,20030203,2025-03-24
2025-03-31,209.72262573242188,214.38999938964844,242.9499969482422,212.10000610351562,242.9499969482422,14268338,2025-03-31
2025-04-07,210.7888946533203,215.47999572753906,217.72999572753906,176.94000244140625,176.9499969482422,34743599,2025-04-07
2025-04-14,218.68321228027344,223.5500030517578,229.19000244140625,215.47999572753906,215.47999572753906,8635092,2025-04-14
2025-04-21,240.09664916992188,245.44000244140625,250.5,221.10000610351562,223.5500030517578,29836911,2025-04-21
2025-04-28,245.5258331298828,250.99000549316406,255.47999572753906,243.55999755859375,245.0,12588592,2025-04-28
2025-05-05,253.70382690429688,259.3500061035156,264.79998779296875,240.5500030517578,253.0,21692681,2025-05-05
2025-05-12,274.060791015625,280.1600036621094,281.8999938964844,259.010009765625,264.5400085449219,31885357,2025-05-12
2025-05-19,265.8534240722656,271.7699890136719,306.989990234375,270.9599914550781,281.0,35268026,2025-05-19
2025-05-26,253.0386505126953,258.6700134277344,273.5199890136719,256.4599914550781,271.7699890136719,13395251,2025-05-26
2025-06-02,276.5455017089844,282.70001220703125,285.0,258.0,258.6000061035156,15734076,2025-06-02
2025-06-09,288.92010498046875,295.3500061035156,304.0,282.75,285.0,22594028,2025-06-09
2025-06-16,286.81689453125,293.20001220703125,309.95001220703125,284.54998779296875,293.5,18224538,2025-06-16
2025-06-23,315.038818359375,322.04998779296875,329.70001220703125,285.6499938964844,291.95001220703125,18046654,2025-06-23
