Date,Adj Close_AKSHAR.NS,Close_AKSHAR.NS,High_AKSHAR.NS,Low_AKSHAR.NS,Open_AKSHAR.NS,Volume_AKSHAR.NS,Date
2023-04-10,4.954675197601318,4.962500095367432,4.991665840148926,4.800000190734863,4.8958330154418945,515088,2023-04-10
2023-04-17,5.715972423553467,5.724999904632568,5.733333110809326,4.8333330154418945,4.862500190734863,1251672,2023-04-17
2023-04-24,5.653571128845215,5.662499904632568,6.008333206176758,5.345832824707031,5.445833206176758,3278568,2023-04-24
2023-05-01,5.790854454040527,5.800000190734863,6.070833206176758,5.416666030883789,5.662499904632568,2387544,2023-05-01
2023-05-08,5.778373718261719,5.787499904632568,5.820833206176758,5.449999809265137,5.800000190734863,3831828,2023-05-08
2023-05-15,5.657730579376221,5.666666030883789,5.929165840148926,5.5208330154418945,5.787499904632568,1996680,2023-05-15
2023-05-22,5.715972423553467,5.724999904632568,5.916666030883789,5.337500095367432,5.916666030883789,251208,2023-05-22
2023-05-29,5.795013427734375,5.804165840148926,6.008333206176758,5.416666030883789,5.824999809265137,1581156,2023-05-29
2023-06-05,5.56204891204834,5.570833206176758,6.025000095367432,5.337500095367432,5.75,2148660,2023-06-05
2023-06-12,5.316603183746338,5.324999809265137,5.933332920074463,5.137499809265137,5.570833206176758,107376,2023-06-12
2023-06-19,5.366524696350098,5.375,5.425000190734863,4.679165840148926,5.324999809265137,378924,2023-06-19
2023-06-26,5.4330854415893555,5.441666126251221,5.537499904632568,5.095832824707031,5.5208330154418945,656364,2023-06-26
2023-07-03,5.661890983581543,5.670833110809326,5.787499904632568,5.229166030883789,5.441666126251221,693336,2023-07-03
2023-07-10,5.790854454040527,5.800000190734863,6.154166221618652,5.675000190734863,5.949999809265137,282648,2023-07-10
2023-07-17,5.990539073944092,6.0,6.125,5.666666030883789,6.041666030883789,2336388,2023-07-17
2023-07-24,6.439829349517822,6.449999809265137,6.5,5.8333330154418945,6.241665840148926,1782324,2023-07-24
2023-07-31,5.86573600769043,5.875,7.0833330154418945,5.666666030883789,6.7083330154418945,585151,2023-07-31
2023-08-07,6.073740482330322,6.0833330154418945,6.375,5.625,6.166666030883789,490134,2023-08-07
2023-08-14,6.323346138000488,6.3333330154418945,6.4583330154418945,5.875,5.875,129470,2023-08-14
2023-08-21,6.44814920425415,6.4583330154418945,6.666666030883789,6.041666030883789,6.541666030883789,511043,2023-08-21
2023-08-28,6.240144729614258,6.25,6.625,6.0833330154418945,6.4583330154418945,201851,2023-08-28
2023-09-04,6.36494779586792,6.375,6.5833330154418945,6.041666030883789,6.125,147415,2023-09-04
2023-09-11,6.115341663360596,6.125,6.375,5.5833330154418945,6.375,250517,2023-09-11
2023-09-18,5.948937892913818,5.9583330154418945,6.416666030883789,5.791666030883789,6.416666030883789,183118,2023-09-18
2023-09-25,5.324923038482666,5.3333330154418945,6.041666030883789,5.25,6.0,288502,2023-09-25
2023-10-02,5.283321857452393,5.291666030883789,5.5,5.0833330154418945,5.3333330154418945,98423,2023-10-02
2023-10-09,5.408124923706055,5.416666030883789,5.666666030883789,5.0833330154418945,5.125,2733800,2023-10-09
2023-10-16,5.907336235046387,5.916666030883789,6.0,5.3333330154418945,5.666666030883789,971788,2023-10-16
2023-10-23,5.907336235046387,5.916666030883789,6.2083330154418945,5.75,6.2083330154418945,298040,2023-10-23
2023-10-30,5.449726104736328,5.4583330154418945,6.166666030883789,5.25,5.916666030883789,404341,2023-10-30
2023-11-06,5.1585187911987305,5.166666030883789,5.9583330154418945,5.125,5.5,30101808,2023-11-06
2023-11-13,5.324923038482666,5.3333330154418945,5.5833330154418945,5.0,5.3333330154418945,6581930,2023-11-13
2023-11-20,5.948937892913818,5.9583330154418945,6.541666030883789,5.541666030883789,5.5833330154418945,46684471,2023-11-20
2023-11-27,6.281744956970215,6.291666030883789,6.3333330154418945,5.7083330154418945,5.9583330154418945,35001171,2023-11-27
2023-12-04,5.57452917098999,5.5833330154418945,6.5833330154418945,5.2083330154418945,6.5,70664832,2023-12-04
2023-12-11,5.657730579376221,5.666666030883789,5.875,5.416666030883789,5.4583330154418945,13707819,2023-12-11
2023-12-18,4.700908660888672,4.7083330154418945,6.291666030883789,4.291666030883789,5.791666030883789,271731492,2023-12-18
2023-12-25,3.660884380340576,3.666666030883789,4.8333330154418945,3.666666030883789,4.7083330154418945,183003560,2023-12-25
2024-01-01,3.8272883892059326,3.8333330154418945,3.8333330154418945,3.2083330154418945,3.5833330154418945,59663170,2024-01-01
2024-01-08,4.0,4.0,4.125,3.5,3.9583330154418945,43548833,2024-01-08
2024-01-15,3.875,3.875,4.2083330154418945,3.791666030883789,4.0,15611733,2024-01-15
2024-01-22,3.875,3.875,4.041666030883789,3.75,3.875,8452984,2024-01-22
2024-01-29,3.9583330154418945,3.9583330154418945,4.3333330154418945,3.75,4.041666030883789,24946160,2024-01-29
2024-02-05,3.541666030883789,3.541666030883789,4.041666030883789,3.4583330154418945,4.0,40283655,2024-02-05
2024-02-12,3.9000000953674316,3.9000000953674316,3.9000000953674316,3.375,3.5833330154418945,30964242,2024-02-12
2024-02-19,3.6500000953674316,3.6500000953674316,4.050000190734863,3.549999952316284,4.050000190734863,13055170,2024-02-19
2024-02-26,3.450000047683716,3.450000047683716,3.700000047683716,3.299999952316284,3.6500000953674316,8901975,2024-02-26
2024-03-04,3.4000000953674316,3.4000000953674316,3.549999952316284,3.200000047683716,3.5,7984662,2024-03-04
2024-03-11,2.950000047683716,2.950000047683716,3.450000047683716,2.8499999046325684,3.450000047683716,12021856,2024-03-11
2024-03-18,2.549999952316284,2.549999952316284,3.049999952316284,2.5,2.950000047683716,23378733,2024-03-18
2024-03-25,2.25,2.25,2.549999952316284,2.25,2.549999952316284,7514672,2024-03-25
2024-04-01,2.75,2.75,2.75,2.1500000953674316,2.200000047683716,9844302,2024-04-01
2024-04-08,2.549999952316284,2.549999952316284,2.700000047683716,2.549999952316284,2.700000047683716,1718502,2024-04-08
2024-04-15,2.4000000953674316,2.4000000953674316,2.5,2.3499999046325684,2.5,2106115,2024-04-15
2024-04-22,2.3499999046325684,2.3499999046325684,2.4000000953674316,2.299999952316284,2.4000000953674316,1719818,2024-04-22
2024-04-29,2.5,2.5,2.549999952316284,2.4000000953674316,2.4000000953674316,1263250,2024-04-29
2024-05-06,2.299999952316284,2.299999952316284,2.5,2.299999952316284,2.450000047683716,1320605,2024-05-06
2024-05-13,2.549999952316284,2.549999952316284,2.6500000953674316,2.25,2.25,5192728,2024-05-13
2024-05-20,2.6500000953674316,2.6500000953674316,2.75,2.450000047683716,2.450000047683716,5763911,2024-05-20
2024-05-27,2.700000047683716,2.700000047683716,2.700000047683716,2.450000047683716,2.6500000953674316,5768367,2024-05-27
2024-06-03,2.6500000953674316,2.6500000953674316,2.799999952316284,2.5,2.700000047683716,5128986,2024-06-03
2024-06-10,2.630000114440918,2.630000114440918,2.680000066757202,2.559999942779541,2.6500000953674316,3875627,2024-06-10
2024-06-17,2.619999885559082,2.619999885559082,2.6500000953674316,2.5399999618530273,2.6500000953674316,3307991,2024-06-17
2024-06-24,2.609999895095825,2.609999895095825,2.640000104904175,2.5399999618530273,2.609999895095825,4215054,2024-06-24
2024-07-01,2.569999933242798,2.569999933242798,2.6700000762939453,2.559999942779541,2.6700000762939453,4156423,2024-07-01
2024-07-08,2.4800000190734863,2.4800000190734863,2.6600000858306885,2.4700000286102295,2.6600000858306885,7411584,2024-07-08
2024-07-15,2.200000047683716,2.200000047683716,2.5,2.190000057220459,2.5,14186402,2024-07-15
2024-07-22,2.569999933242798,2.569999933242798,2.569999933242798,2.119999885559082,2.240000009536743,10706866,2024-07-22
2024-07-29,2.4200000762939453,2.4200000762939453,2.700000047683716,2.4000000953674316,2.6700000762939453,10788812,2024-07-29
2024-08-05,2.1500000953674316,2.1500000953674316,2.6700000762939453,2.0899999141693115,2.319999933242798,110713699,2024-08-05
2024-08-12,1.3114279508590698,1.3114279508590698,2.299999952316284,1.278311014175415,2.200000047683716,51778656,2024-08-12
2024-08-19,1.600000023841858,1.600000023841858,1.600000023841858,1.3312979936599731,1.3577920198440552,37305555,2024-08-19
2024-08-26,2.049999952316284,2.049999952316284,2.0999999046325684,1.7599999904632568,1.7599999904632568,24588563,2024-08-26
2024-09-02,1.7799999713897705,1.7799999713897705,2.0899999141693115,1.7200000286102295,2.0899999141693115,18682557,2024-09-02
2024-09-09,1.7100000381469727,1.7100000381469727,1.840000033378601,1.590000033378601,1.8300000429153442,10053113,2024-09-09
2024-09-16,1.7000000476837158,1.7000000476837158,1.75,1.600000023841858,1.7200000286102295,6642928,2024-09-16
2024-09-23,1.659999966621399,1.659999966621399,1.7300000190734863,1.600000023841858,1.7300000190734863,7079270,2024-09-23
2024-09-30,1.5800000429153442,1.5800000429153442,1.7000000476837158,1.5299999713897705,1.6799999475479126,7725209,2024-09-30
2024-10-07,1.5199999809265137,1.5199999809265137,1.6200000047683716,1.4500000476837158,1.6100000143051147,6855551,2024-10-07
2024-10-14,1.149999976158142,1.149999976158142,1.4700000286102295,1.149999976158142,1.4600000381469727,13272523,2024-10-14
2024-10-21,0.8700000047683716,0.8700000047683716,1.090000033378601,0.8700000047683716,1.090000033378601,140774915,2024-10-21
2024-10-28,0.7699999809265137,0.7699999809265137,0.9100000262260437,0.6899999976158142,0.8199999928474426,165249148,2024-10-28
2024-11-04,0.7699999809265137,0.7699999809265137,0.8500000238418579,0.7699999809265137,0.7900000214576721,78122837,2024-11-04
2024-11-11,0.699999988079071,0.699999988079071,0.75,0.699999988079071,0.75,13778649,2024-11-11
2024-11-18,0.7099999785423279,0.7099999785423279,0.7099999785423279,0.6800000071525574,0.6800000071525574,10551494,2024-11-18
2024-11-25,0.6899999976158142,0.6899999976158142,0.7300000190734863,0.6800000071525574,0.7200000286102295,16327332,2024-11-25
2024-12-02,0.7099999785423279,0.7099999785423279,0.7099999785423279,0.6700000166893005,0.6800000071525574,11800201,2024-12-02
2024-12-09,0.7400000095367432,0.7400000095367432,0.75,0.7099999785423279,0.7200000286102295,14384875,2024-12-09
2024-12-16,0.75,0.75,0.800000011920929,0.7300000190734863,0.7699999809265137,21542279,2024-12-16
2024-12-23,0.7400000095367432,0.7400000095367432,0.7900000214576721,0.7400000095367432,0.7699999809265137,9930355,2024-12-23
2024-12-30,0.75,0.75,0.7599999904632568,0.7200000286102295,0.75,8679345,2024-12-30
2025-01-06,0.7099999785423279,0.7099999785423279,0.75,0.7099999785423279,0.7400000095367432,7573462,2025-01-06
2025-01-13,0.7300000190734863,0.7300000190734863,0.75,0.6700000166893005,0.7099999785423279,8690068,2025-01-13
2025-01-20,0.7099999785423279,0.7099999785423279,0.75,0.6800000071525574,0.75,7584182,2025-01-20
2025-01-27,0.699999988079071,0.699999988079071,0.7300000190734863,0.6700000166893005,0.7200000286102295,8725440,2025-01-27
2025-02-03,0.7099999785423279,0.7099999785423279,0.7200000286102295,0.6899999976158142,0.699999988079071,7344235,2025-02-03
2025-02-10,0.6600000262260437,0.6600000262260437,0.7300000190734863,0.6499999761581421,0.7200000286102295,6426514,2025-02-10
2025-02-17,0.6399999856948853,0.6399999856948853,0.6800000071525574,0.5600000023841858,0.6299999952316284,13524465,2025-02-17
2025-02-24,0.5799999833106995,0.5799999833106995,0.6499999761581421,0.5799999833106995,0.6499999761581421,4845305,2025-02-24
2025-03-03,0.6100000143051147,0.6100000143051147,0.6100000143051147,0.5299999713897705,0.5899999737739563,9648537,2025-03-03
2025-03-10,0.5899999737739563,0.5899999737739563,0.6299999952316284,0.5799999833106995,0.6299999952316284,4493130,2025-03-10
2025-03-17,0.5899999737739563,0.5899999737739563,0.6000000238418579,0.5600000023841858,0.6000000238418579,9685560,2025-03-17
2025-03-24,0.5,0.5,0.6000000238418579,0.5,0.6000000238418579,15342797,2025-03-24
2025-03-31,0.5699999928474426,0.5699999928474426,0.5799999833106995,0.5,0.5,2959157,2025-03-31
2025-04-07,0.5899999737739563,0.5899999737739563,0.5899999737739563,0.5400000214576721,0.5400000214576721,4774863,2025-04-07
2025-04-14,0.6100000143051147,0.6100000143051147,0.6200000047683716,0.5600000023841858,0.5899999737739563,4085322,2025-04-14
2025-04-21,0.6100000143051147,0.6100000143051147,0.6399999856948853,0.6000000238418579,0.6200000047683716,7562978,2025-04-21
2025-04-28,0.5799999833106995,0.5799999833106995,0.6200000047683716,0.5699999928474426,0.6100000143051147,3336744,2025-04-28
2025-05-05,0.5600000023841858,0.5600000023841858,0.5899999737739563,0.5299999713897705,0.5699999928474426,5277188,2025-05-05
2025-05-12,0.6100000143051147,0.6100000143051147,0.6200000047683716,0.5600000023841858,0.5600000023841858,5285513,2025-05-12
2025-05-19,0.6100000143051147,0.6100000143051147,0.6499999761581421,0.5899999737739563,0.6200000047683716,6541275,2025-05-19
2025-05-26,0.6000000238418579,0.6000000238418579,0.6299999952316284,0.5799999833106995,0.6200000047683716,4653381,2025-05-26
2025-06-02,0.6000000238418579,0.6000000238418579,0.6100000143051147,0.5799999833106995,0.6000000238418579,5705335,2025-06-02
2025-06-09,0.5799999833106995,0.5799999833106995,0.6100000143051147,0.5799999833106995,0.6000000238418579,5588757,2025-06-09
2025-06-16,0.5699999928474426,0.5699999928474426,0.6000000238418579,0.5699999928474426,0.5799999833106995,5111195,2025-06-16
2025-06-23,0.5400000214576721,0.5400000214576721,0.5799999833106995,0.5299999713897705,0.5799999833106995,7878431,2025-06-23
2025-06-30,0.5600000023841858,0.5600000023841858,0.5799999833106995,0.5400000214576721,0.5400000214576721,8026667,2025-06-30
2025-07-07,0.5600000023841858,0.5600000023841858,0.5799999833106995,0.5600000023841858,0.5600000023841858,6094869,2025-07-07
2025-07-14,0.5600000023841858,0.5600000023841858,0.5799999833106995,0.5600000023841858,0.5600000023841858,2819341,2025-07-14
