Date,Adj Close_POWERINDIA.NS,Close_POWERINDIA.NS,High_POWERINDIA.NS,Low_POWERINDIA.NS,Open_POWERINDIA.NS,Volume_POWERINDIA.NS,Date
2022-01-24,3215.480224609375,3221.89990234375,3330.0,2812.25,3031.0,703361,2022-01-24
2022-01-31,3250.111083984375,3256.60009765625,3430.0,3105.0,3286.39990234375,333228,2022-01-31
2022-02-07,2818.772216796875,2824.39990234375,3290.050048828125,2812.0,3272.39990234375,281248,2022-02-07
2022-02-14,3099.16259765625,3105.35009765625,3125.0,2698.550048828125,2770.0,422434,2022-02-14
2022-02-21,3174.312255859375,3180.64990234375,3342.0,2974.0,3148.0,420179,2022-02-21
2022-02-28,3576.309814453125,3583.449951171875,4042.60009765625,3137.25,3195.0,964945,2022-02-28
2022-03-07,3326.90771484375,3333.550048828125,3599.0,3252.550048828125,3485.0,420322,2022-03-07
2022-03-14,3397.01806640625,3403.800048828125,3549.0,3271.050048828125,3350.0,230789,2022-03-14
2022-03-21,3372.217529296875,3378.949951171875,3484.949951171875,3295.35009765625,3421.699951171875,178482,2022-03-21
2022-03-28,3489.732666015625,3496.699951171875,3650.0,3340.550048828125,3390.0,380985,2022-03-28
2022-04-04,3455.451416015625,3462.35009765625,3555.5,3356.0,3472.0,201880,2022-04-04
2022-04-11,3486.4892578125,3493.449951171875,3530.5,3386.0,3469.800048828125,139702,2022-04-11
2022-04-18,3229.65234375,3236.10009765625,3518.050048828125,3225.0,3460.0,196279,2022-04-18
2022-04-25,3142.7255859375,3149.0,3308.0,3112.0,3203.5,217995,2022-04-25
2022-05-02,2984.2919921875,2990.25,3147.949951171875,2850.0,3110.0,207875,2022-05-02
2022-05-09,3024.5615234375,3030.60009765625,3077.85009765625,2750.10009765625,2990.25,220306,2022-05-09
2022-05-16,3075.5595703125,3081.699951171875,3248.0,3002.550048828125,3045.89990234375,134290,2022-05-16
2022-05-23,3246.6181640625,3253.10009765625,3295.0,3050.699951171875,3098.0,166201,2022-05-23
2022-05-30,3375.161376953125,3381.89990234375,3655.0,3256.85009765625,3345.550048828125,304127,2022-05-30
2022-06-06,3370.62060546875,3377.35009765625,3425.0,3261.0,3372.5,118525,2022-06-06
2022-06-13,3142.126708984375,3148.39990234375,3385.60009765625,3054.300048828125,3358.949951171875,140928,2022-06-13
2022-06-20,3138.533935546875,3144.800048828125,3213.949951171875,2851.0,3121.0,202279,2022-06-20
2022-06-27,3143.673583984375,3149.949951171875,3194.949951171875,3092.0,3169.75,106791,2022-06-27
2022-07-04,3267.925537109375,3274.449951171875,3392.199951171875,3104.050048828125,3136.0,122946,2022-07-04
2022-07-11,3522.716796875,3529.75,3564.949951171875,3275.0,3280.199951171875,177285,2022-07-11
2022-07-18,3166.619873046875,3170.199951171875,3674.0,3134.449951171875,3569.0,352807,2022-07-18
2022-07-25,3221.607421875,3225.25,3275.800048828125,3002.199951171875,3170.199951171875,256128,2022-07-25
2022-08-01,3521.91796875,3525.89990234375,3549.5,3194.199951171875,3238.949951171875,205485,2022-08-01
2022-08-08,3230.2978515625,3233.949951171875,3550.0,3222.0,3550.0,283192,2022-08-08
2022-08-15,3432.069580078125,3435.949951171875,3479.0,3220.0,3233.949951171875,131317,2022-08-15
2022-08-22,3679.48974609375,3683.64990234375,3848.89990234375,3421.050048828125,3447.25,683914,2022-08-22
2022-08-29,3766.59130859375,3770.85009765625,3915.0,3500.0,3500.0,299104,2022-08-29
2022-09-05,3703.462646484375,3707.64990234375,3889.0,3667.60009765625,3790.0,229416,2022-09-05
2022-09-12,3464.78271484375,3468.699951171875,3775.550048828125,3387.35009765625,3735.5,495274,2022-09-12
2022-09-19,3513.177734375,3517.14990234375,3640.64990234375,3391.050048828125,3503.199951171875,131162,2022-09-19
2022-09-26,3485.50927734375,3489.449951171875,3569.0,3355.0,3543.800048828125,308508,2022-09-26
2022-10-03,3444.555419921875,3448.449951171875,3548.75,3411.0,3473.25,72951,2022-10-03
2022-10-10,3381.52685546875,3385.35009765625,3469.0,3365.050048828125,3417.10009765625,72000,2022-10-10
2022-10-17,3222.75634765625,3226.39990234375,3430.0,3208.800048828125,3398.89990234375,107632,2022-10-17
2022-10-24,3194.837890625,3198.449951171875,3265.89990234375,3171.449951171875,3250.0,67874,2022-10-24
2022-10-31,3139.600341796875,3143.14990234375,3240.0,3135.10009765625,3214.449951171875,91619,2022-10-31
2022-11-07,3078.918701171875,3082.39990234375,3202.0,3031.199951171875,3158.89990234375,121409,2022-11-07
2022-11-14,2876.697509765625,2879.949951171875,3097.85009765625,2858.0,3087.25,168434,2022-11-14
2022-11-21,2900.8203125,2904.10009765625,2980.0,2840.10009765625,2892.0,94790,2022-11-21
2022-11-28,2932.93408203125,2936.25,3034.14990234375,2875.199951171875,2925.0,131167,2022-11-28
2022-12-05,3073.774658203125,3077.25,3108.39990234375,2935.0,2962.25,160777,2022-12-05
2022-12-12,3344.1689453125,3347.949951171875,3441.699951171875,3061.10009765625,3089.949951171875,374065,2022-12-12
2022-12-19,3302.86572265625,3306.60009765625,3544.0,3180.10009765625,3333.0,180624,2022-12-19
2022-12-26,3343.569580078125,3347.35009765625,3393.89990234375,3215.60009765625,3253.25,105026,2022-12-26
2023-01-02,3284.586181640625,3288.300048828125,3397.449951171875,3205.800048828125,3347.35009765625,98533,2023-01-02
2023-01-09,3265.358154296875,3269.050048828125,3371.89990234375,3252.0,3300.0,114590,2023-01-09
2023-01-16,3225.25341796875,3228.89990234375,3324.0,3210.0,3249.449951171875,47869,2023-01-16
2023-01-23,3015.14111328125,3018.550048828125,3245.0,2966.050048828125,3230.89990234375,76233,2023-01-23
2023-01-30,3046.355712890625,3049.800048828125,3230.10009765625,2980.10009765625,3034.39990234375,58125,2023-01-30
2023-02-06,3035.21826171875,3038.64990234375,3153.0,2905.85009765625,3065.0,254244,2023-02-06
2023-02-13,2999.70849609375,3003.10009765625,3090.0,2925.39990234375,3054.60009765625,123906,2023-02-13
2023-02-20,3270.502197265625,3274.199951171875,3351.0,2986.050048828125,3015.0,104216,2023-02-20
2023-02-27,3336.22802734375,3340.0,3474.0,3232.0,3274.199951171875,181907,2023-02-27
2023-03-06,3428.423828125,3432.300048828125,3569.0,3330.60009765625,3356.699951171875,99589,2023-03-06
2023-03-13,3302.416259765625,3306.14990234375,3545.0,3250.0,3432.300048828125,113369,2023-03-13
2023-03-20,3329.835205078125,3333.60009765625,3439.10009765625,3211.050048828125,3360.0,112809,2023-03-20
2023-03-27,3339.6240234375,3343.39990234375,3382.449951171875,3084.050048828125,3337.050048828125,115343,2023-03-27
2023-04-03,3209.9208984375,3213.550048828125,3396.0,3190.0,3326.0,50508,2023-04-03
2023-04-10,3128.562744140625,3132.10009765625,3236.550048828125,3125.0,3182.0,79343,2023-04-10
2023-04-17,3216.86279296875,3220.5,3263.800048828125,3030.10009765625,3103.800048828125,257579,2023-04-17
2023-04-24,3304.763427734375,3308.5,3325.0,3201.0,3230.0,192631,2023-04-24
2023-05-01,3725.587646484375,3729.800048828125,3764.60009765625,3308.5,3308.5,380196,2023-05-01
2023-05-08,3810.84130859375,3815.14990234375,3869.0,3674.89990234375,3750.050048828125,239694,2023-05-08
2023-05-15,4027.396484375,4031.949951171875,4080.0,3781.39990234375,3820.0,253999,2023-05-15
2023-05-22,3782.5732421875,3786.85009765625,4094.5,3738.64990234375,4051.85009765625,214442,2023-05-22
2023-05-29,3907.132568359375,3911.550048828125,3964.0,3786.0,3786.0,115878,2023-05-29
2023-06-05,3832.866455078125,3837.199951171875,4000.0,3823.550048828125,3932.10009765625,76194,2023-06-05
2023-06-12,4065.15380859375,4069.75,4293.9501953125,3815.0,3857.39990234375,262269,2023-06-12
2023-06-19,4092.273193359375,4096.89990234375,4239.9501953125,4052.550048828125,4089.949951171875,101662,2023-06-19
2023-06-26,4153.154296875,4157.85009765625,4207.9501953125,4076.10009765625,4100.0,65494,2023-06-26
2023-07-03,4257.037109375,4261.85009765625,4347.85009765625,4100.0,4179.7001953125,119645,2023-07-03
2023-07-10,4223.724609375,4228.5,4365.0,4125.14990234375,4285.0,88916,2023-07-10
2023-07-17,4197.7041015625,4202.4501953125,4335.0,4146.0498046875,4180.7998046875,82715,2023-07-17
2023-07-24,3955.52783203125,3960.0,4274.0,3940.050048828125,4220.0,150144,2023-07-24
2023-07-31,4187.4658203125,4192.2001953125,4310.0,3902.050048828125,3960.0,316914,2023-07-31
2023-08-07,4406.068359375,4411.0498046875,4515.0,4154.0,4192.2001953125,128290,2023-08-07
2023-08-14,4261.35107421875,4262.85009765625,4437.9501953125,4211.5,4334.0,46352,2023-08-14
2023-08-21,4591.53466796875,4593.14990234375,4800.0,4207.2001953125,4274.7001953125,263441,2023-08-21
2023-08-28,4379.359375,4380.89990234375,4666.2001953125,4360.0,4578.0,94088,2023-08-28
2023-09-04,4566.29345703125,4567.89990234375,4619.0,4251.39990234375,4440.0,282488,2023-09-04
2023-09-11,4302.236328125,4303.75,4686.9501953125,4261.9501953125,4590.7001953125,150475,2023-09-11
2023-09-18,4198.32275390625,4199.7998046875,4341.7001953125,4142.0,4303.75,87453,2023-09-18
2023-09-25,4098.7080078125,4100.14990234375,4240.64990234375,4090.050048828125,4200.0,94452,2023-09-25
2023-10-02,3969.353515625,3970.75,4198.0,3939.0,4100.14990234375,150327,2023-10-02
2023-10-09,4448.93505859375,4450.5,4481.0,3895.89990234375,3960.0,215680,2023-10-09
2023-10-16,4550.24951171875,4551.85009765625,4660.89990234375,4423.85009765625,4451.0,108392,2023-10-16
2023-10-23,4249.955078125,4251.4501953125,4564.2998046875,4030.449951171875,4558.0,143036,2023-10-23
2023-10-30,4467.02880859375,4468.60009765625,4529.0,4116.39990234375,4259.9501953125,143729,2023-10-30
2023-11-06,4371.3125,4372.85009765625,4670.9501953125,4313.0,4470.0,155930,2023-11-06
2023-11-13,4593.484375,4595.10009765625,4680.0,4299.75,4417.85009765625,159407,2023-11-13
2023-11-20,4829.451171875,4831.14990234375,4944.0,4565.0,4600.0,320339,2023-11-20
2023-11-27,4731.13525390625,4732.7998046875,4948.0,4651.0,4831.14990234375,228249,2023-11-27
2023-12-04,4837.998046875,4839.7001953125,4958.85009765625,4713.2001953125,4765.0,286699,2023-12-04
2023-12-11,5075.66455078125,5077.4501953125,5159.9501953125,4787.5498046875,4850.0,237761,2023-12-11
2023-12-18,5129.2958984375,5131.10009765625,5263.39990234375,4950.0498046875,5088.0,149434,2023-12-18
2023-12-25,5262.4990234375,5264.35009765625,5379.9501953125,5125.14990234375,5131.10009765625,135478,2023-12-25
2024-01-01,5595.28173828125,5597.25,5747.2001953125,5274.4501953125,5294.60009765625,158038,2024-01-01
2024-01-08,5913.66943359375,5915.75,6205.0498046875,5508.85009765625,5624.7998046875,278473,2024-01-08
2024-01-15,6129.3935546875,6131.5498046875,6280.0,5790.0498046875,5937.89990234375,229981,2024-01-15
2024-01-22,5887.4287109375,5889.5,6138.35009765625,5465.5498046875,6131.5498046875,221281,2024-01-22
2024-01-29,5743.9296875,5745.9501953125,6035.0,5590.0,6000.10009765625,108489,2024-01-29
2024-02-05,6188.4228515625,6190.60009765625,6520.0,5715.39990234375,5772.0,258359,2024-02-05
2024-02-12,5978.7470703125,5980.85009765625,6298.0,5825.35009765625,6198.0,192793,2024-02-12
2024-02-19,5894.576171875,5896.64990234375,6298.0,5737.9501953125,5979.4501953125,177406,2024-02-19
2024-02-26,6078.41162109375,6080.5498046875,6116.0,5810.10009765625,5925.0,99355,2024-02-26
2024-03-04,6546.49658203125,6548.7998046875,6596.0,6048.0498046875,6134.2998046875,388185,2024-03-04
2024-03-11,6632.01708984375,6634.35009765625,6875.0,6271.10009765625,6620.0,235316,2024-03-11
2024-03-18,7176.2255859375,7178.75,7450.0,6328.0,6698.0,308049,2024-03-18
2024-03-25,6969.24853515625,6971.7001953125,7183.60009765625,6885.35009765625,6952.0,104849,2024-03-25
2024-04-01,7120.7451171875,7123.25,7249.9501953125,6814.39990234375,7033.25,155046,2024-04-01
2024-04-08,7341.267578125,7343.85009765625,7879.4501953125,7145.10009765625,7145.10009765625,301936,2024-04-08
2024-04-15,8246.6982421875,8249.599609375,8500.0,7080.0498046875,7234.60009765625,496863,2024-04-15
2024-04-22,8913.1142578125,8916.25,9821.9501953125,7959.9501953125,8284.9501953125,835460,2024-04-22
2024-04-29,9727.177734375,9730.599609375,9989.849609375,8601.0498046875,9115.0,874737,2024-04-29
2024-05-06,8758.3193359375,8761.400390625,9762.9501953125,8713.4501953125,9729.900390625,625908,2024-05-06
2024-05-13,11374.44921875,11378.4501953125,12379.599609375,8761.400390625,8761.400390625,2282173,2024-05-13
2024-05-20,11050.3623046875,11054.25,11700.0,10180.0,11083.7001953125,675947,2024-05-20
2024-05-27,10763.3642578125,10767.150390625,11280.849609375,10180.0,11100.0,428880,2024-05-27
2024-06-03,10484.9111328125,10488.599609375,11450.0,9090.0,11450.0,441893,2024-06-03
2024-06-10,11086.0,11089.900390625,11190.0,10300.0,10488.599609375,357427,2024-06-10
2024-06-17,11105.244140625,11109.150390625,11600.0,10900.0,11089.900390625,251807,2024-06-17
2024-06-24,12907.05859375,12911.599609375,13249.9501953125,11047.2001953125,11132.099609375,516796,2024-06-24
2024-07-01,14014.619140625,14019.5498046875,14382.0,12776.599609375,13029.900390625,494694,2024-07-01
2024-07-08,12357.8525390625,12362.2001953125,14123.900390625,12150.0,13900.0,255035,2024-07-08
2024-07-15,11186.4140625,11190.349609375,12650.0,11077.5498046875,12251.0,298275,2024-07-15
2024-07-22,11543.5390625,11547.599609375,12300.0,10915.849609375,11160.0,337757,2024-07-22
2024-07-29,12035.3154296875,12039.5498046875,12673.7001953125,11510.2001953125,11668.7998046875,297495,2024-07-29
2024-08-05,11006.927734375,11010.7998046875,11986.150390625,10805.400390625,11642.099609375,247106,2024-08-05
2024-08-12,11824.5400390625,11828.7001953125,11860.0,10804.9501953125,11010.7998046875,125961,2024-08-12
2024-08-19,12202.2001953125,12202.2001953125,12518.2001953125,11860.0,12099.0,180616,2024-08-19
2024-08-26,12095.0498046875,12095.0498046875,12346.75,11640.0,12288.0,128397,2024-08-26
2024-09-02,11623.4501953125,11623.4501953125,12158.7001953125,11403.099609375,12120.0,152200,2024-09-02
2024-09-09,12822.849609375,12822.849609375,12900.0,11210.0,11517.7998046875,188858,2024-09-09
2024-09-16,12803.599609375,12803.599609375,13533.150390625,12456.0498046875,12830.0,280522,2024-09-16
2024-09-23,13647.7001953125,13647.7001953125,14231.2001953125,12619.0,12779.0,234416,2024-09-23
2024-09-30,14015.5,14015.5,14849.9501953125,13435.150390625,13690.0,186513,2024-09-30
2024-10-07,15899.2001953125,15899.2001953125,16549.94921875,13324.5,14015.5,576469,2024-10-07
2024-10-14,15531.5498046875,15531.5498046875,16400.0,15220.25,15899.2001953125,251835,2024-10-14
2024-10-21,13309.4501953125,13309.4501953125,15799.849609375,13024.7001953125,15699.0,197771,2024-10-21
2024-10-28,13923.75,13923.75,14660.599609375,13125.0,13300.0,270744,2024-10-28
2024-11-04,14039.349609375,14039.349609375,14945.0,13590.2001953125,13921.0498046875,217464,2024-11-04
2024-11-11,11782.349609375,11782.349609375,13900.0,11709.0498046875,13900.0,495101,2024-11-11
2024-11-18,11513.0498046875,11513.0498046875,12134.9501953125,10925.4501953125,11782.2998046875,428346,2024-11-18
2024-11-25,11978.5498046875,11978.5498046875,12825.0,11500.0,12000.0,669530,2024-11-25
2024-12-02,12074.9501953125,12074.9501953125,12436.0,11562.099609375,11980.0,313326,2024-12-02
2024-12-09,12990.0,12990.0,13238.9501953125,11950.0,12110.0498046875,204923,2024-12-09
2024-12-16,13316.4501953125,13316.4501953125,13441.150390625,12301.099609375,13024.7001953125,241973,2024-12-16
2024-12-23,14687.4501953125,14687.4501953125,14780.900390625,13106.099609375,13410.25,190386,2024-12-23
2024-12-30,15131.400390625,15131.400390625,15685.7001953125,13973.5498046875,14704.0,418544,2024-12-30
2025-01-06,13436.349609375,13436.349609375,15223.900390625,13214.75,15131.400390625,196938,2025-01-06
2025-01-13,12917.099609375,12917.099609375,13640.0,12515.0,13236.349609375,311139,2025-01-13
2025-01-20,11410.900390625,11410.900390625,13278.0,11266.0,13278.0,270585,2025-01-20
2025-01-27,12206.2998046875,12206.2998046875,14674.0,8801.0,11410.900390625,2248368,2025-01-27
2025-02-03,12274.0,12274.0,12625.5,11025.4501953125,11600.0,788996,2025-02-03
2025-02-10,11289.349609375,11289.349609375,12800.0498046875,11011.099609375,12800.0,408837,2025-02-10
2025-02-17,11567.099609375,11567.099609375,11623.0,10300.0,11100.0,662499,2025-02-17
2025-02-24,11284.349609375,11284.349609375,12018.2001953125,11123.599609375,11249.9501953125,439719,2025-02-24
2025-03-03,13049.349609375,13049.349609375,13955.0,11085.9501953125,11297.599609375,826189,2025-03-03
2025-03-10,12033.5,12033.5,13091.099609375,11927.2001953125,12800.0,398774,2025-03-10
2025-03-17,12059.7001953125,12059.7001953125,12900.0,11751.0,12033.4501953125,686233,2025-03-17
2025-03-24,12653.650390625,12653.650390625,13275.0,11950.0,12250.0,649082,2025-03-24
2025-03-31,12120.0498046875,12120.0498046875,12653.650390625,11990.099609375,12653.650390625,273939,2025-03-31
2025-04-07,11979.2998046875,11979.2998046875,12075.0,10400.0,10400.0,291933,2025-04-07
2025-04-14,13206.0,13206.0,13350.0,11979.2998046875,11979.2998046875,298394,2025-04-14
2025-04-21,13499.0,13499.0,14094.0,13153.0,13206.0,393114,2025-04-21
2025-04-28,14719.0,14719.0,14975.0,13389.0,13414.0,293114,2025-04-28
2025-05-05,15080.0,15080.0,15194.0,14152.0,14974.0,417195,2025-05-05
2025-05-12,15803.0,15803.0,16979.0,15301.0,15596.0,727531,2025-05-12
2025-05-19,17156.0,17156.0,17725.0,15750.0,15998.0,584528,2025-05-19
2025-05-26,19298.0,19298.0,19729.0,16240.0,17156.0,1104391,2025-05-26
2025-06-02,18203.0,18203.0,20298.0,18025.0,19280.0,688556,2025-06-02
2025-06-09,17780.0,17780.0,18441.0,16721.0,18265.0,625508,2025-06-09
2025-06-16,18684.0,18684.0,19275.0,17415.0,17780.0,898130,2025-06-16
2025-06-23,19942.0,19942.0,20221.0,18512.0,18684.0,642379,2025-06-23
2025-06-30,19965.0,19965.0,20699.0,18960.0,19942.0,638450,2025-06-30
2025-07-07,18570.0,18570.0,20090.0,18500.0,19965.0,491881,2025-07-07
2025-07-14,18435.0,18435.0,18960.0,18340.0,18655.0,177762,2025-07-14
