Date,Adj Close_SCI.NS,Close_SCI.NS,High_SCI.NS,Low_SCI.NS,Open_SCI.NS,Volume_SCI.NS,Date
2021-04-26,103.35932922363281,104.44999694824219,109.44999694824219,100.4000015258789,101.9000015258789,14831438,2021-04-26
2021-05-03,114.64029693603516,115.8499984741211,121.9000015258789,102.0,103.5999984741211,40907476,2021-05-03
2021-05-10,108.85138702392578,110.0,125.5,109.05000305175781,116.9000015258789,32742837,2021-05-10
2021-05-17,113.0570068359375,114.25,116.6500015258789,110.1500015258789,110.5,14728398,2021-05-17
2021-05-24,115.2340316772461,116.44999694824219,120.8499984741211,112.30000305175781,114.05000305175781,16890102,2021-05-24
2021-05-31,114.44239044189453,115.6500015258789,118.8499984741211,112.5,116.0,13984822,2021-05-31
2021-06-07,112.06745147705078,113.25,118.80000305175781,112.80000305175781,116.44999694824219,14557384,2021-06-07
2021-06-14,108.65347290039062,109.80000305175781,118.0,106.44999694824219,113.5,17639901,2021-06-14
2021-06-21,109.74199676513672,110.9000015258789,116.44999694824219,107.25,108.0,10004753,2021-06-21
2021-06-28,108.01026153564453,109.1500015258789,113.75,108.69999694824219,111.69999694824219,8257159,2021-06-28
2021-07-05,105.8827133178711,107.0,110.6500015258789,106.69999694824219,110.0999984741211,5540699,2021-07-05
2021-07-12,110.7810287475586,111.94999694824219,117.5999984741211,105.75,108.0,25754450,2021-07-12
2021-07-19,111.52318572998047,112.69999694824219,118.0,110.30000305175781,110.9000015258789,15608488,2021-07-19
2021-07-26,109.2472152709961,110.4000015258789,113.69999694824219,107.75,113.4000015258789,5854190,2021-07-26
2021-08-02,108.45556640625,109.5999984741211,113.80000305175781,107.8499984741211,111.4000015258789,12988869,2021-08-02
2021-08-09,103.4088134765625,104.5,110.5999984741211,101.55000305175781,110.0,7090397,2021-08-09
2021-08-16,95.09651947021484,96.0999984741211,104.94999694824219,95.0,104.94999694824219,3756923,2021-08-16
2021-08-23,105.84324645996094,106.69999694824219,111.25,93.1500015258789,97.0,13111990,2021-08-23
2021-08-30,104.7024917602539,105.55000305175781,109.30000305175781,104.75,107.4000015258789,6636500,2021-08-30
2021-09-06,109.41433715820312,110.30000305175781,112.0,104.55000305175781,106.05000305175781,8373812,2021-09-06
2021-09-13,111.1502914428711,112.05000305175781,117.4000015258789,111.0,111.0,13948336,2021-09-13
2021-09-20,113.43182373046875,114.3499984741211,118.5,112.1500015258789,114.0,11863562,2021-09-20
2021-09-27,124.09550476074219,125.0999984741211,128.0,112.5,115.0,26803726,2021-09-27
2021-10-04,124.44269561767578,125.44999694824219,133.39999389648438,122.30000305175781,126.19999694824219,22170818,2021-10-04
2021-10-11,140.85980224609375,142.0,145.5,127.0,127.0,33654333,2021-10-11
2021-10-18,130.74169921875,131.8000030517578,144.75,129.75,144.39999389648438,13888103,2021-10-18
2021-10-25,127.12100982666016,128.14999389648438,136.64999389648438,123.5999984741211,132.60000610351562,9331977,2021-10-25
2021-11-01,131.18807983398438,132.25,138.39999389648438,128.4499969482422,128.89999389648438,5476329,2021-11-01
2021-11-08,132.62646484375,133.6999969482422,138.89999389648438,130.5500030517578,132.39999389648438,6975562,2021-11-08
2021-11-15,139.5206298828125,140.64999389648438,142.8000030517578,128.0500030517578,133.6999969482422,24091721,2021-11-15
2021-11-22,146.06765747070312,147.25,151.5500030517578,135.3000030517578,140.75,31863510,2021-11-22
2021-11-29,152.5154571533203,153.75,160.1999969482422,141.89999389648438,147.9499969482422,28763263,2021-11-29
2021-12-06,148.1011962890625,149.3000030517578,154.89999389648438,147.25,154.85000610351562,10011258,2021-12-06
2021-12-13,140.76060485839844,141.89999389648438,151.3000030517578,138.75,150.60000610351562,9351599,2021-12-13
2021-12-20,135.00717163085938,136.10000610351562,140.0,129.6999969482422,140.0,8569907,2021-12-20
2021-12-27,133.8664093017578,134.9499969482422,137.8000030517578,133.1999969482422,135.39999389648438,4022591,2021-12-27
2022-01-03,137.5863037109375,138.6999969482422,147.25,134.8000030517578,135.5500030517578,11032684,2022-01-03
2022-01-10,138.1318817138672,139.25,140.8000030517578,134.39999389648438,138.6999969482422,5399280,2022-01-10
2022-01-17,124.88907623291016,125.9000015258789,143.89999389648438,124.0,139.25,12627817,2022-01-17
2022-01-24,122.21076202392578,123.19999694824219,128.5,117.5999984741211,125.80000305175781,6594341,2022-01-24
2022-01-31,129.05535888671875,130.10000610351562,135.85000610351562,121.75,123.0,19757774,2022-01-31
2022-02-07,122.85554504394531,123.8499984741211,130.3000030517578,123.4000015258789,129.4499969482422,5070285,2022-02-07
2022-02-14,115.86215209960938,116.80000305175781,124.55000305175781,114.0,122.80000305175781,6412053,2022-02-14
2022-02-21,103.313720703125,104.1500015258789,116.25,100.0,115.9000015258789,7636128,2022-02-21
2022-02-28,115.66375732421875,116.5999984741211,126.5,100.80000305175781,104.05000305175781,24185049,2022-02-28
2022-03-07,113.72941589355469,114.6500015258789,118.5,111.0,112.5,8720991,2022-03-07
2022-03-14,113.48141479492188,114.4000015258789,116.6500015258789,112.5,115.0,3777682,2022-03-14
2022-03-21,113.18383026123047,114.0999984741211,121.19999694824219,112.0,114.4000015258789,6467706,2022-03-21
2022-03-28,117.25090789794922,118.19999694824219,119.3499984741211,113.0,115.0,8617583,2022-03-28
2022-04-04,127.71620178222656,128.75,132.39999389648438,118.44999694824219,118.55000305175781,13153010,2022-04-04
2022-04-11,132.77523803710938,133.85000610351562,134.6999969482422,123.5,129.4499969482422,11451142,2022-04-11
2022-04-18,134.21359252929688,135.3000030517578,140.39999389648438,128.6999969482422,134.3000030517578,15695869,2022-04-18
2022-04-25,132.4776611328125,133.5500030517578,138.60000610351562,129.1999969482422,133.35000610351562,10049496,2022-04-25
2022-05-02,123.64912414550781,124.6500015258789,134.60000610351562,123.30000305175781,132.0,6455149,2022-05-02
2022-05-09,111.7950668334961,112.69999694824219,122.0,106.94999694824219,122.0,7275428,2022-05-09
2022-05-16,120.62360382080078,121.5999984741211,123.80000305175781,112.19999694824219,114.80000305175781,8622597,2022-05-16
2022-05-23,115.11817169189453,116.05000305175781,122.8499984741211,111.0,122.8499984741211,5004088,2022-05-23
2022-05-30,116.70532989501953,117.6500015258789,124.25,116.25,117.4000015258789,6986736,2022-05-30
2022-06-06,112.39025115966797,113.30000305175781,119.94999694824219,113.0,116.69999694824219,3068331,2022-06-06
2022-06-13,98.35387420654297,99.1500015258789,111.6500015258789,97.1500015258789,111.0,5428543,2022-06-13
2022-06-20,93.79080200195312,94.55000305175781,99.6500015258789,85.5999984741211,99.6500015258789,10992994,2022-06-20
2022-06-27,96.12193298339844,96.9000015258789,99.0,94.05000305175781,96.0,3462301,2022-06-27
2022-07-04,97.36190795898438,98.1500015258789,99.44999694824219,94.6500015258789,96.25,2901053,2022-07-04
2022-07-11,99.14744567871094,99.94999694824219,106.30000305175781,97.5999984741211,97.5999984741211,5817746,2022-07-11
2022-07-18,101.77616882324219,102.5999984741211,103.80000305175781,99.25,100.75,4314449,2022-07-18
2022-07-25,103.36331939697266,104.19999694824219,105.5,100.0,103.05000305175781,3926907,2022-07-25
2022-08-01,111.89427947998047,112.80000305175781,116.0,104.0,104.94999694824219,8883520,2022-08-01
2022-08-08,110.20791625976562,111.0999984741211,115.3499984741211,104.5,106.4000015258789,6683513,2022-08-08
2022-08-15,112.43984985351562,113.3499984741211,116.5,111.0999984741211,111.0999984741211,5067731,2022-08-15
2022-08-22,115.06857299804688,116.0,118.19999694824219,112.0,113.4000015258789,8078118,2022-08-22
2022-08-29,118.68926239013672,119.6500015258789,121.0999984741211,111.19999694824219,112.19999694824219,6345963,2022-08-29
2022-09-05,124.88907623291016,125.9000015258789,128.89999389648438,117.5999984741211,120.4000015258789,8094702,2022-09-05
2022-09-12,118.68926239013672,119.6500015258789,129.0,119.0,126.4000015258789,4700559,2022-09-12
2022-09-19,116.20933532714844,117.1500015258789,121.5,117.0,118.80000305175781,3397385,2022-09-19
2022-09-26,113.25202178955078,113.8499984741211,116.9000015258789,111.5999984741211,116.0,3016121,2022-09-26
2022-10-03,116.13678741455078,116.75,117.94999694824219,112.0999984741211,113.69999694824219,3237255,2022-10-03
2022-10-10,115.9378433227539,116.55000305175781,123.9000015258789,115.0,115.44999694824219,11569845,2022-10-10
2022-10-17,123.34870910644531,124.0,126.69999694824219,115.0,116.3499984741211,6234923,2022-10-17
2022-10-24,126.97954559326172,127.6500015258789,129.6999969482422,122.25,125.0999984741211,6973551,2022-10-24
2022-10-31,130.61038208007812,131.3000030517578,134.0,127.8499984741211,128.35000610351562,6783280,2022-10-31
2022-11-07,133.04750061035156,133.75,135.8000030517578,125.0,129.0,8079922,2022-11-07
2022-11-14,127.77532958984375,128.4499969482422,135.8000030517578,127.3499984741211,133.89999389648438,5025262,2022-11-14
2022-11-21,136.37991333007812,137.10000610351562,139.14999389648438,127.94999694824219,128.0,8588375,2022-11-21
2022-11-28,133.1967010498047,133.89999389648438,140.89999389648438,133.0500030517578,137.25,6628863,2022-11-28
2022-12-05,129.61563110351562,130.3000030517578,139.39999389648438,129.5,134.5500030517578,5617275,2022-12-05
2022-12-12,128.3721923828125,129.0500030517578,138.39999389648438,128.39999389648438,131.0,7429970,2022-12-12
2022-12-19,126.68111419677734,127.3499984741211,151.39999389648438,126.4000015258789,130.1999969482422,31407619,2022-12-19
2022-12-26,135.23594665527344,135.9499969482422,146.0,128.0,128.5,18834427,2022-12-26
2023-01-02,141.3039093017578,142.0500030517578,150.64999389648438,130.10000610351562,130.10000610351562,29773036,2023-01-02
2023-01-09,142.94525146484375,143.6999969482422,147.14999389648438,138.39999389648438,143.10000610351562,9186950,2023-01-09
2023-01-16,140.7567901611328,141.5,146.4499969482422,140.5500030517578,144.64999389648438,6459411,2023-01-16
2023-01-23,127.92455291748047,128.60000610351562,142.10000610351562,126.6500015258789,141.89999389648438,4269656,2023-01-23
2023-01-30,119.618408203125,120.25,135.39999389648438,115.19999694824219,129.3000030517578,8736074,2023-01-30
2023-02-06,119.36972045898438,120.0,126.19999694824219,118.4000015258789,121.0,5431660,2023-02-06
2023-02-13,118.47444152832031,119.0999984741211,122.69999694824219,113.4000015258789,120.0,4068360,2023-02-13
2023-02-20,122.55291748046875,123.19999694824219,129.0,112.8499984741211,119.80000305175781,13355311,2023-02-20
2023-02-27,117.8278579711914,118.44999694824219,122.25,117.80000305175781,122.0,5403088,2023-02-27
2023-03-06,120.56341552734375,121.19999694824219,122.69999694824219,117.1500015258789,119.1500015258789,3910174,2023-03-06
2023-03-13,128.17324829101562,128.85000610351562,129.85000610351562,122.1500015258789,125.5,12638071,2023-03-13
2023-03-20,131.8538055419922,132.5500030517578,140.0,127.05000305175781,130.0,13263499,2023-03-20
2023-03-27,93.10838317871094,93.5999984741211,132.5500030517578,88.94999694824219,132.3000030517578,11284662,2023-03-27
2023-04-03,80.52482604980469,80.94999694824219,93.75,80.30000305175781,93.75,3007191,2023-04-03
2023-04-10,89.62676239013672,90.0999984741211,93.55000305175781,79.19999694824219,79.19999694824219,4363742,2023-04-10
2023-04-17,91.46704864501953,91.94999694824219,99.19999694824219,87.25,91.0,7952315,2023-04-17
2023-04-24,90.72098541259766,91.19999694824219,92.6500015258789,89.0999984741211,92.5,3000826,2023-04-24
2023-05-01,94.55076599121094,95.05000305175781,97.19999694824219,91.0,91.19999694824219,5415163,2023-05-01
2023-05-08,96.2418441772461,96.75,102.69999694824219,93.69999694824219,95.94999694824219,20796960,2023-05-08
2023-05-15,94.50102996826172,95.0,98.75,93.5999984741211,97.19999694824219,4155072,2023-05-15
2023-05-22,94.60050201416016,95.0999984741211,96.8499984741211,93.5999984741211,94.94999694824219,2317894,2023-05-22
2023-05-29,96.09262084960938,96.5999984741211,97.4000015258789,94.5999984741211,95.3499984741211,2241800,2023-05-29
2023-06-05,101.76268768310547,102.30000305175781,107.5,96.69999694824219,96.69999694824219,14254397,2023-06-05
2023-06-12,104.49824523925781,105.05000305175781,107.44999694824219,102.4000015258789,104.80000305175781,7615321,2023-06-12
2023-06-19,101.21556854248047,101.75,106.69999694824219,101.5,105.05000305175781,4912790,2023-06-19
2023-06-26,100.27056884765625,100.80000305175781,105.19999694824219,100.1500015258789,102.0,3251685,2023-06-26
2023-07-03,99.1266098022461,99.6500015258789,102.6500015258789,99.0,100.94999694824219,3716960,2023-07-03
2023-07-10,100.07160949707031,100.5999984741211,102.9000015258789,98.69999694824219,100.0,5864256,2023-07-10
2023-07-17,97.93290710449219,98.44999694824219,101.3499984741211,97.80000305175781,100.94999694824219,3808270,2023-07-17
2023-07-24,97.28632354736328,97.80000305175781,99.5999984741211,96.80000305175781,98.5,3671556,2023-07-24
2023-07-31,102.35953521728516,102.9000015258789,104.5,98.0,98.0999984741211,10564995,2023-07-31
2023-08-07,102.8569107055664,103.4000015258789,103.9000015258789,99.05000305175781,103.44999694824219,7275567,2023-08-07
2023-08-14,116.88285064697266,117.5,123.0,101.05000305175781,103.0,39644275,2023-08-14
2023-08-21,124.09477233886719,124.75,130.89999389648438,113.9000015258789,118.5999984741211,36429102,2023-08-21
2023-08-28,128.62088012695312,129.3000030517578,132.0500030517578,124.9000015258789,125.0,14371982,2023-08-28
2023-09-04,154.30906677246094,154.60000610351562,163.1999969482422,132.0,132.0,79201649,2023-09-04
2023-09-11,142.6809844970703,142.9499969482422,164.0,136.10000610351562,161.0,29866652,2023-09-11
2023-09-18,139.5868377685547,139.85000610351562,147.4499969482422,136.5,142.9499969482422,15328916,2023-09-18
2023-09-25,145.72525024414062,146.0,152.6999969482422,138.8000030517578,140.0,27620790,2023-09-25
2023-10-02,147.02281188964844,147.3000030517578,155.6999969482422,138.5,146.0,30095091,2023-10-02
2023-10-09,146.87307739257812,147.14999389648438,153.3000030517578,140.10000610351562,144.0,17540102,2023-10-09
2023-10-16,148.37025451660156,148.64999389648438,162.39999389648438,147.5,147.5,37862081,2023-10-16
2023-10-23,140.5350341796875,140.8000030517578,149.64999389648438,128.5,149.64999389648438,11911894,2023-10-23
2023-10-30,138.73841857910156,139.0,143.0,136.60000610351562,141.89999389648438,5063852,2023-10-30
2023-11-06,131.40225219726562,131.64999389648438,136.8000030517578,130.75,131.0,9700534,2023-11-06
2023-11-13,134.14707946777344,134.39999389648438,139.75,131.5,132.10000610351562,7942873,2023-11-13
2023-11-20,133.84765625,134.10000610351562,139.25,131.6999969482422,134.8000030517578,12133308,2023-11-20
2023-11-27,146.47384643554688,146.75,149.0,134.0500030517578,134.10000610351562,24167491,2023-11-27
2023-12-04,160.74693298339844,161.0500030517578,165.0,148.3000030517578,151.0,37113652,2023-12-04
2023-12-11,158.3514404296875,158.64999389648438,167.5500030517578,155.75,162.0,17678690,2023-12-11
2023-12-18,163.7412872314453,164.0500030517578,175.0,154.5500030517578,159.8000030517578,55314895,2023-12-18
2023-12-25,162.59344482421875,162.89999389648438,171.0,162.5,164.0500030517578,14018485,2023-12-25
2024-01-01,170.5284881591797,170.85000610351562,178.9499969482422,159.5,163.39999389648438,42337113,2024-01-01
2024-01-08,172.17538452148438,172.5,177.9499969482422,166.6999969482422,171.85000610351562,23030571,2024-01-08
2024-01-15,170.57838439941406,170.89999389648438,179.60000610351562,162.64999389648438,173.8000030517578,22291443,2024-01-15
2024-01-22,208.85623168945312,209.25,214.39999389648438,170.89999389648438,170.89999389648438,76518335,2024-01-22
2024-01-29,264.7009582519531,265.20001220703125,270.0,204.0,211.5,115271655,2024-01-29
2024-02-05,233.11050415039062,233.5500030517578,290.75,226.35000610351562,271.75,74021077,2024-02-05
2024-02-12,227.52102661132812,227.9499969482422,237.8000030517578,204.5,234.5,27609843,2024-02-12
2024-02-19,244.98809814453125,245.4499969482422,258.70001220703125,229.60000610351562,230.0,19406242,2024-02-19
2024-02-26,232.7611541748047,233.1999969482422,247.8000030517578,222.0,246.0,11449061,2024-02-26
2024-03-04,226.07376098632812,226.5,242.10000610351562,224.8000030517578,234.4499969482422,6301015,2024-03-04
2024-03-11,197.97674560546875,198.35000610351562,226.5,189.5500030517578,226.5,10436185,2024-03-11
2024-03-18,196.57937622070312,196.9499969482422,208.25,190.0,203.0,8393395,2024-03-18
2024-03-25,208.40707397460938,208.8000030517578,212.0,191.85000610351562,196.9499969482422,9717322,2024-03-25
2024-04-01,229.6669921875,230.10000610351562,234.0,208.8000030517578,210.5,21194774,2024-04-01
2024-04-08,219.9353485107422,220.35000610351562,234.0,215.64999389648438,231.75,10212279,2024-04-08
2024-04-15,208.95603942871094,209.35000610351562,216.8000030517578,203.0500030517578,210.10000610351562,6714406,2024-04-15
2024-04-22,231.8129425048828,232.25,235.6999969482422,210.14999389648438,211.5,21760878,2024-04-22
2024-04-29,220.9833526611328,221.39999389648438,235.5,220.4499969482422,233.89999389648438,8000501,2024-04-29
2024-05-06,205.46263122558594,205.85000610351562,223.0500030517578,200.5500030517578,223.0,7896420,2024-05-06
2024-05-13,230.515380859375,230.9499969482422,237.10000610351562,198.3000030517578,206.6999969482422,29821612,2024-05-13
2024-05-20,262.0060119628906,262.5,274.70001220703125,228.6999969482422,234.6999969482422,60920002,2024-05-20
2024-05-27,245.2376251220703,245.6999969482422,269.6499938964844,233.85000610351562,266.45001220703125,22217537,2024-05-27
2024-06-03,245.93630981445312,246.39999389648438,266.79998779296875,203.39999389648438,265.0,36778054,2024-06-03
2024-06-10,270.77947998046875,271.2900085449219,274.29998779296875,240.61000061035156,247.9499969482422,42079431,2024-06-10
2024-06-17,264.6510314941406,265.1499938964844,289.70001220703125,264.0,271.2900085449219,38200660,2024-06-17
2024-06-24,251.37606811523438,251.85000610351562,268.45001220703125,248.36000061035156,260.1499938964844,16297054,2024-06-24
2024-07-01,268.3440856933594,268.8500061035156,276.45001220703125,246.64999389648438,252.9499969482422,27033124,2024-07-01
2024-07-08,344.9995422363281,345.6499938964844,384.20001220703125,256.04998779296875,269.95001220703125,148077994,2024-07-08
2024-07-15,304.775390625,305.3500061035156,351.8999938964844,303.54998779296875,347.79998779296875,41919335,2024-07-15
2024-07-22,277.6265563964844,278.1499938964844,334.8999938964844,277.25,304.0,73548849,2024-07-22
2024-07-29,283.2160339355469,283.75,296.6000061035156,276.8500061035156,280.95001220703125,42272863,2024-07-29
2024-08-05,256.9156188964844,257.3999938964844,276.45001220703125,248.35000610351562,274.95001220703125,25611800,2024-08-05
2024-08-12,270.4900207519531,271.0,288.75,259.5,271.95001220703125,36386802,2024-08-12
2024-08-19,275.8798522949219,276.3999938964844,280.79998779296875,268.04998779296875,272.3999938964844,14332666,2024-08-19
2024-08-26,268.69342041015625,269.20001220703125,279.8999938964844,262.54998779296875,277.8500061035156,9087639,2024-08-26
2024-09-02,256.0173034667969,256.5,276.3999938964844,255.64999389648438,270.45001220703125,13886860,2024-09-02
2024-09-09,246.14999389648438,246.14999389648438,258.5,240.0,256.5,10179315,2024-09-09
2024-09-16,258.1000061035156,258.1000061035156,263.8999938964844,236.6999969482422,247.3000030517578,21591047,2024-09-16
2024-09-23,267.6499938964844,267.6499938964844,274.25,256.5,260.0,17364841,2024-09-23
2024-09-30,244.25,244.25,266.8500061035156,242.4499969482422,265.1000061035156,5418088,2024-09-30
2024-10-07,243.85000610351562,243.85000610351562,249.9499969482422,230.4499969482422,245.14999389648438,7282578,2024-10-07
2024-10-14,235.75,235.75,249.64999389648438,232.75,245.0,12349630,2024-10-14
2024-10-21,202.75,202.75,240.5,201.8000030517578,237.5,11334050,2024-10-21
2024-10-28,220.0500030517578,220.0500030517578,221.0,199.3000030517578,204.0,10303161,2024-10-28
2024-11-04,212.3699951171875,212.3699951171875,227.5500030517578,211.10000610351562,219.86000061035156,9833030,2024-11-04
2024-11-11,208.0500030517578,208.0500030517578,243.64999389648438,207.2100067138672,223.0,62434007,2024-11-11
2024-11-18,220.74000549316406,220.74000549316406,222.8000030517578,203.64999389648438,209.0,15513834,2024-11-18
2024-11-25,234.8699951171875,234.8699951171875,239.1300048828125,221.00999450683594,225.0,19033474,2024-11-25
2024-12-02,238.86000061035156,238.86000061035156,242.39999389648438,231.77999877929688,232.91000366210938,10496458,2024-12-02
2024-12-09,230.58999633789062,230.58999633789062,243.0,225.10000610351562,239.05999755859375,8378978,2024-12-09
2024-12-16,211.57000732421875,211.57000732421875,236.3000030517578,210.0,231.97999572753906,6833731,2024-12-16
2024-12-23,208.9199981689453,208.9199981689453,214.88999938964844,206.5,214.0,4674285,2024-12-23
2024-12-30,214.4499969482422,214.4499969482422,218.6999969482422,203.5500030517578,209.0,6858313,2024-12-30
2025-01-06,199.9600067138672,199.9600067138672,215.8000030517578,198.25,215.57000732421875,6761486,2025-01-06
2025-01-13,204.94000244140625,204.94000244140625,205.61000061035156,182.82000732421875,199.0,9100632,2025-01-13
2025-01-20,194.57000732421875,194.57000732421875,210.94000244140625,192.16000366210938,205.14999389648438,6303453,2025-01-20
2025-01-27,204.89999389648438,204.89999389648438,207.39999389648438,177.8000030517578,192.47999572753906,15174077,2025-01-27
2025-02-03,191.55999755859375,191.55999755859375,200.8000030517578,190.0,200.0,6664043,2025-02-03
2025-02-10,154.22000122070312,154.22000122070312,183.22999572753906,153.0399932861328,177.99000549316406,13331579,2025-02-10
2025-02-17,161.49000549316406,161.49000549316406,166.75,147.2100067138672,151.5,9464702,2025-02-17
2025-02-24,145.94000244140625,145.94000244140625,161.5,144.0,159.61000061035156,4423153,2025-02-24
2025-03-03,157.69000244140625,157.69000244140625,161.75,138.25999450683594,146.0,8817418,2025-03-03
2025-03-10,148.69000244140625,148.69000244140625,160.74000549316406,148.22000122070312,159.00999450683594,4752599,2025-03-10
2025-03-17,169.25999450683594,169.25999450683594,184.35000610351562,145.0,149.0,72944104,2025-03-17
2025-03-24,165.27999877929688,165.27999877929688,184.7899932861328,164.1999969482422,171.0,37705573,2025-03-24
2025-03-31,165.66000366210938,165.66000366210938,174.35000610351562,163.75,165.27999877929688,13463226,2025-03-31
2025-04-07,171.75,171.75,173.9499969482422,147.0,147.0,15164556,2025-04-07
2025-04-14,175.6999969482422,175.6999969482422,178.77000427246094,171.75,171.75,7536779,2025-04-14
2025-04-21,173.82000732421875,173.82000732421875,186.22000122070312,172.47999572753906,177.0,17228319,2025-04-21
2025-04-28,175.25999450683594,175.25999450683594,188.99000549316406,168.5500030517578,173.25,26607982,2025-04-28
2025-05-05,161.91000366210938,161.91000366210938,178.49000549316406,158.05999755859375,175.25999450683594,11464463,2025-05-05
2025-05-12,188.77000427246094,188.77000427246094,193.5,168.27999877929688,171.0,40873334,2025-05-12
2025-05-19,202.47999572753906,202.47999572753906,205.89999389648438,178.60000610351562,189.5,66443827,2025-05-19
2025-05-26,201.52000427246094,201.52000427246094,207.7899932861328,198.50999450683594,202.47999572753906,18787022,2025-05-26
2025-06-02,213.66000366210938,213.66000366210938,218.74000549316406,199.10000610351562,201.36000061035156,34063943,2025-06-02
2025-06-09,227.05999755859375,227.05999755859375,236.5,198.8000030517578,214.60000610351562,98515203,2025-06-09
2025-06-16,219.60000610351562,219.60000610351562,242.75,212.1999969482422,234.0,100227405,2025-06-16
2025-06-23,227.0399932861328,227.0399932861328,230.50999450683594,217.0,218.99000549316406,40483930,2025-06-23
2025-06-30,221.42999267578125,221.42999267578125,228.27000427246094,220.10000610351562,228.10000610351562,10075654,2025-06-30
2025-07-07,221.66000366210938,221.66000366210938,231.75,220.6999969482422,222.5,19821223,2025-07-07
