Date,Adj Close_BAYERCROP.NS,Close_BAYERCROP.NS,High_BAYERCROP.NS,Low_BAYERCROP.NS,Open_BAYERCROP.NS,Volume_BAYERCROP.NS,Date
2021-03-01,4759.68603515625,5141.2001953125,5225.0,5045.10009765625,5218.0,87213,2021-03-01
2021-03-08,4799.77197265625,5184.5,5219.9501953125,5111.10009765625,5154.0,95309,2021-03-08
2021-03-15,4709.46142578125,5086.9501953125,5205.0,5007.0,5205.0,105580,2021-03-15
2021-03-22,4622.94580078125,4993.5,5149.9501953125,4921.7001953125,5149.9501953125,87108,2021-03-22
2021-03-29,4918.8291015625,5313.10009765625,5395.0,4965.0,4993.5,90135,2021-03-29
2021-04-05,4836.94287109375,5224.64990234375,5337.10009765625,5150.0,5241.0,66208,2021-04-05
2021-04-12,4759.4072265625,5140.89990234375,5247.9501953125,5070.14990234375,5227.0,32153,2021-04-12
2021-04-19,4759.638671875,5141.14990234375,5225.0,5010.0,5133.0,56063,2021-04-19
2021-04-26,4950.07470703125,5346.85009765625,5540.0,5150.4501953125,5175.0,123341,2021-04-26
2021-05-03,4923.22705078125,5317.85009765625,5431.0,5263.0498046875,5310.10009765625,65138,2021-05-03
2021-05-10,5015.80615234375,5417.85009765625,5567.2001953125,5285.0,5285.0,102346,2021-05-10
2021-05-17,5003.353515625,5404.39990234375,5530.0,5283.0,5477.7001953125,133897,2021-05-17
2021-05-24,4884.11181640625,5275.60009765625,5470.0498046875,5221.7001953125,5361.0,282686,2021-05-24
2021-05-31,4906.8408203125,5300.14990234375,5335.0498046875,5235.25,5332.0,91206,2021-05-31
2021-06-07,5058.994140625,5464.5,5519.5,5270.0498046875,5359.0,149599,2021-06-07
2021-06-14,5167.8671875,5582.10009765625,5743.5,5420.0,5519.5,208777,2021-06-14
2021-06-21,5187.5869140625,5603.39990234375,5697.89990234375,5510.0,5582.10009765625,70876,2021-06-21
2021-06-28,5248.04150390625,5668.7001953125,5920.0,5562.4501953125,5603.39990234375,120370,2021-06-28
2021-07-05,5184.43896484375,5600.0,5725.0,5555.0,5672.25,96220,2021-07-05
2021-07-12,5509.71630859375,5951.35009765625,6084.4501953125,5605.14990234375,5665.0,151151,2021-07-12
2021-07-19,5354.73876953125,5783.9501953125,5970.2001953125,5745.0498046875,5950.0,73872,2021-07-19
2021-07-26,5349.6005859375,5778.39990234375,5945.0,5707.0,5849.0,49697,2021-07-26
2021-08-02,5395.01220703125,5802.5,6059.0,5748.7001953125,5810.0,105463,2021-08-02
2021-08-09,5664.60107421875,6092.4501953125,6130.0,5751.0,5846.7001953125,152570,2021-08-09
2021-08-16,5203.8505859375,5596.89990234375,6079.89990234375,5560.0,6052.0,142831,2021-08-16
2021-08-23,4921.8037109375,5293.5498046875,5671.10009765625,5250.0,5614.9501953125,107358,2021-08-23
2021-08-30,5095.81103515625,5480.7001953125,5648.0,5255.0,5255.0,93967,2021-08-30
2021-09-06,5028.77490234375,5408.60009765625,5625.0,5341.5498046875,5490.0,71009,2021-09-06
2021-09-13,4979.72900390625,5355.85009765625,5593.0,5322.0498046875,5398.0,86660,2021-09-13
2021-09-20,4978.66015625,5354.7001953125,5440.75,5315.0,5389.9501953125,103148,2021-09-20
2021-09-27,4905.8583984375,5276.39990234375,5410.0,5267.85009765625,5410.0,57743,2021-09-27
2021-10-04,4850.81640625,5217.2001953125,5350.0,5177.0,5346.0,83031,2021-10-04
2021-10-11,4876.29150390625,5244.60009765625,5285.0498046875,5170.0,5220.0,38322,2021-10-11
2021-10-18,4671.50830078125,5024.35009765625,5273.2998046875,5011.0,5273.2998046875,81422,2021-10-18
2021-10-25,4637.990234375,4988.2998046875,5200.2001953125,4961.10009765625,5022.0,89697,2021-10-25
2021-11-01,4433.765625,4768.64990234375,5078.0,4625.0,5050.0,225134,2021-11-01
2021-11-08,4370.123046875,4700.2001953125,4969.0,4690.0,4770.0,92897,2021-11-08
2021-11-15,4409.91650390625,4743.0,4790.0,4575.0,4690.0,155911,2021-11-15
2021-11-22,4323.68017578125,4650.25,4827.39990234375,4640.0,4740.0,118122,2021-11-22
2021-11-29,4349.66748046875,4678.2001953125,4738.9501953125,4512.0,4555.0498046875,170720,2021-11-29
2021-12-06,4406.75537109375,4739.60009765625,4790.0,4653.0,4653.0,56659,2021-12-06
2021-12-13,4487.13427734375,4826.0498046875,4851.0,4666.0,4779.0,83757,2021-12-13
2021-12-20,4484.57763671875,4823.2998046875,4949.85009765625,4731.0498046875,4848.0,84375,2021-12-20
2021-12-27,4616.5126953125,4965.2001953125,4995.0,4770.5498046875,4809.0,52422,2021-12-27
2022-01-03,4586.48046875,4932.89990234375,5030.0,4850.0,4990.0,179084,2022-01-03
2022-01-10,4725.388671875,5082.2998046875,5168.0,4949.85009765625,4978.0,76050,2022-01-10
2022-01-17,4741.2880859375,5099.39990234375,5200.85009765625,4975.10009765625,5120.0,107584,2022-01-17
2022-01-24,4764.71826171875,5124.60009765625,5220.0,4855.0,5080.0,62337,2022-01-24
2022-01-31,4507.5888671875,4848.0498046875,5271.25,4830.0,5169.0,57584,2022-01-31
2022-02-07,4241.72119140625,4562.10009765625,4880.0,4535.14990234375,4880.0,147948,2022-02-07
2022-02-14,4152.927734375,4466.60009765625,4591.7998046875,4447.0,4560.0,105250,2022-02-14
2022-02-21,4126.56787109375,4438.25,4567.0,4218.0498046875,4480.0,100321,2022-02-21
2022-02-28,4081.381103515625,4389.64990234375,4508.0,4335.0,4416.0,112567,2022-02-28
2022-03-07,4148.046875,4461.35009765625,4572.75,4285.0498046875,4350.0,82506,2022-03-07
2022-03-14,4151.8583984375,4465.4501953125,4498.0,4310.0,4450.0,51622,2022-03-14
2022-03-21,4316.75341796875,4642.7998046875,4774.7001953125,4481.60009765625,4488.0,53507,2022-03-21
2022-03-28,4556.31005859375,4900.4501953125,4999.0,4540.0,4642.7998046875,129793,2022-03-28
2022-04-04,4496.89697265625,4836.5498046875,4968.4501953125,4767.0,4949.89990234375,49940,2022-04-04
2022-04-11,4546.59326171875,4890.0,4982.7998046875,4828.0,4828.0,40433,2022-04-11
2022-04-18,4502.47607421875,4842.5498046875,4974.9501953125,4800.0498046875,4890.0,27148,2022-04-18
2022-04-25,4323.35498046875,4649.89990234375,4910.0,4641.5,4825.0498046875,69402,2022-04-25
2022-05-02,4200.7646484375,4518.0498046875,4762.2001953125,4507.5498046875,4628.39990234375,39201,2022-05-02
2022-05-09,4201.64794921875,4519.0,4648.0,4298.5,4500.0,48950,2022-05-09
2022-05-16,4372.67919921875,4702.9501953125,4833.0,4435.9501953125,4491.0,29024,2022-05-16
2022-05-23,4724.97119140625,5081.85009765625,5100.0,4680.35009765625,4727.7001953125,209766,2022-05-23
2022-05-30,4983.26171875,5359.64990234375,5450.0,5054.4501953125,5189.9501953125,149067,2022-05-30
2022-06-06,4829.05859375,5193.7998046875,5377.89990234375,5156.0,5359.64990234375,26939,2022-06-06
2022-06-13,4581.69189453125,4927.75,5239.0,4850.0,5153.0,67009,2022-06-13
2022-06-20,4428.6982421875,4763.2001953125,5029.7001953125,4696.0,4930.0,46714,2022-06-20
2022-06-27,4719.2060546875,5075.64990234375,5135.0,4780.0,4780.0,39580,2022-06-27
2022-07-04,4838.96044921875,5204.4501953125,5309.9501953125,5080.0,5080.0,41303,2022-07-04
2022-07-11,4915.109375,5286.35009765625,5389.39990234375,5190.0,5231.7998046875,26184,2022-07-11
2022-07-18,4936.44775390625,5309.2998046875,5380.14990234375,5166.10009765625,5265.2001953125,43688,2022-07-18
2022-07-25,4913.52880859375,5284.64990234375,5395.0,5220.4501953125,5395.0,28798,2022-07-25
2022-08-01,5097.06591796875,5482.0498046875,5667.75,5230.0,5309.0,151456,2022-08-01
2022-08-08,5053.07470703125,5408.9501953125,5533.0,5270.7998046875,5507.0,69494,2022-08-08
2022-08-15,4903.74169921875,5249.10009765625,5438.39990234375,5231.0,5408.9501953125,30896,2022-08-15
2022-08-22,4985.20361328125,5336.2998046875,5360.0,5111.0,5111.0,180902,2022-08-22
2022-08-29,5002.11328125,5354.39990234375,5484.7001953125,5213.25,5213.25,112353,2022-08-29
2022-09-05,4867.35400390625,5210.14990234375,5460.0,5141.0,5410.0,74213,2022-09-05
2022-09-12,4504.69580078125,4821.9501953125,5289.89990234375,4776.0,5237.60009765625,66050,2022-09-12
2022-09-19,4520.5771484375,4838.9501953125,4940.0498046875,4788.0,4846.10009765625,33615,2022-09-19
2022-09-26,4561.775390625,4883.0498046875,4944.0,4660.10009765625,4801.0,56600,2022-09-26
2022-10-03,4435.470703125,4747.85009765625,4999.0,4736.60009765625,4949.0,38754,2022-10-03
2022-10-10,4343.63818359375,4649.5498046875,4815.0,4626.0498046875,4662.0,34327,2022-10-10
2022-10-17,4364.423828125,4671.7998046875,4769.75,4592.14990234375,4659.9501953125,40910,2022-10-17
2022-10-24,4349.5703125,4655.89990234375,4749.89990234375,4632.9501953125,4640.0,22386,2022-10-24
2022-10-31,4339.43408203125,4645.0498046875,4726.2001953125,4555.0,4655.89990234375,213102,2022-10-31
2022-11-07,4361.10791015625,4668.25,4765.0,4650.0,4657.10009765625,43012,2022-11-07
2022-11-14,4240.1279296875,4538.75,4769.89990234375,4526.0,4668.25,48763,2022-11-14
2022-11-21,4335.67578125,4541.4501953125,4637.39990234375,4505.0,4533.2998046875,26418,2022-11-21
2022-11-28,4425.1298828125,4635.14990234375,4659.9501953125,4492.0,4541.4501953125,357109,2022-11-28
2022-12-05,4536.49462890625,4751.7998046875,4840.0,4610.0,4637.0,169991,2022-12-05
2022-12-12,4611.3427734375,4830.2001953125,4884.0,4600.0,4768.60009765625,92576,2022-12-12
2022-12-19,4530.0029296875,4745.0,4830.2001953125,4586.0,4830.2001953125,58636,2022-12-19
2022-12-26,4713.68505859375,4937.39990234375,4968.89990234375,4675.0,4681.0498046875,69310,2022-12-26
2023-01-02,4518.451171875,4732.89990234375,5037.75,4721.0,4963.0,49396,2023-01-02
2023-01-09,4465.943359375,4677.89990234375,4757.7998046875,4630.2001953125,4756.5498046875,160164,2023-01-09
2023-01-16,4419.783203125,4629.5498046875,4794.0,4620.10009765625,4677.85009765625,65530,2023-01-16
2023-01-23,4293.62158203125,4497.39990234375,4629.5498046875,4413.25,4629.5,25975,2023-01-23
2023-01-30,4188.93994140625,4387.75,4522.39990234375,4349.0498046875,4500.0,32536,2023-01-30
2023-02-06,4274.09814453125,4476.9501953125,4550.0,4355.0,4400.0,43320,2023-02-06
2023-02-13,4301.974609375,4506.14990234375,4528.5498046875,4401.0498046875,4479.39990234375,28799,2023-02-13
2023-02-20,4235.48095703125,4436.5,4565.9501953125,4366.60009765625,4529.89990234375,49360,2023-02-20
2023-02-27,4026.30859375,4217.39990234375,4459.89990234375,4212.0,4458.0,53424,2023-02-27
2023-03-06,3944.0615234375,4131.25,4238.14990234375,4106.0,4229.89990234375,46749,2023-03-06
2023-03-13,3807.398193359375,3988.10009765625,4152.0,3958.050048828125,4125.0,62037,2023-03-13
2023-03-20,3819.283935546875,4000.550048828125,4083.949951171875,3949.0,4006.60009765625,42038,2023-03-20
2023-03-27,3892.890380859375,4077.64990234375,4110.0,3920.449951171875,4019.0,135094,2023-03-27
2023-04-03,3894.752197265625,4079.60009765625,4149.89990234375,4000.0,4134.0,81606,2023-04-03
2023-04-10,3928.786865234375,4115.25,4150.0,4078.0,4100.0,34433,2023-04-10
2023-04-17,3912.795654296875,4098.5,4142.7998046875,4060.0,4090.050048828125,20676,2023-04-17
2023-04-24,3953.274658203125,4140.89990234375,4175.0,4070.050048828125,4092.050048828125,18834,2023-04-24
2023-05-01,3960.81640625,4148.7998046875,4225.0,4091.0,4140.89990234375,41481,2023-05-01
2023-05-08,3955.756591796875,4143.5,4224.39990234375,4120.10009765625,4174.0,27105,2023-05-08
2023-05-15,3949.0263671875,4136.4501953125,4194.0,4099.89990234375,4160.0,25265,2023-05-15
2023-05-22,3938.09521484375,4125.0,4230.0,4088.0,4138.9501953125,55737,2023-05-22
2023-05-29,4100.29638671875,4294.89990234375,4350.0,4100.0,4128.0,98441,2023-05-29
2023-06-05,4064.639404296875,4257.5498046875,4450.89990234375,4222.60009765625,4350.0,53960,2023-06-05
2023-06-12,4057.240478515625,4249.7998046875,4379.89990234375,4141.0,4280.0,349348,2023-06-12
2023-06-19,4095.571533203125,4289.9501953125,4340.0,4247.14990234375,4269.0,169322,2023-06-19
2023-06-26,4182.44775390625,4380.9501953125,4395.0,4275.0,4289.9501953125,73190,2023-06-26
2023-07-03,4431.00146484375,4641.2998046875,4660.0,4370.2998046875,4395.0,185299,2023-07-03
2023-07-10,4385.41455078125,4593.5498046875,4727.89990234375,4582.0,4659.0,56959,2023-07-10
2023-07-17,4402.36083984375,4611.2998046875,4710.2001953125,4599.9501953125,4599.9501953125,52713,2023-07-17
2023-07-24,4194.66796875,4393.75,4649.89990234375,4350.85009765625,4611.2998046875,86111,2023-07-24
2023-07-31,4363.1708984375,4570.25,4600.0,4380.9501953125,4381.5498046875,65720,2023-07-31
2023-08-07,4567.79248046875,4753.0498046875,4881.39990234375,4540.0,4595.0,200906,2023-08-07
2023-08-14,4549.38916015625,4733.89990234375,4850.0,4679.75,4753.0498046875,65411,2023-08-14
2023-08-21,4532.28271484375,4716.10009765625,4800.0,4658.0,4710.0,75538,2023-08-21
2023-08-28,4603.7353515625,4790.4501953125,4935.0,4662.10009765625,4729.89990234375,160874,2023-08-28
2023-09-04,5098.7578125,5305.5498046875,5450.0,4784.64990234375,4832.7998046875,531250,2023-09-04
2023-09-11,4961.716796875,5162.9501953125,5332.0498046875,5073.0,5311.0,92295,2023-09-11
2023-09-18,5183.857421875,5394.10009765625,5445.0,5210.10009765625,5260.0,96288,2023-09-18
2023-09-25,5132.2021484375,5340.35009765625,5421.0498046875,5182.10009765625,5421.0498046875,74467,2023-09-25
2023-10-02,5078.384765625,5284.35009765625,5548.0,5270.0,5340.35009765625,60830,2023-10-02
2023-10-09,5055.271484375,5260.2998046875,5424.0,5225.5498046875,5252.64990234375,70681,2023-10-09
2023-10-16,4889.97607421875,5088.2998046875,5303.14990234375,5081.7998046875,5278.25,44982,2023-10-16
2023-10-23,4667.78759765625,4857.10009765625,5125.2001953125,4821.0,5080.0,47879,2023-10-23
2023-10-30,4990.40283203125,5192.7998046875,5288.7998046875,4812.89990234375,4881.35009765625,237800,2023-10-30
2023-11-06,5221.91357421875,5433.7001953125,5538.0,5220.0,5220.0,263130,2023-11-06
2023-11-13,5161.6572265625,5371.0,5624.9501953125,5327.0498046875,5490.0,79326,2023-11-13
2023-11-20,5154.978515625,5262.75,5417.0,5240.7001953125,5397.85009765625,51448,2023-11-20
2023-11-27,5263.9013671875,5373.9501953125,5445.0,5200.0,5262.75,44964,2023-11-27
2023-12-04,5313.90576171875,5425.0,5555.64990234375,5300.0,5402.2001953125,150143,2023-12-04
2023-12-11,5289.66259765625,5400.25,5500.0,5226.75,5425.0,57084,2023-12-11
2023-12-18,5485.42041015625,5600.10009765625,5625.0,5361.0498046875,5408.0,124442,2023-12-18
2023-12-25,5438.158203125,5551.85009765625,5779.9501953125,5501.14990234375,5600.10009765625,99923,2023-12-25
2024-01-01,5477.73095703125,5592.25,5624.9501953125,5451.0,5624.0,219722,2024-01-01
2024-01-08,5678.63134765625,5797.35009765625,5984.9501953125,5517.4501953125,5604.25,123517,2024-01-08
2024-01-15,5636.2666015625,5754.10009765625,6011.5,5679.5,5841.60009765625,70792,2024-01-15
2024-01-22,5738.13720703125,5858.10009765625,5999.0,5732.39990234375,5754.10009765625,43237,2024-01-22
2024-01-29,5670.10888671875,5788.64990234375,6166.0,5722.0,5858.0498046875,203463,2024-01-29
2024-02-05,5711.73828125,5831.14990234375,5875.0,5665.0498046875,5721.0,67618,2024-02-05
2024-02-12,5732.21044921875,5852.0498046875,6058.0,5790.0,5831.14990234375,75311,2024-02-12
2024-02-19,5805.919921875,5927.2998046875,6201.25,5822.0,5822.0,86273,2024-02-19
2024-02-26,5529.205078125,5644.7998046875,5998.89990234375,5621.39990234375,5902.0,48311,2024-02-26
2024-03-04,5363.66552734375,5475.7998046875,5700.0,5436.0498046875,5700.0,55757,2024-03-04
2024-03-11,4881.8388671875,4983.89990234375,5522.89990234375,4901.2001953125,5504.60009765625,120876,2024-03-11
2024-03-18,4974.99169921875,5079.0,5149.0,4930.0,4955.89990234375,52863,2024-03-18
2024-03-25,5146.7509765625,5254.35009765625,5404.64990234375,4977.0,5079.0,89309,2024-03-25
2024-04-01,5311.94677734375,5423.0,5594.7001953125,5250.0,5250.14990234375,54971,2024-04-01
2024-04-08,5363.763671875,5475.89990234375,5525.9501953125,5282.10009765625,5436.0,76034,2024-04-08
2024-04-15,5599.82861328125,5716.89990234375,5818.0,5230.0,5230.0,286001,2024-04-15
2024-04-22,5412.20068359375,5525.35009765625,5839.89990234375,5505.0,5826.0,77736,2024-04-22
2024-04-29,5350.5400390625,5462.39990234375,5588.0,5403.14990234375,5536.64990234375,47002,2024-04-29
2024-05-06,5132.25341796875,5239.5498046875,5518.7001953125,5220.0498046875,5497.89990234375,48450,2024-05-06
2024-05-13,5470.3359375,5584.7001953125,5650.0,5153.2001953125,5239.5498046875,196383,2024-05-13
2024-05-20,5172.85498046875,5281.0,5752.5,5264.0,5525.2998046875,144340,2024-05-20
2024-05-27,4925.67236328125,5028.64990234375,5296.7998046875,4949.0,5281.0,133219,2024-05-27
2024-06-03,5582.34375,5699.0498046875,5718.0,4926.60009765625,5100.0,147277,2024-06-03
2024-06-10,5982.6259765625,6107.7001953125,6180.0,5620.0498046875,5699.10009765625,198236,2024-06-10
2024-06-17,6379.87060546875,6513.25,6670.0,6068.14990234375,6107.7001953125,383609,2024-06-17
2024-06-24,6574.9423828125,6712.39990234375,6825.0,6280.9501953125,6496.9501953125,278491,2024-06-24
2024-07-01,6432.76513671875,6567.25,6976.89990234375,6402.0,6714.0,177816,2024-07-01
2024-07-08,6425.17333984375,6559.5,6709.2998046875,6483.7998046875,6568.0,274015,2024-07-08
2024-07-15,6395.83642578125,6529.5498046875,6754.4501953125,6484.0,6587.7001953125,167591,2024-07-15
2024-07-22,6486.88330078125,6622.5,6804.64990234375,6370.0,6520.0,345430,2024-07-22
2024-07-29,6733.771484375,6874.5498046875,7103.7001953125,6632.39990234375,6657.39990234375,172325,2024-07-29
2024-08-05,6496.15673828125,6598.60009765625,7196.85009765625,6350.0,6800.0,301812,2024-08-05
2024-08-12,6063.08642578125,6158.7001953125,6620.0,6044.0,6600.0,123718,2024-08-12
2024-08-19,6169.65576171875,6266.9501953125,6415.4501953125,6140.0,6200.0,393757,2024-08-19
2024-08-26,6191.41259765625,6289.0498046875,6475.5,6235.7998046875,6303.4501953125,265550,2024-08-26
2024-09-02,6236.6982421875,6335.0498046875,6560.0,6289.0498046875,6322.2001953125,231364,2024-09-02
2024-09-09,6395.05126953125,6495.89990234375,6564.2001953125,6213.39990234375,6343.2001953125,169987,2024-09-09
2024-09-16,6149.12939453125,6246.10009765625,6597.0,6228.0,6500.0,97904,2024-09-16
2024-09-23,6203.8662109375,6301.7001953125,6386.5,6151.0,6250.0,190670,2024-09-23
2024-09-30,6537.94775390625,6641.0498046875,6758.85009765625,6255.0,6255.0,346075,2024-09-30
2024-10-07,6609.61767578125,6713.85009765625,6919.60009765625,6542.14990234375,6740.0,366010,2024-10-07
2024-10-14,6473.95654296875,6576.0498046875,6912.25,6495.35009765625,6729.9501953125,157776,2024-10-14
2024-10-21,6224.884765625,6323.0498046875,6800.0,6253.39990234375,6551.0,122923,2024-10-21
2024-10-28,6551.14013671875,6654.4501953125,6710.0,6302.0,6356.2001953125,64317,2024-10-28
2024-11-04,6493.99072265625,6596.39990234375,6862.25,6548.60009765625,6720.0,178710,2024-11-04
2024-11-11,5801.36376953125,5892.85009765625,6631.10009765625,5875.10009765625,6631.10009765625,85935,2024-11-11
2024-11-18,5647.982421875,5737.0498046875,5949.9501953125,5617.5498046875,5800.0498046875,178685,2024-11-18
2024-11-25,5603.9267578125,5692.2998046875,5895.0,5620.5498046875,5751.14990234375,151311,2024-11-25
2024-12-02,6037.9501953125,6037.9501953125,6224.5,5660.10009765625,5710.0498046875,109826,2024-12-02
2024-12-09,6243.0,6243.0,6349.0,6009.64990234375,6037.9501953125,103141,2024-12-09
2024-12-16,5861.7001953125,5861.7001953125,6277.7998046875,5560.0,6200.0,151970,2024-12-16
2024-12-23,5799.9501953125,5799.9501953125,5923.0,5675.25,5815.0498046875,63825,2024-12-23
2024-12-30,5627.2998046875,5627.2998046875,5829.0,5412.4501953125,5800.0,142641,2024-12-30
2025-01-06,5320.10009765625,5320.10009765625,5775.85009765625,5271.0498046875,5627.2998046875,109658,2025-01-06
2025-01-13,5106.2998046875,5106.2998046875,5289.9501953125,5080.0498046875,5272.0498046875,95978,2025-01-13
2025-01-20,4960.2001953125,4960.2001953125,5188.9501953125,4920.0498046875,5111.0,87388,2025-01-20
2025-01-27,5139.60009765625,5139.60009765625,5186.5498046875,4784.85009765625,4934.89990234375,75695,2025-01-27
2025-02-03,4951.2001953125,4951.2001953125,5239.0,4925.5,5144.85009765625,49654,2025-02-03
2025-02-10,4490.5498046875,4490.5498046875,4951.0498046875,4217.4501953125,4927.0,503564,2025-02-10
2025-02-17,4825.60009765625,4825.60009765625,4909.4501953125,4357.60009765625,4450.0,148012,2025-02-17
2025-02-24,4729.10009765625,4729.10009765625,5010.0498046875,4605.0,4825.60009765625,154977,2025-02-24
2025-03-03,4877.4501953125,4877.4501953125,4980.2998046875,4548.7998046875,4738.25,109779,2025-03-03
2025-03-10,4737.9501953125,4737.9501953125,4935.0,4674.7001953125,4895.0,115101,2025-03-10
2025-03-17,4874.25,4874.25,5020.0,4711.64990234375,4750.0498046875,102398,2025-03-17
2025-03-24,4909.60009765625,4909.60009765625,5288.89990234375,4661.0498046875,4900.5498046875,552699,2025-03-24
2025-03-31,4815.89990234375,4815.89990234375,4949.0,4723.0,4909.60009765625,111599,2025-03-31
2025-04-07,4826.89990234375,4826.89990234375,4894.89990234375,4602.5498046875,4654.0498046875,97982,2025-04-07
2025-04-14,4997.5,4997.5,5095.0,4780.60009765625,4826.89990234375,136602,2025-04-14
2025-04-21,4897.39990234375,4897.39990234375,5038.5,4783.5,5005.10009765625,129173,2025-04-21
2025-04-28,4687.7998046875,4687.7998046875,4898.0,4400.0,4897.0,73600,2025-04-28
2025-05-05,4617.89990234375,4617.89990234375,4779.0,4509.2998046875,4723.89990234375,117040,2025-05-05
2025-05-12,5040.7001953125,5040.7001953125,5059.7998046875,4686.10009765625,4700.0,153465,2025-05-12
2025-05-19,4989.2001953125,4989.2001953125,5199.0,4965.0,5064.89990234375,153347,2025-05-19
2025-05-26,5678.2998046875,5678.2998046875,5857.89990234375,5020.0,5053.10009765625,1902565,2025-05-26
2025-06-02,5498.0,5498.0,5769.5,5472.5,5561.0,157064,2025-06-02
2025-06-09,5451.0,5451.0,5539.5,5315.0,5460.5,108971,2025-06-09
2025-06-16,5550.5,5550.5,5749.0,5401.0,5426.0,175213,2025-06-16
2025-06-23,6114.0,6114.0,6187.0,5485.0,5551.0,335356,2025-06-23
2025-06-30,6435.5,6435.5,6484.0,6070.5,6148.0,421792,2025-06-30
2025-07-07,6196.0,6196.0,6511.0,6135.0,6477.5,210002,2025-07-07
2025-07-14,6359.0,6359.0,6410.0,6164.5,6180.0,95725,2025-07-14
