Date,Adj Close_PGHL.NS,Close_PGHL.NS,High_PGHL.NS,Low_PGHL.NS,Open_PGHL.NS,Volume_PGHL.NS,Date
2022-05-23,4047.373779296875,4249.14990234375,4448.14990234375,4150.0,4366.64990234375,18051,2022-05-23
2022-05-30,4118.2412109375,4323.5498046875,4410.0,4200.0498046875,4211.0,16335,2022-05-30
2022-06-06,4042.27783203125,4243.7998046875,4475.0,4211.5498046875,4300.0,19389,2022-06-06
2022-06-13,3802.5302734375,3992.10009765625,4250.0,3919.64990234375,4250.0,109767,2022-06-13
2022-06-20,3859.5859375,4052.0,4150.0,3901.050048828125,3946.0,26678,2022-06-20
2022-06-27,3946.169189453125,4142.89990234375,4392.9501953125,4020.050048828125,4072.300048828125,27484,2022-06-27
2022-07-04,4069.94873046875,4272.85009765625,4388.0,4138.0498046875,4168.14990234375,79798,2022-07-04
2022-07-11,4015.322021484375,4215.5,4352.0,4185.0,4272.85009765625,14762,2022-07-11
2022-07-18,4209.7783203125,4419.64990234375,4480.0,4175.0,4241.64990234375,37639,2022-07-18
2022-07-25,4222.3984375,4432.89990234375,4500.0,4281.0498046875,4409.0,19240,2022-07-25
2022-08-01,4219.8740234375,4430.25,4491.0,4350.0,4433.0,21188,2022-08-01
2022-08-08,4162.9619140625,4370.5,4478.9501953125,4346.64990234375,4454.0,11200,2022-08-08
2022-08-15,4168.20068359375,4376.0,4428.0,4299.85009765625,4370.5,19239,2022-08-15
2022-08-22,4015.798095703125,4216.0,4397.89990234375,4157.2001953125,4397.89990234375,66919,2022-08-22
2022-08-29,4014.892822265625,4215.0498046875,4275.0,4154.10009765625,4195.0,32963,2022-08-29
2022-09-05,4086.56982421875,4290.2998046875,4350.0,4200.0,4241.35009765625,21409,2022-09-05
2022-09-12,3950.55126953125,4147.5,4363.60009765625,4100.0,4311.7998046875,137207,2022-09-12
2022-09-19,3899.87744140625,4094.300048828125,4188.7001953125,4065.0,4164.85009765625,36836,2022-09-19
2022-09-26,3911.9267578125,4106.9501953125,4149.89990234375,3900.550048828125,4114.7998046875,35628,2022-09-26
2022-10-03,4034.038330078125,4235.14990234375,4354.0,4073.5,4073.5,29871,2022-10-03
2022-10-10,3941.216552734375,4137.7001953125,4267.9501953125,4100.10009765625,4221.0,15920,2022-10-10
2022-10-17,3813.15087890625,4003.25,4191.0,3950.0,4122.2998046875,24282,2022-10-17
2022-10-24,3832.96337890625,4024.050048828125,4057.5,3950.0,4041.14990234375,14512,2022-10-24
2022-10-31,4039.419921875,4240.7998046875,4306.2001953125,4004.0,4024.050048828125,30309,2022-10-31
2022-11-07,4025.22802734375,4225.89990234375,4254.2001953125,4151.0,4240.7998046875,11125,2022-11-07
2022-11-14,3989.8896484375,4188.7998046875,4380.0,4160.0,4302.25,41693,2022-11-14
2022-11-21,3898.341552734375,4081.89990234375,4249.0,4055.0,4200.0,59421,2022-11-21
2022-11-28,3991.40966796875,4179.35009765625,4232.39990234375,4050.050048828125,4100.0,87451,2022-11-28
2022-12-05,4008.4091796875,4197.14990234375,4298.0,4075.0,4168.60009765625,21755,2022-12-05
2022-12-12,3932.9140625,4118.10009765625,4240.0,4085.800048828125,4162.10009765625,26815,2022-12-12
2022-12-19,3879.90966796875,4062.60009765625,4197.0,4029.800048828125,4138.7001953125,50684,2022-12-19
2022-12-26,3775.23828125,3953.0,4236.0498046875,3870.10009765625,4075.5,91437,2022-12-26
2023-01-02,3831.44189453125,4011.85009765625,4085.949951171875,3955.10009765625,3975.0,47789,2023-01-02
2023-01-09,3889.74609375,4072.89990234375,4097.0,3980.10009765625,4012.10009765625,21870,2023-01-09
2023-01-16,3901.206787109375,4084.89990234375,4131.9501953125,4041.199951171875,4079.949951171875,22256,2023-01-16
2023-01-23,3861.095458984375,4042.89990234375,4109.39990234375,3980.0,4105.35009765625,15752,2023-01-23
2023-01-30,3917.967529296875,4102.4501953125,4140.0,4007.25,4042.89990234375,20418,2023-01-30
2023-02-06,4491.41650390625,4702.89990234375,4854.4501953125,4350.0,4350.0,283206,2023-02-06
2023-02-13,4386.83984375,4593.39990234375,4738.9501953125,4580.0,4700.0,29206,2023-02-13
2023-02-20,4511.7138671875,4678.9501953125,4710.4501953125,4521.0,4616.39990234375,42372,2023-02-20
2023-02-27,4799.39990234375,4977.2998046875,5124.0,4618.64990234375,4678.0,139195,2023-02-27
2023-03-06,4930.49072265625,5113.25,5249.0,4993.7998046875,5147.89990234375,82454,2023-03-06
2023-03-13,4692.3193359375,4866.25,5152.0,4800.10009765625,5130.0498046875,51103,2023-03-13
2023-03-20,4726.068359375,4901.25,5135.89990234375,4760.0,4999.9501953125,45912,2023-03-20
2023-03-27,4518.5595703125,4686.0498046875,4958.7001953125,4492.7998046875,4909.9501953125,51285,2023-03-27
2023-04-03,4566.146484375,4735.39990234375,4825.0,4673.9501953125,4709.5,16019,2023-04-03
2023-04-10,4686.244140625,4859.9501953125,4979.89990234375,4798.0,4979.89990234375,34047,2023-04-10
2023-04-17,4513.931640625,4681.25,4869.89990234375,4635.0,4859.9501953125,39554,2023-04-17
2023-04-24,4492.28369140625,4658.7998046875,4798.0,4625.0,4671.2998046875,59651,2023-04-24
2023-05-01,4581.3818359375,4751.2001953125,4764.9501953125,4643.7998046875,4658.7998046875,50217,2023-05-01
2023-05-08,4567.64111328125,4736.9501953125,4764.5498046875,4575.0,4705.0,54396,2023-05-08
2023-05-15,4823.98828125,5002.7998046875,5100.0,4650.5,4766.4501953125,89143,2023-05-15
2023-05-22,4985.26025390625,5170.0498046875,5195.0,4890.0,5027.85009765625,46986,2023-05-22
2023-05-29,5093.40283203125,5282.2001953125,5316.89990234375,5100.0,5195.9501953125,38594,2023-05-29
2023-06-05,4820.66162109375,4999.35009765625,5369.0,4954.0,5285.0,44802,2023-06-05
2023-06-12,4917.56982421875,5099.85009765625,5360.0,4970.0,4976.0,53749,2023-06-12
2023-06-19,4964.81884765625,5148.85009765625,5245.0,5056.10009765625,5109.9501953125,68234,2023-06-19
2023-06-26,5066.88525390625,5254.7001953125,5288.89990234375,5112.10009765625,5180.75,19961,2023-06-26
2023-07-03,4969.9287109375,5154.14990234375,5348.0,5080.0498046875,5207.0,58568,2023-07-03
2023-07-10,4927.59814453125,5110.25,5214.85009765625,5010.2998046875,5154.0,66813,2023-07-10
2023-07-17,4974.55810546875,5158.9501953125,5246.9501953125,5110.25,5110.25,35389,2023-07-17
2023-07-24,5123.72802734375,5313.64990234375,5340.0,5119.9501953125,5160.0,37457,2023-07-24
2023-07-31,5125.3193359375,5315.2998046875,5500.0,5256.0498046875,5346.35009765625,64028,2023-07-31
2023-08-07,5116.68896484375,5306.35009765625,5477.89990234375,5211.0,5420.0,31319,2023-08-07
2023-08-14,5054.494140625,5241.85009765625,5400.0,5120.5498046875,5306.35009765625,20832,2023-08-14
2023-08-21,4734.0234375,4909.5,5448.0,4890.0,5210.0,84502,2023-08-21
2023-08-28,4665.2236328125,4838.14990234375,4937.4501953125,4753.0,4850.0,83319,2023-08-28
2023-09-04,4875.2392578125,5055.9501953125,5144.0,4825.0498046875,4825.0498046875,52070,2023-09-04
2023-09-11,4752.7294921875,4928.89990234375,5177.89990234375,4865.0,5065.0,82612,2023-09-11
2023-09-18,4688.9921875,4862.7998046875,4999.9501953125,4851.5,4953.5,38767,2023-09-18
2023-09-25,4930.15380859375,5112.89990234375,5187.0,4850.0498046875,4859.89990234375,51867,2023-09-25
2023-10-02,4907.1552734375,5089.0498046875,5144.0,5003.35009765625,5112.89990234375,22032,2023-10-02
2023-10-09,4943.6044921875,5126.85009765625,5157.5498046875,4990.0498046875,5050.0,33452,2023-10-09
2023-10-16,4978.751953125,5163.2998046875,5199.0,5091.5498046875,5099.9501953125,23606,2023-10-16
2023-10-23,4888.6904296875,5069.89990234375,5185.0,4934.5498046875,5171.85009765625,16676,2023-10-23
2023-10-30,4953.97119140625,5137.60009765625,5151.0,4900.0,5095.2001953125,18483,2023-10-30
2023-11-06,5023.34912109375,5209.5498046875,5244.89990234375,5050.0,5106.10009765625,30978,2023-11-06
2023-11-13,4953.92236328125,5137.5498046875,5240.7998046875,5012.2998046875,5200.0,22310,2023-11-13
2023-11-20,4970.89306640625,5155.14990234375,5282.0,5094.5498046875,5138.0,45254,2023-11-20
2023-11-27,4993.29052734375,5128.25,5232.10009765625,5046.0498046875,5155.14990234375,82081,2023-11-27
2023-12-04,4820.2666015625,4950.5498046875,5196.7001953125,4940.0,5153.89990234375,80313,2023-12-04
2023-12-11,4930.29296875,5063.5498046875,5102.5,4925.0,4955.0,45464,2023-12-11
2023-12-18,4822.06787109375,4952.39990234375,5127.4501953125,4927.60009765625,5094.5,34886,2023-12-18
2023-12-25,4817.54052734375,4947.75,4986.7998046875,4927.60009765625,4952.39990234375,45337,2023-12-25
2024-01-01,4899.86572265625,5032.2998046875,5052.89990234375,4905.75,4947.75,32585,2024-01-01
2024-01-08,5073.18115234375,5210.2998046875,5224.5498046875,4995.0,5040.0,175501,2024-01-08
2024-01-15,5030.72900390625,5166.7001953125,5277.5498046875,5079.0,5221.25,68153,2024-01-15
2024-01-22,5136.7138671875,5275.5498046875,5340.0498046875,5166.7001953125,5166.7001953125,26521,2024-01-22
2024-01-29,5050.8837890625,5187.39990234375,5307.4501953125,5011.5498046875,5301.9501953125,45915,2024-01-29
2024-02-05,5350.4375,5495.0498046875,5610.0,5074.7001953125,5240.7998046875,215122,2024-02-05
2024-02-12,4969.28955078125,5103.60009765625,5642.85009765625,5062.2001953125,5600.0,195402,2024-02-12
2024-02-19,4938.42333984375,5071.89990234375,5145.0,5010.0,5070.0498046875,119578,2024-02-19
2024-02-26,4972.98876953125,5107.39990234375,5147.2998046875,5044.0,5099.7998046875,78823,2024-02-26
2024-03-04,4965.24853515625,5099.4501953125,5186.0498046875,5070.0,5115.2998046875,24979,2024-03-04
2024-03-11,4728.78955078125,4856.60009765625,5123.5498046875,4717.0,5100.0,47023,2024-03-11
2024-03-18,4753.326171875,4881.7998046875,4928.9501953125,4796.0,4878.0,159546,2024-03-18
2024-03-25,4585.9501953125,4709.89990234375,4881.7998046875,4655.39990234375,4881.7998046875,233594,2024-03-25
2024-04-01,4637.798828125,4763.14990234375,4829.0,4697.5498046875,4709.89990234375,63619,2024-04-01
2024-04-08,4651.3818359375,4777.10009765625,4839.89990234375,4750.0,4752.10009765625,23593,2024-04-08
2024-04-15,4571.150390625,4694.7001953125,4765.0,4642.5498046875,4751.0,37055,2024-04-15
2024-04-22,4610.43798828125,4735.0498046875,4825.0,4636.5498046875,4718.2001953125,33689,2024-04-22
2024-04-29,4625.5791015625,4750.60009765625,4988.75,4683.0,4784.35009765625,75323,2024-04-29
2024-05-06,4585.4150390625,4709.35009765625,4799.0,4639.25,4732.10009765625,86557,2024-05-06
2024-05-13,4702.74365234375,4829.85009765625,4870.0,4690.0,4690.0,30955,2024-05-13
2024-05-20,4670.70947265625,4796.9501953125,4820.0,4731.0498046875,4792.5,20569,2024-05-20
2024-05-27,4577.18701171875,4700.89990234375,4826.0,4661.5498046875,4820.89990234375,33892,2024-05-27
2024-06-03,4843.10009765625,4974.0,5079.9501953125,4641.14990234375,4774.5,41825,2024-06-03
2024-06-10,4923.03955078125,5056.10009765625,5069.0,4915.25,4974.0,39419,2024-06-10
2024-06-17,4909.943359375,5042.64990234375,5150.0,4959.0,5056.10009765625,49000,2024-06-17
2024-06-24,4917.24609375,5050.14990234375,5097.89990234375,4965.14990234375,5067.89990234375,78032,2024-06-24
2024-07-01,5038.71240234375,5174.89990234375,5199.39990234375,5005.2001953125,5053.0,39821,2024-07-01
2024-07-08,4984.041015625,5118.75,5205.0,5000.0,5200.0,25481,2024-07-08
2024-07-15,5024.69189453125,5160.5,5275.2998046875,5090.0,5144.35009765625,39803,2024-07-15
2024-07-22,5095.9169921875,5233.64990234375,5370.0,5108.0,5160.5,49184,2024-07-22
2024-07-29,5160.4228515625,5299.89990234375,5397.39990234375,5135.0,5240.0,58407,2024-07-29
2024-08-05,5084.28173828125,5221.7001953125,5299.89990234375,5064.0498046875,5299.89990234375,28053,2024-08-05
2024-08-12,5037.15478515625,5173.2998046875,5320.0,4945.5,5221.7001953125,19657,2024-08-12
2024-08-19,5066.99853515625,5203.9501953125,5489.0,5118.0498046875,5177.60009765625,92559,2024-08-19
2024-08-26,5080.38671875,5217.7001953125,5278.9501953125,5160.0,5223.89990234375,27171,2024-08-26
2024-09-02,5116.21826171875,5254.5,5350.0,5185.0,5217.7001953125,29434,2024-09-02
2024-09-09,5068.16650390625,5205.14990234375,5449.0,5186.14990234375,5280.7998046875,94219,2024-09-09
2024-09-16,5052.7333984375,5189.2998046875,5234.89990234375,5051.14990234375,5234.89990234375,23590,2024-09-16
2024-09-23,5381.8876953125,5527.35009765625,5566.0,5155.14990234375,5190.0,64846,2024-09-23
2024-09-30,5188.17333984375,5328.39990234375,5557.5,5301.0498046875,5527.0,39215,2024-09-30
2024-10-07,5097.1826171875,5234.9501953125,5500.0,5194.10009765625,5361.89990234375,30282,2024-10-07
2024-10-14,5082.43115234375,5219.7998046875,5279.0,5127.60009765625,5235.0,15473,2024-10-14
2024-10-21,4856.00146484375,4987.25,5251.14990234375,4887.0498046875,5251.14990234375,24313,2024-10-21
2024-10-28,5065.19677734375,5202.10009765625,5276.85009765625,4863.0,5007.9501953125,22766,2024-10-28
2024-11-04,5423.60986328125,5570.2001953125,5833.2998046875,5232.4501953125,5367.7001953125,220506,2024-11-04
2024-11-11,5012.86181640625,5148.35009765625,5695.0,5135.0,5586.5498046875,46662,2024-11-11
2024-11-18,4960.720703125,5094.7998046875,5201.0,5042.60009765625,5157.0,31516,2024-11-18
2024-11-25,5040.80615234375,5177.0498046875,5332.4501953125,5106.10009765625,5106.10009765625,189877,2024-11-25
2024-12-02,5416.4580078125,5498.75,5634.14990234375,5151.0,5152.25,78140,2024-12-02
2024-12-09,5578.3974609375,5663.14990234375,5850.0,5448.0498046875,5500.0,40440,2024-12-09
2024-12-16,5385.03564453125,5466.85009765625,5751.2001953125,5356.0498046875,5697.5498046875,27522,2024-12-16
2024-12-23,5207.92578125,5287.0498046875,5499.7001953125,5249.9501953125,5499.7001953125,24446,2024-12-23
2024-12-30,5126.06982421875,5203.9501953125,5362.5,5103.39990234375,5287.0498046875,21782,2024-12-30
2025-01-06,5179.75439453125,5258.4501953125,5331.7998046875,4956.60009765625,5210.0498046875,29856,2025-01-06
2025-01-13,5330.0703125,5411.0498046875,5485.0,5114.25,5160.0,32279,2025-01-13
2025-01-20,5325.8349609375,5406.75,5581.64990234375,5302.0,5343.0,29231,2025-01-20
2025-01-27,5313.2265625,5393.9501953125,5449.9501953125,5165.0,5357.0,42546,2025-01-27
2025-02-03,5352.72607421875,5434.0498046875,5499.0,5190.0,5393.9501953125,30180,2025-02-03
2025-02-10,5159.11767578125,5237.5,5453.85009765625,5132.5,5429.0,71317,2025-02-10
2025-02-17,5196.6474609375,5275.60009765625,5397.0,5132.10009765625,5250.0,51887,2025-02-17
2025-02-24,5034.0498046875,5034.0498046875,5485.0,4920.14990234375,5269.0,63939,2025-02-24
2025-03-03,5260.25,5260.25,5282.2998046875,4958.0,5059.2001953125,33267,2025-03-03
2025-03-10,5239.89990234375,5239.89990234375,5379.60009765625,5184.14990234375,5260.0,20132,2025-03-10
2025-03-17,5503.35009765625,5503.35009765625,5600.0498046875,5142.0498046875,5244.5,34520,2025-03-17
2025-03-24,5146.5,5146.5,5580.0,4903.85009765625,5506.0498046875,95760,2025-03-24
2025-03-31,5222.25,5222.25,5330.0,5015.0,5146.5,21785,2025-03-31
2025-04-07,5167.2998046875,5167.2998046875,5268.4501953125,5010.0,5061.39990234375,20517,2025-04-07
2025-04-14,5218.0,5218.0,5284.5,5150.0,5167.2998046875,16315,2025-04-14
2025-04-21,5063.5,5063.5,5316.5,5049.5,5224.5,55112,2025-04-21
2025-04-28,5080.0,5080.0,5168.0,4994.0,5103.0,50808,2025-04-28
2025-05-05,5039.5,5039.5,5118.5,4960.0,5095.5,34121,2025-05-05
2025-05-12,5195.0,5195.0,5266.0,5037.0,5070.0,23481,2025-05-12
2025-05-19,5400.5,5400.5,5447.0,5200.0,5227.0,43946,2025-05-19
2025-05-26,5748.0,5748.0,5944.5,5332.5,5450.0,79091,2025-05-26
2025-06-02,5560.5,5560.5,5845.0,5530.5,5760.0,46627,2025-06-02
2025-06-09,5831.0,5831.0,6175.5,5585.5,5650.0,65242,2025-06-09
2025-06-16,5907.0,5907.0,5981.5,5712.0,5831.0,28789,2025-06-16
2025-06-23,5921.0,5921.0,6010.5,5750.0,5857.0,29836,2025-06-23
2025-06-30,5756.5,5756.5,5975.5,5705.0,5965.0,25132,2025-06-30
2025-07-07,5755.5,5755.5,5864.5,5600.0,5795.0,66265,2025-07-07
2025-07-14,5859.0,5859.0,5962.0,5702.0,5702.0,20276,2025-07-14
